"year","DELTA_G_TOT","DLOG_G_TOT","DLOG_N_TOT","G_TOT_GPIM_2017","GROWTH_ARITH_G_TOT","GROWTH_ARITH_N_TOT","I_TOT_REAL_2017","L1_DLOG_G_TOT","L1_DLOG_N_TOT","L1_LOG_G_TOT","L1_LOG_N_TOT","LOG_G_TOT_GPIM_2017","LOG_I_TOT_REAL_2017","LOG_N_TOT_GPIM_2017","N_TOT_GPIM_2017"
1925,4073810.9873392,0.05639336814545,0.0473947129198073,74295234.7263141,0.0580137908123631,0.0485357980367267,6289055.23878259,0.0629769843780466,0.0531530067943855,18.0671640039045,17.7975473085248,18.12355737205,15.6543214168839,17.8449420214446,56228933.9554429
1926,4264792.5750595,0.0558161974830256,0.0481347046840135,78560027.3013736,0.0574033124839026,0.0493119930452853,6612472.23517242,0.05639336814545,0.0473947129198073,18.12355737205,17.8449420214446,18.179373569533,15.7044681563002,17.8930767261286,59001694.7555975
1927,3638879.446179,0.0452789904968434,0.0377752256252464,82198906.7475526,0.0463197324540056,0.0384977789533021,6253408.47516589,0.0558161974830256,0.0481347046840135,18.179373569533,17.8930767261286,18.2246525600298,15.6486372290866,17.9308519517538,61273128.9581687
1928,3405028.24713069,0.0405892495896154,0.0345617181691154,85603934.9946833,0.0414242522420418,0.0351659149496125,6223365.25816532,0.0452789904968434,0.0377752256252464,18.2246525600298,17.9308519517538,18.2652418096195,15.6438213566972,17.965413669923,63427854.5998083
1929,4061292.544663,0.0463517894026779,0.0428665806476545,89665227.5393463,0.0474428254368825,0.0437986226238054,6899195.56654921,0.0405892495896154,0.0345617181691154,18.2652418096195,17.965413669923,18.3115935990221,15.7469153782129,18.0082802505706,66205907.2672629
1930,2750418.3168814,0.0302132507038522,0.0226004572400704,92415645.8562277,0.0306743025402404,0.0228577824732658,5744849.4743636,0.0463517894026779,0.0428665806476545,18.3115935990221,18.0082802505706,18.341806849726,15.5638142677666,18.0308807078107,67719227.4940232
1931,-677549.883540198,-0.00735855741143254,-0.0248611391996612,91738095.9726875,-0.00733154951483293,-0.0245546462531482,2652074.68483077,0.0302132507038522,0.0226004572400704,18.341806849726,18.0308807078107,18.3344482923146,14.7908527915923,18.006019568611,66056405.818371
1932,-2674774.3923663,-0.0295901391683628,-0.0461679976281992,89063321.5803212,-0.0291566373163298,-0.0451184691173498,1546547.60395262,-0.00735855741143254,-0.0248611391996612,18.3344482923146,18.006019568611,18.3048581531462,14.2515356523682,17.9598515709828,63076041.9124517
1933,-3311295.84628859,-0.0378878856944098,-0.0514466788951751,85752025.7340326,-0.0371791191652595,-0.0501457041075797,1291047.64601878,-0.0295901391683628,-0.0461679976281992,18.3048581531462,17.9598515709828,18.2669702674518,14.0709645754365,17.9084048920876,59913049.3784326
1934,-3194487.1157006,-0.0379642214456304,-0.0485845028898311,82557538.618332,-0.0372526140153072,-0.047423159591114,1446936.52412214,-0.0378878856944098,-0.0514466788951751,18.2669702674518,17.9084048920876,18.2290060460062,14.1849591374242,17.8598203891978,57071783.2761689
1935,-3038993.78241751,-0.0375052252081503,-0.0449933116024113,79518544.8359145,-0.0368106151573503,-0.0439961240542623,1583486.72842447,-0.0379642214456304,-0.0485845028898311,18.2290060460062,17.8598203891978,18.191500820798,14.2751397637602,17.8148270775954,54560846.0191526
1936,-2438853.5517806,-0.0311504244313667,-0.0387987806729413,77079691.2841339,-0.0306702487679212,-0.0380557485515699,1799005.09439436,-0.0375052252081503,-0.0449933116024113,18.191500820798,17.8148270775954,18.1603503963666,14.402744344721,17.7760282969225,52484492.1822868
1937,-2043767.55858029,-0.0268728565344176,-0.0299930240887072,75035923.7255536,-0.0265149940863993,-0.0295476966859228,2247886.72932862,-0.0311504244313667,-0.0387987806729413,18.1603503963666,17.7760282969225,18.1334775398322,14.6255011014169,17.7460352728338,50933696.3265699
1938,-3014024.26617061,-0.0409967499408133,-0.0435469733747418,72021899.459383,-0.040167750545652,-0.0426124186909167,1628676.12396391,-0.0268728565344176,-0.0299930240887072,18.1334775398322,17.7460352728338,18.0924807898914,14.3032780488876,17.702488299459,48763288.3332261
1939,-2428342.55177079,-0.0342982420384104,-0.0396701669848234,69593556.9076122,-0.0337167246351266,-0.0388936085022084,1643658.72525185,-0.0409967499408133,-0.0435469733747418,18.0924807898914,17.702488299459,18.058182547853,14.3124352450026,17.6628181324742,46866708.0875133
1940,-2325945.0610016,-0.0339931194980245,-0.0361283643105033,67267611.8466106,-0.0334218448424668,-0.0354835239559949,1818442.69569986,-0.0342982420384104,-0.0396701669848234,18.058182547853,17.6628181324742,18.024189428355,14.4134910310622,17.6266897681637,45203712.1283514
1941,-2178003.22458561,-0.0329139556985787,-0.0345465991247451,65089608.622025,-0.0323781856497608,-0.0339566781356587,1893761.30793001,-0.0339931194980245,-0.0361283643105033,18.024189428355,17.6266897681637,17.9912754726564,14.4540755194062,17.5921431690389,43668744.225072
1942,-2486262.9698963,-0.0389461930920127,-0.0462090138897899,62603345.6521287,-0.0381975406294731,-0.0451576339848034,1309946.01492516,-0.0329139556985787,-0.0345465991247451,17.9912754726564,17.5921431690389,17.9523292795644,14.0854964843474,17.5459341551491,41696767.0567802
1943,-2698456.50836629,-0.0440605980439273,-0.0525252569554517,59904889.1437624,-0.043104030307916,-0.0511696438128759,1037794.68114943,-0.0389461930920127,-0.0462090138897899,17.9523292795644,17.5459341551491,17.9082686815205,13.8526085207816,17.4934088981937,39563158.3383363
1944,-2432200.8995454,-0.0414482756520584,-0.0455630684177137,57472688.244217,-0.0406010416563579,-0.0445406586371638,1298730.86736915,-0.0440605980439273,-0.0525252569554517,17.9082686815205,17.4934088981937,17.8668204058684,14.0768980897137,17.447845829776,37800989.2081804
1945,-1734933.3279284,-0.0306521044460517,-0.0335909450244856,55737754.9162886,-0.0301870920071844,-0.033033033602046,1591018.52005284,-0.0414482756520584,-0.0455630684177137,17.8668204058684,17.447845829776,17.8361683014223,14.2798849477631,17.4142548847515,36552307.861476
1946,-934149.718620703,-0.0169017633894413,-0.0186266949386429,54803605.1976679,-0.0167597299177852,-0.0184542901597174,1991026.13819632,-0.0306521044460517,-0.0335909450244856,17.8361683014223,17.4142548847515,17.8192665380329,14.5041607111351,17.3956281898129,35877760.966193
1947,-840333.010238297,-0.0154523095849051,-0.0165349057375757,53963272.1874296,-0.0153335352155638,-0.0163989545285224,2112758.39208197,-0.0169017633894413,-0.0186266949386429,17.8192665380329,17.3956281898129,17.803814228448,14.5635049465119,17.3790932840753,35289403.1955232
1948,-796280.845570296,-0.014865930202145,-0.0149301684272665,53166991.3418593,-0.0147559777843825,-0.0148192660788931,2210009.69829507,-0.0154523095849051,-0.0165349057375757,17.803814228448,17.3790932840753,17.7889482982459,14.6085074618531,17.364163115648,34766440.1398034
1949,-1060716.40119711,-0.0201523584547978,-0.0220087580311024,52106274.9406622,-0.0199506568723588,-0.0217683323696794,1968346.30645763,-0.014865930202145,-0.0149301684272665,17.7889482982459,17.364163115648,17.7687959397911,14.4927043098421,17.3421543576169,34009632.7155296
1950,-1308158.3573754,-0.0254261030617933,-0.0266384917389324,50798116.5832868,-0.025105581983458,-0.0262868167347592,1866821.08290775,-0.0201523584547978,-0.0220087580311024,17.7687959397911,17.3421543576169,17.7433698367293,14.4397475866022,17.315515865878,33115627.73312
1951,-1711418.6467142,-0.0342711984581108,-0.0282898418867035,49086697.9365726,-0.0336905925224259,-0.027893431237185,2085027.73809375,-0.0254261030617933,-0.0266384917389324,17.7433698367293,17.315515865878,17.7090986382712,14.5502927167686,17.2872260239913,32191919.24807
1952,-1164403.2275316,-0.0240072413974239,-0.020329974576228,47922294.709041,-0.0237213598893163,-0.0201247139773607,2048618.22110684,-0.0342711984581108,-0.0282898418867035,17.7090986382712,17.2872260239913,17.6850913968737,14.5326760853641,17.266896049415,31544066.0808203
1953,-1057642.2450852,-0.0223171264227879,-0.0189199561894284,46864652.4639558,-0.0220699415899562,-0.018742097278891,2094691.8857379,-0.0240072413974239,-0.020329974576228,17.6850913968737,17.266896049415,17.6627742704509,14.5549170292755,17.2479760932256,30952864.1257618
1954,-1561445.73211139,-0.0338858937206474,-0.0294543682938873,45303206.7318444,-0.0333181971916323,-0.0290248161154614,1927756.5068081,-0.0223171264227879,-0.0189199561894284,17.6627742704509,17.2479760932256,17.6288883767303,14.4718674530277,17.2185217249317,30054462.9362647
1955,-1671027.8077,-0.0375828919161414,-0.0320169416452281,43632178.9241444,-0.0368854200010836,-0.0315098258767288,1853313.10859886,-0.0338858937206474,-0.0294543682938873,17.6288883767303,17.2185217249317,17.5913054848141,14.4324854648726,17.1865047832865,29107452.0423244
1956,-1418885.6325517,-0.0330597485023887,-0.0246770858408034,42213293.2915927,-0.0325192476639424,-0.024375095736478,2016704.21156382,-0.0375828919161414,-0.0320169416452281,17.5913054848141,17.1865047832865,17.5582457363118,14.51697515847,17.1618276974457,28397955.1121478
1957,-1606371.7264337,-0.0387966443697216,-0.0296057315216629,40606921.565159,-0.0380536935447685,-0.0291717749310276,1966418.88102518,-0.0330597485023887,-0.0246770858408034,17.5582457363118,17.1618276974457,17.519449091942,14.491724619571,17.132221965924,27569536.3571148
1958,-1830488.0314496,-0.0461258550322299,-0.0412003418521039,38776433.5337094,-0.0450782270828472,-0.040363144736822,1610268.1020819,-0.0387966443697216,-0.0296057315216629,17.519449091942,17.132221965924,17.4733232369098,14.2919112461295,17.0910216240719,26456743.1708055
1959,-1836188.359345,-0.0485110670994331,-0.0419306376570496,36940245.1743644,-0.047353203789326,-0.0410637076662722,1562755.69317395,-0.0461258550322299,-0.0412003418521039,17.4733232369098,17.0910216240719,17.4248121698104,14.2619612908359,17.0490909864149,25370331.2034379
1960,-1986686.8946768,-0.0552813377710137,-0.0436883534807748,34953558.2796876,-0.0537810966142562,-0.0427477646808345,1604675.97545006,-0.0485110670994331,-0.0419306376570496,17.4248121698104,17.0490909864149,17.3695308320394,14.2884324097101,17.0054026329341,24285806.2552785
1961,-1701601.163627,-0.0499066480720423,-0.0406602084183199,33251957.1160606,-0.0486817722536662,-0.0398446727775892,1490654.87669333,-0.0552813377710137,-0.0436883534807748,17.3695308320394,17.0054026329341,17.3196241839673,14.2147260959227,16.9647424245158,23318146.251897
1962,-612928.825055301,-0.0186048668464522,-0.0168732306612682,32639028.2910053,-0.0184328646556343,-0.0167316749901875,1509388.95534065,-0.0499066480720423,-0.0406602084183199,17.3196241839673,16.9647424245158,17.3010193171209,14.2272154615547,16.9478691938545,22927994.6074366
1963,-275977.921794999,-0.00849140783620328,-0.0102192794671829,32363050.3692103,-0.00845545766051662,-0.0101672400500779,1493615.79111113,-0.0186048668464522,-0.0168732306612682,17.3010193171209,16.9478691938545,17.2925279092847,14.2167104436706,16.9376499143873,22694880.1823959
1964,-30259.8047849983,-0.000935448293272856,-0.00281029478002637,32332790.5644253,-0.000935010897915451,-0.00280634959822371,1608112.48471385,-0.00849140783620328,-0.0102192794671829,17.2925279092847,16.9376499143873,17.2915924609914,14.2905716794547,16.9348396196073,22631190.4145143
1965,188889.055340201,0.00582502914301486,0.00696861699348617,32521679.6197655,0.00584202761477783,0.00699295430450723,1839662.20714749,-0.000935448293272856,-0.00281029478002637,17.2915924609914,16.9348396196073,17.2974174901344,14.4250925296597,16.9418082366008,22789449.2949396
1966,284048.223976899,0.00869619735641791,0.0120655465414821,32805727.8437424,0.00873411912600802,0.0121386288784972,1991143.3473894,0.00582502914301486,0.00696861699348617,17.2974174901344,16.9418082366008,17.3061136874908,14.5042195781389,16.9538737831423,23066081.9622762
1967,139494.8525635,0.00424313445535773,0.00561447390174052,32945222.6963059,0.00425214929624275,0.00563026459866022,1887839.0495999,0.00869619735641791,0.0120655465414821,17.3061136874908,16.9538737831423,17.3103568219462,14.4509433729011,16.959488257044,23195950.1069782
1968,-19163.7454305999,-0.000581854352674327,0.00138293163896464,32926058.9508753,-0.000581685108255428,0.00138388832988322,1870152.88581411,0.00424313445535773,0.00561447390174052,17.3103568219462,16.959488257044,17.3097749675935,14.4415307426087,16.960871188683,23228050.7116318
1969,184643.361621998,0.00559215319687567,0.00580349341678499,33110702.3124973,0.00560781847282363,0.0058203663094854,1916580.27563958,-0.000581854352674327,0.00138293163896464,17.3097749675935,16.960871188683,17.3153671207904,14.4660530495102,16.9666746820998,23363246.4754288
1970,74161.6676812023,0.0022373049289186,0.000689656089999602,33184863.9801785,0.00223980956312155,0.000689893957440756,1815754.13790128,0.00559215319687567,0.00580349341678499,17.3153671207904,16.9666746820998,17.3176044257193,14.4120114423595,16.9673643381898,23379364.6379984
1971,-83379.3972190022,-0.00251573492888113,-0.00499969030725111,33101484.5829595,-0.00251257311974535,-0.00498721265911966,1704432.31498443,0.0022373049289186,0.000689656089999602,17.3176044257193,16.9673643381898,17.3150886907904,14.3487426601703,16.9623646478825,23262766.7747136
1972,-28382.8901140988,-0.000857818490509032,-0.00170183178935801,33073101.6928454,-0.000857450669409256,-0.00170038449477109,1790098.8882297,-0.00251573492888113,-0.00499969030725111,17.3150886907904,16.9623646478825,17.3142308722999,14.3977814211121,16.9606628160932,23223211.1267844
1973,289264.9979848,0.00870820460823296,0.00629800600829,33362366.6908302,0.00874623132330453,0.00631788014870944,1895896.86498827,-0.000857818490509032,-0.00170183178935801,17.3142308722999,16.9606628160932,17.3229390769081,14.4552025642143,16.9669608221014,23369932.5913516
1974,200168.967377596,0.00598191576659346,0.00105192725827408,33562535.6582078,0.00599984315359177,0.00105248072780514,1763511.18158344,0.00870820460823296,0.00629800600829,17.3229390769081,16.9669608221014,17.3289209926747,14.3828173692015,16.9680127493597,23394528.9950141
1975,-70103.4175344966,-0.00209092466291239,-0.00841642326525616,33492432.2406733,-0.00208874020271924,-0.0083811043307899,1585687.98937596,0.00598191576659346,0.00105192725827408,17.3289209926747,16.9680127493597,17.3268300680118,14.2765289338133,16.9595963260945,23198457.0067372
1976,-162966.2230778,-0.0048776389304841,-0.010496440682072,33329466.0175955,-0.00486576256709996,-0.010441545285221,1563883.11173408,-0.00209092466291239,-0.00841642326525616,17.3268300680118,16.9595963260945,17.3219524290813,14.2626824605515,16.9490998854124,22956229.2673541
1977,-232151.374568202,-0.00698972063460346,-0.00931307161578232,33097314.6430273,-0.00696534935320124,-0.00926983927703762,1646565.48948887,-0.0048776389304841,-0.010496440682072,17.3219524290813,16.9490998854124,17.3149627084467,14.314202154978,16.9397868137966,22743428.7116389
1978,-51571.3131906986,-0.00155938734076244,-0.00162778221354642,33045743.3298366,-0.00155817212806911,-0.00162645809463511,1803086.64189652,-0.00698972063460346,-0.00931307161578232,17.3149627084467,16.9397868137966,17.313403321106,14.4050105553273,16.9381590315831,22706437.4779111
1979,-53264.6409568004,-0.00161314617139041,0.000289683074395697,32992478.6888798,-0.00161184575045429,0.000289725036589323,1882974.2863846,-0.00155938734076244,-0.00162778221354642,17.313403321106,16.9381590315831,17.3117901749346,14.448363151882,16.9384487146575,22713016.1013402
1980,-113360.689155899,-0.00344187196803958,-0.00232971413223382,32879117.9997239,-0.00343595551655558,-0.00232700245448616,1811837.55876175,-0.00161314617139041,0.000289683074395697,17.3117901749346,16.9384487146575,17.3083483029665,14.409852114084,16.9361190005252,22660162.8571236
1981,-81107.3527759984,-0.00246988245920576,-0.000451287295209823,32798010.6469479,-0.00246683480915393,-0.000451185480416122,1840026.44490376,-0.00344187196803958,-0.00232971413223382,17.3083483029665,16.9361190005252,17.3058784205073,14.4252905017122,16.93566771323,22649938.9206586
1982,-218160.213961001,-0.00667385014131128,-0.00586028199610666,32579850.4329869,-0.0066516294634261,-0.00584314403766838,1737933.57827129,-0.00246988245920576,-0.000451287295209823,17.3058784205073,16.93566771323,17.299204570366,14.3682073667419,16.9298074312339,22517592.0651008
1983,-383788.558655601,-0.0118498693702982,-0.0130844062488151,32196061.8743313,-0.0117799361738941,-0.012999177532715,1555633.69521199,-0.00667385014131128,-0.00586028199610666,17.299204570366,16.9298074312339,17.2873547009957,14.257393541618,16.9167230249851,22224881.8882373
1984,-242416.625639997,-0.00755787642513539,-0.00544668605429877,31953645.2486913,-0.00752938749422851,-0.00543187975376345,1716795.13610415,-0.0118498693702982,-0.0130844062488151,17.2873547009957,16.9167230249851,17.2797968245706,14.3559698177372,16.9112763389308,22104159.0022788
1985,-130507.716579501,-0.00409264603993265,-0.00254436972921823,31823137.5321118,-0.00408428257758309,-0.00254113556411309,1744674.43722419,-0.00755787642513539,-0.00544668605429877,17.2797968245706,16.9112763389308,17.2757041785307,14.3720785272866,16.9087319692016,22047989.3377233
1986,-301142.338073302,-0.0095080582767757,-0.0115699839870231,31521995.1940385,-0.00946299961056411,-0.0115033091124394,1523072.35113551,-0.00409264603993265,-0.00254436972921823,17.2757041785307,16.9087319692016,17.2661961202539,14.236240136419,16.8971619852146,21794364.5010637
1987,-487417.530442297,-0.0155835709072427,-0.0176546741462076,31034577.6635962,-0.0154627753554914,-0.017499743476571,1409752.00688364,-0.0095080582767757,-0.0115699839870231,17.2661961202539,16.8971619852146,17.2506125493466,14.1589243652426,16.8795073110683,21412968.7130602
1988,-517363.9942201,-0.0168110843704738,-0.0180620519367771,30517213.6693761,-0.0166705666121235,-0.0178999107451469,1376725.54030589,-0.0155835709072427,-0.0176546741462076,17.2506125493466,16.8795073110683,17.2338014649762,14.1352184407101,16.8614452591316,21029678.4843078
1989,-383332.634300902,-0.0126407525042964,-0.0148708456957216,30133881.0350752,-0.012561193772601,-0.014760820733143,1378538.0986811,-0.0168110843704738,-0.0180620519367771,17.2338014649762,16.8614452591316,17.2211607124719,14.1365341468451,16.8465744134358,20719263.1701253
1990,-239694.002078898,-0.00798610662389976,-0.0100495459704,29894187.0329963,-0.00795430239469982,-0.00999921801542262,1441230.49731903,-0.0126407525042964,-0.0148708456957216,17.2211607124719,16.8465744134358,17.213174605848,14.1810078186917,16.8365248674654,20512086.7405683
1991,-383701.6580901,-0.0129184112529934,-0.0163066506512024,29510485.3749062,-0.012835326736485,-0.0161744169619823,1304991.45728219,-0.00798610662389976,-0.0100495459704,17.213174605848,16.8365248674654,17.200256194595,14.0817070525736,16.8202182168142,20180315.696866
1992,-447632.009905402,-0.0152847945613246,-0.0185360117665923,29062853.3650008,-0.0151685749732208,-0.0183652764452765,1234884.03992531,-0.0129184112529934,-0.0163066506512024,17.200256194595,16.8202182168142,17.1849714000337,14.0264876288385,16.8016822050477,19809698.6203401
1993,-433182.528637201,-0.0150172201835517,-0.0167356578408011,28629670.8363636,-0.0149050240592985,-0.0165963946882074,1256118.05003702,-0.0152847945613246,-0.0185360117665923,17.1849714000337,16.8016822050477,17.1699541798501,14.0435366104766,16.7849465472069,19480929.0433825
1994,-391384.528158598,-0.0137648942393014,-0.0147147751883807,28238286.308205,-0.013670591268604,-0.0146070419547297,1277889.16386455,-0.0150172201835517,-0.0167356578408011,17.1699541798501,16.7849465472069,17.1561892856108,14.0607201839181,16.7702317720185,19196370.2955287
1995,-266542.953301299,-0.00948389291836804,-0.0091377599382767,27971743.3549037,-0.00943906263971308,-0.00909613748507292,1383510.21083371,-0.0137648942393014,-0.0147147751883807,17.1561892856108,16.7702317720185,17.1467053926924,14.1401344586182,16.7610940120802,19021757.4721062
1996,-262023.5482435,-0.00941158753701288,-0.00791977564369262,27709719.8066602,-0.00936743716396087,-0.00788849684871863,1429524.35413822,-0.00948389291836804,-0.0091377599382767,17.1467053926924,16.7610940120802,17.1372938051554,14.1728523274222,16.7531742364365,18871704.3982304
1997,-210626.119008202,-0.00763019987436664,-0.00620585878960966,27499093.687652,-0.00760116379659591,-0.00618664222027289,1471364.25198043,-0.00941158753701288,-0.00791977564369262,17.1372938051554,16.7531742364365,17.1296636052811,14.2017005909428,16.7469683776469,18754951.9150318
1998,-128944.098616898,-0.00470005884123736,-0.00333713323606233,27370149.5890351,-0.00468903084885296,-0.00333157119575548,1519042.1276998,-0.00763019987436664,-0.00620585878960966,17.1296636052811,16.7469683776469,17.1249635464398,14.2335905150313,16.7436312444108,18692468.4574539
1999,-120503.690464001,-0.00441246199856948,-0.00259640695666619,27249645.8985711,-0.00440274139065271,-0.00259303920743393,1540376.23376638,-0.00470005884123736,-0.00333713323606233,17.1249635464398,16.7436312444108,17.1205510844412,14.2475372521921,16.7410348374542,18643998.15386
2000,-36252.5254782997,-0.00133127094327889,0.00103950061649982,27213393.3730928,-0.00133038519521462,0.00104004108451851,1622616.14289573,-0.00441246199856948,-0.00259640695666619,17.1205510844412,16.7410348374542,17.119219813498,14.2995503076769,16.7420743380707,18663388.6779197
2001,-109669.521521501,-0.00403812559104111,-0.00521749899350965,27103723.8515713,-0.0040299833254142,-0.0052039114868407,1512385.30119835,-0.00133127094327889,0.00103950061649982,17.119219813498,16.7420743380707,17.1151816879069,14.2291986320931,16.7368568390772,18566266.0551953
2002,-335420.223664198,-0.0124526428191878,-0.0194986899097351,26768303.6279071,-0.0123754294982146,-0.0193098200195176,1237250.56014515,-0.00403812559104111,-0.00521749899350965,17.1151816879069,16.7368568390772,17.1027290450877,14.028402185548,16.7173581491674,18207754.799235
2003,-375232.117708202,-0.0141169542108308,-0.0208969206064786,26393071.5101989,-0.0140177772534307,-0.0206800929310912,1211885.78314743,-0.0124526428191878,-0.0194986899097351,17.1027290450877,16.7173581491674,17.0886120908769,14.0076882028435,16.6964612285609,17831216.7379203
