"initialization_window","first_investment_year_used","year","I_ME_REAL_2017","I_NRC_REAL_2017","K_ME_gross_surviving_2017","K_NRC_gross_surviving_2017","K_core_ME_NRC_gross_surviving_2017","core_index_1947_100","core_index_first_valid_100"
"cold_start_1925",1925,2005,795201.783223789,484165.08641228,10632022.9442332,25323256.693473,35955279.6377062,81.7858104120689,571.711938797763
"cold_start_1925",1925,2006,833111.22603878,520463.894899728,10751918.928237,24909920.3075405,35661839.2357775,81.1183351116067,567.04604875884
"cold_start_1925",1925,2007,837378.086267004,578383.105782125,10871383.3451697,24566365.9204547,35437749.2656245,80.6086080284397,563.482874933125
"cold_start_1925",1925,2008,772365.465714313,600054.710517087,10920374.5575524,24256207.4398092,35176581.9973616,80.0145429313743,559.330148357401
"cold_start_1925",1925,2009,589899.624802582,480147.853963077,10781516.3280596,23837627.0649151,34619143.3929746,78.7465631388614,550.466518078732
"cold_start_1925",1925,2010,671220.175896981,396559.90391071,10720664.6101857,23347169.6263098,34067834.2364955,77.4925257178048,541.700349941435
"cold_start_1925",1925,2011,734467.200027038,403764.151915936,10721366.9546541,22876183.9490784,33597550.9037325,76.4227939876983,534.222544215341
"cold_start_1925",1925,2012,780879.807389388,456067.896407867,10767106.1458031,22470167.4510377,33237273.5968408,75.6032878730436,528.493904646872
"cold_start_1925",1925,2013,772289.295524182,435648.832669549,10802589.7830998,22056443.9665135,32859033.7496133,74.7429231992782,522.479649200442
"cold_start_1925",1925,2014,824978.164306554,472820.424836534,10888888.2312237,21692640.6118615,32581528.8430852,74.1116956326338,518.067143728764
"cold_start_1925",1925,2015,825253.753697722,438837.709509998,10973057.6674252,21307502.7037535,32280560.3711787,73.4270965798276,513.28155256317
"cold_start_1925",1925,2016,784095.656265363,395759.456556774,11013063.8553337,20891905.3527645,31904969.2080982,72.572756745298,507.309412888449
"cold_start_1925",1925,2017,802342,386432,11068277.7096774,20479733.2793666,31548010.989044,71.7608004061244,501.633548939077
"cold_start_1925",1925,2018,821543.30347076,399993.954298247,11139642.0988904,20093993.4877898,31233635.5866802,71.0457052291428,496.634779005793
"cold_start_1925",1925,2019,778964.465600922,387441.95852595,11165108.1246878,19708558.5888395,30873666.7135273,70.2269006944381,490.911043731008
"cold_start_1925",1925,2020,672730.883680669,336732.565455598,11081164.2886124,19285243.0835323,30366407.3721446,69.0730613489484,482.84529582257
"cold_start_1925",1925,2021,678588.098183124,296152.440236021,11001207.758861,18834306.0622111,29835513.8210721,67.8654623605796,474.403748866539
"cold_start_1925",1925,2022,682740.675751875,312656.646821552,10924931.0809979,18413070.3124602,29338001.3934581,66.7337938687063,466.492983119945
"cold_start_1925",1925,2023,693847.638197878,370030.141836663,10860288.1876198,18062497.8381546,28922786.0257744,65.7893226899605,459.890793253282
"cold_start_1925",1925,2024,699141.486471138,360036.225770161,10802178.2129298,17715007.4951353,28517185.7080651,64.8667224203617,453.441488829812
"cold_start_1931",1931,1931,989748.757718043,1662325.92711273,989748.757718043,1662325.92711273,2652074.68483077,11.3057743491446,100
"cold_start_1931",1931,1932,623868.773501061,922678.830451554,1604478.14571471,2578969.849112,4183447.99482671,17.8340072025197,157.742465502764
"cold_start_1931",1931,1933,543835.045414787,747212.600603993,2122304.94184657,3310640.61898511,5432945.56083169,23.1606058883931,204.856431529128
"cold_start_1931",1931,1934,637240.124604497,809696.399517645,2713462.67298283,4094387.89622608,6807850.56920892,29.0218155538417,256.699051808314
"cold_start_1931",1931,1935,703933.555703038,879553.172721427,3347904.81723652,4936435.13419695,8284339.95143347,35.3160786376899,312.372045886109
"cold_start_1931",1931,1936,816556.811384773,982448.283009582,4067898.61510203,5868387.25286277,9936285.8679648,42.3583116019873,374.66086173206
"cold_start_1931",1931,1937,924639.763365943,1323246.96596268,4864893.21245228,7126490.43798839,11991383.6504407,51.1191779256226,452.151054381254
"cold_start_1931",1931,1938,622350.239389685,1006325.88457423,5324157.73101142,8050329.06038854,13374486.7914,57.0153361683444,504.302796142914
"cold_start_1931",1931,1939,627081.679604102,1016577.04564775,5751984.70610928,8965770.97257943,14717755.6786887,62.7416812885544,554.952534439197
"cold_start_1931",1931,1940,731978.08858634,1086464.60711352,6249512.09777573,9931698.29716939,16181210.3949451,68.980377689837,610.134039116536
"cold_start_1931",1931,1941,752127.196012379,1141634.11191763,6731935.00120382,10932338.5229519,17664273.5241557,75.3026646074323,666.054905059465
"cold_start_1931",1931,1942,545029.688575011,764916.326350151,6971801.58833267,11534642.5045356,18506444.0928682,78.8928313805682,697.810065407306
"cold_start_1931",1931,1943,437108.518460738,600686.162688696,7070527.37788408,11951483.5507104,19022010.9285945,81.0906889069656,717.250198020281
"cold_start_1931",1931,1944,535584.445393993,763146.421975162,7238610.83790147,12510760.316707,19749371.1546085,84.191420056391,744.676281839652
"cold_start_1931",1931,1945,641872.549112937,949145.970939907,7486972.38597557,13236362.8628669,20723335.2488424,88.3434216333302,781.400892191117
"cold_start_1931",1931,1946,720316.3182533,1270709.81994302,7789275.2101243,14263278.0543202,22052553.2644445,94.0098679936725,831.520823700019
"cold_start_1931",1931,1947,909126.491811446,1203631.90027052,8256496.82603665,15201203.6633724,23457700.4894091,100,884.503766940707
"cold_start_1931",1931,1948,849952.046387454,1360057.65190762,8639617.41954415,16272451.053997,24912068.4735411,106.199959730872,939.342644309081
"cold_start_1931",1931,1949,721556.966154317,1246789.34030331,8868862.93295442,17206055.7422469,26074918.6752013,111.15718135703,983.189456328043
"cold_start_1931",1931,1950,685879.765574563,1180941.31733319,9038424.1440071,18048734.9629976,27087159.1070047,115.472354671909,1021.35732684817
"cold_start_1931",1931,1951,749015.128180555,1336012.6099132,9249388.03763098,19021272.0738835,28270660.1115145,120.51761051463,1065.98280482883
"cold_start_1931",1931,1952,743131.441855881,1305486.77925096,9434292.38846878,19937442.7513537,29371735.1398225,125.211485043402,1107.50030185129
"cold_start_1931",1931,1953,741157.559795181,1353534.32594272,9598352.30831747,20875316.8253882,30473669.1337056,129.909021335933,1149.05018731213
"cold_start_1931",1931,1954,684449.366939465,1243307.13986863,9688245.04234685,21676180.9570036,31364425.9993505,133.706311125897,1182.63735854602
"cold_start_1931",1931,1955,684266.419209607,1169046.68938925,9762414.79348296,22376064.8758049,32138479.6692879,137.006096074072,1211.82408071357
"cold_start_1931",1931,1956,713994.058255907,1302710.15330791,9852763.21690664,23183384.3563939,33036147.5733006,140.832847568397,1245.67184183233
"cold_start_1931",1931,1957,727860.077101959,1238558.80392322,9944918.31840271,23900321.139893,33845239.4582957,144.282000162704,1276.17972645651
"cold_start_1931",1931,1958,583375.549862804,1026892.5522191,9881673.27181757,24379535.1729215,34261208.4447391,146.055272809915,1291.86438981922
"cold_start_1931",1931,1959,607522.836207516,955232.856966438,9834057.54648402,24762142.4249653,34596199.9714493,147.483339157941,1304.49569046193
"cold_start_1931",1931,1960,629191.93043186,975484.045018201,9802010.53852148,25141452.6864693,34943463.2249908,148.963719784757,1317.58971287117
"cold_start_1931",1931,1961,587212.198688363,903442.678004972,9723537.08778325,25426301.0777124,35149838.1654956,149.843494597288,1325.37135422861
"cold_start_1931",1931,1962,617635.367229759,891753.588110886,9672789.32807771,25678281.0697131,35351070.3977908,150.701346083566,1332.95908293949
"cold_start_1931",1931,1963,629408.971871451,864206.819239678,9632505.58776397,25882778.8474735,35515284.4352374,151.40138928482,1339.1509914248
"cold_start_1931",1931,1964,671692.288041208,936420.196672638,9634110.24936252,26140783.9717175,35774894.22108,152.50810384092,1348.93992336278
"cold_start_1931",1931,1965,770523.220436779,1069138.98671071,9734508.18282009,26513697.0425705,36248205.2253906,154.525825077169,1366.78674370377
"cold_start_1931",1931,1966,842107.997753453,1149035.34963595,9905692.13291139,26949021.7723375,36854713.9052489,157.111366998178,1389.65595939092
"cold_start_1931",1931,1967,786408.18769879,1101430.86190111,10018761.7204724,27319310.5149808,37338072.2354532,159.17191990882,1407.88162750536
"cold_start_1931",1931,1968,796975.867116019,1073177.01869809,10139000.3842082,27644273.4307873,37783273.8149955,161.069810879606,1424.66854463439
"cold_start_1931",1931,1969,821332.224519679,1095248.0511199,10279569.1557053,27974837.4448781,38254406.6005834,163.078246385893,1442.43323234407
"cold_start_1931",1931,1970,753978.432204574,1061775.70569671,10347928.0296849,28255989.4377219,38603917.4674069,164.568208571152,1455.61200399868
"cold_start_1931",1931,1971,719629.354492161,984802.960492267,10376942.6053791,28444859.793288,38821802.3986671,165.497050387334,1463.82764485173
"cold_start_1931",1931,1972,777121.83200943,1012977.05622027,10458947.4942671,28647527.0776585,39106474.5719257,166.71060571168,1474.56158740948
"cold_start_1931",1931,1973,865755.110073952,1030141.75491432,10625048.3568061,28853784.2410184,39478832.5978245,168.297965163503,1488.60184155574
"cold_start_1931",1931,1974,791899.469592467,971611.711990977,10711694.6692085,28988571.5999503,39700266.2691588,169.241935231815,1496.95129236875
"cold_start_1931",1931,1975,686368.248458814,899319.740917144,10686799.2634946,29038954.8285333,39725754.0920279,169.350589628185,1497.9123445976
"cold_start_1931",1931,1976,696920.907214641,866962.204519434,10667509.408167,29045958.0001065,39713467.4082734,169.298211588146,1497.4490588604
"cold_start_1931",1931,1977,774555.915097964,872009.574390906,10722070.9198027,29048117.2087953,39770188.1285981,169.540011590454,1499.58778898927
"cold_start_1931",1931,1978,830803.114517424,972283.527379101,10829242.4426178,29141647.0944543,39970889.5370722,170.395600178793,1507.15550228265
"cold_start_1931",1931,1979,843208.296671081,1039765.98971352,10944554.3673167,29294271.6093212,40238825.9766379,171.537811196819,1517.25840176351
"cold_start_1931",1931,1980,753710.628878874,1058126.92988288,10965407.0825566,29457066.5352372,40422473.6177939,172.320699703896,1524.18308009954
"cold_start_1931",1931,1981,746553.271421577,1093473.17348218,10974478.4393495,29647200.1578918,40621678.5972413,173.169909026597,1531.69436854805
"cold_start_1931",1931,1982,668207.772573798,1069725.80569749,10901331.507948,29805706.8698825,40707038.3778306,173.533797126489,1534.91297249904
"cold_start_1931",1931,1983,653087.843590388,902545.851621605,10810524.8922383,29789405.0225021,40599929.9147404,173.077194557373,1530.87430557526
"cold_start_1931",1931,1984,728536.316722283,988258.819381866,10794177.71959,29852098.9009712,40646276.6205612,173.27477021421,1532.62186970254
"cold_start_1931",1931,1985,716084.373531875,1028590.06369231,10764980.755029,29949011.1662078,40713991.9212368,173.563440029507,1535.17516509286
"cold_start_1931",1931,1986,667783.475049415,855288.876086094,10687415.3886598,29866768.3710938,40554183.7597536,172.882179044205,1529.14938601517
"cold_start_1931",1931,1987,623836.230081967,785915.776801676,10566694.3062376,29710194.8721511,40276889.1783887,171.700074338375,1518.69362536292
"cold_start_1931",1931,1988,626550.360792775,750175.17951311,10450776.2260582,29514111.0260885,39964887.2521467,170.370012483493,1506.92917815385
"cold_start_1931",1931,1989,629302.760825473,749235.337855631,10340849.5142932,29314442.6338822,39655292.1481753,169.050210893772,1495.25548337662
"cold_start_1931",1931,1990,604986.535206934,836243.962112101,10210687.4630341,29200099.0309767,39410786.4940108,168.007885136927,1486.03607279354
"cold_start_1931",1931,1991,568466.855079603,736524.602202586,10048959.5171026,28984857.5444884,39033817.061591,166.400867293938,1471.82193943689
"cold_start_1931",1931,1992,583048.390469939,651835.649455369,9907871.01613518,28684515.2393595,38592386.2554947,164.519051101871,1455.17720433115
"cold_start_1931",1931,1993,617606.161347977,638511.888689039,9808225.15215743,28371541.6016804,38179766.7538378,162.760057283004,1439.61883774303
"cold_start_1931",1931,1994,659252.769878015,618636.393986536,9757309.39591655,28040407.9317031,37797717.3276196,161.131383464824,1425.21315647004
"cold_start_1931",1931,1995,707334.878621849,676175.332211857,9761142.07455198,27769450.7052833,37530592.7798352,159.992633535329,1415.14087044762
"cold_start_1931",1931,1996,733193.688060889,696330.666077329,9796511.37073762,27521881.6693678,37318393.0401054,159.088027647699,1407.13959729557
"cold_start_1931",1931,1997,778862.286520404,692501.965460027,9881958.9012456,27274123.4047269,37156082.3059725,158.396098214094,1401.01945539077
"cold_start_1931",1931,1998,805717.902304993,713324.225394806,9997081.97178967,27051226.4321004,37048308.40389,157.936658883581,1396.95569720557
"cold_start_1931",1931,1999,855289.291528526,685086.942237853,10162829.4610354,26804433.3984052,36967262.8594406,157.591162339766,1393.89976726087
"cold_start_1931",1931,2000,904245.971526633,718370.171369101,10376563.2864009,26595626.8832255,36972190.1696263,157.612167425869,1394.08555803871
"cold_start_1931",1931,2001,814166.792277658,698218.508920697,10496937.4824026,26371598.4201564,36868535.902559,157.170290068307,1390.17713616581
"cold_start_1931",1931,2002,709120.579986128,528129.98015902,10507769.402045,25982647.2816449,36490416.6836898,155.558370694369,1375.91964858329
"cold_start_1931",1931,2003,714853.742657335,497032.040490094,10520195.311072,25568612.5805304,36088807.8916024,153.846315447229,1360.77645543022
"cold_start_1931",1931,2004,732017.466090264,470664.090527347,10546205.8992891,25135152.3511182,35681358.2504073,152.109360704461,1345.41302530038
"cold_start_1931",1931,2005,795201.783223789,484165.08641228,10632019.7620245,24722934.2796139,35354954.0416384,150.717902027954,1333.10552089125
"cold_start_1931",1931,2006,833111.22603878,520463.894899728,10751916.6418601,24355359.2492386,35107275.8910987,149.662051943025,1323.76648711681
"cold_start_1931",1931,2007,837378.086267004,578383.105782125,10871381.7073048,24054390.0737785,34925771.7810834,148.88830129301,1316.92263347071
"cold_start_1931",1931,2008,772365.465714313,600054.710517087,10920373.3877184,23783833.2005021,34704206.5882205,147.943770549416,1308.5682234637
"cold_start_1931",1931,2009,589899.624802582,480147.853963077,10781515.4949713,23402054.1340993,34183569.6290706,145.72429912516,1288.93691510998
"cold_start_1931",1931,2010,671220.175896981,396559.90391071,10720664.018647,22945772.0050673,33666436.0237143,143.519762471664,1269.43770536622
"cold_start_1931",1931,2011,734467.200027038,403764.151915936,10721366.5358555,22506501.1771064,33227867.712962,141.650149075627,1252.90090445104
"cold_start_1931",1931,2012,780879.807389388,456067.896407867,10767105.8501641,22129896.1019209,32897001.9520849,140.239670836183,1240.42517129128
"cold_start_1931",1931,2013,772289.295524182,435648.832669549,10802589.5750069,21743429.4096944,32546018.9847014,138.743433097356,1227.19089212897
"cold_start_1931",1931,2014,824978.164306554,472820.424836534,10888888.0851756,21404869.0491297,32293757.1343053,137.668042734562,1217.67902386075
"cold_start_1931",1931,2015,825253.753697722,438837.709509998,10973057.5652178,21043093.4859945,32016151.0512123,136.484610099218,1207.21151762192
"cold_start_1931",1931,2016,784095.656265363,395759.456556774,11013063.7840122,20649103.5808151,31662167.3648272,134.975580317953,1193.86409236237
"cold_start_1931",1931,2017,802342,386432,11068277.6600508,20256902.6910989,31325180.3511497,133.539007224057,1181.15754923201
"cold_start_1931",1931,2018,821543.30347076,399993.954298247,11139642.0644578,19889609.6319891,31029251.6964469,132.277465604339,1169.99916608407
"cold_start_1931",1931,2019,778964.465600922,387441.95852595,11165108.1008652,19521202.2850374,30686310.3859026,130.815509387875,1157.06810827843
"cold_start_1931",1931,2020,672730.883680669,336732.565455598,11081164.2721771,19113594.165707,30194758.4378841,128.720027146381,1138.53348891684
"cold_start_1931",1931,2021,678588.098183124,296152.440236021,11001207.7475543,18677137.4031525,29678345.1507068,126.518561203841,1119.06143972716
"cold_start_1931",1931,2022,682740.675751875,312656.646821552,10924931.0732413,18269242.1246205,29194173.1978618,124.454539826027,1100.80509288993
"cold_start_1931",1931,2023,693847.638197878,370030.141836663,10860288.1823135,17930952.2459468,28791240.4282604,122.736840472745,1085.61197740544
"cold_start_1931",1931,2024,699141.486471138,360036.225770161,10802178.20931,17594763.3729055,28396941.5822155,121.055947470369,1070.74441548117
"cold_start_1947",1947,1947,909126.491811446,1203631.90027052,909126.491811446,1203631.90027052,2112758.39208197,100,100
"cold_start_1947",1947,1948,849952.046387454,1360057.65190762,1750683.62240221,2559319.88663307,4310003.50903528,203.998882465121,203.998882465121
"cold_start_1947",1947,1949,721556.966154317,1246789.34030331,2445793.97590348,3792343.77432112,6238137.7502246,295.260346549961,295.260346549961
"cold_start_1947",1947,1950,685879.765574563,1180941.31733319,3081630.32279507,4946858.82042642,8028489.14322149,380.000343309961,380.000343309961
"cold_start_1947",1947,1951,749015.128180555,1336012.6099132,3753427.30651779,6241523.87075895,9994951.17727673,473.075918890444,473.075918890444
"cold_start_1947",1947,1952,743131.441855881,1305486.77925096,4388818.43287449,7488253.7794606,11877072.2123351,562.159509428389,562.159509428389
"cold_start_1947",1947,1953,741157.559795181,1353534.32594272,4988960.55589123,8763446.68155401,13752407.2374452,650.921908013025,650.921908013025
"cold_start_1947",1947,1954,684449.366939465,1243307.13986863,5497249.35172017,9906867.07410281,15404116.425823,729.099762829169,729.099762829169
"cold_start_1947",1947,1955,684266.419209607,1169046.68938925,5969563.87395895,10953148.2887614,16922712.1627203,800.977159818273,800.977159818273
"cold_start_1947",1947,1956,713994.058255907,1302710.15330791,6435897.79111956,12109419.9535183,18545317.7446379,877.777497613574,877.777497613574
"cold_start_1947",1947,1957,727860.077101959,1238558.80392322,6880567.52166412,13176677.1020444,20057244.6237085,949.339247633686,949.339247633686
"cold_start_1947",1947,1958,583375.549862804,1026892.5522191,7145588.52211649,14006484.4478017,21152072.9699182,1001.15910315114,1001.15910315114
"cold_start_1947",1947,1959,607522.836207516,955232.856966438,7401682.82949156,14738948.0341491,22140630.8636407,1047.94901994557,1047.94901994557
"cold_start_1947",1947,1960,629191.93043186,975484.045018201,7648889.14672439,15466448.0333529,23115337.1800773,1094.08332096596,1094.08332096596
"cold_start_1947",1947,1961,587212.198688363,903442.678004972,7825656.03834822,16096966.0304894,23922622.0688376,1132.29331657103,1132.29331657103
"cold_start_1947",1947,1962,617635.367229759,891753.588110886,8006863.80452249,16691314.3387729,24698178.1432953,1169.00154015988,1169.00154015988
"cold_start_1947",1947,1963,629408.971871451,864206.819239678,8176206.72306721,17234167.0082142,25410373.7312814,1202.71081759809,1202.71081759809
"cold_start_1947",1947,1964,671692.288041208,936420.196672638,8366240.35198636,17825867.3708168,26192107.7228032,1239.71145119877,1239.71145119877
"cold_start_1947",1947,1965,770523.220436779,1069138.98671071,8635128.08758087,18527232.7495167,27162360.8370976,1285.6349755322,1285.6349755322
"cold_start_1947",1947,1966,842107.997753453,1149035.34963595,8956205.73794672,19285243.6866744,28241449.4246211,1336.70984483897,1336.70984483897
"cold_start_1947",1947,1967,786408.18769879,1101430.86190111,9201962.96298206,19971986.7055769,29173949.668559,1380.84646961502,1380.84646961502
"cold_start_1947",1947,1968,796975.867116019,1073177.01869809,9439087.93145283,20606760.7613654,30045848.6928183,1422.11474844553,1422.11474844553
"cold_start_1947",1947,1969,821332.224519679,1095248.0511199,9682133.96823634,21240133.5265063,30922267.4947427,1463.5969550816,1463.5969550816
"cold_start_1947",1947,1970,753978.432204574,1061775.70569671,9839918.71709656,21816781.9415171,31656700.6586136,1498.35877009194,1498.35877009194
"cold_start_1947",1947,1971,719629.354492161,984802.960492267,9946613.16730804,22293573.1534497,32240186.3207577,1525.97601512719,1525.97601512719
"cold_start_1947",1947,1972,777121.83200943,1012977.05622027,10095791.6461252,22776366.6148722,32872158.2609973,1555.88818788713,1555.88818788713
"cold_start_1947",1947,1973,865755.110073952,1030141.75491432,10319724.2040128,23254777.7383015,33574501.9423143,1589.13115991598,1589.13115991598
"cold_start_1947",1947,1974,791899.469592467,971611.711990977,10455943.0361102,23653608.3664752,34109551.4025853,1614.4558474087,1614.4558474087
"cold_start_1947",1947,1975,686368.248458814,899319.740917144,10473358.5213771,23959822.2913239,34433180.812701,1629.7737091826,1629.7737091826
"cold_start_1947",1947,1976,696920.907214641,866962.204519434,10490029.1953682,24214375.8683862,34704405.0637544,1642.61115676156,1642.61115676156
"cold_start_1947",1947,1977,774555.915097964,872009.574390906,10575026.7174218,24455769.2608638,35030795.9782856,1658.05972465055,1658.05972465055
"cold_start_1947",1947,1978,830803.114517424,972283.527379101,10707852.5702941,24780210.6420712,35488063.2123653,1679.70286358179,1679.70286358179
"cold_start_1947",1947,1979,843208.296671081,1039765.98971352,10844700.6009465,25155444.6995118,36000145.3004582,1703.94047115737,1703.94047115737
"cold_start_1947",1947,1980,753710.628878874,1058126.92988288,10883559.7731837,25532592.9540799,36416152.7272636,1723.63072198607,1723.63072198607
"cold_start_1947",1947,1981,746553.271421577,1093473.17348218,10907626.7313528,25928892.3051195,36836519.0364723,1743.52728520807,1743.52728520807
"cold_start_1947",1947,1982,668207.772573798,1069725.80569749,10846919.0149171,26285466.5769621,37132385.5918791,1757.53108973752,1757.53108973752
"cold_start_1947",1947,1983,653087.843590388,902545.851621605,10766390.9891257,26459242.3902094,37225633.379335,1761.94464633753,1761.94464633753
"cold_start_1947",1947,1984,728536.316722283,988258.819381866,10758504.4474024,26704149.2353282,37462653.6827307,1773.16317015378,1773.16317015378
"cold_start_1947",1947,1985,716084.373531875,1028590.06369231,10736245.2063167,26975550.0939863,37711795.300303,1784.95541381525,1784.95541381525
"cold_start_1947",1947,1986,667783.475049415,855288.876086094,10664347.3447962,27060225.2179122,37724572.5627084,1785.56018066664,1785.56018066664
"cold_start_1947",1947,1987,623836.230081967,785915.776801676,10548238.8271445,27063164.3875104,37611403.2146549,1780.20370694595,1780.20370694595
"cold_start_1947",1947,1988,626550.360792775,750175.17951311,10436060.8457861,27019363.5405231,37455424.3863092,1772.82099679176,1772.82099679176
"cold_start_1947",1947,1989,629302.760825473,749235.337855631,10329155.6679735,26964932.7337639,37294088.4017374,1765.1847244581,1765.1847244581
"cold_start_1947",1947,1990,604986.535206934,836243.962112101,10201425.7586763,26988972.8364295,37190398.5951059,1760.27693154528,1760.27693154528
"cold_start_1947",1947,1991,568466.855079603,736524.602202586,10041648.4662719,26905458.6753746,36947107.1416465,1748.76158486053,1748.76158486053
"cold_start_1947",1947,1992,583048.390469939,651835.649455369,9902118.8478362,26730389.5534186,36632508.4012548,1733.87115812879,1733.87115812879
"cold_start_1947",1947,1993,617606.161347977,638511.888689039,9803714.35172733,26536440.7876672,36340155.1393945,1720.0336430132,1720.0336430132
"cold_start_1947",1947,1994,659252.769878015,618636.393986536,9753783.63322839,26318292.0388147,36072075.6720431,1707.34504272856,1707.34504272856
"cold_start_1947",1947,1995,707334.878621849,676175.332211857,9758395.2115309,26154489.6883231,35912884.899854,1699.81030649059,1699.81030649059
"cold_start_1947",1947,1996,733193.688060889,696330.666077329,9794378.26560982,26008456.0269921,35802834.2926019,1694.60144741495,1694.60144741495
"cold_start_1947",1947,1997,778862.286520404,692501.965460027,9880307.75489131,25856823.985796,35737131.7406874,1691.49164782023,1691.49164782023
"cold_start_1947",1947,1998,805717.902304993,713324.225394806,9995807.9891422,25724853.4826411,35720661.4717833,1690.7120854734,1690.7120854734
"cold_start_1947",1947,1999,855289.291528526,685086.942237853,10161849.62698,25563994.9190069,35725844.545987,1690.9574080916,1690.9574080916
"cold_start_1947",1947,2000,904245.971526633,718370.171369101,10375812.0806018,25436336.3638814,35812148.4444833,1695.04230008965,1695.04230008965
"cold_start_1947",1947,2001,814166.792277658,698218.508920697,10496363.3806107,25288872.0166406,35785235.3972513,1693.76846549821,1693.76846549821
"cold_start_1947",1947,2002,709120.579986128,528129.98015902,10507332.0325361,24972100.4945113,35479432.5270473,1679.29436039703,1679.29436039703
"cold_start_1947",1947,2003,714853.742657335,497032.040490094,10519863.1538664,24626056.4947663,35145919.6486327,1663.50869935483,1663.50869935483
"cold_start_1947",1947,2004,732017.466090264,470664.090527347,10545954.4327186,24256589.4913897,34802543.9241083,1647.25621512326,1647.25621512326
"cold_start_1947",1947,2005,795201.783223789,484165.08641228,10631829.9761144,23904554.1329379,34536384.1090523,1634.65847483958,1634.65847483958
"cold_start_1947",1947,2006,833111.22603878,520463.894899728,10751773.850997,23593533.5038187,34345307.3548157,1625.61452760204,1625.61452760204
"cold_start_1947",1947,2007,837378.086267004,578383.105782125,10871274.6059094,23345667.6196656,34216942.225575,1619.53881493552,1619.53881493552
"cold_start_1947",1947,2008,772365.465714313,600054.710517087,10920293.3022879,23124934.9347074,34045228.2369953,1611.41133622223,1611.41133622223
"cold_start_1947",1947,2009,589899.624802582,480147.853963077,10781455.7940687,22789867.6098062,33571323.4038749,1588.98071495969,1588.98071495969
"cold_start_1947",1947,2010,671220.175896981,396559.90391071,10720619.6493543,22377345.9616716,33097965.6110259,1566.57598592759,1566.57598592759
"cold_start_1947",1947,2011,734467.200027038,403764.151915936,10721333.6610282,21979039.9849779,32700373.6460061,1547.75736632064,1547.75736632064
"cold_start_1947",1947,2012,780879.807389388,456067.896407867,10767081.5656803,21640754.1530257,32407835.718706,1533.91111071486,1533.91111071486
"cold_start_1947",1947,2013,772289.295524182,435648.832669549,10802571.6902244,21290105.4825612,32092677.1727856,1518.99418755406,1518.99418755406
"cold_start_1947",1947,2014,824978.164306554,472820.424836534,10888874.9531194,20985000.6740822,31873875.6272015,1508.63798466763,1508.63798466763
"cold_start_1947",1947,2015,825253.753697722,438837.709509998,10973047.9517318,20654451.3341261,31627499.2858579,1496.97662564679,1496.97662564679
"cold_start_1947",1947,2016,784095.656265363,395759.456556774,11013056.7673125,20289585.8978367,31302642.6651492,1481.60067816854,1481.60067816854
"cold_start_1947",1947,2017,802342,386432,11068272.5539031,19924529.7949651,30992802.3488682,1466.93547473391,1466.93547473391
"cold_start_1947",1947,2018,821543.30347076,399993.954298247,11139638.3596394,19582518.4910944,30722156.8507338,1454.12542039222,1454.12542039222
"cold_start_1947",1947,2019,778964.465600922,387441.95852595,11165105.4207214,19237641.1917797,30402746.6125011,1439.0072583047,1439.0072583047
"cold_start_1947",1947,2020,672730.883680669,336732.565455598,11081162.3390015,18851917.518333,29933079.8573345,1416.77723158102,1416.77723158102
"cold_start_1947",1947,2021,678588.098183124,296152.440236021,11001206.3572465,18435800.6070397,29437006.9642862,1393.29736304009,1393.29736304009
"cold_start_1947",1947,2022,682740.675751875,312656.646821552,10924930.0762729,18046796.6224979,28971726.6987708,1371.27495540185,1371.27495540185
"cold_start_1947",1947,2023,693847.638197878,370030.141836663,10860287.4694822,17726040.6850235,28586328.1545057,1353.03346855179,1353.03346855179
"cold_start_1947",1947,2024,699141.486471138,360036.225770161,10802177.7011137,17406114.9154495,28208292.6165633,1335.14048375243,1335.14048375243
