"year","I_ME_REAL_2017","I_NRC_REAL_2017","I_ME_index_1947_100","I_NRC_index_1947_100","I_ME_index_first_valid_100","I_NRC_index_first_valid_100","I_ME_growth_percent","I_NRC_growth_percent","I_core_ME_NRC_REAL_2017","I_core_index_1947_100","I_core_growth_percent"
1938,622350.239389685,1006325.88457423,68.4558469030689,83.607445461362,152.599428488236,76.493965851978,-32.6926805392666,-23.9502594406393,1628676.12396391,77.0876655876858,-27.5463437408009
1939,627081.679604102,1016577.04564775,68.9762849561928,84.4591311861435,153.759571165058,77.27318854427,0.760253618453976,1.01867210519555,1643658.72525185,77.7968144115215,0.919925150709044
1940,731978.08858634,1086464.60711352,80.5144383294633,90.2655211173228,179.480027345577,82.585559836898,16.7277106625827,6.87479239915735,1818442.69569986,86.0695999369772,10.6338358299547
1941,752127.196012379,1141634.11191763,82.7307533975559,94.8491072445857,184.420560960181,86.7791657862686,2.75269270217539,5.0778925003993,1893761.30793001,89.6345419820507,4.14192937771742
1942,545029.688575011,764916.326350151,59.9509192047668,63.5506857352513,133.640535058251,58.1436731821767,-27.5349048053781,-32.9981192428367,1309946.01492516,62.0016950274332,-30.8283462419554
1943,437108.518460738,600686.162688696,48.0800551295996,49.9061351359739,107.178411580368,45.6600267575404,-19.8009709152605,-21.4703436185093,1037794.68114943,49.1203672430696,-20.7757671442114
1944,535584.445393993,763146.421975162,58.9119831198444,63.4036387539781,131.324574333677,58.0091372362203,22.5289425335462,27.045780205638,1298730.86736915,61.4708653974084,25.1433343183755
1945,641872.549112937,949145.970939907,70.6032169224326,78.8568307907578,157.386272162403,72.1475424636802,19.8452558943819,24.3727210937246,1591018.52005284,75.3052751329987,22.5056368511343
1946,720316.3182533,1270709.81994302,79.231693800723,105.572959611441,176.620577191387,96.5906125088096,12.2210817784265,33.8792829394491,1991026.13819632,94.2382311985192,25.1416066564825
1947,909126.491811446,1203631.90027052,100,100,222.916573808972,91.491810842766,26.2121194221995,-5.27877558036875,2112758.39208197,100,6.11404599619793
1948,849952.046387454,1360057.65190762,93.4910657695074,112.996145383148,208.407080630878,103.382219593566,-6.50893423049263,12.9961453831477,2210009.69829507,104.603049102897,4.6030491028969
1949,721556.966154317,1246789.34030331,79.368159728423,103.585601214382,176.924782361833,94.7723423234044,-15.1061557859474,-8.32819928224658,1968346.30645763,93.164760998439,-10.9349471191859
1950,685879.765574563,1180941.31733319,75.4438212671527,98.1148237320538,168.176781519301,89.7670289376439,-4.94447455339568,-5.28140727880308,1866821.08290775,88.3594210253327,-5.15789438153217
1951,749015.128180555,1336012.6099132,82.3884393345675,110.998438111596,183.657486179301,101.554481035486,9.20501898071062,13.1311598894849,2085027.73809375,98.687466863597,11.6886753199789
1952,743131.441855881,1305486.77925096,81.7412591701274,108.462294739575,182.21481433036,99.2341175388554,-0.78552302928328,-2.28484599888792,2048618.22110684,96.9641502210804,-1.74623657621942
1953,741157.559795181,1353534.32594272,81.5241406416851,112.454175204106,181.730821145652,102.886361262533,-0.265616814135928,3.6804315030542,2094691.8857379,99.144885358791,2.24901175613711
1954,684449.366939465,1243307.13986863,75.2864835756453,103.296293458922,167.826049728083,94.5076494190249,-7.65130060487912,-8.14365649702442,1927756.5068081,91.2435853542361,-7.969447920547
1955,684266.419209607,1169046.68938925,75.2663601130133,97.1265956914654,167.781191194652,88.8628812080536,-0.0267291838804907,-5.97281621717596,1853313.10859886,87.7200684917197,-3.86165980746701
1956,713994.058255907,1302710.15330791,78.5362724204929,108.231607438713,175.070367677043,99.0230575499123,4.34445388692877,11.4335436840842,2016704.21156382,95.4536126384288,8.81616291423565
1957,727860.077101959,1238558.80392322,80.0614747956237,102.901792786054,178.470296555338,94.1467136096319,1.94203560740028,-4.92445301219106,1966418.88102518,93.0735330833271,-2.49344104357503
1958,583375.549862804,1026892.5522191,64.1687988544279,85.3161628557953,143.042887860661,78.0573023383304,-19.8505910386558,-17.0897216211013,1610268.1020819,76.2163865076453,-18.1116435760421
1959,607522.836207516,955232.856966438,66.8248963900523,79.3625407196126,148.9637694841,72.6102256352011,4.1392352405566,-6.97830509120028,1562755.69317395,73.9675534614242,-2.95058995744382
1960,629191.93043186,975484.045018201,69.2084034618975,81.0450474766378,154.277001785152,74.1495815347554,3.56679501294373,2.12002632699165,1604675.97545006,75.9517028290571,2.6824590983231
1961,587212.198688363,903442.678004972,64.5908137071592,75.0597153333939,143.983628911335,68.6734927719474,-6.67200733402339,-7.38519172929013,1490654.87669333,70.5549144795684,-7.10555280325343
1962,617635.367229759,891753.588110886,67.9372312646079,74.0885637802107,151.443348275741,67.7849686299124,5.18094968213387,-1.29383857755076,1509388.95534065,71.4416263117173,1.25676834659859
1963,629408.971871451,864206.819239678,69.2322770858152,71.7999264596963,154.330220049633,65.6910529017504,1.906238739938,-3.08905612923452,1493615.79111113,70.695058966931,-1.04500328915925
1964,671692.288041208,936420.196672638,73.8832598204077,77.7995495518335,164.698031410033,71.1802167124875,6.7179398545963,8.35602957825451,1608112.48471385,76.1143579285074,7.66573936109371
1965,770523.220436779,1069138.98671071,84.7542368830878,88.8260760179601,188.931241017719,81.2685854494036,14.7137214696602,14.172995254658,1839662.20714749,87.0739510036753,14.3988511148737
1966,842107.997753453,1149035.34963595,92.6282541910688,95.4640159817716,206.483730621796,87.3417569249503,9.29041142667906,7.47296318985126,1991143.3473894,94.2437788841193,8.23418232180761
1967,786408.18769879,1101430.86190111,86.5015148917134,91.5089456879267,192.826213289465,83.7231914930073,-6.61433096506114,-4.14299592696801,1887839.0495999,89.3542326787104,-5.18818988722966
1968,796975.867116019,1073177.01869809,87.6639141301487,89.1615633032732,195.417393845766,81.5755288418838,1.34379061440757,-2.5651944375567,1870152.88581411,88.5171202170075,-0.936847015085282
1969,821332.224519679,1095248.0511199,90.3430085821352,90.9952661502025,201.389539407241,83.2532167820148,3.0560972306222,2.05660688192757,1916580.27563958,90.7145976947668,2.48254515326749
1970,753978.432204574,1061775.70569671,82.9343814084949,88.214320795093,184.874481545482,80.7088795180772,-8.2005539663921,-3.05614288826759,1815754.13790128,85.9423464938645,-5.2607312628556
1971,719629.354492161,984802.960492267,79.1561307446107,81.8192804852488,176.452134615636,74.857941334476,-4.55571091231072,-7.24943552498551,1704432.31498443,80.673318888339,-6.13088636799285
1972,777121.83200943,1012977.05622027,85.4800557468087,84.1600372998257,190.549211560785,76.9995421315578,7.98917903478816,2.8608865791711,1790098.8882297,84.7280453334605,5.0261059058866
1973,865755.110073952,1030141.75491432,95.2293347374494,85.5861127212391,212.281970257799,78.3042843585926,11.4053259622548,1.69448050068348,1895896.86498827,89.7356210768618,5.91017498833262
1974,791899.469592467,971611.711990977,87.1055322581786,80.7233267722968,194.172668108,73.8552334364976,-8.53077730897556,-5.68174648237718,1763511.18158344,83.4696095962793,-6.98274710241935
1975,686368.248458814,899319.740917144,75.4975522813351,74.7171739727918,168.296556855189,68.360095478247,-13.326340676546,-7.44041783169699,1585687.98937596,75.0529731804014,-10.0834740411354
1976,696920.907214641,866962.204519434,76.6582993116851,72.028849046339,170.884054365835,65.9004983216979,1.53746312996298,-3.59800134763095,1563883.11173408,74.0209158602837,-1.37510517756171
1977,774555.915097964,872009.574390906,85.1978159336938,72.4481940196932,189.920052239464,66.2841646314978,11.1397157237834,0.582190301394951,1646565.48948887,77.9343958902136,5.2869921757205
1978,830803.114517424,972283.527379101,91.3847657064792,80.7791424571397,203.71178869624,73.9063002172947,7.26186429192088,11.4991802765739,1803086.64189652,85.3427750496221,9.50591722022807
1979,843208.296671081,1039765.98971352,92.7492823348463,86.385712233103,206.753522413249,79.0358524314867,1.49315547051874,6.9406156161388,1882974.2863846,89.1239761934667,4.43060486566795
1980,753710.628878874,1058126.92988288,82.9049241956525,87.9111736441235,184.808816535874,80.431524700137,-10.6139453496291,1.76587235503047,1811837.55876175,85.7569689725063,-3.77789161207469
1981,746553.271421577,1093473.17348218,82.117645690212,90.8478059809165,183.053842265211,83.1183028028631,-0.949616097088007,3.34045402314941,1840026.44490376,87.091190918927,1.5558175182806
1982,668207.772573798,1069725.80569749,73.4999781210187,88.874830042064,163.843632977719,81.3131913889149,-10.4942944926883,-2.17173757533221,1737933.57827129,82.2589835536606,-5.54844561692204
1983,653087.843590388,902545.851621605,71.8368510292888,74.9852053122516,160.136247046746,68.605322204345,-2.2627586214945,-15.6282996245827,1555633.69521199,73.6304586952336,-10.489462044955
1984,728536.316722283,988258.819381866,80.1358582424174,82.1063997356461,178.636109586411,75.1206319359426,11.5525765595502,9.49679926025481,1716795.13610415,81.2584696166974,10.3598579400913
1985,716084.373531875,1028590.06369231,78.76619810133,85.4571952987563,175.582910127072,78.1863354742712,-1.70917261152195,4.08104066662115,1744674.43722419,82.5780384431434,1.62391543019521
1986,667783.475049415,855288.876086094,73.453307220082,71.0590069849316,163.739595804385,65.0131722574015,-6.74514069399811,-16.8484213219132,1523072.35113551,72.0892818054143,-12.701629677182
1987,623836.230081967,785915.776801676,68.6192994815238,65.2953595384967,152.96379137593,59.7399068380653,-6.58106206719117,-8.11107232001867,1409752.00688364,66.7256612098668,-7.44024695657966
1988,626550.360792775,750175.17951311,68.9178421744553,62.3259635561758,153.62929251837,57.0231526827476,0.435071029852094,-4.54763708065694,1376725.54030589,65.1624693796258,-2.34271463466581
1989,629302.760825473,749235.337855631,69.2205943280323,62.2478797452309,154.304177246257,56.9517123901391,0.439294301772539,-0.12528295832034,1378538.0986811,65.2482604659143,0.131657205605132
1990,604986.535206934,836243.962112101,66.5459141996281,69.4767197449779,148.341871943669,63.5655090088338,-3.8639947466054,11.6129899192282,1441230.49731903,68.2155850247888,4.5477450857478
1991,568466.855079603,736524.602202586,62.5289066152858,61.1918479426351,139.387296267007,55.9855297708687,-6.03644511110309,-11.9246732326358,1304991.45728219,61.7671884382491,-9.45296677320364
1992,583048.390469939,651835.649455369,64.1328127297454,54.1557306107346,142.962668824473,49.5480586108912,2.56506342630901,-11.4984553800313,1234884.03992531,58.4489000045302,-5.37225105694475
1993,617606.161347977,638511.888689039,67.9340187433532,53.0487675298014,151.436187033428,48.5352780427845,5.92708451697883,-2.04403683312847,1256118.05003702,59.4539373145836,1.71951449894781
1994,659252.769878015,618636.393986536,72.5149663788199,51.397474082192,161.647878550393,47.0244797652388,6.74323074095324,-3.11278381101258,1277889.16386455,60.4843965431034,1.73320603321427
1995,707334.878621849,676175.332211857,77.8037913307834,56.1779171904537,173.437545928064,51.3981937312956,7.29342536592312,9.30093004301543,1383510.21083371,65.4835979361729,8.26527448200117
1996,733193.688060889,696330.666077329,80.6481490380938,57.8524602015638,179.778090676072,52.9302634555012,3.65580861634062,2.98078514629354,1429524.35413822,67.6615158408874,3.32589835219096
1997,778862.286520404,692501.965460027,85.6714982497662,57.5343645598281,190.975968629192,52.6392319926653,6.22872226032072,-0.549839437471621,1471364.25198043,69.6418604935944,2.92684050615116
1998,805717.902304993,713324.225394806,88.6255003634962,59.2643170419864,197.560928931363,54.2219968453113,3.44805702489042,3.00681600534474,1519042.1276998,71.8985253303335,3.24038562546252
1999,855289.291528526,685086.942237853,94.0781397563667,56.9183104970778,209.715765848109,52.0755929748847,6.15244976954334,-3.95854818211515,1540376.23376638,72.9083003309457,1.40444466137914
2000,904245.971526633,718370.171369101,99.463163780973,59.6835437152875,221.719876902551,54.6055549202504,5.72399075763176,4.85824894319655,1622616.14289573,76.8008376621222,5.338949493415
2001,814166.792277658,698218.508920697,89.5548418851397,58.0093057324062,199.632585210395,53.0737642718949,-9.9618004487092,-2.8051919820109,1512385.30119835,71.5834478218786,-6.79340225844544
2002,709120.579986128,528129.98015902,78.0002107928014,43.8780311522419,173.875397463089,40.1448052633391,-12.9022963461405,-24.3603580524669,1237250.56014515,58.5609109296179,-18.1921062599062
2003,714853.742657335,497032.040490094,78.6308340034157,41.2943558889046,175.281161117834,37.7809539786152,0.808489110740396,-5.88831174847572,1211885.78314743,57.3603582733,-2.05009218138833
2004,732017.466090264,470664.090527347,80.5187696853614,39.103657058405,179.489682655744,35.7766439484798,2.40101190057789,-5.30508052091513,1202681.55661761,56.9247085291403,-0.759496204824965
2005,795201.783223789,484165.08641228,87.4687725400389,40.2253451660314,194.982390899017,36.8028967101552,8.63153135826048,2.8684992453548,1279366.86963607,60.5543385571574,6.37619431315848
2006,833111.22603878,520463.894899728,91.638648036622,43.2411183836813,204.2777344881,39.5620822378942,4.76727336567382,7.49719661870426,1353575.12093851,64.0667255665074,5.80038869722711
2007,837378.086267004,578383.105782125,92.1079842914397,48.0531552588571,205.323962786983,43.9647019134142,0.512159732682015,11.1283820933546,1415761.19204913,67.0100848897352,4.59420907998842
2008,772365.465714313,600054.710517087,84.956875932123,49.8536729030049,189.382957043028,45.6120281105885,-7.76383113182655,3.74692907145971,1372420.1762314,64.9586900885047,-3.06132249288444
2009,589899.624802582,480147.853963077,64.8864190094383,39.8915859454342,144.642582123173,36.497534355376,-23.6242878548408,-19.9826539901141,1070047.47876566,50.6469401695859,-22.0320790019309
2010,671220.175896981,396559.90391071,73.8313295171463,32.9469419862985,164.582270157235,30.14375384058,13.7854895435158,-17.4087938459879,1067780.07980769,50.5396208013862,-0.211897042230642
2011,734467.200027038,403764.151915936,80.7882298714674,33.5454844479603,180.090354070391,30.6913711774173,9.42269413244874,1.81668593677289,1138231.35194297,53.8741843936699,6.59791969035152
2012,780879.807389388,456067.896407867,85.8934168592398,37.8909778234828,191.470661990075,34.6671417567353,6.31922124781629,12.954033745626,1236947.70379725,58.5465762878043,8.67278446387644
2013,772289.295524182,435648.832669549,84.9484975391473,36.194523638966,189.364280216466,33.115025103203,-1.10010680054917,-4.477198219639,1207938.12819373,57.1735098873941,-2.34525481671284
2014,824978.164306554,472820.424836534,90.7440462616786,39.2828093647457,202.283518862162,35.9405536377175,6.82242640002022,8.53246683554887,1297798.58914309,61.4267392810687,7.4391609017035
2015,825253.753697722,438837.709509998,90.7743599082008,36.4594615190382,202.351093004386,33.3574215672894,0.0334056588515436,-7.18723505616,1264091.46320772,59.8313308301217,-2.59725401286069
2016,784095.656265363,395759.456556774,86.2471463902721,32.8804393160256,192.259183741203,30.0829093432886,-4.98732629181528,-9.81644284884377,1179855.11282214,55.8442989621486,-6.66378603426586
2017,802342,386432,88.2541656443564,32.1054966982138,196.733162298094,29.3739003092603,2.32705583672585,-2.35684995070633,1188774,56.2664431699903,0.755930713944169
2018,821543.30347076,399993.954298247,90.3662263579873,33.2322493453644,201.441295677685,30.4047867098571,2.39315696682462,3.50953189649072,1221537.25776901,57.8171769354693,2.7560543693761
2019,778964.465600922,387441.95852595,85.6827375087074,32.1894059503467,191.001022800145,29.4506704035013,-5.18278679772033,-3.13804637230539,1166406.42412687,55.2077525048884,-4.51323390191348
2020,672730.883680669,336732.565455598,73.9975008692404,27.9763742868494,164.952693641975,25.5960914431884,-13.6377956391503,-13.0882554030233,1009463.44913627,47.7794078546537,-13.4552563964217
2021,678588.098183124,296152.440236021,74.6417692472066,24.6049012301402,166.388874636272,22.5114696915293,0.870662347238879,-12.0511436619361,974740.538419145,46.1359207977686,-3.43973927405021
2022,682740.675751875,312656.646821552,75.0985349015081,25.9761017260577,167.407080983177,23.7660058555292,0.611943766751778,5.57287543279328,995397.322573427,47.11363714393,2.11920848062642
2023,693847.638197878,370030.141836663,76.3202529513113,30.7427995015335,170.130493001404,28.1271439677138,1.62682008564545,18.3503199430962,1063877.78003454,50.3549191436967,6.87971083587704
2024,699141.486471138,360036.225770161,76.9025534695496,29.91248617532,171.428537365932,27.3674752698923,0.76296984839634,-2.70083837411101,1059177.7122413,50.1324579379641,-0.441786442150297
