"year","Y_real","K_total_real","K_real","y_t","k_t","omega_t","omega_k_t","K_machinery_real","K_other_real","s_t","I_total","I_machinery","phi_t","external_pressure_t","D_external_high","GVA","EC","GOS","KNC","KNR","KGC","KGR","IGC","pY","pK","GVA_real","GVA_NF","KGC_NF","pK_NF","Wsh_NF","Py_fred","GOS_NF","EC_NF","Psh_NF","e_NF","KNC_NF","KNR_NF","IGC_NF","IGp_NF","KGR_NF"
1989,6626769.45970436,16064188.2205278,16064188.2205278,15.7066279824321,16.5921030183203,0.640624353315478,10.6293052662552,NA,NA,NA,480992,NA,NA,NA,NA,3020213,1934822,837235,4650305,10928566.9379369,6835605.73194094,16064188.2205278,480992,57.165,42.5518279423916,6626769.45970436,3020213,6835605.73194094,42.5518279423916,0.640624353315478,57.165,837235,1934822,0.359375646684522,0.560977185498201,4650305,10928566.9379369,480992,42.5518279423916,16064188.2205278
1990,6684763.56657955,16581210.3006158,16581210.3006158,15.715341400141,16.6237807026318,0.644643570706082,10.7164133507794,NA,NA,NA,520085,NA,NA,NA,NA,3160697,2037523,859646,4905710,11199135.646272,7263293.50345098,16581210.3006158,520085,59.305,43.8043627200195,6684763.56657955,3160697,7263293.50345098,43.8043627200195,0.644643570706082,59.305,859646,2037523,0.355356429293918,0.551244820303869,4905710,11199135.646272,520085,43.8043627200195,16581210.3006158
1991,6610464.76000652,17054082.8347302,17054082.8347302,15.7041645210061,16.6519001954748,0.640968458828616,10.6733428048614,NA,NA,NA,514912,NA,NA,NA,NA,3231237,2071121,874387,5028760,11404320.5014006,7520035.02404597,17054082.8347302,514912,61.31,44.0952181182773,6610464.76000652,3231237,7520035.02404597,44.0952181182773,0.640968458828616,61.31,874387,2071121,0.359031541171384,0.560139171009323,5028760,11404320.5014006,514912,44.0952181182773,17054082.8347302
1992,6753747.83861451,17522333.21426,17522333.21426,15.7256081441129,16.6789868089355,0.648208483525974,10.8114607461698,NA,NA,NA,532336,NA,NA,NA,NA,3376497,2188674,885322,5205412,11610580.7488516,7855848.51907852,17522333.21426,532336,62.707,44.8333473802752,6753747.83861451,3376497,7855848.51907852,44.8333473802752,0.648208483525974,62.707,885322,2188674,0.351791516474026,0.542713533399675,5205412,11610580.7488516,532336,44.8333473802752,17522333.21426
1993,6906875.29376577,18037954.6619805,18037954.6619805,15.7480278928576,16.707988688232,0.64244868931149,10.7340254337858,NA,NA,NA,578320,NA,NA,NA,NA,3534936,2271015,944599,5454732,11875772.4955743,8285120.69812057,18037954.6619805,578320,64.194,45.9315973089984,6906875.29376577,3534936,8285120.69812057,45.9315973089984,0.64244868931149,64.194,944599,2271015,0.35755131068851,0.556544540656931,5454732,11875772.4955743,578320,45.9315973089984,18037954.6619805
1994,7301344.77914709,18602708.3526826,18602708.3526826,15.8035691054744,16.7388177384425,0.628488369808008,10.5201522729471,NA,NA,NA,630521,NA,NA,NA,NA,3816575,2398673,1067155,5759417,12179893.4443708,8796526.44104205,18602708.3526826,630521,65.564,47.286267538423,7301344.77914709,3816575,8796526.44104205,47.286267538423,0.628488369808008,65.564,1067155,2398673,0.371511630191992,0.591119339734928,5759417,12179893.4443708,630521,47.286267538423,18602708.3526826
1995,7572797.71146865,19284527.5779606,19284527.5779606,15.84007313593,16.7748136524595,0.624660582765844,10.4785648719338,NA,NA,NA,716637,NA,NA,NA,NA,4041486,2524557,1158262,6106995,12583810.800693,9358890.9878939,19284527.5779606,716637,66.939,48.5305691314406,7572797.71146865,4041486,9358890.9878939,48.5305691314406,0.624660582765844,66.939,1158262,2524557,0.375339417234156,0.600869380251664,6106995,12583810.800693,716637,48.5305691314406,19284527.5779606
1996,7905688.3452849,20045639.5495088,20045639.5495088,15.8830931020371,16.8135222092374,0.620922242011602,10.4398899062716,NA,NA,NA,781007,NA,NA,NA,NA,4296356,2667703,1256972,6431219,13046014.4208935,9881784.10499742,20045639.5495088,781007,68.164,49.2964271885233,7905688.3452849,4296356,9881784.10499742,49.2964271885233,0.620922242011602,68.164,1256972,2667703,0.379077757988398,0.610507616477546,6431219,13046014.4208935,781007,49.2964271885233,20045639.5495088
1997,8337783.79123161,20897047.8974755,20897047.8974755,15.9363080065556,16.8551184580339,0.621030977666497,10.4675506946774,NA,NA,NA,855906,NA,NA,NA,NA,4609353,2862551,1357903,6811804,13568224.9326881,10491172.9546345,20897047.8974755,855906,69.34,50.2040910568133,8337783.79123161,4609353,10491172.9546345,50.2040910568133,0.621030977666497,69.34,1357903,2862551,0.378969022333503,0.610225634407911,6811804,13568224.9326881,855906,50.2040910568133,20897047.8974755
1998,8720654.53483364,21803211.0506783,21803211.0506783,15.9812048544023,16.897567812815,0.634609294105485,10.7233535817901,NA,NA,NA,911542,NA,NA,NA,NA,4875176,3093832,1378440,7180238,14116459.9386867,11090049.8558468,21803211.0506783,911542,70.119,50.8642962271459,8720654.53483364,4875176,11090049.8558468,50.8642962271459,0.634609294105485,70.119,1378440,3093832,0.365390705894515,0.575772698711501,7180238,14116459.9386867,911542,50.8642962271459,21803211.0506783
1999,9115995.0718173,22794507.3829782,22794507.3829782,16.0255411287395,16.9420301606472,0.640439844250045,10.8503511573645,NA,NA,NA,987288,NA,NA,NA,NA,5168284,3309975,1433673,7599121,14713947.9130548,11772382.2839524,22794507.3829782,987288,71.111,51.6456972996198,9115995.0718173,5168284,11772382.2839524,51.6456972996198,0.640439844250045,71.111,1433673,3309975,0.359560155749955,0.561426898994705,7599121,14713947.9130548,987288,51.6456972996198,22794507.3829782
2000,9504785.23467452,23891911.1103714,23891911.1103714,16.0673059386651,16.9890505123507,0.652779358011841,11.0901014866831,NA,NA,NA,1087247,NA,NA,NA,NA,5510787,3597328,1463591,8137294,15377464.9760229,12642883.9363379,23891911.1103714,1087247,72.722,52.917005583742,9504785.23467452,5510787,12642883.9363379,52.917005583742,0.652779358011841,72.722,1463591,3597328,0.347220641988159,0.531911185190786,8137294,15377464.9760229,1087247,52.917005583742,23891911.1103714
2001,9226880.74497041,24841158.6071712,24841158.6071712,16.0376316019048,17.0280124567426,0.654881386402621,11.1513284053527,NA,NA,NA,1048496,NA,NA,NA,NA,5470157,3582304,1446346,8540556,15853218.5394866,13382601.4989319,24841158.6071712,1048496,74.36,53.8726945492332,9226880.74497041,5470157,13382601.4989319,53.8726945492332,0.654881386402621,74.36,1446346,3582304,0.345118613597379,0.526994079787757,8540556,15853218.5394866,1048496,53.8726945492332,24841158.6071712
2002,9207660.9260147,25513099.2706892,25513099.2706892,16.0355464048586,17.0547025751214,0.638661211919941,10.8921770155611,NA,NA,NA,935180,NA,NA,NA,NA,5543551,3540451,1536068,8810698,16093031.0273989,13968046.9350587,25513099.2706892,935180,75.515,54.7485304974528,9207660.9260147,5543551,13968046.9350587,54.7485304974528,0.638661211919941,75.515,1536068,3540451,0.361338788080059,0.565775377204769,8810698,16093031.0273989,935180,54.7485304974528,25513099.2706892
2003,9339167.298704,26155934.8469632,26155934.8469632,16.0497276519162,17.0795866767198,0.626869045229268,10.7066641929459,NA,NA,NA,953330,NA,NA,NA,NA,5733743,3594306,1648317,9081233,16338650.6338525,14537806.3342606,26155934.8469632,953330,77.006,55.5812912798584,9339167.298704,5733743,14537806.3342606,55.5812912798584,0.626869045229268,77.006,1648317,3594306,0.373130954770732,0.595229510230904,9081233,16338650.6338525,953330,55.5812912798584,26155934.8469632
2004,9728875.94810122,26765733.696219,26765733.696219,16.0906089231415,17.1026330339584,0.613230053731544,10.4878485743652,NA,NA,NA,1017506,NA,NA,NA,NA,6133641,3761333,1840566,9838424,16611585.2052971,15852348.4375542,26765733.696219,1017506,79.077,59.2262802039069,9728875.94810122,6133641,15852348.4375542,59.2262802039069,0.613230053731544,79.077,1840566,3761333,0.386769946268456,0.630709378829261,9838424,16611585.2052971,1017506,59.2262802039069,26765733.696219
2005,10112750.1521899,27429719.5844326,27429719.5844326,16.1293075769715,17.1271376399097,0.597479837743853,10.2331194181099,NA,NA,NA,1143620,NA,NA,NA,NA,6575529,3928746,2071120,10724500,16950333.7868773,17354822.1163049,27429719.5844326,1143620,81.556,63.2701404871613,10112750.1521899,6575529,17354822.1163049,63.2701404871613,0.597479837743853,81.556,2071120,3928746,0.402520162256147,0.673696645189075,10724500,16950333.7868773,1143620,63.2701404871613,27429719.5844326
2006,10475689.9860356,28156828.7657721,28156828.7657721,16.1645678913918,17.1533004680607,0.587831471357126,10.083249852771,NA,NA,NA,1271805,NA,NA,NA,NA,7021572,4127501,2282281,11601575,17392965.2668087,18781361.0662261,28156828.7657721,1271805,84.071,66.7026859539559,10475689.9860356,7021572,18781361.0662261,66.7026859539559,0.587831471357126,84.071,2282281,4127501,0.412168528642874,0.701167849505064,11601575,17392965.2668087,1271805,66.7026859539559,28156828.7657721
2007,10541836.3626215,28941454.6393119,28941454.6393119,16.1708623138543,17.1807855418751,0.593479839175833,10.1964498403065,NA,NA,NA,1371569,NA,NA,NA,NA,7257367,4307101,2318987,12248970,17872375.1641688,19835248.889807,28941454.6393119,1371569,86.349,68.5357703578046,10541836.3626215,7257367,19835248.889807,68.5357703578046,0.593479839175833,86.349,2318987,4307101,0.406520160824167,0.684977203924403,12248970,17872375.1641688,1371569,68.5357703578046,28941454.6393119
2008,10442765.6355766,29669364.3759869,29669364.3759869,16.1614200129592,17.2056255689161,0.595584591788177,10.2474054809231,NA,NA,NA,1415006,NA,NA,NA,NA,7327703,4364267,2325994,13060201,18299951.1515855,21174256.6459833,29669364.3759869,1415006,88.013,71.3674090811356,10442765.6355766,7327703,21174256.6459833,71.3674090811356,0.595584591788177,88.013,2325994,4364267,0.404415408211823,0.679022617085527,13060201,18299951.1515855,1415006,71.3674090811356,29669364.3759869
2009,9778663.24111297,30090974.9382294,30090974.9382294,16.0957133497563,17.2197358488201,0.593114751011546,10.2132793404575,NA,NA,NA,1182561,NA,NA,NA,NA,6904035,4094885,2200647,12692474,18397811.8529309,20759475.099061,30090974.9382293,1182561,88.556,68.9890412047997,9778663.24111297,6904035,20759475.099061,68.9890412047997,0.593114751011546,88.556,2200647,4094885,0.406885248988454,0.686014381356253,12692474,18397811.8529309,1182561,68.9890412047997,30090974.9382293
2010,10197448.0913067,30539675.0003231,30539675.0003231,16.1376480598257,17.2345372159274,0.57177005128177,9.85419222776841,NA,NA,NA,1249146,NA,NA,NA,NA,7287190,4166597,2482378,13078839,18578692.8415714,21499009.4215782,30539675.0003231,1249146,89.632,70.3969817011829,10197448.0913067,7287190,21499009.4215782,70.3969817011829,0.57177005128177,89.632,2482378,4166597,0.42822994871823,0.748954842524967,13078839,18578692.8415714,1249146,70.3969817011829,30539675.0003231
2011,10503949.5629038,31090718.886631,31090718.886631,16.1672618932495,17.2524199045283,0.57077261993538,9.84720890913294,NA,NA,NA,1389556,NA,NA,NA,NA,7661063,4372725,2617490,13738372,18880017.7703294,22623700.2002838,31090718.886631,1389556,91.481,72.7667323575846,10503949.5629038,7661063,22623700.2002838,72.7667323575846,0.57077261993538,91.481,2617490,4372725,0.42922738006462,0.75201116008896,13738372,18880017.7703294,1389556,72.7667323575846,31090718.886631
2012,10917416.7948919,31770413.4665649,31770413.4665649,16.2058699430526,17.274046020532,0.568162965987683,9.81447322163317,NA,NA,NA,1529893,NA,NA,NA,NA,8110944,4608338,2807524,14229170,19271460.5757109,23457828.3472614,31770413.4665649,1529893,93.185,73.8354518802481,10917416.7948919,8110944,23457828.3472614,73.8354518802481,0.568162965987683,93.185,2807524,4608338,0.431837034012317,0.760058398494208,14229170,19271460.5757109,1529893,73.8354518802481,31770413.4665649
2013,11140783.3362949,32434142.9485341,32434142.9485341,16.2261231074324,17.2947222206185,0.567108862532718,9.80799024635429,NA,NA,NA,1572655,NA,NA,NA,NA,8417763,4773788,2917301,14783467,19661612.9103054,24387067.5381681,32434142.9485341,1572655,94.771,75.1894926801829,11140783.3362949,8417763,24387067.5381681,75.1894926801829,0.567108862532718,94.771,2917301,4773788,0.432891137467282,0.763329875562132,14783467,19661612.9103054,1572655,75.1894926801829,32434142.9485341
2014,11514617.170243,33239473.2042186,33239473.2042186,16.2591278445048,17.3192486795774,0.568582031539934,9.84741359897944,NA,NA,NA,1744503,NA,NA,NA,NA,8851699,5032917,3064114,15515241,20176510.7543073,25560338.1455041,33239473.2042186,1744503,96.421,76.8975428354867,11514617.170243,8851699,25560338.1455041,76.8975428354867,0.568582031539934,96.421,3064114,5032917,0.431417968460066,0.758761171702216,15515241,20176510.7543073,1744503,76.8975428354867,33239473.2042186
2015,11886415.4634387,34038861.7722786,34038861.7722786,16.2909067483142,17.3430134231632,0.575109869197914,9.97413818129307,NA,NA,NA,1760602,NA,NA,NA,NA,9222330,5303853,3147261,15792586,20634627.8836823,26051434.2643378,34038861.7722786,1760602,97.316,76.5343871913902,11886415.4634387,9222330,26051434.2643378,76.5343871913902,0.575109869197914,97.316,3147261,5303853,0.424890130802086,0.738798190673837,15792586,20634627.8836823,1760602,76.5343871913902,34038861.7722786
2016,11932888.3001191,34801417.6657896,34801417.6657896,16.2948088687213,17.3651686814376,0.582943530383766,10.1229127368669,NA,NA,NA,1775302,NA,NA,NA,NA,9346389,5448417,3112813,16251521,21070591.9312144,26841959.2516286,34801417.6657896,1775302,98.241,77.1289247737017,11932888.3001191,9346389,26841959.2516286,77.1289247737017,0.582943530383766,98.241,3112813,5448417,0.417056469616234,0.715432023650172,16251521,21070591.9312144,1775302,77.1289247737017,34801417.6657896
2017,12256133.05172,35603928.5358273,35603928.5358273,16.3215370269512,17.3879665418639,0.586156566953376,10.1920707744791,NA,NA,NA,1868618,NA,NA,NA,NA,9771449,5727599,3217945,16888542,21507846.4495334,27957166.4161366,35603928.5358273,1868618,100,78.5227011901343,12256133.05172,9771449,27957166.4161366,78.5227011901343,0.586156566953376,100,3217945,5727599,0.413843433046624,0.706028826389557,16888542,21507846.4495334,1868618,78.5227011901343,35603928.5358273
2018,12676091.5438504,36520882.7391471,36520882.7391471,16.3552282215916,17.4133947847885,0.584943959084541,10.1858600865163,NA,NA,NA,2028676,NA,NA,NA,NA,10337804,6047036,3417287,17670681,22064684.5941117,29248044.129944,36520882.7391471,2028676,102.291,80.0858082726262,12676091.5438504,10337804,29248044.129944,80.0858082726262,0.584943959084541,102.291,3417287,6047036,0.415056040915459,0.709565479682939,17670681,22064684.5941117,2028676,80.0858082726262,36520882.7391471
2019,13027619.2263438,37391572.6802484,37391572.6802484,16.3825822176211,17.4369559075892,0.587441985101222,10.2431999924767,NA,NA,NA,2069383,NA,NA,NA,NA,10799812,6344263,3526559,18471301,22565387.259457,30607540.0301756,37391572.6802484,2069383,103.979,81.8567870678079,13027619.2263438,10799812,30607540.0301756,81.8567870678079,0.587441985101222,103.979,3526559,6344263,0.412558014898778,0.70229575917644,18471301,22565387.259457,2069383,81.8567870678079,37391572.6802484
2020,12496333.8995796,38108220.7155783,38108220.7155783,16.3409458712216,17.4559405836357,0.60484793205077,10.5581895640132,NA,NA,NA,1988702,NA,NA,NA,NA,10498662,6350094,3640692,18843167,22884133.5438391,31378927.4844458,38108220.7155783,1988702,105.377,82.3416231333477,12496333.8995796,10498662,31378927.4844458,82.3416231333477,0.60484793205077,105.377,3640692,6350094,0.39515206794923,0.653308124257688,18843167,22884133.5438391,1988702,82.3416231333477,38108220.7155783
2021,13742740.6918483,38805396.5428531,38805396.5428531,16.4360212929786,17.4740698810779,0.579714486970795,10.1299714564009,NA,NA,NA,2185960,NA,NA,NA,NA,12072724,6998733,4371397,20906670,23288050.9001612,34837248.6481878,38805396.5428531,2185960,110.186,89.7742369665435,13742740.6918483,12072724,34837248.6481878,89.7742369665435,0.579714486970795,110.186,4371397,6998733,0.420285513029205,0.724987079804302,20906670,23288050.9001612,2185960,89.7742369665435,38805396.5428531
2022,14289021.1499792,39570765.4691773,39570765.4691773,16.4750020486081,17.4936011578593,0.56475673366441,9.87962904994056,NA,NA,NA,2491698,NA,NA,NA,NA,13445428,7593396,4747192,23313722,23785097.2316099,38786548.42115,39570765.4691773,2491698,118.023,98.0181908569897,14289021.1499792,13445428,38786548.42115,98.0181908569897,0.56475673366441,118.023,4747192,7593396,0.43524326633559,0.770673885571094,23313722,23785097.2316099,2491698,98.0181908569897,39570765.4691773
2023,14514925.9960127,40521194.3583205,40521194.3583205,16.4906880569789,17.5173357126833,0.565941031361275,9.91377903993769,NA,NA,NA,2742568,NA,NA,NA,NA,14163359,8015626,5032026,24166378,24382585.2059781,40161881.5889362,40521194.3583204,2742568,122.39,99.1132720170908,14514925.9960127,14163359,40161881.5889362,99.1132720170908,0.565941031361275,122.39,5032026,8015626,0.434058968638725,0.766968543692033,24166378,24382585.2059781,2742568,99.1132720170908,40521194.3583204
2024,14849197,41512608.2513652,41512608.2513652,16.5134563476769,17.5415077523449,0.56912875490843,9.98337646630864,NA,NA,NA,2851190,NA,NA,NA,NA,14849197,8451105,5232117,24954909,24954909,41512608.2513652,41512608.2513652,2851190,125.428,100,14849197,14849197,41512608.2513652,100,0.56912875490843,125.428,5232117,8451105,0.43087124509157,0.75707164921037,24954909,24954909,2851190,100,41512608.2513652
