spec,basis,window,det_tag,p,r,k_longrun,k_total,T_window,T_eff,m,logLik,ll_source,status
Q2,ortho,post_fordism,SR_none__LR_const,7,0,0,150,50,43,5,725.5868947188869,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_const,7,1,9,160,50,43,5,NA,NA,fail: logLik extraction
Q2,ortho,post_fordism,SR_none__LR_const,7,2,16,168,50,43,5,2235.374604864499,resid_Sigma,computed
Q2,ortho,post_fordism,SR_none__LR_const,7,3,21,174,50,43,5,2935.4783421639268,resid_Sigma,computed
Q2,ortho,post_fordism,SR_none__LR_const,7,4,24,178,50,43,5,NA,NA,fail: logLik extraction
Q2,ortho,post_fordism,SR_none__LR_none,1,0,0,0,50,49,5,494.9603772620917,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_none,1,1,9,9,50,49,5,510.65701151330256,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_none,1,2,16,16,50,49,5,520.9770381388308,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_none,1,3,21,21,50,49,5,527.5755416454527,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_none,1,4,24,24,50,49,5,529.6642541342753,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_none,2,0,0,25,50,48,5,507.13073657155894,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_none,2,1,9,34,50,48,5,521.4995636968611,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_none,2,2,16,41,50,48,5,532.2866128073927,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_none,2,3,21,46,50,48,5,536.7439386285939,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_none,2,4,24,49,50,48,5,540.7106967448157,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_none,3,0,0,50,50,47,5,511.44978680397054,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_none,3,1,9,59,50,47,5,537.2325626948525,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_none,3,2,16,66,50,47,5,549.2863971408266,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_none,3,3,21,71,50,47,5,553.717056267655,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_none,3,4,24,74,50,47,5,557.2123262200295,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_none,4,0,0,75,50,46,5,536.3644694373547,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_none,4,1,9,84,50,46,5,552.104548520865,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_none,4,2,16,91,50,46,5,563.8038513158664,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_none,4,3,21,96,50,46,5,571.60924478504,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_none,4,4,24,99,50,46,5,577.1408456352895,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_none,5,0,0,100,50,45,5,558.8686136134573,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_none,5,1,9,109,50,45,5,606.4689846701326,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_none,5,2,16,116,50,45,5,622.8003941747282,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_none,5,3,21,121,50,45,5,633.8314953115383,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_none,5,4,24,124,50,45,5,638.6139871811097,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_none,6,0,0,125,50,44,5,621.302395277128,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_none,6,1,9,134,50,44,5,681.363430057476,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_none,6,2,16,141,50,44,5,720.3311279787924,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_none,6,3,21,146,50,44,5,736.0266114847127,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_none,6,4,24,149,50,44,5,741.3268088224714,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_none,7,0,0,150,50,43,5,725.5868947188869,stats_logLik,computed
Q2,ortho,post_fordism,SR_none__LR_none,7,1,9,159,50,43,5,1382.1140341041819,resid_Sigma,computed
Q2,ortho,post_fordism,SR_none__LR_none,7,2,16,166,50,43,5,NA,NA,fail: logLik extraction
Q2,ortho,post_fordism,SR_none__LR_none,7,3,21,171,50,43,5,2881.380998385594,resid_Sigma,computed
Q2,ortho,post_fordism,SR_none__LR_none,7,4,24,174,50,43,5,2966.347163810994,resid_Sigma,computed
Q2,raw,fordism,SR_const__LR_none,1,0,0,5,49,48,5,460.8225191336568,stats_logLik,computed
Q2,raw,fordism,SR_const__LR_none,1,1,9,14,49,48,5,483.0180844802462,stats_logLik,computed
Q2,raw,fordism,SR_const__LR_none,1,2,16,21,49,48,5,502.332078861926,stats_logLik,computed
Q2,raw,fordism,SR_const__LR_none,1,3,21,26,49,48,5,509.80025375684534,stats_logLik,computed
Q2,raw,fordism,SR_const__LR_none,1,4,24,29,49,48,5,512.6201076272774,stats_logLik,computed
Q2,raw,fordism,SR_const__LR_none,2,0,0,30,49,47,5,477.62680338084436,stats_logLik,computed
Q2,raw,fordism,SR_const__LR_none,2,1,9,39,49,47,5,495.68730812607464,stats_logLik,computed
Q2,raw,fordism,SR_const__LR_none,2,2,16,46,49,47,5,509.0695546624362,stats_logLik,computed
Q2,raw,fordism,SR_const__LR_none,2,3,21,51,49,47,5,519.5920008297446,stats_logLik,computed
Q2,raw,fordism,SR_const__LR_none,2,4,24,54,49,47,5,521.6406484634155,stats_logLik,computed
Q2,raw,fordism,SR_const__LR_none,3,0,0,55,49,46,5,485.70317271171893,stats_logLik,computed
Q2,raw,fordism,SR_const__LR_none,3,1,9,64,49,46,5,521.4749592574991,stats_logLik,computed
Q2,raw,fordism,SR_const__LR_none,3,2,16,71,49,46,5,544.6774455240951,stats_logLik,computed
Q2,raw,fordism,SR_const__LR_none,3,3,21,76,49,46,5,555.573232632411,stats_logLik,computed
Q2,raw,fordism,SR_const__LR_none,3,4,24,79,49,46,5,559.4595721768154,stats_logLik,computed
Q2,raw,fordism,SR_const__LR_none,4,0,0,80,49,45,5,521.146479650905,stats_logLik,computed
Q2,raw,fordism,SR_const__LR_none,4,1,9,89,49,45,5,551.0558100777029,stats_logLik,computed
Q2,raw,fordism,SR_const__LR_none,4,2,16,96,49,45,5,570.5397683426619,stats_logLik,computed
Q2,raw,fordism,SR_const__LR_none,4,3,21,101,49,45,5,584.2305708247954,stats_logLik,computed
Q2,raw,fordism,SR_const__LR_none,4,4,24,104,49,45,5,589.4576777902276,stats_logLik,computed
Q2,raw,fordism,SR_const__LR_none,5,0,0,105,49,44,5,556.6993680780264,stats_logLik,computed
Q2,raw,fordism,SR_const__LR_none,5,1,9,114,49,44,5,616.7188168347442,stats_logLik,computed
Q2,raw,fordism,SR_const__LR_none,5,2,16,121,49,44,5,643.7801973127481,stats_logLik,computed
Q2,raw,fordism,SR_const__LR_none,5,3,21,126,49,44,5,656.3358287354704,stats_logLik,computed
Q2,raw,fordism,SR_const__LR_none,5,4,24,129,49,44,5,660.4006382122001,stats_logLik,computed
Q2,raw,fordism,SR_const__LR_none,6,0,0,130,49,43,5,625.7319527719767,stats_logLik,computed
Q2,raw,fordism,SR_const__LR_none,6,1,9,139,49,43,5,679.4049371220436,stats_logLik,computed
Q2,raw,fordism,SR_const__LR_none,6,2,16,146,49,43,5,717.8817622458838,stats_logLik,computed
Q2,raw,fordism,SR_const__LR_none,6,3,21,151,49,43,5,737.0855977980274,stats_logLik,computed
Q2,raw,fordism,SR_const__LR_none,6,4,24,154,49,43,5,741.2101009470701,stats_logLik,computed
Q2,raw,fordism,SR_const__LR_none,7,0,0,155,49,42,5,714.758560294973,stats_logLik,computed
Q2,raw,fordism,SR_const__LR_none,7,1,9,164,49,42,5,NA,NA,fail: logLik extraction
Q2,raw,fordism,SR_const__LR_none,7,2,16,171,49,42,5,NA,NA,fail: logLik extraction
Q2,raw,fordism,SR_const__LR_none,7,3,21,176,49,42,5,NA,NA,fail: logLik extraction
Q2,raw,fordism,SR_const__LR_none,7,4,24,179,49,42,5,NA,NA,fail: logLik extraction
Q2,raw,fordism,SR_none__LR_const,1,0,0,0,49,48,5,456.8746240936857,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_const,1,1,9,10,49,48,5,479.6586988978873,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_const,1,2,16,18,49,48,5,498.98207071729064,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_const,1,3,21,24,49,48,5,507.830848717227,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_const,1,4,24,28,49,48,5,510.6562253554009,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_const,2,0,0,25,49,47,5,474.2499960284113,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_const,2,1,9,35,49,47,5,492.44530773438885,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_const,2,2,16,43,49,47,5,506.6823616694966,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_const,2,3,21,49,49,47,5,517.6318596869961,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_const,2,4,24,53,49,47,5,519.8391100325227,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_const,3,0,0,50,49,46,5,479.67072233718125,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_const,3,1,9,60,49,46,5,518.5603094591473,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_const,3,2,16,68,49,46,5,541.9529027700349,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_const,3,3,21,74,49,46,5,553.0614391946258,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_const,3,4,24,78,49,46,5,557.1730572110728,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_const,4,0,0,75,49,45,5,516.1336130524642,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_const,4,1,9,85,49,45,5,546.2352874516113,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_const,4,2,16,93,49,45,5,566.2352198518408,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_const,4,3,21,99,49,45,5,580.5322393662818,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_const,4,4,24,103,49,45,5,587.2873400799286,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_const,5,0,0,100,49,44,5,544.5545516636362,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_const,5,1,9,110,49,44,5,604.6688296490104,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_const,5,2,16,118,49,44,5,634.5364425794776,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_const,5,3,21,124,49,44,5,647.898183495964,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_const,5,4,24,128,49,44,5,656.6996565979134,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_const,6,0,0,125,49,43,5,606.3966245714369,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_const,6,1,9,135,49,43,5,663.4684851687541,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_const,6,2,16,143,49,43,5,704.49943868263,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_const,6,3,21,149,49,43,5,725.9002149306057,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_const,6,4,24,153,49,43,5,737.8120450108836,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_const,7,0,0,150,49,42,5,676.9137115443798,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_const,7,1,9,160,49,42,5,NA,NA,fail: logLik extraction
Q2,raw,fordism,SR_none__LR_const,7,2,16,168,49,42,5,NA,NA,fail: logLik extraction
Q2,raw,fordism,SR_none__LR_const,7,3,21,174,49,42,5,3126.441105088618,resid_Sigma,computed
Q2,raw,fordism,SR_none__LR_const,7,4,24,178,49,42,5,NA,NA,fail: logLik extraction
Q2,raw,fordism,SR_none__LR_none,1,0,0,0,49,48,5,456.8746240936857,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_none,1,1,9,9,49,48,5,479.1098324211078,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_none,1,2,16,16,49,48,5,487.9591996111243,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_none,1,3,21,21,49,48,5,493.43171273197555,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_none,1,4,24,24,49,48,5,495.4448889626315,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_none,2,0,0,25,49,47,5,474.2499960284113,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_none,2,1,9,34,49,47,5,492.34539272999405,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_none,2,2,16,41,49,47,5,504.37347837769926,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_none,2,3,21,46,49,47,5,508.27452962586204,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_none,2,4,24,49,49,47,5,510.39888773267785,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_none,3,0,0,50,49,46,5,479.67072233718125,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_none,3,1,9,59,49,46,5,503.9586064999424,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_none,3,2,16,66,49,46,5,525.6418098137686,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_none,3,3,21,71,49,46,5,535.228173541453,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_none,3,4,24,74,49,46,5,537.7764492198119,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_none,4,0,0,75,49,45,5,516.1336130524642,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_none,4,1,9,84,49,45,5,539.0644194208422,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_none,4,2,16,91,49,45,5,554.0713636878269,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_none,4,3,21,96,49,45,5,561.8785541805084,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_none,4,4,24,99,49,45,5,564.4418647950871,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_none,5,0,0,100,49,44,5,544.5545516636362,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_none,5,1,9,109,49,44,5,587.2456538562318,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_none,5,2,16,116,49,44,5,602.2270309592612,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_none,5,3,21,121,49,44,5,612.9640905548168,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_none,5,4,24,124,49,44,5,617.4933786243206,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_none,6,0,0,125,49,43,5,606.3966245714369,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_none,6,1,9,134,49,43,5,653.0787969881634,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_none,6,2,16,141,49,43,5,674.9896143160921,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_none,6,3,21,146,49,43,5,688.2825278978635,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_none,6,4,24,149,49,43,5,692.4144504024201,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_none,7,0,0,150,49,42,5,676.9137115443798,stats_logLik,computed
Q2,raw,fordism,SR_none__LR_none,7,1,9,159,49,42,5,1323.5266534915486,resid_Sigma,computed
Q2,raw,fordism,SR_none__LR_none,7,2,16,166,49,42,5,NA,NA,fail: logLik extraction
Q2,raw,fordism,SR_none__LR_none,7,3,21,171,49,42,5,NA,NA,fail: sistema es computacionalmente singular: número de condición recíproco = 5.59679e-19
Q2,raw,fordism,SR_none__LR_none,7,4,24,174,49,42,5,NA,NA,fail: sistema es computacionalmente singular: número de condición recíproco = 7.5732e-20
Q2,raw,full,SR_const__LR_none,1,0,0,5,99,98,5,821.2451503822946,stats_logLik,computed
Q2,raw,full,SR_const__LR_none,1,1,9,14,99,98,5,842.1893113113972,stats_logLik,computed
Q2,raw,full,SR_const__LR_none,1,2,16,21,99,98,5,858.3333657690755,stats_logLik,computed
Q2,raw,full,SR_const__LR_none,1,3,21,26,99,98,5,866.5335091647567,stats_logLik,computed
Q2,raw,full,SR_const__LR_none,1,4,24,29,99,98,5,869.2349108632769,stats_logLik,computed
Q2,raw,full,SR_const__LR_none,2,0,0,30,99,97,5,831.3673234382918,stats_logLik,computed
Q2,raw,full,SR_const__LR_none,2,1,9,39,99,97,5,849.3589448189919,stats_logLik,computed
Q2,raw,full,SR_const__LR_none,2,2,16,46,99,97,5,862.8149255475054,stats_logLik,computed
Q2,raw,full,SR_const__LR_none,2,3,21,51,99,97,5,871.6937756928584,stats_logLik,computed
Q2,raw,full,SR_const__LR_none,2,4,24,54,99,97,5,873.3075844232093,stats_logLik,computed
Q2,raw,full,SR_const__LR_none,3,0,0,55,99,96,5,842.4099955660663,stats_logLik,computed
Q2,raw,full,SR_const__LR_none,3,1,9,64,99,96,5,864.3516928168837,stats_logLik,computed
Q2,raw,full,SR_const__LR_none,3,2,16,71,99,96,5,876.6241830160665,stats_logLik,computed
Q2,raw,full,SR_const__LR_none,3,3,21,76,99,96,5,882.9289457697121,stats_logLik,computed
Q2,raw,full,SR_const__LR_none,3,4,24,79,99,96,5,885.8091394116562,stats_logLik,computed
Q2,raw,full,SR_const__LR_none,4,0,0,80,99,95,5,852.9922908206506,stats_logLik,computed
Q2,raw,full,SR_const__LR_none,4,1,9,89,99,95,5,879.3422965975917,stats_logLik,computed
Q2,raw,full,SR_const__LR_none,4,2,16,96,99,95,5,890.7058712922212,stats_logLik,computed
Q2,raw,full,SR_const__LR_none,4,3,21,101,99,95,5,894.5046549024843,stats_logLik,computed
Q2,raw,full,SR_const__LR_none,4,4,24,104,99,95,5,896.4822712931006,stats_logLik,computed
Q2,raw,full,SR_const__LR_none,5,0,0,105,99,94,5,872.3225010230439,stats_logLik,computed
Q2,raw,full,SR_const__LR_none,5,1,9,114,99,94,5,903.0585711852258,stats_logLik,computed
Q2,raw,full,SR_const__LR_none,5,2,16,121,99,94,5,913.6525863398526,stats_logLik,computed
Q2,raw,full,SR_const__LR_none,5,3,21,126,99,94,5,919.7023137761192,stats_logLik,computed
Q2,raw,full,SR_const__LR_none,5,4,24,129,99,94,5,922.3632293819815,stats_logLik,computed
Q2,raw,full,SR_const__LR_none,6,0,0,130,99,93,5,905.3457527376262,stats_logLik,computed
Q2,raw,full,SR_const__LR_none,6,1,9,139,99,93,5,930.1841373405447,stats_logLik,computed
Q2,raw,full,SR_const__LR_none,6,2,16,146,99,93,5,938.2714341091896,stats_logLik,computed
Q2,raw,full,SR_const__LR_none,6,3,21,151,99,93,5,943.555470649098,stats_logLik,computed
Q2,raw,full,SR_const__LR_none,6,4,24,154,99,93,5,946.4023287711638,stats_logLik,computed
Q2,raw,full,SR_const__LR_none,7,0,0,155,99,92,5,927.5200848192405,stats_logLik,computed
Q2,raw,full,SR_const__LR_none,7,1,9,164,99,92,5,958.2734745919735,stats_logLik,computed
Q2,raw,full,SR_const__LR_none,7,2,16,171,99,92,5,972.103051193301,stats_logLik,computed
Q2,raw,full,SR_const__LR_none,7,3,21,176,99,92,5,980.9001154177273,stats_logLik,computed
Q2,raw,full,SR_const__LR_none,7,4,24,179,99,92,5,985.2387191686411,stats_logLik,computed
Q2,raw,full,SR_none__LR_const,1,0,0,0,99,98,5,813.351318710463,stats_logLik,computed
Q2,raw,full,SR_none__LR_const,1,1,9,10,99,98,5,834.3216499936113,stats_logLik,computed
Q2,raw,full,SR_none__LR_const,1,2,16,18,99,98,5,850.4713409516676,stats_logLik,computed
Q2,raw,full,SR_none__LR_const,1,3,21,24,99,98,5,862.9976461125153,stats_logLik,computed
Q2,raw,full,SR_none__LR_const,1,4,24,28,99,98,5,866.8133439021229,stats_logLik,computed
Q2,raw,full,SR_none__LR_const,2,0,0,25,99,97,5,823.8195910298332,stats_logLik,computed
Q2,raw,full,SR_none__LR_const,2,1,9,35,99,97,5,841.8331840796856,stats_logLik,computed
Q2,raw,full,SR_none__LR_const,2,2,16,43,99,97,5,856.7990485541251,stats_logLik,computed
Q2,raw,full,SR_none__LR_const,2,3,21,49,99,97,5,868.0446451371424,stats_logLik,computed
Q2,raw,full,SR_none__LR_const,2,4,24,53,99,97,5,871.8856661086917,stats_logLik,computed
Q2,raw,full,SR_none__LR_const,3,0,0,50,99,96,5,834.3767330372752,stats_logLik,computed
Q2,raw,full,SR_none__LR_const,3,1,9,60,99,96,5,856.4286619840956,stats_logLik,computed
Q2,raw,full,SR_none__LR_const,3,2,16,68,99,96,5,869.4987084688387,stats_logLik,computed
Q2,raw,full,SR_none__LR_const,3,3,21,74,99,96,5,880.5639621103958,stats_logLik,computed
Q2,raw,full,SR_none__LR_const,3,4,24,78,99,96,5,883.8105997823761,stats_logLik,computed
Q2,raw,full,SR_none__LR_const,4,0,0,75,99,95,5,847.8006625133573,stats_logLik,computed
Q2,raw,full,SR_none__LR_const,4,1,9,85,99,95,5,874.2074511454063,stats_logLik,computed
Q2,raw,full,SR_none__LR_const,4,2,16,93,99,95,5,885.8847084799488,stats_logLik,computed
Q2,raw,full,SR_none__LR_const,4,3,21,99,99,95,5,892.5398644892109,stats_logLik,computed
Q2,raw,full,SR_none__LR_const,4,4,24,103,99,95,5,895.4303263909495,stats_logLik,computed
Q2,raw,full,SR_none__LR_const,5,0,0,100,99,94,5,864.6450695246248,stats_logLik,computed
Q2,raw,full,SR_none__LR_const,5,1,9,110,99,94,5,895.6373131702147,stats_logLik,computed
Q2,raw,full,SR_none__LR_const,5,2,16,118,99,94,5,906.3473816694652,stats_logLik,computed
Q2,raw,full,SR_none__LR_const,5,3,21,124,99,94,5,914.6754430409381,stats_logLik,computed
Q2,raw,full,SR_none__LR_const,5,4,24,128,99,94,5,920.6453442299235,stats_logLik,computed
Q2,raw,full,SR_none__LR_const,6,0,0,125,99,93,5,891.7677594660958,stats_logLik,computed
Q2,raw,full,SR_none__LR_const,6,1,9,135,99,93,5,916.852827339038,stats_logLik,computed
Q2,raw,full,SR_none__LR_const,6,2,16,143,99,93,5,931.4340594753295,stats_logLik,computed
Q2,raw,full,SR_none__LR_const,6,3,21,149,99,93,5,939.082499203799,stats_logLik,computed
Q2,raw,full,SR_none__LR_const,6,4,24,153,99,93,5,944.3594048760631,stats_logLik,computed
Q2,raw,full,SR_none__LR_const,7,0,0,150,99,92,5,903.9671787163086,stats_logLik,computed
Q2,raw,full,SR_none__LR_const,7,1,9,160,99,92,5,941.2043883469962,stats_logLik,computed
Q2,raw,full,SR_none__LR_const,7,2,16,168,99,92,5,969.1825028943242,stats_logLik,computed
Q2,raw,full,SR_none__LR_const,7,3,21,174,99,92,5,977.9800557316771,stats_logLik,computed
Q2,raw,full,SR_none__LR_const,7,4,24,178,99,92,5,983.1819949258021,stats_logLik,computed
Q2,raw,full,SR_none__LR_none,1,0,0,0,99,98,5,813.351318710463,stats_logLik,computed
Q2,raw,full,SR_none__LR_none,1,1,9,9,99,98,5,830.4063033546977,stats_logLik,computed
Q2,raw,full,SR_none__LR_none,1,2,16,16,99,98,5,842.9967424410761,stats_logLik,computed
Q2,raw,full,SR_none__LR_none,1,3,21,21,99,98,5,846.9100919759707,stats_logLik,computed
Q2,raw,full,SR_none__LR_none,1,4,24,24,99,98,5,849.6226119593234,stats_logLik,computed
Q2,raw,full,SR_none__LR_none,2,0,0,25,99,97,5,823.8195910298332,stats_logLik,computed
Q2,raw,full,SR_none__LR_none,2,1,9,34,99,97,5,841.6800218097416,stats_logLik,computed
Q2,raw,full,SR_none__LR_none,2,2,16,41,99,97,5,854.9436022344248,stats_logLik,computed
Q2,raw,full,SR_none__LR_none,2,3,21,46,99,97,5,858.852502658903,stats_logLik,computed
Q2,raw,full,SR_none__LR_none,2,4,24,49,99,97,5,860.4599284428442,stats_logLik,computed
Q2,raw,full,SR_none__LR_none,3,0,0,50,99,96,5,834.3767330372752,stats_logLik,computed
Q2,raw,full,SR_none__LR_none,3,1,9,59,99,96,5,852.3367935908152,stats_logLik,computed
Q2,raw,full,SR_none__LR_none,3,2,16,66,99,96,5,864.1373316474364,stats_logLik,computed
Q2,raw,full,SR_none__LR_none,3,3,21,71,99,96,5,868.0446415378684,stats_logLik,computed
Q2,raw,full,SR_none__LR_none,3,4,24,74,99,96,5,870.5485590944245,stats_logLik,computed
Q2,raw,full,SR_none__LR_none,4,0,0,75,99,95,5,847.8006625133573,stats_logLik,computed
Q2,raw,full,SR_none__LR_none,4,1,9,84,99,95,5,867.9644751645898,stats_logLik,computed
Q2,raw,full,SR_none__LR_none,4,2,16,91,99,95,5,874.7660114024743,stats_logLik,computed
Q2,raw,full,SR_none__LR_none,4,3,21,96,99,95,5,878.9927135553114,stats_logLik,computed
Q2,raw,full,SR_none__LR_none,4,4,24,99,99,95,5,880.9444484821123,stats_logLik,computed
Q2,raw,full,SR_none__LR_none,5,0,0,100,99,94,5,864.6450695246248,stats_logLik,computed
Q2,raw,full,SR_none__LR_none,5,1,9,109,99,94,5,882.7249802676017,stats_logLik,computed
Q2,raw,full,SR_none__LR_none,5,2,16,116,99,94,5,891.0587295529587,stats_logLik,computed
Q2,raw,full,SR_none__LR_none,5,3,21,121,99,94,5,897.8376938570851,stats_logLik,computed
Q2,raw,full,SR_none__LR_none,5,4,24,124,99,94,5,900.8346955634598,stats_logLik,computed
Q2,raw,full,SR_none__LR_none,6,0,0,125,99,93,5,891.7677594660958,stats_logLik,computed
Q2,raw,full,SR_none__LR_none,6,1,9,134,99,93,5,908.9515522836894,stats_logLik,computed
Q2,raw,full,SR_none__LR_none,6,2,16,141,99,93,5,921.7416564485363,stats_logLik,computed
Q2,raw,full,SR_none__LR_none,6,3,21,146,99,93,5,928.9581265815505,stats_logLik,computed
Q2,raw,full,SR_none__LR_none,6,4,24,149,99,93,5,931.5413834761881,stats_logLik,computed
Q2,raw,full,SR_none__LR_none,7,0,0,150,99,92,5,903.9671787163086,stats_logLik,computed
Q2,raw,full,SR_none__LR_none,7,1,9,159,99,92,5,938.9563837742036,stats_logLik,computed
Q2,raw,full,SR_none__LR_none,7,2,16,166,99,92,5,955.3927983893635,stats_logLik,computed
Q2,raw,full,SR_none__LR_none,7,3,21,171,99,92,5,961.0273597216196,stats_logLik,computed
Q2,raw,full,SR_none__LR_none,7,4,24,174,99,92,5,963.2656678819873,stats_logLik,computed
Q2,raw,post_fordism,SR_const__LR_none,1,0,0,5,50,49,5,536.2001360619424,stats_logLik,computed
Q2,raw,post_fordism,SR_const__LR_none,1,1,9,14,50,49,5,554.0723579590797,stats_logLik,computed
Q2,raw,post_fordism,SR_const__LR_none,1,2,16,21,50,49,5,563.0522582830467,stats_logLik,computed
Q2,raw,post_fordism,SR_const__LR_none,1,3,21,26,50,49,5,571.1378989147177,stats_logLik,computed
Q2,raw,post_fordism,SR_const__LR_none,1,4,24,29,50,49,5,576.7459855887482,stats_logLik,computed
Q2,raw,post_fordism,SR_const__LR_none,2,0,0,30,50,48,5,545.3409090320182,stats_logLik,computed
Q2,raw,post_fordism,SR_const__LR_none,2,1,9,39,50,48,5,561.3221522643493,stats_logLik,computed
Q2,raw,post_fordism,SR_const__LR_none,2,2,16,46,50,48,5,572.0912202395549,stats_logLik,computed
Q2,raw,post_fordism,SR_const__LR_none,2,3,21,51,50,48,5,579.7301889537702,stats_logLik,computed
Q2,raw,post_fordism,SR_const__LR_none,2,4,24,54,50,48,5,583.6724313419836,stats_logLik,computed
Q2,raw,post_fordism,SR_const__LR_none,3,0,0,55,50,47,5,550.7297829119091,stats_logLik,computed
Q2,raw,post_fordism,SR_const__LR_none,3,1,9,64,50,47,5,583.8997357311187,stats_logLik,computed
Q2,raw,post_fordism,SR_const__LR_none,3,2,16,71,50,47,5,596.4778700909791,stats_logLik,computed
Q2,raw,post_fordism,SR_const__LR_none,3,3,21,76,50,47,5,606.7132860845453,stats_logLik,computed
