year,g_Y,g_kNR,g_lphi,g_Yp,g_mu,mu_CL,theta_CL,lphi,omega,phi,regime
2001,0.03293349740074447,0.0380112885754329,0.05327081258267441,0.03565575004820882,-0.0027222526474643474,1.0972942064995856,1.1760342891841766,0.056094551562111405,0.4183546082112362,1.0576976859773048,post_1973
2002,0.021437652605239776,0.03696868774335371,0.04988801556214639,0.03500479274212131,-0.013567140136881532,1.0825075950536998,1.1755909529669717,0.1059825671242578,0.4268990183860807,1.1118024944228562,post_1973
2003,0.03880474525498556,0.04081542786647674,0.04507159308641562,0.04035029592788698,-0.0015455506729014148,1.0808358169534127,1.1751924109615068,0.15105416021067342,0.4259551372862888,1.1630596479315871,post_1973
2004,0.058656443796753166,0.03842984359166124,0.0628855162347044,0.03451192313260306,0.024144520664150106,1.1072496714301014,1.1746373517306572,0.2139396764453778,0.401823594993902,1.2385479389256675,post_1973
2005,0.054104139057436385,0.042598592743647856,0.09602357053590538,0.03377702563754134,0.020327113419895043,1.129987172055939,1.1737917836796021,0.3099632469812832,0.3887470001595428,1.3633750050642723,post_1973
2006,0.04487727429248878,0.04289587331333422,0.08701591175272227,0.03565974856069529,0.009217525731793491,1.1404510091485018,1.173029545596742,0.39697915873400547,0.3651752066024995,1.4873249319937665,post_1973
2007,0.0449760975906095,0.04391773868557891,0.08887093060680584,0.036546313711953424,0.008429783878656075,1.1501053997217998,1.1722545760423166,0.4858500893408113,0.3559182343457447,1.6255562897297555,post_1973
2008,0.03596855914871355,0.050358328549464204,0.10358377550597453,0.041619997062310794,-0.005651437913597242,1.1436239823757293,1.1713555213283693,0.5894338648467858,0.3768038606709044,1.8029674031826337,post_1973
2009,-0.01696193396576362,0.046986495171889686,0.05454300132085521,0.0459988867537276,-0.06296082071949122,1.0738403460740376,1.1708899500771826,0.643976866167641,0.3918599767086992,1.9040379467144104,post_1973
2010,0.05067541664721631,0.03211904949638722,0.06113978783838192,0.02738414956551671,0.0232912670816996,1.0991449930885808,1.170364227334681,0.705116654006023,0.3749755558960666,2.0240827885166706,post_1973
2011,0.0603789143161606,0.049708423974109905,0.08271056424780454,0.044407654237477875,0.015971260078682728,1.1168406585238908,1.1696579893008179,0.7878272182538275,0.3738098048186586,2.1986141240522814,post_1973
2012,0.0597333072412205,0.05340704882513947,0.07888166478979386,0.04941083374617958,0.010322473495040924,1.128428923501436,1.1689901079721952,0.8667088830436214,0.3530543014669379,2.3790681634250386,post_1973
2013,0.03254955118976355,0.049903369182871415,0.06046887557550562,0.04842219996766427,-0.01587264877790072,1.1106591671544732,1.1684842741647774,0.927177758619127,0.3374997594779841,2.527366265189225,post_1973
2014,0.017767709936023834,0.049289899960992756,0.04016059786133397,0.05115658179384061,-0.033388871857816776,1.0741877681593686,1.168156634351568,0.967338356480461,0.3402362245219792,2.630932527350279,post_1973
2015,0.02129115124559533,0.04757334369372401,0.026796496018825167,0.051411353671123816,-0.030120202425528486,1.0423154254300842,1.167945343733582,0.9941348524992861,0.3348317142876987,2.7023853676999376,post_1973
2016,0.017378502744154645,0.0424116259752374,0.020558426067108115,0.04640003443159065,-0.029021531687436007,1.012500564349911,1.1677865523932882,1.0146932785663942,0.3293602951378692,2.7585171712636827,post_1973
2017,0.013485612724849716,0.03750504419629763,0.019290088183240073,0.040843121210965685,-0.02735750848611597,0.9851765344219913,1.1676371466573077,1.0339833667496343,0.329834392870671,2.8122457592956493,post_1973
2018,0.0391248381522189,0.0373505445179525,0.02024114137033095,0.040499492649605034,-0.0013746544973861352,0.9838231874735789,1.1674800673517836,1.0542245081199653,0.3179679732626864,2.869748823851837,post_1973
2019,0.006421571531443959,0.03699208176351476,0.015824604219634608,0.04082937395144054,-0.03440780241999658,0.9505477438931955,1.1673612759028917,1.0700491123395999,0.3049138991284411,2.915522684601114,post_1973
2020,-0.06336264678849446,0.0330089218037628,0.0041908047288359285,0.03812293735114902,-0.10148558413964348,0.8588143771326067,1.167340636347811,1.0742399170684358,0.3388187082985331,2.927766709092642,post_1973
2021,0.10739507370922752,0.03463528450811637,0.014742533161847149,0.03824067136491334,0.06915440234431418,0.9203069071714817,1.1672306645200938,1.088982450230283,0.3678456619978876,2.971249139936205,post_1973
2022,0.020429084389327556,0.036221568251594505,0.012617038088862387,0.04046871531263142,-0.020039630923303867,0.9020478597465914,1.1671399498867339,1.1015994883191453,0.3449338122965359,3.008974997333632,post_1973
2023,0.006747433103260647,0.03307531929616303,0.010605571867856156,0.03710936375028125,-0.030361930647020606,0.8750715440065734,1.1670651971524197,1.1122050601870015,0.3269540204435793,3.041056719715428,post_1973
2024,0.02766503321235092,0.033284668093710224,0.002807715850074999,0.038682742460632365,-0.011017709248281445,0.8654831780713338,1.1670570740614903,1.1150127760370765,0.3587612387242985,3.0496071408276904,post_1973
