dep_var,window_start,window_end,n_eff,ardl_order,aic,F_asy,F_asy_p,t_asy,t_asy_p,F_exact,F_exact_p,t_exact,t_exact_p,ECT,LR_mu,LR_mu_p,LR_PyPK,LR_PyPK_p,LR_Br,LR_Br_p,LR_pi,LR_pi_p,wald_diff,wald_se,wald_t,wald_p,wald_decision
g_Kn,1947,1975,30,"2,2,2,2,2",-255.36847267136812,6.161114781048004,0.0016259619389408417,-5.426696369082403,9.148901837885908e-4,6.161114781048004,0.015458319549249738,-5.426696369082403,0.004439482276985893,-0.5754956686589121,0.1626174032050428,0.2166384189465416,0.088512129468806,0.44157759948473196,0.22176314734178665,0.005181027313371192,-0.0860120224779385,0.7276627449248724,-0.08497646670337927,0.16479809451085045,-0.5156398619511001,0.6136219965657048,Fail to reject
g_Kn,1948,1975,29,"2,2,2,2,2",-250.9870449829075,5.915466934271865,0.0023619018692174146,-5.120210578846051,0.001976725475851257,5.915466934271865,0.021728604817513424,-5.120210578846051,0.008050719433229275,-0.793345938968486,0.24230193474820969,0.01822360776687878,0.03073395253135314,0.7020045258304969,0.1981979305926653,8.009528240780598e-4,-0.17609565083655587,0.3086440132135428,0.010607076159851167,0.16205015785468282,0.06545551266517727,0.9487368309522266,Fail to reject
g_Kn,1945,1976,33,"2,2,2,2,2",-277.27302838628185,22.787955249469647,1e-6,-6.905515596289054,1e-6,22.787955249469647,1e-6,-6.905515596289054,5.908409098811689e-4,-0.4891680309260988,0.04107808849379322,0.6329482195830651,0.1506581568115592,0.10439911927145341,0.25649760982777575,0.0014508136888891684,0.027876332481809627,0.9252680699574587,-0.17907349698445227,0.11361837990975254,-1.5760962013953284,0.13241591095214644,Fail to reject
g_Kn,1946,1976,32,"2,2,2,2,2",-275.4836028372842,20.4224100753301,1e-6,-7.961004747982191,1e-6,20.4224100753301,1e-6,-7.961004747982191,5.41690232489019e-5,-0.5163359906852836,0.12918886351679162,0.15225622727400523,0.10419199973379577,0.20163883700930052,0.22574437292193214,0.0014631929732046626,-0.045534325146541696,0.8589276000503624,-0.10365316400885582,0.10746151505153125,-0.9645607914531151,0.34828649320025207,Fail to reject
g_Kn,1947,1976,31,"2,2,2,2,2",-265.9462946112626,6.846849336420223,9.043561584918245e-4,-5.606795136984268,7.9370371074607e-4,6.846849336420223,0.007845065384645042,-5.606795136984268,0.003212120581280835,-0.5749359625706001,0.16998718335064822,0.09091941138763089,0.08123624859590904,0.30686701264216154,0.21832676621867558,0.0010887596322903485,-0.08533952775038135,0.7211508961126247,-0.07449780538860436,0.11572568039586145,-0.6437448035195871,0.5288612248345186,Fail to reject
g_Kn,1948,1976,30,"2,2,2,2,2",-261.2505526327391,6.2858838024953005,0.001336417437896537,-5.268359510539376,0.0011728390846275716,6.2858838024953005,0.015282281109842932,-5.268359510539376,0.005200770305616653,-0.7771691566537107,0.21139984101262485,0.0066414154529242835,0.059836896876269335,0.2821360318735566,0.21169270260646816,5.404620496137962e-5,-0.17236604744540993,0.31487546144276324,-0.046730993680008846,0.1094153204749064,-0.42709735233765783,0.6753756124114583,Fail to reject
g_Kn,1945,1977,34,"2,2,2,2,2",-287.0347264760782,23.671509878811143,1e-6,-7.167006652901539,1e-6,23.671509878811143,1e-6,-7.167006652901539,4.1917154699852924e-4,-0.49448751275386144,0.055258154203166196,0.4963883780706907,0.12703221456439415,0.11260831317697578,0.2428382004670458,9.555060890439733e-4,0.057144563770314044,0.8406377023240962,-0.1555718343388425,0.10421723131932321,-1.4927649906776739,0.15191848545380243,Fail to reject
g_Kn,1946,1977,33,"2,2,2,2,2",-285.89321291200145,22.10925417067387,1e-6,-8.312001481663724,1e-6,22.10925417067387,1e-6,-8.312001481663724,1e-6,-0.5195971759429182,0.13726988170400398,0.10576976747089886,0.09202876067978577,0.1896843949067248,0.21866174444434774,7.396049590206538e-4,-0.03216431529344868,0.8954248918042456,-0.09010886617935947,0.0969854180298752,-0.9290970540705666,0.36513174269950766,Fail to reject
g_Kn,1947,1977,32,"2,2,2,2,2",-276.55084224532453,7.757744324915599,6.949286139580803e-4,-6.109151862319518,4.556734151377091e-4,7.757744324915599,0.0031001360859042025,-6.109151862319518,9.860276612601688e-4,-0.57829836709104665,0.17362973751104563,0.05659114062530578,0.07706347190121614,0.243128851360925,0.21609963275129107,3.7822094882063276e-4,-0.08296825019318038,0.7176747781568087,-0.0691259510308017,0.1010308884300697,-0.6842061086956435,0.5030663594775074,Fail to reject
g_Kn,1948,1977,31,"2,2,2,2,2",-271.90589509763066,6.723800582208758,9.326467943806113e-4,-5.520276860498712,8.519209040292317e-4,6.723800582208758,0.010561250063576583,-5.520276860498712,0.0034545046711339056,-0.7824627664014945,0.21672716983062115,0.0027673833240046256,0.05326473278357654,0.2556296775355655,0.20809865759397625,1.4819113250242432e-5,-0.16684351307487644,0.3084611699620648,-0.03492618061085986,0.09636176807829967,-0.3624485240088191,0.7217599945428822,Fail to reject
g_Kn,1945,1978,35,"2,2,2,2,2",-297.310101978519,24.816329285449164,1e-6,-7.350996907233147,1e-6,24.816329285449164,1e-6,-7.350996907233147,1e-6,-0.49269654821270703,0.06482375316190052,0.36539026251168194,0.11627046810433268,0.08049548019135538,0.23772193697539734,5.414618878787404e-4,0.0671529674515406,0.8075479950581617,-0.14247239665123687,0.08888174025805143,-1.60294337439383,0.12462365221778181,Fail to reject
g_Kn,1946,1978,34,"2,2,2,2,2",-296.5227235369826,23.371071250832493,1e-6,-8.560232602902854,1e-6,23.371071250832493,1e-6,-8.560232602902854,1e-6,-0.5190647699337992,0.1407291494134561,0.06238832509125431,0.0883807158409209,0.12678021437759815,0.2168953390352162,3.26910983267087e-4,-0.02929045435889709,0.9014635200213076,-0.08541050162730564,0.08242376319951472,-1.0362363754316972,0.31310113742084067,Fail to reject
g_Kn,1947,1978,33,"2,2,2,2,2",-287.20842828999207,8.21930701152913,5.888088731243534e-4,-6.290327253383733,3.337624942527015e-4,8.21930701152913,0.002453261988288219,-6.290327253383733,8.7095078415042e-4,-0.57827411212707,0.17337726471466428,0.03170645689689802,0.07730628985213919,0.15178942637771675,0.21621251170940148,1.363627806061298e-4,-0.08309680006752988,0.7082640631095672,-0.06947474054970944,0.08502547859533796,-0.8171049630941897,0.42455202798554403,Fail to reject
g_Kn,1948,1978,32,"2,2,2,2,2",-282.6774335162537,7.136538554521128,8.37752540741126e-4,-5.693128804732618,7.35610738644516e-4,7.136538554521128,0.005977102545593317,-5.693128804732618,0.002501396157258241,-0.7805886909805746,0.21263063981568672,0.0010627435018195626,0.05712852486170168,0.1384768675463656,0.2098816212846233,3.4952037469335004e-6,-0.16847318882304477,0.28908068633702066,-0.04244802766280272,0.08077391260218626,-0.5255165473023502,0.6060116163802307,Fail to reject
