"window_id","window_start","window_end","spec_id","is_orthogonalized","estimator","coefficient_name","regressor","coefficient_value","std_error","t_stat","p_value","intercept","r_squared","max_vif","condition_number","eg_adf_stat","eg_p_value","eg_classification"
"full_sample_1929_2024",1929,2024,"SPEC_A_NRC_orth",TRUE,"IM_OLS","beta_inter","inter_kNRC_omega_orth",6.04531,5.58674,1.08208,0.28211,14.73238,,1.07703,1.31535,-2.10433,0.1,"EG_PASS_WEAK"
"full_sample_1929_2024",1929,2024,"SPEC_A_NRC_orth",TRUE,"DOLS","beta_scale","k_NRC_centered",0.94335,0.10835,8.70676,0,14.8523,,1.07703,1.31535,-2.10433,0.1,"EG_PASS_WEAK"
"full_sample_1929_2024",1929,2024,"SPEC_A_NRC_orth",TRUE,"DOLS","beta_dist","omega_NFC_centered",-9.71424,3.19546,-3.04001,0.0031,14.8523,,1.07703,1.31535,-2.10433,0.1,"EG_PASS_WEAK"
"full_sample_1929_2024",1929,2024,"SPEC_A_NRC_orth",TRUE,"DOLS","beta_inter","inter_kNRC_omega_orth",-2.60785,4.8242,-0.54058,0.59014,14.8523,,1.07703,1.31535,-2.10433,0.1,"EG_PASS_WEAK"
"full_sample_1929_2024",1929,2024,"SPEC_B_NRC_raw",FALSE,"FM_OLS","beta_scale","k_NRC_centered",0.48222,0.05272,9.14594,0,14.71386,,9.29381,6.30599,-3.21331,0.1,"EG_PASS_WEAK"
"full_sample_1929_2024",1929,2024,"SPEC_B_NRC_raw",FALSE,"FM_OLS","beta_comp","tau_centered",0.2242,0.01813,12.36772,0,14.71386,,9.29381,6.30599,-3.21331,0.1,"EG_PASS_WEAK"
"full_sample_1929_2024",1929,2024,"SPEC_B_NRC_raw",FALSE,"FM_OLS","beta_dist","omega_NFC_centered",-2.72696,0.87755,-3.10749,0.00253,14.71386,,9.29381,6.30599,-3.21331,0.1,"EG_PASS_WEAK"
"full_sample_1929_2024",1929,2024,"SPEC_B_NRC_raw",FALSE,"FM_OLS","beta_inter","inter_tau_omega",-0.54381,0.29464,-1.84572,0.06826,14.71386,,9.29381,6.30599,-3.21331,0.1,"EG_PASS_WEAK"
"full_sample_1929_2024",1929,2024,"SPEC_B_NRC_raw",FALSE,"IM_OLS","beta_scale","k_NRC_centered",0.441,0.0872,5.05709,0,14.69808,,9.29381,6.30599,-3.21331,0.1,"EG_PASS_WEAK"
"full_sample_1929_2024",1929,2024,"SPEC_B_NRC_raw",FALSE,"IM_OLS","beta_comp","tau_centered",0.22317,0.02465,9.05364,0,14.69808,,9.29381,6.30599,-3.21331,0.1,"EG_PASS_WEAK"
"full_sample_1929_2024",1929,2024,"SPEC_B_NRC_raw",FALSE,"IM_OLS","beta_dist","omega_NFC_centered",-3.58333,1.72491,-2.0774,0.04065,14.69808,,9.29381,6.30599,-3.21331,0.1,"EG_PASS_WEAK"
"full_sample_1929_2024",1929,2024,"SPEC_B_NRC_raw",FALSE,"IM_OLS","beta_inter","inter_tau_omega",-0.18832,0.47786,-0.39409,0.69446,14.69808,,9.29381,6.30599,-3.21331,0.1,"EG_PASS_WEAK"
"full_sample_1929_2024",1929,2024,"SPEC_B_NRC_raw",FALSE,"DOLS","beta_scale","k_NRC_centered",0.38055,0.06127,6.21156,0,14.78715,,9.29381,6.30599,-3.21331,0.1,"EG_PASS_WEAK"
"full_sample_1929_2024",1929,2024,"SPEC_B_NRC_raw",FALSE,"DOLS","beta_comp","tau_centered",0.22846,0.01911,11.95245,0,14.78715,,9.29381,6.30599,-3.21331,0.1,"EG_PASS_WEAK"
"full_sample_1929_2024",1929,2024,"SPEC_B_NRC_raw",FALSE,"DOLS","beta_dist","omega_NFC_centered",-0.37444,1.24238,-0.30139,0.76382,14.78715,,9.29381,6.30599,-3.21331,0.1,"EG_PASS_WEAK"
"full_sample_1929_2024",1929,2024,"SPEC_B_NRC_raw",FALSE,"DOLS","beta_inter","inter_tau_omega",-0.45623,0.37798,-1.20701,0.23063,14.78715,,9.29381,6.30599,-3.21331,0.1,"EG_PASS_WEAK"
"full_sample_1929_2024",1929,2024,"SPEC_B_NRC_orth",TRUE,"FM_OLS","beta_scale","k_NRC_centered",0.42757,0.04395,9.72839,0,14.73509,,6.11731,4.8115,-3.21331,0.1,"EG_PASS_WEAK"
"full_sample_1929_2024",1929,2024,"SPEC_B_NRC_orth",TRUE,"FM_OLS","beta_comp","tau_centered",0.24272,0.01519,15.97947,0,14.73509,,6.11731,4.8115,-3.21331,0.1,"EG_PASS_WEAK"
"full_sample_1929_2024",1929,2024,"SPEC_B_NRC_orth",TRUE,"FM_OLS","beta_dist","omega_NFC_centered",-3.09287,0.85392,-3.62198,0.00049,14.73509,,6.11731,4.8115,-3.21331,0.1,"EG_PASS_WEAK"
"full_sample_1929_2024",1929,2024,"SPEC_B_NRC_orth",TRUE,"FM_OLS","beta_inter","inter_tau_omega_orth",-0.54395,0.29475,-1.84543,0.0683,14.73509,,6.11731,4.8115,-3.21331,0.1,"EG_PASS_WEAK"
"full_sample_1929_2024",1929,2024,"SPEC_B_NRC_orth",TRUE,"IM_OLS","beta_scale","k_NRC_centered",0.42108,0.08497,4.95581,0,14.70695,,6.11731,4.8115,-3.21331,0.1,"EG_PASS_WEAK"
"full_sample_1929_2024",1929,2024,"SPEC_B_NRC_orth",TRUE,"IM_OLS","beta_comp","tau_centered",0.2297,0.02447,9.38686,0,14.70695,,6.11731,4.8115,-3.21331,0.1,"EG_PASS_WEAK"
"full_sample_1929_2024",1929,2024,"SPEC_B_NRC_orth",TRUE,"IM_OLS","beta_dist","omega_NFC_centered",-3.6658,1.58186,-2.31739,0.02278,14.70695,,6.11731,4.8115,-3.21331,0.1,"EG_PASS_WEAK"
"full_sample_1929_2024",1929,2024,"SPEC_B_NRC_orth",TRUE,"IM_OLS","beta_inter","inter_tau_omega_orth",-0.19474,0.47716,-0.40813,0.68416,14.70695,,6.11731,4.8115,-3.21331,0.1,"EG_PASS_WEAK"
"full_sample_1929_2024",1929,2024,"SPEC_B_NRC_orth",TRUE,"DOLS","beta_scale","k_NRC_centered",0.33464,0.05899,5.6729,0,14.80496,,6.11731,4.8115,-3.21331,0.1,"EG_PASS_WEAK"
"full_sample_1929_2024",1929,2024,"SPEC_B_NRC_orth",TRUE,"DOLS","beta_comp","tau_centered",0.24402,0.01892,12.8969,0,14.80496,,6.11731,4.8115,-3.21331,0.1,"EG_PASS_WEAK"
"full_sample_1929_2024",1929,2024,"SPEC_B_NRC_orth",TRUE,"DOLS","beta_dist","omega_NFC_centered",-0.67987,1.12025,-0.60689,0.54547,14.80496,,6.11731,4.8115,-3.21331,0.1,"EG_PASS_WEAK"
"full_sample_1929_2024",1929,2024,"SPEC_B_NRC_orth",TRUE,"DOLS","beta_inter","inter_tau_omega_orth",-0.45623,0.37798,-1.20701,0.23063,14.80496,,6.11731,4.8115,-3.21331,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_A_Kcap_raw",FALSE,"FM_OLS","beta_scale","k_Kcap_centered",0.85123,0.03805,22.37078,0,14.43955,,5.90877,4.6594,-1.59831,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_A_Kcap_raw",FALSE,"FM_OLS","beta_dist","omega_NFC_centered",0.84699,2.6654,0.31777,0.75235,14.43955,,5.90877,4.6594,-1.59831,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_A_Kcap_raw",FALSE,"FM_OLS","beta_inter","inter_kKcap_omega",-1.17643,1.67678,-0.7016,0.4871,14.43955,,5.90877,4.6594,-1.59831,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_A_Kcap_raw",FALSE,"IM_OLS","beta_scale","k_Kcap_centered",0.82282,0.04545,18.10349,0,14.41462,,5.90877,4.6594,-1.59831,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_A_Kcap_raw",FALSE,"IM_OLS","beta_dist","omega_NFC_centered",-0.23023,3.6499,-0.06308,0.95003,14.41462,,5.90877,4.6594,-1.59831,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_A_Kcap_raw",FALSE,"IM_OLS","beta_inter","inter_kKcap_omega",1.06279,2.06894,0.51369,0.61037,14.41462,,5.90877,4.6594,-1.59831,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_A_Kcap_raw",FALSE,"DOLS","beta_scale","k_Kcap_centered",0.78449,0.04486,17.48743,0,14.46263,,5.90877,4.6594,-1.59831,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_A_Kcap_raw",FALSE,"DOLS","beta_dist","omega_NFC_centered",1.92678,3.03558,0.63473,0.52931,14.46263,,5.90877,4.6594,-1.59831,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_A_Kcap_raw",FALSE,"DOLS","beta_inter","inter_kKcap_omega",0.50882,2.70534,0.18808,0.85179,14.46263,,5.90877,4.6594,-1.59831,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_A_Kcap_orth",TRUE,"FM_OLS","beta_scale","k_Kcap_centered",0.84044,0.03022,27.80854,0,14.45085,,6.95152,5.10445,-1.59831,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_A_Kcap_orth",TRUE,"FM_OLS","beta_dist","omega_NFC_centered",0.39291,3.24462,0.1211,0.90424,14.45085,,6.95152,5.10445,-1.59831,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_A_Kcap_orth",TRUE,"FM_OLS","beta_inter","inter_kKcap_omega_orth",-1.17688,1.67688,-0.70183,0.48695,14.45085,,6.95152,5.10445,-1.59831,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_A_Kcap_orth",TRUE,"IM_OLS","beta_scale","k_Kcap_centered",0.8337,0.03396,24.55179,0,14.40246,,6.95152,5.10445,-1.59831,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_A_Kcap_orth",TRUE,"IM_OLS","beta_dist","omega_NFC_centered",0.22988,4.2847,0.05365,0.95749,14.40246,,6.95152,5.10445,-1.59831,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_A_Kcap_orth",TRUE,"IM_OLS","beta_inter","inter_kKcap_omega_orth",1.10413,2.06798,0.53392,0.59643,14.40246,,6.95152,5.10445,-1.59831,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_A_Kcap_orth",TRUE,"DOLS","beta_scale","k_Kcap_centered",0.78916,0.03842,20.54298,0,14.45777,,6.95152,5.10445,-1.59831,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_A_Kcap_orth",TRUE,"DOLS","beta_dist","omega_NFC_centered",2.12283,3.87247,0.54818,0.58669,14.45777,,6.95152,5.10445,-1.59831,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_A_Kcap_orth",TRUE,"DOLS","beta_inter","inter_kKcap_omega_orth",0.50882,2.70534,0.18808,0.85179,14.45777,,6.95152,5.10445,-1.59831,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_A_NRC_raw",FALSE,"FM_OLS","beta_scale","k_NRC_centered",0.85195,0.03839,22.19291,0,14.35851,,5.44958,4.45558,-1.57848,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_A_NRC_raw",FALSE,"FM_OLS","beta_dist","omega_NFC_centered",1.01637,2.54739,0.39898,0.69208,14.35851,,5.44958,4.45558,-1.57848,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_A_NRC_raw",FALSE,"FM_OLS","beta_inter","inter_kNRC_omega",-1.15457,1.69156,-0.68255,0.49893,14.35851,,5.44958,4.45558,-1.57848,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_A_NRC_raw",FALSE,"IM_OLS","beta_scale","k_NRC_centered",0.82298,0.04583,17.95755,0,14.33693,,5.44958,4.45558,-1.57848,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_A_NRC_raw",FALSE,"IM_OLS","beta_dist","omega_NFC_centered",-0.28986,3.53013,-0.08211,0.93498,14.33693,,5.44958,4.45558,-1.57848,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_A_NRC_raw",FALSE,"IM_OLS","beta_inter","inter_kNRC_omega",1.1147,2.08789,0.53389,0.59645,14.33693,,5.44958,4.45558,-1.57848,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_A_NRC_raw",FALSE,"DOLS","beta_scale","k_NRC_centered",0.78408,0.04517,17.35981,0,14.3878,,5.44958,4.45558,-1.57848,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_A_NRC_raw",FALSE,"DOLS","beta_dist","omega_NFC_centered",1.94203,2.86295,0.67833,0.50157,14.3878,,5.44958,4.45558,-1.57848,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_A_NRC_raw",FALSE,"DOLS","beta_inter","inter_kNRC_omega",0.54587,2.72444,0.20036,0.84224,14.3878,,5.44958,4.45558,-1.57848,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_A_NRC_orth",TRUE,"FM_OLS","beta_scale","k_NRC_centered",0.83872,0.0295,28.43469,0,14.36589,,5.31012,4.40716,-1.57848,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_A_NRC_orth",TRUE,"FM_OLS","beta_dist","omega_NFC_centered",0.7624,2.87208,0.26545,0.79206,14.36589,,5.31012,4.40716,-1.57848,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_A_NRC_orth",TRUE,"FM_OLS","beta_inter","inter_kNRC_omega_orth",-1.15493,1.69164,-0.68273,0.49881,14.36589,,5.31012,4.40716,-1.57848,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_A_NRC_orth",TRUE,"IM_OLS","beta_scale","k_NRC_centered",0.83663,0.03227,25.92494,0,14.32848,,5.31012,4.40716,-1.57848,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_A_NRC_orth",TRUE,"IM_OLS","beta_dist","omega_NFC_centered",-0.01725,3.87959,-0.00445,0.99647,14.32848,,5.31012,4.40716,-1.57848,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_A_NRC_orth",TRUE,"IM_OLS","beta_inter","inter_kNRC_omega_orth",1.14444,2.08715,0.54832,0.58659,14.32848,,5.31012,4.40716,-1.57848,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_A_NRC_orth",TRUE,"DOLS","beta_scale","k_NRC_centered",0.79034,0.03956,19.98003,0,14.38432,,5.31012,4.40716,-1.57848,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_A_NRC_orth",TRUE,"DOLS","beta_dist","omega_NFC_centered",2.06185,3.30943,0.62302,0.5369,14.38432,,5.31012,4.40716,-1.57848,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_A_NRC_orth",TRUE,"DOLS","beta_inter","inter_kNRC_omega_orth",0.54587,2.72444,0.20036,0.84224,14.38432,,5.31012,4.40716,-1.57848,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_B_NRC_raw",FALSE,"FM_OLS","beta_scale","k_NRC_centered",0.60685,0.062,9.78733,0,14.61021,,15.50983,8.6149,-2.68096,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_B_NRC_raw",FALSE,"FM_OLS","beta_comp","tau_centered",0.15487,0.04552,3.40197,0.00159,14.61021,,15.50983,8.6149,-2.68096,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_B_NRC_raw",FALSE,"FM_OLS","beta_dist","omega_NFC_centered",-0.61694,4.01784,-0.15355,0.87878,14.61021,,15.50983,8.6149,-2.68096,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_B_NRC_raw",FALSE,"FM_OLS","beta_inter","inter_tau_omega",-0.21817,1.10157,-0.19806,0.84406,14.61021,,15.50983,8.6149,-2.68096,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_B_NRC_raw",FALSE,"IM_OLS","beta_scale","k_NRC_centered",0.5632,0.09283,6.06695,0,14.38019,,15.50983,8.6149,-2.68096,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_B_NRC_raw",FALSE,"IM_OLS","beta_comp","tau_centered",0.09097,0.0575,1.58222,0.12189,14.38019,,15.50983,8.6149,-2.68096,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_B_NRC_raw",FALSE,"IM_OLS","beta_dist","omega_NFC_centered",2.57722,4.86541,0.5297,0.5994,14.38019,,15.50983,8.6149,-2.68096,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_B_NRC_raw",FALSE,"IM_OLS","beta_inter","inter_tau_omega",0.01745,1.30631,0.01335,0.98941,14.38019,,15.50983,8.6149,-2.68096,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_B_NRC_raw",FALSE,"DOLS","beta_scale","k_NRC_centered",0.55356,0.06682,8.28493,0,14.618,,15.50983,8.6149,-2.68096,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_B_NRC_raw",FALSE,"DOLS","beta_comp","tau_centered",0.13942,0.06522,2.13753,0.03905,14.618,,15.50983,8.6149,-2.68096,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_B_NRC_raw",FALSE,"DOLS","beta_dist","omega_NFC_centered",-0.37993,5.72745,-0.06633,0.94746,14.618,,15.50983,8.6149,-2.68096,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_B_NRC_raw",FALSE,"DOLS","beta_inter","inter_tau_omega",-0.63356,1.73779,-0.36458,0.71745,14.618,,15.50983,8.6149,-2.68096,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_B_NRC_orth",TRUE,"FM_OLS","beta_scale","k_NRC_centered",0.58492,0.13717,4.26412,0.00013,14.6186,,34.7942,14.07291,-2.68096,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_B_NRC_orth",TRUE,"FM_OLS","beta_comp","tau_centered",0.16224,0.07235,2.24253,0.03084,14.6186,,34.7942,14.07291,-2.68096,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_B_NRC_orth",TRUE,"FM_OLS","beta_dist","omega_NFC_centered",-0.76769,4.73435,-0.16215,0.87204,14.6186,,34.7942,14.07291,-2.68096,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_B_NRC_orth",TRUE,"FM_OLS","beta_inter","inter_tau_omega_orth",-0.21985,1.10264,-0.19939,0.84302,14.6186,,34.7942,14.07291,-2.68096,0.1,"EG_PASS_WEAK"
"fordist_core_1929_1973",1929,1973,"SPEC_B_NRC_orth",TRUE,"IM_OLS","beta_scale","k_NRC_centered",0.56449,0.17344,3.25474,0.00239,14.38086,,34.7942,14.07291,-2.68096,0.1,"EG_PASS_WEAK"
