year,r_diag_t,ln_r_diag_t,r_struct_t,ln_r_struct_t,dln_r_diag,dln_r_diag_ma3,ln_pi_t,ln_mu_t,ln_p_t,ln_B_t,ln_nu_t,d_dist,d_util,d_price,d_capacity,d_wedge,d_r_struct,swing_id,swing_start,swing_end,swing_direction,swing_duration,gross_reinforcing_pct_t,gross_offsetting_pct_t,net_imbalance_idx_t,compensation_intensity_t,reinforcing_concentration_t,reversal_risk_raw_t,gross_reinforcing_pct_swing,gross_offsetting_pct_swing,net_imbalance_idx_swing,compensation_intensity_swing,reinforcing_concentration_swing,reversal_risk_raw_swing,momentum_contradiction_swing,reinforcing_main_component_swing,offsetting_main_component_swing,dist_share_t,util_share_t,price_share_t,capacity_share_t,wedge_share_t,share_sum_t,stagnation_transmission_t
1950,0.19062263612802421,-1.6574595323372225,0.24999276629340803,-1.3863232963648786,0.06734744481643196,0.016576936504914357,-0.9402640295375808,0.041539173342400995,0.14968965778273674,-0.5934363308371471,-0.043851767115288716,0.035104134394311814,0.07450537068159621,-0.07572535481050383,-0.006549564204470393,0.020667437461996264,0.04800202352293037,2,1944,1958,peak_to_trough,14,61.291837947744384,38.70816205225562,0.2258367589548876,1.7139885566630713,0.4248443759845315,16.44494495259866,68.86075201338599,31.139247986614027,0.3772150402677196,0.825503881407106,0.35045842938016697,10.913011941468278,11.557054339699484,utilization,wedge,73.13053037762609,155.2129789820325,-157.75450544148444,-13.644350224822695,43.05534630664791,99.99999999999936,0.01858070105361775
1951,0.20017778320368385,-1.608549391267549,0.25879664424665316,-1.3517126830288977,0.04891014106967351,0.011984979523927741,-0.9626976324322967,0.06293108349924365,0.1699786839102193,-0.601074014730025,-0.020850803276038984,-0.022433602894715854,0.02139191015684265,0.020289026127482568,-0.007637683892877889,0.02300096383924973,0.03461061333598092,2,1944,1958,peak_to_trough,14,68.26356160897718,31.736438391022816,0.3652712321795437,0.8688458218199754,0.3342224892245347,10.607031438168733,68.86075201338599,31.139247986614027,0.3772150402677196,0.825503881407106,0.35045842938016697,10.913011941468278,11.557054339699484,utilization,wedge,-64.81712033514891,61.80737090435721,58.620822262026365,-22.067461846848616,66.45638901561479,100.00000000000082,0.01098417597812871
1952,0.1847314669152984,-1.6888520385818713,0.24519865940450775,-1.4056865422902154,-0.08030264731432224,-0.01715607423531192,-1.0039493528525918,0.04477930858609263,0.16197084846772344,-0.6086912372015894,2.0389071014958237e-4,-0.041251720420295124,-0.018151774913151016,-0.008007835442495864,-0.007617222471564378,0.021054693986188568,-0.0539738592613177,2,1944,1958,peak_to_trough,14,78.0870291207175,21.912970879282486,0.5617405824143502,0.3900905785567601,0.38252448310812026,8.382247858960824,68.86075201338599,31.139247986614027,0.3772150402677196,0.825503881407106,0.35045842938016697,10.913011941468278,11.557054339699484,utilization,wedge,76.42907323075126,33.630678186764634,14.836507064883845,14.112799373276486,-39.00905785567601,100.0000000000002,0.011827276062357462
1953,0.18105982905982906,-1.7089277550431583,0.2422051282051283,-1.4179702746557208,-0.02007571646128703,-0.04444240109354299,-1.0330264897683035,0.052855613894760886,0.15803352475455143,-0.6167239733313024,0.020891049794572774,-0.029077136915711677,0.008076305308668257,-0.003937323713172014,-0.008032736129713003,0.02068715908442319,-0.012283732365505395,2,1944,1958,peak_to_trough,14,58.79789144154826,41.20210855845175,0.17595782883096509,2.3415899611964575,0.5493040778541427,22.63248624734662,68.86075201338599,31.139247986614027,0.3772150402677196,0.825503881407106,0.35045842938016697,10.913011941468278,11.557054339699484,utilization,wedge,236.71255649760602,-65.74797519480123,32.05315449747687,65.39328512456163,-168.41102092484454,99.99999999999875,0.005061156744265206
1954,0.17519132885381516,-1.741876594548178,0.2325386548861313,-1.4586988101992266,-0.0329488395050197,0.015608300704277692,-1.0273321143751795,-0.013297501967363018,0.16448810857323604,-0.623750287656814,0.04119298522689367,0.005694375393124007,-0.0661531158621239,0.006454583818684606,-0.007026314325511596,0.020301935432320898,-0.04072853554350586,2,1944,1958,peak_to_trough,14,69.27880824392682,30.72119175607318,0.38557616487853646,0.7967606546880565,0.8264079517664971,25.38823715496223,68.86075201338599,31.139247986614027,0.3772150402677196,0.825503881407106,0.35045842938016697,10.913011941468278,11.557054339699484,utilization,wedge,-13.981291782615964,162.42448931526087,-15.847817095681913,17.251576153545095,-49.84695659050777,100.00000000000034,0.012512291503760858
1955,0.19358721656309716,-1.6420271364690382,0.25124509110606197,-1.381326357686039,0.09984945807913981,-0.005661078223882103,-0.975135749108794,0.049988246486220134,0.11739901282797134,-0.6303903377146077,0.056812469823171174,0.05219636526638549,0.06328574845358315,-0.047089095745264695,-0.006640050057793778,0.015619484596277503,0.07737245251318758,2,1944,1958,peak_to_trough,14,70.93062300913674,29.069376990863255,0.41861246018273485,0.6944221626411639,0.4057287232876212,11.794281213269501,68.86075201338599,31.139247986614027,0.3772150402677196,0.825503881407106,0.35045842938016697,10.913011941468278,11.557054339699484,utilization,wedge,67.4611745795301,81.79364411745452,-60.86028581973499,-8.581930444381388,20.18739756713188,100.00000000000011,0.02249168990813515
1956,0.17801081186594153,-1.7259109897148046,0.23440982068786062,-1.4506843250244286,-0.08388385324576642,-0.009686032618739274,-1.0093262037858959,0.03863106970215787,0.08620856030869584,-0.638142085444639,0.07194433419525266,-0.03419045467710191,-0.011357176784062263,-0.031190452519275505,-0.007751747730031289,0.015131864372081485,-0.0693579673383895,2,1944,1958,peak_to_trough,14,84.81067381191511,15.189326188084896,0.6962134762383022,0.2181705282430621,0.3265246533842741,4.959689468705099,68.86075201338599,31.139247986614027,0.3772150402677196,0.825503881407106,0.35045842938016697,10.913011941468278,11.557054339699484,utilization,wedge,49.29564113419102,16.37472552886666,44.97025174786466,11.176434413383841,-21.81705282430621,99.99999999999997,0.010535007896453365
1957,0.1701738542570581,-1.7709346924043958,0.2257935947369506,-1.4881339946443437,-0.045023702689591216,-0.06378885529166405,-1.018759796147722,0.003721726260851817,0.08453527531496167,-0.6458119189558466,0.08818071888341125,-0.00943359236182606,-0.03490934344130606,-0.0016732849937341615,-0.0076698335112075355,0.016236384688158592,-0.03744966961991514,2,1944,1958,peak_to_trough,14,76.77943601333264,23.220563986667354,0.5355887202666529,0.43355214753414917,0.4750831832754503,11.031699456237208,68.86075201338599,31.139247986614027,0.3772150402677196,0.825503881407106,0.35045842938016697,10.913011941468278,11.557054339699484,utilization,wedge,25.190054965957366,93.21669268543246,4.468090134617197,20.48037696740812,-43.35521475341491,100.00000000000023,0.00869602449688792
1958,0.15987009458892099,-1.8333937023440303,0.2149588797510568,-1.5373085261182502,-0.06245900993963449,0.005864341632283073,-1.0236057007317985,-0.07605214186869354,0.10705367457521693,-0.6514622409761428,0.10675788288316772,-0.004845904584076521,-0.07977386812954536,0.022518399260255256,-0.00565032202029625,0.018577163999756466,-0.04917453147390649,3,1958,1966,trough_to_peak,8,68.71666165451653,31.283338345483465,0.3743332330903307,0.8357082828906724,0.7877682135342825,24.644019561810026,86.32207168129845,13.677928318701545,0.7264414336259691,0.18828673153222217,0.29947092195062125,4.096141803976063,1.5062938522577773,utilization,capacity,9.854500772717898,162.22598515631168,-45.79280897105081,11.4903423600375,-37.77801931801643,99.99999999999982,0.015383435060788424
1959,0.18117027124362645,-1.7083179648179554,0.23897539662983142,-1.4313946753210345,0.12507573752607493,0.009015653975704252,-0.9907895475326001,-0.010627088946542107,0.10364339413401419,-0.6572676278332782,0.12364619485737174,0.032816153199198395,0.06542505292215144,-0.0034102804412027427,-0.005805386857135386,0.016888311974204026,0.10591385079721571,3,1958,1966,trough_to_peak,8,92.58864163566496,7.411358364335042,0.8517728327132992,0.08701097381477128,0.4256986159475321,3.155004997988593,86.32207168129845,13.677928318701545,0.7264414336259691,0.18828673153222217,0.29947092195062125,4.096141803976063,1.5062938522577773,utilization,capacity,30.98381651898268,61.771951854923344,-3.219862572773525,-5.481234808703603,15.945329007571114,100.00000000000001,0.007849655040048784
1960,0.1748393493358537,-1.743887730477283,0.23645878215908933,-1.441981368864546,-0.03556976565932768,0.03321226879635253,-1.017914074608769,-0.02355759018099068,0.12412373357953949,-0.6636343201351954,0.13900088248086948,-0.02712452707616886,-0.012930501234448574,0.020480339445525297,-0.006366692301917221,0.015354687623497731,-0.010586693543511494,3,1958,1966,trough_to_peak,8,56.43515203427209,43.56484796572792,0.12870304068544164,3.3849120994898403,0.43781115837361295,19.073176552245677,86.32207168129845,13.677928318701545,0.7264414336259691,0.18828673153222217,0.29947092195062125,4.096141803976063,1.5062938522577773,utilization,capacity,256.213396228828,122.13918520739257,-193.45359683220022,60.138628512764676,-145.0376131167838,100.00000000000125,0.004612076946828316
1961,0.17661962044164492,-1.7337568959549727,0.23893180403021289,-1.4315771065532035,0.010130834522310339,0.01845778150225737,-1.0087771303990523,-0.042040135177520734,0.13492787559640915,-0.6694995340105793,0.15381181743753988,0.009136944209716669,-0.018482544996530053,0.010804142016869661,-0.005865213875383857,0.014810934956670407,0.010404262311342505,3,1958,1966,trough_to_peak,8,58.80228513678923,41.19771486321077,0.17604570273578465,2.340171570392886,0.34741740041152425,14.3128030006719,86.32207168129845,13.677928318701545,0.7264414336259691,0.18828673153222217,0.29947092195062125,4.096141803976063,1.5062938522577773,utilization,capacity,87.81924115615354,-177.64397362781574,103.84342198957455,-56.37318341147287,142.3544938935636,100.0000000000031,0.004286318320647388
1962,0.1914852263545238,-1.6529446203111833,0.25671420148063956,-1.359791869376106,0.08081227564378946,0.04962824176050362,-0.991415123268762,-0.004984200354713183,0.1445913229955465,-0.6756873542437758,0.16770348549559838,0.017362007130290236,0.03705593482280755,0.009663447399137354,-0.006187820233196528,0.013891668058058498,0.0717852371770975,3,1958,1966,trough_to_peak,8,92.64762867682006,7.3523713231799395,0.8529525735364012,0.08619906371460317,0.32253412972779816,2.3713906861574614,86.32207168129845,13.677928318701545,0.7264414336259691,0.18828673153222217,0.29947092195062125,4.096141803976063,1.5062938522577773,utilization,capacity,24.186041326933783,51.62055079847245,13.461608234708734,-8.619906371460317,19.3517060113448,99.99999999999946,0.005277917192485621
1963,0.2029079187236083,-1.5950030051957722,0.2698010338046096,-1.310070503471532,0.05794161511541107,0.05795174181902141,-0.9726759938513391,0.00910977669288473,0.1539962285601917,-0.6819697789831715,0.181469264109902,0.01873912941742295,0.014093977047597912,0.00940490556464521,-0.0062824247393956645,0.013765778614303614,0.04972136590457388,3,1958,1966,trough_to_peak,8,89.91361940884035,10.086380591159658,0.7982723881768068,0.12635261773485879,0.2639132720492765,2.6619297049472612,86.32207168129845,13.677928318701545,0.7264414336259691,0.18828673153222217,0.29947092195062125,4.096141803976063,1.5062938522577773,utilization,capacity,37.68828365131284,28.345916873336346,18.91521963152676,-12.63526177348588,27.68584161731023,100.00000000000028,0.005015086200258415
1964,0.21015673479192104,-1.5599016704979085,0.27797105510739095,-1.280238289030926,0.035101334697863695,0.05107297106380241,-0.9650802102160413,0.02765911377099783,0.15256887390372664,-0.6888233760813977,0.1934373095917884,0.0075957836352977814,0.0185493370781131,-0.0014273546564650685,-0.006853597098226194,0.011968045481886402,0.02983221444060602,3,1958,1966,trough_to_peak,8,82.15085851267206,17.849141487327937,0.6430171702534413,0.2775842125692041,0.3751913163438239,6.696842890237728,86.32207168129845,13.677928318701545,0.7264414336259691,0.18828673153222217,0.29947092195062125,4.096141803976063,1.5062938522577773,utilization,capacity,25.46168220404988,62.178880870689675,-4.784608461791658,-22.973812795128755,40.11785818218086,100,0.005324794164306845
1965,0.22319137155726482,-1.499725707119776,0.29057208700271364,-1.2359035854438056,0.06017596337813247,0.032445650333394305,-0.9476926328832923,0.05363887994873309,0.15192958158743144,-0.6969403159354443,0.20316090183876645,0.017387577332748982,0.025979766177735262,-6.39292316295198e-4,-0.008116939854046601,0.009723592246978052,0.04433470358712044,3,1958,1966,trough_to_peak,8,85.84214530152263,14.157854698477367,0.7168429060304526,0.19750289190803452,0.38026193686832455,5.383693249543312,86.32207168129845,13.677928318701545,0.7264414336259691,0.18828673153222217,0.29947092195062125,4.096141803976063,1.5062938522577773,utilization,capacity,39.21888707021874,58.59916515892209,-1.4419681751992521,-18.3083210156042,21.932236961662756,100.00000000000013,0.006276842914865145
1966,0.22365154205142118,-1.4976660541955893,0.2871347479249863,-1.2478036684403768,0.00205965292418675,-3.982644954878545e-4,-0.9675923979803669,0.06380238017583742,0.15137233150846888,-0.7059721643910107,0.21058618224669454,-0.019899765097074584,0.010163500227104327,-5.572500789625678e-4,-0.009031848455566482,0.0074252804079280865,-0.011900082996571193,4,1966,1976,peak_to_trough,10,62.638783420398134,37.361216579601866,0.25277566840796273,1.4780384842778258,0.5495506772397217,20.531881873820126,80.09370381517134,19.906296184828665,0.6018740763034266,0.3307385542685045,0.3005486258144887,5.982809963406455,3.3073855426850454,price,wedge,167.22375047979384,-85.40696926259058,4.682741113008455,75.89735683498053,-62.396879165192,100.00000000000026,0.004446015781501339
1967,0.20990579083700914,-1.561096463984372,0.2720338969657409,-1.3018285992531393,-0.06343040978878278,-0.024055121245595796,-0.9899069195742919,0.036435725949679997,0.14594971294557307,-0.7141378645116008,0.2198307459375002,-0.022314521593924996,-0.027366654226157423,-0.0054226185628958035,-0.008165700120590036,0.009244563690805674,-0.054024930812762495,4,1966,1976,peak_to_trough,10,87.25134970928586,12.748650290714142,0.7450269941857172,0.17111662248759046,0.33548473167009113,4.276977521936063,80.09370381517134,19.906296184828665,0.6018740763034266,0.3307385542685045,0.3005486258144887,5.982809963406455,3.3073855426850454,price,wedge,41.3041187803864,50.655602542099885,10.037252211741471,15.114688714531448,-17.111662248759046,100.00000000000017,0.00688744949911936
1968,0.20765212594171834,-1.5718910708565634,0.2730695851554732,-1.2980286255968987,-0.010794606872191359,-0.04838891477055903,-0.9888412640427908,0.044550913928516456,0.13956380063792423,-0.722024275723775,0.2287221996032264,0.001065655531501064,0.00811518797883646,-0.0063859123076488444,-0.00788641121217426,0.00889145366572619,0.0037999736562406294,4,1966,1976,peak_to_trough,10,55.87419727683473,44.12580272316527,0.1174839455366945,3.755900648517371,0.44717177586877654,19.73181356535311,80.09370381517134,19.906296184828665,0.6018740763034266,0.3307385542685045,0.3005486258144887,5.982809963406455,3.3073855426850454,price,wedge,28.04376103373656,213.55905890318553,-168.05148891391323,-207.53857593782385,233.98724491481443,99.99999999999943,0.0016767688790849905
1969,0.19343131350264767,-1.6428327985072664,0.25884832888798714,-1.3515129915639432,-0.07094172765070295,-0.06848847671379373,-1.0271958519943776,0.03033264225252313,0.1381632011258748,-0.7300573692218013,0.2372443862738376,-0.03835458795158675,-0.014218271675993325,-0.001400599512049433,-0.008033093498026278,0.008522186670611193,-0.053484365967044534,4,1966,1976,peak_to_trough,10,87.91671770374,12.083282296260002,0.7583343540748,0.15933977184776404,0.45248653994248067,5.467522597382921,80.09370381517134,19.906296184828665,0.6018740763034266,0.3307385542685045,0.3005486258144887,5.982809963406455,3.3073855426850454,price,wedge,71.71177456832844,26.58397724066543,2.618708264976798,15.019517110805857,-15.933977184776406,100.00000000000011,0.0064626669241628016
1970,0.17091961954627266,-1.7665618941257533,0.2352403445994499,-1.4471475445068693,-0.12372909561848688,-0.05471712024710418,-1.0603833300628316,-0.030668213648740197,0.13381985727600287,-0.7371085854391518,0.24719272736785142,-0.03318747806845401,-0.06100085590126333,-0.004343343849871922,-0.007051216217350498,0.009948341094013824,-0.09563455294292611,4,1966,1976,peak_to_trough,10,91.38904636245127,8.610953637548729,0.8277809272490254,0.10402454748704591,0.43875207985958253,3.7780738180489424,80.09370381517134,19.906296184828665,0.6018740763034266,0.3307385542685045,0.3005486258144887,5.982809963406455,3.3073855426850454,price,wedge,34.70239264699655,63.78537257100801,4.541605221351317,7.37308430934853,-10.402454748704592,99.99999999999983,0.008235047015392362
1971,0.17621641095423654,-1.736042431597876,0.2407993984002927,-1.4237910638882467,0.030519462527877295,-0.019113816188611372,-1.024387027887569,-0.0409067430277814,0.12726084574866878,-0.7432031150039334,0.2574449762823682,0.03599630217526251,-0.010238529379041201,-0.0065590115273340965,-0.0060945295647816256,0.01025224891451676,0.02335648061862261,4,1966,1976,peak_to_trough,10,66.89056309541375,33.109436904586254,0.33781126190827504,0.9801164329913898,0.6549271715110345,21.684269862243738,80.09370381517134,19.906296184828665,0.6018740763034266,0.3307385542685045,0.3005486258144887,5.982809963406455,3.3073855426850454,price,wedge,154.11697833688996,-43.83592522444417,-28.082191124738458,-26.093526949956363,43.894664962247894,99.99999999999886,0.00773319921355477
1972,0.18265169475652618,-1.7001742470731005,0.24641853039303735,-1.4007238456332933,0.03586818452477547,0.01918652743077831,-1.025370124153858,-0.018744357330495308,0.126936285648185,-0.7497756568293465,0.2662300070322217,-9.830962662888965e-4,0.02216238569728609,-3.2456010048378947e-4,-0.006572541825413114,0.00878503074985354,0.023067218254953392,4,1966,1976,peak_to_trough,10,79.70465539697469,20.295344603025313,0.5940931079394938,0.3416189201961371,0.5934246989945677,12.043758762041321,80.09370381517134,19.906296184828665,0.6018740763034266,0.3307385542685045,0.3005486258144887,5.982809963406455,3.3073855426850454,price,wedge,-4.261876119708492,96.07740930151817,-1.4070188130035763,-28.492997086901642,38.084482718097426,100.0000000000019,0.004681571435174754
1973,0.18104633032334685,-1.7090023118334183,0.2433395382079818,-1.4132975343480596,-0.008828064760317833,-0.04278403276880708,-1.0327088395606125,0,0.1046667420371397,-0.7567644352904469,0.27150899846586013,-0.00733871540675457,0.018744357330495308,-0.022269543611045287,-0.006988778461100353,0.005278991433638414,-0.012573688714766273,4,1966,1976,peak_to_trough,10,60.37084180258862,39.629158197411385,0.2074168360517724,1.9106047007447553,0.4469596457385093,17.712634508830334,80.09370381517134,19.906296184828665,0.6018740763034266,0.3307385542685045,0.3005486258144887,5.982809963406455,3.3073855426850454,price,wedge,58.365652063074684,-149.07604089547988,177.1122549335296,55.582563077872926,-41.98442917899564,100.0000000000017,0.004982846992024789
1974,0.15499002330567455,-1.8643945299042972,0.20923146659592853,-1.5643141441639385,-0.15539221807087888,-0.035930322258835044,-1.0616189238221863,-0.045294782176885304,0.031951542059858694,-0.7627720795286183,0.2734200993038926,-0.02891008426157371,-0.045294782176885304,-0.07271519997728101,-0.00600764423817135,0.0019111008380324757,-0.15101660981587894,4,1966,1976,peak_to_trough,10,98.76574818702228,1.234251812977723,0.9753149637404456,0.012654904916502297,0.35109431939263025,0.4333388002365336,80.09370381517134,19.906296184828665,0.6018740763034266,0.3307385542685045,0.3005486258144887,5.982809963406455,3.3073855426850454,price,wedge,19.143645388955026,29.993245267596183,48.15046508191129,3.978134753187702,-1.2654904916502299,99.99999999999999,0.0018639252445499797
1975,0.1639874769967178,-1.8079652138496056,0.21678819861667536,-1.5288344453231821,0.05642931605469159,-0.015488776477339853,-1.0036371486086053,-0.08405900203025705,0.04328401423156789,-0.7675677927119559,0.28314548379606824,0.057981775213580944,-0.03876421985337175,0.011332472171709199,-0.004795713183337602,0.009725384492175637,0.03547969884075641,4,1966,1976,peak_to_trough,10,64.4697490833649,35.5302509166351,0.28939498166729805,1.2277424685090894,0.5738343418908721,20.388478151964858,80.09370381517134,19.906296184828665,0.6018740763034266,0.3307385542685045,0.3005486258144887,5.982809963406455,3.3073855426850454,price,wedge,163.4223995920051,-109.25746587466048,31.94072255960444,-13.516780976248443,27.41112469929944,100.00000000000004,0.012606026022587228
1976,0.17282622980726473,-1.755468641265438,0.2248360066947554,-1.4923840016590921,0.05249657258416773,0.04610725444979188,-0.996290487091087,-0.045341257736581035,0.030177638215898087,-0.7724082231052839,0.29147832805796153,0.0073466615175182826,0.03871774429367602,-0.013106376015669805,-0.0048404303933280435,0.00833284426189329,0.036450443664090004,5,1976,1978,trough_to_peak,2,75.19242453118174,24.80757546881825,0.5038484906236349,0.4923618097597687,0.5483068964415957,13.602164713548397,52.49024895631224,47.509751043687764,0.04980497912624474,9.539156903020308,0.7262733229608567,34.505064763542144,19.078313806040615,utilization,price,20.155204653259176,106.22022779881743,-35.95669818576681,-13.279482790210055,22.860748523899545,99.99999999999929,0.009042471320688208
