"TableName","SeriesCode","LineNumber","LineDescription","TimePeriod","METRIC_NAME","CL_UNIT","UNIT_MULT","DataValue","NoteRef"
"T11400","A451RC","1","Gross value added of corporate business","1946","Current Dollars","Level","6","105,807","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1947","Current Dollars","Level","6","127,503","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1948","Current Dollars","Level","6","146,063","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1949","Current Dollars","Level","6","143,022","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1950","Current Dollars","Level","6","162,114","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1951","Current Dollars","Level","6","185,791","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1952","Current Dollars","Level","6","195,027","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1953","Current Dollars","Level","6","209,184","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1954","Current Dollars","Level","6","206,865","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1955","Current Dollars","Level","6","233,051","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1956","Current Dollars","Level","6","250,053","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1957","Current Dollars","Level","6","261,661","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1958","Current Dollars","Level","6","256,831","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1959","Current Dollars","Level","6","287,446","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1960","Current Dollars","Level","6","299,879","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1961","Current Dollars","Level","6","308,729","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1962","Current Dollars","Level","6","335,950","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1963","Current Dollars","Level","6","357,362","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1964","Current Dollars","Level","6","385,982","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1965","Current Dollars","Level","6","423,777","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1966","Current Dollars","Level","6","465,090","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1967","Current Dollars","Level","6","491,172","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1968","Current Dollars","Level","6","542,111","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1969","Current Dollars","Level","6","590,653","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1970","Current Dollars","Level","6","612,127","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1971","Current Dollars","Level","6","660,922","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1972","Current Dollars","Level","6","732,902","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1973","Current Dollars","Level","6","820,208","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1974","Current Dollars","Level","6","889,579","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1975","Current Dollars","Level","6","965,545","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1976","Current Dollars","Level","6","1,087,308","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1977","Current Dollars","Level","6","1,232,519","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1978","Current Dollars","Level","6","1,406,890","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1979","Current Dollars","Level","6","1,564,355","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1980","Current Dollars","Level","6","1,702,381","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1981","Current Dollars","Level","6","1,935,130","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1982","Current Dollars","Level","6","2,018,565","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1983","Current Dollars","Level","6","2,172,454","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1984","Current Dollars","Level","6","2,434,777","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1985","Current Dollars","Level","6","2,601,493","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1986","Current Dollars","Level","6","2,706,772","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1987","Current Dollars","Level","6","2,895,133","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1988","Current Dollars","Level","6","3,142,537","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1989","Current Dollars","Level","6","3,320,147","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1990","Current Dollars","Level","6","3,467,335","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1991","Current Dollars","Level","6","3,554,697","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1992","Current Dollars","Level","6","3,742,365","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1993","Current Dollars","Level","6","3,918,863","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1994","Current Dollars","Level","6","4,210,085","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1995","Current Dollars","Level","6","4,474,232","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1996","Current Dollars","Level","6","4,770,205","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1997","Current Dollars","Level","6","5,143,154","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1998","Current Dollars","Level","6","5,474,446","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","1999","Current Dollars","Level","6","5,802,061","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","2000","Current Dollars","Level","6","6,216,190","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","2001","Current Dollars","Level","6","6,202,593","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","2002","Current Dollars","Level","6","6,298,540","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","2003","Current Dollars","Level","6","6,524,950","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","2004","Current Dollars","Level","6","6,960,008","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","2005","Current Dollars","Level","6","7,485,433","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","2006","Current Dollars","Level","6","8,029,316","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","2007","Current Dollars","Level","6","8,199,258","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","2008","Current Dollars","Level","6","8,108,788","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","2009","Current Dollars","Level","6","7,817,337","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","2010","Current Dollars","Level","6","8,236,992","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","2011","Current Dollars","Level","6","8,623,024","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","2012","Current Dollars","Level","6","9,173,994","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","2013","Current Dollars","Level","6","9,456,941","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","2014","Current Dollars","Level","6","10,046,512","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","2015","Current Dollars","Level","6","10,489,514","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","2016","Current Dollars","Level","6","10,684,384","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","2017","Current Dollars","Level","6","11,132,703","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","2018","Current Dollars","Level","6","11,796,349","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","2019","Current Dollars","Level","6","12,332,556","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","2020","Current Dollars","Level","6","12,095,295","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","2021","Current Dollars","Level","6","13,818,844","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","2022","Current Dollars","Level","6","15,322,598","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","2023","Current Dollars","Level","6","16,125,928","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","2024","Current Dollars","Level","6","16,961,079","T11400,T11400.1"
"T11400","A451RC","1","Gross value added of corporate business","2025","Current Dollars","Level","6","17,885,075","T11400,T11400.1"
"T11400","A438RC","2","Consumption of fixed capital","1929","Current Dollars","Level","6","5,228","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1930","Current Dollars","Level","6","5,080","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1931","Current Dollars","Level","6","4,752","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1932","Current Dollars","Level","6","4,240","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1933","Current Dollars","Level","6","4,008","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1934","Current Dollars","Level","6","4,104","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1935","Current Dollars","Level","6","4,184","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1936","Current Dollars","Level","6","4,248","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1937","Current Dollars","Level","6","4,744","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1938","Current Dollars","Level","6","4,820","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1939","Current Dollars","Level","6","4,824","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1940","Current Dollars","Level","6","5,040","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1941","Current Dollars","Level","6","5,584","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1942","Current Dollars","Level","6","6,388","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1943","Current Dollars","Level","6","6,552","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1944","Current Dollars","Level","6","6,748","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1945","Current Dollars","Level","6","6,968","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1946","Current Dollars","Level","6","8,000","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1947","Current Dollars","Level","6","9,796","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1948","Current Dollars","Level","6","11,488","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1949","Current Dollars","Level","6","12,412","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1950","Current Dollars","Level","6","13,288","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1951","Current Dollars","Level","6","15,136","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1952","Current Dollars","Level","6","16,116","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1953","Current Dollars","Level","6","17,300","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1954","Current Dollars","Level","6","18,340","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1955","Current Dollars","Level","6","19,560","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1956","Current Dollars","Level","6","22,088","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1957","Current Dollars","Level","6","24,564","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1958","Current Dollars","Level","6","26,396","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1959","Current Dollars","Level","6","27,620","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1960","Current Dollars","Level","6","28,488","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1961","Current Dollars","Level","6","29,524","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1962","Current Dollars","Level","6","30,836","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1963","Current Dollars","Level","6","32,416","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1964","Current Dollars","Level","6","34,412","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1965","Current Dollars","Level","6","37,140","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1966","Current Dollars","Level","6","40,860","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1967","Current Dollars","Level","6","45,096","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1968","Current Dollars","Level","6","49,992","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1969","Current Dollars","Level","6","55,704","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1970","Current Dollars","Level","6","61,804","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1971","Current Dollars","Level","6","67,620","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1972","Current Dollars","Level","6","73,440","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1973","Current Dollars","Level","6","81,980","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1974","Current Dollars","Level","6","96,040","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1975","Current Dollars","Level","6","113,516","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1976","Current Dollars","Level","6","125,028","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1977","Current Dollars","Level","6","140,456","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1978","Current Dollars","Level","6","159,276","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1979","Current Dollars","Level","6","183,352","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1980","Current Dollars","Level","6","212,088","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1981","Current Dollars","Level","6","244,880","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1982","Current Dollars","Level","6","272,520","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1983","Current Dollars","Level","6","285,876","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1984","Current Dollars","Level","6","303,168","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1985","Current Dollars","Level","6","326,864","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1986","Current Dollars","Level","6","349,868","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1987","Current Dollars","Level","6","371,292","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1988","Current Dollars","Level","6","399,856","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1989","Current Dollars","Level","6","427,148","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1990","Current Dollars","Level","6","454,688","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1991","Current Dollars","Level","6","479,628","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1992","Current Dollars","Level","6","494,348","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1993","Current Dollars","Level","6","517,188","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1994","Current Dollars","Level","6","547,584","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1995","Current Dollars","Level","6","590,428","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1996","Current Dollars","Level","6","626,332","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1997","Current Dollars","Level","6","670,056","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1998","Current Dollars","Level","6","714,988","T11400"
"T11400","A438RC","2","Consumption of fixed capital","1999","Current Dollars","Level","6","769,632","T11400"
"T11400","A438RC","2","Consumption of fixed capital","2000","Current Dollars","Level","6","838,608","T11400"
"T11400","A438RC","2","Consumption of fixed capital","2001","Current Dollars","Level","6","888,584","T11400"
"T11400","A438RC","2","Consumption of fixed capital","2002","Current Dollars","Level","6","914,587","T11400"
"T11400","A438RC","2","Consumption of fixed capital","2003","Current Dollars","Level","6","932,541","T11400"
"T11400","A438RC","2","Consumption of fixed capital","2004","Current Dollars","Level","6","973,014","T11400"
"T11400","A438RC","2","Consumption of fixed capital","2005","Current Dollars","Level","6","1,042,069","T11400"
"T11400","A438RC","2","Consumption of fixed capital","2006","Current Dollars","Level","6","1,119,303","T11400"
"T11400","A438RC","2","Consumption of fixed capital","2007","Current Dollars","Level","6","1,188,944","T11400"
"T11400","A438RC","2","Consumption of fixed capital","2008","Current Dollars","Level","6","1,256,741","T11400"
"T11400","A438RC","2","Consumption of fixed capital","2009","Current Dollars","Level","6","1,263,659","T11400"
"T11400","A438RC","2","Consumption of fixed capital","2010","Current Dollars","Level","6","1,270,714","T11400"
"T11400","A438RC","2","Consumption of fixed capital","2011","Current Dollars","Level","6","1,324,537","T11400"
"T11400","A438RC","2","Consumption of fixed capital","2012","Current Dollars","Level","6","1,392,029","T11400"
"T11400","A438RC","2","Consumption of fixed capital","2013","Current Dollars","Level","6","1,447,694","T11400"
"T11400","A438RC","2","Consumption of fixed capital","2014","Current Dollars","Level","6","1,524,311","T11400"
"T11400","A438RC","2","Consumption of fixed capital","2015","Current Dollars","Level","6","1,587,221","T11400"
"T11400","A438RC","2","Consumption of fixed capital","2016","Current Dollars","Level","6","1,629,907","T11400"
"T11400","A438RC","2","Consumption of fixed capital","2017","Current Dollars","Level","6","1,709,313","T11400"
"T11400","A438RC","2","Consumption of fixed capital","2018","Current Dollars","Level","6","1,793,566","T11400"
"T11400","A438RC","2","Consumption of fixed capital","2019","Current Dollars","Level","6","1,891,831","T11400"
"T11400","A438RC","2","Consumption of fixed capital","2020","Current Dollars","Level","6","1,968,202","T11400"
"T11400","A438RC","2","Consumption of fixed capital","2021","Current Dollars","Level","6","2,070,269","T11400"
"T11400","A438RC","2","Consumption of fixed capital","2022","Current Dollars","Level","6","2,287,902","T11400"
"T11400","A438RC","2","Consumption of fixed capital","2023","Current Dollars","Level","6","2,447,353","T11400"
"T11400","A438RC","2","Consumption of fixed capital","2024","Current Dollars","Level","6","2,583,318","T11400"
"T11400","A438RC","2","Consumption of fixed capital","2025","Current Dollars","Level","6","2,742,753","T11400"
"T11400","A439RC","3","Net value added","1929","Current Dollars","Level","6","49,578","T11400"
"T11400","A439RC","3","Net value added","1930","Current Dollars","Level","6","43,098","T11400"
"T11400","A439RC","3","Net value added","1931","Current Dollars","Level","6","33,094","T11400"
"T11400","A439RC","3","Net value added","1932","Current Dollars","Level","6","23,621","T11400"
"T11400","A439RC","3","Net value added","1933","Current Dollars","Level","6","22,868","T11400"
"T11400","A439RC","3","Net value added","1934","Current Dollars","Level","6","29,396","T11400"
"T11400","A439RC","3","Net value added","1935","Current Dollars","Level","6","32,963","T11400"
"T11400","A439RC","3","Net value added","1936","Current Dollars","Level","6","38,476","T11400"
"T11400","A439RC","3","Net value added","1937","Current Dollars","Level","6","43,595","T11400"
"T11400","A439RC","3","Net value added","1938","Current Dollars","Level","6","38,180","T11400"
"T11400","A439RC","3","Net value added","1939","Current Dollars","Level","6","42,499","T11400"
"T11400","A439RC","3","Net value added","1940","Current Dollars","Level","6","49,065","T11400"
"T11400","A439RC","3","Net value added","1941","Current Dollars","Level","6","64,371","T11400"
"T11400","A439RC","3","Net value added","1942","Current Dollars","Level","6","81,090","T11400"
"T11400","A439RC","3","Net value added","1943","Current Dollars","Level","6","96,930","T11400"
"T11400","A439RC","3","Net value added","1944","Current Dollars","Level","6","100,518","T11400"
"T11400","A439RC","3","Net value added","1945","Current Dollars","Level","6","93,853","T11400"
"T11400","A439RC","3","Net value added","1946","Current Dollars","Level","6","97,807","T11400"
"T11400","A439RC","3","Net value added","1947","Current Dollars","Level","6","117,707","T11400"
"T11400","A439RC","3","Net value added","1948","Current Dollars","Level","6","134,575","T11400"
"T11400","A439RC","3","Net value added","1949","Current Dollars","Level","6","130,610","T11400"
"T11400","A439RC","3","Net value added","1950","Current Dollars","Level","6","148,826","T11400"
"T11400","A439RC","3","Net value added","1951","Current Dollars","Level","6","170,655","T11400"
"T11400","A439RC","3","Net value added","1952","Current Dollars","Level","6","178,911","T11400"
"T11400","A439RC","3","Net value added","1953","Current Dollars","Level","6","191,884","T11400"
"T11400","A439RC","3","Net value added","1954","Current Dollars","Level","6","188,525","T11400"
"T11400","A439RC","3","Net value added","1955","Current Dollars","Level","6","213,491","T11400"
"T11400","A439RC","3","Net value added","1956","Current Dollars","Level","6","227,965","T11400"
"T11400","A439RC","3","Net value added","1957","Current Dollars","Level","6","237,097","T11400"
"T11400","A439RC","3","Net value added","1958","Current Dollars","Level","6","230,435","T11400"
"T11400","A439RC","3","Net value added","1959","Current Dollars","Level","6","259,826","T11400"
"T11400","A439RC","3","Net value added","1960","Current Dollars","Level","6","271,391","T11400"
"T11400","A439RC","3","Net value added","1961","Current Dollars","Level","6","279,205","T11400"
"T11400","A439RC","3","Net value added","1962","Current Dollars","Level","6","305,114","T11400"
"T11400","A439RC","3","Net value added","1963","Current Dollars","Level","6","324,946","T11400"
"T11400","A439RC","3","Net value added","1964","Current Dollars","Level","6","351,570","T11400"
"T11400","A439RC","3","Net value added","1965","Current Dollars","Level","6","386,637","T11400"
"T11400","A439RC","3","Net value added","1966","Current Dollars","Level","6","424,230","T11400"
"T11400","A439RC","3","Net value added","1967","Current Dollars","Level","6","446,076","T11400"
"T11400","A439RC","3","Net value added","1968","Current Dollars","Level","6","492,119","T11400"
"T11400","A439RC","3","Net value added","1969","Current Dollars","Level","6","534,949","T11400"
"T11400","A439RC","3","Net value added","1970","Current Dollars","Level","6","550,323","T11400"
"T11400","A439RC","3","Net value added","1971","Current Dollars","Level","6","593,302","T11400"
"T11400","A439RC","3","Net value added","1972","Current Dollars","Level","6","659,462","T11400"
"T11400","A439RC","3","Net value added","1973","Current Dollars","Level","6","738,228","T11400"
"T11400","A439RC","3","Net value added","1974","Current Dollars","Level","6","793,539","T11400"
"T11400","A439RC","3","Net value added","1975","Current Dollars","Level","6","852,029","T11400"
"T11400","A439RC","3","Net value added","1976","Current Dollars","Level","6","962,280","T11400"
"T11400","A439RC","3","Net value added","1977","Current Dollars","Level","6","1,092,063","T11400"
"T11400","A439RC","3","Net value added","1978","Current Dollars","Level","6","1,247,614","T11400"
"T11400","A439RC","3","Net value added","1979","Current Dollars","Level","6","1,381,003","T11400"
"T11400","A439RC","3","Net value added","1980","Current Dollars","Level","6","1,490,293","T11400"
"T11400","A439RC","3","Net value added","1981","Current Dollars","Level","6","1,690,250","T11400"
"T11400","A439RC","3","Net value added","1982","Current Dollars","Level","6","1,746,045","T11400"
"T11400","A439RC","3","Net value added","1983","Current Dollars","Level","6","1,886,578","T11400"
"T11400","A439RC","3","Net value added","1984","Current Dollars","Level","6","2,131,609","T11400"
"T11400","A439RC","3","Net value added","1985","Current Dollars","Level","6","2,274,629","T11400"
"T11400","A439RC","3","Net value added","1986","Current Dollars","Level","6","2,356,904","T11400"
"T11400","A439RC","3","Net value added","1987","Current Dollars","Level","6","2,523,841","T11400"
"T11400","A439RC","3","Net value added","1988","Current Dollars","Level","6","2,742,681","T11400"
"T11400","A439RC","3","Net value added","1989","Current Dollars","Level","6","2,892,999","T11400"
"T11400","A439RC","3","Net value added","1990","Current Dollars","Level","6","3,012,647","T11400"
"T11400","A439RC","3","Net value added","1991","Current Dollars","Level","6","3,075,069","T11400"
"T11400","A439RC","3","Net value added","1992","Current Dollars","Level","6","3,248,017","T11400"
"T11400","A439RC","3","Net value added","1993","Current Dollars","Level","6","3,401,675","T11400"
"T11400","A439RC","3","Net value added","1994","Current Dollars","Level","6","3,662,501","T11400"
"T11400","A439RC","3","Net value added","1995","Current Dollars","Level","6","3,883,804","T11400"
"T11400","A439RC","3","Net value added","1996","Current Dollars","Level","6","4,143,873","T11400"
"T11400","A439RC","3","Net value added","1997","Current Dollars","Level","6","4,473,098","T11400"
"T11400","A439RC","3","Net value added","1998","Current Dollars","Level","6","4,759,458","T11400"
"T11400","A439RC","3","Net value added","1999","Current Dollars","Level","6","5,032,429","T11400"
"T11400","A439RC","3","Net value added","2000","Current Dollars","Level","6","5,377,582","T11400"
"T11400","A439RC","3","Net value added","2001","Current Dollars","Level","6","5,314,009","T11400"
"T11400","A439RC","3","Net value added","2002","Current Dollars","Level","6","5,383,953","T11400"
"T11400","A439RC","3","Net value added","2003","Current Dollars","Level","6","5,592,409","T11400"
"T11400","A439RC","3","Net value added","2004","Current Dollars","Level","6","5,986,994","T11400"
"T11400","A439RC","3","Net value added","2005","Current Dollars","Level","6","6,443,365","T11400"
"T11400","A439RC","3","Net value added","2006","Current Dollars","Level","6","6,910,013","T11400"
"T11400","A439RC","3","Net value added","2007","Current Dollars","Level","6","7,010,314","T11400"
"T11400","A439RC","3","Net value added","2008","Current Dollars","Level","6","6,852,047","T11400"
"T11400","A439RC","3","Net value added","2009","Current Dollars","Level","6","6,553,678","T11400"
"T11400","A439RC","3","Net value added","2010","Current Dollars","Level","6","6,966,278","T11400"
"T11400","A439RC","3","Net value added","2011","Current Dollars","Level","6","7,298,487","T11400"
"T11400","A439RC","3","Net value added","2012","Current Dollars","Level","6","7,781,965","T11400"
"T11400","A439RC","3","Net value added","2013","Current Dollars","Level","6","8,009,247","T11400"
"T11400","A439RC","3","Net value added","2014","Current Dollars","Level","6","8,522,202","T11400"
"T11400","A439RC","3","Net value added","2015","Current Dollars","Level","6","8,902,292","T11400"
"T11400","A439RC","3","Net value added","2016","Current Dollars","Level","6","9,054,477","T11400"
"T11400","A439RC","3","Net value added","2017","Current Dollars","Level","6","9,423,390","T11400"
"T11400","A439RC","3","Net value added","2018","Current Dollars","Level","6","10,002,784","T11400"
"T11400","A439RC","3","Net value added","2019","Current Dollars","Level","6","10,440,725","T11400"
"T11400","A439RC","3","Net value added","2020","Current Dollars","Level","6","10,127,094","T11400"
"T11400","A439RC","3","Net value added","2021","Current Dollars","Level","6","11,748,575","T11400"
"T11400","A439RC","3","Net value added","2022","Current Dollars","Level","6","13,034,696","T11400"
"T11400","A439RC","3","Net value added","2023","Current Dollars","Level","6","13,678,575","T11400"
