year,true_sample,regime_code,wsh,ECT,theta_active,y,k_nr,dlog_k_nr,log_y_p,y_p,u
1944,ISI1931_1973,baseline_split,0.6254367210587357,-6.1553096570327765,1.2812512604998414,15.484557595714834,17.482283323347605,3.620442540466229e-4,15.251457440919346,4203623.464332716,1.2625079192178272
1945,ISI1931_1973,baseline_split,0.6044555633395453,-6.117202996690797,1.28276041454326,15.567324070535784,17.494187794426118,0.011904471078512557,15.266728025174936,4268307.87803936,1.350663624485924
1946,ISI1931_1973,baseline_split,0.5719435501825137,-6.107607067750084,1.283072919287061,15.649521142658346,17.511608639984978,0.01742084555885981,15.289080240342592,4364788.272458841,1.4339615121548641
1947,ISI1931_1973,baseline_split,0.6818860563830722,-5.860581836938859,1.282361028211746,15.535723871028182,17.548511801188884,0.03690316120390591,15.336403416088297,4576309.3665740015,1.2205730418961744
1948,ISI1931_1973,baseline_split,0.5947289826246759,-6.127510052427425,1.2817276572729108,15.689274583530272,17.575541151747718,0.027029350558834153,15.37104768225768,4737630.538327943,1.3746881443322523
1949,ISI1931_1973,baseline_split,0.5904415851407467,-6.0868763905572925,1.280761060055866,15.667443486609544,17.615196390684105,0.039655238936386894,15.421836568114616,4984464.673327405,1.27839696056294
1950,ISI1931_1973,baseline_split,0.5640614965956121,-6.238401970169426,1.2797934171183865,15.715544986005517,17.64333008178963,0.028133691105526992,15.457841880790712,5167201.896829407,1.2939545932187948
1951,ISI1931_1973,baseline_split,0.5267448831360416,-6.144845071191208,1.2784833757739913,15.758133041729227,17.682715842048573,0.03938576025894136,15.508195920523988,5434053.533616598,1.2839446812553974
1952,ISI1931_1973,baseline_split,0.6375593229564251,-6.0913163726494925,1.2771578551902574,15.8205799004799,17.723564389929642,0.04084854788106895,15.560365964323411,5725073.606333499,1.2972075765852538
1953,ISI1931_1973,baseline_split,0.4335714681918066,-6.351281707300348,1.276505077360366,15.893263284327064,17.758208087995182,0.03464369806554046,15.604588820802613,5983934.309002892,1.3346571782074963
1954,ISI1931_1973,baseline_split,0.42522651626408575,-6.39913021901507,1.2760694298053263,15.860338646771549,17.784414713873893,0.02620662587871081,15.63803029494478,6187429.519119174,1.2489564364932138
1955,ISI1931_1973,baseline_split,0.41849944096052066,-6.297242212420575,1.275055949692665,15.897281785343344,17.817577662104615,0.03316294823072141,15.680314909395712,6454672.914929668,1.24230295134821
1956,ISI1931_1973,baseline_split,0.5117340439004434,-6.334463600524863,1.2737021018062469,15.913928502478369,17.857326594906084,0.039748932801469294,15.730943208649498,6789875.806024074,1.2007967488285016
1957,ISI1931_1973,baseline_split,0.5364323677274111,-6.276405506526782,1.2716493677779444,16.011616639182336,17.91244237514926,0.055115780243177426,15.801031155750323,7282837.827969207,1.2344005695093325
1958,ISI1931_1973,baseline_split,0.4467800326865331,-6.515616725840397,1.2699114489254522,16.06507652300002,17.963398041123572,0.05095566597431045,15.865740339358721,7769686.23054122,1.2205922400760845
1959,ISI1931_1973,baseline_split,0.5750776192763191,-6.436232928277018,1.2693365345552765,16.006793843735952,17.992851146322657,0.029453105199085172,15.90312624184402,8065661.133717218,1.1092316871159116
1960,ISI1931_1973,baseline_split,0.6093126657451776,-6.151360696959494,1.2686867754695972,16.0864941939034,18.036453305815563,0.04360215949290591,15.958443724974586,8524404.497042254,1.1366103647571335
1961,ISI1931_1973,baseline_split,0.6588962612543945,-6.002397019649123,1.2672543876250768,16.133210487830446,18.08204001278635,0.045586706970787816,16.016213679400696,9031361.411304506,1.124115841990133
1962,ISI1931_1973,baseline_split,0.5941905193772513,-6.261944812421257,1.2666587758794314,16.17950836250323,18.127527031421703,0.04548701863535243,16.073830210743758,9566999.7711904,1.1114640961703728
1963,ISI1931_1973,baseline_split,0.5576814422070525,-6.401067253088012,1.2674844435667827,16.240849479811228,18.178474618583483,0.050947587161779495,16.138405484908574,10205174.820112221,1.1078752535108871
1964,ISI1931_1973,baseline_split,0.6767742739731578,-6.263455958924535,1.267755868757924,16.262856465148943,18.22542297827015,0.04694835968666666,16.197924543429902,10831017.249594614,1.0670863765052012
1965,ISI1931_1973,baseline_split,0.6381088691725728,-6.348927188961849,1.2684404753699212,16.27090691739565,18.261982649883507,0.03655967161335738,16.24429831067052,11345120.64875404,1.0269657765949713
1966,ISI1931_1973,baseline_split,0.553495656761064,-6.26497762493587,1.2682675052157946,16.376627828568118,18.29802938444872,0.03604673456521468,16.29001521278872,11875823.024251407,1.090474165401221
1967,ISI1931_1973,baseline_split,0.5791916250038267,-6.376049528985654,1.2681045885753528,16.408577693072512,18.33487953776496,0.03685015331623731,16.336745061298746,12443949.282081125,1.0744754959559144
1968,ISI1931_1973,baseline_split,0.5394079097121091,-6.371793412790535,1.2675994804757538,16.44375368102013,18.37385834328539,0.03897880552043276,16.386154574926014,13074241.763652006,1.0592902475716925
1969,ISI1931_1973,baseline_split,0.5005314522990513,-6.296999468257914,1.26739332567932,16.480286233867023,18.411427467906176,0.03756912462078432,16.43376943272201,13711828.777985524,1.0476156800636345
1970,ISI1931_1973,baseline_split,0.5092767661923354,-6.358749198827397,1.2673416228847325,16.500640555722857,18.45288374265049,0.04145627474431279,16.486308695235223,14451498.870927878,1.0144350539957947
1971,ISI1931_1973,baseline_split,0.5623170054214746,-6.409366339648799,1.267509554607342,16.586407474257214,18.48567837150951,0.03279462885902262,16.527876200653836,15064871.497714488,1.0602781438942495
1972,ISI1931_1973,baseline_split,0.6903477385078481,-6.232778661117724,1.2680830418067852,16.57420161976761,18.50381745327479,0.01813908176528045,16.550878062634336,15415407.629351497,1.0235976783035932
1973,ISI1931_1973,baseline_split,0.5450286722310115,-6.265578899575184,1.268439586837066,16.516943008225347,18.52064505221152,0.016827598936728805,16.5722228552771,15747983.058804184,0.9462203139335387
1974,POST1974,baseline_split,0.3944709808320595,-6.84902210484495,1.1787143526582682,16.526640932623458,18.543941490581236,0.023296438369715844,16.599682701549302,16186412.303322602,0.9295620024085586
1975,POST1974,baseline_split,0.4927199418713367,-6.970494435677169,1.1872454268123005,16.388409597099926,18.55595286449186,0.012011373910624457,16.613943150294425,16418891.495401295,0.7980902815201909
1976,POST1974,baseline_split,0.485581282901028,-7.02431051148395,1.1868569549793893,16.422987171700672,18.562050720177513,0.006097855685652576,16.621180432725403,16538150.686031045,0.8202113229387034
1977,POST1974,baseline_split,0.5044183129122691,-6.847246697064788,1.188255508006934,16.517011773888736,18.57668760712248,0.014636886944966676,16.638572794257833,16828304.094220173,0.8855370159046326
1978,POST1974,baseline_split,0.44556606720713365,-6.757227904456791,1.1827631263197966,16.5959837015192,18.602118721249106,0.025431114126625687,16.668651778308035,17342171.953524932,0.9299094373325256
1979,POST1974,baseline_split,0.4299995843258176,-6.711866210146988,1.1806816163041765,16.67554930097866,18.63172021846521,0.029601497216106054,16.70360172188617,17958996.082878456,0.9723373946566214
1980,POST1974,baseline_split,0.4640163206762214,-6.588234153575728,1.1827577702584355,16.752000091985142,18.672640152636006,0.04091993417079465,16.752000091985142,18849559.294542924,1
1981,POST1974,baseline_split,0.5415162292349118,-6.310638287462654,1.1890501707348755,16.8122688938105,18.728070219194823,0.05543006655881655,16.817909222090748,20133773.208261933,0.9943755485071846
1982,POST1974,baseline_split,0.6064176749716583,-6.6227467504993385,1.1951737129090645,16.66622576458749,18.746923719885604,0.01885350069078129,16.84044243051268,20592601.741927862,0.8401148536757421
1983,POST1974,baseline_split,0.5702478847140596,-6.8825943388375155,1.1923728183680418,16.63780534237784,18.75723697695055,0.010313257064947123,16.852739677905767,20847397.492312513,0.8065944030340699
1984,POST1974,baseline_split,0.5647610479727213,-6.753605016467912,1.1925872319605064,16.69499388609253,18.77908553905292,0.021848562102370295,16.87879599410575,21397742.721090183,0.832100453546656
1985,POST1974,baseline_split,0.4814043627812959,-7.044597263910507,1.1859352588739347,16.71448548695257,18.803624931879423,0.024539392826500972,16.907898125290057,22029612.41885849,0.8241418314507936
1986,POST1974,baseline_split,0.47753279064535087,-6.9592537926218725,1.1863781659289614,16.768937942973665,18.82602895356342,0.02240402168399669,16.93447776744495,22623002.750777245,0.8474361138377204
1987,POST1974,baseline_split,0.4465858348198765,-6.892303603316961,1.1841936376705406,16.831647050468604,18.85897887652848,0.032949922965059386,16.973496856581907,23523179.544704664,0.8677515776810851
1988,POST1974,baseline_split,0.41563369995406857,-6.879346636991286,1.181710173394906,16.902500133513435,18.897874607320688,0.03889573079220909,17.01946033736069,24629619.89464463,0.8896205959360796
1989,POST1974,baseline_split,0.4162439907912032,-6.688118513093787,1.1812966169057535,17.003031323349642,18.953859208135864,0.05598460081517587,17.085594756902477,26313554.82337052,0.9207530293683588
1990,POST1974,baseline_split,0.4656652389700015,-6.633739419268117,1.1851607496596377,17.040067286980953,19.00812688353401,0.054267675398147475,17.14991067575963,28061544.55248456,0.8959744439612276
1991,POST1974,baseline_split,0.4341830271623798,-6.731903722515115,1.1822732826654765,17.116396175818338,19.05581576834229,0.047688884808277265,17.20629197014857,29689142.666380636,0.9140264270447914
1992,POST1974,baseline_split,0.41500364282560354,-6.642303269675708,1.179673854588539,17.23120802859673,19.118339818750215,0.06252405040792652,17.280049957697777,31961734.798661314,0.9523316537220619
1993,POST1974,baseline_split,0.4061028796031479,-6.613607606400265,1.177550092399331,17.29857322468766,19.190861914083005,0.07252209533278986,17.3654483577579,34811152.15941231,0.9353119835812649
1994,POST1974,baseline_split,0.4066280414062997,-6.657564826621721,1.1762573076029084,17.354053034139593,19.26302395137627,0.07216203729326409,17.450329481455615,37894990.38328659,0.9082129083403894
1995,POST1974,baseline_split,0.3866670095911675,-6.608485499446164,1.1704780713282648,17.453848714851386,19.338957854010452,0.07593390263418343,17.539208449359304,41417267.8375248,0.9181819232615253
1996,POST1974,baseline_split,0.4024880657943085,-6.535392245540706,1.1682440906811715,17.524966669638847,19.421585730462063,0.0826278764516104,17.635737977749432,45614580.799516104,0.8951434375668572
1997,POST1974,baseline_split,0.3972574387492811,-6.553965695112357,1.1635409375418235,17.588881477612897,19.511120666087535,0.08953493562547266,17.739915540689843,50622947.56736094,0.8598184100997167
1998,POST1974,baseline_split,0.4050958330904684,-6.56449119879645,1.16135443505472,17.620935307289084,19.600672640425444,0.08955197433790829,17.84391712325508,56171334.544642314,0.8001293987424657
1999,POST1974,baseline_split,0.42510299621684927,-6.782225645405905,1.1621066899707486,17.61361081113189,19.661824042095525,0.06115140167008093,17.91498157623697,60308377.12857415,0.7398034285952896
2000,POST1974,baseline_split,0.4261650910860889,-6.701563151028765,1.1601858233419786,17.6572225677643,19.72844449754665,0.06662045545112605,17.99227368419595,65154614.25974772,0.7153015217566959
2001,POST1974,baseline_split,0.4183546082112362,-6.751958106982524,1.1575042282637418,17.690156065165045,19.793483469008063,0.06503897146141213,18.06755656866446,70248995.60684499,0.6856414171122919
2002,POST1974,baseline_split,0.42689901838608074,-6.773246943185896,1.1571492965909036,17.711593717770285,19.856406272701236,0.06292280369317282,18.140367646697545,75554714.46818705,0.6513071542457849
2003,POST1974,baseline_split,0.4259551372862888,-6.736687810753731,1.155650627187241,17.75039846302527,19.921203578068027,0.06479730536679185,18.21525069328472,81429705.21101925,0.6282279314094498
2004,POST1974,baseline_split,0.401823594993902,-6.685155629233254,1.1502263125138823,17.809054906822023,19.993937112703023,0.07273353463499532,18.298910718624033,88535195.36168627,0.6127147340488651
2005,POST1974,baseline_split,0.3887470001595428,-6.572470947781927,1.1452093195597752,17.86315904587946,20.090798975658934,0.0968618629559117,18.409837826791065,98921565.53747833,0.5788691726507799
2006,POST1974,baseline_split,0.3651752066024995,-6.629361096102992,1.1387119319669785,17.90803632017195,20.1848119731194,0.09401299746046377,18.516891548759276,110099113.375577,0.5439732377834524
2007,POST1974,baseline_split,0.3559182343457447,-6.566878251059462,1.1342799022740158,17.953012417762558,20.282814696817866,0.09800272369846752,18.62805406861856,123044184.03365943,0.5091352142484264
2008,POST1974,baseline_split,0.3768038606709044,-6.400778680072806,1.1344425837992946,17.98898097691127,20.39855887473301,0.11574417791514335,18.759359192872342,140309210.6886187,0.46283798249082164
2009,POST1974,baseline_split,0.3918599767086992,-6.697068453651044,1.135374059754431,17.972019042945508,20.480968890978023,0.08241001624501365,18.85292538758087,154071199.44314915,0.4144071457271899
2010,POST1974,baseline_split,0.3749755558960666,-6.463014948619586,1.13060203503117,18.022694459592724,20.553593611644335,0.07262472066631176,18.935035044559772,167255818.32515466,0.4015831836081384
