gamma,ok,ssr,n_r1,n_r2,msg
-5.936515942800032,TRUE,0.006102136566597954,25,11,NA
-5.935424859832148,TRUE,0.006102136566597954,25,11,NA
-5.934333776864262,TRUE,0.006102136566597954,25,11,NA
-5.933242693896377,TRUE,0.006102136566597954,25,11,NA
-5.932151610928491,TRUE,0.006102136566597954,25,11,NA
-5.9310605279606055,TRUE,0.006102136566597954,25,11,NA
-5.929969444992722,TRUE,0.006102136566597954,25,11,NA
-5.929053619309371,TRUE,0.002817537446539876,26,10,NA
-5.928854755244576,TRUE,0.002817537446539876,26,10,NA
-5.92865589117978,TRUE,0.002817537446539876,26,10,NA
-5.928457027114984,TRUE,0.002817537446539876,26,10,NA
-5.928258163050188,TRUE,0.002817537446539876,26,10,NA
-5.928059298985392,TRUE,0.002817537446539876,26,10,NA
-5.927860434920596,TRUE,0.002817537446539876,26,10,NA
-5.927664700257609,TRUE,0.0018978083715928435,27,9,NA
-5.927500885493073,TRUE,0.0018978083715928435,27,9,NA
-5.9273370707285356,TRUE,0.0018978083715928435,27,9,NA
-5.927173255963999,TRUE,0.0018978083715928435,27,9,NA
-5.927009441199463,TRUE,0.0018978083715928435,27,9,NA
-5.926845626434925,TRUE,0.0018978083715928435,27,9,NA
-5.926681811670389,TRUE,0.0018978083715928435,27,9,NA
-5.926517996905853,TRUE,0.0018978083715928435,27,9,NA
-5.922399735713368,TRUE,0.0018978083715950624,28,8,NA
-5.918209575494921,TRUE,0.0018978083715950624,28,8,NA
-5.914019415276474,TRUE,0.0018978083715950624,28,8,NA
-5.9098292550580265,TRUE,0.0018978083715950624,28,8,NA
-5.90563909483958,TRUE,0.0018978083715950624,28,8,NA
-5.901448934621133,TRUE,0.0018978083715950624,28,8,NA
-5.897258774402685,TRUE,0.0018978083715950624,28,8,NA
-5.894627151331244,FALSE,NA,NA,NA,"Regime split too small: n_r1=29, n_r2=7"
-5.892218176423659,FALSE,NA,NA,NA,"Regime split too small: n_r1=29, n_r2=7"
-5.8898092015160755,FALSE,NA,NA,NA,"Regime split too small: n_r1=29, n_r2=7"
-5.8874002266084915,FALSE,NA,NA,NA,"Regime split too small: n_r1=29, n_r2=7"
-5.8849912517009075,FALSE,NA,NA,NA,"Regime split too small: n_r1=29, n_r2=7"
-5.882582276793324,FALSE,NA,NA,NA,"Regime split too small: n_r1=29, n_r2=7"
-5.88017330188574,FALSE,NA,NA,NA,"Regime split too small: n_r1=29, n_r2=7"
-5.876582858365596,FALSE,NA,NA,NA,"Regime split too small: n_r1=30, n_r2=6"
-5.872635226660262,FALSE,NA,NA,NA,"Regime split too small: n_r1=30, n_r2=6"
-5.868687594954927,FALSE,NA,NA,NA,"Regime split too small: n_r1=30, n_r2=6"
-5.864739963249591,FALSE,NA,NA,NA,"Regime split too small: n_r1=30, n_r2=6"
-5.860792331544256,FALSE,NA,NA,NA,"Regime split too small: n_r1=30, n_r2=6"
-5.856844699838922,FALSE,NA,NA,NA,"Regime split too small: n_r1=30, n_r2=6"
-5.852897068133586,FALSE,NA,NA,NA,"Regime split too small: n_r1=30, n_r2=6"
-5.849355639349357,FALSE,NA,NA,NA,"Regime split too small: n_r1=31, n_r2=5"
-5.8460228012543425,FALSE,NA,NA,NA,"Regime split too small: n_r1=31, n_r2=5"
-5.842689963159328,FALSE,NA,NA,NA,"Regime split too small: n_r1=31, n_r2=5"
-5.839357125064315,FALSE,NA,NA,NA,"Regime split too small: n_r1=31, n_r2=5"
-5.836024286969302,FALSE,NA,NA,NA,"Regime split too small: n_r1=31, n_r2=5"
-5.832691448874288,FALSE,NA,NA,NA,"Regime split too small: n_r1=31, n_r2=5"
-5.829358610779274,FALSE,NA,NA,NA,"Regime split too small: n_r1=31, n_r2=5"
-5.8270279681422545,FALSE,NA,NA,NA,"Regime split too small: n_r1=32, n_r2=4"
-5.825505547648779,FALSE,NA,NA,NA,"Regime split too small: n_r1=32, n_r2=4"
-5.823983127155303,FALSE,NA,NA,NA,"Regime split too small: n_r1=32, n_r2=4"
-5.822460706661827,FALSE,NA,NA,NA,"Regime split too small: n_r1=32, n_r2=4"
