year,true_sample,regime_code,wsh,ECT,theta_r1,theta_r2,theta_active,y,k_nr,dlog_k_nr,log_y_p,y_p,u
1943,ISI1931_1973,high_ect_side,0.6030991976573497,-6.240265201363993,1.243622364092736,1.7168715191470698,1.7168715191470698,15.46580754720138,17.48192127909356,-0.002323534350161083,15.132934376565023,3733790.0560811325,1.3949703640462263
1944,ISI1931_1973,low_ect_side,0.6254367210587357,-6.1553096570327765,1.245539995915857,1.718898547468986,1.245539995915857,15.484557595714834,17.482283323347605,3.620442540466229e-4,15.13338531716373,3735474.153289832,1.4207320664917358
1945,ISI1931_1973,high_ect_side,0.6044555633395453,-6.117202996690797,1.2476076516844796,1.7203139443508937,1.7203139443508937,15.567324070535784,17.494187794426118,0.011904471078512557,15.153864744760218,3812763.2426256253,1.512039385116506
1946,ISI1931_1973,high_ect_side,0.5719435501825137,-6.107607067750084,1.248109437132555,1.7202097483482064,1.7202097483482064,15.649521142658346,17.511608639984978,0.01742084555885981,15.183832253115037,3928751.5165807786,1.593111288661518
1947,ISI1931_1973,high_ect_side,0.6818860563830722,-5.860581836938859,1.24686915000791,1.7209716319112858,1.7209716319112858,15.535723871028182,17.548511801188884,0.03690316120390591,15.247341546674809,4186357.351831035,1.3342673295135912
1948,ISI1931_1973,high_ect_side,0.5947289826246759,-6.127510052427425,1.2462582013444206,1.718991899255348,1.718991899255348,15.689274583530272,17.575541151747718,0.027029350558834153,15.293804781327578,4385458.684197408,1.4850817217213763
1949,ISI1931_1973,high_ect_side,0.5904415851407467,-6.0868763905572925,1.2449829355873432,1.717820715633967,1.717820715633967,15.667443486609544,17.615196390684105,0.039655238936386894,15.361925372255918,4694608.930447459,1.357328072012114
1950,ISI1931_1973,high_ect_side,0.5640614965956121,-6.238401970169426,1.2437689177859008,1.7163103453570812,1.7163103453570812,15.715544986005517,17.64333008178963,0.028133691105526992,15.410211517353414,4926855.521919535,1.3570774703550312
1951,ISI1931_1973,low_ect_side,0.5267448831360416,-6.144845071191208,1.2421345806913942,1.7142155785653532,1.2421345806913942,15.758133041729227,17.682715842048573,0.03938576025894136,15.459133932157865,5173882.502017715,1.3485084227218578
1952,ISI1931_1973,high_ect_side,0.6375593229564251,-6.0913163726494925,1.2400464137263052,1.7144405920600838,1.7144405920600838,15.8205799004799,17.723564389929642,0.04084854788106895,15.52916634077188,5549211.151590146,1.3383179438965762
1953,ISI1931_1973,high_ect_side,0.4335714681918066,-6.351281707300348,1.2397878137211766,1.7103980259261984,1.7103980259261984,15.893263284327064,17.758208087995182,0.03464369806554046,15.588420853553965,5887964.166701461,1.3564112574936065
1954,ISI1931_1973,low_ect_side,0.42522651626408575,-6.39913021901507,1.2392369629582314,1.7097411359521917,1.2392369629582314,15.860338646771549,17.784414713873893,0.02620662587871081,15.62089707301728,6082321.903220841,1.2705394496071967
1955,ISI1931_1973,low_ect_side,0.41849944096052066,-6.297242212420575,1.237917874042466,1.708415856042392,1.237917874042466,15.897281785343344,17.817577662104615,0.03316294823072141,15.661950079388035,6337215.785382889,1.2653284161003204
1956,ISI1931_1973,low_ect_side,0.5117340439004434,-6.334463600524863,1.2358336344962737,1.7083837009207323,1.2358336344962737,15.913928502478369,17.857326594906084,0.039748932801469294,15.711073147479423,6656292.111600742,1.2248952804540107
1957,ISI1931_1973,low_ect_side,0.5364323677274111,-6.276405506526782,1.233028957442666,1.7064168146098322,1.233028957442666,16.011616639182336,17.91244237514926,0.055115780243177426,15.779032500531308,7124374.56938945,1.2618566128057647
1958,ISI1931_1973,low_ect_side,0.4467800326865331,-6.515616725840397,1.231022989887162,1.7027628669517083,1.231022989887162,16.06507652300002,17.963398041123572,0.05095566597431045,15.841760096810695,7585583.506501482,1.2502161122735462
1959,ISI1931_1973,low_ect_side,0.5750776192763191,-6.436232928277018,1.229825337896389,1.7044357735180444,1.229825337896389,16.006793843735952,17.992851146322657,0.029453105199085172,15.877982271864258,7865386.789680906,1.1374757715407087
1960,ISI1931_1973,low_ect_side,0.6093126657451776,-6.151360696959494,1.2288432151681306,1.7043222639296212,1.2288432151681306,16.0864941939034,18.036453305815563,0.04360215949290591,15.931562489723795,8298310.432732301,1.167578217669831
1961,ISI1931_1973,high_ect_side,0.6588962612543945,-6.002397019649123,1.2267605007534887,1.7036276112458832,1.7036276112458832,16.133210487830446,18.08204001278635,0.045586706970787816,16.009225262425005,8968466.515753407,1.1319991460471994
1962,ISI1931_1973,high_ect_side,0.5941905193772513,-6.261944812421257,1.226194799512928,1.701718285988692,1.701718285988692,16.17950836250323,18.127527031421703,0.04548701863535243,16.086631353811892,9690255.528135618,1.0973267653132917
1963,ISI1931_1973,low_ect_side,0.5576814422070525,-6.401067253088012,1.2274221661471527,1.7019739209284652,1.2274221661471527,16.240849479811228,18.178474618583483,0.050947587161779495,16.149165551605975,10315576.079113211,1.096018346842214
1964,ISI1931_1973,low_ect_side,0.6767742739731578,-6.263455958924535,1.2273677921018733,1.7045283842566157,1.2273677921018733,16.262856465148943,18.22542297827015,0.04694835968666666,16.206788456177403,10927449.192245685,1.0576696123132516
1965,ISI1931_1973,low_ect_side,0.6381088691725728,-6.348927188961849,1.2284157636194757,1.7045768871991285,1.2284157636194757,16.27090691739565,18.261982649883507,0.03655967161335738,16.251698933100002,11429393.052585974,1.0193936444398692
1966,ISI1931_1973,low_ect_side,0.553495656761064,-6.26497762493587,1.2284777343717797,1.7028016031152318,1.2284777343717797,16.376627828568118,18.29802938444872,0.03604673456521468,16.295981543910177,11946889.910226151,1.0839874057714503
1967,ISI1931_1973,low_ect_side,0.5791916250038267,-6.376049528985654,1.2281719949745509,1.7030941211844743,1.2281719949745509,16.408577693072512,18.33487953776496,0.03685015331623731,16.3412398702237,12500008.349392409,1.0696567716424186
1968,ISI1931_1973,low_ect_side,0.5394079097121091,-6.371793412790535,1.2276390682969245,1.701761884914304,1.2276390682969245,16.44375368102013,18.37385834328539,0.03897880552043276,16.38909177471613,13112699.875746911,1.0561834653324755
1969,ISI1931_1973,low_ect_side,0.5005314522990513,-6.296999468257914,1.2275018021001975,1.7007851820116866,1.2275018021001975,16.480286233867023,18.411427467906176,0.03756912462078432,16.43520794289147,13731567.576952275,1.0461097576562104
1970,ISI1931_1973,low_ect_side,0.5092767661923354,-6.358749198827397,1.227402465491953,1.7008904678305143,1.227402465491953,16.500640555722857,18.45288374265049,0.04145627474431279,16.486091476722752,14448360.078754378,1.0146554320034475
1971,ISI1931_1973,low_ect_side,0.5623170054214746,-6.409366339648799,1.227439306020719,1.702090624107535,1.227439306020719,16.586407474257214,18.48567837150951,0.03279462885902262,16.526344893210677,15041820.201674825,1.061902999467019
1972,ISI1931_1973,low_ect_side,0.6903477385078481,-6.232778661117724,1.227757936867246,1.7051487602160171,1.227757936867246,16.57420161976761,18.50381745327479,0.01813908176528045,16.548615294815484,15380565.575658517,1.0259164646376864
1973,ISI1931_1973,low_ect_side,0.5450286722310115,-6.265578899575184,1.2287357120341589,1.7028431407420392,1.2287357120341589,16.516943008225347,18.52064505221152,0.016827598936728805,16.56929196657683,15701895.045615377,0.948997648400582
1975,POST1974,low_ect_side,0.4927199418713367,-6.970494435677169,1.1558788175375978,1.2551968909632665,1.1558788175375978,16.388409597099926,18.55595286449186,0.0353078122803403,16.61010351888527,16355969.879122378,0.8011605445997192
1976,POST1974,low_ect_side,0.485581282901028,-7.02431051148395,1.1569846689548835,1.2554751295423316,1.1569846689548835,16.422987171700672,18.562050720177513,0.006097855685652576,16.61715864442707,16471771.316484397,0.8235166815103834
1977,POST1974,low_ect_side,0.5044183129122691,-6.847246697064788,1.1542829094988054,1.2551890151789529,1.1542829094988054,16.517011773888736,18.57668760712248,0.014636886944966676,16.634053752875914,16752427.864668483,0.8895478500618121
1978,POST1974,low_ect_side,0.44556606720713365,-6.757227904456791,1.1621608872857172,1.2547844818330145,1.1621608872857172,16.5959837015192,18.602118721249106,0.025431114126625687,16.663608799033977,17254935.889507145,0.9346107958148379
1979,POST1974,high_ect_side,0.4299995843258176,-6.711866210146988,1.1640839952316182,1.254036931508162,1.254036931508162,16.67554930097866,18.63172021846521,0.029601497216106054,16.70073016977091,17907499.86211524,0.9751335248544218
1980,POST1974,high_ect_side,0.4640163206762214,-6.588234153575728,1.1588582354609969,1.252932666026202,1.252932666026202,16.752000091985142,18.672640152636006,0.04091993417079465,16.752000091985142,18849559.294542924,1
1981,POST1974,high_ect_side,0.5415162292349118,-6.310638287462654,1.1469913553909938,1.2518069713106867,1.2518069713106867,16.8122688938105,18.728070219194823,0.05543006655881655,16.821387835723684,20203932.78450721,0.9909225095441256
1982,POST1974,high_ect_side,0.6064176749716583,-6.6227467504993385,1.1375559547421816,1.2518932706692154,1.2518932706692154,16.66622576458749,18.746923719885604,0.01885350069078129,16.84499040636703,20686469.6902119,0.8363027069528627
1983,POST1974,high_ect_side,0.5702478847140596,-6.8825943388375155,1.143506204084665,1.2527679594992691,1.2527679594992691,16.63780534237784,18.75723697695055,0.010313257064947123,16.857910524376077,20955475.370295443,0.802434391870763
1984,POST1974,low_ect_side,0.5647610479727213,-6.753605016467912,1.1450889450497146,1.2538409600649176,1.1450889450497146,16.69499388609253,18.77908553905292,0.021848562102370295,16.882929071304734,21486364.25731063,0.8286684154596192
1985,POST1974,high_ect_side,0.4814043627812959,-7.044597263910507,1.1572380820749006,1.2548095808216806,1.2548095808216806,16.71448548695257,18.803624931879423,0.024539392826500972,16.913721336530973,22158269.741350602,0.8193566256280513
1986,POST1974,low_ect_side,0.47753279064535087,-6.9592537926218725,1.1581892588863547,1.2557294856673509,1.1581892588863547,16.768937942973665,18.82602895356342,0.02240402168399669,16.939669433801235,22740759.244755924,0.8430479091800656
1987,POST1974,low_ect_side,0.4465858348198765,-6.892303603316961,1.1625378340237733,1.2562482336967384,1.1625378340237733,16.831647050468604,18.85897887652848,0.032949922965059386,16.977974965876285,23628755.12672509,0.8638743790148209
1988,POST1974,low_ect_side,0.41563369995406857,-6.879346636991286,1.166696103044686,1.2563987194968134,1.166696103044686,16.902500133513435,18.897874607320688,0.03889573079220909,17.02335446341663,24725717.726322044,0.8861630376467192
1989,POST1974,low_ect_side,0.4162439907912032,-6.688118513093787,1.166494710642476,1.2559238651101885,1.166494710642476,17.003031323349642,18.953859208135864,0.05598460081517587,17.088660204144965,26394341.3976722,0.9179348312591564
1990,POST1974,high_ect_side,0.4656652389700015,-6.633739419268117,1.159691496504973,1.2555033759678298,1.2555033759678298,17.040067286980953,19.00812688353401,0.054267675398147475,17.156793453813265,28255352.137681082,0.8898288244504253
1991,POST1974,high_ect_side,0.4341830271623798,-6.731903722515115,1.1639004079974562,1.2553283345709938,1.2553283345709938,17.116396175818338,19.05581576834229,0.047688884808277265,17.216658662157187,29998521.71234615,0.9045999417433505
1992,POST1974,high_ect_side,0.41500364282560354,-6.642303269675708,1.166276342488276,1.254380418526955,1.254380418526955,17.23120802859673,19.118339818750215,0.06252405040792652,17.29508760667588,32445996.09750568,0.9381179626960217
1993,POST1974,high_ect_side,0.4061028796031479,-6.613607606400265,1.1672249701323825,1.25305084859921,1.25305084859921,17.29857322468766,19.190861914083005,0.07252209533278986,17.385961479774828,35532611.96946285,0.9163212601694183
1994,POST1974,high_ect_side,0.4066280414062997,-6.657564826621721,1.166852048401579,1.2517099773720908,1.2517099773720908,17.354053034139593,19.26302395137627,0.07216203729326409,17.476287421842304,38891544.574648194,0.8849409249220368
1995,POST1974,high_ect_side,0.3866670095911675,-6.608485499446164,1.1692325845909188,1.2479795605789346,1.2479795605789346,17.453848714851386,19.338957854010452,0.07593390263418343,17.571051380284757,42757337.68124114,0.8894049232625739
1996,POST1974,high_ect_side,0.4024880657943085,-6.535392245540706,1.1658940061955008,1.2441556831104,1.2441556831104,17.524966669638847,19.421585730462063,0.0826278764516104,17.673853322355374,47386755.24251397,0.8616667769524159
1997,POST1974,high_ect_side,0.3972574387492811,-6.553965695112357,1.166028819842052,1.2401117674472406,1.2401117674472406,17.588881477612897,19.511120666087535,0.08953493562547266,17.784886649622152,52951483.65915965,0.8220079832342958
1998,POST1974,high_ect_side,0.4050958330904684,-6.56449119879645,1.1638917662244372,1.2370014694656262,1.2370014694656262,17.620935307289084,19.600672640425444,0.08955197433790829,17.895662573471693,59154461.56191554,0.7597793124821938
1999,POST1974,high_ect_side,0.42510299621684927,-6.782225645405905,1.1594370067798967,1.2351688597591464,1.2351688597591464,17.61361081113189,19.661824042095525,0.06115140167008093,17.9711948805452,63795606.38757659,0.6993639013583448
2000,POST1974,low_ect_side,0.4261650910860889,-6.701563151028765,1.1586073462993651,1.2330224280054165,1.1586073462993651,17.6572225677643,19.72844449754665,0.06662045545112605,18.048381829644686,68914821.54718235,0.6762724430412976
2001,POST1974,high_ect_side,0.4183546082112362,-6.751958106982524,1.1598093434490329,1.2313459790708905,1.2313459790708905,17.690156065165045,19.793483469008063,0.06503897146141213,18.1284673056366,74660916.39634249,0.6451249626096461
2002,POST1974,high_ect_side,0.42689901838608074,-6.773246943185896,1.1575082526026177,1.2297481414706497,1.2297481414706497,17.711593717770285,19.856406272701236,0.06292280369317282,18.205846506534403,80667514.5650347,0.6100265557389256
2003,POST1974,high_ect_side,0.4259551372862888,-6.736687810753731,1.1573099402278704,1.2283246001061408,1.2283246001061408,17.75039846302527,19.921203578068027,0.06479730536679185,18.285438630737023,87350439.9125386,0.5856457656220313
2004,POST1974,high_ect_side,0.401823594993902,-6.685155629233254,1.162351795254434,1.2263934823137492,1.2263934823137492,17.809054906822023,19.993937112703023,0.07273353463499532,18.37463856355902,95500167.89946753,0.5680285163174292
2005,POST1974,high_ect_side,0.3887470001595428,-6.572470947781927,1.164903223850885,1.2234262633900503,1.2234262633900503,17.86315904587946,20.090798975658934,0.0968618629559117,18.49314191062017,107515105.35814427,0.5326009271836921
2006,POST1974,high_ect_side,0.3651752066024995,-6.629361096102992,1.1703874862361947,1.2208027133192534,1.2208027133192534,17.90803632017195,20.1848119731194,0.09401299746046377,18.60791323300718,120590761.27831885,0.496646430830418
2007,POST1974,high_ect_side,0.3559182343457447,-6.566878251059462,1.1725670229745315,1.2181398480647976,1.2181398480647976,17.953012417762558,20.282814696817866,0.09800272369846752,18.72729425596317,135881570.06259167,0.4610347596892137
2008,POST1974,high_ect_side,0.3768038606709044,-6.400778680072806,1.1667595740089098,1.2150343138267503,1.2150343138267503,17.98898097691127,20.39855887473301,0.11574417791514335,18.867927403755736,156400002.76519135,0.4152201461114881
2009,POST1974,high_ect_side,0.3918599767086992,-6.697068453651044,1.1624196788420695,1.2134229189907524,1.2134229189907524,17.972019042945508,20.480968890978023,0.08241001624501365,18.967925606221836,172848423.94185954,0.3693884187308324
2010,POST1974,high_ect_side,0.3749755558960666,-6.463014948619586,1.1668657939761184,1.2117299288661172,1.2117299288661172,18.022694459592724,20.553593611644335,0.07262472066631176,19.055927153828748,188748717.96439928,0.3558547296340774
