"year","omega_t","omega_k_t","theta_tot","beta_const_fm_ols","beta_k_t_fm_ols","beta_omega_k_t_fm_ols","theta_tot_formula","im_ols_beta_const","im_ols_beta_k_t","im_ols_beta_omega_k_t","im_ols_metadata_status","dols_fragility_metadata_status","candidate_spec_id","reconstruction_estimator","robustness_estimator","stress_diagnostic_estimator","reconstruction_window_id","reconstruction_window_role","reconstruction_year_start","reconstruction_year_end","sector_target","composition_basis","composition_tier","direct_sector_asset_split","capacity_register","fragility_flag"
1939,0.630537992484756,9.01789263597548,0.839075963822651,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1940,0.607110693449235,8.71524805123755,0.841210833421956,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1941,0.594511097780444,8.56858035964076,0.842359002219224,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1942,0.604405412159509,8.73071745120666,0.841457358758669,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1943,0.621900080256822,8.99610897814591,0.83986311458164,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1944,0.627959009724536,9.10388171762596,0.839310979898707,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1945,0.638440192180252,9.28516431723684,0.838355856657417,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1946,0.663415069811751,9.68765067207865,0.836079960194875,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1947,0.644483720777999,9.45350910890529,0.837805125416214,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1948,0.624581372598025,9.20259513443472,0.839618775296202,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1949,0.622946489496739,9.21051289050185,0.839767757994808,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1950,0.609475288313768,9.04029729178614,0.840995353964281,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1951,0.618138626346099,9.20275631868917,0.840205886217031,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1952,0.63357057934292,9.46668848785237,0.838799611970014,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1953,0.644071883964771,9.65986764657944,0.837842655047398,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1954,0.642039314043351,9.66107191035959,0.838027877924654,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1955,0.622858846487424,9.40206102642513,0.839775744677178,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1956,0.635535528362412,9.62824342949814,0.838620551211899,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1957,0.638957571161781,9.71461589071097,0.838308709239471,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1958,0.640702916019947,9.76661524355158,0.838149660444629,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1959,0.628716570650273,9.60987743607311,0.839241945316977,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1960,0.638652100649948,9.7903984977766,0.838336545982759,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1961,0.635335355670866,9.76590216106873,0.838638792435231,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1962,0.628948763920103,9.69542453060889,0.839220786140575,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1963,0.621930029689577,9.61522502174948,0.839860385366744,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1964,0.619047357779893,9.60114560707514,0.840123075855111,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1965,0.61236559273945,9.53347211162026,0.840731967944332,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1966,0.620003181239775,9.6925770933682,0.840035974117787,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1967,0.628388720851657,9.86020073494494,0.8392718214272,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1968,0.627992500156573,9.88925723491288,0.83930792800164,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1969,0.641990534144692,10.1459186409669,0.838032323111551,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1970,0.653676971146293,10.362623225378,0.836967368118614,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1971,0.64098353494678,10.1888661887532,0.838124088362462,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1972,0.641336309259143,10.2241041145379,0.838091940945308,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1973,0.64395880536602,10.2974664194086,0.837852959609714,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1974,0.654104621464026,10.4869894245859,0.836928397443374,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
1975,0.6334561606626,10.1774612641091,0.838810038650522,1.82034175010722,0.896535271842822,-0.0911274319787481,"beta_k_t_fm_ols + beta_omega_k_t_fm_ols * omega_t",1.77457167352778,0.935259406056057,-0.148310203837546,"const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","const=estimated=ok; k_t=estimated=ok; omega_k_t=estimated=ok","SPEC_B1_WAGE_BASELINE","FM_OLS","IM_OLS","DOLS","fordist_core","benchmark",1945,1973,"NFCorp","ME_NRC_component_proxy","Tier B",FALSE,"gross_real_GPIM",TRUE
