year,GVA,EC,GOS,omega,pi,e,KNC,KNR,KGC,KGR,IGC,Py,pK,GVA_real,EC_real,GOS_real,theta,mu,mu_ect,r,B,B_real,PyPK,dlnr,phi_mu,phi_PyPK,phi_Br,phi_pi,regime,tendency_label,CCA_NF,NVA_NF,NOS_NF,TPI_NF,NetInt_NF,Profits_IVA_CC_NF,CorpTax_NF,PBT_NF,PAT_NF,Dividends_NF,Retained_NF,Retained_IVA_CC_NF,chi,r_net,tax_rate,ret_rate,div_payout,cash_flow,int_share,cca_rate,g_K,g_Kn,g_Y,g_Yp
1966,440080,272851,130256,0.620003181239775,0.379996818760225,0.612894949991021,582406,4987884.67011127,718922.800479285,6157051.98006904,71377,13.584686035016103,11.6764127184001,3239530.1508304477,2008518.9992370445,958844.3903984976,0.956201118205775,0.7612058687068598,1.5214816220772658,0.2236515420514212,0.7731963730922105,0.6645836305177452,1.1634297590054248,0.00205965292418675,0.00343872424852353,-5.572500789625678e-4,0.01907794385170025,-0.01989976509707447,Fordist,profit_squeeze,39392,400688,90864,36973,7184,81063,29492,85856,53624,16751,34147,34820,0.5479747574008107,0.1560148762203686,0.3435054043980619,0.6367857675667612,0.31237878561837984,0.17301332747258785,0.05515292961552635,0.054793087621839924,0.06483991164339287,0.05741463123546531,0.06597156341492472,0.061999996017775914
1967,463191,291064,132816,0.628388720851657,0.371611279148343,0.591371657092598,632741,5237805.84585488,788310.400558808,6525603.40549313,73210,13.978537487642315,12.0802683150377,3313586.992984657,2082220.6919523184,950142.3172303656,0.848439387207442,0.7377328409406015,1.2138055672632913,0.2099057908370091,0.765660805217961,0.6616849562064472,1.1571379975262324,-0.06343040978878278,-0.03132209028597316,-0.0054226185628958,-0.00437117934598857,-0.0223145215939251,Fordist,reinforcing_crisis,43452,419739,89364,39311,8594,78068,27828,82829,51837,17273,31600,32967,0.5512137091916637,0.14123314278670104,0.3359692861195958,0.6096031791963269,0.33321758589424544,0.16592571051978613,0.0647060595109023,0.05512041953169496,0.058135336542859406,0.04889077285205268,0.022602982196113786,0.04932430931152205
1968,510944,320869,144540,0.627992500156573,0.372007499843427,0.592375704726851,696068,5491383.35549486,874952.462503753,6902629.32564397,79559,14.574098287463723,12.675640270197,3505836.10678337,2201638.7818380743,991759.4704595186,0.8535311797378959,0.7399532141237846,1.2283074175150774,0.2076521259417183,0.7543630804081174,0.6560978835030923,1.1497721595752746,-0.01079460687219135,0.00300520512680835,-0.00638591230764884,-0.00847955522285243,0.00106565553150128,Fordist,broad_expansion,48092,462852,96448,45535,10148,83364,33534,92270,55106,19038,32475,30792,0.5504289470042895,0.13856117505760931,0.3634334019724721,0.5893187674663376,0.3454796210938918,0.15947579834154135,0.07020893870208939,0.054965271898750404,0.056168975834413715,0.04727752216868808,0.05639775260107349,0.047941972208616505
1969,554625,356064,148380,0.641990534144692,0.358009465855308,0.557655365327582,767094,5760876.67150752,972484.109528336,7303356.58992712,88572,15.288452339190613,13.315577536904,3627738.0319148935,2328973.4768460575,970536.4330413016,0.6736438447599777,0.7364261103668454,0.9036572352736508,0.19343131350264767,0.7336739396069711,0.6389981152375848,1.148162916465231,-0.07094172765070295,-0.00477805454016527,-0.00140059951204943,-0.02640848564690134,-0.03835458795158697,Fordist,reinforcing_crisis,53484,501141,94896,50181,13544,78306,33344,90057,53099,19026,29677,25936,0.5969268095430651,0.12370843729712395,0.3702543944390775,0.5588994143015876,0.3583118326145502,0.14996336824430903,0.09127914813317159,0.05499729967406897,0.056431648609725826,0.047909461939113385,0.03418028343570256,0.03801483273559976
1970,572890,374485,144156,0.653676971146293,0.346323028853707,0.529807602440685,843414,5990150.31465955,1079929.09806224,7669943.38079227,90918,16.09608699811844,14.080013951168,3559188.0192183866,2326559.2441428504,895596.5509931151,0.5234626114961038,0.7026239041132241,0.6757901739018776,0.17091961954627266,0.7024050502482166,0.6144271528864023,1.1431868642987528,-0.12372909561848688,-0.04698714388489666,-0.00434334384987192,-0.03921112981526425,-0.03318747806845401,Fordist,reinforcing_crisis,59260,513630,84896,54249,17851,63863,27286,79163,47900,18295,24035,18282,0.6306917506035129,0.10065756556092263,0.3446812273410558,0.5017745302713987,0.38194154488517745,0.1385677733592281,0.12383112738977219,0.05487397284352518,0.048975184132485694,0.039026843038470815,-0.019076887986123836,0.02563667778449351
1971,618097,396190,162391,0.64098353494678,0.35901646505322,0.560102476084707,921543,6188667.73738872,1192127.03550017,8005788.25238623,93782,16.911694358516442,14.8908139700652,3654849.6377522154,2342698.440505374,960229.0377145011,0.6865846907524258,0.6974403428362662,0.8664025582678293,0.17621641095423654,0.7037605526318198,0.6196639583563296,1.1357132251140731,0.03051946252787729,-0.00740478156359902,-0.00655901152733409,0.00848695344354827,0.03599630217526251,Fordist,demand_drag,64732,553365,97659,59516,18915,75152,29995,91416,56608,18145,32914,27012,0.5775073741771404,0.10597335121638382,0.32811542837140106,0.5814372526851328,0.32053773318258905,0.14366773986672352,0.11647812994562506,0.054299582236083575,0.04285557815796004,0.03260332924344489,0.02652251921413651,0.029423983876599405
1972,685949,439924,182360,0.641336309259143,0.358663690740857,0.559244324019603,998403,6424608.81294013,1302951.05023988,8384340.59212636,106816,17.643588353477693,15.540292476470604,3887808.9097153186,2493393.0172616355,1033576.5964753728,0.6820512233416807,0.7187222548466937,0.8867122502789649,0.18265169475652615,0.7085576646819494,0.6240903565080107,1.135344677726733,0.03586818452477547,0.03005800936028418,-3.2456010048378947e-4,0.00711783153126377,-9.830962662888965e-4,Fordist,profit_squeeze,70188,615761,112172,63665,19976,88311,33795,106351,67241,19672,42068,34844,0.5857424873875849,0.11235142522608606,0.31776852121747795,0.6256301958626433,0.2925595990541485,0.1488026378125867,0.10954156613292389,0.053868485686456156,0.046200939209073866,0.03741590845922005,0.0617907830809461,0.03151140710708345
1973,768838,495100,203663,0.64395880536602,0.35604119463398,0.552894364774793,1124922,6711738.56304138,1475833.18040528,8805416.25956477,124968,18.60987977166183,16.7605157655344,4131343.186702082,2660414.823065718,1094381.0626338788,0.6483497881218145,0.7292549669434095,0.8561439338790777,0.18104633032334683,0.6972846119512937,0.6279916837222306,1.110340518871763,-0.00882806476031783,0.01454843034027741,-0.02226954361104528,0.00623176391720464,-0.00733871540675457,Fordist,profit_squeeze,78180,690658,125483,70075,23733,97246,40409,131233,85601,20750,58153,36087,0.6136018815396022,0.11154817845148375,0.3079179779476199,0.6793495403091085,0.24240371023702995,0.14512472864785292,0.11653073950594856,0.05297346681047712,0.04900126537856764,0.04372227394492967,0.06075684424796535,0.03176996002589513
1974,830040,542933,212677,0.654104621464026,0.345895378535974,0.528807421910254,1372198,6984242.97755698,1803688.85744316,9180454.45066614,140734,20.28494435054374,19.647054153319,4091901.785166843,2676531.8682545293,1048447.5398341388,0.5179669200279484,0.6807277022231578,0.6657149209681313,0.15499002330567457,0.6582419543977109,0.6375425586854866,1.0324674728458962,-0.15539221807087888,-0.06886104345868155,-0.07271519997728101,0.01509410962665708,-0.02891008426157371,Post-Fordist,reinforcing_crisis,91384,738656,121293,74430,30142,87413,42849,144058,96823,21532,67819,23032,0.6617264678362024,0.08839322022040551,0.29744269669161033,0.7004430765417308,0.22238517707569483,0.12376348019746422,0.141726655914838,0.050665057680481795,0.041709691643966096,0.03979859080593151,-0.009592734771093347,0.021604240516140575
1975,898280,569021,249065,0.6334561606626,0.3665438393374,0.578641210078363,1518805,7155660.51375974,2015907.21579514,9497695.66433388,143302,22.1641100870619,21.225224381166,4052858.411510791,2567308.129064748,1123731.1086330935,0.7833182249409933,0.6623807865130263,0.9114483694486164,0.1639874769967178,0.6754248470651089,0.646813423830637,1.0442344301777564,0.05642931605469159,-0.02732177951329956,0.01133247217170919,0.01443684818270119,0.05798177521358094,Post-Fordist,demand_drag,107724,790556,141341,80194,32355,104270,41908,140142,93878,24571,62092,37791,0.5753598458233794,0.09306066282373313,0.2990395456037448,0.6614116193357336,0.26173331344937045,0.13639473138421324,0.12990584787103768,0.05343698318848971,0.033972499697636493,0.024247115205461967,-0.009587433339071083,0.02661127815996105
1976,1014666,640004,287994,0.630753371060034,0.369246628939966,0.585405716214274,1666379,7344499.40558666,2230289.3645166,9829911.98999652,160253,23.38393341199732,22.6888029799887,4339158.7810433,2736939.028707808,1231589.2066825775,0.8180515038446092,0.6821514837306076,0.980791508948459,0.17282622980726473,0.6861392899600561,0.6657425375127833,1.0306375983176246,0.05249657258416773,0.02941115330384758,-0.0131063760156698,0.02884513377847153,0.0073466615175185,Post-Fordist,broad_expansion,118272,896394,169722,86668,29977,133045,53495,179666,120248,27775,84323,51775,0.5564456203948693,0.10185077944453212,0.29774693041532624,0.7012424323065665,0.23098097265650988,0.14072368890870565,0.1040889740758488,0.05302989014864205,0.034380773379570684,0.02604792911767717,0.06825808727991856,0.028125243366498506
1977,1147401,723326,329444,0.630403843120234,0.369596156879766,0.586284745743966,1850996,7589688.85511134,2493290.39253757,10223305.8876403,191207,24.836559619861596,24.3882988530344,4619806.517334361,2912343.782999486,1326447.805341551,0.8225432524461844,0.6963178652002847,1.0066468152337813,0.17798201616859247,0.691577949356448,0.6790960570716812,1.018380157202782,0.0293958747105163,0.02055450886517273,-0.01196435443100875,0.01985957050651499,9.461497698375344e-4,Post-Fordist,broad_expansion,132560,1014841,196884,94631,33041,155137,60578,209380,140876,30911,101249,63648,0.5803930258253299,0.10636651835012069,0.28932085203935426,0.7187100712683495,0.2194199153865811,0.1452547709449399,0.10029322130620075,0.05316669105081089,0.03924002392733428,0.0328389436545784,0.06267232477952511,0.03227661690725563
1978,1303931,829499,371706,0.636152526475711,0.363847473524289,0.57195005660043,2097947,7903488.33481002,2836070.47010929,10684183.0976702,230684,26.583378511975003,26.544570082552397,4905061.256275679,3120367.110697897,1398264.7082746,0.7486674975132868,0.7063896639283571,0.93694965018821,0.17717606784156129,0.6893525070906119,0.6883461380880161,1.001462010094792,-0.00453854070482928,0.01436075819332521,-0.01675234138632757,0.01352923310883763,-0.01567619062066472,Post-Fordist,profit_squeeze,150152,1153779,221554,102726,36599,175752,67556,247541,169689,35926,123074,72270,0.6206087606872098,0.10560514636451732,0.2729083262974618,0.7252915628001815,0.2117167288392294,0.1449750637170529,0.09846222552232141,0.05294367738126542,0.04409442781741646,0.040513626871018005,0.059914756624865007,0.03301206492834544
1979,1450326,942400,399169,0.649784944902043,0.350215055097957,0.538970713073005,2414175,8256647.17351138,3271585.51080847,11189051.0260099,272473,28.78942500876997,29.239168748121504,5037703.947050679,3273424.1816671286,1386512.5818886736,0.5734786515583359,0.699694807199155,0.7647601252873206,0.16534385452587322,0.6747526444578066,0.6852935210943961,0.9846184498873476,-0.06911669944506738,-0.0095227668879399,-0.0169620157725355,-0.00444457467195391,-0.03818734211263797,Post-Fordist,reinforcing_crisis,172444,1277882,226725,108757,43665,174032,70619,266767,186030,37639,135052,65774,0.6826006027522177,0.09391407002392121,0.2647216484797595,0.7259689297425147,0.2023275815728646,0.13609203972371514,0.10938975722062586,0.05270961111372139,0.0461712805289487,0.04371437054966698,0.02668283074346789,0.02647824369846315
1980,1574527,1030690,422301,0.654602937898175,0.345397062101825,0.52764361738253,2766412,8574318.06557097,3762477.59296236,11661560.0267217,296668,31.38932295819116,32.2639302489624,5016122.845647811,3283568.751619212,1345365.1120875769,0.5115631053643437,0.6779426394922791,0.6947046102453556,0.1526529670923926,0.6519190334871596,0.6700835902837445,0.9728921032241764,-0.07986011606035626,-0.03158156841412329,-0.01198102039918527,-0.02244477821076268,-0.01385274903628541,Post-Fordist,reinforcing_crisis,198860,1375667,223441,121536,58147,155658,68203,246853,171369,44651,112118,42804,0.7025036644478702,0.08076924189166328,0.27628993773622357,0.6542490182004913,0.260554709428193,0.12799901099330108,0.13769088872628765,0.05285347090756466,0.041362251814298645,0.03775287007725048,-0.00429311843030078,0.021159401982984574
1981,1789067,1139850,502566,0.637119794842787,0.362880205157213,0.569563539062157,3125661,8897580.99770747,4271659.42170986,12159807.3813135,339138,34.35995152597506,35.1293346001048,5206837.962642411,3317379.534538367,1462650.4918671832,0.7362372284548293,0.6850589432007052,0.8765330421675863,0.16078711031042714,0.6467851073079985,0.6612678260564743,0.9780985582878806,0.05191403755391288,0.01044220118581273,0.0053372550938265,-0.01324352529188022,0.04937810656615404,Post-Fordist,broad_expansion,229084,1559983,273482,146651,72914,189910,65994,245346,175031,52502,106593,71414,0.674812860400425,0.08749573290257645,0.26898339487906875,0.6089949780324628,0.2999582931023647,0.13967349626207065,0.14508343182785943,0.05362880730512506,0.041838071057888726,0.03700797777520748,0.037315460767537445,0.030802745479556203
1982,1854861,1183260,518686,0.637923812080797,0.362076187919203,0.567585315146291,3320755,9143200.60416114,4582901.9340691,12618332.7985328,343827,36.48228465733329,36.3193934352561,5084278.622959417,3243382.4008391793,1421747.5820712864,0.7259048833308874,0.6639053242021123,0.8411539967565523,0.1561952025969998,0.6497728711770735,0.6468716741151905,1.0044849653771768,-0.02897467004437781,-0.03136532775105,0.02661977657006615,-0.02201100595250055,-0.00221811291089335,Post-Fordist,reinforcing_crisis,253880,1600981,264806,152915,83413,173273,48763,197639,146345,54057,74247,70453,0.6628808180671929,0.07974270911283729,0.24672761954877326,0.5073422392292186,0.3693805733028118,0.1415108913485036,0.1608159850082709,0.05539721417834992,0.03701470444428878,0.02723105789496927,-0.023819598845276957,0.02686915471115873
1983,1985899,1250110,567771,0.62949324210345,0.37050675789655,0.588579405012359,3415779,9353332.26397308,4764336.31716815,13046049.1126,342125,37.911790030934085,36.5193805116579,5238209.534236204,3297417.502523553,1497610.636524226,0.8342452950527743,0.6837828456758538,0.9593612792895436,0.1662200628319338,0.6560985940464275,0.6320016593675702,1.0381279610926504,0.06220606640296644,0.02950083485654675,0.0329441158375446,-0.02325591525106768,0.02301703095994278,Post-Fordist,broad_expansion,264616,1721283,303155,168018,82656,210547,61721,226967,160548,63249,76302,85577,0.6025756863242399,0.08875135071677646,0.2719382112818163,0.4752597354062337,0.39395694745496673,0.1481506853927025,0.1455798200330767,0.055540999288077916,0.03333459743399203,0.022722171997983764,0.029826592291184895,0.027809231071786136
1984,2226000,1388207,652790,0.623632973944295,0.376367026055705,0.60350725792335,3613437,9680896.76539947,5072676.14235583,13590399.9594988,401008,39.27910833306758,37.3254367603092,5667134.755515862,3534212.1013254304,1661926.7282359386,0.9095550151392596,0.7216440186738281,1.086836869034961,0.18065625607973793,0.6651482027578701,0.6320649381282248,1.052341559599267,0.08328349780691124,0.05389157824207213,0.01359868431641357,1.0011934629522434e-4,0.0156931159021304,Post-Fordist,broad_expansion,278952,1947048,373838,185003,93991,268913,75940,261058,179581,67204,89845,125769,0.6142986258980683,0.10345773290083651,0.290893211470248,0.5003034842216048,0.3742266720866907,0.15964025386356534,0.14398351690436434,0.05499109191513463,0.04087832021834714,0.0344218663743554,0.07870390788785109,0.037181081165066236
1985,2369165,1490088,682498,0.628950706261489,0.371049293738511,0.589949721090298,3801706,10019645.3469796,5374862.92745954,14165803.54235,428068,40.52205249226648,37.9425206017497,5846606.611183252,3677227.357336796,1684263.1555503088,0.8412173689042319,0.7279555414882273,1.0299776277473436,0.1795241399519058,0.6646398688171766,0.6223305672917911,1.0679852537366172,-0.00628640463852803,0.00870800857155218,0.01475619503527082,-0.01552072883779193,-0.01422987940755948,Post-Fordist,profit_squeeze,298976,2070189,383522,196579,97093,271067,71083,250141,168531,72006,68622,127978,0.6272076987771392,0.10088155159815093,0.28417172714588973,0.40717731455933925,0.42725670648130015,0.1608264815848464,0.14226122274350986,0.0556248603983121,0.04146720082713884,0.03439316246607049,0.03117777058456994,0.03488292957562913
1986,2464907,1578176,682166,0.640257827171573,0.359742172828427,0.561870792611217,3959550,10276018.8766581,5653299.56899869,14671721.0507339,417120,41.33765985266448,38.531945566917,5962860.521822986,3817768.121429536,1650228.8770853826,0.6959106888008328,0.7267981831322377,0.9039832340205544,0.17228371910949478,0.6589296528838414,0.6142060679739023,1.0728152768947234,-0.04116703575790881,-0.0015911402467354,0.00451236001158775,-0.01314092280001033,-0.03094733272275074,Post-Fordist,reinforcing_crisis,317872,2147035,364294,204565,107170,230205,76238,225911,134040,72854,30848,81112,0.6114640717948417,0.0920038893308583,0.3374691803409307,0.230140256639809,0.5435243210981796,0.15302951092927228,0.15710252343271286,0.05622769430849414,0.03509104399499208,0.025265215694208365,0.019688892786779988,0.024420232597295265
1987,2641902,1685458,739604,0.637971431188591,0.362028568811409,0.567468308317383,4154780,10485290.222612,5993395.1067873,15125346.4957104,417524,42.362151991580824,39.6248450142088,6236467.87473181,3978688.335604321,1745907.5264802198,0.7252929349385369,0.7416652596169753,0.945982671710354,0.1780127949012944,0.6629800175407925,0.6201403660463805,1.0690805724638284,0.03271278163674385,0.02024917208394339,-0.00348729207994739,0.00961536183073669,0.00633553980201129,Post-Fordist,broad_expansion,334692,2307210,404912,216840,115901,259356,94230,287611,174909,76251,71746,88875,0.5645237180977929,0.09745690505875161,0.3276300280587321,0.41019044188692405,0.4359466922799856,0.1553328936790877,0.15670683230485502,0.05584347336303152,0.03045000948299048,0.0201604275506142,0.04486365713841778,0.022085176746824444
1988,2873908,1825308,814761,0.635130978444682,0.364869021555318,0.574478389400583,4404530,10696282.1962819,6415648.78082389,15580229.8615118,443910,43.85623624708997,41.1781394616817,6553020.153868527,4162026.102094241,1857799.6420157065,0.7617953091052367,0.7597204267657041,0.99854599645817,0.18498250664656615,0.6673287944707248,0.6265781224519646,1.065036857430151,0.03840583276347997,0.02405249729987596,-0.00378959453341994,0.01032761394908371,0.00781531604794016,Post-Fordist,broad_expansion,358200,2515708,456561,233839,135568,293957,103953,333159,208893,82165,95276,107839,0.5448346202137805,0.10365714389503534,0.31202218760411693,0.4560995342112948,0.39333534393206093,0.16138112352509804,0.16638989838737986,0.05583223337765076,0.02963088149916615,0.019922879036705865,0.049512059169567024,0.02257266653071792
1989,3020213,1934822,837235,0.640624353315478,0.359375646684522,0.560977185498201,4650305,10928566.9379369,6835605.73194094,16064188.2205278,480992,45.57594795420481,42.5518279423916,6626769.459704365,4245269.899693868,1837010.611038223,0.6912004979781248,0.7551392229262401,0.938747378605108,0.1800387286425299,0.6634226049621522,0.6194022462858781,1.071069097569848,-0.02708927506819081,-0.00604837260863949,0.00564789977824506,-0.01151856912949123,-0.01517023310830478,Post-Fordist,reinforcing_crisis,380160,2640053,457075,248156,159563,274031,101208,326694,202272,105361,54563,67461,0.574500588245833,0.09828925199529924,0.3097944865837756,0.26975063281126405,0.5208877155513368,0.15827499486592814,0.1905832890407114,0.05561467628590908,0.030589666395034243,0.021483958070525944,0.011191388897339394,0.021143592645232377
1990,3160697,2037523,859646,0.644643570706082,0.355356429293918,0.551244820303869,4905710,11199135.646272,7263293.50345098,16581210.3006158,520085,47.28210606882036,43.8043627200195,6684763.566579546,4309289.85488576,1818121.2121743527,0.6395499372132107,0.7501753426320616,0.8964860448890128,0.17523375821236886,0.6573411385105918,0.6089916895875473,1.0793926251371182,-0.02705114307027845,-0.0065951640942426,0.00774119255013157,-0.01695027246450087,-0.01124689906166676,Post-Fordist,reinforcing_crisis,402624,2758073,457022,263528,169679,262476,98453,329566,207750,118299,39160,45724,0.6049990344862886,0.0931612345613581,0.29873530643330926,0.18849578820697954,0.5694296028880866,0.1551646958340383,0.1973824108993702,0.05543270415944266,0.03167768431154627,0.024456420013589053,0.008713417708873905,0.02025946101250933
1991,3231237,2071121,874387,0.640968458828616,0.35903154117138403,0.560139171009323,5028760,11404320.5014006,7520035.02404597,17054082.8347302,514912,48.880632713588675,44.0952181182773,6610464.760006524,4237099.409362257,1788820.9531234708,0.6867784324393398,0.741079651469541,0.9171241081674236,0.17387725801191548,0.6534995471524486,0.5895219327607403,1.1085245702260818,-0.00777120723311774,-0.01219885800079434,0.02663141631393252,-0.0324926966330184,0.01028893108676243,Post-Fordist,demand_drag,423556,2807681,450831,285729,156685,268053,88598,348999,231186,125492,53383,53963,0.5888834120360893,0.08965053015057389,0.2538631915850762,0.23090931111745522,0.5428183367504953,0.15625899824211137,0.17919410970199695,0.05632367384535346,0.02811949284294002,0.01815567406935159,-0.011176879134852769,0.01931186121566358
1992,3376497,2188674,885322,0.648208483525974,0.351791516474026,0.542713533399675,5205412,11610580.7488516,7855848.51907852,17522333.21426,532336,49.99441910897088,44.8333473802752,6753747.8386145085,4377836.644585134,1770841.657486405,0.5937375990560607,0.7476910126149463,0.8638449811719054,0.1700772196321828,0.6466043545060334,0.5798534748444715,1.1151168054644596,-0.02209706952046519,0.00888169651111681,0.0059292425689154,-0.01653648294057175,-0.0203715256599255,Post-Fordist,profit_squeeze,436252,2940245,449070,302501,131318,287059,94429,393590,261676,134266,83203,58363,0.6012908297771884,0.08626982840167119,0.23991717269239565,0.317961907091212,0.5131001696754766,0.15193667667419986,0.14832795299337417,0.055532129844475635,0.02708661346075303,0.017924540940718714,0.021443623106772947,0.016082340842747078
1993,3534936,2271015,944599,0.64244868931149,0.35755131068851,0.556544540656931,5454732,11875772.4955743,8285120.69812057,18037954.6619805,578320,51.17995981758459,45.9315973089984,6906875.293765771,4437312.97971773,1845642.3243916875,0.6677561385269737,0.7495949168134927,0.9132863312935824,0.17317056090015054,0.6461138586281902,0.5798566797638752,1.1142647505436958,0.01802444292525917,0.00254314181047465,-7.643868407851279e-4,5.527104149249951e-6,0.01624016085142021,Post-Fordist,broad_expansion,455844,3079092,488755,319322,117538,341696,108041,435165,280118,149182,79007,84474,0.6122386324779087,0.08960201894428543,0.2482759413096182,0.28204899363839525,0.5325684175954419,0.153363721627387,0.12443163712855931,0.05501959676983408,0.02900187929647302,0.02258358417076778,0.022419748744656687,0.01936618292903821
1994,3816575,2398673,1067155,0.628488369808008,0.371511630191992,0.591119339734928,5759417,12179893.4443708,8796526.44104205,18602708.3526826,630521,52.27221991899735,47.286267538423,7301344.779147093,4588810.27765237,2041533.7279604664,0.8471588084342692,0.7667972749322653,1.05693822822238,0.18528871932697355,0.6504231717120905,0.5883829720342494,1.1054418680121658,0.06763824357475978,0.02268950764448335,-0.00794963525583103,0.0145970797199062,0.03830129146620154,Post-Fordist,broad_expansion,482344,3334231,584811,350747,116971,433190,132356,533055,360384,157976,139993,142858,0.5908429422155169,0.10153996489575247,0.24829708003864517,0.3884550923459421,0.43835464393535784,0.16230792109687492,0.10961013161162156,0.05483346218906616,0.030829050210559927,0.025286113770075502,0.05554121261684308,0.026117101441538202
1995,4041486,2524557,1158262,0.624660582765844,0.375339417234156,0.600869380251664,6106995,12583810.800693,9358890.9878939,19284527.5779606,716637,53.3684663711452,48.5305691314406,7572797.711468651,4730428.231613858,2170311.5692794933,0.8963493169344154,0.766460797881199,1.0907471200323169,0.18966152747791673,0.6592727445232165,0.5995091049095098,1.0996876263000668,0.02332579564448589,-4.38904659866457e-4,-0.0052189722081602,0.01873311298788182,0.01025055952463049,Post-Fordist,demand_drag,520836,3520650,637426,358667,126463,480800,140323,602781,408332,178025,157558,162453,0.6187175267771886,0.10437637496018909,0.2327926726290311,0.38585758647375173,0.4359810154482137,0.1666841056853657,0.10918341446063154,0.05565146561421885,0.03599591401697211,0.03262461689912399,0.036504030455558834,0.0322649129415429
1996,4296356,2667703,1256972,0.620922242011602,0.379077757988398,0.610507616477546,6431219,13046014.4208935,9881784.10499742,20045639.5495088,781007,54.34512230124056,49.2964271885233,7905688.345284901,4908817.731999296,2312943.5481485827,0.944390360133105,0.7732379850400234,1.1329962995635845,0.19544848340571205,0.666792676160742,0.6048472285699183,1.1024150308785996,0.03005578351617766,0.00880332049671295,0.00247709248635755,0.00886474952547822,0.00991062100762885,Post-Fordist,broad_expansion,554164,3742192,702808,371681,119960,545529,152928,650845,439459,197550,155998,195052,0.621340013938258,0.10928068224702035,0.2349683872504206,0.35497736990253925,0.44952999028350765,0.17166947665753568,0.09543569785166257,0.056079347019911914,0.03870855677789109,0.03607154802843482,0.043019966107145535,0.036555987875705305
1997,4609353,2862551,1357903,0.621030977666497,0.378969022333503,0.610225634407911,6811804,13568224.9326881,10491172.9546345,20897047.8974755,855906,55.28271199413209,50.2040910568133,8337783.791231612,5178022.019440439,2456288.6859532734,0.9429930091056145,0.7832893990151302,1.1468079494971593,0.1993455771774995,0.6715535424121415,0.6098603700260451,1.101159503745852,0.0197430546547439,0.01291535734963161,-0.00113953691956672,0.00825411798558484,-2.8688376090613144e-4,Post-Fordist,profit_squeeze,594612,4014741,763291,388899,127945,596858,161359,709474,484712,215946,171985,219553,0.6303145364580534,0.11205416362537736,0.22743469105280814,0.3548189440327452,0.4455140372014722,0.17565743230427652,0.09422248864609623,0.05667736129898886,0.041596248796441415,0.03924797832642568,0.053214904518467776,0.039224971820062085
1998,4875176,3093832,1378440,0.63460929410548494,0.365390705894515,0.575772698711501,7180238,14116459.9386867,11090049.8558468,21803211.0506783,911542,55.90378543865804,50.8642962271459,8720654.53483364,5534208.41848857,2465736.4240790657,0.7684994223798238,0.7918105184236175,1.0570941569962673,0.19197692332761115,0.6635448216194719,0.6037290695435182,1.0990771441918152,-0.03766471356129752,0.01081988824275864,-0.00189285109647313,-0.01010449242563116,-0.03648725828195154,Post-Fordist,profit_squeeze,634096,4241080,744345,402904,148275,561964,158668,652032,430227,241033,85866,162263,0.6612852209744349,0.10366578378042622,0.2433438849627012,0.19958301082916693,0.5602461026388394,0.16987904857749841,0.1075672499347088,0.057177019782800834,0.042449354781162185,0.039610830986003265,0.04489684784676484,0.03262230462971935
1999,5168284,3309975,1433673,0.640439844250045,0.359560155749955,0.561426898994705,7599121,14713947.9130548,11772382.2839524,22794507.3829782,987288,56.69467742449852,51.6456972996198,9115995.0718173,5838246.463978849,2528761.1908706105,0.6935716055270973,0.801904941276104,1.0324035981610895,0.18866300457645035,0.6543231668407622,0.5960520060421798,1.0977618734739378,-0.01741279482772073,0.01266795497818101,-0.00119742126250999,-0.01279761522452438,-0.01608571331886721,Post-Fordist,profit_squeeze,679076,4489208,754597,424636,158279,550717,166463,675993,448607,224667,114938,159586,0.6886423891640563,0.09930056384152851,0.24624959134192217,0.256210892830473,0.5008102860633026,0.16675744470972367,0.11040104682169505,0.05768382164463746,0.04446234783221925,0.04145439347174218,0.044336274337213766,0.030837821971496558
2000,5510787,3597328,1463591,0.652779358011841,0.347220641988159,0.531911185190786,8137294,15377464.9760229,12642883.9363379,23891911.1103714,1087247,57.97907963134228,52.917005583742,9504785.234674515,6204527.603531256,2524343.2791727404,0.5349977481256332,0.8144997099745309,0.9781287866613004,0.1798621261564348,0.6359796995227269,0.5804531828511119,1.0956606291637094,-0.04777178738357834,0.01558399820964034,-0.00191595094012585,-0.02651877352962073,-0.03492106112347226,Post-Fordist,profit_squeeze,737452,4773335,726139,449868,196220,484479,165085,640759,407311,251327,23660,68067,0.7428625893436076,0.08923593027362658,0.2576397678378298,0.058088291256558254,0.617039559452114,0.15957466941713055,0.13406750929733785,0.05832941310806719,0.04702035170350882,0.04410724294029578,0.04176480992557785,0.0251557822774525
2001,5470157,3582304,1446346,0.654881386402621,0.345118613597379,0.526994079787757,8540556,15853218.5394866,13382601.4989319,24841158.6071712,1048496,59.285008132155504,53.8726945492332,9226880.744970413,6042512.45443787,2439648.8177514793,0.5079847914785596,0.7769144177976012,0.923217805575164,0.1693503326949674,0.6316034447664887,0.5739423933332164,1.1004648760974094,-0.06022104778838977,-0.04724387206743707,0.00437520950960798,-0.01128011695246566,-0.00607226827809492,Post-Fordist,reinforcing_crisis,781460,4688697,664885,441507,224069,385618,106211,548712,378564,245419,16504,33988,0.7249275069727438,0.07785031794182955,0.1935642012567613,0.043596327173212455,0.6482893249226023,0.15691425710457257,0.15492074510525145,0.0583937286081761,0.038961944391839864,0.03046941765119726,-0.029674336760361797,0.019792075197488008
