"year","GVAcorp","VAcorp","DEPCcorp","NOScorp","ECcorp","Pcorp","GVAcorpnipa","VAcorpnipa","NOScorpnipa","Pcorpnipa","Tcorp","CorpImpIntAdj","KGCcorp","KNCcorp","KNCcorpbea","KNRcorpbea","IGCcorpbea","DEPCcorpbea","dcorpstar","dcorp_WL","pKN","exploit_rate","profit_share","rcorp","R_obs","R_net","Py","uK"
1961,301705,272181,29524,47687,195554,52629,308729,279205,54711,52629,28940,-7024,748211.499786969,448536.114094198,457811,2071077.30307,41863,29559,0.0663596562917081,0.0663650651100135,22.1049692023266,0.243855917035704,0.193360300682267,0.120835533381232,0.403234914306852,0.672643719244953,15.66,NA
1962,327173,296337,30836,54106,210997,60271,335950,305114,62883,60271,31234,-8777,774173.990131264,464882.209040304,473530,2136488.53943,45401,30877,0.0672654198947274,0.0674448626179799,22.1639382220292,0.256430186211178,0.203386684754182,0.134372680607257,0.42260913460103,0.703776125731744,15.85,NA
1963,346958,314542,32416,58705,222667,66427,357362,324946,69109,66427,33170,-10404,801866.948531764,482165.664612021,489979,2205600.04646,48072,32457,0.0683844098306236,0.0685426477731084,22.2152244141642,0.263644814902972,0.211186423434708,0.142889959452591,0.432687742817294,0.719582553185704,16.032,NA
1964,374055,339643,34412,64875,239180,73239,385982,351570,76802,73239,35588,-11927,846339.548050617,510626.694241687,517915,2292616.08899,54222,34457,0.0691549938660245,0.0703234220242092,22.5905681499498,0.27123923404967,0.21563524053197,0.151895925768444,0.44196800310415,0.732541021098584,16.276,NA
1965,409642,372502,37140,74822,259864,84583,423777,386637,88957,84583,37816,-14135,902055.432695214,547988.960060933,554788,2410427.93258,64408,37189,0.0704774621912579,0.0718052190031183,23.0161620889525,0.287927531324077,0.227067237222887,0.165645472424059,0.454120650630137,0.747536957595734,16.574,NA
1966,448031,407171,40860,79730,288528,91594,465090,424230,96789,91594,38913,-17059,975693.333776146,597601.100865007,604733,2554380.398,74352,40912,0.0716932822445272,0.0737434839974909,23.6743517321651,0.276333666056674,0.224952169972812,0.167145703062732,0.459192437306118,0.74971582105771,17.039,NA
1967,472129,427033,45096,77226,308418,89091,491172,446076,96269,89091,41389,-19043,1056835.08670275,649993.850270931,657407,2684844.78001,76530,45154,0.0721930706548607,0.0746676632497317,24.4858475579192,0.250393945878645,0.208627904635005,0.149081050672504,0.446738574391023,0.726359179864866,17.533,NA
1968,519758,469766,49992,81737,340182,96111,542111,492119,104090,96111,47847,-22353,1161249.18904902,716510.629946946,724564,2819844.97768,83905,50055,0.0725565733733027,0.0761400471853814,25.695171391873,0.240274323744349,0.204593350732067,0.14786447588687,0.44758524260038,0.725401659481989,18.28,NA
1969,563220,507516,55704,77166,377454,91821,590653,534949,104599,91821,52896,-27433,1278287.89872241,790778.461277051,799646,2962365.08026,93218,55774,0.0732735730227067,0.0769759469142823,26.9934993944034,0.204438156702539,0.180922374861088,0.128150227173599,0.440604969008087,0.712234876871127,19.176,NA
1970,579800,517996,61804,63021,398010,79144,612127,550323,95348,79144,56965,-32327,1408323.72428348,870379.915715346,879918,3083638.46738,95643,61888,0.073213154782003,0.0773942469542773,28.5350571835232,0.15834024270747,0.152788824624128,0.100083656644097,0.41169511668561,0.666145885872694,20.189,NA
1971,627237,559617,67620,75162,421650,92792,660922,593302,108847,92792,62805,-33685,1546494.90099076,953049.736935575,963210,3191185.04395,99378,67722,0.0727607766126734,0.0769639898263247,30.1834580801292,0.178256848096763,0.16581340452488,0.106610915905311,0.40558620632901,0.658136690763706,21.212,NA
1972,693991,620551,73440,85091,468170,107678,732902,659462,124002,107678,67290,-38911,1681340.68641791,1035044.74621615,1045186,3316397.42888,112722,73569,0.0731502560928061,0.0763789827763416,31.5157040859538,0.181752354913813,0.173519984658795,0.112982560958704,0.412760486679559,0.670493717819493,22.13,NA
1973,761592,679612,81980,79423,526064,118492,820208,738228,138039,118492,74125,-58616,1893621.29828001,1167364.82028736,1179246,3471092.6156,132952,82143,0.0729064211609466,0.0785917530468261,33.9733372339349,0.150975926883421,0.174352424618753,0.11448007483075,0.402188125308772,0.652402733716548,23.342,NA
1974,808330,712290,96040,56344,577322,108236,889579,793539,137593,108236,78624,-81249,2304316.83055913,1422285.91968193,1440265,3621848.80451,151149,96241,0.0697239262494158,0.0816123183797104,39.76601668757,0.097595449333301,0.151954962164287,0.092718230084539,0.350789435411042,0.568331577226588,25.443,NA
1975,890083,776567,113516,84252,607817,124228,965545,852029,159714,124228,84498,-75462,2569396.1398763,1576669.50317933,1596037,3720920.56761,154861,113760,0.0732262359579354,0.0789854644804949,42.8936057892028,0.138614089438104,0.15997074302668,0.0873439006045855,0.346417193591196,0.564533656676406,27.8,NA
1976,1007054,882026,125028,107827,682786,157790,1087308,962280,188081,157790,91413,-80254,2838280.80527966,1732812.64920159,1753560,3828467.14418,172987,125314,0.0735281243877041,0.0785157236329734,45.8031879068296,0.157922101507647,0.178894953209996,0.100078044055408,0.354811263961873,0.581167271870972,29.33,NA
1977,1141226,1000770,140456,129056,771696,186670,1232519,1092063,220349,186670,100018,-91293,3167696.16663476,1927963.87560613,1950421,3963347.97828,205344,140799,0.0747323237117394,0.0802932320536509,49.2114497815667,0.167236839377164,0.186526374691488,0.107726591265368,0.360270032214736,0.591933290057736,31.152,NA
1978,1292589,1133313,159276,139913,884698,215700,1406890,1247614,254214,215700,108702,-114301,3595244.81457174,2187717.76017429,2214151,4137618.79048,249098,159693,0.075295134783557,0.0818761692988334,53.5126871787804,0.158147752114281,0.190326944101056,0.111879689619281,0.359527394285101,0.590839012020007,33.343,NA
1979,1401270,1217918,183352,98468,1004441,214605,1564355,1381003,261553,214605,115009,-163085,4141694.57820704,2523164.87255017,2554540,4334926.77169,295657,183846,0.0754002468665631,0.0830322773830692,58.9292538153787,0.0980326370588218,0.176206444112001,0.0980953777067216,0.338332528760877,0.555362043616172,36.11,NA
1980,1476974,1264886,212088,34309,1102003,187655,1702381,1490293,259716,187655,128574,-225407,4760723.88762233,2896689.24057087,2934852,4517194.94308,324889,212651,0.0755037099740441,0.0832443414469924,64.9706739908573,0.0311333090744762,0.148357243261448,0.0743728648260455,0.310241474797576,0.509883483293128,39.371,NA
1981,1600448,1355568,244880,-19402,1220566,216215,1935130,1690250,315280,216215,154404,-334682,5400792.15222668,3279604.84692043,3322949,4703879.56656,372344,245507,0.0769356388259484,0.0836522591258435,70.6427312387615,-0.0158959040314084,0.159501404577269,0.0746421110596555,0.296335788323229,0.488000254513232,43.097,NA
1982,1652169,1379649,272520,-56766,1275114,195169,2018565,1746045,309630,195169,161301,-366396,5806428.59001205,3502681.86672028,3544276,4851412.93908,380674,273224,0.0795066325116577,0.0822233504035121,73.0565722709253,-0.0445183724749317,0.141462792347909,0.0595099132699675,0.284541344888317,0.47168685677612,45.759,NA
1983,1846753,1560877,285876,30458,1352980,242847,2172454,1886578,356159,242847,177439,-325701,6056789.91770463,3623095.66762711,3662057,4983309.68393,383070,286630,0.080398172780535,0.0808712414044504,73.48644239007,0.0225117887921477,0.155583687888283,0.0693317318673273,0.30490623335007,0.509716874578005,47.552,NA
1984,2056840,1753672,303168,56979,1501072,300699,2434777,2131609,434916,300699,195621,-377937,6464086.45599333,3853328.62449998,3891586,5182408.11869,451779,303950,0.0812249119995682,0.0829998003854118,75.0922333956151,0.0379588720594349,0.171468210703028,0.0829950483192562,0.318195001567925,0.533782659211139,49.267,NA
1985,2217893,1891029,326864,66049,1615931,314980,2601493,2274629,449649,314980,209049,-383600,6870117.73079353,4079461.22252147,4116228,5392368.63832,486853,327679,0.0828318097646762,0.0842019166478654,76.334321261879,0.0408736511645609,0.166565399049935,0.0817423144232534,0.322831876673505,0.543673019308453,50.826,NA
1986,2331416,1981548,349868,38572,1723353,284091,2706772,2356904,413928,284091,219623,-375356,7266064.00878923,4281162.74772151,4316632,5562819.81628,481761,350721,0.0838170099027414,0.0852044638926707,77.5979115370061,0.0223819496063778,0.143368215153002,0.0696393431641462,0.320863674911184,0.54457541966626,51.849,NA
1987,2485918,2114626,371292,33620,1847640,322803,2895133,2523841,442835,322803,233366,-409215,7740293.73572863,4516523.35056855,4552033,5706891.64527,484819,372009,0.0838402720432719,0.0861803832246993,79.7637888179081,0.018196185404083,0.15265252578943,0.0754007775508651,0.321165847818563,0.55040521371091,53.134,NA
1988,2656124,2256268,399856,1945,2002309,359258,3142537,2742681,488358,359258,252014,-486413,8325647.4413018,4811230.17368338,4847374,5852873.29138,518364,399854,0.0845988405940756,0.0878407515938483,82.8204158654711,0.00097137854347156,0.159226652153024,0.0795430405457277,0.319029122807137,0.552067538678268,55.008,NA
1989,2714561,2287413,427148,-99463,2119332,351587,3320147,2892999,506123,351587,267544,-605586,8915851.07506373,5108837.87899217,5142230,6013417.29303,565175,427148,0.0853451998095174,0.0881194642707577,85.5126087118589,-0.0469312972200675,0.153705080805259,0.073076320880078,0.304464596497379,0.531346083844709,57.165,NA
1990,2873639,2418951,454688,-100444,2234926,343243,3467335,3012647,493252,343243,284469,-593696,9514250.22218162,5407482.80956432,5441062,6183987.83456,602591,454686,0.0859360112725276,0.0884219492321425,87.986298575685,-0.0449428750661096,0.141897458857166,0.067186121018135,0.30203525584185,0.531418980180083,59.305,NA
1991,3052127,2572499,479628,-13257,2277820,372271,3554697,3075069,489313,372271,307936,-502570,9890175.28900639,5554845.56378164,5585582,6309200.21949,590570,479628,0.0876075993739992,0.0881497031278085,88.5307456679748,-0.00582003845782371,0.144711815242688,0.0688436770139254,0.308601911575081,0.549453079289961,61.31,NA
1992,3344066,2849718,494348,103341,2420482,408200,3742365,3248017,501640,408200,325895,-398299,10371033.4692083,5761183.54193394,5786950,6432741.51444,608234,494349,0.0870975062879896,0.0885044745560982,89.9608664052434,0.0426943889688087,0.143242243618491,0.0734853913242018,0.322442889604837,0.580447745790347,62.707,NA
1993,3555697,3038509,517188,179013,2515738,453787,3918863,3401675,542179,453787,343758,-363166,10975895.7459503,6044506.77661585,6069009,6588988.42757,660680,517187,0.0872875819136082,0.0893712577437165,92.1083572495852,0.0711572508742961,0.149345287441966,0.0787662806951071,0.323955063194903,0.588252628610789,64.194,NA
1994,3789858,3242274,547584,217152,2649014,556125,4210085,3662501,637379,556125,376108,-420227,11693622.2117073,6395881.81654859,6415484,6767914.419,720597,547585,0.0876714582679464,0.09022642741179,94.7926289077977,0.081974651700595,0.171523134688802,0.0920050254805668,0.324096155270495,0.592546596185406,65.564,NA
1995,3942787,3352359,590428,179717,2787890,623730,4474232,3883804,711162,623730,384752,-531445,12451544.9327929,6775234.45284783,6794677,6993153.47559,808110,590418,0.0897860723846595,0.0920301570388142,97.1618458499046,0.0644634472665708,0.18605704222012,0.0975205636830518,0.316650425411558,0.581941042400788,66.939,NA
1996,4225737,3599405,626332,247292,2953697,701602,4770205,4143873,791760,701602,398416,-544468,13155451.9662605,7132642.62497227,7152908,7255872.69316,883000,626340,0.0908540106255681,0.0921809822600839,98.5809468066183,0.0837228734023835,0.19492166066336,0.103553907231224,0.321215645865886,0.592450403333705,68.164,NA
1997,4537144,3867088,670056,273581,3176578,782312,5143154,4473098,879591,782312,416929,-606010,13967097.1624414,7552976.56661247,7573981,7550581.34749,963381,670041,0.092059349838522,0.0936739295402653,100.309905309712,0.0861244395698768,0.202300025238629,0.10968052671825,0.324845166266956,0.600709397147636,69.34,NA
1998,4764907,4049919,714988,171664,3447481,732405,5474446,4759458,881203,732405,430775,-709539,14786225.1765788,7979404.75050417,8001999,7874175.98576,1040534,714984,0.0931799679004424,0.0944000255611943,101.62331924599,0.0497940380237048,0.180844357627893,0.0969690549865542,0.322253106732579,0.59715068341394,70.119,NA
1999,5043588,4273956,769632,135739,3684312,745039,5802061,5032429,894212,745039,453905,-758473,15715092.2609209,8464555.41747579,8487993,8225224.24513,1129231,769635,0.0947157989156189,0.0961803419370585,103.194669799131,0.0368424281114086,0.174320699604769,0.0933702479439867,0.320939127576235,0.595847950807562,71.111,NA
2000,5235030,4396422,838608,-92200,4008927,680747,6216190,5377582,888960,680747,479695,-981160,16862833.0575419,9062220.4621233,9087285,8600145.2185,1231396,838620,0.096491510355173,0.0988007412352956,105.664320416963,-0.0229986727121746,0.154841141273517,0.080423243327646,0.310447834129428,0.577676301506951,72.722,NA
2001,5285861,4397277,888584,-85944,4013811,618384,6202593,5314009,830788,618384,469410,-916732,17845706.3501595,9516892.18689432,9528266,8867400.25173,1187409,888572,0.0961544257148147,0.0977819007547359,107.452756495807,-0.0214120694771129,0.140628848262231,0.068237580688377,0.296197914292855,0.555418817004057,74.36,NA
2002,5654783,4740196,914587,269925,3972742,773589,6298540,5383953,913682,773589,497529,-643757,18670608.9531888,9818808.37636687,9830512,9011113.99001,1070121,914587,0.0945433654997497,0.0959867199341412,109.093193259994,0.0679442561334212,0.163197682121161,0.0812858845942698,0.302870839091416,0.57591336781871,75.515,NA
2003,5988768,5056227,932541,491078,4040875,918145,6524950,5592409,1027260,918145,524274,-536182,19483775.5684988,10114717.0613259,10127063,9151724.27547,1086552,932541,0.0935209407751471,0.0948618952909065,110.657431268382,0.121527639434528,0.181586981755368,0.0935088011504436,0.307372048037886,0.592084579696088,77.006,NA
2004,6303018,5330004,973014,520429,4240204,1125412,6960008,5986994,1177419,1125412,569371,-656990,21313992.1881722,10960360.9222931,10967477,9309642.27858,1163895,973014,0.0902490051494792,0.0960805714351733,117.807716685682,0.122736783418911,0.211146558238981,0.111264802878478,0.295722075167961,0.575073945528547,79.077,NA
2005,6496176,5454108,1042069,394852,4442988,1304329,7485433,6443365,1384109,1304329,616267,-989257,23382912.9496243,11946062.8312017,11936357,9497759.2649,1295107,1042069,0.0890661830484935,0.0950144686877392,125.675505843911,0.0888708229686868,0.239146162855594,0.119004201526523,0.277817225509723,0.543792217719863,81.556,NA
2006,6574682,5455379,1119303,119626,4681230,1456385,8029316,6910013,1574260,1456385,654523,-1454634,25362992.4267397,12897568.4243781,12896598,9740425.40271,1432255,1119303,0.0890080470637985,0.0937725806961035,132.402820891292,0.0255543948919408,0.266963120252507,0.121913388584906,0.259223434261189,0.509761358394733,84.071,NA
2007,6468892,5279948,1188944,-290582,4894238,1258028,8199258,7010314,1439784,1258028,676292,-1730366,26845767.0247802,13601523.0581043,13605165,10007561.07237,1547563,1188944,0.0897858525675974,0.0921905141185295,135.94885808454,-0.0593722659175953,0.23826522533934,0.097539936103162,0.240965065145236,0.475600561228736,86.349,NA
2008,6754459,5497718,1256741,-127569,4940328,955428,8108788,6852047,1226760,955428,684959,-1354329,28725176.9583462,14479112.3490044,14481024,10231606.49326,1575381,1256741,0.08872828559809,0.0923723453556058,141.532260936142,-0.0258219697153711,0.17378628732867,0.0702441922068955,0.235140727237103,0.466496760104527,88.013,NA
2009,7030276,5766617,1263659,503691,4607471,1076888,7817337,6553678,1290752,1076888,655455,-787061,28293816.4954237,14049752.7659335,14051422,10268251.10925,1313817,1263659,0.0902531294839721,0.0872630968638682,136.843381122049,0.109320492738858,0.186745192198476,0.0743752775752201,0.248473937799699,0.500384321142386,88.556,NA
2010,7614863,6344149,1270714,958443,4700760,1388685,8236992,6966278,1580572,1388685,684947,-622129,29379933.209724,14425568.9579249,14428541,10352641.15324,1386906,1270714,0.0887932754436505,0.0904331248467237,139.370628097975,0.203891072932887,0.218892242284978,0.0988405293057648,0.259185851296615,0.527872628262379,89.632,NA
2011,8029648,6705111,1324537,1058459,4927979,1449878,8623024,7298487,1651835,1449878,718673,-593376,31023264.8647335,15118639.8001279,15124608,10505665.24998,1541669,1324537,0.088869423915195,0.0917997876569779,143.966209089223,0.214785614954934,0.216234749879607,0.100507508870455,0.258826659122132,0.531109154405019,91.481,NA
2012,8628940,7236911,1392029,1311062,5182659,1652370,9173994,7781965,1856116,1652370,743190,-545054,32266102.8268093,15643658.066848,15641553,10712999.77107,1702357,1392029,0.090751946666175,0.092037360571593,146.005351761879,0.252970917052424,0.228325317252071,0.109293562241361,0.267430499627317,0.551593493230744,93.185,NA
2013,8996874,7549180,1447694,1415792,5356731,1682298,9456941,8009247,1875859,1682298,776657,-460067,33664237.26661,16231424.0113485,16233055,10920334.29216,1752317,1447694,0.0909078427132945,0.0925543646465284,148.649799225049,0.264301492832102,0.222845130199571,0.107538658337536,0.26725316628289,0.554287411487105,94.771,NA
2014,9604125,8079815,1524311,1618669,5648214,1807956,10046512,8522202,2061056,1807956,812932,-442387,35354778.3762056,16999684.780608,17005192,11195109.2303,1937696,1524311,0.0918934265817881,0.093901671620037,151.89840179473,0.286580678423303,0.223762053957919,0.111386160495588,0.271649984559477,0.564959005060828,96.421,NA
2015,10042708,8455486,1587221,1670804,5949841,1777928,10489514,8902292,2117610,1777928,834841,-446806,36188449.3247768,17321359.2585651,17324832,11448159.9987,1971670,1587221,0.0936862216040728,0.0933374348257873,151.33289543444,0.280814899087219,0.210269167260167,0.104585939265658,0.277511421113149,0.579787524182553,97.316,NA
2016,10192972,8563065,1629907,1601628,6109709,1724401,10684384,9054477,2093040,1724401,851727,-491412,37425511.7702911,17827068.4721111,17832363,11694526.40718,2003456,1629907,0.0933686065128543,0.09407923840185,152.484695652588,0.262144727351172,0.201376609893771,0.0995534457925012,0.272353576954727,0.571769386309702,98.241,NA
2017,10524861,8815548,1709313,1498817,6432103,1726343,11132703,9423390,2106659,1726343,884628,-607842,39099116.6842204,18534474.3396826,18522028,11936357,2101896,1709313,0.0941937787646193,0.0958545426649289,155.173207369719,0.233021299565632,0.195829346059939,0.0968382997294655,0.269184111881679,0.567853223517977,100,NA
2018,10996648,9203083,1793566,1474260,6780648,1844577,11796349,10002784,2273961,1844577,948175,-799701,41044814.2943512,19401059.0794373,19387389,12241330.92135,2278745,1793566,0.0948756746615029,0.0968342127546724,158.376479849806,0.217421697749242,0.200430334052187,0.0995214089266471,0.267918083905509,0.566806582824907,102.291,NA
2019,11474488,9582657,1891831,1481103,7108215,1938296,12332556,10440725,2339171,1938296,993339,-858068,43086516.6488951,20278356.0689941,20271382,12527803.48935,2349717,1891831,0.0955092146459845,0.0975804942068269,161.811142849047,0.208364969264436,0.202271248986581,0.0999067108689108,0.266312732902121,0.565849024494873,103.979,NA
2020,11575618,9607417,1968202,1861047,7167961,1966263,12095295,10127094,2380724,1966263,578408,-519677,44369145.7130886,20687175.9077549,20683088,12702193.66512,2249910,1968202,0.096484619072084,0.0970926402551143,162.830834935192,0.259634085620723,0.204660940604535,0.0969636292661043,0.260893416223366,0.559555255469196,105.377,NA
2021,13403610,11333341,2070269,2684855,7883565,2697790,13818844,11748575,3100089,2697790,764921,-415234,49531318.6044473,22983778.800637,22973076,12919674.08966,2463629,2070269,0.0916601277358665,0.10009477308224,177.814671179562,0.34056356483393,0.238040133090498,0.130408810367813,0.270608786070083,0.583176949111106,110.186,NA
