"stage_id","asset_family","derived_variable_id","variable_role","year","value","unit","support_status","source_real_investment_variable_id","provider_v1_commit","s12d_a4_commit","s12d_b_commit","s12d_c_commit","s13_commit","s29b_setup_commit","s29c_real_investment_commit","modeling_authorized","econometrics_authorized"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME","CFC_ME_GPIM_2017","consumption_of_fixed_capital_flow",1911,474600.562481161,"millions_2017_dollars","partial_vintage_warmup","I_ME_REAL_2017","af67374e28232d02d65765d3836dc2ab3e3da8eb","f506afd2da9888938ad05f8578d984b8523e014d","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","dd7a13fa4e715ab4645c1bd53999491550c505ea","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","b51538cfe20d76800053403bc59ebedd4d374cc3","no","no"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME","CFC_ME_GPIM_2017","consumption_of_fixed_capital_flow",1912,501682.817545313,"millions_2017_dollars","partial_vintage_warmup","I_ME_REAL_2017","af67374e28232d02d65765d3836dc2ab3e3da8eb","f506afd2da9888938ad05f8578d984b8523e014d","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","dd7a13fa4e715ab4645c1bd53999491550c505ea","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","b51538cfe20d76800053403bc59ebedd4d374cc3","no","no"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME","CFC_ME_GPIM_2017","consumption_of_fixed_capital_flow",1913,556819.08068366,"millions_2017_dollars","partial_vintage_warmup","I_ME_REAL_2017","af67374e28232d02d65765d3836dc2ab3e3da8eb","f506afd2da9888938ad05f8578d984b8523e014d","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","dd7a13fa4e715ab4645c1bd53999491550c505ea","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","b51538cfe20d76800053403bc59ebedd4d374cc3","no","no"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME","CFC_ME_GPIM_2017","consumption_of_fixed_capital_flow",1914,625393.943659179,"millions_2017_dollars","partial_vintage_warmup","I_ME_REAL_2017","af67374e28232d02d65765d3836dc2ab3e3da8eb","f506afd2da9888938ad05f8578d984b8523e014d","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","dd7a13fa4e715ab4645c1bd53999491550c505ea","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","b51538cfe20d76800053403bc59ebedd4d374cc3","no","no"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME","CFC_ME_GPIM_2017","consumption_of_fixed_capital_flow",1915,654930.034607275,"millions_2017_dollars","partial_vintage_warmup","I_ME_REAL_2017","af67374e28232d02d65765d3836dc2ab3e3da8eb","f506afd2da9888938ad05f8578d984b8523e014d","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","dd7a13fa4e715ab4645c1bd53999491550c505ea","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","b51538cfe20d76800053403bc59ebedd4d374cc3","no","no"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME","CFC_ME_GPIM_2017","consumption_of_fixed_capital_flow",1916,712688.249558656,"millions_2017_dollars","partial_vintage_warmup","I_ME_REAL_2017","af67374e28232d02d65765d3836dc2ab3e3da8eb","f506afd2da9888938ad05f8578d984b8523e014d","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","dd7a13fa4e715ab4645c1bd53999491550c505ea","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","b51538cfe20d76800053403bc59ebedd4d374cc3","no","no"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME","CFC_ME_GPIM_2017","consumption_of_fixed_capital_flow",1917,797523.196944182,"millions_2017_dollars","partial_vintage_warmup","I_ME_REAL_2017","af67374e28232d02d65765d3836dc2ab3e3da8eb","f506afd2da9888938ad05f8578d984b8523e014d","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","dd7a13fa4e715ab4645c1bd53999491550c505ea","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","b51538cfe20d76800053403bc59ebedd4d374cc3","no","no"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME","CFC_ME_GPIM_2017","consumption_of_fixed_capital_flow",1918,956066.359611858,"millions_2017_dollars","partial_vintage_warmup","I_ME_REAL_2017","af67374e28232d02d65765d3836dc2ab3e3da8eb","f506afd2da9888938ad05f8578d984b8523e014d","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","dd7a13fa4e715ab4645c1bd53999491550c505ea","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","b51538cfe20d76800053403bc59ebedd4d374cc3","no","no"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME","CFC_ME_GPIM_2017","consumption_of_fixed_capital_flow",1919,1161651.68754016,"millions_2017_dollars","partial_vintage_warmup","I_ME_REAL_2017","af67374e28232d02d65765d3836dc2ab3e3da8eb","f506afd2da9888938ad05f8578d984b8523e014d","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","dd7a13fa4e715ab4645c1bd53999491550c505ea","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","b51538cfe20d76800053403bc59ebedd4d374cc3","no","no"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME","CFC_ME_GPIM_2017","consumption_of_fixed_capital_flow",1920,1366279.83410635,"millions_2017_dollars","partial_vintage_warmup","I_ME_REAL_2017","af67374e28232d02d65765d3836dc2ab3e3da8eb","f506afd2da9888938ad05f8578d984b8523e014d","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","dd7a13fa4e715ab4645c1bd53999491550c505ea","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","b51538cfe20d76800053403bc59ebedd4d374cc3","no","no"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME","CFC_ME_GPIM_2017","consumption_of_fixed_capital_flow",1921,1587154.75161646,"millions_2017_dollars","partial_vintage_warmup","I_ME_REAL_2017","af67374e28232d02d65765d3836dc2ab3e3da8eb","f506afd2da9888938ad05f8578d984b8523e014d","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","dd7a13fa4e715ab4645c1bd53999491550c505ea","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","b51538cfe20d76800053403bc59ebedd4d374cc3","no","no"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME","CFC_ME_GPIM_2017","consumption_of_fixed_capital_flow",1922,1693912.19658467,"millions_2017_dollars","partial_vintage_warmup","I_ME_REAL_2017","af67374e28232d02d65765d3836dc2ab3e3da8eb","f506afd2da9888938ad05f8578d984b8523e014d","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","dd7a13fa4e715ab4645c1bd53999491550c505ea","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","b51538cfe20d76800053403bc59ebedd4d374cc3","no","no"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME","CFC_ME_GPIM_2017","consumption_of_fixed_capital_flow",1923,1755415.76851822,"millions_2017_dollars","partial_vintage_warmup","I_ME_REAL_2017","af67374e28232d02d65765d3836dc2ab3e3da8eb","f506afd2da9888938ad05f8578d984b8523e014d","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","dd7a13fa4e715ab4645c1bd53999491550c505ea","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","b51538cfe20d76800053403bc59ebedd4d374cc3","no","no"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME","CFC_ME_GPIM_2017","consumption_of_fixed_capital_flow",1924,1942217.78612087,"millions_2017_dollars","partial_vintage_warmup","I_ME_REAL_2017","af67374e28232d02d65765d3836dc2ab3e3da8eb","f506afd2da9888938ad05f8578d984b8523e014d","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","dd7a13fa4e715ab4645c1bd53999491550c505ea","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","b51538cfe20d76800053403bc59ebedd4d374cc3","no","no"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME","CFC_ME_GPIM_2017","consumption_of_fixed_capital_flow",1925,2008919.65870114,"millions_2017_dollars","fully_supported","I_ME_REAL_2017","af67374e28232d02d65765d3836dc2ab3e3da8eb","f506afd2da9888938ad05f8578d984b8523e014d","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","dd7a13fa4e715ab4645c1bd53999491550c505ea","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","b51538cfe20d76800053403bc59ebedd4d374cc3","no","no"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME","CFC_ME_GPIM_2017","consumption_of_fixed_capital_flow",1926,2056606.84363034,"millions_2017_dollars","fully_supported","I_ME_REAL_2017","af67374e28232d02d65765d3836dc2ab3e3da8eb","f506afd2da9888938ad05f8578d984b8523e014d","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","dd7a13fa4e715ab4645c1bd53999491550c505ea","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","b51538cfe20d76800053403bc59ebedd4d374cc3","no","no"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME","CFC_ME_GPIM_2017","consumption_of_fixed_capital_flow",1927,2075886.72969698,"millions_2017_dollars","fully_supported","I_ME_REAL_2017","af67374e28232d02d65765d3836dc2ab3e3da8eb","f506afd2da9888938ad05f8578d984b8523e014d","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","dd7a13fa4e715ab4645c1bd53999491550c505ea","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","b51538cfe20d76800053403bc59ebedd4d374cc3","no","no"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME","CFC_ME_GPIM_2017","consumption_of_fixed_capital_flow",1928,2041271.62139541,"millions_2017_dollars","fully_supported","I_ME_REAL_2017","af67374e28232d02d65765d3836dc2ab3e3da8eb","f506afd2da9888938ad05f8578d984b8523e014d","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","dd7a13fa4e715ab4645c1bd53999491550c505ea","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","b51538cfe20d76800053403bc59ebedd4d374cc3","no","no"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME","CFC_ME_GPIM_2017","consumption_of_fixed_capital_flow",1929,1975319.94362894,"millions_2017_dollars","fully_supported","I_ME_REAL_2017","af67374e28232d02d65765d3836dc2ab3e3da8eb","f506afd2da9888938ad05f8578d984b8523e014d","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","dd7a13fa4e715ab4645c1bd53999491550c505ea","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","b51538cfe20d76800053403bc59ebedd4d374cc3","no","no"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME","CFC_ME_GPIM_2017","consumption_of_fixed_capital_flow",1930,1955078.14860226,"millions_2017_dollars","fully_supported","I_ME_REAL_2017","af67374e28232d02d65765d3836dc2ab3e3da8eb","f506afd2da9888938ad05f8578d984b8523e014d","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","dd7a13fa4e715ab4645c1bd53999491550c505ea","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","b51538cfe20d76800053403bc59ebedd4d374cc3","no","no"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME","CFC_ME_GPIM_2017","consumption_of_fixed_capital_flow",1931,1932361.14132203,"millions_2017_dollars","fully_supported","I_ME_REAL_2017","af67374e28232d02d65765d3836dc2ab3e3da8eb","f506afd2da9888938ad05f8578d984b8523e014d","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","dd7a13fa4e715ab4645c1bd53999491550c505ea","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","b51538cfe20d76800053403bc59ebedd4d374cc3","no","no"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME","CFC_ME_GPIM_2017","consumption_of_fixed_capital_flow",1932,1859023.33830972,"millions_2017_dollars","fully_supported","I_ME_REAL_2017","af67374e28232d02d65765d3836dc2ab3e3da8eb","f506afd2da9888938ad05f8578d984b8523e014d","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","dd7a13fa4e715ab4645c1bd53999491550c505ea","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","b51538cfe20d76800053403bc59ebedd4d374cc3","no","no"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME","CFC_ME_GPIM_2017","consumption_of_fixed_capital_flow",1933,1734396.65874046,"millions_2017_dollars","fully_supported","I_ME_REAL_2017","af67374e28232d02d65765d3836dc2ab3e3da8eb","f506afd2da9888938ad05f8578d984b8523e014d","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","dd7a13fa4e715ab4645c1bd53999491550c505ea","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","b51538cfe20d76800053403bc59ebedd4d374cc3","no","no"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME","CFC_ME_GPIM_2017","consumption_of_fixed_capital_flow",1934,1567455.8033052,"millions_2017_dollars","fully_supported","I_ME_REAL_2017","af67374e28232d02d65765d3836dc2ab3e3da8eb","f506afd2da9888938ad05f8578d984b8523e014d","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","dd7a13fa4e715ab4645c1bd53999491550c505ea","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","b51538cfe20d76800053403bc59ebedd4d374cc3","no","no"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME","CFC_ME_GPIM_2017","consumption_of_fixed_capital_flow",1935,1446030.34615078,"millions_2017_dollars","fully_supported","I_ME_REAL_2017","af67374e28232d02d65765d3836dc2ab3e3da8eb","f506afd2da9888938ad05f8578d984b8523e014d","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","dd7a13fa4e715ab4645c1bd53999491550c505ea","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","b51538cfe20d76800053403bc59ebedd4d374cc3","no","no"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME","CFC_ME_GPIM_2017","consumption_of_fixed_capital_flow",1936,1276172.66763424,"millions_2017_dollars","fully_supported","I_ME_REAL_2017","af67374e28232d02d65765d3836dc2ab3e3da8eb","f506afd2da9888938ad05f8578d984b8523e014d","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","dd7a13fa4e715ab4645c1bd53999491550c505ea","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","b51538cfe20d76800053403bc59ebedd4d374cc3","no","no"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME","CFC_ME_GPIM_2017","consumption_of_fixed_capital_flow",1937,1199769.09595654,"millions_2017_dollars","fully_supported","I_ME_REAL_2017","af67374e28232d02d65765d3836dc2ab3e3da8eb","f506afd2da9888938ad05f8578d984b8523e014d","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","dd7a13fa4e715ab4645c1bd53999491550c505ea","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","b51538cfe20d76800053403bc59ebedd4d374cc3","no","no"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME","CFC_ME_GPIM_2017","consumption_of_fixed_capital_flow",1938,1203647.73164186,"millions_2017_dollars","fully_supported","I_ME_REAL_2017","af67374e28232d02d65765d3836dc2ab3e3da8eb","f506afd2da9888938ad05f8578d984b8523e014d","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","dd7a13fa4e715ab4645c1bd53999491550c505ea","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","b51538cfe20d76800053403bc59ebedd4d374cc3","no","no"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME","CFC_ME_GPIM_2017","consumption_of_fixed_capital_flow",1939,1050486.97664042,"millions_2017_dollars","fully_supported","I_ME_REAL_2017","af67374e28232d02d65765d3836dc2ab3e3da8eb","f506afd2da9888938ad05f8578d984b8523e014d","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","dd7a13fa4e715ab4645c1bd53999491550c505ea","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","b51538cfe20d76800053403bc59ebedd4d374cc3","no","no"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME","CFC_ME_GPIM_2017","consumption_of_fixed_capital_flow",1940,988101.73873561,"millions_2017_dollars","fully_supported","I_ME_REAL_2017","af67374e28232d02d65765d3836dc2ab3e3da8eb","f506afd2da9888938ad05f8578d984b8523e014d","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","dd7a13fa4e715ab4645c1bd53999491550c505ea","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","b51538cfe20d76800053403bc59ebedd4d374cc3","no","no"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME","CFC_ME_GPIM_2017","consumption_of_fixed_capital_flow",1941,915839.946865086,"millions_2017_dollars","fully_supported","I_ME_REAL_2017","af67374e28232d02d65765d3836dc2ab3e3da8eb","f506afd2da9888938ad05f8578d984b8523e014d","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","dd7a13fa4e715ab4645c1bd53999491550c505ea","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","b51538cfe20d76800053403bc59ebedd4d374cc3","no","no"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME","CFC_ME_GPIM_2017","consumption_of_fixed_capital_flow",1942,862989.213359151,"millions_2017_dollars","fully_supported","I_ME_REAL_2017","af67374e28232d02d65765d3836dc2ab3e3da8eb","f506afd2da9888938ad05f8578d984b8523e014d","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","dd7a13fa4e715ab4645c1bd53999491550c505ea","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","b51538cfe20d76800053403bc59ebedd4d374cc3","no","no"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME","CFC_ME_GPIM_2017","consumption_of_fixed_capital_flow",1943,817633.365528842,"millions_2017_dollars","fully_supported","I_ME_REAL_2017","af67374e28232d02d65765d3836dc2ab3e3da8eb","f506afd2da9888938ad05f8578d984b8523e014d","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","dd7a13fa4e715ab4645c1bd53999491550c505ea","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","b51538cfe20d76800053403bc59ebedd4d374cc3","no","no"
"S29D_ASSET_SPECIFIC_GPIM_STOCK_CONSTRUCTION","ME","CFC_ME_GPIM_2017","consumption_of_fixed_capital_flow",1944,773670.07777693,"millions_2017_dollars","fully_supported","I_ME_REAL_2017","af67374e28232d02d65765d3836dc2ab3e3da8eb","f506afd2da9888938ad05f8578d984b8523e014d","5cbc2aae90fa1d8d5fb27057f44c879c383b1260","dd7a13fa4e715ab4645c1bd53999491550c505ea","906ed9f744da64e9931e7f8ec653d92da25384f1","bc6f2d3edb16f1c0947bf075d69fccc9d00dc0ca","b51538cfe20d76800053403bc59ebedd4d374cc3","no","no"
