"year","asset","nominal_investment","real_or_quantity_input","recovered_implicit_price","S12D_B_price","S29C_deflator","D03_deflator","absolute_difference_vs_S12D_B","relative_difference_vs_S12D_B","absolute_difference_vs_S29C","relative_difference_vs_S29C","recovery_status","notes"
1993,"ME",309640,617606.161347978,50.1355101970136,50.1355101970137,50.1355101970137,50.1355101970137,-0.00000000000007105427357601,-0.0000000000000014172444500274,-0.00000000000007105427357601,-0.0000000000000014172444500274,"PASS","Recovered SFC span."
1994,"ME",348233,659252.769878014,52.822379504668,52.8223795046679,52.8223795046679,52.8223795046679,0.000000000000078159700933611,0.0000000000000014796702016558,0.000000000000078159700933611,0.0000000000000014796702016558,"PASS","Recovered SFC span."
1995,"ME",392489,707334.878621849,55.4884273153212,55.4884273153212,55.4884273153212,55.4884273153212,-0.000000000000021316282072803,-0.000000000000000384157257722769,-0.000000000000021316282072803,-0.000000000000000384157257722769,"PASS","Recovered SFC span."
1996,"ME",419632,733193.688060889,57.2334441544116,57.2334441544116,57.2334441544116,57.2334441544116,0.000000000000042632564145606,0.000000000000000744889020318024,0.000000000000042632564145606,0.000000000000000744889020318024,"PASS","Recovered SFC span."
1997,"ME",452418,778862.286520404,58.0870338479469,58.0870338479469,58.0870338479469,58.0870338479469,-0.000000000000035527136788005,-0.00000000000000061161905565713,-0.000000000000035527136788005,-0.00000000000000061161905565713,"PASS","Recovered SFC span."
1998,"ME",472594,805717.902304992,58.6550204045369,58.6550204045369,58.6550204045369,58.6550204045369,0.000000000000035527136788005,0.000000000000000605696435581787,0.000000000000035527136788005,0.000000000000000605696435581787,"PASS","Recovered SFC span."
1999,"ME",509512,855289.291528526,59.5718904757276,59.5718904757276,59.5718904757276,59.5718904757276,-0.000000000000007105427357601,-0.000000000000000119274834168576,-0.000000000000007105427357601,-0.000000000000000119274834168576,"PASS","Recovered SFC span."
2000,"ME",548834,904245.971526633,60.6952109582979,60.6952109582979,60.6952109582979,60.6952109582979,-0.000000000000028421709430404,-0.000000000000000468269390313707,-0.000000000000028421709430404,-0.000000000000000468269390313707,"PASS","Recovered SFC span."
2001,"ME",498324,814166.792277658,61.2066231055583,61.2066231055583,61.2066231055583,61.2066231055583,0.000000000000014210854715202,0.00000000000000023217838191618,0.000000000000014210854715202,0.00000000000000023217838191618,"PASS","Recovered SFC span."
2002,"ME",438110,709120.579986128,61.7821584036625,61.7821584036625,61.7821584036625,61.7821584036625,0.000000000000021316282072803,0.000000000000000345023265997443,0.000000000000021316282072803,0.000000000000000345023265997443,"PASS","Recovered SFC span."
2003,"ME",445329,714853.742657335,62.2965193333916,62.2965193333916,62.2965193333916,62.2965193333916,-0.000000000000021316282072803,-0.000000000000000342174527580343,-0.000000000000021316282072803,-0.000000000000000342174527580343,"PASS","Recovered SFC span."
2004,"ME",479955,732017.466090265,65.5660584935847,65.5660584935848,65.5660584935848,65.5660584935848,-0.000000000000056843418860808,-0.000000000000000866964099517584,-0.000000000000056843418860808,-0.000000000000000866964099517584,"PASS","Recovered SFC span."
2005,"ME",537595,795201.783223789,67.6048534273354,67.6048534273354,67.6048534273354,67.6048534273354,0.000000000000014210854715202,0.000000000000000210204652399349,0.000000000000014210854715202,0.000000000000000210204652399349,"PASS","Recovered SFC span."
2006,"ME",591246,833111.22603878,70.9684351285501,70.9684351285501,70.9684351285501,70.9684351285501,0.000000000000014210854715202,0.000000000000000200241905989062,0.000000000000014210854715202,0.000000000000000200241905989062,"PASS","Recovered SFC span."
2007,"ME",610903,837378.086267004,72.9542616434327,72.9542616434327,72.9542616434327,72.9542616434327,0.000000000000028421709430404,0.00000000000000038958257941553,0.000000000000028421709430404,0.00000000000000038958257941553,"PASS","Recovered SFC span."
2008,"ME",592308,772365.465714313,76.6875302292563,76.6875302292563,76.6875302292563,76.6875302292563,0.000000000000014210854715202,0.000000000000000185308545896821,0.000000000000014210854715202,0.000000000000000185308545896821,"PASS","Recovered SFC span."
2009,"ME",462764,589899.624802582,78.44792241644,78.44792241644,78.44792241644,78.44792241644,-0.000000000000014210854715202,-0.000000000000000181150172974165,-0.000000000000014210854715202,-0.000000000000000181150172974165,"PASS","Recovered SFC span."
2010,"ME",547722,671220.175896981,81.6009440222882,81.6009440222882,81.6009440222882,81.6009440222882,0.000000000000014210854715202,0.000000000000000174150616582579,0.000000000000014210854715202,0.000000000000000174150616582579,"PASS","Recovered SFC span."
2011,"ME",629358,734467.200027038,85.689054593157,85.689054593157,85.689054593157,85.689054593157,-0.000000000000028421709430404,-0.000000000000000331684245617453,-0.000000000000028421709430404,-0.000000000000000331684245617453,"PASS","Recovered SFC span."
2012,"ME",693911,780879.807389388,88.862715290316,88.862715290316,88.862715290316,88.862715290316,0.000000000000028421709430404,0.000000000000000319838408465798,0.000000000000028421709430404,0.000000000000000319838408465798,"PASS","Recovered SFC span."
2013,"ME",703424,772289.295524182,91.0829664578686,91.0829664578685,91.0829664578685,91.0829664578685,0.000000000000056843418860808,0.000000000000000624083965107808,0.000000000000056843418860808,0.000000000000000624083965107808,"PASS","Recovered SFC span."
