branch,spec_id,p,q_profile,LogLik,BIC,ICOMP_penalty,RICOMP_penalty,theta,stability_margin,Parameters
SR_const__LR_trend,p05_sym,5,sym,288.783647489026,-460.31880821085,0.555377858059314,0.555377858059314,0.650169117897704,0.0765953576039425,29
SR_const__LR_trend,p05_Y_only,5,Y_only,274.394018468389,-471.970062847922,0.387626159564817,0.387626159564817,0.650169117897704,0.0355730715090785,19
SR_const__LR_trend,p05_K_only,5,K_only,284.199303674064,-491.580633259271,0.504753303392572,0.504753303392572,0.650169117897704,0.11509163752934,19
SR_const__LR_trend,p05_Y_short,5,Y_short,284.983382714273,-485.062688804021,0.504293197855347,0.504293197855347,0.650169117897704,0.112776129957413,21
SR_const__LR_trend,p05_K_short,5,K_short,283.233020717766,-481.561964811006,0.518724903907595,0.518724903907595,0.650169117897704,0.22797713561229,21
SR_const__LR_trend,p06_sym,6,sym,288.755995363612,-444.091298888684,0.780968445708282,0.780968445708282,0.707390012752933,0.0742553043658076,33
SR_const__LR_trend,p06_Y_only,6,Y_only,267.472319318519,-450.040562012512,0.392707546045264,0.392707546045264,0.707390012752933,0.0483627035128132,21
SR_const__LR_trend,p06_K_only,6,K_only,282.767524279888,-480.630971935251,0.737570855567624,0.737570855567624,0.707390012752933,0.0658128471494696,21
SR_const__LR_trend,p06_Y_short,6,Y_short,284.532118124882,-476.074057089569,0.705376655785898,0.705376655785898,0.707390012752933,0.0989299434284842,23
SR_const__LR_trend,p06_K_short,6,K_short,276.248165341838,-459.506151523482,0.540840278092459,0.540840278092459,0.707390012752933,0.11307130455381,23
SR_const__LR_trend,p07_sym,7,sym,290.36983683444,-431.146776759003,0.696224417229846,0.696224417229846,0.648429969767354,0.0296064726252119,37
SR_const__LR_trend,p07_Y_only,7,Y_only,264.418035528462,-435.84589189673,0.370855279642447,0.370855279642447,0.648429969767354,0.0659319760130094,23
SR_const__LR_trend,p07_K_only,7,K_only,280.892132704627,-468.79408624906,0.557213505148329,0.557213505148329,0.648429969767354,0.0705727250438649,23
SR_const__LR_trend,p07_Y_short,7,Y_short,281.598959664049,-462.121637632234,0.543187736927752,0.543187736927752,0.648429969767354,0.0828442313399443,25
SR_const__LR_trend,p07_K_short,7,K_short,274.076214462641,-447.076147229418,0.525583697308948,0.525583697308948,0.648429969767354,0.142054213863416,25
SR_none__LR_both,p01_sym,1,sym,287.638367708546,-526.760120203078,0.383182573120081,0.383182573120081,0.862934401694622,0.0151356887575687,12
SR_none__LR_both,p01_Y_only,1,Y_only,282.387397080882,-524.344281483418,0.334552587509103,0.334552587509103,0.862934401694622,0.0135050760104547,10
SR_none__LR_both,p01_K_only,1,K_only,287.540961582212,-534.651410486079,0.381977671985483,0.381977671985483,0.862934401694622,0.0147802084089261,10
SR_none__LR_both,p01_Y_short,1,Y_short,287.638367708546,-526.760120203078,0.383182573120081,0.383182573120081,0.862934401694622,0.0151356887575687,12
SR_none__LR_both,p01_K_short,1,K_short,287.638367708546,-526.760120203078,0.383182573120081,0.383182573120081,0.862934401694622,0.0151356887575687,12
SR_none__LR_both,p02_sym,2,sym,290.669369377252,-516.649918469151,0.400173333320955,0.400173333320955,2.45421897218802,0.0335154870024517,16
SR_none__LR_both,p02_Y_only,2,Y_only,282.445133300296,-516.373651386578,0.314228978615661,0.314228978615661,2.45421897218802,0.0327126887525958,12
SR_none__LR_both,p02_K_only,2,K_only,287.429634426178,-526.342653638342,0.34234333390657,0.34234333390657,2.45421897218802,0.0338410546889414,12
SR_none__LR_both,p02_Y_short,2,Y_short,287.711385083592,-518.820052417501,0.346946861178365,0.346946861178365,2.45421897218802,0.0339171095790121,14
SR_none__LR_both,p02_K_short,2,K_short,288.994259991474,-521.385802233265,0.385900697203612,0.385900697203612,2.45421897218802,0.0331995813227646,14
SR_none__LR_both,p03_sym,3,sym,292.279228526982,-503.697431697273,0.384325601134371,0.384325601134371,0.890144636210618,0.00349580903405333,20
SR_none__LR_both,p03_Y_only,3,Y_only,283.545291053529,-510.487864357374,0.283749403538678,0.283749403538678,0.890144636210618,0.00527144148471037,14
SR_none__LR_both,p03_K_only,3,K_only,287.222380154204,-517.842042558724,0.318724900503533,0.318724900503533,0.890144636210618,0.00407160603332368,14
SR_none__LR_both,p03_Y_short,3,Y_short,288.398465573093,-512.108110860833,0.330874306714195,0.330874306714195,0.890144636210618,0.00354252557837864,16
SR_none__LR_both,p03_K_short,3,K_short,289.523416089395,-514.358011893437,0.345697032494048,0.345697032494048,0.890144636210618,0.00471462062263783,16
SR_none__LR_both,p04_sym,4,sym,292.00514547847,-486.97706052891,0.428044595252761,0.428044595252761,0.551779439916527,-0.0182601019825477,24
SR_none__LR_both,p04_Y_only,4,Y_only,279.798778871294,-494.908737457236,0.301670680151352,0.301670680151352,0.551779439916527,-0.0161962809985718,16
SR_none__LR_both,p04_K_only,4,K_only,287.174931950325,-509.661043615298,0.397968807440023,0.397968807440023,0.551779439916527,-0.0150439801749724,16
SR_none__LR_both,p04_Y_short,4,Y_short,288.745401308768,-504.715879796514,0.424035304881794,0.424035304881794,0.551779439916527,-0.0169683427081773,18
SR_none__LR_both,p04_K_short,4,K_short,288.839933341293,-504.904943861564,0.406894839300117,0.406894839300117,0.551779439916527,-0.0155844378950873,18
SR_none__LR_both,p05_sym,5,sym,287.181742910135,-461.158050320902,0.423273278602604,0.423273278602604,0.603363373892519,-0.0157184925754525,28
SR_none__LR_both,p05_Y_only,5,Y_only,275.113382943652,-477.451843066282,0.306267876624066,0.306267876624066,0.603363373892519,-0.0157645203616095,18
SR_none__LR_both,p05_K_only,5,K_only,282.015147090256,-491.255371359489,0.390690431846105,0.390690431846105,0.603363373892519,-0.0132964134760005,18
SR_none__LR_both,p05_Y_short,5,Y_short,283.656567523459,-486.452109690228,0.412214944749262,0.412214944749262,0.603363373892519,-0.0151934552757955,20
SR_none__LR_both,p05_K_short,5,K_short,283.978740747836,-487.09645613898,0.406592328873042,0.406592328873042,0.603363373892519,-0.0157167262999962,20
SR_none__LR_both,p06_sym,6,sym,287.582605832895,-445.787571095084,0.781483782359322,0.781483782359322,0.756029609434917,0.0140157874653085,32
SR_none__LR_both,p06_Y_only,6,Y_only,266.278740948117,-451.696456539544,0.38727921486433,0.38727921486433,0.756029609434917,0.0042588547609431204,20
SR_none__LR_both,p06_K_only,6,K_only,276.986828516897,-473.112631677103,0.78711650242481,0.78711650242481,0.756029609434917,0.0770290613046795,20
SR_none__LR_both,p06_Y_short,6,Y_short,282.241972722868,-475.536817553375,0.723332222097442,0.723332222097442,0.756029609434917,0.0231854188612807,22
SR_none__LR_both,p06_K_short,6,K_short,275.173817391886,-461.400506891411,0.540152261973123,0.540152261973123,0.756029609434917,0.00630446135738494,22
SR_none__LR_both,p07_sym,7,sym,288.474585866177,-431.39932609031,0.723744150247498,0.723744150247498,0.647430443470108,0.0164914816100327,36
SR_none__LR_both,p07_Y_only,7,Y_only,262.058163652379,-435.169199412399,0.384001935292876,0.384001935292876,0.647430443470108,0.0659284616152871,22
SR_none__LR_both,p07_K_only,7,K_only,277.593009112189,-466.238890332018,0.632164670503611,0.632164670503611,0.647430443470108,-0.0101040871711202,22
SR_none__LR_both,p07_Y_short,7,Y_short,279.404286544294,-461.775342660558,0.589395835931718,0.589395835931718,0.647430443470108,-0.00227517079420037,24
SR_none__LR_both,p07_K_short,7,K_short,271.668504287438,-446.303778146847,0.545235156616201,0.545235156616201,0.647430443470108,0.0602043163359148,24
SR_none__LR_const,p01_sym,1,sym,287.631999424086,-530.790434901991,0.381296961897524,0.381296961897524,0.906588235988912,0.0190143753096503,11
SR_none__LR_const,p01_Y_only,1,Y_only,282.307221026948,-528.226980643385,0.330755997959862,0.330755997959862,0.906588235988912,0.0171529460559299,9
SR_none__LR_const,p01_K_only,1,K_only,287.543494315027,-538.699527219543,0.38014677670121,0.38014677670121,0.906588235988912,0.0186687947628522,9
SR_none__LR_const,p01_Y_short,1,Y_short,287.631999424086,-530.790434901991,0.381296961897524,0.381296961897524,0.906588235988912,0.0190143753096503,11
SR_none__LR_const,p01_K_short,1,K_short,287.631999424086,-530.790434901991,0.381296961897524,0.381296961897524,0.906588235988912,0.0190143753096503,11
SR_none__LR_const,p02_sym,2,sym,290.547848083337,-520.449927149156,0.401754576599906,0.401754576599906,1.15424917538474,0.0160519128821404,15
SR_none__LR_const,p02_Y_only,2,Y_only,282.379071325469,-520.284578704758,0.322773011205243,0.322773011205243,1.15424917538474,0.0154123425832943,11
SR_none__LR_const,p02_K_only,2,K_only,287.303172791408,-530.132781636636,0.343738039722222,0.343738039722222,1.15424917538474,0.0163039956600488,11
SR_none__LR_const,p02_Y_short,2,Y_short,287.559152206269,-522.558637930688,0.348170167089739,0.348170167089739,1.15424917538474,0.0163633757740971,13
SR_none__LR_const,p02_K_short,2,K_short,288.831930754081,-525.104195026313,0.389104047232648,0.389104047232648,1.15424917538474,0.015761201046037,13
SR_none__LR_const,p03_sym,3,sym,292.262486833104,-507.706999577352,0.388960148336157,0.388960148336157,1.21550870903479,0.0123541741859696,19
SR_none__LR_const,p03_Y_only,3,Y_only,283.257945898733,-513.956225315616,0.280692728015781,0.280692728015781,1.21550870903479,0.0132548561924187,13
SR_none__LR_const,p03_K_only,3,K_only,287.091177391972,-521.622688302096,0.318836527309161,0.318836527309161,1.21550870903479,0.0125039608551789,13
SR_none__LR_const,p03_Y_short,3,Y_short,288.433768810366,-516.221768603214,0.331488907666872,0.331488907666872,1.21550870903479,0.0122210201036476,15
SR_none__LR_const,p03_K_short,3,K_short,289.339505926545,-518.033242835571,0.346050791961437,0.346050791961437,1.21550870903479,0.0129015984041994,15
SR_none__LR_const,p04_sym,4,sym,291.787510745419,-490.584842330644,0.451600125881692,0.451600125881692,1.46188623352521,0.0125877256281197,23
SR_none__LR_const,p04_Y_only,4,Y_only,278.775137673992,-496.904506330466,0.295378459194078,0.295378459194078,1.46188623352521,0.0124798315990904,15
SR_none__LR_const,p04_K_only,4,K_only,287.101489076562,-513.557209135605,0.401939772518483,0.401939772518483,1.46188623352521,0.0131226680533379,15
SR_none__LR_const,p04_Y_short,4,Y_short,289.180956026657,-509.630040500127,0.428761093207115,0.428761093207115,1.46188623352521,0.0126729597740278,17
SR_none__LR_const,p04_K_short,4,K_short,288.136822025177,-507.541772497167,0.41842185907274,0.41842185907274,1.46188623352521,0.0128643418911757,17
SR_none__LR_const,p05_sym,5,sym,287.162834148726,-465.163284065919,0.464483758162807,0.464483758162807,3.51663622107367,0.0129456317729731,27
SR_none__LR_const,p05_Y_only,5,Y_only,273.786464254316,-478.841056955444,0.306730169574047,0.306730169574047,3.51663622107367,0.0127602950828317,17
SR_none__LR_const,p05_K_only,5,K_only,281.586421871204,-494.440972189221,0.40732932617629,0.40732932617629,3.51663622107367,0.0128880468714725,17
SR_none__LR_const,p05_Y_short,5,Y_short,284.313561980127,-491.809149871398,0.431512621033693,0.431512621033693,3.51663622107367,0.0129085199842475,19
SR_none__LR_const,p05_K_short,5,K_short,283.238498247185,-489.659022405514,0.428616627618844,0.428616627618844,3.51663622107367,0.0128091092232335,19
SR_none__LR_const,p06_sym,6,sym,287.583669166269,-449.832749029668,0.785154877336877,0.785154877336877,0.723447166419537,0.0168400600995583,31
SR_none__LR_const,p06_Y_only,6,Y_only,266.218125955907,-455.618277822957,0.388846565773155,0.388846565773155,0.723447166419537,0.0093307318958169,19
SR_none__LR_const,p06_K_only,6,K_only,277.085560791824,-477.353147494792,0.805072962737388,0.805072962737388,0.723447166419537,0.0775561401528468,19
SR_none__LR_const,p06_Y_short,6,Y_short,282.311242581831,-479.718408539136,0.732701225066277,0.732701225066277,0.723447166419537,0.0249729102351719,21
SR_none__LR_const,p06_K_short,6,K_short,275.105578425483,-465.30708022644,0.542604653719227,0.542604653719227,0.723447166419537,0.011179964505703,21
SR_none__LR_const,p07_sym,7,sym,288.740128317033,-435.973462259857,0.719543754563263,0.719543754563263,0.771950076799057,0.0168601640273497,35
SR_none__LR_const,p07_Y_only,7,Y_only,261.876285946184,-438.848495267842,0.385713025511709,0.385713025511709,0.771950076799057,0.0117228107008736,21
SR_none__LR_const,p07_K_only,7,K_only,277.599840357511,-470.295604090496,0.639691981884656,0.639691981884656,0.771950076799057,0.0732950799517148,21
SR_none__LR_const,p07_Y_short,7,Y_short,279.75343851563,-466.516697871064,0.5907503845197,0.5907503845197,0.771950076799057,0.0399982566019748,23
SR_none__LR_const,p07_K_short,7,K_short,271.543161320272,-450.096143480349,0.548141308025404,0.548141308025404,0.771950076799057,0.016063206251519,23
SR_none__LR_none,p01_sym,1,sym,287.581282639759,-534.732052601173,0.3936848745745,0.3936848745745,0.883360668044536,0.0202046493475724,10
SR_none__LR_none,p01_Y_only,1,Y_only,282.497239493449,-532.650068844222,0.343101994763838,0.343101994763838,0.883360668044536,0.0178219699899052,8
SR_none__LR_none,p01_K_only,1,K_only,287.449959768344,-542.555509394011,0.392196964276849,0.392196964276849,0.883360668044536,0.0197105670148034,8
SR_none__LR_none,p01_Y_short,1,Y_short,287.581282639759,-534.732052601173,0.3936848745745,0.3936848745745,0.883360668044536,0.0202046493475724,10
SR_none__LR_none,p01_K_short,1,K_short,287.581282639759,-534.732052601173,0.3936848745745,0.3936848745745,0.883360668044536,0.0202046493475724,10
SR_none__LR_none,p02_sym,2,sym,289.296636192323,-521.990554634961,0.417705044420243,0.417705044420243,0.884139702125698,0.0177650099268627,14
SR_none__LR_none,p02_Y_only,2,Y_only,282.93791627771,-525.445319877075,0.353831321165123,0.353831321165123,0.884139702125698,0.0152194136319439,10
SR_none__LR_none,p02_K_only,2,K_only,286.355566728638,-532.280620778931,0.375315148406573,0.375315148406573,0.884139702125698,0.0200949837145935,10
SR_none__LR_none,p02_Y_short,2,Y_short,286.481871926341,-524.447128638668,0.374817942191655,0.374817942191655,0.884139702125698,0.0199632591846834,12
SR_none__LR_none,p02_K_short,2,K_short,288.336232752292,-528.155850290569,0.409335190263061,0.409335190263061,0.884139702125698,0.0167121319889163,12
SR_none__LR_none,p03_sym,3,sym,291.598718397162,-510.422513973302,0.38858983690165,0.38858983690165,0.881709565536742,0.012869974734676,18
SR_none__LR_none,p03_Y_only,3,Y_only,284.616181048262,-520.715746882509,0.306310987751994,0.306310987751994,0.881709565536742,0.0132605671344618,12
SR_none__LR_none,p03_K_only,3,K_only,287.353807357181,-526.190999500347,0.3483450413838,0.3483450413838,0.881709565536742,0.0139956834807614,12
SR_none__LR_none,p03_Y_short,3,Y_short,287.984832544993,-519.366947340303,0.3530047641227,0.3530047641227,0.881709565536742,0.0131086834466128,14
SR_none__LR_none,p03_K_short,3,K_short,289.95605067984,-523.309383609996,0.366949242620004,0.366949242620004,0.881709565536742,0.0132998998449402,14
SR_none__LR_none,p04_sym,4,sym,290.926430041526,-492.905732190692,0.440781396873712,0.440781396873712,0.880350690169277,0.019423169248839,22
SR_none__LR_none,p04_Y_only,4,Y_only,280.561551642888,-504.520385536093,0.311637965017932,0.311637965017932,0.880350690169277,0.0141198772672224,14
SR_none__LR_none,p04_K_only,4,K_only,286.88598518079,-517.169252611896,0.416757386659462,0.416757386659462,0.880350690169277,0.019977068840613,14
SR_none__LR_none,p04_Y_short,4,Y_short,287.9995933262,-511.310366367046,0.433645779039118,0.433645779039118,0.880350690169277,0.0181020880893545,16
SR_none__LR_none,p04_K_short,4,K_short,288.95614289093203,-513.223465496511,0.420006907891986,0.420006907891986,0.880350690169277,0.0180295966747579,16
SR_none__LR_none,p05_sym,5,sym,286.777851969484,-468.43637097526903,0.428608878565417,0.428608878565417,0.883915337664991,0.0228022107911161,26
SR_none__LR_none,p05_Y_only,5,Y_only,275.473616363559,-486.258412441765,0.312902882509762,0.312902882509762,0.883915337664991,0.0157751907694665,16
SR_none__LR_none,p05_K_only,5,K_only,282.148001064513,-499.607181843673,0.401178527794675,0.401178527794675,0.883915337664991,0.0220295628372502,16
SR_none__LR_none,p05_Y_short,5,Y_short,283.455228247092,-494.135533673162,0.413958335682601,0.413958335682601,0.883915337664991,0.022069700322819,18
SR_none__LR_none,p05_K_short,5,K_short,283.668905407949,-494.562887994876,0.419251811664036,0.419251811664036,0.883915337664991,0.0192933201981836,18
SR_none__LR_none,p06_sym,6,sym,282.64697269569,-444.002407356343,0.442456066718451,0.442456066718451,0.881571991522826,0.0240433814546269,30
SR_none__LR_none,p06_Y_only,6,Y_only,271.766203192153,-470.757483563285,0.298281047054692,0.298281047054692,0.881571991522826,0.015107063510901,18
SR_none__LR_none,p06_K_only,6,K_only,277.100632461918,-481.426342102813,0.411998173787808,0.411998173787808,0.881571991522826,0.0229892566969095,18
SR_none__LR_none,p06_Y_short,6,Y_short,278.303449705016,-475.745874053342,0.424180343380161,0.424180343380161,0.881571991522826,0.0224153559233791,20
SR_none__LR_none,p06_K_short,6,K_short,279.065251137381,-477.269476918071,0.402162680021425,0.402162680021425,0.881571991522826,0.0181405188563155,20
SR_none__LR_none,p07_sym,7,sym,284.347355138638,-431.230967170902,0.416652825236344,0.416652825236344,0.888649384098153,0.0212793319369922,34
SR_none__LR_none,p07_Y_only,7,Y_only,268.306244506609,-455.751463656527,0.261237774418849,0.261237774418849,0.888649384098153,0.018590235231323,20
SR_none__LR_none,p07_K_only,7,K_only,277.212426945437,-473.563828534184,0.364905205826041,0.364905205826041,0.888649384098153,0.0216800836688317,20
SR_none__LR_none,p07_Y_short,7,Y_short,278.236737434082,-467.526346975805,0.368032085075312,0.368032085075312,0.888649384098153,0.0236739107423879,22
SR_none__LR_none,p07_K_short,7,K_short,276.217611612721,-463.488095333081,0.376448660728757,0.376448660728757,0.888649384098153,0.0214137148599435,22
SR_none__LR_trend,p01_sym,1,sym,287.63810987813,-530.802655810079,0.382520620912036,0.382520620912036,0.872372047101448,0.0159401542775847,11
SR_none__LR_trend,p01_Y_only,1,Y_only,282.3661693482,-528.344877285888,0.333480904460561,0.333480904460561,0.872372047101448,0.0142692227132329,9
SR_none__LR_trend,p01_K_only,1,K_only,287.543493956953,-538.699526503395,0.381334029819804,0.381334029819804,0.872372047101448,0.0155895609035641,9
SR_none__LR_trend,p01_Y_short,1,Y_short,287.63810987813,-530.802655810079,0.382520620912036,0.382520620912036,0.872372047101448,0.0159401542775847,11
SR_none__LR_trend,p01_K_short,1,K_short,287.63810987813,-530.802655810079,0.382520620912036,0.382520620912036,0.872372047101448,0.0159401542775847,11
SR_none__LR_trend,p02_sym,2,sym,290.260429790161,-519.875090562803,0.404111210267311,0.404111210267311,0.818396973110858,0.00352062796752783,15
SR_none__LR_trend,p02_Y_only,2,Y_only,282.416903106627,-520.360242267073,0.333130879629728,0.333130879629728,0.818396973110858,0.00333630456174983,11
SR_none__LR_trend,p02_K_only,2,K_only,287.028281600414,-529.582999254648,0.348681332352504,0.348681332352504,0.818396973110858,0.00396575958849876,11
SR_none__LR_trend,p02_Y_short,2,Y_short,287.256679684837,-521.953692887825,0.351787150162865,0.351787150162865,0.818396973110858,0.00395771585661597,13
SR_none__LR_trend,p02_K_short,2,K_short,288.641952097399,-524.724237712949,0.393603931978889,0.393603931978889,0.818396973110858,0.00341664004676889,13
SR_none__LR_trend,p03_sym,3,sym,292.266872287422,-507.715770485987,0.381957209805355,0.381957209805355,0.799823116356423,0.369427398479262,19
SR_none__LR_trend,p03_Y_only,3,Y_only,283.720578019938,-514.881489558027,0.285870639071131,0.285870639071131,0.799823116356423,0.00140962808084066,13
SR_none__LR_trend,p03_K_only,3,K_only,287.282990928504,-522.006315375159,0.319655484604684,0.319655484604684,0.799823116356423,0.654438988321007,13
