year,r_struct,d_pi,d_mu,d_p,d_B,d_nu,chi,g_k,g_y,ect,theta_t,mu_t,period,component_distribution,component_utilization,component_prices,component_capacity,component_wedge,G,N,D,net_sign,O,R,S_off,F_rev,swing_id,true_sample,ECT,ext_bind_flag_isi,ext_bind_state_isi,ext_bind_distance_isi,theta_r1,theta_r2,theta_active,mu,regime_code,y,k_nr,y_p,u,wsh,mu_activation_state,theta_state,chi_state,dysfunctionality_state,net_motion_state,dominant_motion_component,dominant_offsetting_component,dominant_net_component
1950,0.11859012827290598,0.062421643814658756,-1.8464570152332271e-4,-0.006785078326148247,0.04669029297938465,-0.026225978937260308,0.29904145964351597,0.028133691105526992,0.048101499395972525,-6.238401970169426,1.7163103453570812,1.3579504935242475,1949_1955,0.062421643814658756,-1.8464570152332271e-4,-0.006785078326148247,0.04669029297938465,-0.026225978937260308,0.14230763975897529,0.07591623382911153,0.4665343761045442,1,0.03319570296493188,0.10911193679404341,0.23326718805227206,0.3042353012905558,3,ISI1931_1973,-6.238401970169426,1,bind,0.0010709328755584575,1.2437689177859008,1.7163103453570812,1.7163103453570812,1.3570774703550312,high_ect_side,15.715544986005517,17.64333008178963,4926855.521919535,1.3570774703550312,0.5640614965956121,capacity_bias_not_activated,theta_gt_1,weak_or_blocked,contained,profitability_rising,distribution,wedge,distribution
1951,0.11111053992368822,0.08213341604720736,-0.006334359080740926,-0.15090629087520646,0.04669257132503368,-0.03673302409678847,0.3493597625925967,0.03938576025894136,0.04258805572371038,-6.144845071191208,1.2421345806913942,1.3493759333265483,1949_1955,0.08213341604720736,-0.006334359080740926,-0.15090629087520646,0.04669257132503368,-0.03673302409678847,0.3227996614249769,-0.06514768668049481,0.7981791976084955,-1,0.12882598737224105,0.19397367405273586,0.39908959880424777,0.6641416058202669,3,ISI1931_1973,-6.144845071191208,0,relaxed,-0.013942061250968786,1.2421345806913942,1.7142155785653532,1.2421345806913942,1.3485084227218578,low_ect_side,15.758133041729227,17.682715842048573,5173882.502017715,1.3485084227218578,0.5267448831360416,capacity_bias_not_activated,theta_gt_1,intermediate,grossly_dysfunctional,profitability_falling,relative_prices,distribution,relative_prices
1952,0.10430166452800484,-0.26677379084278496,-0.007585549863341368,0.1815338927742967,0.06772498938007132,-0.03813778147348401,0.3739532313198282,0.04084854788106895,0.062446858750673684,-6.0913163726494925,1.7144405920600838,1.339178898851855,1949_1955,-0.26677379084278496,-0.007585549863341368,0.1815338927742967,0.06772498938007132,-0.03813778147348401,0.5617560043339784,-0.06323824002524231,0.8874275672403039,-1,0.24925888215436803,0.3124971221796104,0.4437137836201519,0.7976357683419062,3,ISI1931_1973,-6.0913163726494925,0,relaxed,-0.022531764902802242,1.2400464137263052,1.7144405920600838,1.7144405920600838,1.3383179438965762,high_ect_side,15.8205799004799,17.723564389929642,5549211.151590146,1.3383179438965762,0.6375593229564251,capacity_bias_not_activated,theta_gt_1,strong,grossly_dysfunctional,profitability_falling,distribution,relative_prices,distribution
1953,0.1679253378426162,0.4464901036982114,0.013428871065078951,-0.00854015206876299,0.05730175187669673,-0.03244843247486884,0.22666179745038406,0.03464369806554046,0.07268338384716344,-6.351281707300348,1.7103980259261984,1.357283852080611,1949_1955,0.4464901036982114,0.013428871065078951,-0.00854015206876299,0.05730175187669673,-0.03244843247486884,0.5582093111836189,0.4762321420963552,0.14685740177540307,1,0.04098858454363183,0.5172207266399871,0.07342870088770148,0.07924776102826607,3,ISI1931_1973,-6.351281707300348,1,bind,0.019184646017600664,1.2397878137211766,1.7103980259261984,1.7103980259261984,1.3564112574936065,high_ect_side,15.893263284327064,17.758208087995182,5887964.166701461,1.3564112574936065,0.4335714681918066,capacity_bias_not_activated,theta_gt_1,weak_or_blocked,contained,profitability_rising,distribution,wedge,distribution
1954,0.1768418184869162,0.014625106787307107,-0.06540085701883128,0.09610200340811617,0.031001560107201342,-0.02459162416267624,0.20315733084875554,0.02620662587871081,-0.032924637555515446,-6.39913021901507,1.2392369629582314,1.2713568018963184,1949_1955,0.014625106787307107,-0.06540085701883128,0.09610200340811617,0.031001560107201342,-0.02459162416267624,0.23172115148413214,0.051736189121117104,0.7767308301820695,1,0.08999248118150752,0.14172867030262462,0.3883654150910347,0.6349631375878433,3,ISI1931_1973,-6.39913021901507,1,bind,0.02686285503459069,1.2392369629582314,1.7097411359521917,1.2392369629582314,1.2705394496071967,low_ect_side,15.860338646771549,17.784414713873893,6082321.903220841,1.2705394496071967,0.42522651626408575,capacity_bias_not_activated,theta_gt_1,weak_or_blocked,grossly_dysfunctional,profitability_rising,relative_prices,utilization_realization,relative_prices
1955,0.19497731184592443,0.01163591147987808,-0.00410986779895961,0.08188702408733406,0.03919002311565656,-0.030975540735498797,0.20645810364251643,0.03316294823072141,0.036943138571794876,-6.297242212420575,1.237917874042466,1.2661424160730959,1955_1961,0.01163591147987808,-0.00410986779895961,0.08188702408733406,0.03919002311565656,-0.030975540735498797,0.1677983672173271,0.09762755014841029,0.4181853389433391,1,0.03508540853445841,0.1327129586828687,0.20909266947166955,0.26437063028862623,4,ISI1931_1973,-6.297242212420575,1,bind,0.01051297532210856,1.237917874042466,1.708415856042392,1.237917874042466,1.2653284161003204,low_ect_side,15.897281785343344,17.817577662104615,6337215.785382889,1.2653284161003204,0.41849944096052066,capacity_bias_not_activated,theta_gt_1,weak_or_blocked,contained,profitability_rising,relative_prices,wedge,relative_prices
1956,0.14192207614607,-0.17475168392688745,-0.03247635095636342,-0.12016634766648554,0.04689466972127576,-0.03710534201515614,0.2597816494762371,0.039748932801469294,0.016646717135024858,-6.334463600524863,1.2358336344962737,1.2256832693367825,1955_1961,-0.17475168392688745,-0.03247635095636342,-0.12016634766648554,0.04689466972127576,-0.03710534201515614,0.4113943942861683,-0.3176050548436168,0.22797913813407755,-1,0.04689466972127576,0.36449972456489255,0.11398956906703876,0.12865488383360085,4,ISI1931_1973,-6.334463600524863,1,bind,0.016485859065518704,1.2358336344962737,1.7083837009207323,1.2358336344962737,1.2248952804540107,low_ect_side,15.913928502478369,17.857326594906084,6656292.111600742,1.2248952804540107,0.5117340439004434,capacity_bias_not_activated,theta_gt_1,weak_or_blocked,contained,profitability_falling,distribution,productive_capacity,distribution
1957,0.12134178022471499,-0.051907958599370585,0.029728783652082313,-0.14798146768245296,0.0648776544304468,-0.05138396546150048,0.32912085616388786,0.055115780243177426,0.09768813670396703,-6.276405506526782,1.233028957442666,1.2626683793285114,1955_1961,-0.051907958599370585,0.029728783652082313,-0.14798146768245296,0.0648776544304468,-0.05138396546150048,0.34587982982585314,-0.15666695366079492,0.5470480202916861,-1,0.09460643808252911,0.251273391743324,0.27352401014584304,0.37650798369916405,4,ISI1931_1973,-6.276405506526782,1,bind,0.007169327268184458,1.233028957442666,1.7064168146098322,1.233028957442666,1.2618566128057647,low_ect_side,16.011616639182336,17.91244237514926,7124374.56938945,1.2618566128057647,0.5364323677274111,capacity_bias_not_activated,theta_gt_1,intermediate,grossly_dysfunctional,profitability_falling,relative_prices,productive_capacity,relative_prices
1958,0.14204143025055613,0.17680340253603122,-0.009267712461703381,-0.022371800063829682,0.05988692692373121,-0.047543233341587054,0.2631171636583559,0.05095566597431045,0.05345988381768407,-6.515616725840397,1.231022989887162,1.2510203903316415,1955_1961,0.17680340253603122,-0.009267712461703381,-0.022371800063829682,0.05988692692373121,-0.047543233341587054,0.3158730753268825,0.1575075835926423,0.5013579950439113,1,0.07918274586712012,0.2366903294597624,0.25067899752195577,0.3345415338592499,4,ISI1931_1973,-6.515616725840397,1,bind,0.04555534336936832,1.231022989887162,1.7027628669517083,1.231022989887162,1.2502161122735462,low_ect_side,16.06507652300002,17.963398041123572,7585583.506501482,1.2502161122735462,0.4467800326865331,capacity_bias_not_activated,theta_gt_1,weak_or_blocked,contained,profitability_rising,distribution,wedge,distribution
1959,0.09871354617859225,-0.2638491746893543,-0.09450485431763045,-0.012470385084074907,0.03458390006925782,-0.027656080347188805,0.3170379587854832,0.029453105199085172,-0.05828267926406738,-6.436232928277018,1.229825337896389,1.138207522472155,1955_1961,-0.2638491746893543,-0.09450485431763045,-0.012470385084074907,0.03458390006925782,-0.027656080347188805,0.4330643945075063,-0.36389659436899063,0.15971712524917991,-1,0.03458390006925782,0.39848049443824846,0.07985856262458996,0.08678944277564182,4,ISI1931_1973,-6.436232928277018,1,bind,0.03281669448749482,1.229825337896389,1.7044357735180444,1.229825337896389,1.1374757715407087,low_ect_side,16.006793843735952,17.992851146322657,7865386.789680906,1.1374757715407087,0.5750776192763191,capacity_bias_not_activated,theta_gt_1,intermediate,contained,profitability_falling,distribution,productive_capacity,distribution
1960,0.10219934994955274,-0.08399893520136792,0.026120132307909272,0.08240323957736495,0.05115984469708934,-0.04098114720929047,0.3798447340257304,0.04360215949290591,0.07970035016744603,-6.151360696959494,1.2288432151681306,1.1683293338427576,1955_1961,-0.08399893520136792,0.026120132307909272,0.08240323957736495,0.05115984469708934,-0.04098114720929047,0.28466329899302195,0.034703134171705174,0.8780905923086493,1,0.12498008241065839,0.15968321658236356,0.43904529615432464,0.7826751307091467,4,ISI1931_1973,-6.151360696959494,0,relaxed,-0.01289650445656599,1.2288432151681306,1.7043222639296212,1.2288432151681306,1.167578217669831,low_ect_side,16.0864941939034,18.036453305815563,8298310.432732301,1.167578217669831,0.6093126657451776,capacity_bias_not_activated,theta_gt_1,strong,grossly_dysfunctional,profitability_rising,distribution,distribution,relative_prices
1961,0.08331576173865722,-0.13572093323860035,-0.030946478774161887,-0.07014337378986057,0.07513848516931887,-0.04261526872006982,0.4510978205062003,0.045586706970787816,0.046716293927048014,-6.002397019649123,1.7036276112458832,1.1327273738039934,1961_1969,-0.13572093323860035,-0.030946478774161887,-0.07014337378986057,0.07513848516931887,-0.04261526872006982,0.3545645396920115,-0.20428756935337378,0.42383530645555856,-1,0.07513848516931887,0.27942605452269265,0.21191765322777925,0.2689029313950992,5,ISI1931_1973,-6.002397019649123,0,relaxed,-0.036800576063804276,1.2267605007534887,1.7036276112458832,1.7036276112458832,1.1319991460471994,high_ect_side,16.133210487830446,18.08204001278635,8968466.515753407,1.1319991460471994,0.6588962612543945,capacity_bias_not_activated,theta_gt_1,strong,contained,profitability_falling,distribution,productive_capacity,distribution
1962,0.10540176767223622,0.17369713970156908,-0.031108216714102258,0.06043052566567559,0.07489365910581647,-0.042771448532606726,0.38260310636506356,0.04548701863535243,0.0462978746727849,-6.261944812421257,1.701718285988692,1.0980326879383788,1961_1969,0.17369713970156908,-0.031108216714102258,0.06043052566567559,0.07489365910581647,-0.042771448532606726,0.3829009897197701,0.23514165922635216,0.38589435509570524,1,0.07387966524670898,0.30902132447306113,0.19294717754785265,0.23907626883901156,5,ISI1931_1973,-6.261944812421257,1,bind,0.004848832274840418,1.226194799512928,1.701718285988692,1.701718285988692,1.0973267653132917,high_ect_side,16.17950836250323,18.127527031421703,9690255.528135618,1.0973267653132917,0.5941905193772513,capacity_bias_not_activated,theta_gt_1,strong,contained,profitability_rising,distribution,wedge,distribution
1963,0.11764163254915795,0.08614655155792506,-0.0011930804860861427,0.013579797533387256,0.05972763037886608,-0.048397314944560677,0.3737645312187382,0.050947587161779495,0.06134111730799674,-6.401067253088012,1.2274221661471527,1.0967234277470121,1961_1969,0.08614655155792506,-0.0011930804860861427,0.013579797533387256,0.05972763037886608,-0.048397314944560677,0.20904437490082522,0.10986358403953157,0.4744485036172199,1,0.04959039543064682,0.15945397947017842,0.23722425180860993,0.3110013032940415,5,ISI1931_1973,-6.401067253088012,1,bind,0.02717368920585517,1.2274221661471527,1.7019739209284652,1.2274221661471527,1.096018346842214,low_ect_side,16.240849479811228,18.178474618583483,10315576.079113211,1.096018346842214,0.5576814422070525,capacity_bias_not_activated,theta_gt_1,strong,contained,profitability_rising,distribution,wedge,distribution
1964,0.08081800265847054,-0.3136794201385309,-0.035615919233713045,-0.03671208202219929,0.05504359912261059,-0.044479422929407875,0.4894773484349963,0.04694835968666666,0.022006985337714724,-6.263455958924535,1.2273677921018733,1.0583500230466814,1961_1969,-0.3136794201385309,-0.035615919233713045,-0.03671208202219929,0.05504359912261059,-0.044479422929407875,0.4855304434464617,-0.3754432452012405,0.22673593330993724,-1,0.05504359912261059,0.4304868443238511,0.11336796665496861,0.12786360337925173,5,ISI1931_1973,-6.263455958924535,1,bind,0.005091324638587031,1.2273677921018733,1.7045283842566157,1.2273677921018733,1.0576696123132516,low_ect_side,16.262856465148943,18.22542297827015,10927449.192245685,1.0576696123132516,0.6767742739731578,capacity_bias_not_activated,theta_gt_1,strong,contained,profitability_falling,distribution,productive_capacity,distribution
1965,0.08456047316630537,0.11299250168818342,-0.03686002467589229,-0.039005384329506926,0.042906515105151755,-0.034766416502343134,0.4236784529192281,0.03655967161335738,0.00805045224670664,-6.348927188961849,1.2284157636194757,1.020049431813537,1961_1969,0.11299250168818342,-0.03686002467589229,-0.039005384329506926,0.042906515105151755,-0.034766416502343134,0.26653084230107754,0.045267191285592825,0.8301615269183058,1,0.11063182550774235,0.15589901679333518,0.4150807634591529,0.7096377371924001,5,ISI1931_1973,-6.348927188961849,1,bind,0.018806818509712386,1.2284157636194757,1.7045768871991285,1.2284157636194757,1.0193936444398692,low_ect_side,16.27090691739565,18.261982649883507,11429393.052585974,1.0193936444398692,0.6381088691725728,capacity_bias_not_activated,theta_gt_1,strong,grossly_dysfunctional,profitability_rising,distribution,relative_prices,distribution
1966,0.10701468401000194,0.21010570454538147,0.06143830036229403,-0.044352636516624605,0.042310688798117724,-0.03400293557896106,0.33333800076103,0.03604673456521468,0.10572091117246885,-6.26497762493587,1.2284777343717797,1.0846847470368162,1961_1969,0.21010570454538147,0.06143830036229403,-0.044352636516624605,0.042310688798117724,-0.03400293557896106,0.39221026580137885,0.23549912161020756,0.39955900662358534,1,0.07835557209558566,0.3138546937057932,0.1997795033117927,0.24965556885708398,5,ISI1931_1973,-6.26497762493587,1,bind,0.0053355050586331425,1.2284777343717797,1.7028016031152318,1.2284777343717797,1.0839874057714503,low_ect_side,16.376627828568118,18.29802938444872,11946889.910226151,1.0839874057714503,0.553495656761064,capacity_bias_not_activated,theta_gt_1,intermediate,contained,profitability_rising,distribution,relative_prices,distribution
1967,0.0986216139502493,-0.05927156378519971,-0.013308461809128216,-0.017550686127349734,0.04324646502104379,-0.03479136607760758,0.3560892740231232,0.03685015331623731,0.0319498645043943,-6.376049528985654,1.2281719949745509,1.0703448938499949,1961_1969,-0.05927156378519971,-0.013308461809128216,-0.017550686127349734,0.04324646502104379,-0.03479136607760758,0.16816854282032903,-0.08167561277824145,0.514322884598557,-1,0.04324646502104379,0.12492207779928524,0.2571614422992785,0.34618752571926265,5,ISI1931_1973,-6.376049528985654,1,bind,0.023159116800080672,1.2281719949745509,1.7030941211844743,1.2281719949745509,1.0696567716424186,low_ect_side,16.408577693072512,18.33487953776496,12500008.349392409,1.0696567716424186,0.5791916250038267,capacity_bias_not_activated,theta_gt_1,intermediate,contained,profitability_falling,distribution,productive_capacity,distribution
1968,0.10919443953306651,0.09033525082899574,-0.012675916544814841,0.01513807397867364,0.04572822373302721,-0.036685936014720255,0.3386314111079901,0.03897880552043276,0.03517598794761767,-6.371793412790535,1.2276390682969245,1.0568629200108715,1961_1969,0.09033525082899574,-0.012675916544814841,0.01513807397867364,0.04572822373302721,-0.036685936014720255,0.2005634011002317,0.1018396959811615,0.49223190560940355,1,0.0493618525595351,0.1512015485406966,0.24611595280470178,0.32646393529659606,5,ISI1931_1973,-6.371793412790535,1,bind,0.022476141539709935,1.2276390682969245,1.701761884914304,1.2276390682969245,1.0561834653324755,low_ect_side,16.44375368102013,18.37385834328539,13112699.875746911,1.0561834653324755,0.5394079097121091,capacity_bias_not_activated,theta_gt_1,intermediate,contained,profitability_rising,distribution,wedge,distribution
1969,0.1228895951671377,0.081031813928511,-0.009583615328445365,0.03808732682520027,0.04407355048977557,-0.03545286588161467,0.30444245850394447,0.03756912462078432,0.03653255284689294,-6.296999468257914,1.2275018021001975,1.0467827318053855,1969_1972,0.081031813928511,-0.009583615328445365,0.03808732682520027,0.04407355048977557,-0.03545286588161467,0.20822917245354688,0.1181562100334268,0.4325664908465895,1,0.045036481210060035,0.16319269124348684,0.2162832454232947,0.2759711900508135,6,ISI1931_1973,-6.296999468257914,1,bind,0.010474022377664215,1.2275018021001975,1.7007851820116866,1.2275018021001975,1.0461097576562104,low_ect_side,16.480286233867023,18.411427467906176,13731567.576952275,1.0461097576562104,0.5005314522990513,capacity_bias_not_activated,theta_gt_1,weak_or_blocked,contained,profitability_rising,distribution,wedge,distribution
1970,0.11681652030459587,-0.01766433827184699,-0.03052921197544821,-0.011930324137980793,0.04863440502031047,-0.03919238129963176,0.32710045243475344,0.04145627474431279,0.020354321855833746,-6.358749198827397,1.227402465491953,1.0153081712318708,1969_1972,-0.01766433827184699,-0.03052921197544821,-0.011930324137980793,0.04863440502031047,-0.03919238129963176,0.14795066070521823,-0.05068185066459729,0.6574408628997104,-1,0.04863440502031047,0.09931625568490776,0.32872043144985513,0.4896922934208143,6,ISI1931_1973,-6.358749198827397,1,bind,0.020382947881598657,1.227402465491953,1.7008904678305143,1.227402465491953,1.0146554320034475,low_ect_side,16.500640555722857,18.45288374265049,14448360.078754378,1.0146554320034475,0.5092767661923354,capacity_bias_not_activated,theta_gt_1,intermediate,grossly_dysfunctional,profitability_falling,productive_capacity,productive_capacity,wedge
1971,0.10090142974457414,-0.11438539860044072,0.04551350204643247,-0.08498302736556626,0.03847778497448928,-0.03108326523555327,0.3579550513596816,0.03279462885902262,0.08576691853435747,-6.409366339648799,1.227439306020719,1.0625861335859226,1969_1972,-0.11438539860044072,0.04551350204643247,-0.08498302736556626,0.03847778497448928,-0.03108326523555327,0.314442978222482,-0.1464604041806385,0.5342226911582951,-1,0.08399128702092176,0.23045169120156025,0.26711134557914756,0.36446374762101597,6,ISI1931_1973,-6.409366339648799,1,bind,0.02850543640091392,1.227439306020719,1.702090624107535,1.227439306020719,1.061902999467019,low_ect_side,16.586407474257214,18.48567837150951,15041820.201674825,1.061902999467019,0.5623170054214746,capacity_bias_not_activated,theta_gt_1,strong,contained,profitability_falling,distribution,utilization_realization,distribution
1972,0.06201378545711935,-0.3460449609289843,-0.03447625609441103,-0.11018905279806501,0.021289632182849516,-0.01736675312461955,0.45693933105119744,0.01813908176528045,-0.012205854489604206,-6.232778661117724,1.227757936867246,1.026576448214803,1972_1974,-0.3460449609289843,-0.03447625609441103,-0.11018905279806501,0.021289632182849516,-0.01736675312461955,0.5293666551289294,-0.48678739076323035,0.08043435292562717,-1,0.021289632182849516,0.5080770229460799,0.040217176462813545,0.04190237153296519,7,ISI1931_1973,-6.232778661117724,1,bind,1.6856536779710782e-4,1.227757936867246,1.7051487602160171,1.227757936867246,1.0259164646376864,low_ect_side,16.57420161976761,18.50381745327479,15380565.575658517,1.0259164646376864,0.6903477385078481,capacity_bias_not_activated,theta_gt_1,strong,contained,profitability_falling,distribution,productive_capacity,distribution
