"design_id","lhs","regressors","test_type","lag","eg_statistic","p_value","n_obs","package","package_version","model_order_status","eg_classification","notes"
"D3_y_kME_kNRC","y_t","k_ME + k_NRC","type3",3,-0.905660032013717,0.1,94,"aTSA","3.1.2.1","PURE_I1_CORE","EG_PASS_WEAK","aTSA coint.test completed."
"D4_y_kKcap_QMEshare","y_t","k_Kcap + Q_MEshare_Kcap","type1",3,-0.0658137140496806,0.1,93,"aTSA","3.1.2.1","PURE_I1_CORE","EG_PASS_WEAK","aTSA coint.test completed."
"D4_y_kKcap_QMEshare","y_t","k_Kcap + Q_MEshare_Kcap","type2",3,1.85818177959038,0.1,93,"aTSA","3.1.2.1","PURE_I1_CORE","EG_PASS_WEAK","aTSA coint.test completed."
"D4_y_kKcap_QMEshare","y_t","k_Kcap + Q_MEshare_Kcap","type3",3,-2.93859659764094,0.1,93,"aTSA","3.1.2.1","PURE_I1_CORE","EG_PASS_WEAK","aTSA coint.test completed."
"D5_y_kKcap_QMEshare_omega","y_t","k_Kcap + Q_omega_MEshare_Kcap","type1",3,-0.0267441988710557,0.1,93,"aTSA","3.1.2.1","PURE_I1_CORE","EG_PASS_WEAK","aTSA coint.test completed."
"D5_y_kKcap_QMEshare_omega","y_t","k_Kcap + Q_omega_MEshare_Kcap","type2",3,1.85949778019739,0.1,93,"aTSA","3.1.2.1","PURE_I1_CORE","EG_PASS_WEAK","aTSA coint.test completed."
"D5_y_kKcap_QMEshare_omega","y_t","k_Kcap + Q_omega_MEshare_Kcap","type3",3,-2.73010931420106,0.1,93,"aTSA","3.1.2.1","PURE_I1_CORE","EG_PASS_WEAK","aTSA coint.test completed."
"D6_y_kNRC_QMEshare_Kcap","y_t","k_NRC + Q_MEshare_Kcap","type1",3,1.21151073402679,0.1,93,"aTSA","3.1.2.1","PURE_I1_CORE","EG_PASS_WEAK","aTSA coint.test completed."
"D6_y_kNRC_QMEshare_Kcap","y_t","k_NRC + Q_MEshare_Kcap","type2",3,2.61703211760108,0.1,93,"aTSA","3.1.2.1","PURE_I1_CORE","EG_PASS_WEAK","aTSA coint.test completed."
"D6_y_kNRC_QMEshare_Kcap","y_t","k_NRC + Q_MEshare_Kcap","type3",3,-2.12789599296082,0.1,93,"aTSA","3.1.2.1","PURE_I1_CORE","EG_PASS_WEAK","aTSA coint.test completed."
"D7_y_kNRC_QMEshare_NRC","y_t","k_NRC + Q_MEshare_NRC","type1",3,-1.84400674271738,0.1,93,"aTSA","3.1.2.1","PURE_I1_CORE","EG_PASS_WEAK","aTSA coint.test completed."
"D7_y_kNRC_QMEshare_NRC","y_t","k_NRC + Q_MEshare_NRC","type2",3,-0.335378984321894,0.1,93,"aTSA","3.1.2.1","PURE_I1_CORE","EG_PASS_WEAK","aTSA coint.test completed."
"D7_y_kNRC_QMEshare_NRC","y_t","k_NRC + Q_MEshare_NRC","type3",3,0.153258798319264,0.1,93,"aTSA","3.1.2.1","PURE_I1_CORE","EG_PASS_WEAK","aTSA coint.test completed."
"D8_y_kNRC_Q_ME_NRC_ratio_Kcap","y_t","k_NRC + Q_ME_NRC_ratio_Kcap","type1",3,1.1080500282254,0.1,93,"aTSA","3.1.2.1","PURE_I1_CORE","EG_PASS_WEAK","aTSA coint.test completed."
"D8_y_kNRC_Q_ME_NRC_ratio_Kcap","y_t","k_NRC + Q_ME_NRC_ratio_Kcap","type2",3,2.62032680635631,0.1,93,"aTSA","3.1.2.1","PURE_I1_CORE","EG_PASS_WEAK","aTSA coint.test completed."
"D8_y_kNRC_Q_ME_NRC_ratio_Kcap","y_t","k_NRC + Q_ME_NRC_ratio_Kcap","type3",3,-3.00977090118115,0.1,93,"aTSA","3.1.2.1","PURE_I1_CORE","EG_PASS_WEAK","aTSA coint.test completed."
"D9_y_kNRC_Q_ME_NRC_ratio_NRC","y_t","k_NRC + Q_ME_NRC_ratio_NRC","not_run",,,,0,"aTSA","3.1.2.1","PURE_I1_CORE","EG_NOT_RUN_ORDER_INCOMPATIBLE","Design or path order gate blocked EG standard run."
"D10_y_kNRC_Q_log_ME_NRC_ratio_Kcap","y_t","k_NRC + Q_log_ME_NRC_ratio_Kcap","not_run",,,,0,"aTSA","3.1.2.1","PURE_I1_CORE","EG_NOT_RUN_ORDER_INCOMPATIBLE","Design or path order gate blocked EG standard run."
"D11_y_kNRC_Q_log_ME_NRC_ratio_NRC","y_t","k_NRC + Q_log_ME_NRC_ratio_NRC","not_run",,,,0,"aTSA","3.1.2.1","PURE_I1_CORE","EG_NOT_RUN_ORDER_INCOMPATIBLE","Design or path order gate blocked EG standard run."
"D12_y_kNRC_Qomega_MEshare_Kcap","y_t","k_NRC + Q_omega_MEshare_Kcap","type1",3,1.15400362147379,0.1,93,"aTSA","3.1.2.1","PURE_I1_CORE","EG_PASS_WEAK","aTSA coint.test completed."
"D12_y_kNRC_Qomega_MEshare_Kcap","y_t","k_NRC + Q_omega_MEshare_Kcap","type2",3,2.55585870050702,0.1,93,"aTSA","3.1.2.1","PURE_I1_CORE","EG_PASS_WEAK","aTSA coint.test completed."
"D12_y_kNRC_Qomega_MEshare_Kcap","y_t","k_NRC + Q_omega_MEshare_Kcap","type3",3,-2.00216024585582,0.1,93,"aTSA","3.1.2.1","PURE_I1_CORE","EG_PASS_WEAK","aTSA coint.test completed."
"D13_y_kNRC_Qomega_MEshare_NRC","y_t","k_NRC + Q_omega_MEshare_NRC","type1",3,-1.85537336507754,0.1,93,"aTSA","3.1.2.1","PURE_I1_CORE","EG_PASS_WEAK","aTSA coint.test completed."
"D13_y_kNRC_Qomega_MEshare_NRC","y_t","k_NRC + Q_omega_MEshare_NRC","type2",3,-0.298329047302449,0.1,93,"aTSA","3.1.2.1","PURE_I1_CORE","EG_PASS_WEAK","aTSA coint.test completed."
"D13_y_kNRC_Qomega_MEshare_NRC","y_t","k_NRC + Q_omega_MEshare_NRC","type3",3,0.0938022221194365,0.1,93,"aTSA","3.1.2.1","PURE_I1_CORE","EG_PASS_WEAK","aTSA coint.test completed."
"D14_y_kNRC_Qomega_ME_NRC_ratio_Kcap","y_t","k_NRC + Q_omega_ME_NRC_ratio_Kcap","not_run",,,,0,"aTSA","3.1.2.1","PURE_I1_CORE","EG_NOT_RUN_ORDER_INCOMPATIBLE","Design or path order gate blocked EG standard run."
"D15_y_kNRC_Qomega_ME_NRC_ratio_NRC","y_t","k_NRC + Q_omega_ME_NRC_ratio_NRC","not_run",,,,0,"aTSA","3.1.2.1","PURE_I1_CORE","EG_NOT_RUN_ORDER_INCOMPATIBLE","Design or path order gate blocked EG standard run."
"D16_y_kNRC_Qomega_log_ME_NRC_ratio_Kcap","y_t","k_NRC + Q_omega_log_ME_NRC_ratio_Kcap","not_run",,,,0,"aTSA","3.1.2.1","PURE_I1_CORE","EG_NOT_RUN_ORDER_INCOMPATIBLE","Design or path order gate blocked EG standard run."
"D17_y_kNRC_Qomega_log_ME_NRC_ratio_NRC","y_t","k_NRC + Q_omega_log_ME_NRC_ratio_NRC","not_run",,,,0,"aTSA","3.1.2.1","PURE_I1_CORE","EG_NOT_RUN_ORDER_INCOMPATIBLE","Design or path order gate blocked EG standard run."
"D18_y_kNRC_Qomega_MEshare_Kcap_omega","y_t","k_NRC + Q_omega_MEshare_Kcap + omega_NFC","type1",3,-1.80433323275002,0.1,93,"aTSA","3.1.2.1","EG_MIXED_ORDER_CONTROL_DIAGNOSTIC","EG_MIXED_ORDER_CONTROL_DIAGNOSTIC","aTSA coint.test completed."
"D18_y_kNRC_Qomega_MEshare_Kcap_omega","y_t","k_NRC + Q_omega_MEshare_Kcap + omega_NFC","type2",3,1.2347251685638,0.1,93,"aTSA","3.1.2.1","EG_MIXED_ORDER_CONTROL_DIAGNOSTIC","EG_MIXED_ORDER_CONTROL_DIAGNOSTIC","aTSA coint.test completed."
"D18_y_kNRC_Qomega_MEshare_Kcap_omega","y_t","k_NRC + Q_omega_MEshare_Kcap + omega_NFC","type3",3,-1.99099899775142,0.1,93,"aTSA","3.1.2.1","EG_MIXED_ORDER_CONTROL_DIAGNOSTIC","EG_MIXED_ORDER_CONTROL_DIAGNOSTIC","aTSA coint.test completed."
"D19_y_kNRC_Qomega_MEshare_NRC_omega","y_t","k_NRC + Q_omega_MEshare_NRC + omega_NFC","type1",3,-2.32462197054417,0.1,93,"aTSA","3.1.2.1","EG_MIXED_ORDER_CONTROL_DIAGNOSTIC","EG_MIXED_ORDER_CONTROL_DIAGNOSTIC","aTSA coint.test completed."
"D19_y_kNRC_Qomega_MEshare_NRC_omega","y_t","k_NRC + Q_omega_MEshare_NRC + omega_NFC","type2",3,0.148845012484257,0.1,93,"aTSA","3.1.2.1","EG_MIXED_ORDER_CONTROL_DIAGNOSTIC","EG_MIXED_ORDER_CONTROL_DIAGNOSTIC","aTSA coint.test completed."
"D19_y_kNRC_Qomega_MEshare_NRC_omega","y_t","k_NRC + Q_omega_MEshare_NRC + omega_NFC","type3",3,-0.744171147634346,0.1,93,"aTSA","3.1.2.1","EG_MIXED_ORDER_CONTROL_DIAGNOSTIC","EG_MIXED_ORDER_CONTROL_DIAGNOSTIC","aTSA coint.test completed."
"D20_y_kNRC_QMEshare_Kcap_omega","y_t","k_NRC + Q_MEshare_Kcap + omega_NFC","type1",3,-1.86493694386885,0.1,93,"aTSA","3.1.2.1","EG_MIXED_ORDER_CONTROL_DIAGNOSTIC","EG_MIXED_ORDER_CONTROL_DIAGNOSTIC","aTSA coint.test completed."
"D20_y_kNRC_QMEshare_Kcap_omega","y_t","k_NRC + Q_MEshare_Kcap + omega_NFC","type2",3,1.23006799602039,0.1,93,"aTSA","3.1.2.1","EG_MIXED_ORDER_CONTROL_DIAGNOSTIC","EG_MIXED_ORDER_CONTROL_DIAGNOSTIC","aTSA coint.test completed."
"D20_y_kNRC_QMEshare_Kcap_omega","y_t","k_NRC + Q_MEshare_Kcap + omega_NFC","type3",3,-2.0963393871029,0.1,93,"aTSA","3.1.2.1","EG_MIXED_ORDER_CONTROL_DIAGNOSTIC","EG_MIXED_ORDER_CONTROL_DIAGNOSTIC","aTSA coint.test completed."
"D21_y_kNRC_QMEshare_NRC_omega","y_t","k_NRC + Q_MEshare_NRC + omega_NFC","type1",3,-2.31597460463305,0.1,93,"aTSA","3.1.2.1","EG_MIXED_ORDER_CONTROL_DIAGNOSTIC","EG_MIXED_ORDER_CONTROL_DIAGNOSTIC","aTSA coint.test completed."
"D21_y_kNRC_QMEshare_NRC_omega","y_t","k_NRC + Q_MEshare_NRC + omega_NFC","type2",3,0.115332499941599,0.1,93,"aTSA","3.1.2.1","EG_MIXED_ORDER_CONTROL_DIAGNOSTIC","EG_MIXED_ORDER_CONTROL_DIAGNOSTIC","aTSA coint.test completed."
"D21_y_kNRC_QMEshare_NRC_omega","y_t","k_NRC + Q_MEshare_NRC + omega_NFC","type3",3,-0.683162099794505,0.1,93,"aTSA","3.1.2.1","EG_MIXED_ORDER_CONTROL_DIAGNOSTIC","EG_MIXED_ORDER_CONTROL_DIAGNOSTIC","aTSA coint.test completed."
