"current_path","match_type","matched_text","proposed_action","immutable_release_status","label_status"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_rolling_integration_order_windows.csv","content","line 623: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_k_t"",""fixed_width_35_pre_1974"",""fixed_width_35_pre_1974_1936_1970"",1936,1970,35,""fixed_width"",35,1970,""fail_to_reject_unit_root_5pct"",""reject_stationarity_5pct"",""reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""fail_to_reject_unit_root_5pct"",""reject_unit_root_5pct"",""I1_preferred"",FALSE,""drift"",0,0,""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_rolling_integration_order_windows.csv","content","line 624: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_k_t"",""fixed_width_35_pre_1974"",""fixed_width_35_pre_1974_1937_1971"",1937,1971,35,""fixed_width"",35,1971,""fail_to_reject_unit_root_5pct"",""reject_stationarity_5pct"",""reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""fail_to_reject_unit_root_5pct"",""reject_unit_root_5pct"",""I1_preferred"",FALSE,""drift"",0,0,""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_rolling_integration_order_windows.csv","content","line 625: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_k_t"",""fixed_width_35_pre_1974"",""fixed_width_35_pre_1974_1938_1972"",1938,1972,35,""fixed_width"",35,1972,""fail_to_reject_unit_root_5pct"",""reject_stationarity_5pct"",""reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""fail_to_reject_unit_root_5pct"",""reject_unit_root_5pct"",""I1_preferred"",FALSE,""drift"",0,0,""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_rolling_integration_order_windows.csv","content","line 626: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_k_t"",""fixed_width_35_pre_1974"",""fixed_width_35_pre_1974_1939_1973"",1939,1973,35,""fixed_width"",35,1973,""fail_to_reject_unit_root_5pct"",""reject_stationarity_5pct"",""reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""fail_to_reject_unit_root_5pct"",""reject_unit_root_5pct"",""I1_preferred"",FALSE,""drift"",0,0,""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_rolling_integration_order_windows.csv","content","line 627: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_k_t"",""fixed_width_35_post_1973"",""fixed_width_35_post_1973_1974_2008"",1974,2008,35,""fixed_width"",35,2008,""reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""fail_to_reject_unit_root_5pct"",""reject_unit_root_5pct"",""I0_preferred"",FALSE,""drift"",0,0,""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_rolling_integration_order_windows.csv","content","line 628: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_k_t"",""fixed_width_35_post_1973"",""fixed_width_35_post_1973_1975_2009"",1975,2009,35,""fixed_width"",35,2009,""fail_to_reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""fail_to_reject_unit_root_5pct"",""reject_unit_root_5pct"",""mixed_test_evidence"",FALSE,""drift"",0,0,""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_rolling_integration_order_windows.csv","content","line 629: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_k_t"",""fixed_width_35_post_1973"",""fixed_width_35_post_1973_1976_2010"",1976,2010,35,""fixed_width"",35,2010,""fail_to_reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""fail_to_reject_unit_root_5pct"",""reject_unit_root_5pct"",""mixed_test_evidence"",FALSE,""drift"",0,0,""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_rolling_integration_order_windows.csv","content","line 630: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_k_t"",""fixed_width_35_post_1973"",""fixed_width_35_post_1973_1977_2011"",1977,2011,35,""fixed_width"",35,2011,""fail_to_reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""fail_to_reject_unit_root_5pct"",""reject_unit_root_5pct"",""mixed_test_evidence"",FALSE,""drift"",0,0,""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_rolling_integration_order_windows.csv","content","line 631: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_k_t"",""fixed_width_35_post_1973"",""fixed_width_35_post_1973_1978_2012"",1978,2012,35,""fixed_width"",35,2012,""fail_to_reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""fail_to_reject_unit_root_5pct"",""reject_unit_root_5pct"",""mixed_test_evidence"",FALSE,""drift"",0,0,""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_rolling_integration_order_windows.csv","content","line 632: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_k_t"",""fixed_width_35_post_1973"",""fixed_width_35_post_1973_1979_2013"",1979,2013,35,""fixed_width"",35,2013,""fail_to_reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""fail_to_reject_unit_root_5pct"",""reject_unit_root_5pct"",""mixed_test_evidence"",FALSE,""drift"",0,0,""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_rolling_integration_order_windows.csv","content","line 633: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_k_t"",""fixed_width_35_post_1973"",""fixed_width_35_post_1973_1980_2014"",1980,2014,35,""fixed_width"",35,2014,""fail_to_reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""fail_to_reject_unit_root_5pct"",""reject_unit_root_5pct"",""mixed_test_evidence"",FALSE,""drift"",0,0,""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_rolling_integration_order_windows.csv","content","line 634: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_k_t"",""fixed_width_35_post_1973"",""fixed_width_35_post_1973_1981_2015"",1981,2015,35,""fixed_width"",35,2015,""fail_to_reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""fail_to_reject_unit_root_5pct"",""reject_unit_root_5pct"",""mixed_test_evidence"",FALSE,""drift"",0,0,""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_rolling_integration_order_windows.csv","content","line 635: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_k_t"",""fixed_width_35_post_1973"",""fixed_width_35_post_1973_1982_2016"",1982,2016,35,""fixed_width"",35,2016,""fail_to_reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""fail_to_reject_unit_root_5pct"",""reject_unit_root_5pct"",""mixed_test_evidence"",FALSE,""drift"",0,0,""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_rolling_integration_order_windows.csv","content","line 636: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_k_t"",""fixed_width_35_post_1973"",""fixed_width_35_post_1973_1983_2017"",1983,2017,35,""fixed_width"",35,2017,""fail_to_reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""fail_to_reject_unit_root_5pct"",""reject_unit_root_5pct"",""mixed_test_evidence"",FALSE,""drift"",0,0,""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_rolling_integration_order_windows.csv","content","line 637: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_k_t"",""fixed_width_35_post_1973"",""fixed_width_35_post_1973_1984_2018"",1984,2018,35,""fixed_width"",35,2018,""fail_to_reject_unit_root_5pct"",""reject_stationarity_5pct"",""reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""fail_to_reject_unit_root_5pct"",""reject_unit_root_5pct"",""I1_preferred"",FALSE,""drift"",0,0,""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_rolling_integration_order_windows.csv","content","line 638: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_k_t"",""fixed_width_35_post_1973"",""fixed_width_35_post_1973_1985_2019"",1985,2019,35,""fixed_width"",35,2019,""fail_to_reject_unit_root_5pct"",""reject_stationarity_5pct"",""reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""fail_to_reject_unit_root_5pct"",""reject_unit_root_5pct"",""I1_preferred"",FALSE,""drift"",0,0,""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_rolling_integration_order_windows.csv","content","line 639: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_k_t"",""fixed_width_35_post_1973"",""fixed_width_35_post_1973_1986_2020"",1986,2020,35,""fixed_width"",35,2020,""fail_to_reject_unit_root_5pct"",""reject_stationarity_5pct"",""fail_to_reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""fail_to_reject_unit_root_5pct"",""reject_unit_root_5pct"",""I1_preferred"",FALSE,""drift"",0,0,""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_rolling_integration_order_windows.csv","content","line 640: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_k_t"",""fixed_width_35_post_1973"",""fixed_width_35_post_1973_1987_2021"",1987,2021,35,""fixed_width"",35,2021,""fail_to_reject_unit_root_5pct"",""reject_stationarity_5pct"",""reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""fail_to_reject_unit_root_5pct"",""reject_unit_root_5pct"",""I1_preferred"",FALSE,""drift"",0,0,""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_rolling_integration_order_windows.csv","content","line 641: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_k_t"",""fixed_width_35_post_1973"",""fixed_width_35_post_1973_1988_2022"",1988,2022,35,""fixed_width"",35,2022,""fail_to_reject_unit_root_5pct"",""reject_stationarity_5pct"",""reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""fail_to_reject_unit_root_5pct"",""reject_unit_root_5pct"",""I1_preferred"",FALSE,""drift"",0,0,""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_rolling_integration_order_windows.csv","content","line 642: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_k_t"",""fixed_width_35_post_1973"",""fixed_width_35_post_1973_1989_2023"",1989,2023,35,""fixed_width"",35,2023,""fail_to_reject_unit_root_5pct"",""reject_stationarity_5pct"",""reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""fail_to_reject_unit_root_5pct"",""reject_unit_root_5pct"",""I1_preferred"",FALSE,""drift"",0,0,""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_rolling_integration_order_windows.csv","content","line 643: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_k_t"",""fixed_width_35_post_1973"",""fixed_width_35_post_1973_1990_2024"",1990,2024,35,""fixed_width"",35,2024,""fail_to_reject_unit_root_5pct"",""reject_stationarity_5pct"",""reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""fail_to_reject_unit_root_5pct"",""reject_unit_root_5pct"",""I1_preferred"",FALSE,""drift"",0,0,""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_rolling_integration_order_windows.csv","content","line 644: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_k_t"",""fixed_width_40_pre_1974"",""fixed_width_40_pre_1974_1929_1968"",1929,1968,40,""fixed_width"",40,1968,""fail_to_reject_unit_root_5pct"",""reject_stationarity_5pct"",""reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""fail_to_reject_unit_root_5pct"",""reject_unit_root_5pct"",""I1_preferred"",FALSE,""drift"",0,0,""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_rolling_integration_order_windows.csv","content","line 645: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_k_t"",""fixed_width_40_pre_1974"",""fixed_width_40_pre_1974_1930_1969"",1930,1969,40,""fixed_width"",40,1969,""fail_to_reject_unit_root_5pct"",""reject_stationarity_5pct"",""reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""fail_to_reject_unit_root_5pct"",""reject_unit_root_5pct"",""I1_preferred"",FALSE,""drift"",0,0,""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_rolling_integration_order_windows.csv","content","line 646: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_k_t"",""fixed_width_40_pre_1974"",""fixed_width_40_pre_1974_1931_1970"",1931,1970,40,""fixed_width"",40,1970,""fail_to_reject_unit_root_5pct"",""reject_stationarity_5pct"",""reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""fail_to_reject_unit_root_5pct"",""reject_unit_root_5pct"",""I1_preferred"",FALSE,""drift"",0,0,""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_rolling_integration_order_windows.csv","content","line 647: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_k_t"",""fixed_width_40_pre_1974"",""fixed_width_40_pre_1974_1932_1971"",1932,1971,40,""fixed_width"",40,1971,""fail_to_reject_unit_root_5pct"",""reject_stationarity_5pct"",""reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""fail_to_reject_unit_root_5pct"",""reject_unit_root_5pct"",""I1_preferred"",FALSE,""drift"",0,0,""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_rolling_integration_order_windows.csv","content","line 648: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_k_t"",""fixed_width_40_pre_1974"",""fixed_width_40_pre_1974_1933_1972"",1933,1972,40,""fixed_width"",40,1972,""fail_to_reject_unit_root_5pct"",""reject_stationarity_5pct"",""reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""fail_to_reject_unit_root_5pct"",""reject_unit_root_5pct"",""I1_preferred"",FALSE,""drift"",0,0,""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_rolling_integration_order_windows.csv","content","line 649: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_k_t"",""fixed_width_40_pre_1974"",""fixed_width_40_pre_1974_1934_1973"",1934,1973,40,""fixed_width"",40,1973,""fail_to_reject_unit_root_5pct"",""reject_stationarity_5pct"",""reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""fail_to_reject_unit_root_5pct"",""reject_unit_root_5pct"",""I1_preferred"",FALSE,""drift"",0,0,""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_rolling_integration_order_windows.csv","content","line 650: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_k_t"",""fixed_width_40_post_1973"",""fixed_width_40_post_1973_1974_2013"",1974,2013,40,""fixed_width"",40,2013,""fail_to_reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""fail_to_reject_unit_root_5pct"",""reject_unit_root_5pct"",""mixed_test_evidence"",FALSE,""drift"",0,0,""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_rolling_integration_order_windows.csv","content","line 651: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_k_t"",""fixed_width_40_post_1973"",""fixed_width_40_post_1973_1975_2014"",1975,2014,40,""fixed_width"",40,2014,""fail_to_reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""fail_to_reject_unit_root_5pct"",""reject_unit_root_5pct"",""mixed_test_evidence"",FALSE,""drift"",0,0,""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_rolling_integration_order_windows.csv","content","line 652: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_k_t"",""fixed_width_40_post_1973"",""fixed_width_40_post_1973_1976_2015"",1976,2015,40,""fixed_width"",40,2015,""fail_to_reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""fail_to_reject_unit_root_5pct"",""reject_unit_root_5pct"",""mixed_test_evidence"",FALSE,""drift"",0,0,""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_rolling_integration_order_windows.csv","content","line 653: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_k_t"",""fixed_width_40_post_1973"",""fixed_width_40_post_1973_1977_2016"",1977,2016,40,""fixed_width"",40,2016,""fail_to_reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""fail_to_reject_unit_root_5pct"",""reject_unit_root_5pct"",""mixed_test_evidence"",FALSE,""drift"",0,0,""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_rolling_integration_order_windows.csv","content","line 654: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_k_t"",""fixed_width_40_post_1973"",""fixed_width_40_post_1973_1978_2017"",1978,2017,40,""fixed_width"",40,2017,""fail_to_reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""fail_to_reject_unit_root_5pct"",""reject_unit_root_5pct"",""mixed_test_evidence"",FALSE,""drift"",0,0,""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_rolling_integration_order_windows.csv","content","line 655: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_k_t"",""fixed_width_40_post_1973"",""fixed_width_40_post_1973_1979_2018"",1979,2018,40,""fixed_width"",40,2018,""fail_to_reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""fail_to_reject_unit_root_5pct"",""reject_unit_root_5pct"",""mixed_test_evidence"",FALSE,""drift"",0,0,""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_rolling_integration_order_windows.csv","content","line 656: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_k_t"",""fixed_width_40_post_1973"",""fixed_width_40_post_1973_1980_2019"",1980,2019,40,""fixed_width"",40,2019,""fail_to_reject_unit_root_5pct"",""reject_stationarity_5pct"",""reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""fail_to_reject_unit_root_5pct"",""reject_unit_root_5pct"",""I1_preferred"",FALSE,""drift"",0,0,""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_rolling_integration_order_windows.csv","content","line 657: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_k_t"",""fixed_width_40_post_1973"",""fixed_width_40_post_1973_1981_2020"",1981,2020,40,""fixed_width"",40,2020,""fail_to_reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""fail_to_reject_unit_root_5pct"",""reject_unit_root_5pct"",""mixed_test_evidence"",FALSE,""drift"",0,0,""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_rolling_integration_order_windows.csv","content","line 658: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_k_t"",""fixed_width_40_post_1973"",""fixed_width_40_post_1973_1982_2021"",1982,2021,40,""fixed_width"",40,2021,""fail_to_reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""fail_to_reject_unit_root_5pct"",""reject_unit_root_5pct"",""mixed_test_evidence"",FALSE,""drift"",0,0,""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_rolling_integration_order_windows.csv","content","line 659: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_k_t"",""fixed_width_40_post_1973"",""fixed_width_40_post_1973_1983_2022"",1983,2022,40,""fixed_width"",40,2022,""fail_to_reject_unit_root_5pct"",""reject_stationarity_5pct"",""reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""fail_to_reject_unit_root_5pct"",""reject_unit_root_5pct"",""I1_preferred"",FALSE,""drift"",0,0,""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_rolling_integration_order_windows.csv","content","line 660: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_k_t"",""fixed_width_40_post_1973"",""fixed_width_40_post_1973_1984_2023"",1984,2023,40,""fixed_width"",40,2023,""fail_to_reject_unit_root_5pct"",""reject_stationarity_5pct"",""reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""fail_to_reject_unit_root_5pct"",""reject_unit_root_5pct"",""I1_preferred"",FALSE,""drift"",0,0,""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_rolling_integration_order_windows.csv","content","line 661: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_k_t"",""fixed_width_40_post_1973"",""fixed_width_40_post_1973_1985_2024"",1985,2024,40,""fixed_width"",40,2024,""fail_to_reject_unit_root_5pct"",""reject_stationarity_5pct"",""reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""fail_to_reject_unit_root_5pct"",""reject_unit_root_5pct"",""I1_preferred"",FALSE,""drift"",0,0,""""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_rolling_integration_order_windows.csv","content","line 662: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_m_ME_NRC_t"",""pre_1974_expanding"",""pre_1974_expanding_1929_1953"",1929,1953,25,""expanding_endpoint"",,1953,""fail_to_reject_unit_root_5pct"",""reject_stationarity_5pct"",""reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""fail_to_reject_unit_root_5pct"",""reject_unit_root_5pct"",""I1_preferred"",TRUE,""drift"",0,0,""exploratory window with 25 <= n < 30""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
"output/US/S30I_INTEGRATION_ORDER_PRECHECK_B1_E2B/csv/S30I_rolling_integration_order_windows.csv","content","line 663: ""S30I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B"",""omega_m_ME_NRC_t"",""pre_1974_expanding"",""pre_1974_expanding_1929_1954"",1929,1954,26,""expanding_endpoint"",,1954,""fail_to_reject_unit_root_5pct"",""reject_stationarity_5pct"",""reject_unit_root_5pct"",""fail_to_reject_stationarity_5pct"",""fail_to_reject_unit_root_5pct"",""reject_unit_root_5pct"",""I1_preferred"",TRUE,""drift"",0,0,""exploratory window with 25 <= n < 30""","Replace active S30I/s30i taxonomy with S31I/s31i","live_tracked","obsolete_label"
