"year","spec_id","window_id","estimator","residual","standardized_residual","studentized_residual","mad_score","cook_distance","leverage","outlier_flag_residual","outlier_flag_influence","outlier_flag_consensus","recurs_across_estimators","recurs_across_specs","recurs_across_windows","outlier_priority","historical_prior_used"
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1955","FM_OLS",,,3.22885489559136,,0.537084699039346,0.177120873697901,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1955","DOLS",,,3.22885489559136,,0.537084699039346,0.177120873697901,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1955","IM_OLS",,,3.22885489559136,,0.537084699039346,0.177120873697901,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1956","FM_OLS",,,3.24982090497234,,0.516259923796874,0.168559262873085,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1956","IM_OLS",,,3.24982090497234,,0.516259923796874,0.168559262873085,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1956","DOLS",,,3.24982090497234,,0.516259923796874,0.168559262873085,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1957","FM_OLS",,,3.23700234512143,,0.489875630207138,0.160641139828307,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1957","DOLS",,,3.23700234512143,,0.489875630207138,0.160641139828307,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1957","IM_OLS",,,3.23700234512143,,0.489875630207138,0.160641139828307,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1958","FM_OLS",,,3.13258485406424,,0.448369201436177,0.153843766063527,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1958","DOLS",,,3.13258485406424,,0.448369201436177,0.153843766063527,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1958","IM_OLS",,,3.13258485406424,,0.448369201436177,0.153843766063527,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1959","FM_OLS",,,3.09208514113948,,0.425253054654425,0.148378899098088,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1959","IM_OLS",,,3.09208514113948,,0.425253054654425,0.148378899098088,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1959","DOLS",,,3.09208514113948,,0.425253054654425,0.148378899098088,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1960","FM_OLS",,,3.079234739328,,0.408083538944687,0.143014292481086,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1960","IM_OLS",,,3.079234739328,,0.408083538944687,0.143014292481086,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1960","DOLS",,,3.079234739328,,0.408083538944687,0.143014292481086,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1961","FM_OLS",,,3.04025548679638,,0.387879758048055,0.138290276105418,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1961","DOLS",,,3.04025548679638,,0.387879758048055,0.138290276105418,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1961","IM_OLS",,,3.04025548679638,,0.387879758048055,0.138290276105418,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1962","FM_OLS",,,3.02549103750633,,0.374026915842944,0.134068264479675,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1962","DOLS",,,3.02549103750633,,0.374026915842944,0.134068264479675,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1962","IM_OLS",,,3.02549103750633,,0.374026915842944,0.134068264479675,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1963","FM_OLS",,,3.00585132731886,,0.360642600577255,0.130294713591496,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1963","IM_OLS",,,3.00585132731886,,0.360642600577255,0.130294713591496,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1963","DOLS",,,3.00585132731886,,0.360642600577255,0.130294713591496,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1964","FM_OLS",,,2.99873247545733,,0.350477392661648,0.126822860259593,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1964","DOLS",,,2.99873247545733,,0.350477392661648,0.126822860259593,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1964","IM_OLS",,,2.99873247545733,,0.350477392661648,0.126822860259593,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1965","FM_OLS",,,2.99773657211852,,0.34246891957204,0.12371711676558,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1965","IM_OLS",,,2.99773657211852,,0.34246891957204,0.12371711676558,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1965","DOLS",,,2.99773657211852,,0.34246891957204,0.12371711676558,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1966","FM_OLS",,,3.02074536352252,,0.337684240274576,0.120332378584339,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1966","DOLS",,,3.02074536352252,,0.337684240274576,0.120332378584339,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1966","IM_OLS",,,3.02074536352252,,0.337684240274576,0.120332378584339,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1967","FM_OLS",,,3.03939665375065,,0.330908444716076,0.116648749506643,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1967","IM_OLS",,,3.03939665375065,,0.330908444716076,0.116648749506643,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1967","DOLS",,,3.03939665375065,,0.330908444716076,0.116648749506643,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1968","FM_OLS",,,3.06096025114744,,0.324981345779202,0.113155077539749,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1968","IM_OLS",,,3.06096025114744,,0.324981345779202,0.113155077539749,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1968","DOLS",,,3.06096025114744,,0.324981345779202,0.113155077539749,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1969","FM_OLS",,,3.09939371899679,,0.320386901590295,0.109303202074108,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1969","IM_OLS",,,3.09939371899679,,0.320386901590295,0.109303202074108,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1969","DOLS",,,3.09939371899679,,0.320386901590295,0.109303202074108,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1970","FM_OLS",,,3.12048255879843,,0.31345699431633,0.105712668845161,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1970","IM_OLS",,,3.12048255879843,,0.31345699431633,0.105712668845161,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1970","DOLS",,,3.12048255879843,,0.31345699431633,0.105712668845161,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1971","FM_OLS",,,3.10204353070029,,0.302446624660671,0.102831694451683,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1971","DOLS",,,3.10204353070029,,0.302446624660671,0.102831694451683,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1971","IM_OLS",,,3.10204353070029,,0.302446624660671,0.102831694451683,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1972","FM_OLS",,,3.10675137484108,,0.295843071185707,0.100199995257424,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1972","IM_OLS",,,3.10675137484108,,0.295843071185707,0.100199995257424,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1972","DOLS",,,3.10675137484108,,0.295843071185707,0.100199995257424,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1973","FM_OLS",,,3.13071007458809,,0.292721486511976,0.0977756322206395,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1973","IM_OLS",,,3.13071007458809,,0.292721486511976,0.0977756322206395,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_B1_WAGE_BASELINE","roll_fordist_1929_1973","DOLS",,,3.13071007458809,,0.292721486511976,0.0977756322206395,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","full_long_sample","FM_OLS",,,-0.716009492456649,,0.00982445012944146,0.0540950716353105,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","full_long_sample","DOLS",,,-0.716009492456649,,0.00982445012944146,0.0540950716353105,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","full_long_sample","IM_OLS",,,-0.716009492456649,,0.00982445012944146,0.0540950716353105,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","pre_1974","FM_OLS",,,0.113527714437166,,0.000322090152800166,0.0682152651404136,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","pre_1974","IM_OLS",,,0.113527714437166,,0.000322090152800166,0.0682152651404136,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","pre_1974","DOLS",,,0.113527714437166,,0.000322090152800166,0.0682152651404136,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1953","FM_OLS",,,0.158565592513608,,0.000652378361140643,0.0692399737141307,FALSE,FALSE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1953","DOLS",,,0.158565592513608,,0.000652378361140643,0.0692399737141307,FALSE,FALSE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1953","IM_OLS",,,0.158565592513608,,0.000652378361140643,0.0692399737141307,FALSE,FALSE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1954","FM_OLS",,,0.164739253667926,,0.000702318029599459,0.0692061435067227,FALSE,FALSE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1954","IM_OLS",,,0.164739253667926,,0.000702318029599459,0.0692061435067227,FALSE,FALSE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1954","DOLS",,,0.164739253667926,,0.000702318029599459,0.0692061435067227,FALSE,FALSE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1955","FM_OLS",,,0.174062704045023,,0.000780763359042306,0.0690618736038799,FALSE,FALSE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1955","DOLS",,,0.174062704045023,,0.000780763359042306,0.0690618736038799,FALSE,FALSE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1955","IM_OLS",,,0.174062704045023,,0.000780763359042306,0.0690618736038799,FALSE,FALSE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1956","FM_OLS",,,0.171224571803785,,0.00075424760688842,0.0690599361519107,FALSE,FALSE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1956","IM_OLS",,,0.171224571803785,,0.00075424760688842,0.0690599361519107,FALSE,FALSE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1956","DOLS",,,0.171224571803785,,0.00075424760688842,0.0690599361519107,FALSE,FALSE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1957","FM_OLS",,,0.163795461674347,,0.000688822817418897,0.0690233918532104,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1957","DOLS",,,0.163795461674347,,0.000688822817418897,0.0690233918532104,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1957","IM_OLS",,,0.163795461674347,,0.000688822817418897,0.0690233918532104,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1958","FM_OLS",,,0.161778590427325,,0.000670565867627435,0.0689804379139084,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1958","DOLS",,,0.161778590427325,,0.000670565867627435,0.0689804379139084,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1958","IM_OLS",,,0.161778590427325,,0.000670565867627435,0.0689804379139084,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1959","FM_OLS",,,0.163786015162032,,0.000686375896826714,0.0689803663923156,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1959","IM_OLS",,,0.163786015162032,,0.000686375896826714,0.0689803663923156,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1959","DOLS",,,0.163786015162032,,0.000686375896826714,0.0689803663923156,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1960","FM_OLS",,,0.156144793078459,,0.000622447150821426,0.0689123891432512,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1960","IM_OLS",,,0.156144793078459,,0.000622447150821426,0.0689123891432512,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1960","DOLS",,,0.156144793078459,,0.000622447150821426,0.0689123891432512,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1961","FM_OLS",,,0.151690561349193,,0.000586282170699562,0.0688570454074235,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1961","DOLS",,,0.151690561349193,,0.000586282170699562,0.0688570454074235,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1961","IM_OLS",,,0.151690561349193,,0.000586282170699562,0.0688570454074235,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1962","FM_OLS",,,0.148971480156972,,0.000564643838556991,0.0688331729993466,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1962","DOLS",,,0.148971480156972,,0.000564643838556991,0.0688331729993466,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1962","IM_OLS",,,0.148971480156972,,0.000564643838556991,0.0688331729993466,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1963","FM_OLS",,,0.150021985947533,,0.000572034858529549,0.0688317771791681,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1963","IM_OLS",,,0.150021985947533,,0.000572034858529549,0.0688317771791681,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1963","DOLS",,,0.150021985947533,,0.000572034858529549,0.0688317771791681,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1964","FM_OLS",,,0.151324653962844,,0.000581446760424726,0.0688314381300803,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1964","DOLS",,,0.151324653962844,,0.000581446760424726,0.0688314381300803,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1964","IM_OLS",,,0.151324653962844,,0.000581446760424726,0.0688314381300803,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1965","FM_OLS",,,0.154278601167845,,0.000603759964776617,0.0688260952774846,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1965","IM_OLS",,,0.154278601167845,,0.000603759964776617,0.0688260952774846,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1965","DOLS",,,0.154278601167845,,0.000603759964776617,0.0688260952774846,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1966","FM_OLS",,,0.153811640150837,,0.000599569240324204,0.0688220841289553,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1966","DOLS",,,0.153811640150837,,0.000599569240324204,0.0688220841289553,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1966","IM_OLS",,,0.153811640150837,,0.000599569240324204,0.0688220841289553,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1967","FM_OLS",,,0.15032074794433,,0.000571932211467979,0.0687894269616256,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1967","IM_OLS",,,0.15032074794433,,0.000571932211467979,0.0687894269616256,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1967","DOLS",,,0.15032074794433,,0.000571932211467979,0.0687894269616256,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1968","FM_OLS",,,0.146942574052331,,0.000545860166245772,0.0687591604376155,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
1929,"SPEC_E2B_NRC_ENVELOPE_DISTRIBUTIVE_MECHANIZATION_RESTRICTED","roll_fordist_1929_1968","IM_OLS",,,0.146942574052331,,0.000545860166245772,0.0687591604376155,FALSE,TRUE,FALSE,0,0,0,"low",FALSE
