"run_tag","variable_id","variable_label","window_id","window_start","window_end","n_obs","original_classification","original_confidence","original_s32_implication","is_i2_risk","level_primary_read","level_sensitivity_read","diff_adf_primary_stat","diff_adf_primary_p_or_cv_read","diff_adf_primary_reject_5pct","diff_pp_primary_stat","diff_pp_primary_p_or_cv_read","diff_pp_primary_reject_5pct","diff_kpss_primary_stat","diff_kpss_primary_p_or_cv_read","diff_kpss_primary_reject_5pct","diff_tests_support_stationarity","diff_tests_support_unit_root","failed_tests_count","skipped_tests_count","unsupported_spec_count","deterministic_sensitivity","short_window_flag","audit_read","recommended_interpretation","notes"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","k_t","log aggregate capital","pre_1974",1929,1973,45,"deterministic_sensitive","low","compatible_but_document_mixed_order",FALSE,"reject_unit_root_5pct | fail_to_reject_stationarity_5pct","fail_to_reject_unit_root_5pct | reject_stationarity_5pct",-6.15068077509971,"reject_unit_root_5pct",TRUE,-8.17141493945421,"reject_unit_root_5pct",TRUE,0.172631027338354,"fail_to_reject_stationarity_5pct",FALSE,3,0,3,0,3,TRUE,FALSE,"not_I2_risk","No I2-specific action; retain original non-I2 caveat if any.","corrected_class_excluding_failed_rows=deterministic_sensitive"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","omega_t","profit-share distribution condition","pre_1974",1929,1973,45,"I0_preferred","high","compatible_with_S32",FALSE,"reject_unit_root_5pct | fail_to_reject_stationarity_5pct","reject_unit_root_5pct | fail_to_reject_unit_root_5pct | fail_to_reject_stationarity_5pct",-5.68701734031456,"reject_unit_root_5pct",TRUE,-4.897628531069,"reject_unit_root_5pct",TRUE,0.0434414147512986,"fail_to_reject_stationarity_5pct",FALSE,3,0,3,0,3,FALSE,FALSE,"not_I2_risk","No I2-specific action; retain original non-I2 caveat if any.","corrected_class_excluding_failed_rows=I0_preferred"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","omega_k_t","omega_t multiplied by k_t","pre_1974",1929,1973,45,"deterministic_sensitive","low","compatible_but_document_mixed_order",FALSE,"reject_unit_root_5pct | fail_to_reject_unit_root_5pct | fail_to_reject_stationarity_5pct","fail_to_reject_unit_root_5pct | reject_stationarity_5pct",-5.68128141547713,"reject_unit_root_5pct",TRUE,-4.90305079165815,"reject_unit_root_5pct",TRUE,0.0422467153710354,"fail_to_reject_stationarity_5pct",FALSE,3,0,3,0,3,TRUE,FALSE,"not_I2_risk","No I2-specific action; retain original non-I2 caveat if any.","corrected_class_excluding_failed_rows=deterministic_sensitive"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","k_NRC_t","log real NRC capital envelope","pre_1974",1929,1973,45,"I2_risk","low","not_compatible_without_redesign",TRUE,"reject_unit_root_5pct | fail_to_reject_unit_root_5pct | reject_stationarity_5pct","fail_to_reject_unit_root_5pct | reject_stationarity_5pct",-1.40381278302758,"fail_to_reject_unit_root_5pct",FALSE,-1.32690791501517,"fail_to_reject_unit_root_5pct",FALSE,0.960064438590579,"reject_stationarity_5pct",TRUE,0,3,3,0,3,FALSE,FALSE,"genuine_I2_risk","Treat as substantive I2-risk until redesigned or externally adjudicated.","corrected_class_excluding_failed_rows=I2_risk"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","k_ME_t","log real ME capital","pre_1974",1929,1973,45,"deterministic_sensitive","low","compatible_but_document_mixed_order",FALSE,"reject_unit_root_5pct | fail_to_reject_unit_root_5pct | fail_to_reject_stationarity_5pct","fail_to_reject_unit_root_5pct | reject_stationarity_5pct",-3.05059354094507,"reject_unit_root_5pct",TRUE,-2.50516829442865,"fail_to_reject_unit_root_5pct",FALSE,0.149704697395835,"fail_to_reject_stationarity_5pct",FALSE,2,1,3,0,3,TRUE,FALSE,"not_I2_risk","No I2-specific action; retain original non-I2 caveat if any.","corrected_class_excluding_failed_rows=deterministic_sensitive"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","m_ME_NRC_t","ME/NRC mechanization log gap","pre_1974",1929,1973,45,"I2_risk","low","not_compatible_without_redesign",TRUE,"fail_to_reject_unit_root_5pct | reject_stationarity_5pct","fail_to_reject_unit_root_5pct | reject_stationarity_5pct",-2.30059143407662,"fail_to_reject_unit_root_5pct",FALSE,-2.18982176139523,"fail_to_reject_unit_root_5pct",FALSE,0.329822564894948,"fail_to_reject_stationarity_5pct",FALSE,1,2,3,0,3,FALSE,FALSE,"genuine_I2_risk","Treat as substantive I2-risk until redesigned or externally adjudicated.","corrected_class_excluding_failed_rows=I2_risk"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","omega_m_ME_NRC_t","omega_t multiplied by ME/NRC mechanization gap","pre_1974",1929,1973,45,"break_sensitive","low","compatible_but_document_mixed_order",FALSE,"fail_to_reject_unit_root_5pct | reject_stationarity_5pct","fail_to_reject_unit_root_5pct | reject_stationarity_5pct",-5.11283697544694,"reject_unit_root_5pct",TRUE,-4.44673994427708,"reject_unit_root_5pct",TRUE,0.158020126151258,"fail_to_reject_stationarity_5pct",FALSE,3,0,3,0,3,FALSE,FALSE,"not_I2_risk","No I2-specific action; retain original non-I2 caveat if any.","corrected_class_excluding_failed_rows=I1_preferred"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","pK_relative_ME_NRC","ME/NRC relative investment price","pre_1974",1929,1973,45,"I1_preferred","high","compatible_with_S32",FALSE,"fail_to_reject_unit_root_5pct | reject_stationarity_5pct","fail_to_reject_unit_root_5pct | reject_stationarity_5pct",-5.11904475768504,"reject_unit_root_5pct",TRUE,-4.02567525235233,"reject_unit_root_5pct",TRUE,0.0870468409209418,"fail_to_reject_stationarity_5pct",FALSE,3,0,3,0,3,FALSE,FALSE,"not_I2_risk","No I2-specific action; retain original non-I2 caveat if any.","corrected_class_excluding_failed_rows=I1_preferred"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","y_t","log real output","post_1973",1974,2024,51,"I1_preferred","high","compatible_with_S32",FALSE,"fail_to_reject_unit_root_5pct | reject_stationarity_5pct","fail_to_reject_unit_root_5pct | reject_stationarity_5pct",-4.9755333208264,"reject_unit_root_5pct",TRUE,-6.46833922161253,"reject_unit_root_5pct",TRUE,0.127354120911546,"fail_to_reject_stationarity_5pct",FALSE,3,0,3,0,3,FALSE,FALSE,"not_I2_risk","No I2-specific action; retain original non-I2 caveat if any.","corrected_class_excluding_failed_rows=I1_preferred"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","k_t","log aggregate capital","post_1973",1974,2024,51,"I2_risk","low","not_compatible_without_redesign",TRUE,"fail_to_reject_unit_root_5pct | reject_stationarity_5pct","fail_to_reject_unit_root_5pct | reject_unit_root_5pct | reject_stationarity_5pct",-2.19725761625911,"fail_to_reject_unit_root_5pct",FALSE,-1.72294186319708,"fail_to_reject_unit_root_5pct",FALSE,0.865596368444937,"reject_stationarity_5pct",TRUE,0,3,3,0,3,FALSE,FALSE,"genuine_I2_risk","Treat as substantive I2-risk until redesigned or externally adjudicated.","corrected_class_excluding_failed_rows=I2_risk"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","omega_t","profit-share distribution condition","post_1973",1974,2024,51,"I1_preferred","high","compatible_with_S32",FALSE,"fail_to_reject_unit_root_5pct | reject_stationarity_5pct","fail_to_reject_unit_root_5pct | reject_stationarity_5pct",-4.92225404752033,"reject_unit_root_5pct",TRUE,-5.62008794798695,"reject_unit_root_5pct",TRUE,0.0509291330578291,"fail_to_reject_stationarity_5pct",FALSE,3,0,3,0,3,FALSE,FALSE,"not_I2_risk","No I2-specific action; retain original non-I2 caveat if any.","corrected_class_excluding_failed_rows=I1_preferred"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","omega_k_t","omega_t multiplied by k_t","post_1973",1974,2024,51,"I1_preferred","high","compatible_with_S32",FALSE,"fail_to_reject_unit_root_5pct | reject_stationarity_5pct","fail_to_reject_unit_root_5pct | reject_stationarity_5pct",-4.86529974177,"reject_unit_root_5pct",TRUE,-5.50567169258043,"reject_unit_root_5pct",TRUE,0.064404207610569,"fail_to_reject_stationarity_5pct",FALSE,3,0,3,0,3,FALSE,FALSE,"not_I2_risk","No I2-specific action; retain original non-I2 caveat if any.","corrected_class_excluding_failed_rows=I1_preferred"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","k_NRC_t","log real NRC capital envelope","post_1973",1974,2024,51,"I2_risk","low","not_compatible_without_redesign",TRUE,"fail_to_reject_unit_root_5pct | reject_stationarity_5pct","reject_unit_root_5pct | reject_stationarity_5pct",-1.94040587156005,"fail_to_reject_unit_root_5pct",FALSE,-1.66888255388792,"fail_to_reject_unit_root_5pct",FALSE,0.967827371447949,"reject_stationarity_5pct",TRUE,0,3,3,0,3,FALSE,FALSE,"genuine_I2_risk","Treat as substantive I2-risk until redesigned or externally adjudicated.","corrected_class_excluding_failed_rows=I2_risk"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","k_ME_t","log real ME capital","post_1973",1974,2024,51,"I2_risk","low","not_compatible_without_redesign",TRUE,"fail_to_reject_unit_root_5pct | reject_stationarity_5pct","fail_to_reject_unit_root_5pct | reject_stationarity_5pct",-2.89245682957136,"fail_to_reject_unit_root_5pct",FALSE,-2.45940534248394,"fail_to_reject_unit_root_5pct",FALSE,0.251731379316529,"fail_to_reject_stationarity_5pct",FALSE,1,2,3,0,3,FALSE,FALSE,"genuine_I2_risk","Treat as substantive I2-risk until redesigned or externally adjudicated.","corrected_class_excluding_failed_rows=I2_risk"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","m_ME_NRC_t","ME/NRC mechanization log gap","post_1973",1974,2024,51,"I2_risk","low","not_compatible_without_redesign",TRUE,"reject_unit_root_5pct | fail_to_reject_unit_root_5pct | reject_stationarity_5pct","fail_to_reject_unit_root_5pct | reject_stationarity_5pct",-2.4559312738136,"fail_to_reject_unit_root_5pct",FALSE,-2.08078897729481,"fail_to_reject_unit_root_5pct",FALSE,0.513626493346296,"reject_stationarity_5pct",TRUE,0,3,3,0,3,FALSE,FALSE,"genuine_I2_risk","Treat as substantive I2-risk until redesigned or externally adjudicated.","corrected_class_excluding_failed_rows=I2_risk"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","omega_m_ME_NRC_t","omega_t multiplied by ME/NRC mechanization gap","post_1973",1974,2024,51,"deterministic_sensitive","low","compatible_but_document_mixed_order",FALSE,"fail_to_reject_unit_root_5pct | fail_to_reject_stationarity_5pct","fail_to_reject_unit_root_5pct | reject_stationarity_5pct",-3.97399217229392,"reject_unit_root_5pct",TRUE,-4.7147144498891,"reject_unit_root_5pct",TRUE,0.25977683407725,"fail_to_reject_stationarity_5pct",FALSE,3,0,3,0,3,TRUE,FALSE,"not_I2_risk","No I2-specific action; retain original non-I2 caveat if any.","corrected_class_excluding_failed_rows=deterministic_sensitive"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","pK_relative_ME_NRC","ME/NRC relative investment price","post_1973",1974,2024,51,"I1_preferred","high","compatible_with_S32",FALSE,"fail_to_reject_unit_root_5pct | reject_stationarity_5pct","fail_to_reject_unit_root_5pct | reject_stationarity_5pct",-3.58141392485302,"reject_unit_root_5pct",TRUE,-3.99379342289153,"reject_unit_root_5pct",TRUE,0.448139882014515,"fail_to_reject_stationarity_5pct",FALSE,3,0,3,0,3,FALSE,FALSE,"not_I2_risk","No I2-specific action; retain original non-I2 caveat if any.","corrected_class_excluding_failed_rows=I1_preferred"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","y_t","log real output","fordist_core",1945,1973,29,"deterministic_sensitive","low","compatible_but_document_mixed_order",FALSE,"fail_to_reject_unit_root_5pct | reject_unit_root_5pct | fail_to_reject_stationarity_5pct","fail_to_reject_unit_root_5pct | reject_stationarity_5pct",-5.33967536209534,"reject_unit_root_5pct",TRUE,-8.06746160216166,"reject_unit_root_5pct",TRUE,0.0850992558489701,"fail_to_reject_stationarity_5pct",FALSE,3,0,3,0,3,TRUE,TRUE,"not_I2_risk","No I2-specific action; retain original non-I2 caveat if any.","corrected_class_excluding_failed_rows=deterministic_sensitive"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","k_t","log aggregate capital","fordist_core",1945,1973,29,"deterministic_sensitive","low","compatible_but_document_mixed_order",FALSE,"fail_to_reject_unit_root_5pct | fail_to_reject_stationarity_5pct","fail_to_reject_unit_root_5pct | reject_stationarity_5pct",-3.33734316414448,"reject_unit_root_5pct",TRUE,-2.33606809583451,"fail_to_reject_unit_root_5pct",FALSE,0.201906524832387,"fail_to_reject_stationarity_5pct",FALSE,2,1,3,0,3,TRUE,TRUE,"not_I2_risk","No I2-specific action; retain original non-I2 caveat if any.","corrected_class_excluding_failed_rows=deterministic_sensitive"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","omega_t","profit-share distribution condition","fordist_core",1945,1973,29,"I0_preferred","high","compatible_with_S32",FALSE,"reject_unit_root_5pct | fail_to_reject_unit_root_5pct | fail_to_reject_stationarity_5pct","reject_unit_root_5pct | fail_to_reject_unit_root_5pct | fail_to_reject_stationarity_5pct",-4.22757831767727,"reject_unit_root_5pct",TRUE,-5.63427224325834,"reject_unit_root_5pct",TRUE,0.0747647828586772,"fail_to_reject_stationarity_5pct",FALSE,3,0,3,0,3,FALSE,TRUE,"not_I2_risk","No I2-specific action; retain original non-I2 caveat if any.","corrected_class_excluding_failed_rows=I0_preferred"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","omega_k_t","omega_t multiplied by k_t","fordist_core",1945,1973,29,"deterministic_sensitive","low","compatible_but_document_mixed_order",FALSE,"fail_to_reject_unit_root_5pct | fail_to_reject_stationarity_5pct","fail_to_reject_unit_root_5pct | reject_stationarity_5pct",-4.22725246739015,"reject_unit_root_5pct",TRUE,-5.59211928098808,"reject_unit_root_5pct",TRUE,0.0735616181852294,"fail_to_reject_stationarity_5pct",FALSE,3,0,3,0,3,TRUE,TRUE,"not_I2_risk","No I2-specific action; retain original non-I2 caveat if any.","corrected_class_excluding_failed_rows=deterministic_sensitive"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","k_NRC_t","log real NRC capital envelope","fordist_core",1945,1973,29,"I2_risk","low","not_compatible_without_redesign",TRUE,"fail_to_reject_unit_root_5pct | reject_stationarity_5pct","fail_to_reject_unit_root_5pct | reject_stationarity_5pct",-2.80408645625947,"fail_to_reject_unit_root_5pct",FALSE,-2.13335820506789,"fail_to_reject_unit_root_5pct",FALSE,0.759181723387599,"reject_stationarity_5pct",TRUE,0,3,3,0,3,FALSE,TRUE,"short_window_fragility","Hold for review; result is under the preferred 30-observation threshold.","corrected_class_excluding_failed_rows=I2_risk"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","k_ME_t","log real ME capital","fordist_core",1945,1973,29,"ambiguous_hold","low","hold_for_review",FALSE,"reject_unit_root_5pct | fail_to_reject_unit_root_5pct | reject_stationarity_5pct","fail_to_reject_unit_root_5pct | reject_unit_root_5pct | reject_stationarity_5pct",-3.5294815956579,"reject_unit_root_5pct",TRUE,-1.78631345781959,"fail_to_reject_unit_root_5pct",FALSE,0.414078922565143,"fail_to_reject_stationarity_5pct",FALSE,2,1,3,0,3,FALSE,TRUE,"not_I2_risk","No I2-specific action; retain original non-I2 caveat if any.","corrected_class_excluding_failed_rows=ambiguous_hold"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","m_ME_NRC_t","ME/NRC mechanization log gap","fordist_core",1945,1973,29,"I2_risk","low","not_compatible_without_redesign",TRUE,"reject_unit_root_5pct | fail_to_reject_stationarity_5pct","reject_unit_root_5pct | fail_to_reject_unit_root_5pct | reject_stationarity_5pct",-3.45441032633905,"reject_unit_root_5pct",TRUE,-1.5923659177122,"fail_to_reject_unit_root_5pct",FALSE,0.49629126353451,"reject_stationarity_5pct",TRUE,1,2,3,0,3,FALSE,TRUE,"short_window_fragility","Hold for review; result is under the preferred 30-observation threshold.","corrected_class_excluding_failed_rows=I2_risk"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","omega_m_ME_NRC_t","omega_t multiplied by ME/NRC mechanization gap","fordist_core",1945,1973,29,"deterministic_sensitive","low","compatible_but_document_mixed_order",FALSE,"reject_unit_root_5pct | fail_to_reject_unit_root_5pct | fail_to_reject_stationarity_5pct","reject_unit_root_5pct | fail_to_reject_unit_root_5pct | reject_stationarity_5pct",-3.34623715214605,"reject_unit_root_5pct",TRUE,-4.34643166530249,"reject_unit_root_5pct",TRUE,0.287699921435195,"fail_to_reject_stationarity_5pct",FALSE,3,0,3,0,3,TRUE,TRUE,"not_I2_risk","No I2-specific action; retain original non-I2 caveat if any.","corrected_class_excluding_failed_rows=deterministic_sensitive"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","pK_relative_ME_NRC","ME/NRC relative investment price","fordist_core",1945,1973,29,"deterministic_sensitive","low","compatible_but_document_mixed_order",FALSE,"fail_to_reject_unit_root_5pct | fail_to_reject_stationarity_5pct","fail_to_reject_unit_root_5pct | reject_stationarity_5pct",-6.21638096003998,"reject_unit_root_5pct",TRUE,-4.76714967679076,"reject_unit_root_5pct",TRUE,0.148957099835247,"fail_to_reject_stationarity_5pct",FALSE,3,0,3,0,3,TRUE,TRUE,"not_I2_risk","No I2-specific action; retain original non-I2 caveat if any.","corrected_class_excluding_failed_rows=deterministic_sensitive"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","y_t","log real output","bridge_1940_1978",1940,1978,39,"deterministic_sensitive","low","compatible_but_document_mixed_order",FALSE,"reject_unit_root_5pct | fail_to_reject_stationarity_5pct","fail_to_reject_unit_root_5pct | reject_stationarity_5pct",-5.32426745899006,"reject_unit_root_5pct",TRUE,-5.2713132944697,"reject_unit_root_5pct",TRUE,0.110100919177603,"fail_to_reject_stationarity_5pct",FALSE,3,0,3,0,3,TRUE,FALSE,"not_I2_risk","No I2-specific action; retain original non-I2 caveat if any.","corrected_class_excluding_failed_rows=deterministic_sensitive"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","k_t","log aggregate capital","bridge_1940_1978",1940,1978,39,"deterministic_sensitive","low","compatible_but_document_mixed_order",FALSE,"reject_unit_root_5pct | fail_to_reject_unit_root_5pct | fail_to_reject_stationarity_5pct","fail_to_reject_unit_root_5pct | reject_stationarity_5pct",-4.69009589222221,"reject_unit_root_5pct",TRUE,-3.01979184351716,"reject_unit_root_5pct",TRUE,0.102966847678465,"fail_to_reject_stationarity_5pct",FALSE,3,0,3,0,3,TRUE,FALSE,"not_I2_risk","No I2-specific action; retain original non-I2 caveat if any.","corrected_class_excluding_failed_rows=deterministic_sensitive"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","omega_t","profit-share distribution condition","bridge_1940_1978",1940,1978,39,"I0_preferred","high","compatible_with_S32",FALSE,"reject_unit_root_5pct | fail_to_reject_unit_root_5pct | fail_to_reject_stationarity_5pct","reject_unit_root_5pct | fail_to_reject_unit_root_5pct | fail_to_reject_stationarity_5pct",-4.78041038160013,"reject_unit_root_5pct",TRUE,-5.71736506077413,"reject_unit_root_5pct",TRUE,0.0666032271621345,"fail_to_reject_stationarity_5pct",FALSE,3,0,3,0,3,FALSE,FALSE,"not_I2_risk","No I2-specific action; retain original non-I2 caveat if any.","corrected_class_excluding_failed_rows=I0_preferred"
"S31I_I2_RISK_AND_ROLLING_AUDIT_B1_E2B","omega_k_t","omega_t multiplied by k_t","bridge_1940_1978",1940,1978,39,"deterministic_sensitive","low","compatible_but_document_mixed_order",FALSE,"reject_unit_root_5pct | fail_to_reject_unit_root_5pct | fail_to_reject_stationarity_5pct","fail_to_reject_unit_root_5pct | reject_stationarity_5pct",-4.83828821911785,"reject_unit_root_5pct",TRUE,-5.77649851711548,"reject_unit_root_5pct",TRUE,0.0661779518247557,"fail_to_reject_stationarity_5pct",FALSE,3,0,3,0,3,TRUE,FALSE,"not_I2_risk","No I2-specific action; retain original non-I2 caveat if any.","corrected_class_excluding_failed_rows=deterministic_sensitive"
