"run_tag","variable_id","variable_label","window_id","window_start","window_end","n_obs","level_adf_read","level_pp_read","level_kpss_read","diff_adf_read","diff_pp_read","diff_kpss_read","deterministic_sensitivity","break_sensitivity","classification","confidence","s32_implication","human_review_flag","notes"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","m_ME_NRC_t","ME/NRC mechanization log gap","post_1973",1974,2024,51,"reject_unit_root_5pct","fail_to_reject_unit_root_5pct","reject_stationarity_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","reject_stationarity_5pct",FALSE,FALSE,"I2_risk","low","not_compatible_without_redesign",TRUE,"primary_deterministic_spec=drift ; sensitivity_classification=I2_risk"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","omega_m_ME_NRC_t","omega_t multiplied by ME/NRC mechanization gap","post_1973",1974,2024,51,"fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_stationarity_5pct","reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct",TRUE,FALSE,"deterministic_sensitive","low","compatible_but_document_mixed_order",TRUE,"primary_deterministic_spec=drift ; sensitivity_classification=I1_preferred ; constructed interaction needs human review before coefficient interpretation"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","pK_relative_ME_NRC","ME/NRC relative investment price","post_1973",1974,2024,51,"fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","reject_stationarity_5pct","reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct",FALSE,FALSE,"I1_preferred","high","compatible_with_S32",FALSE,"primary_deterministic_spec=drift ; sensitivity_classification=I1_preferred"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","s_t","direct composition share","post_1973",1974,2024,0,"not_tested","not_tested","not_tested","not_tested","not_tested","not_tested",FALSE,FALSE,"insufficient_observations","low","insufficient_evidence",TRUE,"primary_deterministic_spec=drift ; sensitivity_classification=test_failed"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","phi_t","direct composition investment share","post_1973",1974,2024,0,"not_tested","not_tested","not_tested","not_tested","not_tested","not_tested",FALSE,FALSE,"insufficient_observations","low","insufficient_evidence",TRUE,"primary_deterministic_spec=drift ; sensitivity_classification=test_failed"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","s_t_proxy","ME/NRC composition-share proxy","post_1973",1974,2024,51,"reject_unit_root_5pct","fail_to_reject_unit_root_5pct","reject_stationarity_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","reject_stationarity_5pct",FALSE,FALSE,"I2_risk","low","not_compatible_without_redesign",TRUE,"primary_deterministic_spec=drift ; sensitivity_classification=I2_risk"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","phi_t_proxy","ME/NRC investment-composition proxy","post_1973",1974,2024,51,"reject_unit_root_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_stationarity_5pct","reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct",TRUE,FALSE,"deterministic_sensitive","low","compatible_but_document_mixed_order",TRUE,"primary_deterministic_spec=drift ; sensitivity_classification=I1_preferred"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","s_t_proxy_cc","ME/NRC current-cost composition-share proxy","post_1973",1974,2024,51,"fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","reject_stationarity_5pct","reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct",FALSE,FALSE,"I1_preferred","high","compatible_with_S32",FALSE,"primary_deterministic_spec=drift ; sensitivity_classification=I1_preferred"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","phi_t_proxy_cc","ME/NRC current-cost investment-composition proxy","post_1973",1974,2024,51,"reject_unit_root_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_stationarity_5pct","reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct",TRUE,FALSE,"deterministic_sensitive","low","compatible_but_document_mixed_order",TRUE,"primary_deterministic_spec=drift ; sensitivity_classification=ambiguous_hold"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","y_t","log real output","fordist_core",1945,1973,29,"fail_to_reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct","reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct",TRUE,FALSE,"deterministic_sensitive","low","compatible_but_document_mixed_order",TRUE,"primary_deterministic_spec=drift_trend ; sensitivity_classification=I1_preferred"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","k_t","log aggregate capital","fordist_core",1945,1973,29,"fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_stationarity_5pct","reject_unit_root_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_stationarity_5pct",TRUE,FALSE,"deterministic_sensitive","low","compatible_but_document_mixed_order",TRUE,"primary_deterministic_spec=drift_trend ; sensitivity_classification=I1_preferred"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","omega_t","profit-share distribution condition","fordist_core",1945,1973,29,"reject_unit_root_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_stationarity_5pct","reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct",FALSE,FALSE,"I0_preferred","high","compatible_with_S32",FALSE,"primary_deterministic_spec=drift ; sensitivity_classification=I0_preferred"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","omega_k_t","omega_t multiplied by k_t","fordist_core",1945,1973,29,"fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_stationarity_5pct","reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct",TRUE,FALSE,"deterministic_sensitive","low","compatible_but_document_mixed_order",TRUE,"primary_deterministic_spec=drift_trend ; sensitivity_classification=I1_preferred ; constructed interaction needs human review before coefficient interpretation"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","k_NRC_t","log real NRC capital envelope","fordist_core",1945,1973,29,"fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","reject_stationarity_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","reject_stationarity_5pct",FALSE,FALSE,"I2_risk","low","not_compatible_without_redesign",TRUE,"primary_deterministic_spec=drift_trend ; sensitivity_classification=I2_risk"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","k_ME_t","log real ME capital","fordist_core",1945,1973,29,"reject_unit_root_5pct","fail_to_reject_unit_root_5pct","reject_stationarity_5pct","reject_unit_root_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_stationarity_5pct",FALSE,FALSE,"ambiguous_hold","low","hold_for_review",TRUE,"primary_deterministic_spec=drift_trend ; sensitivity_classification=ambiguous_hold"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","m_ME_NRC_t","ME/NRC mechanization log gap","fordist_core",1945,1973,29,"reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct","reject_unit_root_5pct","fail_to_reject_unit_root_5pct","reject_stationarity_5pct",FALSE,FALSE,"I2_risk","low","not_compatible_without_redesign",TRUE,"primary_deterministic_spec=drift ; sensitivity_classification=I2_risk"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","omega_m_ME_NRC_t","omega_t multiplied by ME/NRC mechanization gap","fordist_core",1945,1973,29,"reject_unit_root_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_stationarity_5pct","reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct",TRUE,FALSE,"deterministic_sensitive","low","compatible_but_document_mixed_order",TRUE,"primary_deterministic_spec=drift ; sensitivity_classification=ambiguous_hold ; constructed interaction needs human review before coefficient interpretation"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","pK_relative_ME_NRC","ME/NRC relative investment price","fordist_core",1945,1973,29,"fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_stationarity_5pct","reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct",TRUE,FALSE,"deterministic_sensitive","low","compatible_but_document_mixed_order",TRUE,"primary_deterministic_spec=drift ; sensitivity_classification=I1_preferred"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","s_t","direct composition share","fordist_core",1945,1973,0,"not_tested","not_tested","not_tested","not_tested","not_tested","not_tested",FALSE,FALSE,"insufficient_observations","low","insufficient_evidence",TRUE,"primary_deterministic_spec=drift ; sensitivity_classification=test_failed"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","phi_t","direct composition investment share","fordist_core",1945,1973,0,"not_tested","not_tested","not_tested","not_tested","not_tested","not_tested",FALSE,FALSE,"insufficient_observations","low","insufficient_evidence",TRUE,"primary_deterministic_spec=drift ; sensitivity_classification=test_failed"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","s_t_proxy","ME/NRC composition-share proxy","fordist_core",1945,1973,29,"reject_unit_root_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_stationarity_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","reject_stationarity_5pct",FALSE,FALSE,"I2_risk","low","not_compatible_without_redesign",TRUE,"primary_deterministic_spec=drift ; sensitivity_classification=I2_risk"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","phi_t_proxy","ME/NRC investment-composition proxy","fordist_core",1945,1973,29,"fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","reject_stationarity_5pct","reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct",FALSE,FALSE,"I1_preferred","high","compatible_with_S32",FALSE,"primary_deterministic_spec=drift ; sensitivity_classification=I1_preferred"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","s_t_proxy_cc","ME/NRC current-cost composition-share proxy","fordist_core",1945,1973,29,"reject_unit_root_5pct","fail_to_reject_unit_root_5pct","fail_to_reject_stationarity_5pct","reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct",TRUE,FALSE,"deterministic_sensitive","low","compatible_but_document_mixed_order",TRUE,"primary_deterministic_spec=drift ; sensitivity_classification=ambiguous_hold"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","phi_t_proxy_cc","ME/NRC current-cost investment-composition proxy","fordist_core",1945,1973,29,"fail_to_reject_unit_root_5pct","fail_to_reject_unit_root_5pct","reject_stationarity_5pct","reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct",FALSE,TRUE,"break_sensitive","low","compatible_but_document_mixed_order",TRUE,"primary_deterministic_spec=drift ; sensitivity_classification=I1_preferred ; Zivot-Andrews one-break diagnostic rejects unit-root null at 10pct"
"S31I_INTEGRATION_ORDER_PRECHECK_B1_E2B","y_t","log real output","bridge_1940_1978",1940,1978,39,"reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct","reject_unit_root_5pct","reject_unit_root_5pct","fail_to_reject_stationarity_5pct",TRUE,FALSE,"deterministic_sensitive","low","compatible_but_document_mixed_order",TRUE,"primary_deterministic_spec=drift_trend ; sensitivity_classification=I1_preferred"
