"year","d01_K_core_ME_NRC_gross_surviving_2017_dollars_millions","d01_core_stock_index_1947_100","chapter2_frozen_G_TOT_GPIM_2017_value","chapter2_frozen_G_TOT_GPIM_2017_index_1947_100","shaikh_asset_ME_NRC_gross_real_value","shaikh_asset_ME_NRC_gross_real_index_1947_100","shaikh_aggregate_weibull_KGR_NF_corp_value","shaikh_aggregate_weibull_KGR_NF_corp_index_1947_100","shaikh_canonical_KGCcorp_real_value","shaikh_canonical_KGCcorp_real_index_1947_100","comparison_scope_note"
1923,67185472.0512331,98.202244601806,65935465.0611433,122.185817109331,NA,NA,NA,NA,NA,NA,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1924,71553993.3267591,104.587532696831,70221423.7389749,130.128179579393,NA,NA,NA,NA,NA,NA,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1925,75750405.303482,110.721255699832,74295234.7263141,137.677408568305,2575632.30456575,85.3335954371853,NA,NA,NA,NA,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1926,80097576.075074,117.075336640309,78560027.3013736,145.580547874326,2665102.88507966,88.2978564101394,NA,NA,NA,NA,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1927,83915486.7980673,122.655819909093,82198906.7475526,152.323799902372,2753520.68538591,91.2272375905993,NA,NA,NA,NA,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1928,87540297.1329012,127.954056272827,85603934.9946833,158.633699411994,2836014.33564406,93.9603450162155,NA,NA,NA,NA,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1929,91686168.0387602,134.01390546871,89665227.5393463,166.159730321604,2932830.99363199,97.1679897990819,692152.884846524,37.5686696440466,NA,NA,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1930,94527294.2661258,138.166662965325,92415645.8562277,171.256564159494,3008048.74243844,99.6600384253424,804569.087884741,43.6703955590045,NA,NA,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1931,94134912.5144147,137.593134677402,91738095.9726875,170.000988179618,3030245.80415633,100.395452048308,878157.202718959,47.6646107626988,NA,NA,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1932,92521322.0167349,135.234615731231,89063321.5803212,165.044331023848,3006342.08416846,99.6034949171321,916490.385947353,49.7452590250138,NA,NA,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1933,90567121.8175203,132.378241576148,85752025.7340326,158.908128173161,2969117.34751878,98.3701975198721,946958.300050964,51.3989962624965,NA,NA,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1934,88711079.1878571,129.665340308288,82557538.618332,152.988385010432,2939021.8804233,97.3731008422655,986202.112075761,53.5290716285185,NA,NA,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1935,86955482.9428858,127.09925739472,79518544.8359145,147.356788446268,2919886.80363473,96.7391342242662,1033215.82122245,56.0808814184393,NA,NA,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1936,85396215.2083122,124.820139799869,77079691.2841339,142.837319086979,2912810.16418239,96.5046771990882,1090890.14658868,59.2113280640638,NA,NA,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1937,84279494.3919005,123.18787485602,75035923.7255536,139.049988416071,2930795.13201378,97.1005394136419,1169442.1780002,63.4749746984668,NA,NA,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1938,82545606.1735272,120.653521673192,72021899.459383,133.464663167998,2930287.20207489,97.0837111234241,1221456.0131989,66.2981812967217,NA,NA,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1939,80839361.1952463,118.159573478856,69593556.9076122,128.964671871443,2932535.44017427,97.1581977805758,1277122.01623158,69.319620236188,NA,NA,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1940,79330919.512261,115.954746235742,67267611.8466106,124.654434617996,2941342.38795577,97.4499818670274,1347153.30971388,73.1207783143851,NA,NA,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1941,77927587.8419704,113.903553980394,65089608.622025,120.618350191868,2958699.1931391,98.0250323464653,1426929.89310164,77.450891172746,NA,NA,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1942,75974738.345324,111.04915409177,62603345.6521287,116.011025859755,2941903.43840391,97.468570099469,1473796.15895957,79.9946980368278,NA,NA,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1943,73790759.1355617,107.856921396006,59904889.1437624,111.010483085043,2909755.75044491,96.4034810362237,1504150.8508696,81.6422898008462,NA,NA,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1944,71916601.5263869,105.117542206734,57472688.244217,106.503341837015,2897113.93144024,95.9846433525131,1553142.40733173,84.3014531740966,NA,NA,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1945,70388303.6475256,102.883691977775,55737754.9162886,103.288315657908,2903622.19179941,96.200269338996,1626160.51142565,88.2647293386499,NA,NA,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1946,69314622.9373487,101.314336989176,54803605.1976679,101.557231383819,2959485.3589318,98.0510789034921,1725309.0091816,93.6463108352332,NA,NA,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1947,68415413.8468618,100,53963272.1874296,100,3018309.83608524,100,1842367.30074419,100,1459557.07901184,100,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1948,67662395.1111582,98.8993434470935,53166991.3418593,98.5244022215617,3103639.35595036,102.827062975609,1967430.04465981,106.788154775929,1554775.02778276,106.523756428586,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1949,66712662.7432541,97.5111586587505,52106274.9406622,96.5587756792851,3185939.2278062,105.553750304786,2071155.80005072,112.41818063174,1634788.42776256,112.005789377512,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1950,65704508.5348308,96.0375810660168,50798116.5832868,94.1346114202465,3263980.91494189,108.139359184387,2171950.35851608,117.889107000475,1715884.14499342,117.561976141085,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1951,64956860.0841229,94.9447740380839,49086697.9365726,90.9631605846301,3358038.61986219,111.255596748728,2294600.87946754,124.546331154525,1813441.80894464,124.246035665313,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1952,64212868.5488364,93.8573121732008,47922294.709041,88.8053907157324,3445622.60665408,114.157352749546,2421803.99954181,131.450661253246,1912283.97127473,131.018101228998,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1953,63552527.4208631,92.8921186724332,46864652.4639558,86.8454609297629,3548578.85115019,117.568408939511,2562100.42932619,139.065669928644,2019382.82084551,138.355864932168,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1954,62760454.8053465,91.7343786676886,45303206.7318444,83.9519267373069,3651062.31753242,120.963801458762,2691730.19135924,146.101713283337,2116546.53444279,145.012933367139,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1955,61927784.9195441,90.5172993006527,43632178.9241444,80.8553246597011,3753855.37418752,124.369451051993,2822767.66501256,153.214164399919,2218105.61854879,151.971145934938,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1956,61291549.0038593,89.587339398475,42213293.2915927,78.2259703321438,3876117.56933158,128.420135103125,2981774.1749496,161.844718680426,2337294.44558221,160.137241577741,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1957,60636360.0438692,88.6296766100036,40606921.565159,75.2491832298823,3998338.50445753,132.469452163446,3147342.08233384,170.83141244759,2459936.61427681,168.539939249396,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1958,59654589.6792517,87.1946631979456,38776433.5337094,71.8570834604469,4105274.05393696,136.01234720361,3274945.43858931,177.757466563071,2552510.38515793,174.882532643811,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1959,58655434.4203376,85.7342390000439,36940245.1743644,68.4544203436377,4216398.33493224,139.694019630567,3413093.26357948,185.255853281852,2651494.70463943,181.664337953441,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1960,57729337.1785193,84.3806007045989,34953558.2796876,64.7728665494636,4340143.36710571,143.793831740445,3569732.36358821,193.75790930214,2763040.83960891,189.306802682878,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1961,56720478.543016,82.9059934797394,33251957.1160606,61.6196086118855,4462078.99938436,147.833696396514,3720889.13105244,201.962395313326,2868665.78211671,196.543583212168,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1962,55762091.2624473,81.5051581610876,32639028.2910053,60.4837827062095,4593876.43381592,152.200293650906,3888378.21866323,211.053366887949,2987302.79345265,204.671871789704,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1963,54819929.5631493,80.1280391080523,32363050.3692103,59.9723646423893,4726505.55418111,156.594445595798,4067413.61327225,220.771048836423,3113012.26320655,213.284722329198,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1964,54024173.1213662,78.9649146057811,32332790.5644253,59.9162898278749,4878304.29024688,161.623708471694,4272744.99074819,231.916023966681,3261162.45053153,223.435074751543,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1965,53491020.8261678,78.1856277971216,32521679.6197655,60.2663224476243,5070257.83993166,167.983345490727,4531149.95650961,245.941726966134,3449271.53831438,236.323168714281,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1966,53137980.8091699,77.6696037067198,32805727.8437424,60.7926956871683,5275656.22481499,174.788425023242,4834683.52843087,262.416920148224,3670133.58660939,251.455296910634,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1967,52706825.0133164,77.0394009912637,32945222.6963059,61.0511953053512,5467711.19686002,181.151422279154,5124080.06294858,278.124783308888,3881135.7494004,265.911885544623,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1968,52280765.2568915,76.4166469473014,32926058.9508753,61.0156827342009,5651608.32936405,187.244141134769,5420130.999638,294.193834066021,4100629.85399624,280.950290534201,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1969,51922196.1921122,75.8925412748839,33110702.3124973,61.3578476069697,5850006.75037107,193.817303990188,5734792.87195845,311.273049062583,4338109.43758252,297.220951476564,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1970,51481950.6158378,75.2490524007833,33184863.9801785,61.4952775008123,6042110.19099233,200.18190706455,6022646.72235199,326.897178424696,4563045.00390245,312.632172425334,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1971,50948481.1129547,74.4693019426816,33101484.5829595,61.3407661195725,6221636.97629293,206.129831401352,6286361.18733615,341.21107038737,4777336.6239167,327.314134720316,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1972,50518720.4135118,73.84113838234,33073101.6928454,61.2881694386012,6415305.12216748,212.546274920807,6583610.70991849,357.345177981565,5012268.95317321,343.410273243077,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1973,50212142.7778195,73.3930264460758,33362366.6908302,61.8242099458931,6630871.22806566,219.688222487653,6914250.69804556,375.291653040774,5291085.19103717,362.513071062586,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1974,49788763.7826252,72.7741907606819,33562535.6582078,62.1951455086632,6812241.2438418,225.697215123458,7208740.81619296,391.275985699547,5556350.71547279,380.687456172294,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1975,49202232.7614619,71.916882461011,33492432.2406733,62.0652360078252,6979274.83473734,231.231225876714,7457847.18645326,404.79697959472,5783166.87498742,396.227523962461,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1976,48609432.6646091,71.0504109109307,33329466.0175955,61.7632413057401,7137593.36450024,236.476496851553,7718712.41915817,418.95622094684,6016089.39781185,412.185962736375,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1977,48115894.2965891,70.3290261523371,33097314.6430273,61.3330387528596,7307901.12741668,242.118984606798,8027615.93390517,435.72288384963,6282845.00606237,430.462439352906,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1978,47795374.3189955,69.8605352676499,33045743.3298366,61.2374713213451,7521203.16867553,249.185921165422,8389509.16839044,455.365722405171,6599625.46023996,452.16631505142,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1979,47569942.7490744,69.5310312023443,32992478.6888798,61.1387659634272,7778236.07975886,257.701710631777,8785945.10316543,476.883469415491,6942974.29100435,475.690494797569,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1980,47286922.074891,69.1173515090271,32879117.9997239,60.9286958832398,8041337.32203837,266.418550736594,9156971.9338908,497.022061246528,7273387.26365533,498.328387991488,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1981,47045034.1935649,68.7637939293454,32798010.6469479,60.7783948553587,8349249.37462973,276.620023392255,9548209.21532469,518.257635785647,7612398.75231605,521.555399359228,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1982,46713780.9470458,68.2796146663791,32579850.4329869,60.374119493399,8654215.71578041,286.723901314418,9908255.75856863,537.800239646371,7913774.62350671,542.203846448032,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1983,46213471.7686342,67.5483332923725,32196061.8743313,59.6629162192117,8880180.49089079,294.210368489155,10244110.161805,556.029742693929,8194197.32796001,561.416709616299,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1984,45888990.3674248,67.0740521575164,31953645.2486913,59.2136910039616,9164502.30731186,303.630270085137,10671549.1507414,579.230273270201,8550629.83512588,585.837303527377,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1985,45607238.184016,66.6622265650564,31823137.5321118,58.9718455574397,9491475.97970658,314.463275646249,11123371.5867409,603.754288422717,8927138.27489675,611.633378595971,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1986,45118338.9228848,65.9476225984334,31521995.1940385,58.4137950058954,9743602.14751485,322.816499188577,11520631.6801178,625.316769108106,9261672.11718788,634.553608787833,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1987,44531373.2478366,65.0896789830341,31034577.6635962,57.5105556160575,9976359.65202567,330.528017129118,11876830.6327991,644.650533474062,9567358.22934815,655.497367449688,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1988,43928191.875583,64.2080335491503,30517213.6693761,56.5518220677598,10201529.2381988,337.9881387999,12234017.338891,664.037911113017,9881922.8618435,677.049428483733,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1989,43345008.8110687,63.3556188201834,30133881.0350752,55.841463672573,10430685.3744104,345.580339357706,12614034.5150258,684.664480851923,10208007.2886001,699.390755962158,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1990,42843634.8821243,62.6227811440616,29894187.0329963,55.3972837843587,10675652.7851499,353.696385225854,13020014.2180603,706.700244451859,10566548.835009,723.955848452523,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1991,42225673.5604262,61.7195324652167,29510485.3749062,54.6862415466727,10849519.9832782,359.45680107348,13391326.5050332,726.854330275186,10880387.1686187,745.458147891351,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1992,41558312.5419851,60.7440782789205,29062853.3650008,53.8567291917683,10970563.2772927,363.467101559115,13759009.351373,746.811417344158,11189506.9624612,766.637161599524,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1993,40934038.4244764,59.8316024457608,28629670.8363636,53.0539933474099,11098444.2634991,367.703942478411,14163889.2400388,768.787485227162,11539166.0419852,790.593681324031,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1994,40353852.4996311,58.9835685127295,28238286.308205,52.3287138891902,11225440.1916026,371.911460427205,14607349.0930491,792.857596156246,11929293.2362797,817.322830865662,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1995,39901380.5974337,58.3222089202694,27971743.3549037,51.8347798809345,11391455.6246858,377.411738466869,15142731.965971,821.917104143912,12382991.0434484,848.407453296179,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1996,39515922.0157977,57.7587999456505,27709719.8066602,51.3492208374921,11587043.6580925,383.891790019839,15740377.6451121,854.356112310182,12884806.2044063,882.788785014818,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1997,39191768.4268418,57.2849979604991,27499093.687652,50.9589069990788,11813567.485058,391.396779211383,16408926.478094,890.643601385344,13434811.5990829,920.471819312384,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1998,38932922.9344002,56.9066541372476,27370149.5890351,50.7199591121363,12063139.8518828,399.665392454498,17120470.2631784,929.26477018252,14038896.3726023,961.860044699796,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
1999,38710959.7751965,56.5822197054095,27249645.8985711,50.4966522488211,12298202.2633238,407.453274554299,17898862.9200991,971.514361597125,14697374.0719195,1006.974943513,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
2000,38584533.1603936,56.3974271159999,27213393.3730928,50.4294722502613,12567384.4307495,416.371582549307,18760573.9698094,1018.28630817706,15414398.5702023,1056.10111395152,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
2001,38358524.8874274,56.0670801075435,27103723.8515713,50.2262423179833,12826681.5233334,424.96238689563,19505948.7452763,1058.74375524344,16024967.16171,1097.93357122829,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
2002,37866513.7863308,55.3479276922736,26768303.6279071,49.6046709972169,12979333.2646439,430.019910794783,20033574.7046656,1087.38223353038,16465589.8400304,1128.12236512039,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
2003,37358962.8289411,54.6060613074179,26393071.5101989,48.9093237684482,13113616.5070451,434.468865663358,20538346.5633671,1114.78023709339,16878847.4294122,1156.43626906593,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
2004,36853033.0935458,53.8665645961539,26001048.3218391,48.1828608011949,13235535.0579716,438.508164395016,21017177.0916292,1140.77019729669,17289192.3445205,1184.55061423331,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
2005,36435147.3134043,53.2557581175482,25721714.0676171,47.6652230766851,13370652.8529389,442.984768928848,21538556.7465758,1169.06963871296,17723462.3553581,1214.30416187337,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
2006,36102545.9700555,52.7696083968241,25561385.7534797,47.3681167159357,13552331.3716634,449.00398261435,22109502.516365,1200.0594293784,18202029.0518273,1247.09264978871,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
2007,35842259.5871453,52.3891584831646,25468261.3389006,47.1955467237831,13806925.7059407,457.438979288102,22725611.9465052,1233.50061289763,18725753.6999179,1282.97508670205,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
2008,35547657.5301033,51.9585507582716,25313159.6636956,46.9081259115939,14092698.4033805,466.90695020425,23297186.3339684,1264.52452366897,19192484.1707801,1314.95262821609,"D01 repairs Chapter 2 gross survival for ME+NRC only. Frozen and Shaikh diagnostic series retain their original boundaries."
