"run_id","candidate_model_id","model_family","window_id","grid_id","diagnostic_name","diagnostic_value","diagnostic_status","review_flag","notes"
"D12F_R_RUN_002","RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL22","FULL_SAMPLE_NO_TREND_REFERENCE","full_sample","LL22","missingness count","0","CONTROLLED_PRELIMINARY","PASS","Effective sample uses complete cases"
"D12F_R_RUN_002","RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL22","FULL_SAMPLE_NO_TREND_REFERENCE","full_sample","LL22","lead/lag sample loss","4","CONTROLLED_PRELIMINARY","PASS","Mechanical trimming only"
"D12F_R_RUN_002","RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL22","FULL_SAMPLE_NO_TREND_REFERENCE","full_sample","LL22","residual summary statistics","min=-0.111337049358874; q1=-0.0352870991529764; median=-0.00129497734250313; mean=-2.07810492245922e-18; q3=0.0348695485928809; max=0.137248828740204; sd=0.0532646422644164","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_002","RDOLS_ME_NRC_OMEGA_INT_FULL_SAMPLE_NO_TREND_LL22","FULL_SAMPLE_NO_TREND_REFERENCE","full_sample","LL22","condition number warning","PASS_CONDITION_NUMBER_78945.01","CONTROLLED_PRELIMINARY","PASS","Requires D12G review if WARN"
"D12F_R_RUN_003","RDOLS_ME_NRC_OMEGA_INT_BRIDGE_1940_1978_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","bridge_1940_1978","LL00","effective sample size","38","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_003","RDOLS_ME_NRC_OMEGA_INT_BRIDGE_1940_1978_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","bridge_1940_1978","LL00","design rank","9","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_003","RDOLS_ME_NRC_OMEGA_INT_BRIDGE_1940_1978_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","bridge_1940_1978","LL00","df residual","29","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_003","RDOLS_ME_NRC_OMEGA_INT_BRIDGE_1940_1978_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","bridge_1940_1978","LL00","missingness count","0","CONTROLLED_PRELIMINARY","PASS","Effective sample uses complete cases"
"D12F_R_RUN_003","RDOLS_ME_NRC_OMEGA_INT_BRIDGE_1940_1978_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","bridge_1940_1978","LL00","lead/lag sample loss","0","CONTROLLED_PRELIMINARY","PASS","Mechanical trimming only"
"D12F_R_RUN_003","RDOLS_ME_NRC_OMEGA_INT_BRIDGE_1940_1978_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","bridge_1940_1978","LL00","residual summary statistics","min=-0.0777277986450705; q1=-0.0182268790908862; median=-0.00220683274020908; mean=1.47829539636593e-19; q3=0.0185023927014816; max=0.0766423584235754; sd=0.0303600386793127","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_003","RDOLS_ME_NRC_OMEGA_INT_BRIDGE_1940_1978_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","bridge_1940_1978","LL00","condition number warning","WARN_HIGH_CONDITION_NUMBER_242265.8","CONTROLLED_PRELIMINARY","WARN","Requires D12G review if WARN"
"D12F_R_RUN_004","RDOLS_ME_NRC_OMEGA_INT_BRIDGE_1940_1978_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","bridge_1940_1978","LL11","effective sample size","36","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_004","RDOLS_ME_NRC_OMEGA_INT_BRIDGE_1940_1978_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","bridge_1940_1978","LL11","design rank","15","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_004","RDOLS_ME_NRC_OMEGA_INT_BRIDGE_1940_1978_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","bridge_1940_1978","LL11","df residual","21","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_004","RDOLS_ME_NRC_OMEGA_INT_BRIDGE_1940_1978_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","bridge_1940_1978","LL11","missingness count","0","CONTROLLED_PRELIMINARY","PASS","Effective sample uses complete cases"
"D12F_R_RUN_004","RDOLS_ME_NRC_OMEGA_INT_BRIDGE_1940_1978_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","bridge_1940_1978","LL11","lead/lag sample loss","2","CONTROLLED_PRELIMINARY","PASS","Mechanical trimming only"
"D12F_R_RUN_004","RDOLS_ME_NRC_OMEGA_INT_BRIDGE_1940_1978_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","bridge_1940_1978","LL11","residual summary statistics","min=-0.0436462758459009; q1=-0.0185396594466299; median=0.00072739960275598; mean=0; q3=0.0230903739230966; max=0.0452648962448017; sd=0.0261163588240283","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_004","RDOLS_ME_NRC_OMEGA_INT_BRIDGE_1940_1978_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","bridge_1940_1978","LL11","condition number warning","WARN_HIGH_CONDITION_NUMBER_323711.77","CONTROLLED_PRELIMINARY","WARN","Requires D12G review if WARN"
"D12F_R_RUN_005","RDOLS_ME_NRC_OMEGA_INT_BRIDGE_1940_1978_NO_TREND_LL22","WINDOWED_NO_TREND_ROBUSTNESS","bridge_1940_1978","LL22","effective sample size","34","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_005","RDOLS_ME_NRC_OMEGA_INT_BRIDGE_1940_1978_NO_TREND_LL22","WINDOWED_NO_TREND_ROBUSTNESS","bridge_1940_1978","LL22","design rank","21","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_005","RDOLS_ME_NRC_OMEGA_INT_BRIDGE_1940_1978_NO_TREND_LL22","WINDOWED_NO_TREND_ROBUSTNESS","bridge_1940_1978","LL22","df residual","13","CONTROLLED_PRELIMINARY","WARN","D12F-R diagnostic only"
"D12F_R_RUN_005","RDOLS_ME_NRC_OMEGA_INT_BRIDGE_1940_1978_NO_TREND_LL22","WINDOWED_NO_TREND_ROBUSTNESS","bridge_1940_1978","LL22","missingness count","0","CONTROLLED_PRELIMINARY","PASS","Effective sample uses complete cases"
"D12F_R_RUN_005","RDOLS_ME_NRC_OMEGA_INT_BRIDGE_1940_1978_NO_TREND_LL22","WINDOWED_NO_TREND_ROBUSTNESS","bridge_1940_1978","LL22","lead/lag sample loss","4","CONTROLLED_PRELIMINARY","PASS","Mechanical trimming only"
"D12F_R_RUN_005","RDOLS_ME_NRC_OMEGA_INT_BRIDGE_1940_1978_NO_TREND_LL22","WINDOWED_NO_TREND_ROBUSTNESS","bridge_1940_1978","LL22","residual summary statistics","min=-0.063757287985302; q1=-0.0145636436611999; median=0.00239502760019408; mean=-8.79542507742761e-19; q3=0.0148957777492928; max=0.035988704587174; sd=0.0209119510712959","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_005","RDOLS_ME_NRC_OMEGA_INT_BRIDGE_1940_1978_NO_TREND_LL22","WINDOWED_NO_TREND_ROBUSTNESS","bridge_1940_1978","LL22","condition number warning","WARN_HIGH_CONDITION_NUMBER_523808.03","CONTROLLED_PRELIMINARY","WARN","Requires D12G review if WARN"
"D12F_R_RUN_006","RDOLS_ME_NRC_OMEGA_INT_FORDIST_CORE_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","fordist_core","LL00","effective sample size","28","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_006","RDOLS_ME_NRC_OMEGA_INT_FORDIST_CORE_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","fordist_core","LL00","design rank","9","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_006","RDOLS_ME_NRC_OMEGA_INT_FORDIST_CORE_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","fordist_core","LL00","df residual","19","CONTROLLED_PRELIMINARY","WARN","D12F-R diagnostic only"
"D12F_R_RUN_006","RDOLS_ME_NRC_OMEGA_INT_FORDIST_CORE_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","fordist_core","LL00","missingness count","0","CONTROLLED_PRELIMINARY","PASS","Effective sample uses complete cases"
"D12F_R_RUN_006","RDOLS_ME_NRC_OMEGA_INT_FORDIST_CORE_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","fordist_core","LL00","lead/lag sample loss","0","CONTROLLED_PRELIMINARY","PASS","Mechanical trimming only"
"D12F_R_RUN_006","RDOLS_ME_NRC_OMEGA_INT_FORDIST_CORE_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","fordist_core","LL00","residual summary statistics","min=-0.0607685112711734; q1=-0.00753145663410455; median=0.00255367013019138; mean=1.0221910416729e-18; q3=0.0101262709843147; max=0.0452471985627116; sd=0.0211240058900914","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_006","RDOLS_ME_NRC_OMEGA_INT_FORDIST_CORE_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","fordist_core","LL00","condition number warning","WARN_HIGH_CONDITION_NUMBER_319983.26","CONTROLLED_PRELIMINARY","WARN","Requires D12G review if WARN"
"D12F_R_RUN_007","RDOLS_ME_NRC_OMEGA_INT_FORDIST_CORE_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","fordist_core","LL11","effective sample size","26","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_007","RDOLS_ME_NRC_OMEGA_INT_FORDIST_CORE_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","fordist_core","LL11","design rank","15","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_007","RDOLS_ME_NRC_OMEGA_INT_FORDIST_CORE_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","fordist_core","LL11","df residual","11","CONTROLLED_PRELIMINARY","WARN","D12F-R diagnostic only"
"D12F_R_RUN_007","RDOLS_ME_NRC_OMEGA_INT_FORDIST_CORE_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","fordist_core","LL11","missingness count","0","CONTROLLED_PRELIMINARY","PASS","Effective sample uses complete cases"
"D12F_R_RUN_007","RDOLS_ME_NRC_OMEGA_INT_FORDIST_CORE_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","fordist_core","LL11","lead/lag sample loss","2","CONTROLLED_PRELIMINARY","PASS","Mechanical trimming only"
"D12F_R_RUN_007","RDOLS_ME_NRC_OMEGA_INT_FORDIST_CORE_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","fordist_core","LL11","residual summary statistics","min=-0.0249418938177437; q1=-0.0106932511133902; median=0.00142067521471555; mean=-3.41722818521014e-19; q3=0.00935997881742609; max=0.0252616297711886; sd=0.0139272359376773","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_007","RDOLS_ME_NRC_OMEGA_INT_FORDIST_CORE_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","fordist_core","LL11","condition number warning","WARN_HIGH_CONDITION_NUMBER_405836.38","CONTROLLED_PRELIMINARY","WARN","Requires D12G review if WARN"
"D12F_R_RUN_008","RDOLS_ME_NRC_OMEGA_INT_POST_1973_FULL_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","post_1973_full","LL00","effective sample size","50","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_008","RDOLS_ME_NRC_OMEGA_INT_POST_1973_FULL_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","post_1973_full","LL00","design rank","9","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_008","RDOLS_ME_NRC_OMEGA_INT_POST_1973_FULL_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","post_1973_full","LL00","df residual","41","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_008","RDOLS_ME_NRC_OMEGA_INT_POST_1973_FULL_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","post_1973_full","LL00","missingness count","0","CONTROLLED_PRELIMINARY","PASS","Effective sample uses complete cases"
"D12F_R_RUN_008","RDOLS_ME_NRC_OMEGA_INT_POST_1973_FULL_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","post_1973_full","LL00","lead/lag sample loss","0","CONTROLLED_PRELIMINARY","PASS","Mechanical trimming only"
"D12F_R_RUN_008","RDOLS_ME_NRC_OMEGA_INT_POST_1973_FULL_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","post_1973_full","LL00","residual summary statistics","min=-0.0530193952647117; q1=-0.0209926755897154; median=-0.00424920849519315; mean=-1.6482244714032e-18; q3=0.0236994482714539; max=0.0693930105721802; sd=0.0272174071538604","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_008","RDOLS_ME_NRC_OMEGA_INT_POST_1973_FULL_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","post_1973_full","LL00","condition number warning","WARN_HIGH_CONDITION_NUMBER_107213.5","CONTROLLED_PRELIMINARY","WARN","Requires D12G review if WARN"
"D12F_R_RUN_009","RDOLS_ME_NRC_OMEGA_INT_POST_1973_FULL_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","post_1973_full","LL11","effective sample size","48","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_009","RDOLS_ME_NRC_OMEGA_INT_POST_1973_FULL_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","post_1973_full","LL11","design rank","15","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_009","RDOLS_ME_NRC_OMEGA_INT_POST_1973_FULL_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","post_1973_full","LL11","df residual","33","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_009","RDOLS_ME_NRC_OMEGA_INT_POST_1973_FULL_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","post_1973_full","LL11","missingness count","0","CONTROLLED_PRELIMINARY","PASS","Effective sample uses complete cases"
"D12F_R_RUN_009","RDOLS_ME_NRC_OMEGA_INT_POST_1973_FULL_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","post_1973_full","LL11","lead/lag sample loss","2","CONTROLLED_PRELIMINARY","PASS","Mechanical trimming only"
"D12F_R_RUN_009","RDOLS_ME_NRC_OMEGA_INT_POST_1973_FULL_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","post_1973_full","LL11","residual summary statistics","min=-0.0372933586979532; q1=-0.0192923719843458; median=-0.00201950434583715; mean=5.86923246368292e-19; q3=0.0141472065214093; max=0.0405890043116785; sd=0.0214035633261231","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_009","RDOLS_ME_NRC_OMEGA_INT_POST_1973_FULL_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","post_1973_full","LL11","condition number warning","WARN_HIGH_CONDITION_NUMBER_152738.54","CONTROLLED_PRELIMINARY","WARN","Requires D12G review if WARN"
"D12F_R_RUN_010","RDOLS_ME_NRC_OMEGA_INT_POST_1973_FULL_NO_TREND_LL22","WINDOWED_NO_TREND_ROBUSTNESS","post_1973_full","LL22","effective sample size","46","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_010","RDOLS_ME_NRC_OMEGA_INT_POST_1973_FULL_NO_TREND_LL22","WINDOWED_NO_TREND_ROBUSTNESS","post_1973_full","LL22","design rank","21","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_010","RDOLS_ME_NRC_OMEGA_INT_POST_1973_FULL_NO_TREND_LL22","WINDOWED_NO_TREND_ROBUSTNESS","post_1973_full","LL22","df residual","25","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_010","RDOLS_ME_NRC_OMEGA_INT_POST_1973_FULL_NO_TREND_LL22","WINDOWED_NO_TREND_ROBUSTNESS","post_1973_full","LL22","missingness count","0","CONTROLLED_PRELIMINARY","PASS","Effective sample uses complete cases"
"D12F_R_RUN_010","RDOLS_ME_NRC_OMEGA_INT_POST_1973_FULL_NO_TREND_LL22","WINDOWED_NO_TREND_ROBUSTNESS","post_1973_full","LL22","lead/lag sample loss","4","CONTROLLED_PRELIMINARY","PASS","Mechanical trimming only"
"D12F_R_RUN_010","RDOLS_ME_NRC_OMEGA_INT_POST_1973_FULL_NO_TREND_LL22","WINDOWED_NO_TREND_ROBUSTNESS","post_1973_full","LL22","residual summary statistics","min=-0.0310260542261733; q1=-0.0128896582553259; median=-0.00115232020893574; mean=5.84821008799926e-20; q3=0.00997317015473368; max=0.037719261837664; sd=0.0184738074202812","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_010","RDOLS_ME_NRC_OMEGA_INT_POST_1973_FULL_NO_TREND_LL22","WINDOWED_NO_TREND_ROBUSTNESS","post_1973_full","LL22","condition number warning","WARN_HIGH_CONDITION_NUMBER_234010.78","CONTROLLED_PRELIMINARY","WARN","Requires D12G review if WARN"
"D12F_R_RUN_011","RDOLS_ME_NRC_OMEGA_INT_POST_1973_FULL_NO_TREND_LL33","WINDOWED_NO_TREND_ROBUSTNESS","post_1973_full","LL33","effective sample size","44","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_011","RDOLS_ME_NRC_OMEGA_INT_POST_1973_FULL_NO_TREND_LL33","WINDOWED_NO_TREND_ROBUSTNESS","post_1973_full","LL33","design rank","27","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_011","RDOLS_ME_NRC_OMEGA_INT_POST_1973_FULL_NO_TREND_LL33","WINDOWED_NO_TREND_ROBUSTNESS","post_1973_full","LL33","df residual","17","CONTROLLED_PRELIMINARY","WARN","D12F-R diagnostic only"
"D12F_R_RUN_011","RDOLS_ME_NRC_OMEGA_INT_POST_1973_FULL_NO_TREND_LL33","WINDOWED_NO_TREND_ROBUSTNESS","post_1973_full","LL33","missingness count","0","CONTROLLED_PRELIMINARY","PASS","Effective sample uses complete cases"
"D12F_R_RUN_011","RDOLS_ME_NRC_OMEGA_INT_POST_1973_FULL_NO_TREND_LL33","WINDOWED_NO_TREND_ROBUSTNESS","post_1973_full","LL33","lead/lag sample loss","6","CONTROLLED_PRELIMINARY","WARN","Mechanical trimming only"
"D12F_R_RUN_011","RDOLS_ME_NRC_OMEGA_INT_POST_1973_FULL_NO_TREND_LL33","WINDOWED_NO_TREND_ROBUSTNESS","post_1973_full","LL33","residual summary statistics","min=-0.0214008164404026; q1=-0.00930973125058505; median=-0.00140508658925823; mean=-3.49901610211231e-19; q3=0.00747613299460912; max=0.0357099931849859; sd=0.0131889456213449","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_011","RDOLS_ME_NRC_OMEGA_INT_POST_1973_FULL_NO_TREND_LL33","WINDOWED_NO_TREND_ROBUSTNESS","post_1973_full","LL33","condition number warning","WARN_HIGH_CONDITION_NUMBER_421070.67","CONTROLLED_PRELIMINARY","WARN","Requires D12G review if WARN"
"D12F_R_RUN_012","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_ALT_1940_1973_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_alt_1940_1973","LL00","effective sample size","33","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_012","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_ALT_1940_1973_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_alt_1940_1973","LL00","design rank","9","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_012","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_ALT_1940_1973_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_alt_1940_1973","LL00","df residual","24","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_012","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_ALT_1940_1973_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_alt_1940_1973","LL00","missingness count","0","CONTROLLED_PRELIMINARY","PASS","Effective sample uses complete cases"
"D12F_R_RUN_012","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_ALT_1940_1973_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_alt_1940_1973","LL00","lead/lag sample loss","0","CONTROLLED_PRELIMINARY","PASS","Mechanical trimming only"
"D12F_R_RUN_012","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_ALT_1940_1973_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_alt_1940_1973","LL00","residual summary statistics","min=-0.0684035350671715; q1=-0.018279737388528; median=-0.00401796106975696; mean=-8.28167213429091e-19; q3=0.0160906537949623; max=0.0711264860453892; sd=0.0301626754062437","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_012","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_ALT_1940_1973_NO_TREND_LL00","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_alt_1940_1973","LL00","condition number warning","WARN_HIGH_CONDITION_NUMBER_309403.75","CONTROLLED_PRELIMINARY","WARN","Requires D12G review if WARN"
"D12F_R_RUN_013","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_ALT_1940_1973_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_alt_1940_1973","LL11","effective sample size","31","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_013","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_ALT_1940_1973_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_alt_1940_1973","LL11","design rank","15","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_013","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_ALT_1940_1973_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_alt_1940_1973","LL11","df residual","16","CONTROLLED_PRELIMINARY","WARN","D12F-R diagnostic only"
"D12F_R_RUN_013","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_ALT_1940_1973_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_alt_1940_1973","LL11","missingness count","0","CONTROLLED_PRELIMINARY","PASS","Effective sample uses complete cases"
"D12F_R_RUN_013","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_ALT_1940_1973_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_alt_1940_1973","LL11","lead/lag sample loss","2","CONTROLLED_PRELIMINARY","PASS","Mechanical trimming only"
"D12F_R_RUN_013","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_ALT_1940_1973_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_alt_1940_1973","LL11","residual summary statistics","min=-0.0359274921584147; q1=-0.0224384175190372; median=-0.000868912926174429; mean=-9.50726174184303e-19; q3=0.0151739163995679; max=0.0465692102918255; sd=0.0249906602867881","CONTROLLED_PRELIMINARY","PASS","D12F-R diagnostic only"
"D12F_R_RUN_013","RDOLS_ME_NRC_OMEGA_INT_PRE_1974_ALT_1940_1973_NO_TREND_LL11","WINDOWED_NO_TREND_ROBUSTNESS","pre_1974_alt_1940_1973","LL11","condition number warning","WARN_HIGH_CONDITION_NUMBER_408905.84","CONTROLLED_PRELIMINARY","WARN","Requires D12G review if WARN"
