"asset_block","year","gross_stock_object","net_value_stock_object","gross_survival_gpim_stock_2017_millions","net_value_gpim_stock_diagnostic_2017_millions","current_cost_net_stock_anchor_millions","reconstructed_current_cost_net_stock_millions","sfc_reconstruction_residual_millions","sfc_reconstruction_residual_percent","gross_stock_role","net_value_stock_role"
"ME",1925,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",22597305.7048601,13969140.9246515,23154,23154,0,0,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1926,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",23186822.6079495,13801899.8763009,24187,24187,-0.00000000000363797880709171,-0.0000000000000150410501802279,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1927,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",23288758.029371,13316952.3284681,24400,24400,0,0,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1928,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",23290062.6701439,12887986.4266545,24644,24644,0.00000000000363797880709171,0.0000000000000147621279300914,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1929,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",23512810.1280862,12681432.1684523,24427,24427,0,0,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1930,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",23366102.2636706,12193648.2618799,23086,23086,0,0,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1931,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",22495682.7944317,11251035.8782759,21030,21030,0.00000000000363797880709171,0.0000000000000172989957541213,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1932,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",20989611.6160036,10015881.3134673,18864,18864,-0.00000000000363797880709171,-0.0000000000000192852990197822,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1933,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",19215061.6483186,8825319.70014159,18938,18938,0,0,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1934,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",17602308.1926552,7895104.02144089,19402,19402,0,0,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1935,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",16031185.0363927,7153007.23099315,18941,18941,0,0,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1936,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",14960704.231211,6693391.37474368,20296,20296,-0.00000000000363797880709171,-0.0000000000000179246098102666,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1937,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",14047927.2373985,6418262.04215308,21664,21664,0.00000000000363797880709171,0.000000000000016792738215896,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1938,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",12562579.1010872,5836964.54990091,21609,21609,0.00000000000363797880709171,0.0000000000000168354796940706,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1939,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",11534502.5862678,5413559.25286458,22014,22014,0,0,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1940,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",10648937.0563507,5157435.60271531,23646,23646,-0.00000000000363797880709171,-0.0000000000000153851763811711,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1941,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",9997552.96338201,4993722.85186261,26850,26850,-0.00000000000363797880709171,-0.0000000000000135492693001554,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1942,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",9313207.8611307,4675763.32707847,27830,27830,0.00000000000363797880709171,0.0000000000000130721480671639,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1943,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",8556324.12740433,4295238.48001036,28202,28202,0.0000000000109139364212751,0.0000000000000386991575819982,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1944,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",7882401.61701257,4057152.84762743,28210,28210,0.00000000000363797880709171,0.0000000000000128960609964258,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1945,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",7486972.38597557,3985629.27912347,32444,32444,0.00000000000363797880709171,0.0000000000000112131019821591,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1946,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",7397325.63887662,4042484.38772667,39251,39251,0,0,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1947,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",7657408.91061663,4310774.78200596,47227,47227,-0.00000000000727595761418343,-0.0000000000000154063514815327,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1948,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",7887697.79467492,4494154.88626789,57116,57116,0,0,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1949,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",7944806.73752248,4518598.88890484,59235,59235,0,0,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1950,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",7935775.05871149,4497191.9048458,68427,68427,0,0,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1951,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",7944485.68670742,4531995.78400451,75324,75324,0.0000000000145519152283669,0.0000000000000193190951467883,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1952,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",7907981.11846311,4548932.65871694,79681,79681,0,0,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1953,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",7996275.93013864,4582679.99589678,86836,86836,0,0,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1954,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",8019985.67645097,4553476.19974461,90085,90085,-0.0000000000291038304567337,-0.0000000000000323070771568338,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1955,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",7996645.43040685,4518614.80074295,99701,99701,0.0000000000436557456851006,0.000000000000043786667821888,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1956,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",7994626.67154822,4515823.2953961,114016,114016,-0.0000000000145519152283669,-0.000000000000012763046614832,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1957,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",8088893.40679817,4541606.86368912,125642,125642,0.0000000000145519152283669,0.0000000000000115820467903781,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1958,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",8073202.04506067,4426184.45925285,129650,129650,0,0,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1959,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",8031729.13535846,4340102.94983965,136492,136492,-0.0000000000291038304567337,-0.000000000000021322737198322,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1960,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",7964935.50637833,4278933.21018192,141937,141937,0.0000000000291038304567337,0.000000000000020504752430116,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1961,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",7825656.03834822,4179198.3433294,145180,145180,-0.0000000000291038304567337,-0.0000000000000200467216260736,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1962,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",7646841.38883696,4110770.98547545,151576,151576,0,0,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1963,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",7516263.18992813,4069784.34330831,158515,158515,0,0,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1964,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",7489160.16600958,4087581.78119265,168477,168477,-0.0000000000291038304567337,-0.0000000000000172746609072655,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1965,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",7579525.00504259,4206249.34907238,182329,182329,-0.0000000000291038304567337,-0.0000000000000159622607795434,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1966,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",7718151.01111355,4379000.16698472,204315,204315,0,0,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1967,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",7805549.72174426,4476012.98590419,225392,225392,0.0000000000873114913702011,0.0000000000000387376177371873,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1968,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",7904658.89690983,4570754.90531796,249908,249908,0.0000000000291038304567337,0.0000000000000116458178436599,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1969,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",8049746.3336264,4680694.68895307,276471,276471,0,0,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1970,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",8123169.47743945,4707804.44161826,303737,303737,-0.0000000000582076609134674,-0.0000000000000191638361192306,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1971,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",8145706.13789296,4692528.35948964,325138,325138,-0.0000000000582076609134674,-0.0000000000000179024478570537,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1972,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",8216986.61672307,4733511.05184469,350432,350432,-0.0000000000582076609134674,-0.0000000000000166102584562675,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1973,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",8431166.08082013,4866907.38649715,388805,388805,0,0,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1974,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",8551866.84652835,4906794.05083712,479384,479384,0.0000000000582076609134674,0.0000000000000121421784860294,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1975,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",8549137.48659481,4832254.30286249,550680,550680,-0.000000000116415321826935,-0.0000000000000211402850706281,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1976,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",8566361.4850625,4777831.26873551,608821,608821,0.000000000116415321826935,0.0000000000000191214366500063,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1977,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",8641545.38216349,4804243.71278933,686582,686582,0.000000000116415321826935,0.0000000000000169557783086266,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1978,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",8762309.41077586,4882731.27439427,783103,783103,0,0,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1979,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",8872760.4067231,4961036.31244689,906351,906351,0.000000000349245965480804,0.000000000000038533191388414,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1980,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",8849766.98107973,4933037.30672284,1053634,1053634,0.000000000465661287307739,0.0000000000000441957346960841,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1981,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",8790827.46255186,4895634.00560996,1171078,1171078,0,0,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1982,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",8678578.60908131,4788403.90654618,1239639,1239639,-0.00000000023283064365387,-0.0000000000000187821328349519,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1983,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",8548667.78207895,4678188.60790274,1276372,1276372,-0.00000000023283064365387,-0.0000000000000182415975635528,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1984,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",8487882.29430143,4655901.81863917,1341996,1341996,0,0,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1985,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",8445884.44339546,4630324.33300835,1417152,1417152,0.000000000465661287307739,0.0000000000000328589514256579,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1986,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",8370977.48452514,4562967.41757585,1492171,1492171,0.000000000465661287307739,0.0000000000000312069653751305,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1987,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",8230403.80370179,4456525.3900269,1553814,1553814,-0.00000000023283064365387,-0.0000000000000149844604086377,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1988,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",8061997.60360857,4360837.85346386,1635924,1635924,0,0,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1989,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",7934628.78609267,4286889.52569863,1719980,1719980,-0.00000000023283064365387,-0.0000000000000135368227336289,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1990,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",7831178.96163185,4206923.68751725,1814497,1814497,-0.00000000023283064365387,-0.0000000000000128316907470153,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1991,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",7689829.76450744,4100862.5951332,1862434,1862434,0,0,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1992,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",7536675.86458698,4018571.81060984,1916486,1916486,0,0,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1993,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",7404152.05660868,3979524.67654122,1995155,1995155,0,0,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1994,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",7319028.99597616,3988979.70852259,2107074,2107074,-0.000000000465661287307739,-0.0000000000000220999019164842,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1995,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",7327897.79902282,4054236.36755126,2249632,2249632,-0.000000000465661287307739,-0.0000000000000206994427225315,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1996,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",7371020.41708833,4139499.2648147,2369178,2369178,-0.000000000465661287307739,-0.0000000000000196549726237429,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1997,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",7494769.35093852,4266168.94656188,2478091,2478091,-0.000000000931322574615479,-0.0000000000000375822588684386,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1998,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",7650509.38880383,4404918.76429413,2583706,2583706,-0.000000000465661287307739,-0.000000000000018022998255519,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
"ME",1999,"K_G_NFC_ME_GPIM","K_NV_NFC_ME_GPIM_DIAGNOSTIC",7822897.42106379,4569860.00991393,2722352,2722352,0.000000000931322574615479,0.0000000000000342102187599355,"GROSS_SURVIVAL_GPIM_STOCK_BASELINE","NET_VALUE_GPIM_STOCK_DIAGNOSTIC"
