"year","omega_t","D45","D73","theta_hat","theta_se","theta_lo95","theta_hi95","model_id","spec_id","estimator","intercept_flag"
1929,0.632503689129365,0,0,0.932869999438443,0.00738450264613089,0.918396374252026,0.947343624624859,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1930,0.636138668552111,0,0,0.93096643327608,0.00753594283670027,0.916195985316147,0.945736881236012,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1931,0.663881911320595,0,0,0.916437850847844,0.00918283438453747,0.89843949545415,0.934436206241537,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1932,0.677734147194899,0,0,0.909183711438308,0.0102411879501099,0.889110983056092,0.929256439820523,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1933,0.664517937219731,0,0,0.916104776780793,0.00922870522864768,0.898016514532643,0.934193039028942,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1934,0.622061999745903,0,0,0.938338103731932,0.00705530378658406,0.924509708310227,0.952166499153637,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1935,0.616558357905585,0,0,0.941220251100205,0.00695046378321652,0.927597342085101,0.95484316011531,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1936,0.61320426040215,0,0,0.94297672500838,0.0069112374197887,0.929430699665594,0.956522750351166,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1937,0.629079145811021,0,0,0.934663364413648,0.00725863999341086,0.920436430026563,0.948890298800734,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1938,0.633989364345709,0,0,0.932091980984639,0.00744423654545704,0.917501277355543,0.946682684613735,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1939,0.630537992484756,0,0,0.933899395532058,0.00731020430710225,0.919571395090138,0.948227395973979,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1940,0.607110693449235,0,0,0.946167804382056,0.00688895823961611,0.932665446232408,0.959670162531703,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1941,0.594511097780444,0,0,0.952765961121124,0.00704312373696833,0.938961438596666,0.966570483645582,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1942,0.604405412159509,0,0,0.947584506190757,0.00689946145461623,0.934061561739709,0.961107450641805,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1943,0.621900080256822,0,0,0.938422897736133,0.00705151681746173,0.924601924773908,0.952243870698358,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1944,0.627959009724536,0,0,0.935249957322024,0.00722116212508005,0.921096479556867,0.949403435087181,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1945,0.638440192180252,1,0,0.935153904086509,0.00782714425749404,0.919812701341821,0.950495106831198,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1946,0.663415069811751,1,0,0.931246312128713,0.00682358363055563,0.917872088212824,0.944620536044602,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1947,0.644483720777999,1,0,0.934208328132396,0.00745287053748957,0.919600701878917,0.948815954385876,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1948,0.624581372598025,1,0,0.937322267541302,0.00892123285534652,0.919836651144823,0.954807883937781,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1949,0.622946489496739,1,0,0.937578062830984,0.00906799274695729,0.919804797046948,0.955351328615021,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1950,0.609475288313768,1,0,0.939685779160215,0.0103839395933531,0.919333257557242,0.960038300763187,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1951,0.618138626346099,1,0,0.938330305450901,0.00951722464659183,0.919676545143581,0.956984065758221,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1952,0.63357057934292,1,0,0.935915808118293,0.00817777510400149,0.91988736891445,0.951944247322136,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1953,0.644071883964771,1,0,0.934272764492928,0.00747604084152332,0.919619724443542,0.948925804542313,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1954,0.642039314043351,1,0,0.934590782222415,0.00759553913538703,0.919703525517056,0.949478038927774,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1955,0.622858846487424,1,0,0.937591775535543,0.00907595034059723,0.919802912867973,0.955380638203114,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1956,0.635535528362412,1,0,0.935608370416322,0.00803142346327036,0.919866780428312,0.951349960404332,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1957,0.638957571161781,1,0,0.935072954502804,0.00779234208268499,0.919799964020742,0.950345944984867,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1958,0.640702916019947,1,0,0.934799876266667,0.00767863372538156,0.919749754164919,0.949849998368415,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1959,0.628716570650273,1,0,0.936675270711477,0.00856512327104706,0.919887629100224,0.953462912322729,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1960,0.638652100649948,1,0,0.935120748695553,0.00781283045415886,0.919807601005401,0.950433896385704,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1961,0.635335355670866,1,0,0.935639689616808,0.00804603969694255,0.9198694518108,0.951409927422815,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1962,0.628948763920103,1,0,0.936638941542332,0.00854580824373908,0.919889157384603,0.953388725700061,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1963,0.621930029689577,1,0,0.937737099052362,0.00916083127004727,0.91978186976307,0.955692328341655,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1964,0.619047357779893,1,0,0.938188124508321,0.00943040750827714,0.919704525792097,0.956671723224544,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1965,0.61236559273945,1,0,0.939233559513896,0.0100874408817263,0.919462175385712,0.959004943642079,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1966,0.620003181239775,1,0,0.938038575504717,0.00934002265375582,0.919732131103356,0.956345019906078,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1967,0.628388720851657,1,0,0.936726566387689,0.00859252337417613,0.919885220574304,0.953567912201075,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1968,0.627992500156573,1,0,0.936788559436243,0.00862583553971732,0.919881921778397,0.953695197094089,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1969,0.641990534144692,1,0,0.934598414369508,0.00759851008655117,0.919705334599867,0.949491494139148,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1970,0.653676971146293,1,0,0.9327699438594,0.00703502707379637,0.918981290794759,0.94655859692404,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1971,0.64098353494678,1,0,0.9347559703754,0.00766089492390545,0.919740616324545,0.949771324426255,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1972,0.641336309259143,1,0,0.934700774987208,0.00763881276665134,0.919728701964572,0.949672848009845,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1973,0.64395880536602,1,0,0.93429045687283,0.00748246510705521,0.919624825263002,0.948956088482658,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1974,0.654104621464026,1,1,0.934091662917628,0.00587276489760007,0.922581043718332,0.945602282116924,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1975,0.6334561606626,1,1,0.93226824077874,0.00715723321815393,0.918240063671159,0.946296417886322,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1976,0.630753371060034,1,1,0.932029563114314,0.00738988462683304,0.917545389245721,0.946513736982907,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1977,0.630403843120234,1,1,0.93199869703719,0.0074207983384968,0.917453932293736,0.946543461780644,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1978,0.636152526475711,1,1,0.932506351171832,0.00693721555368633,0.918909408686607,0.946103293657057,"B1_no_intercept__D_fixed","B1_no_intercept","D_fixed",FALSE
1929,0.632503689129365,0,0,0.937124012648746,0.00541413826778264,0.926512301643892,0.9477357236536,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1930,0.636138668552111,0,0,0.935907245734975,0.00558871996026167,0.924953354612862,0.946861136857088,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1931,0.663881911320595,0,0,0.926620519193916,0.00729356600216264,0.912325129829677,0.940915908558155,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1932,0.677734147194899,0,0,0.921983644996461,0.00830629971873017,0.90570329754775,0.938263992445172,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1933,0.664517937219731,0,0,0.926407616951464,0.00733832348135301,0.912024502928012,0.940790730974916,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1934,0.622061999745903,0,0,0.940619246235537,0.00500278006102783,0.930813797315922,0.950424695155151,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1935,0.616558357905585,0,0,0.942461526072017,0.0048482224770354,0.932959010017028,0.951964042127007,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1936,0.61320426040215,0,0,0.943584271043338,0.00477771461128739,0.934219950405215,0.952948591681462,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1937,0.629079145811021,0,0,0.938270338533967,0.00526364599844416,0.927953592377016,0.948587084690917,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1938,0.633989364345709,0,0,0.93662670021926,0.00548372256112615,0.925878603999453,0.947374796439067,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1939,0.630537992484756,0,0,0.937782006645825,0.00532601753353519,0.927343012280096,0.948221001011554,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1940,0.607110693449235,0,0,0.945624021422326,0.00469855054413805,0.936414862355815,0.954833180488836,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1941,0.594511097780444,0,0,0.94984158893887,0.00474348778727582,0.94054435287581,0.959138825001931,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1942,0.604405412159509,0,0,0.946529582742752,0.00468433307711599,0.937348289911604,0.955710875573899,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1943,0.621900080256822,0,0,0.940673446893669,0.00499757540293667,0.930878199103913,0.950468694683424,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1944,0.627959009724536,0,0,0.938645291008368,0.00521757189059296,0.928418850102806,0.94887173191393,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1945,0.638440192180252,1,0,0.94756159728761,0.00503424998943353,0.93769446730832,0.9574287272669,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1946,0.663415069811751,1,0,0.944562547160727,0.0048006493099905,0.935153274513146,0.953971819808309,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1947,0.644483720777999,1,0,0.946835874203985,0.00483805551003087,0.937353285404324,0.956318463003645,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1948,0.624581372598025,1,0,0.949225801422652,0.00575451617710547,0.937946949715526,0.960504653129779,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1949,0.622946489496739,1,0,0.949422122559624,0.00585976864541125,0.937936976014618,0.96090726910463,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1950,0.609475288313768,1,0,0.951039780440202,0.00684585646904913,0.937621901760865,0.964457659119538,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1951,0.618138626346099,1,0,0.949999463630308,0.0061891592917068,0.937868711418563,0.962130215842053,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1952,0.63357057934292,1,0,0.948146353425884,0.00524840607005966,0.937859477528567,0.958433229323201,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1953,0.644071883964771,1,0,0.946885328670397,0.00484879124359932,0.937381697832942,0.956388959507851,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1954,0.642039314043351,1,0,0.947129405104751,0.00490754538135701,0.937510616157291,0.956748194052211,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1955,0.622858846487424,1,0,0.949432646966674,0.00586551302390884,0.937936241439812,0.960929052493535,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1956,0.635535528362412,1,0,0.947910397090355,0.00515638487796568,0.937803882729542,0.958016911451168,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1957,0.638957571161781,1,0,0.947499469035248,0.00501431438225931,0.93767141284602,0.957327525224476,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1958,0.640702916019947,1,0,0.947289883354967,0.00495128617248771,0.937585362456891,0.956994404253043,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1959,0.628716570650273,1,0,0.948729235776716,0.00550549604876929,0.937938463521128,0.959520008032303,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1960,0.638652100649948,1,0,0.947536150751603,0.00502601658362209,0.937685158247703,0.957387143255502,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1961,0.635335355670866,1,0,0.947934434362723,0.00516542151108218,0.937810208201001,0.958058660524444,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1962,0.628948763920103,1,0,0.948701353387636,0.00549229300263006,0.937936459102481,0.959466247672791,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1963,0.621930029689577,1,0,0.949544181772831,0.00592700957852095,0.93792724299893,0.961161120546732,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1964,0.619047357779893,1,0,0.949890340728405,0.00612476810873319,0.937885795235288,0.961894886221522,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1965,0.61236559273945,1,0,0.950692704951686,0.00661879945718008,0.937719858015613,0.963665551887759,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1966,0.620003181239775,1,0,0.949775562890013,0.00605807700724012,0.937901731955823,0.961649393824204,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1967,0.628388720851657,1,0,0.948768604857704,0.005524285199014,0.937941005867636,0.959596203847771,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1968,0.627992500156573,1,0,0.948816184098867,0.00554721989038345,0.937943633113716,0.959688735084019,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1969,0.641990534144692,1,0,0.947135262725494,0.0049090716035578,0.93751348238252,0.956757043068467,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1970,0.653676971146293,1,0,0.945731924102995,0.00470649946314225,0.936507185155236,0.954956663050754,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1971,0.64098353494678,1,0,0.94725618588343,0.00494177172574693,0.937570313300966,0.956942058465894,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1972,0.641336309259143,1,0,0.947213823800145,0.0049300583128014,0.937550909507054,0.956876738093236,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1973,0.64395880536602,1,0,0.946898907451079,0.00485180864389342,0.937389362509048,0.95640845239311,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1974,0.654104621464026,1,1,0.941954871006459,0.00438602727135988,0.933358257554594,0.950551484458324,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1975,0.6334561606626,1,1,0.941304708464392,0.00521141977051453,0.931090325714184,0.951519091214601,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1976,0.630753371060034,1,1,0.9412196051448,0.0053809227243831,0.930672996605009,0.951766213684591,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1977,0.630403843120234,1,1,0.941208599483117,0.00540364127280948,0.93061746258841,0.951799736377823,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1978,0.636152526475711,1,1,0.94138960951674,0.00505397814529574,0.93148381235196,0.951295406681519,"B1_no_intercept__D_auto","B1_no_intercept","D_auto",FALSE
1929,0.632503689129365,0,0,0.959420131680287,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1930,0.636138668552111,0,0,0.957716061400509,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1931,0.663881911320595,0,0,0.944710090810795,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1932,0.677734147194899,0,0,0.93821619339994,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1933,0.664517937219731,0,0,0.944411923281949,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1934,0.622061999745903,0,0,0.964315172471356,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1935,0.616558357905585,0,0,0.96689526754203,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1936,0.61320426040215,0,0,0.968467661001899,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1937,0.629079145811021,0,0,0.961025549981719,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1938,0.633989364345709,0,0,0.958723650438679,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1939,0.630537992484756,0,0,0.960341645901297,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1940,0.607110693449235,0,0,0.971324311655084,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1941,0.594511097780444,0,0,0.977230974119817,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1942,0.604405412159509,0,0,0.972592541515043,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1943,0.621900080256822,0,0,0.9643910799682,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1944,0.627959009724536,0,0,0.961550667291144,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1945,0.638440192180252,1,0,0.960136759560593,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1946,0.663415069811751,1,0,0.955568409019937,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1947,0.644483720777999,1,0,0.959031290394963,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1948,0.624581372598025,1,0,0.962671784831406,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1949,0.622946489496739,1,0,0.962970834108438,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1950,0.609475288313768,1,0,0.965434957060932,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1951,0.618138626346099,1,0,0.96385027802595,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1952,0.63357057934292,1,0,0.961027498597093,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1953,0.644071883964771,1,0,0.959106622693129,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1954,0.642039314043351,1,0,0.959478415982227,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1955,0.622858846487424,1,0,0.962986865577937,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1956,0.635535528362412,1,0,0.960668074376963,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1957,0.638957571161781,1,0,0.960042121717522,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1958,0.640702916019947,1,0,0.959722867015094,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1959,0.628716570650273,1,0,0.961915383357235,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1960,0.638652100649948,1,0,0.960097997722141,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1961,0.635335355670866,1,0,0.960704689532286,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1962,0.628948763920103,1,0,0.961872911067063,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1963,0.621930029689577,1,0,0.963156762735521,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1964,0.619047357779893,1,0,0.963684054839669,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1965,0.61236559273945,1,0,0.964906268833484,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1966,0.620003181239775,1,0,0.96350921768194,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1967,0.628388720851657,1,0,0.961975352932536,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1968,0.627992500156573,1,0,0.962047828764182,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1969,0.641990534144692,1,0,0.959487338695671,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1970,0.653676971146293,1,0,0.957349680942855,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1971,0.64098353494678,1,0,0.959671536808595,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1972,0.641336309259143,1,0,0.959607008095205,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1973,0.64395880536602,1,0,0.959127306785574,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1974,0.654104621464026,1,1,0.953441226393128,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1975,0.6334561606626,1,1,0.952846292592688,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1976,0.630753371060034,1,1,0.952768418464175,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1977,0.630403843120234,1,1,0.95275834769001,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1978,0.636152526475711,1,1,0.95292398163576,NA,NA,NA,"B1_no_intercept__FM","B1_no_intercept","FM",FALSE
1929,0.632503689129365,0,0,0.952091943194553,0.0191163781819182,0.914623841957993,0.989560044431112,"B1_no_intercept__IM","B1_no_intercept","IM",FALSE
1930,0.636138668552111,0,0,0.950356941526876,0.0200342952599315,0.91108972281741,0.989624160236341,"B1_no_intercept__IM","B1_no_intercept","IM",FALSE
1931,0.663881911320595,0,0,0.937114893396181,0.039561441791481,0.859574467484878,1.01465531930748,"B1_no_intercept__IM","B1_no_intercept","IM",FALSE
1932,0.677734147194899,0,0,0.930503122173328,0.0522960242772484,0.828002914589922,1.03300332975674,"B1_no_intercept__IM","B1_no_intercept","IM",FALSE
1933,0.664517937219731,0,0,0.936811313687096,0.0401276589890896,0.85816110206848,1.01546152530571,"B1_no_intercept__IM","B1_no_intercept","IM",FALSE
1934,0.622061999745903,0,0,0.957075836192766,0.0203072176714869,0.917273689556651,0.99687798282888,"B1_no_intercept__IM","B1_no_intercept","IM",FALSE
1935,0.616558357905585,0,0,0.959702763792822,0.0229519656255988,0.914716911166648,1.004688616419,"B1_no_intercept__IM","B1_no_intercept","IM",FALSE
1936,0.61320426040215,0,0,0.961303698512176,0.0250374328263759,0.912230330172479,1.01037706685187,"B1_no_intercept__IM","B1_no_intercept","IM",FALSE
1937,0.629079145811021,0,0,0.953726502205033,0.0188753898783226,0.91673073804352,0.990722266366545,"B1_no_intercept__IM","B1_no_intercept","IM",FALSE
1938,0.633989364345709,0,0,0.951382819791583,0.0194129188399476,0.913333498865285,0.98943214071788,"B1_no_intercept__IM","B1_no_intercept","IM",FALSE
1939,0.630537992484756,0,0,0.953030184257267,0.0189010746433027,0.915984077956394,0.990076290558141,"B1_no_intercept__IM","B1_no_intercept","IM",FALSE
1940,0.607110693449235,0,0,0.964212201586293,0.029453613797092,0.906483118543993,1.02194128462859,"B1_no_intercept__IM","B1_no_intercept","IM",FALSE
1941,0.594511097780444,0,0,0.970226078682988,0.0400716037923675,0.891685735249947,1.04876642211603,"B1_no_intercept__IM","B1_no_intercept","IM",FALSE
1942,0.604405412159509,0,0,0.965503451687969,0.0316017539560566,0.903564013934098,1.02744288944184,"B1_no_intercept__IM","B1_no_intercept","IM",FALSE
1943,0.621900080256822,0,0,0.957153121522588,0.0203682435186877,0.91723136422596,0.997074878819216,"B1_no_intercept__IM","B1_no_intercept","IM",FALSE
1944,0.627959009724536,0,0,0.954261151167807,0.0189337511345515,0.917150998944086,0.991371303391528,"B1_no_intercept__IM","B1_no_intercept","IM",FALSE
1945,0.638440192180252,1,0,0.956509777042675,0.0162203229440548,0.924717944072328,0.988301610013023,"B1_no_intercept__IM","B1_no_intercept","IM",FALSE
1946,0.663415069811751,1,0,0.953952949572934,0.0470830737987971,0.861670124927291,1.04623577421858,"B1_no_intercept__IM","B1_no_intercept","IM",FALSE
1947,0.644483720777999,1,0,0.955891064904787,0.0223342870579747,0.912115862271156,0.999666267538417,"B1_no_intercept__IM","B1_no_intercept","IM",FALSE
1948,0.624581372598025,1,0,0.957928587221803,0.0171470189325688,0.924320430113968,0.991536744329637,"B1_no_intercept__IM","B1_no_intercept","IM",FALSE
1949,0.622946489496739,1,0,0.958095959974729,0.0187122766488078,0.921419897743066,0.994772022206392,"B1_no_intercept__IM","B1_no_intercept","IM",FALSE
1950,0.609475288313768,1,0,0.959475087341968,0.0351321004518304,0.89061617045638,1.02833400422756,"B1_no_intercept__IM","B1_no_intercept","IM",FALSE
1951,0.618138626346099,1,0,0.958588169656622,0.0240705530888165,0.911409885602542,1.0057664537107,"B1_no_intercept__IM","B1_no_intercept","IM",FALSE
1952,0.63357057934292,1,0,0.957008308409003,0.0135377164070007,0.930474384251282,0.983542232566724,"B1_no_intercept__IM","B1_no_intercept","IM",FALSE
1953,0.644071883964771,1,0,0.95593322710044,0.0218621074678726,0.91308349646341,0.99878295773747,"B1_no_intercept__IM","B1_no_intercept","IM",FALSE
1954,0.642039314043351,1,0,0.956141313429668,0.019627814636113,0.917670796742886,0.994611830116449,"B1_no_intercept__IM","B1_no_intercept","IM",FALSE
