"year","sample_name","spec_id","omega_t","k_t","theta_t_hat"
1949,"Fordist core","S1",0.622946489496739,14.7853997828012,0.841709846959133
1950,"Fordist core","S1",0.609475288313768,14.8329185204504,0.84129287703545
1951,"Fordist core","S1",0.618138626346099,14.887851893495,0.841561030658064
1952,"Fordist core","S1",0.63357057934292,14.9418056906467,0.842038691126197
1953,"Fordist core","S1",0.644071883964771,14.9981203761222,0.842363734760189
1954,"Fordist core","S1",0.642039314043351,15.0474771545022,0.842300821252069
1955,"Fordist core","S1",0.622858846487424,15.0950108189801,0.841707134172173
1956,"Fordist core","S1",0.635535528362412,15.1498114579169,0.842099511585455
1957,"Fordist core","S1",0.638957571161781,15.203851287101,0.842205433017813
1958,"Fordist core","S1",0.640702916019947,15.2435941828108,0.842259456137387
1959,"Fordist core","S1",0.628716570650273,15.2849119693692,0.841888446496439
1960,"Fordist core","S1",0.638652100649948,15.3297835986338,0.84219597788354
1961,"Fordist core","S1",0.635335355670866,15.3712556272847,0.842093315702045
1962,"Fordist core","S1",0.628948763920103,15.4152851341648,0.841895633502905
1963,"Fordist core","S1",0.621930029689577,15.4603002954347,0.841678384793105
1964,"Fordist core","S1",0.619047357779893,15.509549449509,0.841589158341071
1965,"Fordist core","S1",0.61236559273945,15.5682687346488,0.84138233973439
1966,"Fordist core","S1",0.620003181239775,15.6331086462922,0.841618743648997
1967,"Fordist core","S1",0.628388720851657,15.691243982835,0.841878298663024
1968,"Fordist core","S1",0.627992500156573,15.7474129586695,0.841866034566397
1969,"Fordist core","S1",0.641990534144692,15.8038446072792,0.842299311382953
1970,"Fordist core","S1",0.653676971146293,15.8528197914117,0.842661038052943
1971,"Fordist core","S1",0.64098353494678,15.8956753695696,0.842268142048236
1948,"Fordist core","S2",0.624581372598025,14.7340211190663,0.841760450990111
1949,"Fordist core","S2",0.622946489496739,14.7853997828012,0.841709846959133
1950,"Fordist core","S2",0.609475288313768,14.8329185204504,0.84129287703545
1951,"Fordist core","S2",0.618138626346099,14.887851893495,0.841561030658064
1952,"Fordist core","S2",0.63357057934292,14.9418056906467,0.842038691126197
1953,"Fordist core","S2",0.644071883964771,14.9981203761222,0.842363734760189
1954,"Fordist core","S2",0.642039314043351,15.0474771545022,0.842300821252069
1955,"Fordist core","S2",0.622858846487424,15.0950108189801,0.841707134172173
1956,"Fordist core","S2",0.635535528362412,15.1498114579169,0.842099511585455
1957,"Fordist core","S2",0.638957571161781,15.203851287101,0.842205433017814
1958,"Fordist core","S2",0.640702916019947,15.2435941828108,0.842259456137387
1959,"Fordist core","S2",0.628716570650273,15.2849119693692,0.841888446496439
1960,"Fordist core","S2",0.638652100649948,15.3297835986338,0.84219597788354
1961,"Fordist core","S2",0.635335355670866,15.3712556272847,0.842093315702045
1962,"Fordist core","S2",0.628948763920103,15.4152851341648,0.841895633502905
1963,"Fordist core","S2",0.621930029689577,15.4603002954347,0.841678384793105
1964,"Fordist core","S2",0.619047357779893,15.509549449509,0.841589158341071
1965,"Fordist core","S2",0.61236559273945,15.5682687346488,0.84138233973439
1966,"Fordist core","S2",0.620003181239775,15.6331086462922,0.841618743648997
1967,"Fordist core","S2",0.628388720851657,15.691243982835,0.841878298663024
1968,"Fordist core","S2",0.627992500156573,15.7474129586695,0.841866034566397
1969,"Fordist core","S2",0.641990534144692,15.8038446072792,0.842299311382953
1970,"Fordist core","S2",0.653676971146293,15.8528197914117,0.842661038052943
1971,"Fordist core","S2",0.64098353494678,15.8956753695696,0.842268142048237
1948,"Fordist core","S3",0.624581372598025,14.7340211190663,0.936330043963065
1949,"Fordist core","S3",0.622946489496739,14.7853997828012,0.936414219515757
1950,"Fordist core","S3",0.609475288313768,14.8329185204504,0.937107813941013
1951,"Fordist core","S3",0.618138626346099,14.887851893495,0.936661762925835
1952,"Fordist core","S3",0.63357057934292,14.9418056906467,0.935867214880414
1953,"Fordist core","S3",0.644071883964771,14.9981203761222,0.935326532112434
1954,"Fordist core","S3",0.642039314043351,15.0474771545022,0.935431183445844
1955,"Fordist core","S3",0.622858846487424,15.0950108189801,0.936418732008878
1956,"Fordist core","S3",0.635535528362412,15.1498114579169,0.935766045157884
1957,"Fordist core","S3",0.638957571161781,15.203851287101,0.935589853756954
1958,"Fordist core","S3",0.640702916019947,15.2435941828108,0.935499990837729
1959,"Fordist core","S3",0.628716570650273,15.2849119693692,0.936117134195227
1960,"Fordist core","S3",0.638652100649948,15.3297835986338,0.935605581578194
1961,"Fordist core","S3",0.635335355670866,15.3712556272847,0.935776351489224
1962,"Fordist core","S3",0.628948763920103,15.4152851341648,0.936105179213979
1963,"Fordist core","S3",0.621930029689577,15.4603002954347,0.936466554184817
1964,"Fordist core","S3",0.619047357779893,15.509549449509,0.936614974889046
1965,"Fordist core","S3",0.61236559273945,15.5682687346488,0.936959000259908
1966,"Fordist core","S3",0.620003181239775,15.6331086462922,0.936565762215707
1967,"Fordist core","S3",0.628388720851657,15.691243982835,0.936134014263274
1968,"Fordist core","S3",0.627992500156573,15.7474129586695,0.93615441455732
1969,"Fordist core","S3",0.641990534144692,15.8038446072792,0.935433694986227
1970,"Fordist core","S3",0.653676971146293,15.8528197914117,0.934831993070762
1971,"Fordist core","S3",0.64098353494678,15.8956753695696,0.935485542555009
1948,"Fordist core","S4",0.624581372598025,14.7340211190663,0.936330043963065
1949,"Fordist core","S4",0.622946489496739,14.7853997828012,0.936414219515757
1950,"Fordist core","S4",0.609475288313768,14.8329185204504,0.937107813941013
1951,"Fordist core","S4",0.618138626346099,14.887851893495,0.936661762925835
1952,"Fordist core","S4",0.63357057934292,14.9418056906467,0.935867214880414
1953,"Fordist core","S4",0.644071883964771,14.9981203761222,0.935326532112434
1954,"Fordist core","S4",0.642039314043351,15.0474771545022,0.935431183445844
1955,"Fordist core","S4",0.622858846487424,15.0950108189801,0.936418732008878
1956,"Fordist core","S4",0.635535528362412,15.1498114579169,0.935766045157884
1957,"Fordist core","S4",0.638957571161781,15.203851287101,0.935589853756954
1958,"Fordist core","S4",0.640702916019947,15.2435941828108,0.935499990837729
1959,"Fordist core","S4",0.628716570650273,15.2849119693692,0.936117134195227
1960,"Fordist core","S4",0.638652100649948,15.3297835986338,0.935605581578194
1961,"Fordist core","S4",0.635335355670866,15.3712556272847,0.935776351489224
1962,"Fordist core","S4",0.628948763920103,15.4152851341648,0.936105179213979
1963,"Fordist core","S4",0.621930029689577,15.4603002954347,0.936466554184816
1964,"Fordist core","S4",0.619047357779893,15.509549449509,0.936614974889046
1965,"Fordist core","S4",0.61236559273945,15.5682687346488,0.936959000259908
1966,"Fordist core","S4",0.620003181239775,15.6331086462922,0.936565762215707
1967,"Fordist core","S4",0.628388720851657,15.691243982835,0.936134014263274
1968,"Fordist core","S4",0.627992500156573,15.7474129586695,0.93615441455732
1969,"Fordist core","S4",0.641990534144692,15.8038446072792,0.935433694986227
1970,"Fordist core","S4",0.653676971146293,15.8528197914117,0.934831993070762
1971,"Fordist core","S4",0.64098353494678,15.8956753695696,0.935485542555009
1932,"Full sample","S1",0.677734147194899,13.970089272113,0.873996815111788
1933,"Full sample","S1",0.664517937219731,14.0027927533324,0.873929591563624
1934,"Full sample","S1",0.622061999745903,14.0433990102709,0.873713641698803
1935,"Full sample","S1",0.616558357905585,14.0899690687937,0.873685647717698
1936,"Full sample","S1",0.61320426040215,14.1442869850469,0.87366858727938
1937,"Full sample","S1",0.629079145811021,14.2138198380133,0.87374933403854
1938,"Full sample","S1",0.633989364345709,14.2573365744225,0.873774309603606
1939,"Full sample","S1",0.630537992484756,14.3019020954451,0.87375675438445
1940,"Full sample","S1",0.607110693449235,14.3552866804615,0.873637592675609
1941,"Full sample","S1",0.594511097780444,14.4128181822523,0.873573505503275
1942,"Full sample","S1",0.604405412159509,14.4451344669669,0.873623832406408
1943,"Full sample","S1",0.621900080256822,14.4655214941134,0.873712818103945
1944,"Full sample","S1",0.627959009724536,14.4975732120151,0.873743636525993
1945,"Full sample","S1",0.638440192180252,14.5435146956026,0.873796948502342
1946,"Full sample","S1",0.663415069811751,14.602699144033,0.873923981887291
1947,"Full sample","S1",0.644483720777999,14.668344295017,0.873827688588685
1948,"Full sample","S1",0.624581372598025,14.7340211190663,0.873726456354637
1949,"Full sample","S1",0.622946489496739,14.7853997828012,0.873718140608814
1950,"Full sample","S1",0.609475288313768,14.8329185204504,0.873649620061452
1951,"Full sample","S1",0.618138626346099,14.887851893495,0.873693685668957
1952,"Full sample","S1",0.63357057934292,14.9418056906467,0.873772179475993
1953,"Full sample","S1",0.644071883964771,14.9981203761222,0.873825593802669
1954,"Full sample","S1",0.642039314043351,15.0474771545022,0.873815255244015
1955,"Full sample","S1",0.622858846487424,15.0950108189801,0.873717694817315
1956,"Full sample","S1",0.635535528362412,15.1498114579169,0.873782174084531
1957,"Full sample","S1",0.638957571161781,15.203851287101,0.873799580122977
1958,"Full sample","S1",0.640702916019947,15.2435941828108,0.873808457726644
1959,"Full sample","S1",0.628716570650273,15.2849119693692,0.873747489819295
1960,"Full sample","S1",0.638652100649948,15.3297835986338,0.873798026363487
1961,"Full sample","S1",0.635335355670866,15.3712556272847,0.873781155916796
1962,"Full sample","S1",0.628948763920103,15.4152851341648,0.873748670857996
1963,"Full sample","S1",0.621930029689577,15.4603002954347,0.87371297044014
1964,"Full sample","S1",0.619047357779893,15.509549449509,0.873698307882998
1965,"Full sample","S1",0.61236559273945,15.5682687346488,0.87366432144098
1966,"Full sample","S1",0.620003181239775,15.6331086462922,0.873703169628121
1967,"Full sample","S1",0.628388720851657,15.691243982835,0.873745822228756
1968,"Full sample","S1",0.627992500156573,15.7474129586695,0.873743806873292
1969,"Full sample","S1",0.641990534144692,15.8038446072792,0.873815007127658
1970,"Full sample","S1",0.653676971146293,15.8528197914117,0.873874449567065
1971,"Full sample","S1",0.64098353494678,15.8956753695696,0.87380988507987
1972,"Full sample","S1",0.641336309259143,15.9418763087787,0.873811679447621
1973,"Full sample","S1",0.64395880536602,15.9908775741573,0.873825018634399
1974,"Full sample","S1",0.654104621464026,16.0325872658012,0.87387662478763
1975,"Full sample","S1",0.6334561606626,16.0665597654989,0.87377159749147
1976,"Full sample","S1",0.630753371060034,16.1009405388784,0.873757849896103
1977,"Full sample","S1",0.630403843120234,16.1401805628058,0.873756072040852
1978,"Full sample","S1",0.636152526475711,16.1842749906232,0.873785312412574
1979,"Full sample","S1",0.649784944902043,16.2304462711521,0.873854652982857
1980,"Full sample","S1",0.654602937898175,16.2718085229664,0.873879159447633
1981,"Full sample","S1",0.637119794842787,16.3136465940243,0.873790232371608
1982,"Full sample","S1",0.637923812080797,16.3506612984686,0.873794321962468
1983,"Full sample","S1",0.62949324210345,16.3839958959026,0.873751440317278
1984,"Full sample","S1",0.623632973944295,16.424874216121,0.873721632375395
1985,"Full sample","S1",0.628950706261489,16.4663414169481,0.873748680737612
1986,"Full sample","S1",0.640257827171573,16.5014324609431,0.873806193805921
1987,"Full sample","S1",0.637971431188591,16.5318824704261,0.873794564174524
1988,"Full sample","S1",0.635130978444682,16.5615133519252,0.87378011636292
1989,"Full sample","S1",0.640624353315478,16.5921030183203,0.873808058121631
1990,"Full sample","S1",0.644643570706082,16.6237807026318,0.873828501656831
1991,"Full sample","S1",0.640968458828616,16.6519001954748,0.873809808395997
1992,"Full sample","S1",0.648208483525974,16.6789868089355,0.873846634396028
1993,"Full sample","S1",0.64244868931149,16.707988688232,0.873817337509514
1994,"Full sample","S1",0.628488369808008,16.7388177384425,0.873746329087865
1995,"Full sample","S1",0.624660582765844,16.7748136524595,0.873726859252937
1996,"Full sample","S1",0.620922242011602,16.8135222092374,0.873707844381789
1997,"Full sample","S1",0.621030977666497,16.8551184580339,0.873708397459906
1998,"Full sample","S1",0.634609294105485,16.897567812815,0.873777462843313
1999,"Full sample","S1",0.640439844250045,16.9420301606472,0.873807119626097
2000,"Full sample","S1",0.652779358011841,16.9890505123507,0.873869883905662
2001,"Full sample","S1",0.654881386402621,17.0280124567426,0.873880575761121
2002,"Full sample","S1",0.638661211919941,17.0547025751214,0.873798072707477
2003,"Full sample","S1",0.626869045229268,17.0795866767198,0.873738092479638
2004,"Full sample","S1",0.613230053731544,17.1026330339584,0.873668718475777
2005,"Full sample","S1",0.597479837743853,17.1271376399097,0.873588605840988
2006,"Full sample","S1",0.587831471357126,17.1533004680607,0.873539529939219
2007,"Full sample","S1",0.593479839175833,17.1807855418751,0.873568260061306
2008,"Full sample","S1",0.595584591788177,17.2056255689161,0.873578965773372
2009,"Full sample","S1",0.593114751011546,17.2197358488201,0.873566403059802
2010,"Full sample","S1",0.57177005128177,17.2345372159274,0.873457834381413
2011,"Full sample","S1",0.57077261993538,17.2524199045283,0.873452760999991
2012,"Full sample","S1",0.568162965987683,17.274046020532,0.873439487134172
2013,"Full sample","S1",0.567108862532718,17.2947222206185,0.873434125493089
2014,"Full sample","S1",0.568582031539934,17.3192486795774,0.873441618688785
2015,"Full sample","S1",0.575109869197914,17.3430134231632,0.87347482218737
2016,"Full sample","S1",0.582943530383766,17.3651686814376,0.873514667687783
2017,"Full sample","S1",0.586156566953376,17.3879665418639,0.873531010627173
2018,"Full sample","S1",0.584943959084541,17.4133947847885,0.873524842761829
2019,"Full sample","S1",0.587441985101222,17.4369559075892,0.873537548838122
2020,"Full sample","S1",0.60484793205077,17.4559405836357,0.873626083260267
2021,"Full sample","S1",0.579714486970795,17.4740698810779,0.873498243330436
2022,"Full sample","S1",0.56475673366441,17.4936011578593,0.873422161514871
1932,"Full sample","S2",0.677734147194899,13.970089272113,0.873996815111788
1933,"Full sample","S2",0.664517937219731,14.0027927533324,0.873929591563624
1934,"Full sample","S2",0.622061999745903,14.0433990102709,0.873713641698803
1935,"Full sample","S2",0.616558357905585,14.0899690687937,0.873685647717697
1936,"Full sample","S2",0.61320426040215,14.1442869850469,0.87366858727938
1937,"Full sample","S2",0.629079145811021,14.2138198380133,0.87374933403854
1938,"Full sample","S2",0.633989364345709,14.2573365744225,0.873774309603606
1939,"Full sample","S2",0.630537992484756,14.3019020954451,0.87375675438445
1940,"Full sample","S2",0.607110693449235,14.3552866804615,0.873637592675608
1941,"Full sample","S2",0.594511097780444,14.4128181822523,0.873573505503275
1942,"Full sample","S2",0.604405412159509,14.4451344669669,0.873623832406408
1943,"Full sample","S2",0.621900080256822,14.4655214941134,0.873712818103945
1944,"Full sample","S2",0.627959009724536,14.4975732120151,0.873743636525993
1945,"Full sample","S2",0.638440192180252,14.5435146956026,0.873796948502342
1946,"Full sample","S2",0.663415069811751,14.602699144033,0.87392398188729
1947,"Full sample","S2",0.644483720777999,14.668344295017,0.873827688588685
1948,"Full sample","S2",0.624581372598025,14.7340211190663,0.873726456354637
1949,"Full sample","S2",0.622946489496739,14.7853997828012,0.873718140608814
1950,"Full sample","S2",0.609475288313768,14.8329185204504,0.873649620061452
1951,"Full sample","S2",0.618138626346099,14.887851893495,0.873693685668957
1952,"Full sample","S2",0.63357057934292,14.9418056906467,0.873772179475993
1953,"Full sample","S2",0.644071883964771,14.9981203761222,0.873825593802669
1954,"Full sample","S2",0.642039314043351,15.0474771545022,0.873815255244015
1955,"Full sample","S2",0.622858846487424,15.0950108189801,0.873717694817314
1956,"Full sample","S2",0.635535528362412,15.1498114579169,0.873782174084531
1957,"Full sample","S2",0.638957571161781,15.203851287101,0.873799580122977
1958,"Full sample","S2",0.640702916019947,15.2435941828108,0.873808457726643
1959,"Full sample","S2",0.628716570650273,15.2849119693692,0.873747489819295
1960,"Full sample","S2",0.638652100649948,15.3297835986338,0.873798026363487
1961,"Full sample","S2",0.635335355670866,15.3712556272847,0.873781155916796
1962,"Full sample","S2",0.628948763920103,15.4152851341648,0.873748670857996
1963,"Full sample","S2",0.621930029689577,15.4603002954347,0.87371297044014
1964,"Full sample","S2",0.619047357779893,15.509549449509,0.873698307882998
1965,"Full sample","S2",0.61236559273945,15.5682687346488,0.87366432144098
1966,"Full sample","S2",0.620003181239775,15.6331086462922,0.873703169628121
1967,"Full sample","S2",0.628388720851657,15.691243982835,0.873745822228755
1968,"Full sample","S2",0.627992500156573,15.7474129586695,0.873743806873292
1969,"Full sample","S2",0.641990534144692,15.8038446072792,0.873815007127658
1970,"Full sample","S2",0.653676971146293,15.8528197914117,0.873874449567065
1971,"Full sample","S2",0.64098353494678,15.8956753695696,0.873809885079869
1972,"Full sample","S2",0.641336309259143,15.9418763087787,0.873811679447621
1973,"Full sample","S2",0.64395880536602,15.9908775741573,0.873825018634399
1974,"Full sample","S2",0.654104621464026,16.0325872658012,0.87387662478763
1975,"Full sample","S2",0.6334561606626,16.0665597654989,0.873771597491469
1976,"Full sample","S2",0.630753371060034,16.1009405388784,0.873757849896103
1977,"Full sample","S2",0.630403843120234,16.1401805628058,0.873756072040852
1978,"Full sample","S2",0.636152526475711,16.1842749906232,0.873785312412574
1979,"Full sample","S2",0.649784944902043,16.2304462711521,0.873854652982857
1980,"Full sample","S2",0.654602937898175,16.2718085229664,0.873879159447633
1981,"Full sample","S2",0.637119794842787,16.3136465940243,0.873790232371607
1982,"Full sample","S2",0.637923812080797,16.3506612984686,0.873794321962468
1983,"Full sample","S2",0.62949324210345,16.3839958959026,0.873751440317277
1984,"Full sample","S2",0.623632973944295,16.424874216121,0.873721632375395
1985,"Full sample","S2",0.628950706261489,16.4663414169481,0.873748680737612
1986,"Full sample","S2",0.640257827171573,16.5014324609431,0.873806193805921
