"variable_id","display_name","accounting_block","sector_boundary","first_year","last_year","n_obs","n_missing_inside_span","coverage_status","notes"
"CORP_UNDISTRIBUTED","Corporate undistributed profits with IVA and CCAdj","surplus_distribution","CORP","1929","2025","97","0","COMPLETE_WITHIN_SPAN","Missingness recorded only; no filling or interpolation performed."
"CORP_NET_INT","Corporate net interest and miscellaneous payments","surplus_distribution; financial_correction_candidate","CORP","1929","2025","97","0","COMPLETE_WITHIN_SPAN","Missingness recorded only; no filling or interpolation performed."
"CORP_TRANSFERS_NET","Corporate business current transfers net","surplus_distribution","CORP","1929","2025","97","0","COMPLETE_WITHIN_SPAN","Missingness recorded only; no filling or interpolation performed."
"CORP_DIVIDENDS_NET","Corporate net dividends","surplus_distribution","CORP","1929","2025","97","0","COMPLETE_WITHIN_SPAN","Missingness recorded only; no filling or interpolation performed."
"NFC_COMPENSATION_SHARE_GVA","NFC compensation share of GVA","surplus_distribution","NFC","1929","2025","97","0","COMPLETE_WITHIN_SPAN","Missingness recorded only; no filling or interpolation performed."
"NFC_COMPENSATION_SHARE_NVA","NFC compensation share of NVA","surplus_distribution","NFC","1929","2025","97","0","COMPLETE_WITHIN_SPAN","Missingness recorded only; no filling or interpolation performed."
"CORP_COMPENSATION_SHARE_GVA","Corporate compensation share of GVA","surplus_distribution","CORP","1929","2025","97","0","COMPLETE_WITHIN_SPAN","Missingness recorded only; no filling or interpolation performed."
"CORP_COMPENSATION_SHARE_NVA","Corporate compensation share of NVA","surplus_distribution","CORP","1929","2025","97","0","COMPLETE_WITHIN_SPAN","Missingness recorded only; no filling or interpolation performed."
"FIN_GVA","Financial corporate gross value added","output_value_added","FIN","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is CANDIDATE_ONLY_REQUIRES_CROSSWALK"
"FIN_NVA","Financial corporate net value added","output_value_added","FIN","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is CANDIDATE_ONLY_REQUIRES_CROSSWALK"
"gva_real_or_qindex_corp","Corporate real GVA or quantity index","output_value_added","CORP","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is BLOCKED_BOUNDARY_CONFLICT"
"gva_real_or_qindex_fc","Financial corporate real GVA or quantity index","output_value_added","FIN","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is BLOCKED_BOUNDARY_CONFLICT"
"P_Y_NFC_GVA_T115_VALIDATION","P_Y_NFC_GVA_T115_VALIDATION","output_value_added","NFC","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is DIAGNOSTIC_ONLY"
"P_Y_PROXY_GDP_IMPLICIT","P_Y_PROXY_GDP_IMPLICIT","output_value_added","TOTAL_ECONOMY","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is PARKED_FRONTIER_CONTEXT"
"P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT","output_value_added","NONFARM_BUSINESS","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is PARKED_FRONTIER_CONTEXT"
"P_Y_PROXY_BUSINESS_OUTPUT","P_Y_PROXY_BUSINESS_OUTPUT","output_value_added","BUSINESS_SECTOR","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is PARKED_FRONTIER_CONTEXT"
"P_Y_PROXY_NONFARM_BUSINESS_OUTPUT_BLS","P_Y_PROXY_NONFARM_BUSINESS_OUTPUT_BLS","output_value_added","NONFARM_BUSINESS_SECTOR","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is PARKED_FRONTIER_CONTEXT"
"P_Y_PROXY_GDPBYIND_VA_FINANCE_INSURANCE","P_Y_PROXY_GDPBYIND_VA_FINANCE_INSURANCE","output_value_added","FINANCE_AND_INSURANCE_INDUSTRY","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is PARKED_FRONTIER_CONTEXT"
"P_Y_PROXY_GDPBYIND_VA_MANUFACTURING","P_Y_PROXY_GDPBYIND_VA_MANUFACTURING","output_value_added","MANUFACTURING_INDUSTRY","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is PARKED_FRONTIER_CONTEXT"
"FIN_GVA","FIN_GVA","surplus_distribution","FIN","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is CANDIDATE_ONLY_REQUIRES_CROSSWALK"
"FIN_NVA","FIN_NVA","surplus_distribution","FIN","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is CANDIDATE_ONLY_REQUIRES_CROSSWALK"
"FIN_COMP","FIN_COMP","surplus_distribution","FIN","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is CANDIDATE_ONLY_REQUIRES_CROSSWALK"
"FIN_CFC","FIN_CFC","surplus_distribution","FIN","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is CANDIDATE_ONLY_REQUIRES_CROSSWALK"
"FIN_NOS","FIN_NOS","surplus_distribution","FIN","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is CANDIDATE_ONLY_REQUIRES_CROSSWALK"
"FIN_PBT","FIN_PBT","surplus_distribution","FIN","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is CANDIDATE_ONLY_REQUIRES_CROSSWALK"
"FIN_NET_INT","FIN_NET_INT","surplus_distribution","FIN","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is CANDIDATE_ONLY_REQUIRES_CROSSWALK"
"FIN_TRANSFERS","FIN_TRANSFERS","surplus_distribution","FIN","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is CANDIDATE_ONLY_REQUIRES_CROSSWALK"
"FIN_DIVIDENDS","FIN_DIVIDENDS","surplus_distribution","FIN","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is CANDIDATE_ONLY_REQUIRES_CROSSWALK"
"NFC_NET_OPERATING_SURPLUS_SHARE_GVA","NFC_NET_OPERATING_SURPLUS_SHARE_GVA","surplus_distribution","NFC","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is DIAGNOSTIC_ONLY"
"NFC_NET_OPERATING_SURPLUS_SHARE_NVA","NFC_NET_OPERATING_SURPLUS_SHARE_NVA","surplus_distribution","NFC","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is DIAGNOSTIC_ONLY"
"CORP_NET_OPERATING_SURPLUS_SHARE_GVA","CORP_NET_OPERATING_SURPLUS_SHARE_GVA","surplus_distribution","CORP","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is DIAGNOSTIC_ONLY"
"CORP_NET_OPERATING_SURPLUS_SHARE_NVA","CORP_NET_OPERATING_SURPLUS_SHARE_NVA","surplus_distribution","CORP","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is DIAGNOSTIC_ONLY"
"e_NFC_CONSTRUCTION_CONTRACT","NFC exploitation-rate construction contract","surplus_distribution","NFC","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is REVIEW_REQUIRED"
"e_CORP_CONSTRUCTION_CONTRACT","CORP exploitation-rate construction contract","surplus_distribution","CORP","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is REVIEW_REQUIRED"
"NFC_NET_INT","NFC_net_interest_misc_payments","financial_correction_candidate","NFC","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is DIAGNOSTIC_ONLY"
"CORP_NET_INT","CORP_net_interest_misc_payments","financial_correction_candidate","CORP","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is CANDIDATE_ONLY_REQUIRES_CROSSWALK"
"T711_L4","BankMonIntPaid_paid_financial","financial_correction_candidate","FIN","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is CANDIDATE_ONLY_REQUIRES_CROSSWALK"
"T711_L28","BankMonIntPaid_received_financial","financial_correction_candidate","FIN","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is CANDIDATE_ONLY_REQUIRES_CROSSWALK"
"T711_L44","BankMonIntPaid_paid_banks_credit_investment","financial_correction_candidate","FIN_SUBSECTOR","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is CANDIDATE_ONLY_REQUIRES_CROSSWALK"
"T711_L52","BankMonIntPaid_paid_state_local","financial_correction_candidate","STATE_LOCAL_GOVERNMENT","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is CANDIDATE_ONLY_REQUIRES_CROSSWALK"
"T711_L53","CorpNFNetImpIntPaid_line53","financial_correction_candidate","REST_OF_WORLD","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is CANDIDATE_ONLY_REQUIRES_CROSSWALK"
"T711_L73","BankMonIntPaid_received_federal","financial_correction_candidate","FEDERAL_GOVERNMENT","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is CANDIDATE_ONLY_REQUIRES_CROSSWALK"
"T711_L74","CorpNFNetImpIntPaid_line74","financial_correction_candidate","STATE_LOCAL_GOVERNMENT","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is CANDIDATE_ONLY_REQUIRES_CROSSWALK"
"T711_L91","BankMonIntPaid_paid_government","financial_correction_candidate","GOVERNMENT","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is CANDIDATE_ONLY_REQUIRES_CROSSWALK"
"CORP_IMPUTED_INTEREST_ADJ","Corp Imputed Interest Adj","financial_correction_candidate","CORPORATE_CONCEPTUAL","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is CANDIDATE_ONLY_REQUIRES_CROSSWALK"
"NFC_NOS","NFC_NOS","financial_correction_candidate","CORP_FIN_BOUNDARY","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is DIAGNOSTIC_ONLY"
"FIN_NOS_IMPLIED","FIN_NOS_IMPLIED","financial_correction_candidate","FIN","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is DIAGNOSTIC_ONLY"
"FIN_COMP_IMPLIED","FIN_COMP_IMPLIED","financial_correction_candidate","FIN","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is DIAGNOSTIC_ONLY"
"FIN_NVA_IMPLIED","FIN_NVA_IMPLIED","financial_correction_candidate","FIN","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is DIAGNOSTIC_ONLY"
"FIN_GVA_IMPLIED","FIN_GVA_IMPLIED","financial_correction_candidate","FIN","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is DIAGNOSTIC_ONLY"
"NFC_SURPLUS_AFTER_NET_INTEREST_PROXY","NFC_SURPLUS_AFTER_NET_INTEREST_PROXY","financial_correction_candidate","CORP_FIN_BOUNDARY","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is DIAGNOSTIC_ONLY"
"CORP_NOS_NET_NFC_FINANCIAL_CLAIMS_PROXY","CORP_NOS_NET_NFC_FINANCIAL_CLAIMS_PROXY","financial_correction_candidate","CORP_FIN_BOUNDARY","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is DIAGNOSTIC_ONLY"
"FINANCIAL_RESIDUAL_FAMILY","FINANCIAL_RESIDUAL_FAMILY","financial_correction_candidate","FIN","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is DIAGNOSTIC_ONLY"
"CORP__IPP__official_price_index","CORP_intellectual_property_products_official_price_index","frontier_context","CORP","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is PARKED_FRONTIER_CONTEXT"
"FIN__IPP__cfc_current_cost","FIN_intellectual_property_products_cfc_current_cost","frontier_context","FIN","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is PARKED_FRONTIER_CONTEXT"
"FIN__IPP__gross_investment_current_cost","FIN_intellectual_property_products_gross_investment_current_cost","frontier_context","FIN","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is PARKED_FRONTIER_CONTEXT"
"FIN__IPP__gross_stock_current_cost","FIN_intellectual_property_products_gross_stock_current_cost","frontier_context","FIN","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is PARKED_FRONTIER_CONTEXT"
"FIN__IPP__net_stock_current_cost","FIN_intellectual_property_products_net_stock_current_cost","frontier_context","FIN","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is PARKED_FRONTIER_CONTEXT"
"FIN__IPP__net_stock_quantity_index","FIN_intellectual_property_products_net_stock_quantity_index","frontier_context","FIN","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is PARKED_FRONTIER_CONTEXT"
"FIN__IPP__official_price_index","FIN_intellectual_property_products_official_price_index","frontier_context","FIN","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is PARKED_FRONTIER_CONTEXT"
"NFC__IPP__official_price_index","NFC_intellectual_property_products_official_price_index","frontier_context","NFC","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is PARKED_FRONTIER_CONTEXT"
"DOWNSTREAM__GOV_TRANS_GPIM","GOV_TRANS_GPIM","frontier_context","NFC","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is PARKED_FRONTIER_CONTEXT"
"DOWNSTREAM__IPP_NFC_GPIM","IPP_NFC_GPIM","frontier_context","NFC","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is PARKED_FRONTIER_CONTEXT"
"CORP__IPP__cfc_current_cost","CORP_intellectual_property_products_cfc_current_cost","frontier_context","CORP","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is PARKED_FRONTIER_CONTEXT"
"CORP__IPP__gross_investment_current_cost","CORP_intellectual_property_products_gross_investment_current_cost","frontier_context","CORP","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is PARKED_FRONTIER_CONTEXT"
"CORP__IPP__gross_stock_current_cost","CORP_intellectual_property_products_gross_stock_current_cost","frontier_context","CORP","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is PARKED_FRONTIER_CONTEXT"
"CORP__IPP__net_stock_current_cost","CORP_intellectual_property_products_net_stock_current_cost","frontier_context","CORP","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is PARKED_FRONTIER_CONTEXT"
"CORP__IPP__net_stock_quantity_index","CORP_intellectual_property_products_net_stock_quantity_index","frontier_context","CORP","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is PARKED_FRONTIER_CONTEXT"
"CORP__IPP__retirements","CORP_intellectual_property_products_retirements","frontier_context","CORP","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is PARKED_FRONTIER_CONTEXT"
"CORP__IPP__revaluation_holding_gains","CORP_intellectual_property_products_revaluation_holding_gains","frontier_context","CORP","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is PARKED_FRONTIER_CONTEXT"
"GOV_TRANS__gross_stock_current_cost","GOV_TRANS_gross_stock_current_cost","frontier_context","GOV_TRANS","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is PARKED_FRONTIER_CONTEXT"
"GOV_TRANS__HIGHWAYS_STREETS__cfc_current_cost","GOV_TRANS_highways_streets_cfc_current_cost","frontier_context","GOV_TRANS","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is PARKED_FRONTIER_CONTEXT"
"GOV_TRANS__HIGHWAYS_STREETS__gross_investment_current_cost","GOV_TRANS_highways_streets_gross_investment_current_cost","frontier_context","GOV_TRANS","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is PARKED_FRONTIER_CONTEXT"
"GOV_TRANS__HIGHWAYS_STREETS__net_stock_current_cost","GOV_TRANS_highways_streets_net_stock_current_cost","frontier_context","GOV_TRANS","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is PARKED_FRONTIER_CONTEXT"
"GOV_TRANS__HIGHWAYS_STREETS__net_stock_quantity_index","GOV_TRANS_highways_streets_net_stock_quantity_index","frontier_context","GOV_TRANS","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is PARKED_FRONTIER_CONTEXT"
"GOV_TRANS__TRANSPORTATION_STRUCTURES__cfc_current_cost","GOV_TRANS_transportation_structures_cfc_current_cost","frontier_context","GOV_TRANS","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is PARKED_FRONTIER_CONTEXT"
"GOV_TRANS__TRANSPORTATION_STRUCTURES__gross_investment_current_cost","GOV_TRANS_transportation_structures_gross_investment_current_cost","frontier_context","GOV_TRANS","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is PARKED_FRONTIER_CONTEXT"
"GOV_TRANS__TRANSPORTATION_STRUCTURES__net_stock_current_cost","GOV_TRANS_transportation_structures_net_stock_current_cost","frontier_context","GOV_TRANS","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is PARKED_FRONTIER_CONTEXT"
"GOV_TRANS__TRANSPORTATION_STRUCTURES__net_stock_quantity_index","GOV_TRANS_transportation_structures_net_stock_quantity_index","frontier_context","GOV_TRANS","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is PARKED_FRONTIER_CONTEXT"
"NFC__IPP__cfc_current_cost","NFC_intellectual_property_products_cfc_current_cost","frontier_context","NFC","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is PARKED_FRONTIER_CONTEXT"
"NFC__IPP__gross_investment_current_cost","NFC_intellectual_property_products_gross_investment_current_cost","frontier_context","NFC","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is PARKED_FRONTIER_CONTEXT"
"NFC__IPP__gross_stock_current_cost","NFC_intellectual_property_products_gross_stock_current_cost","frontier_context","NFC","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is PARKED_FRONTIER_CONTEXT"
"NFC__IPP__net_stock_current_cost","NFC_intellectual_property_products_net_stock_current_cost","frontier_context","NFC","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is PARKED_FRONTIER_CONTEXT"
"NFC__IPP__net_stock_quantity_index","NFC_intellectual_property_products_net_stock_quantity_index","frontier_context","NFC","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is PARKED_FRONTIER_CONTEXT"
"NFC__IPP__retirements","NFC_intellectual_property_products_retirements","frontier_context","NFC","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is PARKED_FRONTIER_CONTEXT"
"NFC__IPP__revaluation_holding_gains","NFC_intellectual_property_products_revaluation_holding_gains","frontier_context","NFC","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is PARKED_FRONTIER_CONTEXT"
"RESIDENTIAL_CAPITAL_MENU","Residential capital menu","frontier_context","AGGREGATE_REFERENCE","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is DIAGNOSTIC_ONLY"
"D01_gpim_core_capital_panel","D01 GPIM core capital panel","transformation_or_superseded","UNKNOWN_REVIEW_REQUIRED","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is SUPERSEDED_FOR_BASELINE"
"D01_gpim_gross_survival_panel","D01 GPIM gross survival panel","transformation_or_superseded","UNKNOWN_REVIEW_REQUIRED","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is SUPERSEDED_FOR_BASELINE"
"D02_initialization_sensitivity","D02 initialization sensitivity outputs","transformation_or_superseded","UNKNOWN_REVIEW_REQUIRED","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is DIAGNOSTIC_ONLY"
"D03_S29C_price_deflator_outputs","D03 S29C price/deflator outputs","transformation_or_superseded","UNKNOWN_REVIEW_REQUIRED","","","0","","NOT_CONSUMED_STATUS_BLOCKED","Not consumed because D07-0 status is SUPERSEDED_FOR_BASELINE"
