window,ecdet,p,r,T,m,K,gate_ok,gate_T_eff,gate_min_eff,runtime_ok,runtime_reason,logLik,k_total,PIC,BIC,comparable_p,status,PIC_obs,BIC_obs,spec,basis,source_file,PIC_min,dPIC,in_ambiguity
fordism,const,1,4,49,5,2,TRUE,48,35,TRUE,NA,179.46140424138497,44,-126.22858598589204,-187.68271536590237,TRUE,computed,-126.22858598589204,-187.68271536590237,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-238.58810207654855,112.35951609065651,FALSE
fordism,const,2,0,49,5,3,TRUE,47,40,TRUE,NA,NA,25,NA,NA,TRUE,missing,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-238.58810207654855,NA,FALSE
fordism,const,2,1,49,5,3,TRUE,47,40,TRUE,NA,172.85467264791023,36,-155.32316325292035,-205.60381456383791,TRUE,computed,-155.32316325292035,-205.60381456383791,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-238.58810207654855,83.2649388236282,FALSE
fordism,const,2,2,49,5,3,TRUE,47,40,TRUE,NA,189.78517902612515,47,-131.01062038513072,-196.65480404105085,TRUE,computed,-131.01062038513072,-196.65480404105085,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-238.58810207654855,107.57748169141783,FALSE
fordism,const,2,3,49,5,3,TRUE,47,40,TRUE,NA,202.02222607281192,58,-97.31115885428476,-178.3188748552075,TRUE,computed,-97.31115885428476,-178.3188748552075,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-238.58810207654855,141.2769432222638,FALSE
fordism,const,2,4,49,5,3,TRUE,47,40,TRUE,NA,204.5868446105252,69,-44.266840305491826,-140.63808865141715,TRUE,computed,-44.266840305491826,-140.63808865141715,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-238.58810207654855,194.32126177105673,FALSE
fordism,const,3,0,49,5,4,TRUE,46,45,TRUE,NA,NA,50,NA,NA,TRUE,missing,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-238.58810207654855,NA,FALSE
fordism,const,3,1,49,5,4,TRUE,46,45,TRUE,NA,198.10651168242052,61,-73.61421490326029,-158.81198518009282,TRUE,computed,-73.61421490326029,-158.81198518009282,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-238.58810207654855,164.97388717328826,FALSE
fordism,const,3,2,49,5,4,TRUE,46,45,TRUE,NA,215.858113438506,72,-50.94386279121176,-151.50516541304688,TRUE,computed,-50.94386279121176,-151.50516541304688,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-238.58810207654855,187.6442392853368,FALSE
fordism,const,3,3,49,5,4,TRUE,46,45,TRUE,NA,228.5976167967607,83,-18.249313883501713,-134.1741488503394,TRUE,computed,-18.249313883501713,-134.1741488503394,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-238.58810207654855,220.33878819304684,FALSE
fordism,const,3,4,49,5,4,TRUE,46,45,TRUE,NA,230.7582786316292,94,35.60291807098076,-95.6854492408595,TRUE,computed,35.60291807098076,-95.6854492408595,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-238.58810207654855,274.19102014752934,FALSE
fordism,const,4,0,49,5,5,FALSE,45,50,FALSE,gate_fail: T_eff=45 <= min_eff=50,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-238.58810207654855,NA,FALSE
fordism,const,4,1,49,5,5,FALSE,45,50,FALSE,gate_fail: T_eff=45 <= min_eff=50,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-238.58810207654855,NA,FALSE
fordism,const,4,2,49,5,5,FALSE,45,50,FALSE,gate_fail: T_eff=45 <= min_eff=50,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-238.58810207654855,NA,FALSE
fordism,const,4,3,49,5,5,FALSE,45,50,FALSE,gate_fail: T_eff=45 <= min_eff=50,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-238.58810207654855,NA,FALSE
fordism,const,4,4,49,5,5,FALSE,45,50,FALSE,gate_fail: T_eff=45 <= min_eff=50,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-238.58810207654855,NA,FALSE
fordism,const,5,0,49,5,6,FALSE,44,55,FALSE,gate_fail: T_eff=44 <= min_eff=55,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-238.58810207654855,NA,FALSE
fordism,const,5,1,49,5,6,FALSE,44,55,FALSE,gate_fail: T_eff=44 <= min_eff=55,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-238.58810207654855,NA,FALSE
fordism,const,5,2,49,5,6,FALSE,44,55,FALSE,gate_fail: T_eff=44 <= min_eff=55,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-238.58810207654855,NA,FALSE
fordism,const,5,3,49,5,6,FALSE,44,55,FALSE,gate_fail: T_eff=44 <= min_eff=55,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-238.58810207654855,NA,FALSE
fordism,const,5,4,49,5,6,FALSE,44,55,FALSE,gate_fail: T_eff=44 <= min_eff=55,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-238.58810207654855,NA,FALSE
fordism,const,6,0,49,5,7,FALSE,43,60,FALSE,gate_fail: T_eff=43 <= min_eff=60,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-238.58810207654855,NA,FALSE
fordism,const,6,1,49,5,7,FALSE,43,60,FALSE,gate_fail: T_eff=43 <= min_eff=60,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-238.58810207654855,NA,FALSE
fordism,const,6,2,49,5,7,FALSE,43,60,FALSE,gate_fail: T_eff=43 <= min_eff=60,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-238.58810207654855,NA,FALSE
fordism,const,6,3,49,5,7,FALSE,43,60,FALSE,gate_fail: T_eff=43 <= min_eff=60,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-238.58810207654855,NA,FALSE
fordism,const,6,4,49,5,7,FALSE,43,60,FALSE,gate_fail: T_eff=43 <= min_eff=60,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-238.58810207654855,NA,FALSE
fordism,const,7,0,49,5,8,FALSE,42,65,FALSE,gate_fail: T_eff=42 <= min_eff=65,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-238.58810207654855,NA,FALSE
fordism,const,7,1,49,5,8,FALSE,42,65,FALSE,gate_fail: T_eff=42 <= min_eff=65,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-238.58810207654855,NA,FALSE
fordism,const,7,2,49,5,8,FALSE,42,65,FALSE,gate_fail: T_eff=42 <= min_eff=65,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-238.58810207654855,NA,FALSE
fordism,const,7,3,49,5,8,FALSE,42,65,FALSE,gate_fail: T_eff=42 <= min_eff=65,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-238.58810207654855,NA,FALSE
fordism,const,7,4,49,5,8,FALSE,42,65,FALSE,gate_fail: T_eff=42 <= min_eff=65,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-238.58810207654855,NA,FALSE
post_fordism,none,1,0,50,5,2,TRUE,49,30,TRUE,NA,NA,0,NA,NA,TRUE,missing,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-211.48689290712076,NA,FALSE
post_fordism,none,1,1,50,5,2,TRUE,49,30,TRUE,NA,132.4245119761626,10,-211.48689290712076,-225.72879389804373,TRUE,computed,-211.48689290712076,-225.72879389804373,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-211.48689290712076,0,TRUE
post_fordism,none,1,2,50,5,2,TRUE,49,30,TRUE,NA,144.85110549104854,20,-182.97794889168824,-211.46175087353421,TRUE,computed,-182.97794889168824,-211.46175087353421,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-211.48689290712076,28.50894401543252,FALSE
post_fordism,none,1,3,50,5,2,TRUE,49,30,TRUE,NA,152.49363958963897,30,-144.9008860436646,-187.6265890164335,TRUE,computed,-144.9008860436646,-187.6265890164335,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-211.48689290712076,66.58600686345616,FALSE
post_fordism,none,1,4,50,5,2,TRUE,49,30,TRUE,NA,156.49617066820338,40,-99.54381715558904,-156.51142111928093,TRUE,computed,-99.54381715558904,-156.51142111928093,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-211.48689290712076,111.94307575153172,FALSE
post_fordism,none,2,0,50,5,3,TRUE,48,35,TRUE,NA,NA,25,NA,NA,TRUE,missing,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-211.48689290712076,NA,FALSE
post_fordism,none,2,1,50,5,3,TRUE,48,35,TRUE,NA,155.53255246236705,35,-124.2976462665186,-174.14429973474898,TRUE,computed,-124.2976462665186,-174.14429973474898,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-211.48689290712076,87.18924664060216,FALSE
post_fordism,none,2,2,50,5,3,TRUE,48,35,TRUE,NA,168.35171890637855,45,-96.57384810933718,-160.6624025684905,TRUE,computed,-96.57384810933718,-160.6624025684905,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-211.48689290712076,114.91304479778358,FALSE
post_fordism,none,2,3,50,5,3,TRUE,48,35,TRUE,NA,174.87840825581,55,-56.26509576299566,-134.595551213072,TRUE,computed,-56.26509576299566,-134.595551213072,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-211.48689290712076,155.2217971441251,FALSE
post_fordism,none,2,4,50,5,3,TRUE,48,35,TRUE,NA,178.3134354541672,65,-9.773019114505589,-102.34537555550492,TRUE,computed,-9.773019114505589,-102.34537555550492,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-211.48689290712076,201.71387379261517,FALSE
post_fordism,none,3,0,50,5,4,TRUE,47,40,TRUE,NA,NA,50,NA,NA,TRUE,missing,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-211.48689290712076,NA,FALSE
post_fordism,none,3,1,50,5,4,TRUE,47,40,TRUE,NA,167.98329015117758,60,-15.793794031128584,-101.2451999766664,TRUE,computed,-15.793794031128584,-101.2451999766664,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-211.48689290712076,195.69309887599218,FALSE
post_fordism,none,3,2,50,5,4,TRUE,47,40,TRUE,NA,184.0391255084936,70,5.456666299443782,-94.236640637017,TRUE,computed,5.456666299443782,-94.236640637017,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-211.48689290712076,216.94355920656454,FALSE
post_fordism,none,3,3,50,5,4,TRUE,47,40,TRUE,NA,194.44856039847429,80,37.99992756468686,-75.93528036269691,TRUE,computed,37.99992756468686,-75.93528036269691,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-211.48689290712076,249.48682047180762,FALSE
post_fordism,none,3,4,50,5,4,TRUE,47,40,TRUE,NA,200.04340040733888,90,80.17237859216209,-48.004730326144625,TRUE,computed,80.17237859216209,-48.004730326144625,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-211.48689290712076,291.65927149928285,FALSE
post_fordism,none,4,0,50,5,5,TRUE,46,45,TRUE,NA,NA,75,NA,NA,FALSE,missing,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-211.48689290712076,NA,FALSE
post_fordism,none,4,1,50,5,5,TRUE,46,45,TRUE,NA,194.114249255223,85,65.34961537379161,-55.70654304905361,FALSE,computed,65.34961537379161,-55.70654304905361,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-211.48689290712076,NA,FALSE
post_fordism,none,4,2,50,5,5,TRUE,46,45,TRUE,NA,211.5274799874879,95,83.88528495446627,-51.41277445930194,FALSE,computed,83.88528495446627,-51.41277445930194,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-211.48689290712076,NA,FALSE
post_fordism,none,4,3,50,5,5,TRUE,46,45,TRUE,NA,222.34575640821623,105,115.61086315821404,-33.92909724647717,FALSE,computed,115.61086315821404,-33.92909724647717,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-211.48689290712076,NA,FALSE
post_fordism,none,4,4,50,5,5,TRUE,46,45,TRUE,NA,227.7879020025779,115,158.08870301469506,-5.693158380919101,FALSE,computed,158.08870301469506,-5.693158380919101,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-211.48689290712076,NA,FALSE
post_fordism,none,5,0,50,5,6,FALSE,45,50,FALSE,gate_fail: T_eff=45 <= min_eff=50,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-211.48689290712076,NA,FALSE
post_fordism,none,5,1,50,5,6,FALSE,45,50,FALSE,gate_fail: T_eff=45 <= min_eff=50,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-211.48689290712076,NA,FALSE
post_fordism,none,5,2,50,5,6,FALSE,45,50,FALSE,gate_fail: T_eff=45 <= min_eff=50,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-211.48689290712076,NA,FALSE
post_fordism,none,5,3,50,5,6,FALSE,45,50,FALSE,gate_fail: T_eff=45 <= min_eff=50,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-211.48689290712076,NA,FALSE
post_fordism,none,5,4,50,5,6,FALSE,45,50,FALSE,gate_fail: T_eff=45 <= min_eff=50,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-211.48689290712076,NA,FALSE
post_fordism,none,6,0,50,5,7,FALSE,44,55,FALSE,gate_fail: T_eff=44 <= min_eff=55,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-211.48689290712076,NA,FALSE
post_fordism,none,6,1,50,5,7,FALSE,44,55,FALSE,gate_fail: T_eff=44 <= min_eff=55,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-211.48689290712076,NA,FALSE
post_fordism,none,6,2,50,5,7,FALSE,44,55,FALSE,gate_fail: T_eff=44 <= min_eff=55,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-211.48689290712076,NA,FALSE
post_fordism,none,6,3,50,5,7,FALSE,44,55,FALSE,gate_fail: T_eff=44 <= min_eff=55,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-211.48689290712076,NA,FALSE
post_fordism,none,6,4,50,5,7,FALSE,44,55,FALSE,gate_fail: T_eff=44 <= min_eff=55,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-211.48689290712076,NA,FALSE
post_fordism,none,7,0,50,5,8,FALSE,43,60,FALSE,gate_fail: T_eff=43 <= min_eff=60,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-211.48689290712076,NA,FALSE
post_fordism,none,7,1,50,5,8,FALSE,43,60,FALSE,gate_fail: T_eff=43 <= min_eff=60,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-211.48689290712076,NA,FALSE
post_fordism,none,7,2,50,5,8,FALSE,43,60,FALSE,gate_fail: T_eff=43 <= min_eff=60,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-211.48689290712076,NA,FALSE
post_fordism,none,7,3,50,5,8,FALSE,43,60,FALSE,gate_fail: T_eff=43 <= min_eff=60,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-211.48689290712076,NA,FALSE
post_fordism,none,7,4,50,5,8,FALSE,43,60,FALSE,gate_fail: T_eff=43 <= min_eff=60,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-211.48689290712076,NA,FALSE
post_fordism,const,1,0,50,5,2,TRUE,49,35,TRUE,NA,NA,0,NA,NA,TRUE,missing,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-197.7089627493165,NA,FALSE
post_fordism,const,1,1,50,5,2,TRUE,49,35,TRUE,NA,128.2036534495207,11,-197.7089627493165,-213.37505383933177,TRUE,computed,-197.7089627493165,-213.37505383933177,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-197.7089627493165,0,TRUE
post_fordism,const,1,2,50,5,2,TRUE,49,35,TRUE,NA,140.87724043065455,22,-164.35779256185936,-195.6899747418899,TRUE,computed,-164.35779256185936,-195.6899747418899,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-197.7089627493165,33.35117018745714,FALSE
post_fordism,const,1,3,50,5,2,TRUE,49,35,TRUE,NA,150.9147997530132,33,-125.7345670568518,-172.7328403268976,TRUE,computed,-125.7345670568518,-172.7328403268976,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-197.7089627493165,71.9743956924647,FALSE
post_fordism,const,1,4,50,5,2,TRUE,49,35,TRUE,NA,154.96580356764102,44,-75.13823053638257,-137.80259489644362,TRUE,computed,-75.13823053638257,-137.80259489644362,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-197.7089627493165,122.57073221293393,FALSE
post_fordism,const,2,0,50,5,3,TRUE,48,40,TRUE,NA,NA,25,NA,NA,TRUE,missing,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-197.7089627493165,NA,FALSE
post_fordism,const,2,1,50,5,3,TRUE,48,40,TRUE,NA,150.0652340869314,36,-108.0267964111269,-159.29763997844958,TRUE,computed,-108.0267964111269,-159.29763997844958,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-197.7089627493165,89.6821663381896,FALSE
post_fordism,const,2,2,50,5,3,TRUE,48,40,TRUE,NA,163.9220993949772,47,-77.04218287749359,-143.97911753483154,TRUE,computed,-77.04218287749359,-143.97911753483154,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-197.7089627493165,120.66677987182291,FALSE
post_fordism,const,2,3,50,5,3,TRUE,48,40,TRUE,NA,172.6797327444668,58,-35.859105426747874,-118.46213117410112,TRUE,computed,-35.859105426747874,-118.46213117410112,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-197.7089627493165,161.84985732256862,FALSE
post_fordism,const,2,4,50,5,3,TRUE,48,40,TRUE,NA,177.39309292177705,69,13.412518368356473,-84.856598469012,TRUE,computed,13.412518368356473,-84.856598469012,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-197.7089627493165,211.12148111767297,FALSE
post_fordism,const,3,0,50,5,4,TRUE,47,45,TRUE,NA,NA,50,NA,NA,TRUE,missing,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-197.7089627493165,NA,FALSE
post_fordism,const,3,1,50,5,4,TRUE,47,45,TRUE,NA,164.10876986058693,61,-2.7085403454268544,-89.58413639005695,TRUE,computed,-2.7085403454268544,-89.58413639005695,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-197.7089627493165,195.00042240388964,FALSE
post_fordism,const,3,2,50,5,4,TRUE,47,45,TRUE,NA,180.5919019262905,72,23.023539672890937,-79.51814746175444,TRUE,computed,23.023539672890937,-79.51814746175444,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-197.7089627493165,220.73250242220743,FALSE
post_fordism,const,3,3,50,5,4,TRUE,47,45,TRUE,NA,192.09356809175569,83,58.718551491685446,-59.489226732975226,TRUE,computed,58.718551491685446,-59.489226732975226,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-197.7089627493165,256.427514241002,FALSE
post_fordism,const,3,4,50,5,4,TRUE,47,45,TRUE,NA,199.7230972245735,94,102.15783737577463,-31.716031938901267,TRUE,computed,102.15783737577463,-31.716031938901267,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-197.7089627493165,299.8668001250911,FALSE
post_fordism,const,4,0,50,5,5,FALSE,46,50,FALSE,gate_fail: T_eff=46 <= min_eff=50,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-197.7089627493165,NA,FALSE
post_fordism,const,4,1,50,5,5,FALSE,46,50,FALSE,gate_fail: T_eff=46 <= min_eff=50,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-197.7089627493165,NA,FALSE
post_fordism,const,4,2,50,5,5,FALSE,46,50,FALSE,gate_fail: T_eff=46 <= min_eff=50,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-197.7089627493165,NA,FALSE
post_fordism,const,4,3,50,5,5,FALSE,46,50,FALSE,gate_fail: T_eff=46 <= min_eff=50,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-197.7089627493165,NA,FALSE
post_fordism,const,4,4,50,5,5,FALSE,46,50,FALSE,gate_fail: T_eff=46 <= min_eff=50,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-197.7089627493165,NA,FALSE
post_fordism,const,5,0,50,5,6,FALSE,45,55,FALSE,gate_fail: T_eff=45 <= min_eff=55,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-197.7089627493165,NA,FALSE
post_fordism,const,5,1,50,5,6,FALSE,45,55,FALSE,gate_fail: T_eff=45 <= min_eff=55,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-197.7089627493165,NA,FALSE
post_fordism,const,5,2,50,5,6,FALSE,45,55,FALSE,gate_fail: T_eff=45 <= min_eff=55,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-197.7089627493165,NA,FALSE
post_fordism,const,5,3,50,5,6,FALSE,45,55,FALSE,gate_fail: T_eff=45 <= min_eff=55,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-197.7089627493165,NA,FALSE
post_fordism,const,5,4,50,5,6,FALSE,45,55,FALSE,gate_fail: T_eff=45 <= min_eff=55,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-197.7089627493165,NA,FALSE
post_fordism,const,6,0,50,5,7,FALSE,44,60,FALSE,gate_fail: T_eff=44 <= min_eff=60,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-197.7089627493165,NA,FALSE
post_fordism,const,6,1,50,5,7,FALSE,44,60,FALSE,gate_fail: T_eff=44 <= min_eff=60,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-197.7089627493165,NA,FALSE
post_fordism,const,6,2,50,5,7,FALSE,44,60,FALSE,gate_fail: T_eff=44 <= min_eff=60,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-197.7089627493165,NA,FALSE
post_fordism,const,6,3,50,5,7,FALSE,44,60,FALSE,gate_fail: T_eff=44 <= min_eff=60,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-197.7089627493165,NA,FALSE
post_fordism,const,6,4,50,5,7,FALSE,44,60,FALSE,gate_fail: T_eff=44 <= min_eff=60,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-197.7089627493165,NA,FALSE
post_fordism,const,7,0,50,5,8,FALSE,43,65,FALSE,gate_fail: T_eff=43 <= min_eff=65,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-197.7089627493165,NA,FALSE
post_fordism,const,7,1,50,5,8,FALSE,43,65,FALSE,gate_fail: T_eff=43 <= min_eff=65,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-197.7089627493165,NA,FALSE
post_fordism,const,7,2,50,5,8,FALSE,43,65,FALSE,gate_fail: T_eff=43 <= min_eff=65,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-197.7089627493165,NA,FALSE
post_fordism,const,7,3,50,5,8,FALSE,43,65,FALSE,gate_fail: T_eff=43 <= min_eff=65,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-197.7089627493165,NA,FALSE
post_fordism,const,7,4,50,5,8,FALSE,43,65,FALSE,gate_fail: T_eff=43 <= min_eff=65,NA,NA,NA,NA,FALSE,gate_fail,NA,NA,Q3,ortho,grid_pic_table_Q3_ortho_unrestricted.csv,-197.7089627493165,NA,FALSE
