window,ecdet,p,r,T,m,K,gate_ok,gate_T_eff,gate_min_eff,runtime_ok,runtime_reason,logLik,k_total,PIC,BIC,comparable_p,status,PIC_obs,BIC_obs,spec,basis,source_file,run_tag,include_e_raw,e_raw_mode,spec_type,degree_meta,vars,e_linear,e_linear_mode,PIC_min,dPIC,in_ambiguity
full,none,3,0,99,5,4,TRUE,96,40,TRUE,NA,NA,50,NA,NA,TRUE,missing,NA,NA,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1609.7773703487012,NA,FALSE
full,none,3,1,99,5,4,TRUE,96,40,TRUE,NA,862.1353958256128,60,-1303.8187485105636,-1448.5636006431505,TRUE,computed,-1303.8187485105636,-1448.5636006431505,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1609.7773703487012,305.95862183813756,FALSE
full,none,3,2,99,5,4,TRUE,96,40,TRUE,NA,874.407886024799,70,-1258.2883883854925,-1427.1573825401767,TRUE,computed,-1258.2883883854925,-1427.1573825401767,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1609.7773703487012,351.48898196320874,FALSE
full,none,3,3,99,5,4,TRUE,96,40,TRUE,NA,880.7126487784436,80,-1200.8225733693378,-1393.8157095461202,TRUE,computed,-1200.8225733693378,-1393.8157095461202,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1609.7773703487012,408.95479697936344,FALSE
full,none,3,4,99,5,4,TRUE,96,40,TRUE,NA,883.5928424203858,90,-1136.5076201297784,-1353.6248983286584,TRUE,computed,-1136.5076201297784,-1353.6248983286584,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1609.7773703487012,473.2697502189228,FALSE
full,none,4,0,99,5,5,TRUE,95,45,TRUE,NA,NA,75,NA,NA,TRUE,missing,NA,NA,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1609.7773703487012,NA,FALSE
full,none,4,1,99,5,5,TRUE,95,45,TRUE,NA,877.1493290482783,85,-1158.6582636472854,-1363.7134708351166,TRUE,computed,-1158.6582636472854,-1363.7134708351166,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1609.7773703487012,451.11910670141583,FALSE
full,none,4,2,99,5,5,TRUE,95,45,TRUE,NA,888.5129037429043,95,-1111.3100725130937,-1340.4894217230226,TRUE,computed,-1111.3100725130937,-1340.4894217230226,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1609.7773703487012,498.4672978356075,FALSE
full,none,4,3,99,5,5,TRUE,95,45,TRUE,NA,892.3116873531684,105,-1048.832299210178,-1302.1357904422048,TRUE,computed,-1048.832299210178,-1302.1357904422048,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1609.7773703487012,560.9450711385232,FALSE
full,none,4,4,99,5,5,TRUE,95,45,TRUE,NA,894.2893037437785,115,-982.7121914679548,-1260.139824722079,TRUE,computed,-982.7121914679548,-1260.139824722079,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1609.7773703487012,627.0651788807464,FALSE
full,none,5,0,99,5,6,TRUE,94,50,TRUE,NA,NA,100,NA,NA,TRUE,missing,NA,NA,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1609.7773703487012,NA,FALSE
full,none,5,1,99,5,6,TRUE,94,50,TRUE,NA,900.8889330778331,110,-1030.949120397786,-1296.3146826408615,TRUE,computed,-1030.949120397786,-1296.3146826408615,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1609.7773703487012,578.8282499509153,FALSE
full,none,5,2,99,5,6,TRUE,94,50,TRUE,NA,911.4829482324002,120,-982.0618101834764,-1271.5515144486496,TRUE,computed,-982.0618101834764,-1271.5515144486496,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1609.7773703487012,627.7155601652248,FALSE
full,none,5,3,99,5,6,TRUE,94,50,TRUE,NA,917.5326756686604,130,-924.0859245325528,-1237.6997708198242,TRUE,computed,-924.0859245325528,-1237.6997708198242,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1609.7773703487012,685.6914458161484,FALSE
full,none,5,4,99,5,6,TRUE,94,50,TRUE,NA,920.1935912745362,140,-859.3324152208609,-1197.0704035302297,TRUE,computed,-859.3324152208609,-1197.0704035302297,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1609.7773703487012,750.4449551278403,FALSE
full,none,6,0,99,5,7,TRUE,93,55,TRUE,NA,NA,125,NA,NA,TRUE,missing,NA,NA,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1609.7773703487012,NA,FALSE
full,none,6,1,99,5,7,TRUE,93,55,TRUE,NA,928.037828674956,135,-910.058560283422,-1235.7344775817423,TRUE,computed,-910.058560283422,-1235.7344775817423,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1609.7773703487012,699.7188100652792,FALSE
full,none,6,2,99,5,7,TRUE,93,55,TRUE,NA,936.1251254436104,145,-856.1578132972874,-1205.957872617705,TRUE,computed,-856.1578132972874,-1205.957872617705,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1609.7773703487012,753.6195570514138,FALSE
full,none,6,3,99,5,7,TRUE,93,55,TRUE,NA,941.4091619835036,155,-796.6505458536299,-1170.5747471961456,TRUE,computed,-796.6505458536299,-1170.5747471961456,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1609.7773703487012,813.1268244950713,FALSE
full,none,6,4,99,5,7,TRUE,93,55,TRUE,NA,944.2560201055652,165,-732.2689215743096,-1130.317264938923,TRUE,computed,-732.2689215743096,-1130.317264938923,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1609.7773703487012,877.5084487743916,FALSE
full,none,7,0,99,5,8,TRUE,92,60,TRUE,NA,NA,150,NA,NA,TRUE,missing,NA,NA,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1609.7773703487012,NA,FALSE
full,none,7,1,99,5,8,TRUE,92,60,TRUE,NA,956.1504953687864,160,-791.0955423624737,-1177.0818147160385,TRUE,computed,-791.0955423624737,-1177.0818147160385,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1609.7773703487012,818.6818279862275,FALSE
full,none,7,2,99,5,8,TRUE,92,60,TRUE,NA,969.9800719701316,170,-748.6793550417208,-1158.789769417383,TRUE,computed,-748.6793550417208,-1158.789769417383,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1609.7773703487012,861.0980153069804,FALSE
full,none,7,3,99,5,8,TRUE,92,60,TRUE,NA,978.7771361945468,180,-696.1981429671073,-1130.4326993648674,TRUE,computed,-696.1981429671073,-1130.4326993648674,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1609.7773703487012,913.5792273815939,FALSE
full,none,7,4,99,5,8,TRUE,92,60,TRUE,NA,983.1157399454578,190,-634.8000099454855,-1093.1587083653435,TRUE,computed,-634.8000099454855,-1093.1587083653435,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1609.7773703487012,974.9773604032157,FALSE
full,const,1,0,99,5,2,TRUE,98,35,TRUE,NA,NA,0,NA,NA,TRUE,missing,NA,NA,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1587.03451366079,NA,FALSE
full,const,1,1,99,5,2,TRUE,98,35,TRUE,NA,832.058694118289,11,-1587.03451366079,-1613.5710698850976,TRUE,computed,-1587.03451366079,-1613.5710698850976,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1587.03451366079,0,TRUE
full,const,1,2,99,5,2,TRUE,98,35,TRUE,NA,848.2083850762912,22,-1542.2510210010062,-1595.3241334496213,TRUE,computed,-1542.2510210010062,-1595.3241334496213,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1587.03451366079,44.78349265978386,FALSE
full,const,1,3,99,5,2,TRUE,98,35,TRUE,NA,860.7346902371421,33,-1490.22075674692,-1569.8304254198429,TRUE,computed,-1490.22075674692,-1569.8304254198429,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1587.03451366079,96.81375691387007,FALSE
full,const,1,4,99,5,2,TRUE,98,35,TRUE,NA,864.5503880267468,44,-1420.7692777503412,-1526.9155026475717,TRUE,computed,-1420.7692777503412,-1526.9155026475717,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1587.03451366079,166.26523591044884,FALSE
full,const,2,0,99,5,3,TRUE,97,40,TRUE,NA,NA,25,NA,NA,TRUE,missing,NA,NA,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1587.03451366079,NA,FALSE
full,const,2,1,99,5,3,TRUE,97,40,TRUE,NA,839.5935576464035,36,-1426.9158894084098,-1513.7628006879618,TRUE,computed,-1426.9158894084098,-1513.7628006879618,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1587.03451366079,160.1186242523802,FALSE
full,const,2,2,99,5,3,TRUE,97,40,TRUE,NA,854.5594221208505,47,-1379.7647437815158,-1493.1482112853753,TRUE,computed,-1379.7647437815158,-1493.1482112853753,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1587.03451366079,207.26976987927424,FALSE
full,const,2,3,99,5,3,TRUE,97,40,TRUE,NA,865.8050187038459,58,-1325.1730623717183,-1465.0930860998856,TRUE,computed,-1325.1730623717183,-1465.0930860998856,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1587.03451366079,261.86145128907174,FALSE
full,const,2,4,99,5,3,TRUE,97,40,TRUE,NA,869.64603967538994,69,-1255.7722297390185,-1422.228809691493,TRUE,computed,-1255.7722297390185,-1422.228809691493,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1587.03451366079,331.26228392177154,FALSE
full,const,3,0,99,5,4,TRUE,96,45,TRUE,NA,NA,50,NA,NA,TRUE,missing,NA,NA,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1587.03451366079,NA,FALSE
full,const,3,1,99,5,4,TRUE,96,45,TRUE,NA,854.2123649928253,61,-1280.9651527926442,-1428.1224191274407,TRUE,computed,-1280.9651527926442,-1428.1224191274407,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1587.03451366079,306.06936086814585,FALSE
full,const,3,2,99,5,4,TRUE,96,45,TRUE,NA,867.2824114776247,72,-1230.0223711864548,-1403.716193745559,TRUE,computed,-1230.0223711864548,-1403.716193745559,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1587.03451366079,357.0121424743352,FALSE
full,const,3,3,99,5,4,TRUE,96,45,TRUE,NA,878.3476651192258,83,-1175.070003893869,-1375.3003826772806,TRUE,computed,-1175.070003893869,-1375.3003826772806,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1587.03451366079,411.9645097669211,FALSE
full,const,3,4,99,5,4,TRUE,96,45,TRUE,NA,881.594302791207,94,-1104.4804046620434,-1331.2473396697626,TRUE,computed,-1104.4804046620434,-1331.2473396697626,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1587.03451366079,482.55410899874664,FALSE
full,const,4,0,99,5,5,TRUE,95,50,TRUE,NA,NA,75,NA,NA,TRUE,missing,NA,NA,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1587.03451366079,NA,FALSE
full,const,4,1,99,5,5,TRUE,95,50,TRUE,NA,872.0144835961703,86,-1141.3810386907248,-1348.848660080766,TRUE,computed,-1141.3810386907248,-1348.848660080766,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1587.03451366079,445.6534749700652,FALSE
full,const,4,2,99,5,5,TRUE,95,50,TRUE,NA,883.6917409307838,97,-1087.652678784164,-1321.6568563985124,TRUE,computed,-1087.652678784164,-1321.6568563985124,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1587.03451366079,499.38183487662604,FALSE
full,const,4,3,99,5,5,TRUE,95,50,TRUE,NA,890.3468969400136,108,-1023.8801162268354,-1284.4208500654915,TRUE,computed,-1023.8801162268354,-1284.4208500654915,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1587.03451366079,563.1543974339546,FALSE
full,const,4,4,99,5,5,TRUE,95,50,TRUE,NA,893.2373588417513,119,-952.5781654545228,-1239.6554555174864,TRUE,computed,-952.5781654545228,-1239.6554555174864,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1587.03451366079,634.4563482062672,FALSE
full,const,5,0,99,5,6,TRUE,94,55,TRUE,NA,NA,100,NA,NA,TRUE,missing,NA,NA,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1587.03451366079,NA,FALSE
full,const,5,1,99,5,6,TRUE,94,55,TRUE,NA,893.4676750626361,111,-1009.0990703150472,-1276.8770467603326,TRUE,computed,-1009.0990703150472,-1276.8770467603326,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1587.03451366079,577.9354433457428,FALSE
full,const,5,2,99,5,6,TRUE,94,55,TRUE,NA,904.1777435618604,122,-953.4363327377076,-1247.7508654073008,TRUE,computed,-953.4363327377076,-1247.7508654073008,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1587.03451366079,633.5981809230824,FALSE
full,const,5,3,99,5,6,TRUE,94,55,TRUE,NA,912.5058049333164,133,-893.0095809048319,-1213.8606697987325,TRUE,computed,-893.0095809048319,-1213.8606697987325,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1587.03451366079,694.0249327559582,FALSE
full,const,5,4,99,5,6,TRUE,94,55,TRUE,NA,918.4757061223014,144,-827.8665087070138,-1175.254153825222,TRUE,computed,-827.8665087070138,-1175.254153825222,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1587.03451366079,759.1680049537762,FALSE
full,const,6,0,99,5,7,TRUE,93,60,TRUE,NA,NA,125,NA,NA,TRUE,missing,NA,NA,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1587.03451366079,NA,FALSE
full,const,6,1,99,5,7,TRUE,93,60,TRUE,NA,914.7065186739216,136,-876.388406229009,-1204.4767377295389,TRUE,computed,-876.388406229009,-1204.4767377295389,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1587.03451366079,710.646107431781,FALSE
full,const,6,2,99,5,7,TRUE,93,60,TRUE,NA,929.2877508102448,147,-828.4679959258676,-1183.092883650705,TRUE,computed,-828.4679959258676,-1183.092883650705,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1587.03451366079,758.5665177349224,FALSE
full,const,6,3,99,5,7,TRUE,93,60,TRUE,NA,936.9361905385726,158,-766.6820008067352,-1147.8434447558802,TRUE,computed,-766.6820008067352,-1147.8434447558802,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1587.03451366079,820.3525128540548,FALSE
full,const,6,4,99,5,7,TRUE,93,60,TRUE,NA,942.2130962109192,169,-700.15293757564,-1107.8509377490927,TRUE,computed,-700.15293757564,-1107.8509377490927,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1587.03451366079,886.8815760851501,FALSE
full,const,7,0,99,5,8,TRUE,92,65,TRUE,NA,NA,150,NA,NA,TRUE,missing,NA,NA,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1587.03451366079,NA,FALSE
full,const,7,1,99,5,8,TRUE,92,65,TRUE,NA,939.0814091237444,161,-749.9498358200456,-1138.3485223758198,TRUE,computed,-749.9498358200456,-1138.3485223758198,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1587.03451366079,837.0846778407445,FALSE
full,const,7,2,99,5,8,TRUE,92,65,TRUE,NA,967.0595236717904,172,-728.8231903403496,-1143.7584331204314,TRUE,computed,-728.8231903403496,-1143.7584331204314,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1587.03451366079,858.2113233204404,FALSE
full,const,7,3,99,5,8,TRUE,92,65,TRUE,NA,975.8570765093071,183,-669.3354214395949,-1110.8072204439843,TRUE,computed,-669.3354214395949,-1110.8072204439843,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1587.03451366079,917.6990922211951,FALSE
full,const,7,4,99,5,8,TRUE,92,65,TRUE,NA,981.0590157033448,194,-602.6564252518822,-1070.664780480579,TRUE,computed,-602.6564252518822,-1070.664780480579,Q2,ortho,APPX_grid_pic_table_Q2_ortho_unrestricted.csv,Q2_ortho,FALSE,NA,,2,"log_y, log_k, e_raw, Q1_logK, Q2_logK",FALSE,none,-1587.03451366079,984.3780884089078,FALSE
