window,ecdet,p,r,T,m,K,gate_ok,gate_T_eff,gate_min_eff,runtime_ok,runtime_reason,logLik,k_total,PIC,BIC,comparable_p,status,PIC_obs,BIC_obs,spec,basis,source_file,run_tag,include_e_raw,e_raw_mode,spec_type,degree_meta,vars,e_linear,e_linear_mode,PIC_min,dPIC,in_ambiguity
full,none,7,4,99,6,8,TRUE,92,65,TRUE,NA,1200.2931186155342,264,-550.5972474121554,-1187.4745967955369,TRUE,computed,-550.5972474121554,-1187.4745967955369,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1807.4997765297317,1256.9025291175763,FALSE
full,none,7,5,99,6,8,TRUE,92,65,TRUE,NA,1205.0187382038505,276,-475.9580779606556,-1141.7843977705545,TRUE,computed,-475.9580779606556,-1141.7843977705545,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1807.4997765297317,1331.541698569076,FALSE
full,const,1,0,99,6,2,TRUE,98,40,TRUE,NA,NA,0,NA,NA,TRUE,missing,NA,NA,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1785.3099191711044,NA,FALSE
full,const,1,1,99,6,2,TRUE,98,40,TRUE,NA,938.2039309257906,13,-1785.3099191711044,-1816.6713037998315,TRUE,computed,-1785.3099191711044,-1816.6713037998315,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1785.3099191711044,0,TRUE
full,const,1,2,99,6,2,TRUE,98,40,TRUE,NA,957.1716971132462,26,-1732.1475088655388,-1794.8702781229931,TRUE,computed,-1732.1475088655388,-1794.8702781229931,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1785.3099191711044,53.16241030556557,FALSE
full,const,1,3,99,6,2,TRUE,98,40,TRUE,NA,970.9450693670524,39,-1668.5963106926745,-1762.6804645788557,TRUE,computed,-1668.5963106926745,-1762.6804645788557,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1785.3099191711044,116.71360847842993,FALSE
full,const,1,4,99,6,2,TRUE,98,40,TRUE,NA,979.2775527649596,52,-1594.1633348080122,-1719.6088733229203,TRUE,computed,-1594.1633348080122,-1719.6088733229203,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1785.3099191711044,191.1465843630922,FALSE
full,const,1,5,99,6,2,TRUE,98,40,TRUE,NA,983.1312242849474,65,-1510.7727351675107,-1667.5796583111464,TRUE,computed,-1510.7727351675107,-1667.5796583111464,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1785.3099191711044,274.53718400359367,FALSE
full,const,2,0,99,6,3,TRUE,97,45,TRUE,NA,NA,36,NA,NA,TRUE,missing,NA,NA,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1785.3099191711044,NA,FALSE
full,const,2,1,99,6,3,TRUE,97,45,TRUE,NA,955.996112856091,49,-1568.623057147308,-1686.8313530555872,TRUE,computed,-1568.623057147308,-1686.8313530555872,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1785.3099191711044,216.6868620237965,FALSE
full,const,2,2,99,6,3,TRUE,97,45,TRUE,NA,972.6728214995064,62,-1510.878531753662,-1660.4482122906684,TRUE,computed,-1510.878531753662,-1660.4482122906684,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1785.3099191711044,274.43138741744247,FALSE
full,const,2,3,99,6,3,TRUE,97,45,TRUE,NA,986.5785155804012,75,-1447.5919772349748,-1628.5230424007082,TRUE,computed,-1447.5919772349748,-1628.5230424007082,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1785.3099191711044,337.7179419361296,FALSE
full,const,2,4,99,6,3,TRUE,97,45,TRUE,NA,995.588905947121,88,-1374.5148152879376,-1586.807265082398,TRUE,computed,-1374.5148152879376,-1586.807265082398,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1785.3099191711044,410.7951038831668,FALSE
full,const,2,5,99,6,3,TRUE,97,45,TRUE,NA,999.4640554826046,101,-1291.167171678428,-1534.8210061016157,TRUE,computed,-1291.167171678428,-1534.8210061016157,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1785.3099191711044,494.14274749267634,FALSE
full,const,3,0,99,6,4,TRUE,96,50,TRUE,NA,NA,72,NA,NA,TRUE,missing,NA,NA,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1785.3099191711044,NA,FALSE
full,const,3,1,99,6,4,TRUE,96,50,TRUE,NA,980.1420175601044,85,-1364.6436406709374,-1569.6988478587689,TRUE,computed,-1364.6436406709374,-1569.6988478587689,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1785.3099191711044,420.666278500167,FALSE
full,const,3,2,99,6,4,TRUE,96,50,TRUE,NA,998.5669119029365,98,-1310.3954866761248,-1546.8120784926832,TRUE,computed,-1310.3954866761248,-1546.8120784926832,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1785.3099191711044,474.91443249497956,FALSE
full,const,3,3,99,6,4,TRUE,96,50,TRUE,NA,1011.6696511678114,111,-1245.5030225253977,-1513.2809989706832,TRUE,computed,-1245.5030225253977,-1513.2809989706832,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1785.3099191711044,539.8068966457067,FALSE
full,const,3,4,99,6,4,TRUE,96,50,TRUE,NA,1018.465875579492,124,-1167.997528668282,-1467.136889742295,TRUE,computed,-1167.997528668282,-1467.136889742295,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1785.3099191711044,617.3123905028224,FALSE
full,const,3,5,99,6,4,TRUE,96,50,TRUE,NA,1022.0178364999638,137,-1084.0035078287492,-1414.5042535314888,TRUE,computed,-1084.0035078287492,-1414.5042535314888,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1785.3099191711044,701.3064113423552,FALSE
full,const,4,0,99,6,5,TRUE,95,55,TRUE,NA,NA,108,NA,NA,TRUE,missing,NA,NA,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1785.3099191711044,NA,FALSE
full,const,4,1,99,6,5,TRUE,95,55,TRUE,NA,1003.9046488504384,121,-1159.8976773672084,-1451.7997958345914,TRUE,computed,-1159.8976773672084,-1451.7997958345914,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1785.3099191711044,625.412241803896,FALSE
full,const,4,2,99,6,5,TRUE,95,55,TRUE,NA,1027.804911049587,134,-1116.6002590850285,-1439.863762181139,TRUE,computed,-1116.6002590850285,-1439.863762181139,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1785.3099191711044,668.7096600860759,FALSE
full,const,4,3,99,6,5,TRUE,95,55,TRUE,NA,1041.5051448725949,147,-1052.902784050567,-1407.5276717754043,TRUE,computed,-1052.902784050567,-1407.5276717754043,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1785.3099191711044,732.4071351205373,FALSE
full,const,4,4,99,6,5,TRUE,95,55,TRUE,NA,1049.100741663614,160,-976.9960349521292,-1362.982307305694,TRUE,computed,-976.9960349521292,-1362.982307305694,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1785.3099191711044,808.3138842189752,FALSE
full,const,4,5,99,6,5,TRUE,95,55,TRUE,NA,1052.6471705597232,173,-892.9909500638707,-1310.3386070461625,TRUE,computed,-892.9909500638707,-1310.3386070461625,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1785.3099191711044,892.3189691072337,FALSE
full,const,5,0,99,6,6,TRUE,94,60,TRUE,NA,NA,144,NA,NA,TRUE,missing,NA,NA,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1785.3099191711044,NA,FALSE
full,const,5,1,99,6,6,TRUE,94,60,TRUE,NA,1041.892803418234,157,-983.6027606184024,-1362.3517903653374,TRUE,computed,-983.6027606184024,-1362.3517903653374,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1785.3099191711044,801.707158552702,FALSE
full,const,5,2,99,6,6,TRUE,94,60,TRUE,NA,1060.1354884264388,170,-928.9901879543348,-1339.1006023299974,TRUE,computed,-928.9901879543348,-1339.1006023299974,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1785.3099191711044,856.3197312167696,FALSE
full,const,5,3,99,6,6,TRUE,94,60,TRUE,NA,1069.913434529667,183,-857.4481374803147,-1298.919936484704,TRUE,computed,-857.4481374803147,-1298.919936484704,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1785.3099191711044,927.8617816907897,FALSE
full,const,5,4,99,6,6,TRUE,94,60,TRUE,NA,1078.6430824407596,196,-783.8094906220231,-1256.6426742551396,TRUE,computed,-783.8094906220231,-1256.6426742551396,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1785.3099191711044,1001.5004285490813,FALSE
full,const,5,5,99,6,6,TRUE,94,60,TRUE,NA,1084.76668073909,209,-704.9587445382074,-1209.153312800051,TRUE,computed,-704.9587445382074,-1209.153312800051,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1785.3099191711044,1080.351174632897,FALSE
full,const,6,0,99,6,7,TRUE,93,65,TRUE,NA,NA,180,NA,NA,TRUE,missing,NA,NA,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1785.3099191711044,NA,FALSE
full,const,6,1,99,6,7,TRUE,93,65,TRUE,NA,1082.8968282643705,193,-813.339584426278,-1278.935525452765,TRUE,computed,-813.339584426278,-1278.935525452765,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1785.3099191711044,971.9703347448265,FALSE
full,const,6,2,99,6,7,TRUE,93,65,TRUE,NA,1101.1449865950501,206,-758.73795840716,-1255.6952840623744,TRUE,computed,-758.73795840716,-1255.6952840623744,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1785.3099191711044,1026.5719607639444,FALSE
full,const,6,3,99,6,7,TRUE,93,65,TRUE,NA,1113.737130044895,219,-692.8243026263731,-1221.1430129103146,TRUE,computed,-692.8243026263731,-1221.1430129103146,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1785.3099191711044,1092.4856165447313,FALSE
full,const,6,4,99,6,7,TRUE,93,65,TRUE,NA,1121.4232638147569,232,-617.0986274856202,-1176.778722398289,TRUE,computed,-617.0986274856202,-1176.778722398289,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1785.3099191711044,1168.2112916854842,FALSE
full,const,6,5,99,6,7,TRUE,93,65,TRUE,NA,1127.670359004811,245,-538.4948751852519,-1129.5363547266477,TRUE,computed,-538.4948751852519,-1129.5363547266477,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1785.3099191711044,1246.8150439858525,FALSE
full,const,7,0,99,6,8,TRUE,92,70,TRUE,NA,NA,216,NA,NA,TRUE,missing,NA,NA,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1785.3099191711044,NA,FALSE
full,const,7,1,99,6,8,TRUE,92,70,TRUE,NA,1134.4463015417673,229,-664.1673050966745,-1216.6101574027136,TRUE,computed,-664.1673050966745,-1216.6101574027136,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1785.3099191711044,1121.14261407443,FALSE
full,const,7,2,99,6,8,TRUE,92,70,TRUE,NA,1163.24632591954,242,-630.6694111717431,-1214.4736481065097,TRUE,computed,-630.6694111717431,-1214.4736481065097,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1785.3099191711044,1154.6405079993613,FALSE
full,const,7,3,99,6,8,TRUE,92,70,TRUE,NA,1186.5294888362537,255,-586.1377943246935,-1201.303415888187,TRUE,computed,-586.1377943246935,-1201.303415888187,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1785.3099191711044,1199.172124846411,FALSE
full,const,7,4,99,6,8,TRUE,92,70,TRUE,NA,1197.59818134444,268,-517.1772366605894,-1163.70424285281,TRUE,computed,-517.1772366605894,-1163.70424285281,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1785.3099191711044,1268.132682510515,FALSE
full,const,7,5,99,6,8,TRUE,92,70,TRUE,NA,1203.1692268860604,281,-437.2213850633534,-1115.1097758843011,TRUE,computed,-437.2213850633534,-1115.1097758843011,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1785.3099191711044,1348.088534107751,FALSE
fordism,none,1,0,49,6,2,TRUE,48,35,TRUE,NA,NA,0,NA,NA,TRUE,missing,NA,NA,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1069.176693337181,NA,FALSE
fordism,none,1,1,49,6,2,TRUE,48,35,TRUE,NA,566.3193770090738,12,-1069.176693337181,-1085.9369104408202,TRUE,computed,-1069.176693337181,-1085.9369104408202,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1069.176693337181,0,TRUE
fordism,none,1,2,49,6,2,TRUE,48,35,TRUE,NA,593.5352080417974,24,-1060.1462947216614,-1093.6667289289398,TRUE,computed,-1060.1462947216614,-1093.6667289289398,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1069.176693337181,9.030398615519516,FALSE
fordism,none,1,3,49,6,2,TRUE,48,35,TRUE,NA,611.8462186566563,36,-1033.3062552704123,-1083.58690658133,TRUE,computed,-1033.3062552704123,-1083.58690658133,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1069.176693337181,35.870438066768656,FALSE
fordism,none,1,4,49,6,2,TRUE,48,35,TRUE,NA,618.6950396616539,48,-983.541836599441,-1050.5827050139978,TRUE,computed,-983.541836599441,-1050.5827050139978,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1069.176693337181,85.63485673773994,FALSE
fordism,none,1,5,49,6,2,TRUE,48,35,TRUE,NA,621.4715616766185,60,-925.6328199484036,-1009.4339054665996,TRUE,computed,-925.6328199484036,-1009.4339054665996,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1069.176693337181,143.54387338877734,FALSE
fordism,none,2,0,49,6,3,TRUE,47,40,TRUE,NA,NA,36,NA,NA,TRUE,missing,NA,NA,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1069.176693337181,NA,FALSE
fordism,none,2,1,49,6,3,TRUE,47,40,TRUE,NA,600.2963021116362,48,-946.7443614994056,-1013.7852299139624,TRUE,computed,-946.7443614994056,-1013.7852299139624,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1069.176693337181,122.43233183777534,FALSE
fordism,none,2,2,49,6,3,TRUE,47,40,TRUE,NA,617.3424144989565,60,-917.3745255930794,-1001.1756111112754,TRUE,computed,-917.3745255930794,-1001.1756111112754,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1069.176693337181,151.80216774410155,FALSE
fordism,none,2,3,49,6,3,TRUE,47,40,TRUE,NA,631.2631808222898,72,-881.7539975587792,-982.3153001806144,TRUE,computed,-881.7539975587792,-982.3153001806144,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1069.176693337181,187.4226957784017,FALSE
fordism,none,2,4,49,6,3,TRUE,47,40,TRUE,NA,641.3654058801682,84,-838.4963869935694,-955.8179067190438,TRUE,computed,-838.4963869935694,-955.8179067190438,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1069.176693337181,230.6803063436115,FALSE
fordism,none,2,5,49,6,3,TRUE,47,40,TRUE,NA,643.21914610689,96,-778.7418067660464,-912.82354359516,TRUE,computed,-778.7418067660464,-912.82354359516,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1069.176693337181,290.4348865711346,FALSE
fordism,none,3,0,49,6,4,TRUE,46,45,TRUE,NA,NA,72,NA,NA,TRUE,missing,NA,NA,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1069.176693337181,NA,FALSE
fordism,none,3,1,49,6,4,TRUE,46,45,TRUE,NA,637.8818424412691,84,-831.5292601157713,-948.8507798412456,TRUE,computed,-831.5292601157713,-948.8507798412456,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1069.176693337181,237.64743322140964,FALSE
fordism,none,3,2,49,6,4,TRUE,46,45,TRUE,NA,666.177980489778,96,-824.6594755318223,-958.7412123609358,TRUE,computed,-824.6594755318223,-958.7412123609358,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1069.176693337181,244.51721780535865,FALSE
fordism,none,3,3,49,6,4,TRUE,46,45,TRUE,NA,684.2226090875341,108,-797.2866720463679,-948.1286259791208,TRUE,computed,-797.2866720463679,-948.1286259791208,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1069.176693337181,271.890021290813,FALSE
fordism,none,3,4,49,6,4,TRUE,46,45,TRUE,NA,697.1791442237028,120,-759.7376816377385,-927.3398526741304,TRUE,computed,-759.7376816377385,-927.3398526741304,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1069.176693337181,309.4390116994424,FALSE
fordism,none,3,5,49,6,4,TRUE,46,45,TRUE,NA,702.936886535581,132,-707.7911055805283,-892.1534937205594,TRUE,computed,-707.7911055805283,-892.1534937205594,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1069.176693337181,361.3855877566526,FALSE
fordism,none,4,0,49,6,5,FALSE,45,50,FALSE,gate_fail: T_eff=45 <= min_eff=50,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1069.176693337181,NA,FALSE
fordism,none,4,1,49,6,5,FALSE,45,50,FALSE,gate_fail: T_eff=45 <= min_eff=50,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1069.176693337181,NA,FALSE
fordism,none,4,2,49,6,5,FALSE,45,50,FALSE,gate_fail: T_eff=45 <= min_eff=50,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1069.176693337181,NA,FALSE
fordism,none,4,3,49,6,5,FALSE,45,50,FALSE,gate_fail: T_eff=45 <= min_eff=50,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1069.176693337181,NA,FALSE
fordism,none,4,4,49,6,5,FALSE,45,50,FALSE,gate_fail: T_eff=45 <= min_eff=50,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1069.176693337181,NA,FALSE
fordism,none,4,5,49,6,5,FALSE,45,50,FALSE,gate_fail: T_eff=45 <= min_eff=50,NA,NA,NA,NA,TRUE,gate_fail,NA,NA,Q3,ortho,APPX_grid_pic_table_Q3_ortho_unrestricted.csv,Q3_ortho,FALSE,NA,,3,"log_y, log_k, e_raw, Q1_logK, Q2_logK, Q3_logK",FALSE,none,-1069.176693337181,NA,FALSE
