"variable_id","event_profile_id","event_name","year","event_position","observed_value","previous_year_value","absolute_annual_change","relative_annual_change","percentage_point_change","change_method","change_valid","invalidity_reason"
"LOG_I_TOT_REAL_2017","covid_event_profile_2019_2022","COVID-19 event",2020,1,13.8249295091813,13.9694381478747,-0.144508638693399,-1.03446278342543,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"LOG_I_TOT_REAL_2017","covid_event_profile_2019_2022","COVID-19 event",2021,2,13.7899266001234,13.8249295091813,-0.0350029090579014,-0.253186889919799,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"LOG_I_TOT_REAL_2017","covid_event_profile_2019_2022","COVID-19 event",2022,3,13.8108972556033,13.7899266001234,0.0209706554798998,0.152072277743032,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"N_TOT_GPIM_2017","volcker_event_profile_1978_1983","Volcker event",1978,0,22706437.4779111,22743428.7116389,-36991.2337278016,-0.162645809463513,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"N_TOT_GPIM_2017","volcker_event_profile_1978_1983","Volcker event",1979,1,22713016.1013402,22706437.4779111,6578.62342910096,0.0289725036589417,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"N_TOT_GPIM_2017","volcker_event_profile_1978_1983","Volcker event",1980,2,22660162.8571236,22713016.1013402,-52853.2442166023,-0.232700245448614,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"N_TOT_GPIM_2017","volcker_event_profile_1978_1983","Volcker event",1981,3,22649938.9206586,22660162.8571236,-10223.9364649989,-0.0451185480416116,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"N_TOT_GPIM_2017","volcker_event_profile_1978_1983","Volcker event",1982,4,22517592.0651008,22649938.9206586,-132346.855557799,-0.584314403766839,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"N_TOT_GPIM_2017","volcker_event_profile_1978_1983","Volcker event",1983,5,22224881.8882373,22517592.0651008,-292710.176863499,-1.2999177532715,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"N_TOT_GPIM_2017","gfc_event_profile_2007_2010","Global financial crisis event",2007,0,16910460.0602909,17015243.9529679,-104783.892677002,-0.615823628310219,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"N_TOT_GPIM_2017","gfc_event_profile_2007_2010","Global financial crisis event",2008,1,16757557.050206,16910460.0602909,-152903.010084899,-0.90419189980494,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"N_TOT_GPIM_2017","gfc_event_profile_2007_2010","Global financial crisis event",2009,2,16286909.9303613,16757557.050206,-470647.119844699,-2.80856641833073,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"N_TOT_GPIM_2017","gfc_event_profile_2007_2010","Global financial crisis event",2010,3,15831664.5114973,16286909.9303613,-455245.418864001,-2.79516139532001,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"N_TOT_GPIM_2017","covid_event_profile_2019_2022","COVID-19 event",2019,0,13806185.3563791,14005047.0334166,-198861.677037502,-1.41992866259577,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"N_TOT_GPIM_2017","covid_event_profile_2019_2022","COVID-19 event",2020,1,13454541.4837025,13806185.3563791,-351643.8726766,-2.54700240218145,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"N_TOT_GPIM_2017","covid_event_profile_2019_2022","COVID-19 event",2021,2,13072076.0139147,13454541.4837025,-382465.469787799,-2.84264960088815,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"N_TOT_GPIM_2017","covid_event_profile_2019_2022","COVID-19 event",2022,3,12754402.0675458,13072076.0139147,-317673.946368901,-2.43017211673762,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"DELTA_G_TOT","volcker_event_profile_1978_1983","Volcker event",1978,0,-51571.3131906986,-232151.374568202,180580.061377503,-77.7854801477611,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"DELTA_G_TOT","volcker_event_profile_1978_1983","Volcker event",1979,1,-53264.6409568004,-51571.3131906986,-1693.3277661018,3.28346838840476,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"DELTA_G_TOT","volcker_event_profile_1978_1983","Volcker event",1980,2,-113360.689155899,-53264.6409568004,-60096.0481990986,112.825407474048,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"DELTA_G_TOT","volcker_event_profile_1978_1983","Volcker event",1981,3,-81107.3527759984,-113360.689155899,32253.3363799006,-28.4519586287485,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"DELTA_G_TOT","volcker_event_profile_1978_1983","Volcker event",1982,4,-218160.213961001,-81107.3527759984,-137052.861185003,168.977110575306,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"DELTA_G_TOT","volcker_event_profile_1978_1983","Volcker event",1983,5,-383788.558655601,-218160.213961001,-165628.3446946,75.9205089174547,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"DELTA_G_TOT","gfc_event_profile_2007_2010","Global financial crisis event",2007,0,-93124.4145791009,-160328.314137399,67203.8995582981,-41.9164262531354,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"DELTA_G_TOT","gfc_event_profile_2007_2010","Global financial crisis event",2008,1,-155101.675205,-93124.4145791009,-61977.2606258991,66.5531814680617,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"DELTA_G_TOT","gfc_event_profile_2007_2010","Global financial crisis event",2009,2,-516317.841901999,-155101.675205,-361216.166696999,232.889919608911,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"DELTA_G_TOT","gfc_event_profile_2007_2010","Global financial crisis event",2010,3,-560134.099674203,-516317.841901999,-43816.2577722039,8.4862954979039,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"DELTA_G_TOT","covid_event_profile_2019_2022","COVID-19 event",2019,0,-243875.705308702,-200764.603555899,-43111.101752803,21.473457466719,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"DELTA_G_TOT","covid_event_profile_2019_2022","COVID-19 event",2020,1,-421150.9896193,-243875.705308702,-177275.284310598,72.6908340813202,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"DELTA_G_TOT","covid_event_profile_2019_2022","COVID-19 event",2021,2,-498440.1731392,-421150.9896193,-77289.1835199,18.3518940771731,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"DELTA_G_TOT","covid_event_profile_2019_2022","COVID-19 event",2022,3,-425231.0538675,-498440.1731392,73209.1192717,-14.6876442182871,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"DLOG_G_TOT","volcker_event_profile_1978_1983","Volcker event",1978,0,-0.00155938734076244,-0.00698972063460346,0.00543033329384102,-77.6902765892745,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"DLOG_G_TOT","volcker_event_profile_1978_1983","Volcker event",1979,1,-0.00161314617139041,-0.00155938734076244,-0.0000537588306279702,3.44743279765793,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"DLOG_G_TOT","volcker_event_profile_1978_1983","Volcker event",1980,2,-0.00344187196803958,-0.00161314617139041,-0.00182872579664917,113.363923808154,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"DLOG_G_TOT","volcker_event_profile_1978_1983","Volcker event",1981,3,-0.00246988245920576,-0.00344187196803958,0.00097198950883382,-28.2401413492276,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"DLOG_G_TOT","volcker_event_profile_1978_1983","Volcker event",1982,4,-0.00667385014131128,-0.00246988245920576,-0.00420396768210552,170.209220541507,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"DLOG_G_TOT","volcker_event_profile_1978_1983","Volcker event",1983,5,-0.0118498693702982,-0.00667385014131128,-0.00517601922898692,77.5567194256768,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"DLOG_G_TOT","gfc_event_profile_2007_2010","Global financial crisis event",2007,0,-0.00364982018346183,-0.00625269677725981,0.00260287659379798,-41.6280636423036,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"DLOG_G_TOT","gfc_event_profile_2007_2010","Global financial crisis event",2008,1,-0.00610861824844022,-0.00364982018346183,-0.00245879806497839,67.3676494014627,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"DLOG_G_TOT","gfc_event_profile_2007_2010","Global financial crisis event",2009,2,-0.020608106148817,-0.00610861824844022,-0.0144994879003768,237.361172538145,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"DLOG_G_TOT","gfc_event_profile_2007_2010","Global financial crisis event",2010,3,-0.0228479672341813,-0.020608106148817,-0.0022398610853643,10.8688351524862,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"DLOG_G_TOT","covid_event_profile_2019_2022","COVID-19 event",2019,0,-0.0114632132428731,-0.00933917678619167,-0.00212403645668143,22.7432942464683,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"DLOG_G_TOT","covid_event_profile_2019_2022","COVID-19 event",2020,1,-0.0201106868299306,-0.0114632132428731,-0.0086474735870575,75.4367331728196,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"DLOG_G_TOT","covid_event_profile_2019_2022","COVID-19 event",2021,2,-0.0243360565028929,-0.0201106868299306,-0.0042253696729623,21.0105687025751,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"DLOG_G_TOT","covid_event_profile_2019_2022","COVID-19 event",2022,3,-0.0212403408469797,-0.0243360565028929,0.0030957156559132,-12.7206955471409,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"DLOG_N_TOT","volcker_event_profile_1978_1983","Volcker event",1978,0,-0.00162778221354642,-0.00931307161578232,0.0076852894022359,-82.5215323074729,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"DLOG_N_TOT","volcker_event_profile_1978_1983","Volcker event",1979,1,0.000289683074395697,-0.00162778221354642,0.00191746528794212,-117.796181330951,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"DLOG_N_TOT","volcker_event_profile_1978_1983","Volcker event",1980,2,-0.00232971413223382,0.000289683074395697,-0.00261939720662952,-904.22859951131,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"DLOG_N_TOT","volcker_event_profile_1978_1983","Volcker event",1981,3,-0.000451287295209823,-0.00232971413223382,0.001878426837024,-80.6290699375588,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"DLOG_N_TOT","volcker_event_profile_1978_1983","Volcker event",1982,4,-0.00586028199610666,-0.000451287295209823,-0.00540899470089684,1198.57012557421,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"DLOG_N_TOT","volcker_event_profile_1978_1983","Volcker event",1983,5,-0.0130844062488151,-0.00586028199610666,-0.00722412425270844,123.272638714449,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"DLOG_N_TOT","gfc_event_profile_2007_2010","Global financial crisis event",2007,0,-0.00617727642955757,-0.0100764169351741,0.00389914050561653,-38.6957043431348,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"DLOG_N_TOT","gfc_event_profile_2007_2010","Global financial crisis event",2008,1,-0.0090830452421109,-0.00617727642955757,-0.00290576881255333,47.0396435336705,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"DLOG_N_TOT","gfc_event_profile_2007_2010","Global financial crisis event",2009,2,-0.0284876102813705,-0.0090830452421109,-0.0194045650392596,213.635014711762,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"DLOG_N_TOT","gfc_event_profile_2007_2010","Global financial crisis event",2010,3,-0.0283496958771359,-0.0284876102813705,0.0001379144042346,-0.484120650600128,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"DLOG_N_TOT","covid_event_profile_2019_2022","COVID-19 event",2019,0,-0.01430106106125,-0.0108106473011276,-0.0034904137601224,32.2868156077789,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"DLOG_N_TOT","covid_event_profile_2019_2022","COVID-19 event",2020,1,-0.0258000001400553,-0.01430106106125,-0.0114989390788053,80.4061952435313,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"DLOG_N_TOT","covid_event_profile_2019_2022","COVID-19 event",2021,2,-0.0288383527167859,-0.0258000001400553,-0.0030383525767306,11.7765603109957,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"DLOG_N_TOT","covid_event_profile_2019_2022","COVID-19 event",2022,3,-0.0246018809031767,-0.0288383527167859,0.0042364718136092,-14.6904084821158,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"GROWTH_ARITH_G_TOT","volcker_event_profile_1978_1983","Volcker event",1978,0,-0.00155817212806911,-0.00696534935320124,0.00540717722513213,-77.6296629349541,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"GROWTH_ARITH_G_TOT","volcker_event_profile_1978_1983","Volcker event",1979,1,-0.00161184575045429,-0.00155817212806911,-0.00005367362238518,3.44465296344971,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"GROWTH_ARITH_G_TOT","volcker_event_profile_1978_1983","Volcker event",1980,2,-0.00343595551655558,-0.00161184575045429,-0.00182410976610129,113.169003025704,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"GROWTH_ARITH_G_TOT","volcker_event_profile_1978_1983","Volcker event",1981,3,-0.00246683480915393,-0.00343595551655558,0.00096912070740165,-28.2052751478331,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"GROWTH_ARITH_G_TOT","volcker_event_profile_1978_1983","Volcker event",1982,4,-0.0066516294634261,-0.00246683480915393,-0.00418479465427217,169.642273521649,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"GROWTH_ARITH_G_TOT","volcker_event_profile_1978_1983","Volcker event",1983,5,-0.0117799361738941,-0.0066516294634261,-0.005128306710468,77.098502534844,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"GROWTH_ARITH_G_TOT","gfc_event_profile_2007_2010","Global financial crisis event",2007,0,-0.00364316768571218,-0.00623318934795438,0.0025900216622422,-41.5521094845642,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"GROWTH_ARITH_G_TOT","gfc_event_profile_2007_2010","Global financial crisis event",2008,1,-0.00608999857277635,-0.00364316768571218,-0.00244683088706417,67.162181325339,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"GROWTH_ARITH_G_TOT","gfc_event_profile_2007_2010","Global financial crisis event",2009,2,-0.0203972103349274,-0.00608999857277635,-0.0143072117621511,234.929640642405,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"GROWTH_ARITH_G_TOT","gfc_event_profile_2007_2010","Global financial crisis event",2010,3,-0.0225889290136096,-0.0203972103349274,-0.0021917186786822,10.7451883992645,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"GROWTH_ARITH_G_TOT","covid_event_profile_2019_2022","COVID-19 event",2019,0,-0.0113977609505385,-0.00929570211913243,-0.00210205883140607,22.6132335617727,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"GROWTH_ARITH_G_TOT","covid_event_profile_2019_2022","COVID-19 event",2020,1,-0.0199098157728279,-0.0113977609505385,-0.0085120548222894,74.681815658603,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"GROWTH_ARITH_G_TOT","covid_event_profile_2019_2022","COVID-19 event",2021,2,-0.0240423222817991,-0.0199098157728279,-0.0041325065089712,20.7561263053527,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"GROWTH_ARITH_G_TOT","covid_event_profile_2019_2022","COVID-19 event",2022,3,-0.0210163534664635,-0.0240423222817991,0.0030259688153356,-12.5860088716403,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"GROWTH_ARITH_N_TOT","volcker_event_profile_1978_1983","Volcker event",1978,0,-0.00162645809463511,-0.00926983927703762,0.00764338118240251,-82.4543010291018,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"GROWTH_ARITH_N_TOT","volcker_event_profile_1978_1983","Volcker event",1979,1,0.000289725036589323,-0.00162645809463511,0.00191618313122443,-117.81324938804,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"GROWTH_ARITH_N_TOT","volcker_event_profile_1978_1983","Volcker event",1980,2,-0.00232700245448616,0.000289725036589323,-0.00261672749107548,-903.176170716865,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"GROWTH_ARITH_N_TOT","volcker_event_profile_1978_1983","Volcker event",1981,3,-0.000451185480416122,-0.00232700245448616,0.00187581697407004,-80.6108721739294,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"GROWTH_ARITH_N_TOT","volcker_event_profile_1978_1983","Volcker event",1982,4,-0.00584314403766838,-0.000451185480416122,-0.00539195855725226,1195.06473308479,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"GROWTH_ARITH_N_TOT","volcker_event_profile_1978_1983","Volcker event",1983,5,-0.012999177532715,-0.00584314403766838,-0.00715603349504662,122.468887450225,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"GROWTH_ARITH_N_TOT","gfc_event_profile_2007_2010","Global financial crisis event",2007,0,-0.00615823628310217,-0.0100258199341479,0.00386758365104573,-38.5762329310619,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"GROWTH_ARITH_N_TOT","gfc_event_profile_2007_2010","Global financial crisis event",2008,1,-0.00904191899804936,-0.00615823628310217,-0.00288368271494719,46.8264383239052,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"GROWTH_ARITH_N_TOT","gfc_event_profile_2007_2010","Global financial crisis event",2009,2,-0.0280856641833073,-0.00904191899804936,-0.0190437451852579,210.616188768848,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"GROWTH_ARITH_N_TOT","gfc_event_profile_2007_2010","Global financial crisis event",2010,3,-0.0279516139532001,-0.0280856641833073,0.000134050230107201,-0.477290582242573,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"GROWTH_ARITH_N_TOT","covid_event_profile_2019_2022","COVID-19 event",2019,0,-0.0141992866259578,-0.0107524222592742,-0.0034468643666836,32.0566313670448,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
"GROWTH_ARITH_N_TOT","covid_event_profile_2019_2022","COVID-19 event",2020,1,-0.0254700240218145,-0.0141992866259578,-0.0112707373958567,79.3753777408268,,"ABSOLUTE_AND_RELATIVE_CHANGE",TRUE,""
