sheet,variable_code,variable_label,category,unit,country_code,country_name,year,value
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1867,59.09821912346271
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1868,62.71339703484054
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1869,65.90361147911462
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1870,56.85876247221707
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1871,60.144169063043016
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1872,75.05451548891713
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1873,78.43639183089775
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1874,72.37462261432255
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1875,84.11022540529196
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1876,83.61621744944604
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1877,71.48474107469245
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1878,77.53826055702099
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1879,84.79157656016261
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1880,104.4970851140071
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1881,115.54332161076071
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1882,155.7943585275937
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1883,145.3717977214491
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1884,167.0735035509276
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1885,129.65053683023524
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1886,129.12728574744162
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1887,155.14146599312562
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1888,176.14880032865807
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1889,187.68889765826648
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1890,181.86612056748018
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1891,171.35235299801724
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1892,170.5044488540681
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1893,150.42228053305362
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1894,155.6926615360821
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1895,207.5363057733111
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1896,195.14036122094586
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1897,200.08739975769112
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1898,220.52192367457556
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1899,221.50861653258468
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1900,280.6106263756485
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1901,285.3207196059238
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1902,277.473173681335
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1903,285.41871917587054
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1904,311.1357023448849
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1905,328.56145847415405
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1906,368.9350229853934
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1907,371.99934466296423
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1908,343.99854707211813
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1909,430.41247815698824
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1910,467.2829679376865
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1911,468.9505699426877
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1912,506.66050383562435
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1913,530.4266829072805
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1914,439.44242903289563
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1915,441.4188640945211
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1916,600.8601206234162
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1917,821.3697750366227
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1918,1006.4968992550071
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1919,677.0136810711343
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1920,814.0168257336098
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1921,476.7944553285925
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1922,537.540154160718
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1923,678.7364059408833
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1924,686.9448353351888
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1925,851.5362568675208
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1926,861.2799839746873
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1927,833.0745032561764
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1928,1061.048607090526
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1929,1178.5121549095686
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1930,984.7080333530052
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1931,707.7647875540042
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1932,177.24310379690854
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1933,255.02183214591793
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1934,429.6732865240553
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1935,454.7991773783316
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1936,523.7712650780287
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1937,640.2337889528662
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1938,651.3185793347592
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1939,712.3433541399347
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1940,813.8460806408292
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1941,770.2955325435304
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1942,1035.9404371118471
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1943,1219.6542790667017
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1944,1139.3087009178894
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1945,1442.6380896267556
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1946,1787.1196427891584
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1947,2130.7555885306047
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1948,2609.4769924973516
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1949,2962.298117330311
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1950,2672.359506395182
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1951,3082.16754291
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1952,3489.2174491692376
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1953,3547.4633966311085
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1954,3984.812307788446
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1955,3915.022207628411
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1956,3132.4769786097495
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1957,3306.573753678018
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1958,3513.2617130219396
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1959,3790.6866202310366
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1960,4562.343098522648
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1961,5111.382625545973
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1962,5963.116389151287
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1963,5919.52825446722
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1964,6312.288852016095
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1965,6467.116743186291
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1966,7581.819814745736
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1967,7470.377012031579
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1968,7612.775577706601
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1969,8849.57895303369
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1970,9680.040199756746
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1971,11587.76841345797
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1972,12510.70561333602
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1973,17834.451141653564
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1974,17285.29861670662
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1975,8041.271317522327
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1976,10980.244067957085
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1977,14884.964963268465
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1978,17154.955832259933
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1979,23094.888059245954
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1980,30720.80448717949
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1981,36835.02243589744
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1982,26319.10977351301
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1983,21712.092365756995
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1984,21522.741035214563
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1985,18984.53617066243
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1986,20408.505154596776
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1987,23831.11548500995
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1988,27814.068682080215
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1989,31721.689287771187
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1990,34918.350476105064
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1991,39901.93796927827
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1992,48229.65640556238
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1993,51214.49745260126
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1994,58636.72587846226
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1995,75099.14742095681
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1996,78960.0541428427
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1997,86298.93235359558
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1998,82716.35335554289
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,1999,76069.50967352012
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,2000,78363.36106161097
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,2001,71455.6990911127
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,2002,70098.19598782303
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,2003,76084.42658271552
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,2004,99259.87877345936
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,2005,122965.10586724944
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,2006,154788.16127668126
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,2007,173606.0399887711
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,2008,179638.69704890257
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,2009,172389.86743052577
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,2010,218538.48127419842
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,2011,252252.21299482477
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,2012,267122.1681528004
A1,gdp_current_mer_usd_mn,Data series on GDP (current millions dollars MER),GDP,current MER USD millions,CL,Chile,2013,278385.2282035075
