year,asset,I,Kg,Kn,B,R,D,DeltaKg,DeltaKn,DeltaB,z,delta,residual_kg,residual_kn,I_residual
2008,NR,96787636.62889196,722739112.48369408,415141757.36651587,307597355.1171782,17794460.084221438,49889696.943842664,78993176.544670463,46897939.685049295,32095236.859621167,0.027642054249655022,0.13548006659815154,-5.9604644775390625e-08,0,
2009,NR,81776700.198886007,784823092.89343834,441289041.87046134,343534051.02297699,19692719.789141774,55629415.69494053,62083980.409744263,26147284.50394547,35936695.905798793,0.027247342020093133,0.13400101220322924,2.9802322387695312e-08,-7.4505805969238281e-09,
2010,NR,80985595.800050497,843941393.90184164,464883448.91752607,379057944.98431557,21867294.791647192,57391188.752985768,59118301.008403301,23594407.047064722,35523893.96133858,0.027862705607996537,0.13005350984861466,0,-7.4505805969238281e-09,
2011,NR,118497578.54208547,938141952.00813341,518967819.62085485,419174132.38727856,24297020.435793523,64413207.838756651,94200558.106291771,54084370.703328788,40116187.402962983,0.028789938035222735,0.13855775676407026,-1.7881393432617188e-07,-2.9802322387695312e-08,
2012,NR,134302623.26258951,1045437431.5241541,579854242.00332475,465583189.52082932,27007143.746568978,73416200.880119652,107295479.51602066,60886422.382469893,46409057.133550763,0.028787907510967842,0.14146580597956099,1.1920928955078125e-07,2.9802322387695312e-08,
2013,NR,131806561.18326114,1147161090.7103944,630004369.24747729,517156721.46291709,30082901.99702093,81656433.939108565,101723659.18624032,50150127.244152546,51573531.94208777,0.028775420785501007,0.14082234469303126,1.0430812835693359e-07,-2.9802322387695312e-08,
2014,NR,126917239.49308163,1240504549.2513802,669272303.28894162,571232245.96243858,33573780.95209571,87649305.45161736,93343458.540985823,39267934.041464329,54075524.499521494,0.029266840746232693,0.1391249167943264,-8.9406967163085938e-08,5.9604644775390625e-08,
2015,NR,123515181.71360876,1326547007.4016531,700653285.46134901,625893721.94030404,37472723.563335866,92134199.541201279,86042458.150272846,31380982.172407389,54661475.977865458,0.030207647030355438,0.13766324870823862,-4.4703483581542969e-08,-8.9406967163085938e-08,
2016,NR,120191124.42176257,1405001206.4736915,725452930.94909763,679548275.52459383,41736925.349724188,95391478.934014067,78454199.072038412,24799645.487748623,53654553.584289789,0.031462831785716773,0.13614648059660925,2.9802322387695312e-08,1.1920928955078125e-07,
2017,NR,120852379.84218845,1479548759.46316,748205549.98680925,731343209.47635078,46304826.852720134,98099760.804476827,74547552.989468575,22752619.03771162,51794933.951756954,0.032957143836863448,0.13522553513724811,2.6822090148925781e-07,0,
2018,NR,130580233.36105545,1559022218.0737848,777382652.89331651,781639565.18046832,51106774.750430569,101403130.45454808,79473458.61062479,29177102.906507254,50296355.704117537,0.03454213619088442,0.13552843928561584,-8.9406967163085938e-08,-1.1920928955078125e-07,
2019,NR,133970236.60617912,1636909725.2658093,806348614.51581621,830561110.74999309,56082729.414154463,105004274.98367947,77887507.192024469,28965961.622499704,48921545.569524765,0.035973014857637008,0.13507411645071743,-1.7881393432617188e-07,5.9604644775390625e-08,
2020,NR,121408926.8630483,1697134499.6927671,820755436.66936898,876379063.02339816,61184152.436090425,107002104.70949547,60224774.426957846,14406822.153552771,45817952.273405075,0.037377841607089873,0.13269955796196964,-2.9802322387695312e-08,-5.9604644775390625e-08,
2021,NR,145597622.21888742,1776395334.4608469,856382744.59861779,920012589.86222911,66336787.450807855,109970314.28963871,79260834.768079758,35627307.92924881,43633526.838830948,0.039087525156560561,0.13398670222143028,1.9371509552001953e-07,1.0430812835693359e-07,
2022,NR,154488366.08094931,1859416433.8604829,895178738.71597672,964237695.14450622,71467266.681313306,115692371.9635904,83021099.39963603,38795994.117358923,44225105.282277107,0.040231622598245739,0.13509423525086883,2.9802322387695312e-08,1.4901161193847656e-08,
2023,NR,154475345.04099691,1937325933.8326795,928609483.17206311,1008716450.6606164,76565845.068800107,121044600.58491038,77909499.972196579,33430744.456086397,44478755.516110182,0.0411773520307313,0.13521835958540962,-2.2351741790771484e-07,-1.3411045074462891e-07,
2024,NR,151419022.997747,2007132241.528461,955218814.30871415,1051913427.2197468,81612715.301966026,124809691.86109602,69806307.695781469,26609331.136651039,43196976.55913043,0.042126476436780434,0.13440492922251354,4.9173831939697266e-07,5.9604644775390625e-08,
1900,Total,1116141.2152918724,1116141.2152918724,680032.9650394568,436108.2502524156,0.0,,,,,,,,,0.0
1901,Total,1158851.2144892327,2274531.895165229,1389243.289853091,885288.6053121387,460.53461587576373,449640.8896755987,1158390.6798733568,709210.324813634,449180.3550597231,0.00041261321557356284,0.6612045485905373,-2.3283064365386963e-10,0.0,0.0
1902,Total,1177537.7247412622,3449594.527347972,2108729.945356624,1340864.581991348,2475.092558519006,458051.06923772884,1175062.632182743,719486.6555035333,455575.97667920927,0.001088176676607653,0.32971263750798224,-2.3283064365386963e-10,0.0,0.0
1903,Total,1185036.1054195163,4628009.326119652,2830408.7908023996,1797600.535317253,6621.306647836473,463357.2599737409,1178414.7987716799,721678.8454457754,456735.95332590514,0.0019194449073198449,0.21973285910509457,0.0,0.0,0.0
1904,Total,1180364.6051211194,5795115.521431362,3545386.322324602,2249729.1991067613,13258.409809408748,465387.0735989171,1167106.1953117102,714977.5315222023,452128.66378950817,0.002864819164166474,0.16442397829996258,-4.656612873077393e-10,0.0,0.0
1905,Total,1283348.668471523,7055870.447426103,4307196.684567235,2748673.7628588662,22593.742476783915,521538.3062288896,1260754.9259947408,761810.3622426335,498944.563752105,0.0038987561841050894,0.14710337853589192,1.6298145055770874e-09,0.0,0.0
1906,Total,1622823.2182408469,8643686.826571412,5266799.004467249,3376887.8221041625,35006.839095536525,663220.8983408334,1587816.3791453093,959602.3199000135,628214.0592452963,0.004961377813889227,0.15397971044999315,-9.313225746154785e-10,0.0,0.0
1907,Total,1933577.6689069783,10525885.809342055,6404560.999469093,4121324.809872961,51378.68613633642,795815.6739051342,1882198.9827706423,1137761.9950018441,744436.9877687986,0.00594407076137859,0.15110044511479,4.656612873077393e-10,0.0,0.0
1908,Total,2164209.1096935715,12617509.69074625,7669307.219114854,4948202.471631395,72585.22828937862,899462.8900478105,2091623.881404195,1264746.219645761,826877.6617584336,0.006895878371106491,0.14044099043203298,2.0954757928848267e-09,0.0,0.0
1909,Total,2023182.9523686757,14541284.21606081,8833376.5695192,5707907.646541611,99408.42705411382,859113.6019643303,1923774.5253145602,1164069.3504043454,759705.1749102166,0.007878609130533936,0.11201971409139666,-1.862645149230957e-09,0.0,0.0
1910,Total,2222164.8439855403,16631220.662802186,10098597.00065593,6532623.662146256,132228.39724416359,956944.4128488093,2089936.446741376,1265220.431136731,824716.015604645,0.00909330945461596,0.1083327995039722,-6.984919309616089e-10,0.0,0.0
1911,Total,2362218.9951506453,18822478.52536402,11425963.684295895,7396514.841068124,170961.13258881262,1034852.3115106812,2191257.862561833,1327366.683639964,863891.1789218681,0.010279530051043618,0.10247485976947736,4.656612873077393e-10,0.0,0.0
1912,Total,2687759.8292617355,21294661.568411123,12924061.640591167,8370599.927819953,215576.78621463373,1189661.8729664632,2472183.043047104,1498097.9562952723,974085.0867518289,0.011453156178350033,0.10411917154975397,2.3283064365386963e-09,0.0,0.0
1913,Total,2630762.8298986424,23659405.69068013,14358538.723290393,9300866.967389738,266018.70762962877,1196285.7471994162,2364744.1222690083,1434477.0826992262,930267.0395697849,0.012492272148820887,0.09256267731207572,-5.122274160385132e-09,0.0,0.0
1914,Total,2274700.6284862016,25611969.261187434,15545528.92523022,10066440.335957216,322137.0579789039,1087710.4265463748,1952563.5705073029,1186990.2019398268,765573.3685674779,0.01361560227634118,0.07575356012948899,5.122274160385132e-09,0.0,0.0
1915,Total,1611757.5295654603,26840654.943950277,16296939.137874352,10543715.806075927,383071.84680261416,860347.3169213284,1228685.6827628426,751410.2126441319,477275.4701187108,0.014956750997789306,0.05534371465000424,-3.4924596548080444e-09,0.0,0.0
1916,Total,1566240.64430903,27959826.242819548,16996986.967578292,10962839.275241252,447069.3454397622,866192.8146050898,1119171.2988692708,700047.8297039401,419123.46916532516,0.016656424605634632,0.053150644257610534,3.259629011154175e-09,0.0,0.0
1917,Total,1796831.1657680527,29245047.536895994,17800794.325526297,11444253.211369695,511609.8716916043,993023.8078200475,1285221.2940764464,803807.3579480052,481413.9361284431,0.018298034731993103,0.0584235199870564,-1.862645149230957e-09,0.0,0.0
1918,Total,1881992.872012577,30552726.23611206,18620366.855166487,11932359.380945573,574314.1727965113,1062420.3423723867,1307678.699216064,819572.5296401903,488106.1695758775,0.019637997581366484,0.059683872693752686,-1.6298145055770874e-09,0.0,0.0
1919,Total,1897628.5797063685,31816739.339334764,19415087.56527147,12401651.774063293,633615.4764836642,1102907.8696013852,1264013.1032227054,794720.7101049833,469292.39311772026,0.020738426796583442,0.05923126424844673,1.1641532182693481e-09,0.0,0.0
1920,Total,1946404.6056219856,33074886.669313934,20189960.730646912,12884925.93866702,688257.2756428173,1171531.4402465443,1258147.32997917,774873.1653754413,483274.16460372694,0.021631923633102488,0.06034129057146817,1.862645149230957e-09,0.0,0.0
1921,Total,1820447.00764655,34157626.71936481,20842430.285547208,13315196.433817599,737706.9575956763,1167977.452746254,1082740.0500508733,652469.554900296,430270.49515057914,0.02230414165803031,0.057849416763517916,-4.656612873077393e-10,0.0,0.0
1922,Total,1748810.8026298606,35123733.4624104,21425479.961743288,13698253.500667106,782704.0595842708,1165761.1264337809,966106.7430455908,583049.6761960797,383057.0668495074,0.022914474299250316,0.05593211110520811,1.0477378964424133e-09,0.0,0.0
1923,Total,2059777.2610959923,36359309.98732328,22190858.169733312,14168451.817589967,824200.7361831077,1294399.053105968,1235576.5249128789,765378.2079900242,470198.3169228602,0.023465635766345045,0.06041400497992153,-5.587935447692871e-09,0.0,0.0
1924,Total,2112154.5359698026,37608935.43342572,22959329.924181093,14649605.509244628,862529.0898673608,1343682.781522022,1249625.4461024404,768471.7544477805,481153.69165466167,0.02372237234887248,0.0605511860444724,-1.3969838619232178e-09,0.0,0.0
1925,Total,2579562.488803976,39290574.012739055,24013448.92859769,15277125.084141359,897923.9094906453,1525443.48438738,1681638.5793133378,1054119.0044165961,627519.5748967305,0.02387528121023593,0.06644111519913137,6.984919309616089e-09,0.0,0.0
1926,Total,2566981.0443808744,40926593.224538594,25040098.437430345,15886494.787108252,930961.8325813358,1540331.5355482185,1636019.2117995396,1026649.5088326558,609369.7029668931,0.02369427925078145,0.0641445358444048,9.313225746154785e-10,0.0,0.0
1927,Total,2590498.0782528855,42555318.35170892,26063517.181804787,16491801.169904135,961772.9510825585,1567079.3338784426,1628725.1271703243,1023418.7443744428,605306.3827958833,0.023499951383832814,0.06258279446441581,-2.7939677238464355e-09,0.0,0.0
1928,Total,2429005.2907414483,43993488.02596128,26971064.875510316,17022423.150450967,990835.6164890897,1521457.5970359193,1438169.674252361,907547.693705529,530621.9805468321,0.02328347325004326,0.05837499161847829,2.3283064365386963e-09,0.0,0.0
1929,Total,3242666.838645928,46217525.939041525,28352326.2415312,17865199.69751033,1018628.925565677,1861405.4726250437,2224037.9130802453,1381261.3660208844,842776.5470593609,0.02315408419001847,0.06901490472165958,-5.587935447692871e-09,0.0,0.0
1930,Total,3284521.2735854667,48456134.13155822,29736864.195529822,18719269.93602839,1045913.081068787,1899983.319586845,2238608.192516692,1384537.9539986216,854070.238518063,0.022630226517280288,0.06701331324283726,1.210719347000122e-08,0.0,0.0
1931,Total,2810114.690685803,50192252.8361255,30815660.056751497,19376592.779374003,1073995.986118508,1731318.8294641282,1736118.7045672834,1078795.8612216748,657322.8433456123,0.022164293651710083,0.058221297917632746,-1.1641532182693481e-08,0.0,0.0
1932,Total,1985226.5320149139,51073985.488613755,31403615.305799633,19670370.182814125,1103493.879526663,1397271.2829667777,881732.652488254,587955.2490481362,293777.40344012156,0.02198534270078492,0.045342896449191754,3.259629011154175e-09,0.0,0.0
1933,Total,2130751.308128432,52071059.87117224,32068018.647184525,20003041.223987717,1133676.925569943,1466347.9667435405,997074.3825584874,664403.3413848914,332671.0411735922,0.022196758579231705,0.04669360366520395,-1.6298145055770874e-09,0.0,0.0
1934,Total,2153800.4249059404,53062068.36162154,32735072.153305583,20326996.208315957,1162791.9344566509,1486746.9187848824,991008.4904492944,667053.506121058,323954.98432824016,0.022330867421048974,0.046362294320151716,4.889443516731262e-09,0.0,0.0
1935,Total,2348604.0815356798,54220635.10866696,33489602.398010146,20731032.710656803,1190037.3344902655,1594073.8368311166,1158566.74704542,754530.2447045632,404036.50234084576,0.022427270011038423,0.04869620660573822,5.820766091346741e-09,0.0,0.0
1936,Total,2420560.0545317903,55425789.50375997,34263388.46873787,21162401.035022095,1215405.659438773,1646773.9838040657,1205154.3950930163,773786.0707277246,431368.32436529174,0.02241592443546452,0.04917269438534488,-9.313225746154785e-10,0.0,0.0
1937,Total,2480473.2911441065,56667003.79774293,35061438.22900444,21605565.56873849,1239258.997161137,1682423.5308775343,1241214.2939829603,798049.7602665722,443164.5337163955,0.022358887591074694,0.04910266048008031,-9.313225746154785e-09,0.0,0.0
1938,Total,2784646.56278882,58189788.33453505,36026807.939784154,22162980.39475089,1261862.0259967083,1819276.8520091083,1522784.5367921144,965369.7107797116,557414.826012399,0.022268020919203227,0.05188825512879613,2.7939677238464355e-09,0.0,0.0
1939,Total,2795324.1039329236,59701652.0324272,36998938.01179661,22702714.02063059,1283460.4060407735,1823194.0319204694,1511863.6978921518,972130.0720124543,539733.6258797012,0.022056454281327104,0.05060659370565908,1.6298145055770874e-09,0.0,0.0
1940,Total,2799481.962381945,61196726.33854167,37959493.57971095,23237232.75883072,1304407.6562674786,1838926.3944676006,1495074.3061144724,960555.5679143444,534518.7382001281,0.021848769872548655,0.04970213993388902,6.05359673500061e-09,0.0,0.0
1941,Total,2759988.9474054174,62631763.83220151,38882583.73956482,23749180.09263669,1324951.4537455742,1836898.7875515493,1435037.493659839,923090.1598538682,511947.33380597085,0.021650691679419465,0.04839102459821427,-4.190951585769653e-09,0.0,0.0
1942,Total,2195329.275260104,63481713.299422316,39445252.82472159,24036460.47470073,1345379.8080392925,1632660.1901033353,849949.4672208056,562669.0851567686,287280.38206404075,0.021480790667874797,0.0419894984612874,-5.820766091346741e-09,0.0,0.0
1943,Total,2356919.0159274223,64472842.78135425,40100385.03205231,24372457.749301948,1365789.5339954984,1701786.8085967037,991129.4819319323,655132.2073307186,335997.27460121736,0.02151469238949994,0.04314300674301015,8.381903171539307e-09,0.0,0.0
1944,Total,2650554.1043788553,65737281.355187476,40931160.86844802,24806120.486739464,1386115.5305456137,1819778.2679831446,1264438.5738332272,830775.8363957107,433662.73743751645,0.021499215340113446,0.04538056845410818,-1.4435499906539917e-08,0.0,0.0
1945,Total,2799481.962381945,67130355.50938955,41825700.960967876,25304654.548421677,1406407.8081798824,1904941.869862088,1393074.1542020738,894540.092519857,498534.0616822131,0.021394371339770953,0.046540137866710775,1.1175870895385742e-08,0.0,0.0
1946,Total,3877249.3558253488,69580884.71476072,43387305.00605157,26193579.708709158,1426720.1504541608,2315645.3107416546,2450529.2053711712,1561604.0450836942,888925.1602874808,0.021252980706390045,0.05536417220843796,-1.6763806343078613e-08,0.0,0.0
1947,Total,4261627.936703766,72394801.9470452,45141595.832597226,27253206.11444798,1447710.7044192904,2507337.11015811,2813917.2322844863,1754290.8265456557,1059626.405738823,0.02080615545999484,0.05778964860362707,1.1175870895385742e-08,0.0,0.0
1948,Total,3784395.5496209944,74708318.84052896,46586885.668400176,28121433.172128785,1470878.6561372408,2339105.7138180444,2313516.893483758,1445289.83580295,868227.0576808043,0.020317462256656878,0.05181708069188266,4.6566128730773926e-09,0.0,0.0
1949,Total,4327952.08399259,77538496.97337098,48338609.818812415,29199887.15455857,1497773.9511505659,2576227.933580351,2830178.132842019,1751724.1504122391,1078453.9824297838,0.020048288790270964,0.055299423788866896,-5.122274160385132e-09,0.0,0.0
1950,Total,3995728.4007549323,80004960.85184559,49873973.6849339,30130987.166911703,1529264.5222803163,2460364.5346334465,2466463.878474608,1535363.8661214858,931100.0123531334,0.01972264851620107,0.05089853729463113,-7.916241884231567e-09,0.0,0.0
1951,Total,4547424.716839248,82986161.84806149,51714316.41618865,31271845.43187284,1566223.720623358,2707081.9855844993,2981200.996215895,1840342.731254749,1140858.2649611384,0.019576582551220977,0.05427844997244051,4.6566128730773926e-09,0.0,0.0
1952,Total,4757853.147782884,86134889.99981537,53656439.228516385,32478450.77129899,1609124.9960290021,2815730.3354551485,3148728.1517538875,1942122.8123277351,1206605.3394261487,0.019390280984137243,0.05444779184152016,6.05359673500061e-09,0.0,0.0
1953,Total,4805485.94447213,89281595.77326319,55611914.57278642,33669681.200476766,1658780.1710243297,2850010.6002020948,3146705.7734478116,1955475.3442700356,1191230.429177776,0.019257935675402675,0.05311591006000676,1.1175870895385742e-08,0.0,0.0
1954,Total,4655653.6662787385,92221941.9212452,57453579.97727883,34768361.943966374,1715307.518296709,2813988.2617863305,2940346.147982016,1841665.404492408,1098680.7434896082,0.019212330418610032,0.05060045645620247,-1.30385160446167e-08,0.0,0.0
1955,Total,5390645.807597626,95834671.18902962,59706459.10904764,36128212.079981975,1777916.539813205,3137766.675828818,3612729.2677844167,2252879.131768808,1359850.1360156015,0.019278671678064345,0.054613945328902236,-4.6566128730773926e-09,0.0,0.0
1956,Total,5135297.84053565,99124075.6933223,61726261.93622261,37397813.75709968,1845893.336242973,3115495.0133606736,3289404.504292682,2019802.8271749765,1269601.6771177053,0.019261226791314708,0.052180200598909175,4.6566128730773926e-09,0.0,0.0
1957,Total,5873907.662615745,103078485.31623134,64122085.510937095,38956399.80529426,1919498.039706694,3478084.0879012635,3954409.6229090393,2395823.574714482,1558586.0481945798,0.019364599632135635,0.05634690938347963,-1.210719347000122e-08,0.0,0.0
1958,Total,5781053.85641139,106859854.52804883,66409868.07412391,40449986.45392491,1999684.6445939257,3493271.293224573,3781369.211817488,2287782.563186817,1493586.6486306489,0.01939963163466318,0.054478441638158154,2.3748725652694702e-08,0.0,0.0
1959,Total,4984862.615548724,109756898.4265734,68195979.00379406,41560919.42277934,2087818.717024133,3198751.6858785767,2897043.8985245675,1786110.9296701476,1110932.9688544273,0.01953791464760152,0.04816681283432553,-2.3748725652694702e-08,0.0,0.0
1960,Total,6457560.158757404,114031303.84156135,70826752.12932596,43204551.71223541,2183154.743769461,3826787.0332255075,4274405.4149879515,2630773.125531897,1643632.289456077,0.019890820304383657,0.05611455527330439,7.450580596923828e-09,0.0,0.0
1961,Total,6540575.68803976,118288147.31635448,73422344.94571362,44865802.370640844,2283732.2132466445,3944982.871652092,4256843.474793136,2595592.8163876683,1661250.6584054306,0.020027239330874733,0.05569905089603373,2.0489096641540527e-08,0.0,0.0
1962,Total,7343126.3890438955,123241578.69106463,76472460.12923118,46769118.56183344,2389695.014333755,4293011.205526335,4953431.374710143,3050115.1835175604,1903316.1911925972,0.02020232008489118,0.058470091205891944,1.862645149230957e-09,0.0,0.0
1963,Total,8427161.357603077,129167440.18078744,80147125.29981826,49020314.88096918,2501299.867880242,4752496.187015999,5925861.489722818,3674665.1705870777,2251196.3191357404,0.0202959090142002,0.06214650580071221,-1.6763806343078613e-08,0.0,0.0
1964,Total,7946945.571587931,134497065.9472506,83434841.60375139,51062224.34349921,2617319.80512478,4659229.267654803,5329625.7664631605,3287716.3039331287,2041909.4625300318,0.02026299972703248,0.05813345457151871,9.313225746154785e-09,0.0,0.0
1965,Total,7466764.967437981,139227692.0548645,86372455.04807948,52855237.00678503,2736138.859824061,4529151.523109896,4730626.107613891,2937613.4443280846,1793012.6632858142,0.020343483633294777,0.05428369534899742,-2.7939677238464355e-08,0.0,0.0
1966,Total,7706915.212074744,144078164.86666518,89370364.43389988,54707800.432765305,2856442.4002741016,4709005.82625434,4850472.8118006885,2997909.3858204037,1852563.4259802774,0.020516338079844654,0.054519763547684945,4.6566128730773926e-08,0.0,0.0
1967,Total,7871668.885477162,148972999.3072886,92389442.48953202,56583556.81775657,2976834.444853724,4852590.829845018,4894834.440623403,3019078.055632144,1875756.3849912658,0.020661246258991343,0.05429753879356833,-3.5390257835388184e-08,0.0,0.0
1968,Total,8616251.877829406,154491912.99193078,95790962.76701406,58700950.2249167,3097338.193187243,5214731.600347374,5518913.684642196,3401520.277482033,2117393.4071601257,0.02079127229490978,0.056442938282025214,3.166496753692627e-08,0.0,0.0
1969,Total,9050968.174782896,160324730.2972934,99400804.73973481,60923925.55755858,3218150.8694202695,5441126.202062139,5832817.305362612,3609841.972720757,2222975.3326418847,0.020830545800726512,0.05680208283631334,-1.4901161193847656e-08,0.0,0.0
1970,Total,9635137.86876988,166620039.0566545,103288906.33795719,63331132.71869731,3339829.109408742,5747036.2705475055,6295308.759361118,3888101.598222375,2407207.1611387283,0.020831652753855436,0.057816798220046664,-2.0489096641540527e-08,0.0,0.0
1971,Total,9411715.183753476,172569268.059171,106992330.39905998,65576937.660111,3462486.1812369917,5708291.122650683,5949229.002516478,3703424.0611027926,2245804.941413693,0.02078073082229725,0.05526528767739472,-5.587935447692871e-09,0.0,0.0
1972,Total,7520694.931788858,176503880.49071503,109467628.71966295,67036251.77105211,3586082.5002448093,5045396.61118589,3934612.4315440357,2475298.3206029683,1459314.1109411046,0.020780539551313412,0.047156619473261024,-1.30385160446167e-08,0.0,0.0
1973,Total,7067618.036410745,179862521.41470516,111566649.2409259,68295872.17377926,3708977.1124206707,4968597.5151478015,3358640.9239901304,2099020.5212629437,1259620.4027271569,0.02101357263142881,0.045388737960807994,5.587935447692871e-08,0.0,0.0
1974,Total,8418468.769081242,184451876.77207056,114439772.99745442,70012103.77461614,3829113.411715836,5545345.012552716,4589355.3573654,2873123.7565285265,1716231.600836873,0.021289112270850084,0.04970432517496924,-7.450580596923828e-09,0.0,0.0
1975,Total,6608771.339842267,187114584.60505766,116106836.06422526,71007748.5408324,3946063.5068551567,4941708.273071431,2662707.8329871,1667063.0667708367,995644.7662162632,0.021393458152401214,0.04318173781401465,-1.0710209608078003e-08,0.0,0.0
1976,Total,5645295.151643251,188700281.96694896,117111929.41854857,71588352.54840037,4059597.789751905,4640201.797319938,1585697.3618912995,1005093.3543233126,580604.007567972,0.021695784956156622,0.03996493190765426,-4.6566128730773926e-08,0.0,0.0
1977,Total,6742934.0539236795,191273899.7669717,118694663.02185005,72579236.74512166,4169316.2539009405,5160200.450622199,2573617.800022751,1582733.6033014804,990884.1967212856,0.02209491268609339,0.044062124808652584,1.210719347000122e-08,0.0,0.0
1978,Total,7900391.469522506,194898796.45159316,120891479.53974521,74007316.91184798,4275494.784901044,5703574.951627344,3624896.6846214533,2196816.517895162,1428080.166726321,0.022352734952912363,0.04805249710829369,-8.381903171539307e-09,0.0,0.0
1979,Total,9072507.83575352,199589988.84170178,123741626.24433891,75848362.59736286,4381315.445644952,6222361.131159816,4691192.390108615,2850146.704593703,1841045.6855148822,0.022479951264004525,0.05147063428166668,4.842877388000488e-08,0.0,0.0
1980,Total,11497647.980966158,206596812.4891145,128009116.21094075,78587696.27817376,4490824.333553413,7230158.0143643245,7006823.647412717,4267489.966601834,2739333.6808108985,0.022500248432375847,0.05842947303834306,-2.7939677238464355e-08,0.0,0.0
1981,Total,13622629.4540863,215610602.14648837,133474740.83521092,82135861.31127745,4608839.796712443,8157004.829816129,9013789.657373875,5465624.624270171,3548165.0331036896,0.02230837804893665,0.06372206192232864,1.862645149230957e-08,0.0,0.0
1982,Total,8068702.87541754,218937875.81561714,135518179.46767977,83419696.34793736,4741429.206288753,6025264.24294869,3327273.6691287756,2043438.6324688494,1283835.0366599113,0.021990705276484366,0.04514160660845586,-1.1175870895385742e-08,0.0,0.0
1983,Total,6735254.762740226,220782611.06205562,136680001.8098933,84102609.25216234,4890519.516301752,5573432.420526685,1844735.2464384735,1161822.3422135413,682912.9042249769,0.022337475861967344,0.041126824773025476,-9.313225746154785e-10,0.0,0.0
1984,Total,8494012.338532345,224226965.02797723,138812826.14351672,85414138.88446051,5049658.372610728,6361188.004908936,3444353.9659216106,2132824.3336234093,1311529.6322981715,0.022871630824183954,0.04654073690865648,-6.51925802230835e-09,0.0,0.0
1985,Total,9531449.595830128,228544593.08986774,141484480.26676354,87060112.8231042,5213821.533939639,6859795.472583309,4317628.061890513,2671654.123246819,1645973.938643694,0.02325242877585709,0.049417591033634446,2.421438694000244e-08,0.0,0.0
1986,Total,9761911.62082595,232925482.59415787,144211645.27845728,88713837.31570058,5381022.116535799,7034746.609132204,4380889.504290134,2727165.011693746,1653724.492596373,0.023544736035036658,0.04972097714087411,-1.7695128917694092e-08,0.0,0.0
1987,Total,11881462.6190528,239257136.73126775,148109459.0465741,91147677.6846937,5549808.481942928,7983648.850935997,6331654.137109876,3897813.768116802,2433840.3689931184,0.023826540660700238,0.05536063911843197,4.6566128730773926e-09,0.0,0.0
1988,Total,13563010.835549245,247100794.66261995,152921494.91255295,94179299.750067,5719352.904197053,8750974.969570378,7843657.931352198,4812035.865978867,3031622.0653733015,0.0239046282269147,0.05908451104948382,6.51925802230835e-09,0.0,0.0
1989,Total,17631652.557208423,258840716.34560883,160090039.86763546,98750676.47797337,5891730.874219554,10463107.602125917,11739921.682988882,7168544.955082506,4571376.727906376,0.023843431512488057,0.06842143158559344,1.30385160446167e-08,0.0,0.0
1990,Total,18075418.971801028,270844904.8709339,167422894.10702914,103422010.76390474,6071230.446475936,10742564.732407346,12004188.52532506,7332854.239393681,4671334.285931364,0.023455469186576962,0.06710326726940315,-3.166496753692627e-08,0.0,0.0
1991,Total,18043319.201496225,282624615.04026175,174649044.18642235,107975570.85383941,6263609.032168389,10817169.122103017,11779710.169327855,7226150.079393208,4553560.089934677,0.023126183729220217,0.06460985625530927,1.862645149230957e-08,0.0,0.0
1992,Total,22378304.061403196,298531857.38238263,184352565.7795307,114179291.60285193,6471061.719282281,12674782.46829484,15907242.342120886,9703521.593108356,6203720.749012515,0.02289631325410363,0.07257287050918891,-2.9802322387695312e-08,0.0,0.0
1993,Total,26396555.640264224,318231537.1117583,196350342.96402997,121881194.14772832,6696875.91088859,14398778.45576496,19699679.72937566,11997777.184499264,7701902.544876397,0.022432701051099933,0.07810457313072941,2.60770320892334e-08,0.0,0.0
1994,Total,28029462.793299314,339310664.5791812,209182000.04862228,130128664.53055887,6950335.325876376,15197805.708707001,21079127.467422903,12831657.084592313,8247470.382830545,0.021840498238977234,0.07740147269053223,-3.725290298461914e-08,0.0,0.0
1995,Total,29308092.528241593,361377961.29990077,225791702.61387146,135586258.68602931,7240795.8075220594,12698389.962992469,22067296.720719576,16609702.565249175,5457594.1554704309,0.021339723632035606,0.060704983985433038,4.0978193283081055e-08,5.029141902923584e-08,0
1996,Total,33102738.436124962,386898987.1854437,244134705.74256656,142764281.44287714,7581712.5505820019,14759735.30742985,25521025.885542929,18343003.128695101,7178022.7568478286,0.020980008087128705,0.065368811770158866,-2.9802322387695312e-08,-1.1175870895385742e-08,0
1997,Total,38135925.261262894,417038695.30040789,264986830.21588594,152051865.08452195,7996217.1462987475,17283800.78794352,30139708.114964187,20852124.473319381,9287583.6416448057,0.020667454325658648,0.070796164500137967,4.0978193283081055e-08,7.4505805969238281e-09,0
1998,Total,39027664.959416389,447560958.16340315,284293053.34841114,163267904.81499201,8505402.0964210406,19721441.826891184,30522262.862995267,19306223.132525206,11216039.730470061,0.020394755192427158,0.074424233879185758,-8.1956386566162109e-08,0,0
1999,Total,32631605.448743433,471064479.48369998,295509692.73954099,175554786.74415898,9128084.1284466907,21414966.057613552,23503521.320296824,11216639.391129851,12286881.929166973,0.020395175141961455,0.075327081704556306,8.1956386566162109e-08,-2.9802322387695312e-08,0
2000,Total,37039360.663535744,498237640.81474811,309783286.15285599,188454354.66189212,9866199.3324875999,22765767.250220746,27173161.331048131,14273593.413314998,12899567.917733133,0.020944477374522558,0.077038986569845758,-1.4901161193847656e-08,0,0
