year,y,k_NR,k_ME,m,nrs,omega,omega_kME,phi,p_Y,p_M,tot,pcu,rer,ner,D1973,D1975,D7375,D1982,Y_real,M_real,K_NR_gross,K_ME_gross,GOS,I_total,NRS,pi,in_sample
1990,17.040067286980953,18.617513114539282,17.87913338800083,15.26443355211135,16.010038396180907,0.4656652389700015,8.32569092169994,0.4778875971551382,38.784733095728505,57.01137812247238,4.535699245555832,0.3803718061518488,4.484811515407555,5.7199947864806395,0,0,0,0,25142426.7771056,4258525.587478859,121753992.80951944,58184723.06778522,13434472.603658954,4458710.559324629,8975762.044334326,0.5343347610299984,False
1991,17.116396175818338,18.66272634093317,17.931982946302362,15.345993531243897,16.204602737954065,0.4341830271623798,7.78576263864973,0.48155087466146757,47.38727309446691,64.055160186942,4.526444680789626,0.25918236261704836,4.451507486988849,5.855690164671028,0,0,0,0,27136660.99337492,4620407.817017572,127385227.53097336,61342467.73649028,15354383.376192126,4450792.425585477,10903590.95060665,0.5658169728376202,False
1992,17.23120802859673,18.71385826935004,18.017757505736835,15.57507803888488,16.323979522693133,0.4150036428256035,7.477435000429145,0.4985253872409972,53.46006442261283,67.61330427586262,4.494401688457712,0.23592449967303772,4.3751759572472855,5.893233647818722,0,0,0,0,30438171.75663508,5809923.947927688,134068077.41945724,66836340.21219092,17806219.596680123,5520114.403655992,12286105.193024132,0.5849963571743965,False
1993,17.29857322468766,18.770431129644322,18.121525372376826,15.69389717790742,16.36695063559314,0.4061028796031479,7.359203636523736,0.5226173342125345,59.64352429595805,71.92743371480198,4.408254298987712,0.06163049321976287,4.382887886203898,6.001825272285733,0,0,0,0,32559287.77696921,6542940.092929677,141871337.32345045,74144420.11314893,19336867.25291444,6511306.960389595,12825560.292524844,0.5938971203968522,False
1994,17.354053034139593,18.826389095293283,18.22397968788293,15.746208428822158,16.418779024387785,0.4066280414062997,7.410381167112026,0.5474909169852625,67.70963269935059,72.91662524445756,4.546247866576577,0.24173470756348225,4.3491203482157434,6.040855532260051,0,0,0,0,34416719.42753583,6894319.908071816,150036490.9228183,82143615.9965848,20421916.21508679,6914100.410267169,13507815.804819623,0.5933719585937003,False
1995,17.453848714851386,18.855425506883467,18.38027751946655,15.960345699819563,16.509143397488582,0.3866670095911675,7.107046943907893,0.6217930321112852,74.58567984751008,72.68539008938602,4.674101568414952,0.42625248850285946,4.248000144288217,5.983387153752178,0,0,0,0,38028586.63929618,8540633.128295971,154456877.74283844,96040210.3421616,23324186.7645009,8538895.700875174,14785291.063625727,0.6133329904088325,False
1996,17.524966669638847,18.88826612915218,18.53811479982044,16.137672085052216,16.53000035607522,0.4024880657943085,7.461369969252575,0.7045814578094843,76.53059609353012,76.64560542420841,4.4950794959548634,0.16515043337748284,4.245134092933446,6.021554858558915,0,0,0,0,40831592.66004995,10197693.090250194,159613548.40811086,112460746.62353145,24397363.907005362,9300458.270126289,15096905.636879073,0.5975119342056915,False
1997,17.588881477612897,18.92184660620563,18.70204658787589,16.248929883473384,16.58521303834912,0.3972574387492811,7.429527126869308,0.8026793030606145,79.83806379424607,75.91188821351986,4.494690054593319,0.14616940664395459,4.2026927883683465,6.038464526950168,0,0,0,0,43526542.29192956,11397788.273816165,165064457.3531029,132493823.58826716,26235299.583425358,10281412.874037797,15953886.709387561,0.6027425612507189,False
1998,17.620935307289084,18.966418772109304,18.84494547283081,16.31899712866459,16.604427544054865,0.4050958330904683,7.634008885860846,0.8856146995846323,81.41760862487652,75.79516246126309,4.446259009220509,-0.13590073512959117,4.225425788110885,6.131921289087684,0,0,0,0,44944336.13576658,12225043.219600355,172588166.17225322,152846616.93650264,26737572.846150175,10474176.07055266,16263396.775597515,0.5949041669095316,False
1999,17.61361081113189,19.000517514550825,18.935788944377627,16.158622492771958,16.653758454561338,0.4251029962168492,8.049660615984818,0.9373218459586365,83.4405246313303,78.73241631283511,4.5008573393627085,-0.17956922122839475,4.311254379367567,6.232246131725247,0,0,0,0,44616344.172736935,10413592.612986038,178574692.05580586,167381959.99924302,25649802.5846643,8563999.382340476,17085803.202323824,0.5748970037831507,False
2000,17.6572225677643,19.03388445080959,19.036708189789028,16.288383750156374,16.673206232202514,0.4261650910860889,8.112780479680735,1.002827729485513,87.28627212530193,85.06718574995514,4.549812542054427,-0.08626265182406222,4.38051723213565,6.289476449617249,0,0,0,0,46605194.72946803,11856463.85893036,184633705.64209297,185155799.81555665,26743687.672499377,9322351.45823651,17421336.214262865,0.5738349089139111,False
2001,17.690156065165045,19.071895739385024,19.127990290947135,16.30503520824385,16.721849659277474,0.4183546082112362,8.00228288403752,1.0576976859773048,90.6405883767224,93.73940475108576,4.474572780798356,-0.23442476996741912,4.5286125187617845,6.452724596840261,0,0,0,0,48165620.898592375,12055544.158664051,191786961.6819007,202852625.5715644,28015311.438310836,9725592.390481297,18289719.04782954,0.5816453917887638,False
2002,17.711593717770285,19.108864427128374,19.214846994252635,16.314772906519458,16.723841155579606,0.4268990183860807,8.202799320285184,1.1118024944228562,94.46366492130696,97.13769022301508,4.512730625337726,-0.22500033317488988,4.560447691084166,6.535593095617135,0,0,0,0,49209326.070127815,12173510.840045176,199009760.08281904,221259547.67457235,28201913.075349677,9875733.826541862,18326179.248807818,0.5731009816139192,False
2003,17.75039846302527,19.149679854994858,19.300734015205528,16.407934897876128,16.756170280915285,0.4259551372862888,8.221246807173015,1.1630596479315873,100.00000015638312,100.00000000603102,4.605170185988091,-0.1623777629916468,4.605170185988092,6.538914574222246,0,0,0,0,51156415.26,13362126.704544002,207300472.1447065,241102814.14867416,29366077.374852296,10437747.727328643,18928329.647523653,0.5740448627137111,False
2004,17.809054906822023,19.188109698586516,19.402049375031893,16.589216817202622,16.858448996890697,0.401823594993902,7.796201230124505,1.2385479389256675,107.47765981251088,93.79256331775515,4.820710918442079,0.23410085600958344,4.515043360984012,6.412720914909783,0,0,0,0,54246818.68,16017890.58681149,215422052.89767325,266810539.61554933,32449166.981020045,11482404.62461372,20966762.356406324,0.598176405006098,False
2005,17.86315904587946,19.230708291330163,19.540671538311447,16.784662383534425,16.849465070909144,0.3887470001595428,7.596377441621533,1.3633750050642723,115.59472280958984,94.4071860986496,4.954715272193437,0.42077952653341316,4.464604412229081,6.327691714019528,0,0,0,0,57262644.8,19475394.057501387,224796991.14999685,306482598.94756013,35001963.41279855,14222721.30222801,20779242.110570543,0.6112529998404572,False
2006,17.90803632017195,19.273604164643494,19.670583323377503,16.896179232121476,16.97097106808271,0.3651752066024995,7.183209329106061,1.4873249319937663,129.95377279170046,93.9242148586696,5.216609931244421,0.9703383858257656,4.430571998043067,6.273373208340025,0,0,0,0,59890971.18,21772956.54303004,234649663.1458049,349000294.2806944,38020273.40571915,14556433.466179948,23463839.939539205,0.6348247933975004,False
2007,17.953012417762558,19.317521903329077,19.803371992669888,17.055546806935446,17.00015842315197,0.3559182343457447,7.0483811937230385,1.6255562897297557,137.03923628032103,97.94110514008533,5.2506145897154,0.9646939023320189,4.387414113592266,6.258989870865547,0,0,0,0,62646127.0,25534647.335270766,245184587.531842,398561348.4071816,40349228.08956071,16190448.329099298,24158779.760461412,0.6440817656542552,False
2008,17.98898097691127,19.36788023187854,19.957314096725327,17.211785641473323,16.866781694024674,0.3768038606709044,7.519993000267966,1.8029674031826337,137.36509637016275,111.68287839858267,5.093735833093886,0.843818193679006,4.411103294979889,6.2572643648367,0,0,0,0,64940432.0,29852693.89511424,257847847.84263232,464891264.64106166,40470626.50876366,19328424.54432114,21142201.964442525,0.6231961393290957,False
2009,17.972019042945508,19.414866727050434,20.05884359321807,17.002666377142262,16.932506366094803,0.3918599767086992,7.8602579832418735,1.9040379467144106,141.30315110184927,100.51730982612372,5.138804118495592,0.6565997525292728,4.402874373973899,6.327342535770274,0,0,0,0,63848206.0,24219444.90946576,270252354.58144635,514570738.31199193,38828649.48394777,16250201.81892966,22578447.66501811,0.6081400232913008,False
2010,18.022694459592724,19.446985776546818,20.15210243055284,17.276464792860864,16.936899780415004,0.3749755558960666,7.556545811371027,2.0240827885166706,154.5493893709071,95.28537904066002,5.337539899373613,0.9572459445143471,4.347929636495521,6.235148962958114,0,0,0,0,67167124.0,31847351.874271143,279073508.53836894,564867885.3634727,41981094.34015997,19303231.974767543,22677862.365392424,0.6250244441039334,False
2011,18.083073373908885,19.496694200520928,20.284521418774755,17.423495492625882,16.927499435349564,0.3738098048186586,7.582552992392091,2.1986141240522814,158.0859400059298,108.84558343375352,,,,,0,0,0,0,71347536.47128351,36891638.80282608,293296382.6282409,644845569.3798926,44677127.78866089,22211446.30562356,22465681.48303733,0.6261901951813413,False
2012,18.142806681150105,19.550101249346067,20.41681013238969,17.460942240060273,16.998556965268282,0.3530543014669379,7.208242639473942,2.3790681634250386,159.29287348471053,110.59687951507458,,,,,0,0,0,0,75739219.93595766,38299302.40668297,309386310.35619414,736051121.1679598,48999162.54781734,24879041.092577595,24120121.455239747,0.646945698533062,False
2013,18.17535623233987,19.60000461852894,20.527182377148062,17.47935251343817,17.097531222676686,0.3374997594779841,6.927919115048185,2.527366265189225,162.89411995099985,110.51286226389352,,,,,0,0,0,0,78245058.27380379,39010933.596748784,325217458.14475405,821943632.5656402,51837369.92605415,25207842.20793681,26629527.71811734,0.6625002405220158,False
2014,18.193123942275893,19.64929451848993,20.616632874970392,17.411273792898402,17.16058653632305,0.3402362245219792,7.014525331735644,2.630932527350279,172.42813625630103,125.82789102184772,,,,,0,0,0,0,79647717.89735402,36443504.33153397,341649022.6428566,898855526.6085235,52548679.06816661,24185948.529659256,28362730.538507357,0.6597637754780208,False
2015,18.214415093521488,19.696867862183655,20.69100271468294,17.40269535055136,17.21361642523038,0.3348317142876987,6.928003909288717,2.7023853676999376,180.97085640298448,125.75517984191352,,,,,0,0,0,0,81361690.98891631,36132212.937324695,358295227.44299155,968251779.9586616,54119216.51775145,24211818.735335067,29907397.78241638,0.6651682857123012,False
2016,18.231793596265643,19.739279488158893,20.753972766725287,17.41432182968516,17.277504824444378,0.3293602951378692,6.83553459573194,2.7585171712636827,189.2243146905959,123.37626133139206,,,,,0,0,0,0,82787992.9588311,36554754.93520973,373817955.97898096,1031183250.4947104,55520915.16403865,23640423.807900287,31880491.356138363,0.6706397048621308,False
2017,18.245279208990492,19.776784532355194,20.810767899104825,17.457904184476696,17.323486215627447,0.329834392870671,6.86410699517369,2.8122457592956493,198.360427699044,123.53626596245476,,,,,0,0,0,0,83912001.7090287,38183123.565406725,388104244.29104006,1091444515.17212,56234937.57076851,22854312.042751275,33380625.528017238,0.6701656071293289,False
2018,18.28440404714271,19.814135076873146,20.868359584993108,17.540444182019467,17.37587361464138,0.3179679732626864,6.635470002557214,2.869748823851837,201.514754699042,128.6437985891952,,,,,0,0,0,0,87260115.31268035,41468480.14392931,402874266.2739487,1156147951.7998362,59514193.30003907,24338227.60370686,35175965.69633221,0.6820320267373136,False
2019,18.290825618674155,19.851127158636654,20.921176270976257,17.522944139762533,17.388252440383233,0.3049138991284411,6.37915743113679,2.915522684601114,206.68634725673348,135.53431565713575,,,,,0,0,0,0,87822265.39672999,40749093.00113303,418056504.104398,1218853221.1614113,61044036.024320275,25429926.92280681,35614109.10151346,0.6950861008715589,False
2020,18.22746297188566,19.88413608044042,20.958375997508856,17.39140352722767,17.275807062508274,0.3388187082985331,7.101089883510931,2.927766709092642,226.6908236821332,143.6805160096877,,,,,0,0,0,0,82430244.45446147,35726509.250489965,432086380.22313297,1265048119.469634,54501335.50366851,22674923.71215579,31826411.79151272,0.6611812917014669,False
2021,18.33485804559489,19.918771364948537,21.00775381517882,17.668203033983964,17.272568332617936,0.3678456619978876,7.727611109233102,2.971249139936205,242.29395699140065,158.70778005377412,,,,,0,0,0,0,91775693.66080566,47119761.416794,447313999.1638458,1329081335.2970011,58016402.870831266,26292901.49102124,31723501.379810028,0.6321543380021124,False
2022,18.355287129984216,19.95499293320013,21.056592421519277,17.681481201359816,17.337498968827955,0.3449338122965359,7.2631306979289905,3.008974997333632,260.58114150281006,207.1981544594224,,,,,0,0,0,0,93669869.31160428,47749597.77807941,463813427.396574,1395603006.463909,61359964.192634314,27508291.57185361,33851672.62078071,0.655066187703464,False
2023,18.362034563087477,19.988068252496298,21.100273312683296,17.563604298162204,17.395720357630992,0.3269540204435793,6.898819192040165,3.041056719715428,277.67088847366585,188.7848950383785,,,,,0,0,0,0,94304037.58655632,42440102.97875415,479410725.511694,1457915208.3209856,63470953.35356931,27589885.46003452,35881067.89353479,0.6730459795564206,False
2024,18.389699596299828,20.021352920590004,21.13636569662708,17.58435241086569,17.371297029580877,0.3587612387242985,7.582908739451701,3.0496071408276904,297.46274919618594,205.85209949134708,,,,,0,0,0,0,96949385.01386663,43329853.421340056,495636285.6270121,1511495955.9014487,62167703.55273289,27152355.83422945,35015347.718503445,0.6412387612757015,False
