"run_id","state_id","window_id","model_id","ll_id","rho","n","rank","columns","condition_number","bic","r_squared","adf_p","kpss_p","sample_gate","rank_gate","residual_gate","generated_path_gate","overall_gate"
"S90_RUN_0254","CORP_NVA","post_1973_full","M1_H3","LL22",,46,20,20,57.2035156414443,-292.104529034215,0.997991000115306,0.146835499809559,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0255","CORP_NVA","post_1973_full","M1_H5","LL00",,50,8,8,8.00821322440202,-330.744800252048,0.996395214364786,0.264064606056026,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0256","CORP_NVA","post_1973_full","M1_H5","LL22",,46,20,20,57.0096076754715,-293.853704792644,0.998065959247403,0.357571978643729,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0257","CORP_NVA","post_1973_full","M2_H3","LL00",,50,8,8,11.1845396244089,-328.103655111424,0.996199680247469,0.259651472220721,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0258","CORP_NVA","post_1973_full","M2_H3","LL22",,46,20,20,55.1811337229474,-299.73633500153,0.998298129052813,0.0402958983469982,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0259","CORP_NVA","post_1973_full","M2_H5","LL00",,50,8,8,11.3377654009501,-341.473900583627,0.997091375470539,0.141049508215269,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0260","CORP_NVA","post_1973_full","M2_H5","LL22",,46,20,20,56.8665716734378,-313.815858494861,0.998746860997669,0.0768353522758609,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0261","NFC_GVA","full_long_sample","M3","LL11",0.98,91,14,14,17.3062047009608,-468.775299301515,0.997549877746975,0.092701404536344,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0262","NFC_GVA","pre_1974_full","M3","LL11",0.98,40,14,14,59.9422159898918,-228.658172178541,0.997733057569206,0.01,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0263","NFC_GVA","post_1973_full","M3","LL11",0.98,48,14,14,34.966104048209,-333.604996086291,0.998417117852718,0.0523176128303499,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0264","NFC_NVA","full_long_sample","M3","LL11",0.9,91,14,14,15.8928927141795,-490.675304095172,0.998073936025321,0.0566356980315801,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0265","NFC_NVA","pre_1974_full","M3","LL11",0.96,40,14,14,54.4210854999713,-251.259412883045,0.998711600231048,0.01,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0266","NFC_NVA","post_1973_full","M3","LL11",0.96,48,14,14,25.1225584552886,-326.039922713546,0.998146912764042,0.0843424147810622,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0267","CORP_GVA","full_long_sample","M3","LL11",0.98,91,14,14,20.1456058848719,-475.127526141992,0.997715074929395,0.0817533969011656,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0268","CORP_GVA","pre_1974_full","M3","LL11",0.95,40,14,14,15.5497841627537,-225.681467481784,0.997557921321183,0.01,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0269","CORP_GVA","post_1973_full","M3","LL11",0.98,48,14,14,33.4001662128083,-331.711569469745,0.998353431019806,0.0623931613331755,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0270","CORP_NVA","full_long_sample","M3","LL11",0.87,91,14,14,16.4326641516068,-496.410801370334,0.998191584429345,0.0664956712246978,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0271","CORP_NVA","pre_1974_full","M3","LL11",0.94,40,14,14,29.0721023971289,-249.197982143138,0.998643460831139,0.0104764267678251,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0272","CORP_NVA","post_1973_full","M3","LL11",0.94,48,14,14,30.5803266873746,-324.146572118999,0.998072357355826,0.0942129793559602,0.1,"PASS","PASS","PASS","PASS","PASS"
