"run_id","state_id","window_id","model_id","ll_id","rho","n","rank","columns","condition_number","bic","r_squared","adf_p","kpss_p","sample_gate","rank_gate","residual_gate","generated_path_gate","overall_gate"
"S90_RUN_0058","NFC_GVA","post_1973_full","M1_H3","LL00",,50,8,8,8.09623912154557,-327.422196536766,0.996147530465926,0.263991557720561,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0059","NFC_GVA","post_1973_full","M1_H3","LL22",,46,20,20,43.6742741576539,-303.153337358434,0.998419967299839,0.0374362375759174,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0060","NFC_GVA","post_1973_full","M1_H5","LL00",,50,8,8,10.3470586795535,-333.1003910916,0.996561104002242,0.338688896867634,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0061","NFC_GVA","post_1973_full","M1_H5","LL22",,46,20,20,57.9929042332365,-299.751271032362,0.998298681554349,0.195542605075333,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0062","NFC_GVA","post_1973_full","M2_H3","LL00",,50,8,8,9.39990752461149,-332.517957317449,0.996520811195444,0.102793455636173,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0063","NFC_GVA","post_1973_full","M2_H3","LL22",,46,20,20,54.3116288755943,-312.249729788777,0.998703461680594,0.0190624860253916,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0064","NFC_GVA","post_1973_full","M2_H5","LL00",,50,8,8,10.0770645745672,-346.762221363649,0.997383300257347,0.186800394652402,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0065","NFC_GVA","post_1973_full","M2_H5","LL22",,46,20,20,53.650179110727,-321.460991670945,0.998938744057587,0.0326217606073409,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0066","NFC_NVA","full_long_sample","M0","LL11",,91,14,14,13.0543923039085,-461.531328863072,0.997212035170269,0.194405851442712,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0067","NFC_NVA","full_long_sample","M1_H3","LL11",,90,14,14,10.8266499470951,-480.998685318659,0.997800315970373,0.235675001963079,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0068","NFC_NVA","full_long_sample","M1_H5","LL11",,88,14,14,12.1789512428265,-474.164853618082,0.997751180953473,0.198924038114891,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0069","NFC_NVA","full_long_sample","M2_H3","LL11",,90,14,14,10.9294215390397,-466.264003239057,0.997409029756568,0.125331335613948,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0070","NFC_NVA","full_long_sample","M2_H5","LL11",,88,14,14,11.1614011629553,-467.159390425768,0.997564839309155,0.0724530155950035,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0071","NFC_NVA","pre_1974_full","M0","LL11",,40,14,14,19.737180717832,-194.726952421922,0.994193752708925,0.374672838327242,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0072","NFC_NVA","pre_1974_full","M1_H3","LL11",,39,14,14,17.8011706329638,-201.628539644344,0.995415095629729,0.25682781556082,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0073","NFC_NVA","pre_1974_full","M1_H5","LL11",,37,14,14,14.6799054959422,-207.098643857423,0.996642676845442,0.0274848782334328,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0074","NFC_NVA","pre_1974_full","M2_H3","LL11",,39,14,14,14.6205293357131,-217.435793139592,0.996942935761628,0.0188800696130226,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0075","NFC_NVA","pre_1974_full","M2_H5","LL11",,37,14,14,15.6026270001512,-201.043010198557,0.996045675655573,0.0148644739758853,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0076","NFC_NVA","post_1973_full","M0","LL11",,48,14,14,31.7144529693939,-303.658032347074,0.996797946162578,0.191151950177897,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0077","NFC_NVA","post_1973_full","M1_H3","LL11",,48,14,14,27.4148845379338,-301.827385766943,0.996673466075053,0.479886294102241,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0078","NFC_NVA","post_1973_full","M1_H5","LL11",,48,14,14,22.3316813024494,-301.730432626813,0.996666740161528,0.681876664279012,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0079","NFC_NVA","post_1973_full","M2_H3","LL11",,48,14,14,29.2230412739777,-311.821321858283,0.997298724965248,0.101335169906487,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0080","NFC_NVA","post_1973_full","M2_H5","LL11",,48,14,14,29.2921628011817,-325.850317295354,0.997983318863721,0.177919713150556,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0081","NFC_NVA","fordist_core","M0","LL11",,26,14,14,25.2456367423237,-178.895245596181,0.998663949143654,0.426886315463713,0.1,"WARN_SMALL_SAMPLE","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0082","NFC_NVA","fordist_core","M1_H3","LL11",,26,14,14,44.1783162256067,-173.198104357071,0.998336641157074,0.101902495556551,0.1,"WARN_SMALL_SAMPLE","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0083","NFC_NVA","fordist_core","M1_H5","LL11",,26,14,14,30.8134028315565,-166.164486692582,0.997819917513929,0.0954960175113442,0.1,"WARN_SMALL_SAMPLE","PASS","PASS","PASS","WARN_OR_FAIL"
"S90_RUN_0084","NFC_NVA","fordist_core","M2_H3","LL11",,26,14,14,26.7401981354081,-179.594728385504,0.998699413968552,0.0819971659060567,0.1,"WARN_SMALL_SAMPLE","PASS","PASS","PASS","WARN_OR_FAIL"
"S90_RUN_0085","NFC_NVA","fordist_core","M2_H5","LL11",,26,14,14,24.3028951798258,-174.835294924146,0.998438151447264,0.01,0.1,"WARN_SMALL_SAMPLE","PASS","PASS","PASS","WARN_OR_FAIL"
"S90_RUN_0086","NFC_NVA","bridge_1940_1978","M0","LL11",,36,14,14,15.77832006026,-219.27051739121,0.997440948699332,0.0720016852189133,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0087","NFC_NVA","bridge_1940_1978","M1_H3","LL11",,36,14,14,36.2687567293838,-232.997615038101,0.998252251590885,0.012416993921391,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0088","NFC_NVA","bridge_1940_1978","M1_H5","LL11",,36,14,14,26.1474902317889,-217.564383695383,0.997316748764596,0.0291106244104121,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0089","NFC_NVA","bridge_1940_1978","M2_H3","LL11",,36,14,14,19.6431856505029,-223.036673383515,0.997695137181562,0.0852416671972381,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0090","NFC_NVA","bridge_1940_1978","M2_H5","LL11",,36,14,14,23.1819657341879,-217.646873730062,0.997322890100463,0.0251601834251203,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0091","NFC_NVA","pre_1974_alt_1940_1973","M0","LL11",,31,14,14,25.8830129222894,-189.184411261792,0.997180870472486,0.184101188860604,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0092","NFC_NVA","pre_1974_alt_1940_1973","M1_H3","LL11",,31,14,14,40.503771029728,-201.245845216909,0.998089529313481,0.0121808995031626,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0093","NFC_NVA","pre_1974_alt_1940_1973","M1_H5","LL11",,31,14,14,23.84404817345,-194.891898303381,0.997654929011081,0.0538453284951275,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0094","NFC_NVA","pre_1974_alt_1940_1973","M2_H3","LL11",,31,14,14,21.258599381256,-190.621868024581,0.997308607854048,0.305999112926253,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0095","NFC_NVA","pre_1974_alt_1940_1973","M2_H5","LL11",,31,14,14,19.8553221374975,-193.323154964347,0.997533203617301,0.155743796758526,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0096","NFC_NVA","pre_1974_alt_1947_1973","M0","LL11",,24,14,14,30.5125022812112,-180.700196717761,0.999257568381516,0.137117438254535,0.1,"WARN_SMALL_SAMPLE","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0097","NFC_NVA","pre_1974_alt_1947_1973","M1_H3","LL11",,24,14,14,44.0939979088709,-177.04630973675,0.999135478598285,0.014908321273931,0.1,"WARN_SMALL_SAMPLE","PASS","PASS","PASS","WARN_OR_FAIL"
"S90_RUN_0098","NFC_NVA","pre_1974_alt_1947_1973","M1_H5","LL11",,24,14,14,48.7725521743152,-168.532060038137,0.998767331679311,0.0483629564473884,0.1,"WARN_SMALL_SAMPLE","PASS","PASS","PASS","WARN_OR_FAIL"
"S90_RUN_0099","NFC_NVA","pre_1974_alt_1947_1973","M2_H3","LL11",,24,14,14,20.3601133277173,-174.197053805587,0.999026502693366,0.0680617191360725,0.1,"WARN_SMALL_SAMPLE","PASS","PASS","PASS","WARN_OR_FAIL"
"S90_RUN_0100","NFC_NVA","pre_1974_alt_1947_1973","M2_H5","LL11",,24,14,14,38.4803672033915,-167.201380765458,0.99869705621324,0.01,0.1,"WARN_SMALL_SAMPLE","PASS","PASS","PASS","WARN_OR_FAIL"
"S90_RUN_0101","NFC_NVA","full_long_sample","M0","LL00",,93,8,8,9.59134156879339,-463.638723816198,0.996073684406786,0.0193734846266411,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0102","NFC_NVA","full_long_sample","M0","LL22",,89,20,20,14.056136681952,-444.222603134307,0.997673235227958,0.300792509079415,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0103","NFC_NVA","full_long_sample","M1_H3","LL00",,92,8,8,10.3128372105799,-468.293338453929,0.996343923264132,0.531706105313622,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0104","NFC_NVA","full_long_sample","M1_H3","LL22",,88,20,20,17.4395486787193,-459.547296292742,0.998095324313458,0.227202077130733,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0105","NFC_NVA","full_long_sample","M1_H5","LL00",,90,8,8,10.1570490314551,-468.28396236444,0.996485190266615,0.2470490671286,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0106","NFC_NVA","full_long_sample","M1_H5","LL22",,86,20,20,17.6424683590198,-466.634464182199,0.998355318214999,0.231526305466829,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0107","NFC_NVA","full_long_sample","M2_H3","LL00",,92,8,8,6.67594197441395,-464.292842292834,0.996181436532286,0.480643650924789,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0108","NFC_NVA","full_long_sample","M2_H3","LL22",,88,20,20,16.4082651855804,-448.556518402042,0.997841945860997,0.197379051603271,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0109","NFC_NVA","full_long_sample","M2_H5","LL00",,90,8,8,7.16365495479925,-463.659046997158,0.996299850062721,0.0817321742838697,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0110","NFC_NVA","full_long_sample","M2_H5","LL22",,86,20,20,15.0734253316402,-448.532621834083,0.997970004734738,0.0377687948679022,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0111","NFC_NVA","pre_1974_full","M0","LL00",,42,8,8,9.76503860363755,-212.832745852929,0.992397334689209,0.528771930537602,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0112","NFC_NVA","pre_1974_full","M0","LL22",,38,20,20,28.2809840446475,-182.773403422018,0.996227635031981,0.169834115880557,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0113","NFC_NVA","pre_1974_full","M1_H3","LL00",,41,8,8,8.91759955110072,-203.880450569167,0.991165665385393,0.255673864714977,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0114","NFC_NVA","pre_1974_full","M1_H3","LL22",,37,20,20,29.820680609011,-200.808371987018,0.997864831787739,0.0136442370790685,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0115","NFC_NVA","pre_1974_full","M1_H5","LL00",,39,8,8,7.56707393033902,-194.119589425569,0.989881139545753,0.0194235985261343,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0116","NFC_NVA","pre_1974_full","M1_H5","LL22",,35,20,20,31.4980133084287,-199.608493084318,0.998240883295951,0.01,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0117","NFC_NVA","pre_1974_full","M2_H3","LL00",,41,8,8,10.6712665535895,-204.783100585152,0.991358035441296,0.199279477612041,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0118","NFC_NVA","pre_1974_full","M2_H3","LL22",,37,20,20,36.4325869273801,-212.882205603926,0.998459317339816,0.01,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0119","NFC_NVA","pre_1974_full","M2_H5","LL00",,39,8,8,7.96661690410071,-194.074092833787,0.989869328204753,0.0209432453045066,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0120","NFC_NVA","pre_1974_full","M2_H5","LL22",,35,20,20,62.1465170093631,-193.749006514233,0.997920295716164,0.01,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0121","NFC_NVA","post_1973_full","M0","LL00",,50,8,8,6.38795994002487,-315.580912623539,0.99511807280774,0.659422569946672,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0122","NFC_NVA","post_1973_full","M0","LL22",,46,20,20,55.7188809178955,-287.670167025907,0.997787692247649,0.0525264920017007,0.1,"PASS","PASS","PASS","PASS","PASS"
"S90_RUN_0123","NFC_NVA","post_1973_full","M1_H3","LL00",,50,8,8,6.08674382014216,-325.778736137665,0.996018798779043,0.512589727221117,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0124","NFC_NVA","post_1973_full","M1_H3","LL22",,46,20,20,55.4418070029694,-302.403353923158,0.998393995317977,0.242218570782577,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0125","NFC_NVA","post_1973_full","M1_H5","LL00",,50,8,8,6.25282571004245,-330.94229678575,0.996409424934282,0.615384076203776,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
"S90_RUN_0126","NFC_NVA","post_1973_full","M1_H5","LL22",,46,20,20,59.275033467931,-297.375975126577,0.998208523080653,0.530987807323664,0.1,"PASS","PASS","WARN","PASS","WARN_OR_FAIL"
