"module","shapley_contribution","baseline_scale_roughness","roughness_full","share","baseline_scale_share","replication"
"composition",0.180024038962612,0.0189664301623006,0.353962394208759,0.508596511686035,0.0535831785314308,69
"denominator",0.153334830958505,0.0189664301623006,0.353962394208759,0.433195258782411,0.0535831785314308,69
"distribution",-0.0059091555124141,0.0488825994306512,0.418571846261426,-0.0141174222900874,0.116784250702138,70
"composition",0.23425648816297,0.0488825994306512,0.418571846261426,0.559656580477849,0.116784250702138,70
"denominator",0.141341914180219,0.0488825994306512,0.418571846261426,0.337676591110101,0.116784250702138,70
"distribution",0.00167123732724981,0.00549971817097085,0.0278691078225713,0.0599673781410496,0.197341020243088,71
"composition",0.0156801062142535,0.00549971817097085,0.0278691078225713,0.56263394989466,0.197341020243088,71
"denominator",0.00501804611009716,0.00549971817097085,0.0278691078225713,0.180057651721202,0.197341020243088,71
"distribution",0.00141073808244121,0.0272292462054651,0.22532874280533,0.00626079950954148,0.120842311843853,72
"composition",0.132633064881058,0.0272292462054651,0.22532874280533,0.588620267568994,0.120842311843853,72
"denominator",0.0640556936363651,0.0272292462054651,0.22532874280533,0.284276621077611,0.120842311843853,72
"distribution",-0.00740126349987136,0.0216419542320671,0.42499467938267,-0.0174149556663207,0.0509228827605637,73
"composition",0.219144087446224,0.0216419542320671,0.42499467938267,0.515639602275831,0.0509228827605637,73
"denominator",0.19160990120425,0.0216419542320671,0.42499467938267,0.450852470629926,0.0509228827605637,73
"distribution",-0.00179325121033343,0.0298919949063558,0.298399895084867,-0.00600955710732881,0.100174280885234,74
"composition",0.181133190713241,0.0298919949063558,0.298399895084867,0.60701492760822,0.100174280885234,74
"denominator",0.0891679606756034,0.0298919949063558,0.298399895084867,0.298820348613874,0.100174280885234,74
"distribution",0.00403461231734588,0.00981825030668284,0.310979743997528,0.01297387497167,0.0315719930194582,75
"composition",0.166682140676396,0.00981825030668284,0.310979743997528,0.535990346296385,0.0315719930194582,75
"denominator",0.130444740697103,0.00981825030668284,0.310979743997528,0.419463785712487,0.0315719930194582,75
"distribution",-0.0074944138309106,0.0371456762990824,0.450793630111944,-0.016624932852422,0.0824006237396437,76
"composition",0.242217778828215,0.0371456762990824,0.450793630111944,0.537314111488368,0.0824006237396437,76
"denominator",0.178924588815557,0.0371456762990824,0.450793630111944,0.396910197624411,0.0824006237396437,76
"distribution",-0.00484095016812462,0.00976319438225241,0.140670482739764,-0.034413404104685,0.0694047122900261,77
"composition",0.0769598755976159,0.00976319438225241,0.140670482739764,0.547093278552184,0.0694047122900261,77
"denominator",0.0587883629280204,0.00976319438225241,0.140670482739764,0.417915413262475,0.0694047122900261,77
"distribution",0.00215551702570967,0.00513485474747976,0.0493796741749186,0.0436519086390513,0.103987214036497,78
"composition",0.026479749698487,0.00513485474747976,0.0493796741749186,0.536247963173819,0.103987214036497,78
"denominator",0.0156095527032422,0.00513485474747976,0.0493796741749186,0.316112914150632,0.103987214036497,78
"distribution",0.0119063924856381,0.0142550583251878,0.393816266322711,0.0302333689687705,0.0361972309023584,79
"composition",0.201595738179416,0.0142550583251878,0.393816266322711,0.511903025392606,0.0361972309023584,79
"denominator",0.166059077332469,0.0142550583251878,0.393816266322711,0.421666374736265,0.0361972309023584,79
"distribution",-0.00315079976291634,0.0182150694419181,0.266086017649971,-0.0118412827203161,0.0684555678753459,80
"composition",0.138050982647885,0.0182150694419181,0.266086017649971,0.518820883063038,0.0684555678753459,80
"denominator",0.112970765323084,0.0182150694419181,0.266086017649971,0.424564831781932,0.0684555678753459,80
"distribution",0.00181584340771314,0.0162380680952154,0.159261383470225,0.0114016553677159,0.101958602527469,81
"composition",0.0856522928540416,0.0162380680952154,0.159261383470225,0.537809549231092,0.101958602527469,81
"denominator",0.0555551791132545,0.0162380680952154,0.159261383470225,0.348830192873723,0.101958602527469,81
"distribution",-0.00205988240204021,0.0134350810961034,0.214403737508686,-0.0096074929755213,0.0626625321564606,82
"composition",0.107931895539242,0.0134350810961034,0.214403737508686,0.503404916319936,0.0626625321564606,82
"denominator",0.0950966432753813,0.0134350810961034,0.214403737508686,0.443540044499125,0.0626625321564606,82
"distribution",0.00241335977609942,0.0117516607524913,0.336119554336032,0.00718006359631992,0.0349627404918628,83
"composition",0.17754103298668,0.0117516607524913,0.336119554336032,0.528207986403508,0.0349627404918628,83
"denominator",0.144413500820761,0.0117516607524913,0.336119554336032,0.42964920950831,0.0349627404918628,83
"distribution",0.00227993407581931,0.00569281026602115,0.0320209178765918,0.0712013966809491,0.177784106250832,84
"composition",0.0153917597803537,0.00569281026602115,0.0320209178765918,0.480678281605586,0.177784106250832,84
"denominator",0.00865641375439761,0.00569281026602115,0.0320209178765918,0.270336215462634,0.177784106250832,84
"distribution",0.00246362363499128,0.0105916789513925,0.173366678587881,0.01421047951693,0.0610940870394737,85
"composition",0.0925207323282998,0.0105916789513925,0.173366678587881,0.533670790038237,0.0610940870394737,85
"denominator",0.0677906436731978,0.0105916789513925,0.173366678587881,0.391024643405359,0.0610940870394737,85
"distribution",-0.00281404300321479,0.00849219850490722,0.188716250324521,-0.0149115033727922,0.0449998264076562,86
"composition",0.0963021942588888,0.00849219850490722,0.188716250324521,0.510301545803742,0.0449998264076562,86
"denominator",0.0867359005639393,0.00849219850490722,0.188716250324521,0.459610131161394,0.0449998264076562,86
"distribution",-0.0011522498701954,0.00717079048034794,0.218859351360459,-0.00526479614890962,0.0327643778334046,87
"composition",0.120362147739258,0.00717079048034794,0.218859351360459,0.549952044502878,0.0327643778334046,87
"denominator",0.0924786630110483,0.00717079048034794,0.218859351360459,0.422548373812627,0.0327643778334046,87
"distribution",0.00880444532156351,0.00942394935177603,0.238182172095972,0.0369651735227937,0.0395661407772316,88
"composition",0.128604641017561,0.00942394935177603,0.238182172095972,0.539942347010515,0.0395661407772316,88
"denominator",0.0913491364050709,0.00942394935177603,0.238182172095972,0.38352633868946,0.0395661407772316,88
"distribution",-0.0058278512854795,0.0263935736284888,0.376074160545755,-0.0154965480133551,0.0701818321955082,89
"composition",0.206515557807258,0.0263935736284888,0.376074160545755,0.549135195854894,0.0701818321955082,89
"denominator",0.148992880395488,0.0263935736284888,0.376074160545755,0.396179519962953,0.0701818321955082,89
"distribution",0.00492343933719731,0.0130866659059796,0.241889364358937,0.0203540959737754,0.0541018657048536,90
"composition",0.125675338764246,0.0130866659059796,0.241889364358937,0.519557108669556,0.0541018657048536,90
"denominator",0.0982039203515137,0.0130866659059796,0.241889364358937,0.405986929651814,0.0541018657048536,90
"distribution",0.0084449924308433,0.0121616311405083,0.157870088597076,0.0534933026635403,0.0770356895887217,91
"composition",0.0823735001723926,0.0121616311405083,0.157870088597076,0.521780287224837,0.0770356895887217,91
"denominator",0.0548899648533314,0.0121616311405083,0.157870088597076,0.347690720522901,0.0770356895887217,91
"distribution",0.00150014144082979,0.0176608286998073,0.153774301779878,0.00975547554738493,0.114849025457375,92
"composition",0.0863981777736036,0.0176608286998073,0.153774301779878,0.561850561332929,0.114849025457375,92
"denominator",0.0482151538656371,0.0176608286998073,0.153774301779878,0.31354493766231,0.114849025457375,92
"distribution",-0.00455691050093393,0.0289429100154373,0.494620222735098,-0.00921294822062797,0.0585154198819286,93
"composition",0.256799284419041,0.0289429100154373,0.494620222735098,0.519184765634975,0.0585154198819286,93
"denominator",0.213434938801554,0.0289429100154373,0.494620222735098,0.431512762703725,0.0585154198819286,93
"distribution",0.00537706157230531,0.00868165951053081,0.176324998376917,0.0304951743757352,0.0492366912828359,94
