"stage_id","variable_id","display_name","source_dataset","source_table","source_line","source_line_description","unit","frequency","constructed_observation_rows","coverage_start","coverage_end","sector","asset_family","measurement_concept","theoretical_role","implementation_status","baseline_core_stock_inclusion","construction_authorized_in_s29b","modeling_authorized","econometrics_authorized","provider_v1_commit","s24b_fixed_assets_construction_commit","s29a_income_distribution_construction_commit"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","CORP__ME__net_stock_current_cost","CORP_machinery_equipment_net_stock_current_cost","FixedAssets","FAAt401",18,"Equipment","Millions of current dollars","A",100,1925,2024,"CORP","ME","net_stock_current_cost","core_ME","ready_for_existing_GPIM_consumption","yes_after_later_asset_specific_construction","no","no","no","af67374e28232d02d65765d3836dc2ab3e3da8eb","24bcad5797cbebddbd77d697bc3ebdf0049746e2","65e8ff785960eabd8881bcdd13350ba26ac3a194"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","CORP__ME__net_stock_quantity_index","CORP_machinery_equipment_net_stock_quantity_index","FixedAssets","FAAt402",18,"Equipment","Chain-type quantity index","A",100,1925,2024,"CORP","ME","net_stock_quantity_index","core_ME","requires_price_concept_review","yes_after_later_asset_specific_construction","no","no","no","af67374e28232d02d65765d3836dc2ab3e3da8eb","24bcad5797cbebddbd77d697bc3ebdf0049746e2","65e8ff785960eabd8881bcdd13350ba26ac3a194"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","CORP__NRC__cfc_current_cost","CORP_nonresidential_structures_cfc_current_cost","FixedAssets","FAAt404",19,"Structures","Millions of current dollars","A",100,1925,2024,"CORP","NRC","cfc_current_cost","core_NRC","ready_for_existing_GPIM_consumption","yes_after_later_asset_specific_construction","no","no","no","af67374e28232d02d65765d3836dc2ab3e3da8eb","24bcad5797cbebddbd77d697bc3ebdf0049746e2","65e8ff785960eabd8881bcdd13350ba26ac3a194"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","CORP__NRC__gross_investment_current_cost","CORP_nonresidential_structures_gross_investment_current_cost","FixedAssets","FAAt407",19,"Structures","Millions of current dollars","A",124,1901,2024,"CORP","NRC","gross_investment_current_cost","core_NRC","ready_for_existing_GPIM_consumption","yes_after_later_asset_specific_construction","no","no","no","af67374e28232d02d65765d3836dc2ab3e3da8eb","24bcad5797cbebddbd77d697bc3ebdf0049746e2","65e8ff785960eabd8881bcdd13350ba26ac3a194"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","CORP__NRC__net_stock_current_cost","CORP_nonresidential_structures_net_stock_current_cost","FixedAssets","FAAt401",19,"Structures","Millions of current dollars","A",100,1925,2024,"CORP","NRC","net_stock_current_cost","core_NRC","ready_for_existing_GPIM_consumption","yes_after_later_asset_specific_construction","no","no","no","af67374e28232d02d65765d3836dc2ab3e3da8eb","24bcad5797cbebddbd77d697bc3ebdf0049746e2","65e8ff785960eabd8881bcdd13350ba26ac3a194"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","CORP__NRC__net_stock_quantity_index","CORP_nonresidential_structures_net_stock_quantity_index","FixedAssets","FAAt402",19,"Structures","Chain-type quantity index","A",100,1925,2024,"CORP","NRC","net_stock_quantity_index","core_NRC","requires_price_concept_review","yes_after_later_asset_specific_construction","no","no","no","af67374e28232d02d65765d3836dc2ab3e3da8eb","24bcad5797cbebddbd77d697bc3ebdf0049746e2","65e8ff785960eabd8881bcdd13350ba26ac3a194"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","FIN__ME__cfc_current_cost","FIN_machinery_equipment_cfc_current_cost","FixedAssets","FAAt404",34,"Equipment","Millions of current dollars","A",100,1925,2024,"FIN","ME","cfc_current_cost","review_required","requires_common_unit_reconciliation","no","no","no","no","af67374e28232d02d65765d3836dc2ab3e3da8eb","24bcad5797cbebddbd77d697bc3ebdf0049746e2","65e8ff785960eabd8881bcdd13350ba26ac3a194"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","FIN__ME__gross_investment_current_cost","FIN_machinery_equipment_gross_investment_current_cost","FixedAssets","FAAt407",34,"Equipment","Millions of current dollars","A",124,1901,2024,"FIN","ME","gross_investment_current_cost","review_required","requires_common_unit_reconciliation","no","no","no","no","af67374e28232d02d65765d3836dc2ab3e3da8eb","24bcad5797cbebddbd77d697bc3ebdf0049746e2","65e8ff785960eabd8881bcdd13350ba26ac3a194"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","FIN__ME__net_stock_current_cost","FIN_machinery_equipment_net_stock_current_cost","FixedAssets","FAAt401",34,"Equipment","Millions of current dollars","A",100,1925,2024,"FIN","ME","net_stock_current_cost","review_required","requires_common_unit_reconciliation","no","no","no","no","af67374e28232d02d65765d3836dc2ab3e3da8eb","24bcad5797cbebddbd77d697bc3ebdf0049746e2","65e8ff785960eabd8881bcdd13350ba26ac3a194"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","FIN__ME__net_stock_quantity_index","FIN_machinery_equipment_net_stock_quantity_index","FixedAssets","FAAt402",34,"Equipment","Chain-type quantity index","A",100,1925,2024,"FIN","ME","net_stock_quantity_index","review_required","requires_common_unit_reconciliation","no","no","no","no","af67374e28232d02d65765d3836dc2ab3e3da8eb","24bcad5797cbebddbd77d697bc3ebdf0049746e2","65e8ff785960eabd8881bcdd13350ba26ac3a194"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","FIN__NRC__cfc_current_cost","FIN_nonresidential_structures_cfc_current_cost","FixedAssets","FAAt404",35,"Structures","Millions of current dollars","A",100,1925,2024,"FIN","NRC","cfc_current_cost","review_required","requires_common_unit_reconciliation","no","no","no","no","af67374e28232d02d65765d3836dc2ab3e3da8eb","24bcad5797cbebddbd77d697bc3ebdf0049746e2","65e8ff785960eabd8881bcdd13350ba26ac3a194"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","FIN__NRC__gross_investment_current_cost","FIN_nonresidential_structures_gross_investment_current_cost","FixedAssets","FAAt407",35,"Structures","Millions of current dollars","A",124,1901,2024,"FIN","NRC","gross_investment_current_cost","review_required","requires_common_unit_reconciliation","no","no","no","no","af67374e28232d02d65765d3836dc2ab3e3da8eb","24bcad5797cbebddbd77d697bc3ebdf0049746e2","65e8ff785960eabd8881bcdd13350ba26ac3a194"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","FIN__NRC__net_stock_current_cost","FIN_nonresidential_structures_net_stock_current_cost","FixedAssets","FAAt401",35,"Structures","Millions of current dollars","A",100,1925,2024,"FIN","NRC","net_stock_current_cost","review_required","requires_common_unit_reconciliation","no","no","no","no","af67374e28232d02d65765d3836dc2ab3e3da8eb","24bcad5797cbebddbd77d697bc3ebdf0049746e2","65e8ff785960eabd8881bcdd13350ba26ac3a194"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","FIN__NRC__net_stock_quantity_index","FIN_nonresidential_structures_net_stock_quantity_index","FixedAssets","FAAt402",35,"Structures","Chain-type quantity index","A",100,1925,2024,"FIN","NRC","net_stock_quantity_index","review_required","requires_common_unit_reconciliation","no","no","no","no","af67374e28232d02d65765d3836dc2ab3e3da8eb","24bcad5797cbebddbd77d697bc3ebdf0049746e2","65e8ff785960eabd8881bcdd13350ba26ac3a194"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","NFC__ME__cfc_current_cost","NFC_machinery_equipment_cfc_current_cost","FixedAssets","FAAt404",38,"Equipment","Millions of current dollars","A",100,1925,2024,"NFC","ME","cfc_current_cost","core_ME","ready_for_existing_GPIM_consumption","yes_after_later_asset_specific_construction","no","no","no","af67374e28232d02d65765d3836dc2ab3e3da8eb","24bcad5797cbebddbd77d697bc3ebdf0049746e2","65e8ff785960eabd8881bcdd13350ba26ac3a194"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","NFC__ME__gross_investment_current_cost","NFC_machinery_equipment_gross_investment_current_cost","FixedAssets","FAAt407",38,"Equipment","Millions of current dollars","A",124,1901,2024,"NFC","ME","gross_investment_current_cost","core_ME","ready_for_existing_GPIM_consumption","yes_after_later_asset_specific_construction","no","no","no","af67374e28232d02d65765d3836dc2ab3e3da8eb","24bcad5797cbebddbd77d697bc3ebdf0049746e2","65e8ff785960eabd8881bcdd13350ba26ac3a194"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","NFC__ME__net_stock_current_cost","NFC_machinery_equipment_net_stock_current_cost","FixedAssets","FAAt401",38,"Equipment","Millions of current dollars","A",100,1925,2024,"NFC","ME","net_stock_current_cost","core_ME","ready_for_existing_GPIM_consumption","yes_after_later_asset_specific_construction","no","no","no","af67374e28232d02d65765d3836dc2ab3e3da8eb","24bcad5797cbebddbd77d697bc3ebdf0049746e2","65e8ff785960eabd8881bcdd13350ba26ac3a194"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","NFC__ME__net_stock_quantity_index","NFC_machinery_equipment_net_stock_quantity_index","FixedAssets","FAAt402",38,"Equipment","Chain-type quantity index","A",100,1925,2024,"NFC","ME","net_stock_quantity_index","core_ME","requires_price_concept_review","yes_after_later_asset_specific_construction","no","no","no","af67374e28232d02d65765d3836dc2ab3e3da8eb","24bcad5797cbebddbd77d697bc3ebdf0049746e2","65e8ff785960eabd8881bcdd13350ba26ac3a194"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","NFC__NRC__cfc_current_cost","NFC_nonresidential_structures_cfc_current_cost","FixedAssets","FAAt404",39,"Structures","Millions of current dollars","A",100,1925,2024,"NFC","NRC","cfc_current_cost","core_NRC","ready_for_existing_GPIM_consumption","yes_after_later_asset_specific_construction","no","no","no","af67374e28232d02d65765d3836dc2ab3e3da8eb","24bcad5797cbebddbd77d697bc3ebdf0049746e2","65e8ff785960eabd8881bcdd13350ba26ac3a194"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","NFC__NRC__gross_investment_current_cost","NFC_nonresidential_structures_gross_investment_current_cost","FixedAssets","FAAt407",39,"Structures","Millions of current dollars","A",124,1901,2024,"NFC","NRC","gross_investment_current_cost","core_NRC","ready_for_existing_GPIM_consumption","yes_after_later_asset_specific_construction","no","no","no","af67374e28232d02d65765d3836dc2ab3e3da8eb","24bcad5797cbebddbd77d697bc3ebdf0049746e2","65e8ff785960eabd8881bcdd13350ba26ac3a194"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","NFC__NRC__net_stock_current_cost","NFC_nonresidential_structures_net_stock_current_cost","FixedAssets","FAAt401",39,"Structures","Millions of current dollars","A",100,1925,2024,"NFC","NRC","net_stock_current_cost","core_NRC","ready_for_existing_GPIM_consumption","yes_after_later_asset_specific_construction","no","no","no","af67374e28232d02d65765d3836dc2ab3e3da8eb","24bcad5797cbebddbd77d697bc3ebdf0049746e2","65e8ff785960eabd8881bcdd13350ba26ac3a194"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","NFC__NRC__net_stock_quantity_index","NFC_nonresidential_structures_net_stock_quantity_index","FixedAssets","FAAt402",39,"Structures","Chain-type quantity index","A",100,1925,2024,"NFC","NRC","net_stock_quantity_index","core_NRC","requires_price_concept_review","yes_after_later_asset_specific_construction","no","no","no","af67374e28232d02d65765d3836dc2ab3e3da8eb","24bcad5797cbebddbd77d697bc3ebdf0049746e2","65e8ff785960eabd8881bcdd13350ba26ac3a194"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","CORP__IPP__cfc_current_cost","CORP_intellectual_property_products_cfc_current_cost","FixedAssets","FAAt404",20,"Intellectual property products","Millions of current dollars","A",100,1925,2024,"CORP","IPP","cfc_current_cost","contextual_IPP","reference_only","no","no","no","no","af67374e28232d02d65765d3836dc2ab3e3da8eb","24bcad5797cbebddbd77d697bc3ebdf0049746e2","65e8ff785960eabd8881bcdd13350ba26ac3a194"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","CORP__IPP__gross_investment_current_cost","CORP_intellectual_property_products_gross_investment_current_cost","FixedAssets","FAAt407",20,"Intellectual property products","Millions of current dollars","A",124,1901,2024,"CORP","IPP","gross_investment_current_cost","contextual_IPP","reference_only","no","no","no","no","af67374e28232d02d65765d3836dc2ab3e3da8eb","24bcad5797cbebddbd77d697bc3ebdf0049746e2","65e8ff785960eabd8881bcdd13350ba26ac3a194"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","CORP__IPP__net_stock_current_cost","CORP_intellectual_property_products_net_stock_current_cost","FixedAssets","FAAt401",20,"Intellectual property products","Millions of current dollars","A",100,1925,2024,"CORP","IPP","net_stock_current_cost","contextual_IPP","reference_only","no","no","no","no","af67374e28232d02d65765d3836dc2ab3e3da8eb","24bcad5797cbebddbd77d697bc3ebdf0049746e2","65e8ff785960eabd8881bcdd13350ba26ac3a194"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","CORP__IPP__net_stock_quantity_index","CORP_intellectual_property_products_net_stock_quantity_index","FixedAssets","FAAt402",20,"Intellectual property products","Chain-type quantity index","A",100,1925,2024,"CORP","IPP","net_stock_quantity_index","contextual_IPP","reference_only","no","no","no","no","af67374e28232d02d65765d3836dc2ab3e3da8eb","24bcad5797cbebddbd77d697bc3ebdf0049746e2","65e8ff785960eabd8881bcdd13350ba26ac3a194"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","FIN__IPP__cfc_current_cost","FIN_intellectual_property_products_cfc_current_cost","FixedAssets","FAAt404",36,"Intellectual property products","Millions of current dollars","A",100,1925,2024,"FIN","IPP","cfc_current_cost","contextual_IPP","reference_only","no","no","no","no","af67374e28232d02d65765d3836dc2ab3e3da8eb","24bcad5797cbebddbd77d697bc3ebdf0049746e2","65e8ff785960eabd8881bcdd13350ba26ac3a194"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","FIN__IPP__gross_investment_current_cost","FIN_intellectual_property_products_gross_investment_current_cost","FixedAssets","FAAt407",36,"Intellectual property products","Millions of current dollars","A",124,1901,2024,"FIN","IPP","gross_investment_current_cost","contextual_IPP","reference_only","no","no","no","no","af67374e28232d02d65765d3836dc2ab3e3da8eb","24bcad5797cbebddbd77d697bc3ebdf0049746e2","65e8ff785960eabd8881bcdd13350ba26ac3a194"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","FIN__IPP__net_stock_current_cost","FIN_intellectual_property_products_net_stock_current_cost","FixedAssets","FAAt401",36,"Intellectual property products","Millions of current dollars","A",100,1925,2024,"FIN","IPP","net_stock_current_cost","contextual_IPP","reference_only","no","no","no","no","af67374e28232d02d65765d3836dc2ab3e3da8eb","24bcad5797cbebddbd77d697bc3ebdf0049746e2","65e8ff785960eabd8881bcdd13350ba26ac3a194"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","FIN__IPP__net_stock_quantity_index","FIN_intellectual_property_products_net_stock_quantity_index","FixedAssets","FAAt402",36,"Intellectual property products","Chain-type quantity index","A",100,1925,2024,"FIN","IPP","net_stock_quantity_index","contextual_IPP","reference_only","no","no","no","no","af67374e28232d02d65765d3836dc2ab3e3da8eb","24bcad5797cbebddbd77d697bc3ebdf0049746e2","65e8ff785960eabd8881bcdd13350ba26ac3a194"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","NFC__IPP__cfc_current_cost","NFC_intellectual_property_products_cfc_current_cost","FixedAssets","FAAt404",40,"Intellectual property products","Millions of current dollars","A",100,1925,2024,"NFC","IPP","cfc_current_cost","contextual_IPP","reference_only","no","no","no","no","af67374e28232d02d65765d3836dc2ab3e3da8eb","24bcad5797cbebddbd77d697bc3ebdf0049746e2","65e8ff785960eabd8881bcdd13350ba26ac3a194"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","NFC__IPP__gross_investment_current_cost","NFC_intellectual_property_products_gross_investment_current_cost","FixedAssets","FAAt407",40,"Intellectual property products","Millions of current dollars","A",124,1901,2024,"NFC","IPP","gross_investment_current_cost","contextual_IPP","reference_only","no","no","no","no","af67374e28232d02d65765d3836dc2ab3e3da8eb","24bcad5797cbebddbd77d697bc3ebdf0049746e2","65e8ff785960eabd8881bcdd13350ba26ac3a194"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","NFC__IPP__net_stock_current_cost","NFC_intellectual_property_products_net_stock_current_cost","FixedAssets","FAAt401",40,"Intellectual property products","Millions of current dollars","A",100,1925,2024,"NFC","IPP","net_stock_current_cost","contextual_IPP","reference_only","no","no","no","no","af67374e28232d02d65765d3836dc2ab3e3da8eb","24bcad5797cbebddbd77d697bc3ebdf0049746e2","65e8ff785960eabd8881bcdd13350ba26ac3a194"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","NFC__IPP__net_stock_quantity_index","NFC_intellectual_property_products_net_stock_quantity_index","FixedAssets","FAAt402",40,"Intellectual property products","Chain-type quantity index","A",100,1925,2024,"NFC","IPP","net_stock_quantity_index","contextual_IPP","reference_only","no","no","no","no","af67374e28232d02d65765d3836dc2ab3e3da8eb","24bcad5797cbebddbd77d697bc3ebdf0049746e2","65e8ff785960eabd8881bcdd13350ba26ac3a194"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","CORP__TOTAL__cfc_current_cost","CORP_total_cfc_current_cost","FixedAssets","FAAt404",17,"Corporate","Millions of current dollars","A",100,1925,2024,"CORP","TOTAL","cfc_current_cost","review_required","requires_common_unit_reconciliation","no","no","no","no","af67374e28232d02d65765d3836dc2ab3e3da8eb","24bcad5797cbebddbd77d697bc3ebdf0049746e2","65e8ff785960eabd8881bcdd13350ba26ac3a194"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","CORP__TOTAL__gross_investment_current_cost","CORP_total_gross_investment_current_cost","FixedAssets","FAAt407",17,"Corporate","Millions of current dollars","A",124,1901,2024,"CORP","TOTAL","gross_investment_current_cost","review_required","requires_common_unit_reconciliation","no","no","no","no","af67374e28232d02d65765d3836dc2ab3e3da8eb","24bcad5797cbebddbd77d697bc3ebdf0049746e2","65e8ff785960eabd8881bcdd13350ba26ac3a194"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","CORP__TOTAL__net_stock_current_cost","CORP_total_net_stock_current_cost","FixedAssets","FAAt401",17,"Corporate","Millions of current dollars","A",100,1925,2024,"CORP","TOTAL","net_stock_current_cost","review_required","requires_common_unit_reconciliation","no","no","no","no","af67374e28232d02d65765d3836dc2ab3e3da8eb","24bcad5797cbebddbd77d697bc3ebdf0049746e2","65e8ff785960eabd8881bcdd13350ba26ac3a194"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","CORP__TOTAL__net_stock_quantity_index","CORP_total_net_stock_quantity_index","FixedAssets","FAAt402",17,"Corporate","Chain-type quantity index","A",100,1925,2024,"CORP","TOTAL","net_stock_quantity_index","review_required","requires_common_unit_reconciliation","no","no","no","no","af67374e28232d02d65765d3836dc2ab3e3da8eb","24bcad5797cbebddbd77d697bc3ebdf0049746e2","65e8ff785960eabd8881bcdd13350ba26ac3a194"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","FIN__TOTAL__cfc_current_cost","FIN_total_cfc_current_cost","FixedAssets","FAAt404",33,"Financial","Millions of current dollars","A",100,1925,2024,"FIN","TOTAL","cfc_current_cost","review_required","requires_common_unit_reconciliation","no","no","no","no","af67374e28232d02d65765d3836dc2ab3e3da8eb","24bcad5797cbebddbd77d697bc3ebdf0049746e2","65e8ff785960eabd8881bcdd13350ba26ac3a194"
"S29B_FIXED_ASSETS_AND_CAPITAL_STOCK_VARIABLES_CONSTRUCTION_SETUP","FIN__TOTAL__gross_investment_current_cost","FIN_total_gross_investment_current_cost","FixedAssets","FAAt407",33,"Financial","Millions of current dollars","A",124,1901,2024,"FIN","TOTAL","gross_investment_current_cost","review_required","requires_common_unit_reconciliation","no","no","no","no","af67374e28232d02d65765d3836dc2ab3e3da8eb","24bcad5797cbebddbd77d697bc3ebdf0049746e2","65e8ff785960eabd8881bcdd13350ba26ac3a194"
