sample,spec,lag,rank,equation,term_raw,term,estimate,std_error,z_stat,p_value,stars_printed,sig_code,sig_label
PRE1974,S1_C,1,1,log_KME -0.0058(0.0417),log_KME -1,log_KME_lag1,0.0062,0.0416,0.14903846153846154,0.881523283950883,,0,0
PRE1974,S1_C,1,1,log_KME -0.0058(0.0417),omega -1,omega_lag1,NA,NA,NA,NA,NA,NA,NA
PRE1974,S1_C,1,1,omega,ECT,ECT,-0.2935,0.1853,-1.583917970858068,0.11321238727221605,,0,0
PRE1974,S1_C,1,1,omega,Intercept,Intercept,-1.2881,0.8136,-1.5832104228121928,0.11337351162310462,,0,0
PRE1974,S1_C,1,1,omega,log_M -1,log_M_lag1,0.1448,0.1664,0.8701923076923078,0.38419531898719406,,0,0
PRE1974,S1_C,1,1,omega,log_KME -1,log_KME_lag1,-0.2085,0.4694,-0.4441840647635279,0.6569095122955804,,0,0
PRE1974,S1_C,1,1,omega,omega -1,omega_lag1,-0.4051,0.1845,-2.1956639566395664,0.028116004806968818,*,2,95
PRE1974,S1_C,2,1,log_M,ECT,ECT,-0.4288,0.2606,-1.6454336147352264,0.09988042223109743,,1,90
PRE1974,S1_C,2,1,log_M,Intercept,Intercept,-1.6371,1.0212,-1.603113983548766,0.10890949128806539,,0,0
PRE1974,S1_C,2,1,log_M,log_M -1,log_M_lag1,0.1886,0.2407,0.7835479850436228,0.43330538691266485,,0,0
PRE1974,S1_C,2,1,log_M,log_KME -1,log_KME_lag1,-1.955,1.3484,-1.4498665084544646,0.14709574842578288,,0,0
PRE1974,S1_C,2,1,log_M,omega -1,omega_lag1,NA,NA,NA,NA,NA,NA,NA
PRE1974,S1_C,2,1,log_KME -0.0322(0.0479),ECT,ECT,-0.1158,0.1875,-0.6176,0.5368390445961597,,0,0
PRE1974,S1_C,2,1,log_KME -0.0322(0.0479),Intercept,Intercept,0.0632,0.0442,1.4298642533936652,0.15275598336652346,,0,0
PRE1974,S1_C,2,1,log_KME -0.0322(0.0479),log_M -1,log_M_lag1,0.7184,0.2476,2.901453957996769,0.0037143535838752746,**,3,99
PRE1974,S1_C,2,1,log_KME -0.0322(0.0479),log_KME -1,log_KME_lag1,0.0085,0.046,0.1847826086956522,0.8533995492013502,,0,0
PRE1974,S1_C,2,1,log_KME -0.0322(0.0479),omega -1,omega_lag1,NA,NA,NA,NA,NA,NA,NA
PRE1974,S1_C,2,1,omega,ECT,ECT,-0.4106,0.1984,-2.0695564516129035,0.0384938997363574,*,2,95
PRE1974,S1_C,2,1,omega,Intercept,Intercept,NA,NA,NA,NA,NA,NA,NA
PRE1974,S1_C,2,1,omega,log_M -1,log_M_lag1,0.1402,0.1832,0.7652838427947598,0.44410254303664454,,0,0
PRE1974,S1_C,2,1,omega,log_KME -1,log_KME_lag1,0.792,1.0263,0.7717041800643087,0.44028965440889134,,0,0
PRE1974,S1_C,2,1,omega,omega -1,omega_lag1,NA,NA,NA,NA,NA,NA,NA
PRE1974,S1_C,2,1,log_M,ECT,ECT,-0.0404,0.2171,-0.18608935974205434,0.8523746858725874,,0,0
PRE1974,S1_C,2,1,log_M,Intercept,Intercept,1.555,1.3123,1.1849424674236073,0.2360401950062286,,0,0
PRE1974,S1_C,2,1,log_M,log_M -1,log_M_lag1,0.2169,0.2671,0.812055409958817,0.41675983762370067,,0,0
PRE1974,S1_C,2,1,log_M,log_KME -1,log_KME_lag1,NA,NA,NA,NA,NA,NA,NA
PRE1974,S1_C,2,1,log_M,omega -1,omega_lag1,NA,NA,NA,NA,NA,NA,NA
PRE1974,S1_C,2,1,log_KME 0.0316(0.0399),ECT,ECT,-0.0814,0.2409,-0.3378995433789954,0.7354388916732985,,0,0
PRE1974,S1_C,2,1,log_KME 0.0316(0.0399),Intercept,Intercept,-0.0157,0.049,-0.3204081632653061,0.7486589380932023,,0,0
PRE1974,S1_C,2,1,log_KME 0.0316(0.0399),log_M -1,log_M_lag1,NA,NA,NA,NA,NA,NA,NA
PRE1974,S1_C,2,1,log_KME 0.0316(0.0399),log_KME -1,log_KME_lag1,NA,NA,NA,NA,NA,NA,NA
PRE1974,S1_C,2,1,log_KME 0.0316(0.0399),omega -1,omega_lag1,NA,NA,NA,NA,NA,NA,NA
PRE1974,S1_C,2,1,omega,ECT,ECT,-0.0376,0.1652,-0.22760290556900725,0.8199549609191918,,0,0
PRE1974,S1_C,2,1,omega,Intercept,Intercept,-1.2969,0.9988,-1.2984581497797356,0.19412994833173472,,0,0
PRE1974,S1_C,2,1,omega,log_M -1,log_M_lag1,-0.1843,0.2033,-0.9065420560747662,0.36464901532498717,,0,0
PRE1974,S1_C,2,1,omega,log_KME -1,log_KME_lag1,NA,NA,NA,NA,NA,NA,NA
PRE1974,S1_C,2,1,omega,omega -1,omega_lag1,NA,NA,NA,NA,NA,NA,NA
PRE1974,S1_D,1,1,log_M,ECT,ECT,-0.797,0.2145,-3.7156177156177157,2.0270786482501037e-4,***,3,99
PRE1974,S1_D,1,1,log_M,Intercept,Intercept,-5.1595,1.3983,-3.6898376600157334,2.2439720385795738e-4,**,3,99
PRE1974,S1_D,1,1,log_M,log_M -1,log_M_lag1,0.2241,0.1822,1.2299670691547748,0.21870943674228413,,0,0
PRE1974,S1_D,1,1,log_M,log_KME -1,log_KME_lag1,0.3892,0.5321,0.7314414583724863,0.4645095499403433,,0,0
PRE1974,S1_D,1,1,log_M,log_NRS_proxy -1,log_NRS_proxy_lag1,-0.1026,0.1349,-0.7605633802816901,0.4469178993370015,,0,0
PRE1974,S1_D,1,1,log_KME,ECT,ECT,-0.0068,0.0409,-0.16625916870415647,0.8679529974236738,,0,0
PRE1974,S1_D,1,1,log_KME,Intercept,Intercept,-0.0383,0.2666,-0.1436609152288072,0.8857682360960142,,0,0
PRE1974,S1_D,1,1,log_KME,log_M -1,log_M_lag1,0.0496,0.0347,1.4293948126801153,0.15289078851228172,,0,0
PRE1974,S1_D,1,1,log_KME,log_KME -1,log_KME_lag1,0.7761,0.1014,7.653846153846153,1.9505561706353566e-14,***,3,99
PRE1974,S1_D,1,1,log_KME,log_NRS_proxy -1,log_NRS_proxy_lag1,0.0316,0.0257,1.2295719844357977,0.21885742639045067,,0,0
PRE1974,S1_D,1,1,log_NRS_proxy 1.1782(0.8343),ECT,ECT,7.7043,5.4392,1.4164399176349465,0.15664674362810221,,0,0
PRE1974,S1_D,1,1,log_NRS_proxy 1.1782(0.8343),Intercept,Intercept,-0.5024,0.7086,-0.7090036692068867,0.47832219987850644,,0,0
PRE1974,S1_D,1,1,log_NRS_proxy 1.1782(0.8343),log_M -1,log_M_lag1,0.3834,2.0698,0.1852352884336651,0.8530444918324569,,0,0
PRE1974,S1_D,1,1,log_NRS_proxy 1.1782(0.8343),log_KME -1,log_KME_lag1,0.034,0.5247,0.06479893272346102,0.9483340912295107,,0,0
PRE1974,S1_D,1,1,log_NRS_proxy 1.1782(0.8343),log_NRS_proxy -1,log_NRS_proxy_lag1,NA,NA,NA,NA,NA,NA,NA
PRE1974,S1_D,1,1,omega,ECT,ECT,-0.1857,0.1948,-0.9532854209445586,0.3404454762098653,,0,0
PRE1974,S1_D,1,1,omega,Intercept,Intercept,-1.2094,1.2697,-0.9525084665669056,0.34083917415751525,,0,0
PRE1974,S1_D,1,1,omega,log_M -1,log_M_lag1,0.0685,0.1654,0.4141475211608223,0.6787660722126285,,0,0
PRE1974,S1_D,1,1,omega,log_KME -1,log_KME_lag1,0.0352,0.4832,0.0728476821192053,0.9419273268797945,,0,0
PRE1974,S1_D,1,1,omega,log_NRS_proxy -1,log_NRS_proxy_lag1,-0.0789,0.1225,-0.6440816326530612,0.5195225001072663,,0,0
PRE1974,S1_D,1,1,log_M,omega -1,omega_lag1,-0.1806,0.6267,-0.28817616084250836,0.7732118959918143,,0,0
PRE1974,S1_D,1,1,log_KME,omega -1,omega_lag1,0.1417,0.1195,1.185774058577406,0.23571153872341735,,0,0
PRE1974,S1_D,1,1,omega,omega -1,omega_lag1,-0.7296,0.5691,-1.2820242488139166,0.1998341399969943,,0,0
PRE1974,S1_D,2,1,log_M,ECT,ECT,-0.8596,0.2505,-3.4315369261477047,6.00171416353573e-4,**,3,99
PRE1974,S1_D,2,1,log_M,Intercept,Intercept,-6.8007,1.9957,-3.407676504484642,6.551851921883054e-4,**,3,99
PRE1974,S1_D,2,1,log_M,log_M -1,log_M_lag1,0.3351,0.2087,1.6056540488739819,0.10834994284149899,,0,0
PRE1974,S1_D,2,1,log_M,log_KME -1,log_KME_lag1,0.2121,1.4493,0.14634651210929414,0.8836478497308878,,0,0
PRE1974,S1_D,2,1,log_KME,ECT,ECT,-0.049,0.0489,-1.0020449897750512,0.31632186446470234,,0,0
PRE1974,S1_D,2,1,log_KME,Intercept,Intercept,-0.3813,0.3899,-0.9779430623236726,0.3281024854704872,,0,0
PRE1974,S1_D,2,1,log_KME,log_M -1,log_M_lag1,0.0659,0.0408,1.6151960784313724,0.10626823953816529,,0,0
PRE1974,S1_D,2,1,log_KME,log_KME -1,log_KME_lag1,1.0544,0.2831,3.724478982691628,1.9571901612455312e-4,**,3,99
PRE1974,S1_D,2,1,log_NRS_proxy 0.6267(1.0584),ECT,ECT,5.0242000000000004,8.4308,0.5959339564454145,0.5512193476705148,,0,0
PRE1974,S1_D,2,1,log_NRS_proxy 0.6267(1.0584),Intercept,Intercept,-0.1428,0.8815,-0.16199659671015318,0.8713085339038096,,0,0
PRE1974,S1_D,2,1,log_NRS_proxy 0.6267(1.0584),log_M -1,log_M_lag1,-4.1874,6.1226,-0.6839251298467971,0.4940224445758372,,0,0
PRE1974,S1_D,2,1,log_NRS_proxy 0.6267(1.0584),log_KME -1,log_KME_lag1,NA,NA,NA,NA,NA,NA,NA
PRE1974,S1_D,2,1,omega,ECT,ECT,0.0461,0.2466,0.18694241686942417,0.8517057815413013,,0,0
PRE1974,S1_D,2,1,omega,Intercept,Intercept,0.3666,1.9641,0.1866503742171987,0.8519347678142033,,0,0
PRE1974,S1_D,2,1,omega,log_M -1,log_M_lag1,-0.0617,0.2054,-0.3003894839337877,0.763880084132301,,0,0
PRE1974,S1_D,2,1,omega,log_KME -1,log_KME_lag1,0.7579,1.4263,0.5313748860688495,0.5951590210787261,,0,0
PRE1974,S1_D,2,1,log_M,log_NRS_proxy -1,log_NRS_proxy_lag1,-0.5114,0.2028,-2.521696252465483,0.011679050756711402,*,2,95
PRE1974,S1_D,2,1,log_M,omega -1,omega_lag1,-1.9222,0.9053,-2.1232740528001766,0.03373089368378493,*,2,95
PRE1974,S1_D,2,1,log_M,log_M -2,log_M_-2,-0.0984,0.1754,-0.5610034207525656,0.5747952052275775,,0,0
PRE1974,S1_D,2,1,log_M,log_KME -2,log_KME_-2,1.3194,1.1732,1.124616433685646,0.2607516068313582,,0,0
PRE1974,S1_D,2,1,log_KME,log_NRS_proxy -1,log_NRS_proxy_lag1,0.0085,0.0396,0.21464646464646464,0.8300429646115339,,0,0
PRE1974,S1_D,2,1,log_KME,omega -1,omega_lag1,0.02,0.1769,0.11305822498586772,0.9099843942077901,,0,0
PRE1974,S1_D,2,1,log_KME,log_M -2,log_M_-2,0.0091,0.0343,0.2653061224489796,0.7907736484294059,,0,0
PRE1974,S1_D,2,1,log_KME,log_KME -2,log_KME_-2,-0.2664,0.2292,-1.1623036649214662,0.24511213846231694,,0,0
PRE1974,S1_D,2,1,log_NRS_proxy -0.4636(0.8568),log_NRS_proxy -1,log_NRS_proxy_lag1,0.5481,3.8245,0.14331285135311805,0.8860431066882806,,0,0
PRE1974,S1_D,2,1,log_NRS_proxy -0.4636(0.8568),omega -1,omega_lag1,0.6932,0.7408,0.9357451403887689,0.34940442312698966,,0,0
PRE1974,S1_D,2,1,log_NRS_proxy -0.4636(0.8568),log_M -2,log_M_-2,3.5243,4.9559,0.7111321858794569,0.47700232669066417,,0,0
PRE1974,S1_D,2,1,log_NRS_proxy -0.4636(0.8568),log_KME -2,log_KME_-2,NA,NA,NA,NA,NA,NA,NA
PRE1974,S1_D,2,1,omega,log_NRS_proxy -1,log_NRS_proxy_lag1,0.0954,0.1996,0.4779559118236473,0.6326815849781902,,0,0
PRE1974,S1_D,2,1,omega,omega -1,omega_lag1,-0.0495,0.891,-0.05555555555555556,0.9556958713164356,,0,0
PRE1974,S1_D,2,1,omega,log_M -2,log_M_-2,-0.2374,0.1726,-1.3754345307068365,0.16899676976513284,,0,0
PRE1974,S1_D,2,1,omega,log_KME -2,log_KME_-2,-0.5942,1.1546,-0.5146371037588775,0.6068066322550674,,0,0
PRE1974,S1_D,2,1,log_M,log_NRS_proxy -1,log_NRS_proxy_lag1,-0.4281,0.1525,-2.807213114754098,0.004997216923870894,*,3,99
PRE1974,S1_D,2,1,log_M,omega -1,omega_lag1,-1.7786,0.6963,-2.554358753410886,0.01063835824754982,*,2,95
PRE1974,S1_D,2,1,log_M,log_M -2,log_M_-2,NA,NA,NA,NA,NA,NA,NA
PRE1974,S1_D,2,1,log_M,log_KME -2,log_KME_-2,NA,NA,NA,NA,NA,NA,NA
PRE1974,S1_D,2,1,log_KME,log_NRS_proxy -1,log_NRS_proxy_lag1,-0.048,0.0298,-1.6107382550335572,0.10723678394366043,,0,0
PRE1974,S1_D,2,1,log_KME,omega -1,omega_lag1,NA,NA,NA,NA,NA,NA,NA
PRE1974,S1_D,2,1,log_KME,log_M -2,log_M_-2,NA,NA,NA,NA,NA,NA,NA
PRE1974,S1_D,2,1,log_KME,log_KME -2,log_KME_-2,NA,NA,NA,NA,NA,NA,NA
PRE1974,S1_D,2,1,log_NRS_proxy 0.0967(0.6440),log_NRS_proxy -1,log_NRS_proxy_lag1,2.0717,2.9415,0.7043005269420364,0.48124563823938915,,0,0
PRE1974,S1_D,2,1,log_NRS_proxy 0.0967(0.6440),omega -1,omega_lag1,NA,NA,NA,NA,NA,NA,NA
PRE1974,S1_D,2,1,log_NRS_proxy 0.0967(0.6440),log_M -2,log_M_-2,NA,NA,NA,NA,NA,NA,NA
PRE1974,S1_D,2,1,log_NRS_proxy 0.0967(0.6440),log_KME -2,log_KME_-2,NA,NA,NA,NA,NA,NA,NA
PRE1974,S1_D,2,1,omega,log_NRS_proxy -1,log_NRS_proxy_lag1,-0.0102,0.15,-0.068,0.9457856342859545,,0,0
PRE1974,S1_D,2,1,omega,omega -1,omega_lag1,-0.3618,0.6853,-0.5279439661462133,0.5975382279026755,,0,0
PRE1974,S1_D,2,1,omega,log_M -2,log_M_-2,NA,NA,NA,NA,NA,NA,NA
PRE1974,S1_D,2,1,omega,log_KME -2,log_KME_-2,NA,NA,NA,NA,NA,NA,NA
