year,ECT,sample,spec,lag,rank
1982,4.959785200237757,POST1974,S1_D,1,1
1983,4.576521043926966,POST1974,S1_D,1,1
1984,4.684282956519211,POST1974,S1_D,1,1
1985,4.071819650128489,POST1974,S1_D,1,1
1986,4.166331193800465,POST1974,S1_D,1,1
1987,4.12199155243143,POST1974,S1_D,1,1
1988,4.036803721985251,POST1974,S1_D,1,1
1989,4.256114311563824,POST1974,S1_D,1,1
1990,4.5295313467678024,POST1974,S1_D,1,1
1991,4.360669546314068,POST1974,S1_D,1,1
1992,4.416983242536849,POST1974,S1_D,1,1
1993,4.43684383649877,POST1974,S1_D,1,1
1994,4.433083093127452,POST1974,S1_D,1,1
1995,4.4560279614470915,POST1974,S1_D,1,1
1996,4.643588351654812,POST1974,S1_D,1,1
1997,4.6465801065896475,POST1974,S1_D,1,1
1998,4.694183656898231,POST1974,S1_D,1,1
1999,4.5779566712376445,POST1974,S1_D,1,1
2000,4.6677181664121115,POST1974,S1_D,1,1
2001,4.59309702589934,POST1974,S1_D,1,1
2002,4.611453310093628,POST1974,S1_D,1,1
2003,4.655291654903582,POST1974,S1_D,1,1
2004,4.640715241961906,POST1974,S1_D,1,1
2005,4.724605378505858,POST1974,S1_D,1,1
2006,4.624731550866267,POST1974,S1_D,1,1
2007,4.6781258646997195,POST1974,S1_D,1,1
2008,4.932100613509435,POST1974,S1_D,1,1
2009,4.7325186492817535,POST1974,S1_D,1,1
2010,4.88771241803199,POST1974,S1_D,1,1
1974,-9.586880915986422,POST1974,S1_D,2,1
1975,-12.812373314955234,POST1974,S1_D,2,1
1976,-12.291977616668365,POST1974,S1_D,2,1
1977,-12.402797478788072,POST1974,S1_D,2,1
1978,-10.61499571530339,POST1974,S1_D,2,1
1979,-10.06511071596064,POST1974,S1_D,2,1
1980,-10.997533022992066,POST1974,S1_D,2,1
1981,-13.234918349665051,POST1974,S1_D,2,1
1982,-15.481482099953768,POST1974,S1_D,2,1
1983,-14.498860777072746,POST1974,S1_D,2,1
1984,-14.201183831197453,POST1974,S1_D,2,1
1985,-12.174152829041597,POST1974,S1_D,2,1
1986,-11.711510771678896,POST1974,S1_D,2,1
1987,-10.802596715682398,POST1974,S1_D,2,1
1988,-9.883336876832509,POST1974,S1_D,2,1
1989,-9.797660653581818,POST1974,S1_D,2,1
1990,-11.163450833714803,POST1974,S1_D,2,1
1991,-10.103325860551191,POST1974,S1_D,2,1
1992,-9.496609717292408,POST1974,S1_D,2,1
1993,-9.509784177637565,POST1974,S1_D,2,1
1994,-9.710857320222742,POST1974,S1_D,2,1
1995,-9.497622377227039,POST1974,S1_D,2,1
1996,-10.164840104277381,POST1974,S1_D,2,1
1997,-10.453276820715498,POST1974,S1_D,2,1
1998,-11.038395461418716,POST1974,S1_D,2,1
1999,-11.738068971598288,POST1974,S1_D,2,1
2000,-11.9760422272292,POST1974,S1_D,2,1
2001,-12.03841159968312,POST1974,S1_D,2,1
2002,-12.523450132554345,POST1974,S1_D,2,1
2003,-12.657953070934013,POST1974,S1_D,2,1
2004,-12.139582991757113,POST1974,S1_D,2,1
2005,-12.329734881243777,POST1974,S1_D,2,1
2006,-11.942322773674038,POST1974,S1_D,2,1
2007,-12.076507147330883,POST1974,S1_D,2,1
2008,-13.365460064467616,POST1974,S1_D,2,1
2009,-14.018811201233706,POST1974,S1_D,2,1
2010,-13.833383856121975,POST1974,S1_D,2,1
