year,r,mu,B,pi,dlnr,phi_mu,phi_B,phi_pi,regime,tendency_label
1981,0.16078711031042714,0.6850589432007052,0.6467851073079985,0.362880205157213,0.051914037553912884,0.010442201185812738,-0.007906270198053789,0.049378106566154045,Post-Fordist,tech_drag
1982,0.1561952025969998,0.6639053242021123,0.6497728711770735,0.362076187919203,-0.028974670044377815,-0.03136532775105,0.004608770617565372,-0.002218112910893355,Post-Fordist,tech_offset_crisis
1983,0.1662200628319338,0.6837828456758538,0.6560985940464275,0.37050675789655,0.06220606640296644,0.029500834856546754,0.00968820058647707,0.023017030959942786,Post-Fordist,broad_expansion
1984,0.18065625607973793,0.7216440186738281,0.6651482027578701,0.376367026055705,0.08328349780691124,0.053891578242072136,0.013698803662708758,0.015693115902130406,Post-Fordist,broad_expansion
1985,0.1795241399519058,0.7279555414882273,0.6646398688171766,0.371049293738511,-0.0062864046385280314,0.008708008571552184,-7.645338025208948e-4,-0.014229879407559487,Post-Fordist,profit_squeeze
1986,0.17228371910949478,0.7267981831322377,0.6589296528838414,0.359742172828427,-0.04116703575790881,-0.0015911402467354008,-0.008628562788422667,-0.030947332722750742,Post-Fordist,reinforcing_crisis
1987,0.1780127949012944,0.7416652596169753,0.6629800175407925,0.362028568811409,0.03271278163674385,0.02024917208394339,0.006128069750789167,0.006335539802011292,Post-Fordist,broad_expansion
1988,0.18498250664656615,0.7597204267657041,0.6673287944707248,0.364869021555318,0.038405832763479975,0.024052497299875963,0.006538019415663843,0.007815316047940168,Post-Fordist,broad_expansion
1989,0.1800387286425299,0.7551392229262401,0.6634226049621522,0.359375646684522,-0.02708927506819081,-0.006048372608639496,-0.005870669351246305,-0.015170233108304787,Post-Fordist,reinforcing_crisis
1990,0.17523375821236886,0.7501753426320616,0.6573411385105918,0.355356429293918,-0.02705114307027845,-0.0065951640942426,-0.009209079914369034,-0.01124689906166676,Post-Fordist,reinforcing_crisis
1991,0.17387725801191548,0.741079651469541,0.6534995471524486,0.35903154117138403,-0.0077712072331177495,-0.012198858000794344,-0.00586128031908606,0.010288931086762432,Post-Fordist,demand_drag
1992,0.1700772196321828,0.7476910126149463,0.6466043545060334,0.351791516474026,-0.022097069520465196,0.00888169651111681,-0.01060724037165639,-0.020371525659925505,Post-Fordist,profit_squeeze
1993,0.17317056090015054,0.7495949168134927,0.6461138586281902,0.35755131068851,0.018024442925259176,0.0025431418104746584,-7.58859736635753e-4,0.016240160851420216,Post-Fordist,tech_drag
1994,0.18528871932697355,0.7667972749322653,0.6504231717120905,0.371511630191992,0.06763824357475978,0.022689507644483353,0.006647444464075003,0.03830129146620154,Post-Fordist,broad_expansion
1995,0.18966152747791673,0.766460797881199,0.6592727445232165,0.375339417234156,0.02332579564448589,-4.38904659866457e-4,0.013514140779721628,0.010250559524630498,Post-Fordist,demand_drag
1996,0.19544848340571205,0.7732379850400234,0.666792676160742,0.379077757988398,0.03005578351617766,0.008803320496712952,0.011341842011835968,0.00991062100762885,Post-Fordist,broad_expansion
1997,0.19934557717749954,0.7832893990151302,0.6715535424121415,0.378969022333503,0.019743054654743908,0.012915357349631618,0.007114581066018089,-2.8688376090613144e-4,Post-Fordist,profit_squeeze
1998,0.19197692332761115,0.7918105184236175,0.6635448216194719,0.365390705894515,-0.037664713561297525,0.010819888242758646,-0.011997343522104298,-0.03648725828195154,Post-Fordist,profit_squeeze
1999,0.18866300457645035,0.801904941276104,0.6543231668407622,0.359560155749955,-0.017412794827720735,0.012667954978181017,-0.013995036487034485,-0.016085713318867212,Post-Fordist,profit_squeeze
2000,0.1798621261564348,0.8144997099745309,0.6359796995227269,0.347220641988159,-0.047771787383578346,0.015583998209640348,-0.028434724469746653,-0.03492106112347226,Post-Fordist,profit_squeeze
2001,0.1693503326949674,0.7769144177976012,0.6316034447664887,0.345118613597379,-0.06022104778838977,-0.047243872067437076,-0.006904907442857433,-0.006072268278094928,Post-Fordist,reinforcing_crisis
2002,0.17434123834456702,0.7602232781529334,0.6346647520869687,0.361338788080059,0.029044974798942524,-0.021718022719928065,0.004835173610538757,0.04592782390833161,Post-Fordist,demand_drag
2003,0.1815080617356696,0.7575294292118679,0.642147994197826,0.373130954770732,0.04028555139341128,-0.0035497901031719126,0.01172188767258281,0.03211345382400066,Post-Fordist,demand_drag
2004,0.18707935335984707,0.7412379243132394,0.6525525764845993,0.386769946268456,0.030232806366788045,-0.02174072787141962,0.016072915257047626,0.035900618981159704,Post-Fordist,demand_drag
2005,0.19312042519464778,0.7152799680112779,0.6707559092305612,0.402520162256147,0.031781082697242,-0.03564762949705208,0.02751358621363198,0.03991512598066238,Post-Fordist,demand_drag
2006,0.19672165201707525,0.6932140499264238,0.6885095659557017,0.412168528642874,0.018475836623192965,-0.03133520385435923,0.026123912828032503,0.023687127649519524,Post-Fordist,demand_drag
2007,0.18932097964155353,0.6728330906782464,0.6921644851366999,0.406520160824167,-0.038345916129929325,-0.029841534872572628,0.005294410676616124,-0.01379879193397282,Post-Fordist,tech_offset_crisis
2008,0.17809787154118073,0.6284976898872073,0.700692307499257,0.404415408211823,-0.061110640247810766,-0.0681649385517491,0.012245234350889311,-0.005190936046950978,Post-Fordist,tech_offset_crisis
2009,0.17338203726082085,0.608736192514363,0.7000080472088461,0.406885248988454,-0.02683577166864648,-0.03194735998810866,-9.770260177955903e-4,0.006088614337257936,Post-Fordist,demand_drag
2010,0.18980109778857282,0.612277817805218,0.7238909671665239,0.42822994871823,0.09047920244629393,0.005801137731702488,0.033548952218467265,0.05112911249612406,Post-Fordist,broad_expansion
2011,0.19052403006702687,0.6007776826732453,0.7388368541955588,0.42922738006462,0.003801658613608261,-0.018961176426591064,0.020436347732212756,0.002326487307986569,Post-Fordist,demand_drag
2012,0.19730764338327533,0.6066998901885076,0.7530955974655453,0.431837034012317,0.03498582348765189,0.009809300206800653,0.019115044266618753,0.006061479014232374,Post-Fordist,broad_expansion
2013,0.19733537471284646,0.5972540158461456,0.763250630059239,0.432891137467282,1.4053880770803495e-4,-0.015691743872152275,0.013394281902620542,0.0024380007772396572,Post-Fordist,demand_drag
2014,0.19749058361388006,0.5883230955852555,0.7780943578388908,0.431417968460066,7.862143091419416e-4,-0.015066230801710656,0.019261342283641125,-0.003408897172788472,Post-Fordist,tech_offset_crisis
2015,0.19928724782629012,0.5982708182128202,0.7839801129369044,0.424890130802086,0.009056335056085718,0.01676724542370689,0.007535854483250115,-0.015246764850871286,Post-Fordist,profit_squeeze
2016,0.19153979495211557,0.5832850539106219,0.7873780566889601,0.417056469616234,-0.03965164678585498,-0.025367514600457053,0.0043248561837848365,-0.018608988369182677,Post-Fordist,tech_offset_crisis
2017,0.19054013069926345,0.5802517852265394,0.7934762010439645,0.413843433046624,-0.0052327613506342185,-0.005213888299149927,0.007715037072967029,-0.007733910124451349,Post-Fordist,tech_offset_crisis
2018,0.19338739689772003,0.5814465125362516,0.8013304730371885,0.415056040915459,0.01483258268701948,0.0020568640467546473,0.009849890425946556,0.0029258282143185266,Post-Fordist,broad_expansion
2019,0.19092098602042162,0.5741651481286646,0.8059940071251838,0.412558014898778,-0.012835758208644243,-0.012601916399665014,0.005802869590957632,-0.006036711399937111,Post-Fordist,tech_offset_crisis
2020,0.19321019656621416,0.5434864081597338,0.8996572742233304,0.39515206794923,0.01191904094546814,-0.054912371184763886,0.10993757723018222,-0.04310616509995002,Post-Fordist,tech_offset_crisis
2021,0.20909102214747732,0.5471667532510511,0.9092247815343201,0.420285513029205,0.07899097218046625,0.006748908252072527,0.010578463643308611,0.06166360028508511,Post-Fordist,broad_expansion
2022,0.20362222728743185,0.5334111879464317,0.8770634283589482,0.43524326633559,-0.026503219753632568,-0.025461020209202823,-0.03601303402647563,0.03497083448204563,Post-Fordist,demand_drag
2023,0.2082242527200394,0.5431772686567089,0.8831632542258863,0.434058968638725,0.022349186934554233,0.0181431419658441,0.006930755390259044,-0.0027247104215486484,Post-Fordist,profit_squeeze
2024,0.20966283627802448,0.5480810247106004,0.8878286967953458,0.43087124509157,0.006885061916240165,0.008987403058308141,0.005268745980878453,-0.007371087122946651,Post-Fordist,profit_squeeze
