year,y,k_NR,k_ME,phi,s_ME,omega,omega_kME,k_CL,c_t,ECT_m,ECT_m_lag1,ECT_theta,theta_CL,g_Y,g_K_CL,g_Yp,g_mu,mu_CL,p_Y,P_K,p_rel,pi_t,y_p_log,ln_p_rel,ln_B,B_t,r_t,ln_r,ln_mu,ln_pi,g_r,g_B,g_pi,decomp_check
1950,15.715544986005517,17.329637143450373,16.331239716542903,0.36846946751905457,0.2692566230118866,0.5640614965956121,9.21182351577489,17.64333008178963,-0.99839742690747,-0.31191698621127895,-0.01876963641118223,0.1001171730716388,0.9256435342436856,0.04810149939597252,0.02813369110552699,0.02604176926624014,0.02205973012973228,0.8460613449356349,1.9732531312036785e-6,1.7689896187224293e-6,1.1154690283760789,0.4359385034043879,15.88270839626603,0.10927496971439508,-1.651346715809206,0.19179144604953663,0.07073857646493428,-2.648764218888562,-0.16716341026051393,-0.8302540928188422,0.07560437377895646,-0.008877000165434579,0.062421643814658756,0
1951,15.758133041729227,17.359210383237183,16.39678068249986,0.3819637001266297,0.27639199212803484,0.5267448831360416,8.636920324410694,17.682715842048573,-0.9624297007373244,-0.3827253966615291,-0.31191698621127895,0.09975396508596024,0.9150125569107944,0.04258805572371038,0.03938576025894136,0.03603846520040949,0.006549590523300841,0.8516208867898566,2.484734687890704e-6,2.590360899844224e-6,0.9592233607448785,0.4732551168639584,15.91874686146644,-0.04163132116081071,-1.8056003017429438,0.16437575190345985,0.06624900730842824,-2.714334798251792,-0.1606138197372131,-0.7481206767716349,-0.06557057936322996,-0.15425358593373795,0.08213341604720736,2.220446049250313e-16
1952,15.8205799004799,17.39061327795992,16.461943982146895,0.3950790941336379,0.2831947635047797,0.6375593229564251,10.495465859804172,17.723564389929642,-0.9286692958130232,0.17693867905545346,-0.3827253966615291,0.17998180402712816,0.9038125374181024,0.06244685875067368,0.04084854788106895,0.03691942971023378,0.025527429040439892,0.8736404340219729,2.972789325835826e-6,2.584670690549266e-6,1.1501617349961444,0.36244067704357485,15.955666291176675,0.13990257161348588,-1.6279955271394815,0.19632270351778713,0.06216417651356704,-2.7779763854506743,-0.1350863906967732,-1.0148944676144198,-0.06364158719888247,0.17760477460346236,-0.26677379084278496,-2.498001805406602e-16
1953,15.893263284327064,17.41953656606287,16.510922264158364,0.4030823877181324,0.2872834776108021,0.4335714681918065,7.1586648072719274,17.758208087995182,-0.9086143019045068,-1.025456689746596,0.17693867905545346,0.1358886764749636,0.8990824154793456,0.07268338384716344,0.03464369806554046,0.03114753973790325,0.04153584410926019,0.9106919838907288,3.720981687106757e-6,3.2629285107329613e-6,1.1403810027915389,0.5664285318081935,15.986813830914578,0.13136241954472241,-1.6400318375358822,0.19397386654264587,0.10005985239984928,-2.3019867480396035,-0.09355054658751301,-0.5684043639162082,0.4759896374110708,-0.01203631039640074,0.4464901036982116,2.7755575615628914e-16
1954,15.860338646771549,17.442418302454914,16.54533012978699,0.40775524566127863,0.2896492461441621,0.4252265162640857,7.035513091528535,17.784414713873893,-0.8970881726679245,-1.1010571074257367,-1.025456689746596,0.0752239553338514,0.8955396270593571,-0.03292463755551544,0.02620662587871081,0.02346907196590477,-0.05639370952142013,0.8607559569740348,6.295629789620509e-6,5.0147886930804726e-6,1.255412775080109,0.5747734837359143,16.010282902880483,0.22746442295283892,-1.546667388040571,0.21295649391819468,0.10535803192189251,-2.2503909012784056,-0.14994425610893314,-0.5537792571289012,0.05159584676119788,0.0933644494953112,0.014625106787306996,1.8041124150158794e-16
1955,15.897281785343344,17.467854448776727,16.597193711950386,0.41867482396195865,0.29511683501418495,0.4184994409605206,6.945916289964704,17.817577662104615,-0.8706607368263413,-1.0241115732836352,-1.1010571074257367,0.08495419900834644,0.8872593945121183,0.03694313857179487,0.03316294823072141,0.0294241373674266,0.007519001204368325,0.8672523747312355,1.0703748106413e-5,7.855724670542737e-6,1.3625411474195033,0.5815005590394794,16.039707040247908,0.30935144704017287,-1.4685191748165338,0.23026621685526255,0.1161250355897647,-2.1530877753701216,-0.1424252549045648,-0.542143345649023,0.09730312590828394,0.0781482132240372,0.011635911479878192,-2.220446049250313e-16
1956,15.913928502478369,17.497630561249714,16.660367707365655,0.43289379686889007,0.3021115715727396,0.5117340439004434,8.525677339758586,17.857326594906084,-0.8372628538840594,-0.6533337933390158,-1.0241115732836352,0.1139613512993236,0.8758695713084937,0.01664671713502485,0.03974893280146929,0.03481488073279303,-0.018168163597768128,0.8516382610848248,1.5852795042458104e-5,1.3120301045261627e-5,1.2082645808026875,0.4882659560995566,16.0745219209807,0.18918509937368733,-1.5936195745516963,0.2031888220166067,0.08449118896748278,-2.47110802262994,-0.16059341850233294,-0.7168950295759107,-0.31802024725981815,-0.12510039973516252,-0.17475168392688767,-1.6653345369377348e-16
1957,16.011616639182336,17.53693662421285,16.751076309408376,0.4557274640017607,0.31305823052137516,0.5364323677274111,8.985819526638478,17.91244237514926,-0.7858603148044736,-0.4923938585127008,-0.6533337933390158,0.18701332150887584,0.8589628521214165,0.09768813670396705,0.05511578024317742,0.0473424077945769,0.05034572890939017,0.8956122739817161,2.140439429056974e-5,2.0540378051164853e-5,1.0420642812538639,0.4635676322725889,16.121864328775278,0.041203631691234366,-1.7493744146827495,0.173882687888904,0.07219206858933591,-2.6284250924509736,-0.11024768959294277,-0.7688029881752813,-0.15731706982103377,-0.15575484013105312,-0.051907958599370585,2.220446049250313e-16
1958,16.06507652300002,17.573787035014526,16.832302962668233,0.47640636910787254,0.3226797032823319,0.4467800326865331,7.520336867850541,17.963398041123572,-0.7414840723462923,-1.1404722903622204,-0.4923938585127008,0.1674057984123083,0.8450251430580896,0.05345988381768407,0.05095566597431045,0.04305881892956192,0.010401064888122244,0.9049762083852736,2.6675715573672908e-5,2.6178063546146185e-5,1.019010268908908,0.5532199673134669,16.16492314770484,0.018831831627404448,-1.779643061791327,0.16869835141073564,0.08445898288314037,-2.4714892721353974,-0.09984662470482053,-0.59199958563925,0.15693582031557618,-0.030268647108577573,0.17680340253603122,-2.7755575615628914e-16
1959,16.006793843735952,17.599289718273212,16.869997780931136,0.482250332682313,0.32535012612182895,0.5750776192763191,9.701558161054663,17.992851146322657,-0.7292919373420759,-0.48210639185876936,-1.1404722903622204,0.13834727632997623,0.8398694461934965,-0.05828267926406738,0.02945310519908517,0.02473676315223445,-0.08301944241630196,0.8328796982430641,3.987382156705669e-5,3.9620971481525125e-5,1.006381723518553,0.42492238072368094,16.189659910857074,0.006361446543329806,-1.7968297889222533,0.1658237521132438,0.05868655546994664,-2.83554461637198,-0.1828660671211225,-0.8558487603286044,-0.3640553442365828,-0.017186727130926283,-0.2638491746893543,2.220446049250313e-16
1960,16.0864941939034,17.63787753299417,16.923918301686196,0.48970151266893247,0.32872458576724484,0.6093126657451776,10.311957775254015,18.036453305815563,-0.7139592313079746,-0.02959364715220758,-0.48210639185876936,0.1918064780219222,0.8344216201850965,0.07970035016744603,0.04360215949290591,0.03638258456763953,0.04331776559980652,0.869751011892761,4.401932451362948e-5,4.028036159605113e-5,1.092823469537694,0.3906873342548224,16.226042495424714,0.08876468612069492,-1.7216461242701537,0.17877162525640478,0.060746724171306866,-2.801042121321442,-0.13954830152131598,-0.9398476955299723,0.03450249505053815,0.07518366465209958,-0.08399893520136792,2.7755575615628914e-17
1961,16.133210487830446,17.672201487705973,16.992117592626443,0.5065744914755551,0.33624257834035903,0.6588962612543945,11.196042752576584,18.08204001278635,-0.6800838950795303,0.35009043394536654,-0.02959364715220758,0.2276064869013368,0.8224959933797064,0.04671629392704801,0.04558670697078781,0.03749488383484771,0.009221410092200288,0.8778084359608996,4.732380521103672e-5,4.617743030800952e-5,1.0248254373485213,0.3411037387456055,16.263537379259564,0.024522293060990977,-1.7939803404657961,0.1662969321786906,0.04979324928513773,-2.9998758606634843,-0.1303268914291157,-1.0755686287685726,-0.1988337393420423,-0.0723342161956424,-0.13572093323860035,-1.6653345369377348e-16
1962,16.17950836250323,17.712531382949667,17.047707583326627,0.5143641508797592,0.3396568457995672,0.5941905193772513,10.129586223128356,18.127527031421703,-0.66482379962304,-0.2154047288534766,0.35009043394536654,0.20204670515837808,0.8178435961526282,0.0462978746727849,0.04548701863535243,0.03720126689899825,0.009096607773786722,0.885829943945551,5.344285620094384e-5,4.880159547721354e-5,1.0951046923434582,0.4058094806227487,16.30073864615856,0.0908499681442529,-1.7359384171188899,0.1762347409656875,0.06335254560452198,-2.7590401898412225,-0.12123028365532897,-0.9018714890670035,0.24083567082226187,0.05804192334690628,0.17369713970156908,2.220446049250313e-16
1963,16.240849479811228,17.769981409740094,17.08589116125977,0.5045490350951006,0.3353490137748875,0.5576814422070525,9.52848442420408,18.17847461858348,-0.6840902484803237,-0.5236324803719548,-0.2154047288534766,0.17767483112220095,0.824745237961993,0.06134111730799674,0.05094758716177594,0.04201877989732827,0.019322337410668675,0.9031126827564964,7.719854128924752e-5,6.913425126411502e-5,1.1166468122193778,0.4423185577929475,16.34275742605589,0.11033027690874773,-1.7253869156188415,0.17810412717117316,0.07114609789049986,-2.6430197993725804,-0.10190794624466029,-0.8157249375090785,0.1160203904686421,0.010551501500048355,0.08614655155792506,-1.3877787807814457e-17
1964,16.262856465148943,17.819717460668997,17.127291335267294,0.5003606575905039,0.3334935870646295,0.6767742739731578,11.59131015855228,18.225422978270153,-0.6924261254017026,0.17621998074814105,-0.5236324803719548,0.1940824374758794,0.826546804281046,0.02200698533771472,0.04694835968667377,0.03880501666525729,-0.016798031327542734,0.8880688745458403,1.148859747163e-4,1.0610256439192e-4,1.0827822623771466,0.3232257260268422,16.381562442721147,0.0795338973688908,-1.7643266381801146,0.17130209594916718,0.049171702499340296,-3.012436973399927,-0.11870597757220303,-1.1294043576476094,-0.36941717402734664,-0.038939722561273094,-0.3136794201385309,-1.1102230246251565e-16
1965,16.27090691739565,17.86157852486959,17.15317090009882,0.49242770315456846,0.32995079233232943,0.6381088691725728,10.945590485785942,18.261982649883507,-0.7084076247707678,-0.11300359885400636,0.17621998074814105,0.13393748644347436,0.8323002514158788,0.00805045224670664,0.03655967161335383,0.03042862387547636,-0.02237817162876979,0.8684162320908735,1.60164116709e-4,1.5289537348645e-4,1.0475406355130437,0.3618911308274272,16.411991066596624,0.04644516491428015,-1.8035464183726029,0.1647137074686356,0.051764928058660765,-2.9610424235330015,-0.1410841492009728,-1.016411855959426,0.05139454986692549,-0.039219780192488285,0.11299250168818342,-1.3877787807814457e-16
1966,16.376627828568118,17.895819861905366,17.192873954565947,0.4951245621614712,0.33115940617394435,0.553495656761064,9.516181061092672,18.29802938444872,-0.7029459073394193,-0.44917868199286826,-0.11300359885400636,0.16371338259129864,0.8311800539081532,0.10572091117246885,0.03604673456521112,0.02996132677912507,0.07575958439334374,0.9367633736075052,2.06373023864e-4,2.0472163327308e-4,1.0080665172728336,0.44650434323893595,16.441952393375747,0.008034156829944798,-1.8480428342430297,0.1575452068561314,0.06589626271986844,-2.7196735504647034,-0.06532456480762908,-0.8063061514140445,0.24136887306829813,-0.04449641587042685,0.21010570454538147,2.220446049250313e-16
1967,16.408577693072512,17.931489643808593,17.232103856394982,0.4968904064245619,0.331948420734035,0.5791916250038267,9.980690234820118,18.33487953776496,-0.6993857874136111,-0.4471335869437451,-0.44917868199286826,0.16694780375560558,0.8297533914895324,0.0319498645043943,0.03685015331624441,0.03057653969106304,0.0013733248133314946,0.938050737774945,2.602733055074e-4,2.6120868852269e-4,0.996419020283819,0.4208083749961733,16.47252893306681,-0.003587406772070163,-1.8659380114702206,0.1547509835859567,0.061086342385867465,-2.795466966663762,-0.06395123999429758,-0.8655777151992442,-0.07579341619905877,-0.017895177227190917,-0.05927156378519971,-3.608224830031759e-16
1968,16.44375368102013,17.966201546572137,17.279615073757,0.5032911381652301,0.33479285907285955,0.5394079097121091,9.320761047565115,18.373858343285395,-0.6865864728151365,-0.6221184555879287,-0.4471335869437451,0.1469216018614059,0.8257536548141438,0.03517598794761767,0.03897880552043276,0.03218689111878707,0.002989096828830702,0.940858857039897,3.491899057509e-4,3.4314055333538e-4,1.0176293718615284,0.46059209028789094,16.504715824185595,0.017475777044801518,-1.8516667420549981,0.15697531079934313,0.06802558805976357,-2.6878713495907136,-0.06096214316546688,-0.7752424643702485,0.10759561707304854,0.014271269415222498,0.09033525082899574,3.885780586188048e-16
1969,16.480286233867023,18.001907984437977,17.320874946828166,0.5060939081880377,0.3360307783177435,0.5005314522990513,8.669642692226155,18.411427467906176,-0.6810330376098115,-0.7246589064600659,-0.6221184555879287,0.12605183618779403,0.824203090246213,0.03653255284689294,0.03756912462078077,0.03096458861029259,0.005567964236600366,0.9461121369730396,4.897710066818e-4,4.6055651836704e-4,1.0634330145154467,0.49946854770094873,16.53568041279589,0.061502367793357673,-1.8142446873169271,0.16296094838867534,0.07700772660158983,-2.563849516687531,-0.055394178928866514,-0.6942106504417375,0.1240218329031828,0.03742205473807103,0.081031813928511,-4.163336342344337e-16
1970,16.500640555722857,18.042990399155215,17.363069527596902,0.5066570817648125,0.3362789634727919,0.5092767661923354,8.84260790018723,18.45288374265049,-0.6799208715583127,-0.7444124907667797,-0.7246589064600659,0.1033987101915006,0.8237479731466587,0.02035432185583374,0.04145627474431279,0.03414952229483868,-0.0137952004390052,0.9331499439971228,6.904158550181e-4,6.5312297403544e-4,1.057099325035589,0.4907232338076646,16.569829935090727,0.05552867128654275,-1.8275251362732188,0.16081106116344165,0.07363833709963243,-2.6085895043546747,-0.06918937936787171,-0.7118749887135845,-0.04473998766714393,-0.013280448956291657,-0.01766433827184699,8.326672684688674e-17
1971,16.586407474257214,18.0774113971458,17.39264637340163,0.5042086927270404,0.3351986297944737,0.5623170054214746,9.780180825045871,18.48567837150951,-0.6847650237441698,-0.5792989637718895,-0.7444124907667797,0.1727167295851082,0.8249345356915954,0.08576691853435747,0.03279462885902262,0.02705342193099602,0.05871349660336163,0.9895787981850234,8.198647497503e-4,8.3936143983097e-4,0.9767719969544989,0.43768299457852544,16.596883357021724,-0.02350202474308119,-1.9122970392308682,0.14774063050405642,0.06398968955463519,-2.7490333093094033,-0.01047588276451009,-0.8262603873140252,-0.14044380495472852,-0.08477190295764947,-0.11438539860044072,-5.551115123125783e-17
1972,16.57420161976761,18.10080788769807,17.400275916107695,0.4963212047704117,0.33169429343652457,0.6903477385078481,12.012241128097523,18.50381745327479,-0.700531971590376,0.17989200640244007,-0.5792989637718895,0.18858418870098337,0.829183423345501,-0.0122058544896042,0.01813908176528045,0.01504062591447919,-0.027246480404083503,0.9629802625691172,0.0015369339468903,0.00174633069524452,0.880093301386482,0.30965226149215186,16.611923982936204,-0.12772735282724357,-2.019620823165831,0.13270577449688598,0.03957140432494055,-3.2296485345774335,-0.03772236316859359,-1.1723053482430095,-0.48061522526803024,-0.10732378393496256,-0.3460449609289843,-1.1102230246251565e-16
1973,16.516943008225347,18.119773860967516,17.412781128689378,0.49312492854809487,0.33026367661519607,0.5450286722310115,9.490464978418784,18.52064505221152,-0.7069927322781382,0.09076950361146884,0.17989200640244007,0.04262857372994322,0.8326206808662686,-0.05725861154226308,0.0168275989367288,0.01401100688404363,-0.07126961842630657,0.8967376078748159,0.0079832056843479,0.00891596941488423,0.8953828027966108,0.4549713277689885,16.625934989820248,-0.11050393952834041,-2.005214001919613,0.13463148121701818,0.05492828457409154,-2.9017268614236174,-0.10899198159490016,-0.7875208779091043,0.32792167315381615,0.014406821246217838,0.38478447033390517,2.7755575615628914e-16
1974,16.526640932623458,18.149123910370403,17.42368787958316,0.4841134345661719,0.32619705697070606,0.3944709808320595,6.873139247570836,18.543941490581236,-0.7254360307872432,-1.0573399311389051,0.09076950361146884,-0.05301767890781761,0.8401066899980932,0.00969792439811101,0.02329643836971584,0.01957149372752655,-0.009873569329415535,0.8879271737247603,0.0635858589369123,0.07964415464859621,0.7983744597135108,0.6055290191679406,16.645506483547774,-0.2251775438333376,-2.1236125508668002,0.1195987904433335,0.06430416386643842,-2.7441308929699044,-0.1188655509243157,-0.5016527911787886,0.15759596845371293,-0.11839854894718727,0.2858680867303157,0
1975,16.388409597099926,18.162149670903755,17.43360064079446,0.48260873305510393,0.3255132134967449,0.4927199418713367,8.589882694340345,18.55595286449186,-0.7285490301092956,-0.6573661095647214,-1.0573399311389051,-0.16230221280613133,0.8403170361528615,-0.13823133552353184,0.01201137391062445,0.01009336212469974,-0.1483246976482315,0.7655274171121955,0.2821306649032177,0.4156856852885505,0.6787115238461366,0.5072800581286633,16.655599845672473,-0.387559096123604,-2.287912114942992,0.10147811546368096,0.03940768588351084,-3.2337944085169945,-0.2671902485725472,-0.6786920450014554,-0.4896635155470901,-0.16429956407619173,-0.17703925382266683,0
1976,16.422987171700672,18.171384657470455,17.433166642600654,0.4779648834047762,0.3233939376852392,0.485581282901028,8.465219423341432,18.562050720177517,-0.7382180148698012,-0.7046113617426144,-0.6573661095647214,-0.14338741579345804,0.8436102291376392,0.03457757460074617,0.00609785568565612,0.00514421343222462,0.029433361168521438,0.7883943363909051,0.9921316100397533,1.3311616962926751,0.7453126188973656,0.514418717098972,16.660744059104697,-0.2939515259385254,-2.195258187011345,0.11132981388202108,0.04515145404558748,-3.0977327948627886,-0.23775688740402576,-0.6647177204474181,0.13606161365420588,0.09265392793164695,0.013974324554037354,-1.3877787807814457e-16
1977,16.517011773888736,18.182956191473732,17.454186637973155,0.4825023182745342,0.32546479848754173,0.5044183129122691,8.80421137718229,18.57668760712248,-0.7287695535005767,-0.3753101214095409,-0.7046113617426144,-0.05232570060637531,0.8402919450149647,0.09402460218806397,0.01463688694496312,0.0122992581999472,0.08172534398811679,0.8555322035372726,2.025352699436308,2.596440384896048,0.7800497601324268,0.49558168708773087,16.673043317304646,-0.24839756629174398,-2.1520418561095775,0.1162465565405928,0.049286923307575704,-3.01009648042862,-0.15603154341590897,-0.7020230809031336,0.08763631443416875,0.043216330901767464,-0.03730536045571553,-2.7755575615628914e-17
1978,16.5959837015192,18.20282962904938,17.491038779758487,0.4907645247143309,0.3292032487883183,0.4455660672071336,7.7934133604644495,18.602118721249106,-0.7117908492908924,-0.5884718118212344,-0.3753101214095409,-0.0197118095130433,0.8350909179744689,0.07897192763046235,0.02543111412662568,0.02123729244111732,0.057734635189345046,0.9063797521944246,3.179477943807354,4.139436394045122,0.768094407340396,0.5544339327928665,16.694280609745764,-0.2638426271648001,-2.1716807386681416,0.11398587535391996,0.05728105870410423,-2.8597852735378413,-0.09829690822656392,-0.5898076266431358,0.1503112068907786,-0.019638882558564053,0.1122154542599978,1.942890293094024e-16
