year,y,k_NR,k_ME,m,nrs,omega,omega_kME,phi,p_Y,p_M,tot,pcu,rer,ner,D1973,D1975,D7375,D1982,Y_real,M_real,K_NR_gross,K_ME_gross,GOS,I_total,NRS,pi,in_sample,current_account_gdp,k_CL,c_t,omega_mean_est,omega_t_centered,omega_c,q_bop_lag1,regime_idx,alpha_est,A_est,B_est,C_est,phi_est,theta1_est,theta2_est,theta3_est,theta_t,g_k_CL,g_Yp,y_p_un,y_p_anchored,log_mu,mu_CL
1930,15.244406279298486,16.8089601329723,16.481970181468522,13.9345933410563,13.112486999725906,0.6686490552422352,11.020653790369618,0.7210909888702796,NA,NA,5.146905982757124,0.2063542940528816,3.911616985167083,-11.704085970431388,0,0,0,0,4174087.290435733,1126463.166532588,19954398.09658154,14388936.655775208,1383087.7671872585,888001.6504004517,495086.1167868067,0.3313509447577648,FALSE,-0.088735572245574,17.351918518571885,-0.3269899515037764,0.5646080114850325,0.10404104375720269,-0.034020375852569985,-0.05712751147951719,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.0754445053114357,0.05157227406775888,0.055463118772586736,15.345436130587323,15.238306882320291,0.00609939697819506,1.006118036176631
1931,15.09457695831914,16.872399417030312,16.484433771592037,13.277006494083476,13.61740142417275,0.5811436847010782,9.57982458223389,0.6784356502231751,NA,NA,4.841129247690505,-0.08340503500054555,3.863373279425145,-11.569495816458623,0,0,0,0,3593283.4709406565,583620.6589026458,21261307.235784546,14424428.799104186,1505069.4744627234,684789.1465122167,820280.3279505067,0.4188563152989217,FALSE,-0.06173626495094966,17.39026161606471,-0.3879656454382747,0.5646080114850325,0.016535673216045765,-0.006415273132019587,-0.088735572245574,1,-11.03431548097729,1.513793865770041,0.3105406750650733,4.190111546131496,2.392849207889218,1.2032531907049675,1.8243345408351144,8.380223092262993,1.7186295330195862,0.03834309749282383,0.06589757973861629,15.41133371032594,15.304204462058907,-0.20962750373976746,0.8108862418130836
1932,14.893269841048154,16.907875070465867,16.441640747589997,12.26154799263453,13.961459405317974,0.4609216486983835,7.578308160685704,0.6273602619619035,NA,NA,4.68400223231674,-0.3360482758723618,4.807986345897368,-10.229217692625438,0,0,0,0,2938088.7446062607,211408.5915162956,22029104.53587182,13820184.792410702,1583860.0364201793,426723.0405027595,1157136.99591742,0.5390783513016165,FALSE,-0.02887448124875821,17.394834301334544,-0.4662343228758701,0.5646080114850325,-0.103686362786649,0.04834214114529511,-0.06173626495094966,1,-11.03431548097729,1.513793865770041,0.3105406750650733,4.190111546131496,2.392849207889218,1.2032531907049675,1.8243345408351144,8.380223092262993,1.0477723001885897,0.0045726852698351195,0.004791132963213625,15.416124843289152,15.30899559502212,-0.41572575397396605,0.659861209986858
1933,14.944816815770924,16.94470675772555,16.39299043912171,12.25524835032554,13.80318717324194,0.5189968270302697,8.507910023441715,0.575960429976316,NA,NA,4.563174207854068,-0.12329821634449371,4.733709754742779,-10.319002996497794,0,0,0,0,3093509.657358266,210080.9791408176,22855600.81962453,13163921.675437983,1487987.9608018291,500235.7235768539,987752.2372249753,0.4810031729697303,FALSE,0.00650180339077056,17.399571640962982,-0.551716318603841,0.5646080114850325,-0.045611184454762754,0.025164434774542447,-0.02887448124875821,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.1105762601348221,0.004737339628437809,0.0052611769275389495,15.42138602021669,15.314256771949658,-0.36943995617873426,0.6911212804756834
1934,15.078365757402766,16.960224948460844,16.352620460724694,12.650782383549917,13.92134701780542,0.5367886606293845,8.777901234893076,0.5446540329943358,NA,NA,4.649658496242963,-0.07874847150837147,4.595325964447826,-10.607089190999933,0,0,0,0,3535501.6524094115,312007.46211782325,23213044.66025929,12643078.392287854,1637684.4557595877,526044.391912118,1111640.0638474696,0.4632113393706155,FALSE,0.02932942401619125,17.39502490687068,-0.6076044877361504,0.5646080114850325,-0.027819350855648017,0.01690316242579825,0.00650180339077056,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.1174592147160534,-0.004546734092301108,-0.005080789908305503,15.416305230308385,15.309175982041353,-0.2308102246385868,0.7938901125233212
1935,15.163060406283504,16.98518489252687,16.32613390636206,12.950014050354154,13.880483366005082,0.5718574788836842,9.336221775609642,0.5173420663777132,NA,NA,4.617530219256146,-0.11848183135651244,4.658883091065908,-10.593838645794072,0,0,0,0,3847985.8221308007,420842.5492173743,23799732.34397201,12312602.710066974,1647486.35110692,580356.3444728424,1067130.0066340775,0.4281425211163158,FALSE,-0.01274214013869876,17.402145056187567,-0.6590509861648108,0.5646080114850325,0.007249467398651732,-0.00477776863825107,0.02932942401619125,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.1232698563825159,0.007120149316886426,0.007997849100601084,15.424303079408986,15.317173831141954,-0.15411342485844948,0.8571747905681004
1936,15.214121297302963,17.0164660750298,16.305037635859208,13.066794990893946,14.08686811735154,0.5285386217121376,8.617842119021557,0.4909424149774394,NA,NA,4.698848740433734,-0.03694199404159524,4.629184154543291,-10.57596973265249,0,0,0,0,4049570.14860498,472973.6657107101,24555982.65119893,12055573.424923709,1909215.9237346875,597471.9108069873,1311744.0129277003,0.4714613782878624,FALSE,-0.00896779511459441,17.41587448832105,-0.711428439170593,0.5646080114850325,-0.036069389772894866,0.025660789667966342,-0.01274214013869876,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.1297243915931723,0.01372943213348421,0.015510474363920198,15.439813553772906,15.332684305505873,-0.11856300820291032,0.8881958502693258
1937,15.306588664102334,17.045816607487442,16.283458892728817,13.181862572653378,14.208813845620307,0.5328311331485793,8.676333853391005,0.46656510178837,NA,NA,4.853664078683206,0.21669527360962523,4.619617975867784,-10.553192175253235,0,0,0,0,4441881.758491351,530652.4534465295,25287394.981971607,11798216.0137263,2075108.8678024,593241.1144223878,1481867.7533800122,0.4671688668514206,FALSE,0.07879730007588258,17.428739608565085,-0.7623577147586253,0.5646080114850325,-0.03177687833645315,0.024225348350741294,-0.00896779511459441,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.1352057519621033,0.01286512024403308,0.014604558500710449,15.454418112273617,15.347288864006584,-0.04070019990425067,0.9601169299519391
1938,15.330013245552612,17.084851618088745,16.26864359316751,13.310486091217548,14.089903862847082,0.5531664074120999,8.999267129900348,0.4421049308699078,NA,NA,4.586412640946654,0.04094892373377439,4.5268988353385,-10.521972628787651,0,0,0,0,4547159.205740728,603490.8097896136,26294007.463554543,11624710.351967622,2031823.483970272,716091.299590093,1315732.1843801793,0.4468335925879001,FALSE,-0.03054593106047391,17.450955421897625,-0.8162080249212345,0.5646080114850325,-0.011441604072932599,0.009338729062299067,0.07879730007588258,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.1405607163825704,0.02221581333254008,0.02533848396958337,15.4797565962432,15.372627347976168,-0.04261410242355623,0.9582811170846972
1939,15.35284334092288,17.109188485217132,16.25168223111278,13.158018338675046,14.087745029608788,0.5785353553129456,9.402172754009918,0.4242186578916733,NA,NA,4.698608929665082,0.15176539214807572,4.4781047289461915,-10.503217252408126,0,0,0,0,4652165.373641137,518149.1108878412,26941771.53217508,11429202.160603402,1960723.226227079,647828.4243993681,1312894.801827711,0.4214646446870543,FALSE,-0.02181560416096763,17.46281183830925,-0.8575062541043508,0.5646080114850325,0.013927343827913163,-0.011942784435497166,-0.03054593106047391,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.1443958235072829,0.011856416411625048,0.013568433423226911,15.493325029666428,15.386195781399396,-0.03335244047651642,0.9671976199220409
1940,15.403585026344988,17.131855963208245,16.236604532361245,13.27424765875986,14.023017638929147,0.6074707800874707,9.863262821245248,0.4085048750007193,4.12723683574689e-7,4.852035545905777e-7,4.599524559962,0.1621698685831014,4.4371539788053065,-10.48864168559288,0,0,0,0,4894315.689626395,582012.7645909144,27559447.678289536,11258168.72890853,1921161.9196547016,690555.4889645526,1230606.4306901488,0.3925292199125293,TRUE,-3.5382649923284e-4,17.474384732665918,-0.8952514308470008,0.5646080114850325,0.042862768602438206,-0.0383729549213967,-0.02181560416096763,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.1477236288843011,0.011572894356667973,0.013282484307729615,15.506607513974158,15.399478265707126,0.004106760637862195,1.0041152049349424
1941,15.40519050826264,17.15308073089666,16.220565022028868,13.267568002647714,13.998122347600043,0.6162600974278495,9.996086980810276,0.3935623755812888,4.309575664330651e-7,6.023355506771599e-7,4.565166393019885,0.09707140808699095,4.420675631592521,-10.388807885893756,0,0,0,0,4902179.736068375,578138.0746753257,28150642.34378788,11079033.674960377,1881161.9743100489,680813.6443539177,1200348.329956131,0.3837399025721505,TRUE,0.00198810056978725,17.484944059644068,-0.9325157088677933,0.5646080114850325,0.051652085942817005,-0.048166381537466184,-3.5382649923284e-4,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.1510613332599782,0.010559326978150096,0.012154432989797506,15.518761946963956,15.411632698696923,-0.00644219043428329,0.9935785159857514
1942,15.43758890881989,17.162406546480355,16.19393165258882,13.196246049042715,14.315165535226654,0.5675648436860874,9.191106287064756,0.3796616210484708,5.662248515998676e-7,7.431828596097205e-7,4.414614591594599,-0.02629771987063873,4.3183442726263195,-10.37971853153762,0,0,0,0,5063603.332230072,538340.2364646503,28414397.999566324,10787856.405631777,2189680.09848456,541527.5759896482,1648152.5224949117,0.4324351563139126,TRUE,-0.00182174580393487,17.48424481344372,-0.9684748938915355,0.5646080114850325,0.0029568322010549153,-0.0028636177521717343,0.00198810056978725,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.1546267458779453,-6.992462003481137e-4,-8.073683648754603e-4,15.517954578599081,15.410825330332049,0.0267635784878415,1.0271249396241837
1943,15.46580754720138,17.16817019932847,16.169988688518572,13.068629363804371,14.211518419849272,0.6030991976573497,9.75210720417397,0.36854903459815425,7.014720372603225e-7,8.83441284016628e-7,4.301351801974747,-0.07036615300772657,4.364355600632066,-10.3005679111099,0,0,0,0,5208526.473803688,473842.0720374444,28578641.59237308,10532630.768995756,2067268.3364756189,581387.3371446126,1485880.9993310063,0.3969008023426503,TRUE,-0.00228756203352138,17.48192127909356,-0.9981815108098964,0.5646080114850325,0.03849118617231717,-0.03842119036634854,-0.00182174580393487,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.1568776408752905,-0.002323534350161083,-0.0026880449375070547,15.515266533661574,15.408137285394542,0.05767026180683743,1.0593656248059655
1944,15.484557595714834,17.179459854181655,16.140084338748856,13.095780503846054,14.103714000229692,0.6254367210587357,10.094601426438537,0.35367547788751724,7.290678576445457e-7,1.0223443844129144e-6,4.253076968916952,-0.07737061778853828,4.345624696829382,-10.17508632411974,0,0,0,0,5307107.913129927,486883.6704635191,28903112.72938016,10222322.207000311,1987847.741637076,653819.06730307406,1334028.6743340015,0.3745632789412643,TRUE,-0.00296162208046681,17.482283323347605,-1.0393755154327984,0.5646080114850325,0.06082870957370323,-0.0632238713662798,-0.00228756203352138,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.1601045641439962,3.620442540466229e-4,4.200091915415957e-4,15.515686542853116,15.408557294586084,0.07600030112875089,1.078962899063985
1945,15.567324070535784,17.20219235643141,16.12072301022605,13.159869428524964,14.279104469579533,0.6044555633395453,9.74426070858696,0.3390969086581734,8.290812509467699e-7,1.0337821219057823e-6,4.232053633584188,-0.09489874182279567,4.26899301170532,-10.1998202674687,0,0,0,0,5765048.188974463,519109.13972343673,29567677.799491987,10026308.138008635,2280332.7382282787,690555.4889645526,1589777.2492637262,0.3955444366604547,TRUE,3.5071862414387e-4,17.494187794426118,-1.0814693462053597,0.5646080114850325,0.03984755185451283,-0.04309390585198416,-0.00296162208046681,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.1635877516944342,0.011904471078512557,0.013851896737357842,15.529538439590473,15.42240919132344,0.1449148792123438,1.1559411714571903
1946,15.649521142658346,17.221746418301567,16.131826352509357,13.201352567217914,14.359442727211604,0.5719435501825137,9.226494034982034,0.3362433699799561,9.738731882834543e-7,1.2067933763171829e-6,4.240186242777942,-0.07085466302188607,4.171604758643212,-10.170791999636108,0,0,0,0,6258938.391410903,541096.3116515432,30151535.79461172,10138254.005651517,2679178.947453719,956411.1720410414,1722767.7754126778,0.4280564498174862,TRUE,-0.01195757686165633,17.511608639984978,-1.0899200657922101,0.5646080114850325,0.00733553869748127,-0.007995150819780089,3.5071862414387e-4,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.1644694793495505,0.01742084555885981,0.02028604295775441,15.549824482548228,15.442695234281196,0.20682590837714976,1.2297684607567625
1947,15.535723871028182,17.25390866935282,16.182697771039777,13.27569483045715,13.494848622533477,0.6818860563830722,11.034755964733446,0.3425934203544924,1.2425054014417376e-6,1.6649612005061829e-6,4.301351801974747,0.13867120365838168,4.166990946219625,-10.216856731923894,0,0,0,0,5585719.844217188,582855.646741784,31137040.12743876,10667345.076974325,1776895.367583261,1051226.8352361529,725668.5323471082,0.3181139436169278,TRUE,-0.01251819899254195,17.548511801188884,-1.0712108983130442,0.5646080114850325,0.11727804489803972,-0.12562951982762666,-0.01195757686165633,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.1622303635913105,0.03690316120390591,0.04288997446368431,15.592714457011912,15.48558520874488,0.05013866228330244,1.0514168781335995
1948,15.689274583530272,17.276063671404287,16.22382051587987,13.270968261389545,14.349619817339825,0.5947289826246759,9.648776269694578,0.34915366405717035,1.4112576125052055e-6,1.762662541211703e-6,4.36613277674425,0.10764147640584182,4.184384013493929,-10.138627777034522,0,0,0,0,6512764.533265854,580107.239655693,31834579.779851004,11115160.173855286,2639434.7083225804,933506.682422144,1705928.0259004366,0.4052710173753241,TRUE,-0.01125916323458935,17.575541151747718,-1.052243155524419,0.5646080114850325,0.030120971139643404,-0.031694585719438326,-0.01251819899254195,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.1613645408861661,0.027029350558834153,0.03139092930221166,15.624105386314124,15.516976138047092,0.17229844548318063,1.1880323431970226
1949,15.667443486609544,17.308681083601435,16.28336274489037,13.34508778196544,14.248701086299148,0.5904415851407467,9.61437451051485,0.35868226477982357,1.6870213544282428e-6,2.0120915984761773e-6,4.357099446711678,0.02351760607768119,3.9928123681313425,-10.108791185722009,0,0,0,0,6372124.488415103,624738.0881728947,32890061.354253728,11797081.695291078,2609757.2047611196,1067587.1849639367,1542170.0197971829,0.4095584148592532,TRUE,-0.05045352472352881,17.615196390684105,-1.0253183387110667,0.5646080114850325,0.02583357365571426,-0.026487636823646923,-0.01125916323458935,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.1592246089453189,0.039655238936386894,0.04596932884866628,15.67007471516279,15.562945466895759,0.1044980197137857,1.1101531954429713
1950,15.715544986005517,17.329637143450373,16.331239716542903,13.299365805730249,14.472565405172384,0.5640614965956121,9.21182351577489,0.36846946751905457,1.9732531312036785e-6,2.392853808446025e-6,4.468157983484143,0.08634405593485885,4.154971907400044,-9.800967065945729,0,0,0,0,6686124.62849127,596816.9958279894,33586580.102847904,12375629.28628244,2914739.164119703,985636.7058729464,1929102.4582467568,0.4359385034043879,TRUE,-0.05261546010730444,17.64333008178963,-0.99839742690747,0.5646080114850325,-5.465148894203686e-4,5.456390593639166e-4,-0.05045352472352881,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.1571991924470086,0.028133691105526992,0.03255628462786943,15.70263099979066,15.595501751523628,0.12004323448188892,1.1275455993753702
1951,15.758133041729227,17.359210383237183,16.39678068249986,13.490151951742558,14.594921349195086,0.5267448831360416,8.636920324410694,0.3819637001266297,2.484734687890704e-6,3.5836103246208257e-6,4.548671755747903,0.10639736496101626,4.163969009697836,-9.670567942979082,0,0,0,0,6977024.132144125,722268.2972900824,34594676.964542456,13213910.81806212,3301912.3710205257,1121725.0695176946,2180187.3015028313,0.4732551168639584,TRUE,-0.05968723496899396,17.682715842048573,-0.9624297007373244,0.5646080114850325,-0.03786312834899086,0.03644059928589818,-0.05261546010730444,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.154432095249904,0.03938576025894136,0.04546818573874008,15.7480991855294,15.640969937262367,0.11716310446685974,1.1243027935441285
1952,15.8205799004799,17.39061327795992,16.461943982146895,13.5152820920098,14.232952421267193,0.6375593229564251,10.495465859804172,0.3950790941336379,2.972789325835826e-6,3.643478636491588e-6,4.643193346619379,0.1338876425045927,4.194633056106022,-9.55283068092296,0,0,0,0,7426608.858644058,740648.9882724957,35698287.555271044,14103647.109458605,2691705.142864763,1173631.997290391,1518073.1455743718,0.3624406770435748,TRUE,-0.03629940908233994,17.723564389929642,-0.9286692958130232,0.5646080114850325,0.07295131147139267,-0.06774764305277474,-0.05968723496899396,2,-4.354628329303741,1.1272916576736338,-0.11367431859622405,-0.01054620649600645,-0.20466316514216137,1.240965976269858,1.0136173390774097,-0.0210924129920129,1.150537366851691,0.04084854788106895,0.04699778071880029,15.7950969662482,15.687967717981168,0.13261218249873252,1.1418070996781942
