"year","date","K_ME","K_NRC","K_cap","k_ME","k_NRC","k_Kcap","g_K_ME","g_K_NRC","g_Kcap","ME_NRC_gap","ME_share","NRC_share","omega_CORP","omega_NFC","pi_res_CORP","pi_res_NFC","e_CORP","e_NFC","ln_e_CORP","ln_e_NFC","IPP_stock","IPP_growth","IPP_share_total_fixed_assets","IPP_share_capital_plus_IPP","IPP_to_Kcap","GOV_TRANS_stock","GOV_TRANS_growth","GOV_TRANS_to_Kcap","GOV_TRANS_to_NRC","GOV_TRANS_to_ME"
1983,"1983-12-31",1276372,1830693,3107065,14.0595322364487,14.4202051416578,14.9491891086584,0.0292014702859742,0.0169040299100711,0.0219374894249835,-0.360672905209139,0.410796684330711,0.589203315669289,0.622788790924917,0.62949324210345,0.377211209075083,0.37050675789655,0.605680793507665,0.588579405012359,-0.501402175077548,-0.530043433580244,260873,0.104975983552642,0.0774577568061654,0.0774577798047351,0.083961230292897,724633,-0.0323243844205336,0.233221062320872,0.395824422773234,0.567728687247918
1984,"1984-12-31",1341996,1930935,3272931,14.1096686158834,14.4735148995287,15.0011964716846,0.0501363794347398,0.0533097578709256,0.0520073630261155,-0.363846283645325,0.410028809039971,0.589971190960029,0.616513134467756,0.623632973944295,0.383486865532244,0.376367026055705,0.622025459138536,0.60350725792335,-0.474774255989718,-0.504997212131863,290589,0.107876198840207,0.0815454714592674,0.0815454943426724,0.0887855564324454,722206,-0.00335490303537433,0.22066031945067,0.374018804361618,0.53815808690935
1985,"1985-12-31",1417152,2012178,3429330,14.1641597817978,14.5147282754735,15.0478754647847,0.0544911659144418,0.041213375944773,0.0466789931001728,-0.350568493675656,0.413244569638967,0.586755430361033,0.621155236627583,0.628950706261489,0.378844763372417,0.371049293738511,0.609903516919968,0.589949721090298,-0.494454503308473,-0.527717964204694,319916,0.0961485636333794,0.0853280899679562,0.0853280899679562,0.0932881933205612,756640,0.0465771621387816,0.220637850542234,0.376030351191594,0.533915910219934
1986,"1986-12-31",1492171,2062919,3555090,14.2157426644385,14.5396325280736,15.0838909373547,0.0515828826406945,0.0249042526001606,0.0360154725699839,-0.323889863635122,0.419728051891795,0.580271948108205,0.636681996119363,0.640257827171573,0.363318003880637,0.359742172828427,0.570642810846066,0.561870792611217,-0.560991815246297,-0.576483361906705,348147,0.0845663430413719,0.0891944073100334,0.0891944301614276,0.097929166350219,816975,0.0767209157410544,0.229804308751677,0.396028637091422,0.547507624796354
1987,"1987-12-31",1553814,2160258,3714072,14.2562231116265,14.5857382169719,15.1276394068135,0.0404804471879565,0.0461056888982228,0.0437484694587855,-0.329515105345388,0.418358610172339,0.581641389827661,0.638188297394282,0.637971431188591,0.361811702605718,0.362028568811409,0.566935658461605,0.567468308317383,-0.567509458833429,-0.56657037556059,382178,0.0932616642873256,0.0932994812328349,0.0932994812328349,0.102899997630633,871566,0.06468309895339,0.234665886929494,0.403454587368731,0.560920419046295
1988,"1988-12-31",1635924,2295030,3930954,14.307718340298,14.6462564732868,15.1843927024785,0.0514952286715626,0.0605182563148983,0.0567532956649917,-0.338538132988724,0.416164625686284,0.583835374313716,0.637163221944563,0.635130978444682,0.362836778055437,0.364869021555318,0.569456562398711,0.574478389400583,-0.563072772228239,-0.554292798761878,413067,0.0777233387431497,0.0950886287151927,0.0950886287151927,0.105080598755417,892950,0.0242389946774999,0.227158598141825,0.389079881308741,0.545838315227358
1989,"1989-12-31",1719980,2419713,4139693,14.3578232208151,14.6991594960586,15.2361321884625,0.0501048805170079,0.0529030227718277,0.0517394859840419,-0.341336275243544,0.415484916393559,0.584515083606441,0.638324748874071,0.640624353315478,0.361675251125929,0.359375646684522,0.5666007024855,0.560977185498201,-0.568100451760333,-0.578075041847528,449105,0.0836469060031195,0.0978698347868364,0.0978698561148257,0.108487513446045,936221,0.0473209714513523,0.226157108751784,0.386914067908054,0.544320864196095
1990,"1990-12-31",1814497,2541596,4356093,14.4113188522859,14.7483027881244,15.2870861126693,0.0534956314708115,0.0491432920658337,0.0509539242068051,-0.336983935838566,0.416542300634996,0.583457699365004,0.644565927434182,0.644643570706082,0.355434072565818,0.355356429293918,0.551431680512017,0.551244820303869,-0.595237327360241,-0.595576248539387,487059,0.0811285522322809,0.100566511113731,0.100566531878413,0.111810973732654,992403,0.0582777150688223,0.227819516249997,0.39046449553745,0.546930085858505
1991,"1991-12-31",1862434,2577364,4439798,14.4373947923664,14.7622777291747,15.306119437878,0.0260759400804957,0.0139749410502361,0.0190333252086177,-0.324882936808306,0.419486201849724,0.580513798150276,0.640791606148147,0.640968458828616,0.359208393851853,0.359031541171384,0.560569755292341,0.560139171009323,-0.578801592309153,-0.579570006469332,525147,0.0752929577570747,0.105770981505532,0.105770960201976,0.118281732637386,1021027,0.0284349876894243,0.229971498703319,0.396151649514776,0.548221843029068
1992,"1992-12-31",1916486,2662469,4578955,14.466003858793,14.7947644457395,15.3369813641177,0.0286090664266609,0.032486716564879,0.0308619262397354,-0.328760586946524,0.41854222196986,0.58145777803014,0.646778708116392,0.648208483525974,0.353221291883608,0.351791516474026,0.546123871195902,0.542713533399675,-0.604909458646246,-0.611173661058281,560211,0.0646352750786292,0.109008154241369,0.109008154241369,0.122344727126604,1047212,0.0253224111820334,0.228701090095884,0.393323640575721,0.546422984566545
1993,"1993-12-31",1995155,2797217,4792372,14.5062322995236,14.8441355522995,15.3825360451467,0.0402284407306261,0.0493711065599118,0.0455546810290262,-0.33790325277581,0.416318891772175,0.583681108227825,0.64195609798046,0.64244868931149,0.35804390201954,0.35755131068851,0.557738921938612,0.556544540656931,-0.583864307922128,-0.586008074349964,594465,0.0593483429176622,0.110355091428404,0.110355111914469,0.124044001592531,1081732,0.0324320656032278,0.225719539301206,0.386717226443283,0.542179429668372
1994,"1994-12-31",2107074,2942602,5049676,14.5608108131948,14.8948047819168,15.4348346407775,0.0545785136711032,0.0506692296173323,0.0522985956307398,-0.333993968722039,0.417269147565111,0.582730852434889,0.629206773734972,0.628488369808008,0.370793226265028,0.371511630191992,0.589302661292088,0.591119339734928,-0.528815371125917,-0.525737353475355,638916,0.0721111489422253,0.11231531458048,0.11231531458048,0.126526137518526,1154738,0.0653100181346407,0.228675661567198,0.392420721524691,0.54802916271569
1995,"1995-12-31",2249632,3093312,5342944,14.6262772052484,14.9447529195188,15.4912873698818,0.0654663920536258,0.0499481376019766,0.0564527291043397,-0.31847571427039,0.421047272814388,0.578952727185612,0.623099115110705,0.624660582765844,0.376900884889295,0.375339417234156,0.604881110804228,0.600869380251664,-0.502723351329517,-0.509377705419755,690604,0.0777935866665338,0.114460678857614,0.114460678857614,0.129255331891931,1241162,0.0721745591751954,0.232299271712374,0.401240482692984,0.551717792065547
1996,"1996-12-31",2369178,3240350,5609528,14.678053617507,14.9911919066256,15.5399771384869,0.0517764122585742,0.0464389871068551,0.0486897686051186,-0.313138289118671,0.422348903508459,0.577651096491541,0.619197078532264,0.620922242011602,0.380802921467736,0.379077757988398,0.614994699862579,0.610507616477546,-0.486141629322383,-0.493464509706503,744687,0.0753974188662703,0.117195751166745,0.117195751166745,0.132753950064961,1312031,0.0555282807014716,0.233893297261374,0.404904099865755,0.553791652632263
1997,"1997-12-31",2478091,3435265,5913356,14.7229990636608,15.0496046276789,15.5927240793157,0.0449454461538359,0.0584127210532976,0.0527469408287651,-0.326605564018132,0.419066770206292,0.580933229793708,0.617632293335957,0.621030977666497,0.382367706664043,0.378969022333503,0.619086324969826,0.610225634407911,-0.479510557265232,-0.493926497736151,816119,0.0915961817945341,0.121275285219129,0.121275285219129,0.138012830615982,1391593,0.0588728158103731,0.235330495914672,0.4050904369823,0.561558473841356
1998,"1998-12-31",2583706,3621199,6204905,14.7647353603217,15.1023157444318,15.64085066627,0.0417362966609538,0.0527111167529117,0.0481265869542735,-0.33758038411009,0.416397350160881,0.583602649839119,0.629740616676098,0.634609294105485,0.370259383323902,0.365390705894515,0.58795537959455,0.575772698711501,-0.531104219006207,-0.552042316461857,886940,0.0832171586138912,0.125064775104363,0.125064775104363,0.142941753338689,1449724,0.0409240593851088,0.233641610951336,0.400343643086171,0.561102540304508
1999,"1999-12-31",2722352,3798097,6520449,14.8170067705118,15.150010709786,15.6904537965624,0.0522714101900377,0.0476949653541681,0.0496031302924642,-0.333003939274221,0.417509898474783,0.582490101525217,0.635000562731071,0.640439844250045,0.364999437268929,0.359560155749955,0.574801754031689,0.561426898994705,-0.55373007323062,-0.577273702068418,984814,0.104675454574995,0.131216454373418,0.131216454373418,0.15103469101591,1546342,0.0645189482549444,0.237152686877852,0.407135994683653,0.568016920662721
2000,"2000-12-31",2890959,4060960,6951919,14.877098838954,15.2169299568292,15.7545282945361,0.0600920684421737,0.0669192470432325,0.0640744979737047,-0.33983111787528,0.41585050113501,0.58414949886499,0.644917063345876,0.652779358011841,0.355082936654124,0.347220641988159,0.550586977512936,0.531911185190786,-0.596770338000959,-0.631278748707484,1085157,0.0970271651136088,0.135018880000637,0.135018880000637,0.15609459776502,1665389,0.0741665880359879,0.239558170916548,0.410097366140026,0.576068010649753
2001,"2001-12-31",2964679,4338524,7303203,14.902279321484,15.2830447560662,15.8038235770118,0.0251804825300006,0.066114799236999,0.049295282475633,-0.380765434582278,0.405942296825105,0.594057703174895,0.647118229424371,0.654881386402621,0.352881770575629,0.345118613597379,0.545312671672882,0.526994079787757,-0.606395939335741,-0.640565964303197,1130541,0.040971602231533,0.134049701526427,0.134049717420875,0.154800708675358,1741591,0.0447403334849739,0.238469477022616,0.401424770267492,0.58744673538012
2002,"2002-12-31",2970921,4561254,7532175,14.9043825637176,15.333108143685,15.83469440269,0.00210324223364822,0.0500633876187671,0.0308708256782531,-0.428725579967397,0.394430692329905,0.605569307670095,0.630740139778425,0.638661211919941,0.369259860221575,0.361338788080059,0.585438973887557,0.565775377204769,-0.535393330432856,-0.569558139610996,1164513,0.0296066946527844,0.133903044469343,0.133903044469343,0.154605143932529,1827495,0.0481471133970146,0.242625138157305,0.400656266895025,0.615127430180742
2003,"2003-12-31",2977439,4756388,7733827,14.906574093016,15.3749991146259,15.8611143821379,0.00219152929840227,0.0418909709408872,0.0264199794478674,-0.468425021609882,0.384989087550058,0.615010912449942,0.619295933302171,0.626869045229268,0.380704066697829,0.373130954770732,0.614736907229251,0.595229510230904,-0.486560895828371,-0.518808216331258,1225681,0.0511936340291967,0.136802266374448,0.136802266374448,0.158483115797651,1882379,0.0295902257377438,0.243395540138149,0.395758083655076,0.632214127644597
2004,"2004-12-31",3126266,5299036,8425302,14.9553498791137,15.4830354751865,15.9467498792576,0.0487757860976838,0.108036360560602,0.0856354971197071,-0.5276855960728,0.371056847576502,0.628943152423498,0.609224012386193,0.613230053731544,0.390775987613807,0.386769946268456,0.641432346179571,0.630709378829261,-0.444051562405995,-0.46091009491531,1278650,0.0423082259586227,0.131765903211393,0.131765903211393,0.151763105939704,2176016,0.144959279510154,0.258271572935902,0.410643747277807,0.696043139003527
2005,"2005-12-31",3259440,5948668,9208108,14.9970659594461,15.598677886914,16.0355949582464,0.0417160803323711,0.115642411727475,0.0888450789888466,-0.601611927467903,0.353974996818022,0.646025003181978,0.593551234778269,0.597479837743853,0.406448765221731,0.402520162256147,0.684774525612043,0.673696645189075,-0.378665654595301,-0.394975350708676,1365208,0.065501964123218,0.129118244456138,0.129118244456138,0.148261510399313,2431593,0.111050916217492,0.264070860159329,0.408762600299765,0.746015573227303
2006,"2006-12-31",3482650,6506255,9988905,15.0633040562139,15.688274579837,16.1169855350076,0.0662380967678278,0.0895966929229921,0.0813905767611196,-0.624970523623068,0.348651829204502,0.651348170795498,0.583017283165839,0.587831471357126,0.416982716834161,0.412168528642874,0.715215018275111,0.701167849505064,-0.335172056636491,-0.355007977663551,1449998,0.0602553791406812,0.126760232165619,0.126760232165619,0.145160855969698,2782275,0.134722340238987,0.27853653628701,0.427630795288534,0.798895955665944
2007,"2007-12-31",3636580,6891511,10528091,15.1065542375098,15.7458009222846,16.1695575761269,0.0432501812958979,0.0575263424475949,0.0525720411193475,-0.639246684774765,0.345416847175808,0.654583152824192,0.596912305967198,0.593479839175833,0.403087694032802,0.406520160824167,0.675287961067688,0.684977203924403,-0.392616070092182,-0.378369720216146,1552431,0.0682599122721808,0.128506957605554,0.12850694696802,0.147456077269849,3121039,0.114897020841122,0.296448710407233,0.452881668475897,0.858234660037728
2008,"2008-12-31",3821881,7436844,11258725,15.1562532677665,15.8219571232654,16.2366539415825,0.0496990302567131,0.0761562009808028,0.0670963654555514,-0.665703855498855,0.339459485865407,0.660540514134593,0.609256031850876,0.595584591788177,0.390743968149124,0.404415408211823,0.641346080665089,0.679022617085527,-0.444186060325209,-0.387100842573877,1631698,0.0497991010052576,0.126582192066156,0.126582192066156,0.144927422954198,3321905,0.0623724543461694,0.295051615524848,0.446682087186446,0.869180646911822
2009,"2009-12-31",3762060,7091488,10853548,15.1404772376792,15.7744057495487,16.2000025891047,-0.0157760300872507,-0.0475513737166633,-0.0366513524777687,-0.633928511869442,0.34662029411949,0.65337970588051,0.589391374581907,0.593114751011546,0.410608625418093,0.406885248988454,0.696665480911329,0.686014381356253,-0.361449924733994,-0.376856687399824,1669582,0.0229521052987174,0.133319864921948,0.133319864921948,0.153828222807878,3361690,0.0119054101638536,0.309731895966185,0.47404578559535,0.893576923281394
2010,"2010-12-31",3840715,7327927,11168642,15.1611691051479,15.8072032234961,16.2286205880054,0.0206918674686474,0.0327974739474008,0.0286179989007209,-0.646034118348195,0.34388379536205,0.65611620463795,0.57068891168038,0.57177005128177,0.42931108831962,0.42822994871823,0.752268143874608,0.748954842524967,-0.284662444288465,-0.289076587636303,1740922,0.0418415622470523,0.134855212770935,0.134855212770935,0.155875888939765,3493481,0.0384548366082953,0.312793712968864,0.476735234944344,0.909591313075821
2011,"2011-12-31",4019623,7718116,11737739,15.206698675103,15.8590808507672,16.2783197643787,0.0455295699550593,0.0518776272711303,0.0496991763732737,-0.652382175664266,0.342452920447456,0.657547079552544,0.571490813431576,0.57077261993538,0.428509186568424,0.42922738006462,0.749809404626116,0.75201116008896,-0.28793623191274,-0.285004114598587,1831473,0.05070570316893,0.134972696643895,0.134972686696914,0.156032861183913,3734604,0.0667431285436848,0.318170645982161,0.483875080395267,0.929093101517232
2012,"2012-12-31",4196080,7951375,12147455,15.2496613140935,15.8888554276502,16.3126302407894,0.0429626389905522,0.0297745768829767,0.0343104764107132,-0.639194113556691,0.345428733837664,0.654571266162336,0.564929408063707,0.568162965987683,0.435070591936293,0.431837034012317,0.770132667420334,0.760058398494208,-0.261192483624464,-0.274360008529854,1907267,0.0405507661920801,0.135702933149443,0.135702933149443,0.157009595837153,3902446,0.043961747160477,0.321256263143185,0.49078882583201,0.930021829898381
2013,"2013-12-31",4317771,8269678,12587449,15.2782498548386,15.9281061303289,16.3482107643622,0.0285885407450905,0.0392507026787161,0.0355805235728255,-0.649856275490317,0.343021926047128,0.656978073952872,0.566433797144341,0.567108862532718,0.433566202855659,0.432891137467282,0.765431379697805,0.763329875562132,-0.26731570905485,-0.270065000943489,2013748,0.054326335031206,0.137916637930438,0.137916637930438,0.159980628322705,4004879,0.0259098318012967,0.318164466843123,0.484284756915565,0.927533905804639
2014,"2014-12-31",4493495,8712544,13206039,15.3181413533616,15.9802743842534,16.3961847829354,0.0398914985229784,0.0521682539244583,0.0479740185731643,-0.662133030891797,0.340260618645757,0.659739381354243,0.562206465288649,0.568582031539934,0.437793534711351,0.431417968460066,0.778705976791956,0.758761171702216,-0.250121741082619,-0.276068212891827,2116254,0.0496498822626634,0.138116020762429,0.138116011748372,0.160248958828609,4048074,0.01072784462127,0.306532034321571,0.464625946221907,0.900874263796889
2015,"2015-12-31",4612033,8789078,13401111,15.3441793155927,15.9890203722372,16.410848171932,0.0260379622310936,0.0087459879838061,0.0146633889966381,-0.644841056644509,0.344153033282091,0.655846966717909,0.567217985504381,0.575109869197914,0.432782014495619,0.424890130802086,0.762990641262514,0.738798190673837,-0.270509513483895,-0.302730479666769,2184293,0.0316446617942265,0.140149912058744,0.140149912058744,0.162993426440539,4073987,0.00638091438192667,0.304003675516157,0.463528370097523,0.883338649138027
2016,"2016-12-31",4730437,8976852,13707289,15.3695281452069,16.0101598220261,16.4334382931089,0.0253488296141882,0.0211394497889366,0.0225901211768367,-0.640631676819257,0.345103761947384,0.654896238052616,0.57183540015035,0.582943530383766,0.42816459984965,0.417056469616234,0.748754973436542,0.715432023650172,-0.289343487255284,-0.33486868987954,2324950,0.0624063270382305,0.145017174457042,0.145017174457042,0.169614137412584,4213927,0.0337728651911817,0.307422350254671,0.469421463114241,0.890811356329236
2017,"2017-12-31",4917309,9239963,14157272,15.4082719876166,16.0390484392808,16.4657389723022,0.0387438424097404,0.0288886172547294,0.0323006791933302,-0.630776451664246,0.347334500601528,0.652665499398472,0.577766513666986,0.586156566953376,0.422233486333014,0.413843433046624,0.730802973770787,0.706028826389557,-0.313611385287349,-0.348099211742331,2496496,0.0711896152823712,0.149905775077448,0.149905775077448,0.17634018757286,4405285,0.0444099644770919,0.311167645857196,0.476764355008781,0.895873128981726
2018,"2018-12-31",5162629,9597048,14759677,15.4569565038327,16.0769661091502,16.5074094934283,0.0486845162160989,0.037917669869401,0.0416705211261323,-0.620009605317549,0.34977926684981,0.65022073315019,0.574809036253505,0.584943959084541,0.425190963746495,0.415056040915459,0.739708210778675,0.709565479682939,-0.301499480303004,-0.343102496742056,2661389,0.0639600182418629,0.152768426870754,0.152768435639932,0.180314853773562,4624515,0.0485665441001313,0.313320880937977,0.481868487059771,0.895767447166938
2019,"2019-12-31",5313987,10075037,15389024,15.4858529589308,16.1255713382469,16.5491650860003,0.0288964550981223,0.0486052290966086,0.041755592571981,-0.639718379316035,0.345310202908255,0.654689797091745,0.576378084153845,0.587441985101222,0.423621915846155,0.412558014898778,0.734972282070815,0.70229575917644,-0.307922491948674,-0.35340065431405,2825994,0.0600119941618651,0.155146382789541,0.155146374272043,0.18363698698501,4760410,0.0289622983869329,0.309338006100972,0.472495535252129,0.895826429383437
2020,"2020-12-31",5393831,10073811,15467642,15.5007664510823,16.1254496439444,16.554260786885,0.0149134921515248,-0.000121694302475106,0.00509570088468081,-0.624683192862035,0.348717083056357,0.651282916943643,0.592623908718225,0.60484793205077,0.407376091281775,0.39515206794923,0.687410827151543,0.653308124257688,-0.374823163815348,-0.425706401489982,3104397,0.093959332509236,0.167154344226824,0.167154344226824,0.20070266689648,4931866,0.0353836164399759,0.31885053972674,0.489573012636429,0.91435308225267
2021,"2021-12-31",5821864,11439291,17261155,15.5771310433446,16.2525645664709,16.6639691591095,0.0763645922623049,0.127114922526509,0.109708372224535,-0.675433523126239,0.337281253774733,0.662718746225267,0.570493812651767,0.579714486970795,0.429506187348233,0.420285513029205,0.752867389309278,0.724987079804302,-0.283866176506433,-0.321601445245841,3337568,0.0724229044235774,0.162027916100814,0.162027908234894,0.193357165265013,5540500,0.116367333966515,0.320980838188406,0.484339457751359,0.951671148621816
2022,"2022-12-31",6265340,13051255,19316595,15.6505434145924,16.3843948556915,16.7764751289801,0.0734123712477022,0.131830289220563,0.112505969870618,-0.7338514410991,0.324350124853785,0.675649875146215,0.555000855599031,0.56475673366441,0.444999144400969,0.43524326633559,0.801799024112615,0.770673885571094,-0.220897295895181,-0.26048997081133,3655766,0.0910632491165231,0.159137582767396,0.159137582767396,0.189255197409274,5853641,0.0549791114056202,0.303036896513076,0.448511733162826,0.934289439998468
2023,"2023-12-31",6532859,13333146,19866005,15.6923552308562,16.4057636733114,16.8045205374437,0.041811816263813,0.0213688176199476,0.0280454084635693,-0.713408442455234,0.328846136905734,0.671153863094266,0.555665323570836,0.565941031361275,0.444334676429164,0.434058968638725,0.799644421886479,0.766968543692033,-0.223588122763355,-0.265309490591451,3947802,0.0768533211707307,0.165777861557373,0.165777861557373,0.198721484264199,6075442,0.0371908829817187,0.305821024408279,0.455664552086957,0.929982110435875
2024,"2024-12-31",6772307,13571366,20343673,15.7283523549347,16.4234726899726,16.8282805124197,0.0359971240785679,0.0177090166611578,0.0237599749760129,-0.695120335037824,0.33289499885296,0.66710500114704,0.55676416577035,0.56912875490843,0.44323583422965,0.43087124509157,0.796092603438981,0.75707164921037,-0.22803976392564,-0.278297381132767,4242631,0.0720246273316647,0.172560747642265,0.172560747642265,0.208547935272062,6277027,0.032641716962436,0.30854934603009,0.462519911407592,0.926866871215378
2025,"2025-12-31",,,,,,,,,,,,,0.553057731097018,0.566460048121974,0.446942268902982,0.433539951878026,0.808129502170504,0.76534956580852,-0.213032958340206,-0.26742260075559,,,,,,,,,,
